global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	t_comp_cor_05	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	c_comp_cor_07	c_comp_cor_08	c_comp_cor_09	c_comp_cor_10	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17
1134.0682633883337	n/a	n/a	1286110.826024631	1658.4216364971603	n/a	2750362.3244019197	n/a	1080.0819815482578	n/a	1166577.0868652111	n/a	1203.70935431528	1158.3097846145383	n/a	n/a	n/a	n/a	-0.0124918881	0.17305849	-0.1486848276	0.1972651099	-0.0673670115	0.0792223646	-0.0981754452	-0.3250488962	0.1803989484	-0.0299768072	0.0679879157	-0.0114369001	0.0006332789	-0.2200122095	-0.184347544	0.235051174	-0.0941014424	-0.0382146835	0.0839773747	-0.0374450282	0.0360077415	0.0482938493	-0.2430688487	0.1440872681	-0.1550749474	0.2750685887	-0.0534263171	0.1454987735	-0.0350046038	0.0933129514	-0.2190936301	0.0924017101	-0.0468903884	0.1314345024	-0.279143497	-0.0486106284	-0.2332580964	0.142475962	-0.1527923478	-0.1204122235	0.0837628808	0.0771568002	-0.0647475446	0.1687691022	-0.2195894409	0.0221930366	-0.1782977834	0.1279766574	-0.1086002093	0.1455210617	-0.078475805	0.287583311	-0.0825473307	0.0013032348	-0.0265980797	0.081102163	-0.2276786306	0.0255368485	-0.0249676712	0.349689151	-0.108270145	0.1504732035	-0.1226673698	0.3364064583	-0.1198132862	-0.1150024854	-0.0231596432	0.013372079	-0.1219848609	0.0269386703	-0.0723509664	0.1225718444	-0.057469594	0.0231948059	-0.1607132443	0.229222792	0.286469035	-0.1702030886	0.2138192455	-0.0102171286	0.0447527636	-0.1448306655	0.153084329	-0.1539686916	0.197734249	-0.1699637216	0.1316364369	-0.2139567127	-0.0948467703	0.153366806	0.1532882396	0.0006493414485362	n/a	4.216443167870906e-07	n/a	0.0386011727486135	n/a	0.0014900505375683	n/a	-0.1004483249586485	n/a	n/a	0.0100898659869982	0.0011957627443973	n/a	1.4298485408885627e-06	n/a	-0.0018660124644054	n/a	n/a	3.4820025173163143e-06	0.0008161168758572	n/a	6.660467550589164e-07	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1132.353871379324	-1.7143920090097708	2.9391399605565582	1282225.2900277425	1657.2927057963298	-1.1289307008305514	2746619.11268572	1.2744845272777598	1080.8022220102455	0.7202404619877143	1168133.443102284	0.5187463230842762	1202.965407103967	1181.2298848482396	1.581488	32.523785	0.1763445203494635	0.1403208968576915	-0.1348344989	-0.0320024763	-0.0975338339	0.0461672664	0.1576337145	0.0917162235	-0.1429863685	0.0597345276	-0.0054222365	0.0624724339	-0.0734208742	-0.0371773406	0.0889996931	-0.0777126847	0.0439205667	0.3302336847	-0.2708428945	-0.0351590296	-0.032334182	-0.072201563	-0.0085895449	-0.1377982601	0.15187224	0.1719486865	-0.0808507191	-0.1620925459	-0.2536405718	-0.2960577546	0.0358164296	-0.1506878887	-0.2062762202	0.0292344219	0.0100553582	-0.0434125957	-0.0047611102	-0.1207689994	-0.0469988743	0.0956161213	-0.0523944978	0.0386239185	-0.1500873311	-0.0809447368	-0.1558772519	-0.0211639071	-0.0093379267	0.0104893176	-0.0304857195	0.0644864228	-0.0181616215	-0.1887135572	0.037663733	0.0621045421	-0.1819195388	0.1807332685	-0.0382090838	0.0242378793	-0.0800012399	-0.2962050617	-0.0663140524	0.1566651602	0.1628988743	-0.2884130286	-0.1131171943	0.0410007345	-0.1444955134	-0.0886158852	-0.0429230018	-0.1605841446	-0.1098158716	-0.0780984953	0.004860031	0.1787701736	-0.0059917943	-0.0467964965	-0.132337244	0.1933774017	0.1080372795	-0.2472143167	-0.0614800718	0.285089446	0.0535865189	0.1052610649	0.1102795369	-0.0479525797	0.2042198277	0.0410178362	-0.1237170539	-0.0268731616	-0.0474755502	0.1531573254	0.1524510324	0.0006199235980943	-2.941785044190007e-05	3.8430526747418325e-07	8.654099246220001e-10	0.0442249533710992	0.0056237806224856	0.0019558465006758	3.1626908489845613e-05	0.0377255622058925	0.138173887164541	0.0190920230941593	0.0014232180437506	0.0012364609072572	4.069816285989986e-05	1.528835575175298e-06	1.6563404601709324e-09	-0.0014216000256572	0.0004444124387482	1.9750241571412267e-07	2.020946632948552e-06	0.0006508787832254	-0.0001652380926317	4.236431904529773e-07	2.7303627256595308e-08	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1134.1479406861054	1.7940693067814664	3.2186846775353315	1286291.5513625336	1657.0994638956215	-0.1932419007082444	2745978.633243156	0.037342432189335	1081.690875940673	0.8886539304276084	1170055.151093301	0.7897058080644367	1200.9840803294092	1151.1069301771886	1.417691	29.155258	0.1952721830900634	0.0927363150143546	-0.0082676264	0.0005296858	-0.2015250695	-0.1288389577	0.0129085577	0.1192925196	0.1447677438	0.1236644491	-0.0245849494	-0.0701214144	0.0512250084	0.0358327399	0.1711614376	-0.0674445588	0.1071123837	0.1142114725	-0.0169260001	0.1032835088	0.0711834436	-0.0308620047	0.0141153282	0.1704556499	0.1313884963	-0.0504194178	-0.1811481395	0.179738289	-0.1499645037	-0.1018003182	-0.1022590151	-0.1800007396	-0.1242677571	-0.2701052938	-0.1023506894	-0.0712355778	-0.167660335	0.2319818577	0.0282182102	-0.1817769541	0.1035437631	0.0339282742	-0.0984494438	0.020658536	0.0493415236	-0.056003363	0.0138099183	0.0054136749	0.1303019373	0.2064255689	-0.1012716397	-0.086380442	0.214939027	0.1417897966	-0.2468101253	0.0766100705	-0.2176853318	-0.0462864384	-0.3808381716	0.1134426943	0.2044154376	0.0251076385	0.1989562765	-0.0524515975	-0.0461855358	-0.2543640347	0.2105772124	-0.1095024721	-0.0659390863	-0.1270705018	-0.123254587	-0.0754077759	0.0976499569	0.1553439119	-0.1598910182	-0.2784938756	-0.3194607519	0.0636238266	-0.3004413455	-0.0622349785	-0.3490354698	0.0215851549	-0.0048718338	0.0918335204	-0.2235078792	-0.1300297863	-0.1225415809	-0.0316450022	0.0992524889	-0.0954640205	0.0122141345	0.1527386503	0.1507811905	0.0008921537170607	0.0002722301189664	7.959382548652235e-07	7.410923767246032e-08	-0.0131963828969077	-0.0574213362680069	0.0001741445215617	0.0032972098588035	0.0907676340408727	0.0530420718349801	0.0028134613845471	0.0082387633893777	0.0017657840096296	0.0005293231023724	3.117993168663587e-06	2.801829467051423e-07	-0.0018357655244645	-0.0004141654988073	1.715330604022997e-07	3.370035060812421e-06	0.0013981210794079	0.0007472422961824	1.9547425526847112e-06	5.58371049204095e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1137.672714517136	3.524773831030643	12.424030559918435	1294299.2053567888	1657.5433760187234	0.4439121231018816	2747450.043383547	0.1970579730368201	1081.776000858506	0.0851249178328998	1170239.3160334222	0.0072462516360579	1204.321396530598	1151.8857246077948	1.4885	30.611464	0.2660021540083617	0.1285673180078537	-0.1107408882	0.1185428167	0.0660023902	0.0668147499	-0.1360817314	0.0287801848	0.0321422931	-0.0522430375	0.0875341893	-0.1284292748	0.1998039025	0.0569422128	0.0287813211	-0.1984603239	0.0951482128	-0.0320821758	-0.1153637034	0.0444914146	-0.0220473346	-0.083409972	-0.0375510604	0.2164015847	-0.025454947	0.0008396799	-0.1156590602	0.1243846082	-0.0581092631	-0.1112697035	0.1089177377	0.2100578789	0.0850753379	-0.031920745	0.2480867597	-0.1366368391	0.2742656697	-0.1542484347	-0.1087712686	-0.1138997374	-0.0156904169	-0.1465907806	-0.026740997	0.1568426797	-0.1102614482	-0.0247943065	-0.0612793645	0.0805528173	0.0301531992	-0.1062510993	-0.3725768004	0.1271857822	0.1322214103	-0.0415063777	0.0440493995	0.032070401	-0.0953227289	-0.1405507263	0.1641900192	0.08569679	-0.002866884	-0.072051946	-0.2385489349	-0.0154442232	-0.15976866	0.0717796081	-0.2466281075	-0.1109583732	-0.036900282	-0.1426940783	-0.136945311	0.099774315	0.0277479834	0.0984501355	0.0753178622	0.0119307556	0.0747393476	0.0147895317	-0.0140825698	-0.1941583163	0.2242074433	-0.0681786828	0.0962094301	0.0307293551	-0.1613824694	-0.1582050071	0.0214342784	-0.0100982506	-0.0244801382	0.0198223072	0.1237835367	0.1521113526	0.148287834	0.0092370228106233	0.0083448690935626	8.532259040397517e-05	6.96368401886963e-05	0.051346649548293	0.0645430324452007	0.0026364784198352	0.0041658030372222	-0.0076981976376657	-0.0984658316785384	0.0096955200081462	5.926224686856177e-05	0.0010132223082508	-0.0007525617013788	1.026619445937079e-06	5.663491143821541e-07	-0.0022231787141264	-0.0003874131896619	1.500889795240073e-07	4.942523594944714e-06	0.0006451275546274	-0.0007529935247805	4.16189561739529e-07	5.669992483613614e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1134.7690149846587	-2.903699532477276	8.431470974908752	1287700.7173692526	1659.7561476374246	2.212771618701254	2754790.469620225	4.896358236529767	1081.181011266358	-0.5949895921480675	1168952.3791229443	0.3540126147645236	1204.9523952832114	1179.4625937267415	1.538981	31.649622	0.1186862789069373	0.067966198734432	0.1215312191	-0.0446577685	0.1634722152	0.045668689	0.1403440177	0.0915161783	-0.0444344427	-0.1889475682	-0.1059093252	0.1496100027	-0.1415754352	0.1476979722	0.035372362	-0.0673703692	-0.1149437778	0.1844597212	-0.0382828426	0.0516150916	0.0564453213	-0.0806968574	0.0942568875	0.2794007926	-0.0005940526	0.0643442246	0.0399485744	-0.0125449024	0.1869460833	0.1078977073	0.1518702752	-0.0863914708	-0.0859083931	0.0594439631	-0.1760691561	-0.0322543305	0.0398142971	0.0506326179	-0.0263555315	0.1077343424	-0.1669683646	-0.0146207936	-0.0028065738	-0.2602086593	-0.0603257229	0.2507960108	-0.0867597165	0.1341416055	0.022839786	-0.0514436232	-0.0672151155	-0.0724466616	0.2290699223	-0.0424939526	0.1646509443	-0.143161891	0.0986121199	-0.0744234664	-0.0193110854	-0.050260949	-0.0275633109	0.001447439	0.1880018808	0.2135798688	0.0283858236	0.0841209177	0.0625880065	-0.0843734808	0.0137859623	0.0403227159	-0.0470813293	0.0379701908	0.2799146874	0.1691269771	0.1115634454	0.1457958585	0.1519353789	-0.0987542941	-0.0691189757	-0.0517715472	-0.044030777	0.0503121325	-0.0671058104	-0.0171051644	-0.1054259318	-0.0675805021	0.0931308492	0.0254368532	-0.1827973114	0.1517598659	-0.0848723339	0.151276289	0.1449845808	0.0136987484252841	0.0044617256146607	0.0001876557084192	1.9906995460520288e-05	0.0461642869905318	-0.0051823625577612	0.0021311413933441	2.6856881680085215e-05	0.0300923490447502	0.0377905466824159	0.0014281254185558	0.000905549471031	9.29754187621098e-05	-0.0009202468894886	8.644428493989678e-09	8.468543376136096e-07	-0.0026319686469493	-0.0004087899328228	1.671092091773509e-07	6.927258958524128e-06	0.0007411236133578	9.59960587304e-05	5.492642102765218e-07	9.215243291770405e-09	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1134.67943051129	-0.0895844733686317	0.008025377868735	1287497.4100254255	1643.4893336774833	-16.266813959941373	2701057.189911658	264.6092364073436	1080.7125974909711	-0.4684137753868072	1167939.7183756817	0.2194114649721222	1199.1009072912746	1171.6703913574463	1.580434	32.502113	0.1785205916886609	0.1285686370165373	-0.1158286504	0.0719114116	-0.0509568478	-0.1032994175	0.2779847691	-0.09459029	-0.1037014919	0.1232473045	0.0608272619	0.0908534628	-0.0999674825	-0.1290360129	0.1201673952	-0.0531742364	0.1786335697	0.0505194626	0.3583267964	0.0805524764	-0.0481529316	-0.1438630694	0.0883941851	-0.1739127867	0.0057224079	-0.0098662477	0.2805016912	-0.0703430575	-0.0412662777	0.0899360255	0.1141090228	0.0673435558	0.0822148698	0.1524293578	0.025279697	0.2356040578	-0.032279538	-0.1902052362	-0.0764356151	-0.0469010063	0.0090515083	0.0421064043	-0.0914619999	0.0927983279	-0.0827975252	-0.0398947013	-0.1248336528	0.0055074406	0.0885958019	0.1355029714	0.3299410694	-0.0120167587	-0.1105720208	0.0055405299	-0.0121085113	0.1421808508	0.0635273774	-0.0563319635	-0.0324777792	0.0151627026	-0.0995664448	-0.1545670516	-0.1327815065	-0.0619772622	0.2568009343	-0.0973302951	-0.3535061306	-0.0870602774	-0.0219481576	-0.0283439923	0.0714057514	0.1663687098	0.0544587129	-0.0709532466	-0.337440565	0.0152857141	-0.0160743163	-0.0811347206	0.1011329463	0.0877373528	-0.1571043981	-0.0941498942	0.0891525143	0.1449535883	0.1215239166	0.0971612742	-0.0139395357	0.1636601732	0.1086996352	0.0476300231	0.3679965087	0.1502346003	0.1408894722	0.0140347925481307	0.0003360441228465	0.000196975401869	1.1292565249974069e-07	-0.0038355364724935	-0.0499998234630253	1.4711340031827882e-05	0.0024999823463336	-0.0866993862957343	-0.1167917353404845	0.0136403094438417	0.0075167835840569	0.0002300952323371	0.0001371198135749	5.294381594426404e-08	1.8801843274840067e-08	-0.0026319090434785	5.9603470799977215e-08	3.5525737314037363e-15	6.926945213143912e-06	0.0008318039715581	9.068035820030003e-05	6.918978470998285e-07	8.222927363334722e-09	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1137.2688197305856	2.5893892192955263	6.704936529003896	1293380.3683313993	1658.9339296884805	15.444596010997202	2752061.783071664	238.5355459429107	1080.8131020876149	0.1005045966437592	1168156.961644253	0.0101011739465247	1200.7828510698066	1158.082465076138	1.671295	34.370686	0.0819649837694904	0.0395063389183841	0.1342808441	-0.0919691423	0.0881849181	0.040335779	-0.0615971656	0.004628093	0.1107354531	-0.0482859043	-0.124041053	-0.1008802568	0.0343566278	0.0829666646	0.2069875595	-0.1236488649	0.2766757586	-0.049467303	0.1037241053	0.0759945865	0.0335229235	-0.0164932252	0.0076333395	0.0800973265	0.0207552952	0.0866005852	0.1189914876	-0.1543000549	-0.1333705678	-0.1128052369	-0.1357833353	-0.0147447021	0.0241095984	0.0309514064	-0.0478712638	-0.0247060061	0.0305310906	0.1561949929	0.1097333661	0.0902837092	-0.3330305958	-0.009583993	0.1501520536	0.0197869505	0.0839578957	0.1019291515	0.1343598198	0.1161335654	0.1560126985	0.0040311625	-0.1134638625	-0.0232646303	0.0356169285	-0.1691530998	0.117420946	0.0589233526	-0.2790045634	0.1659050155	0.1206095274	-0.0861993778	0.0399231632	0.0649422903	0.079685443	-0.1289689698	0.1470578189	-0.0050957542	-0.0137559235	-0.0954646097	0.0129980252	0.0781038952	-0.006683899	-0.0173654733	0.1553515169	0.0722225336	-0.0228894826	0.2146489312	-0.0088603313	-0.166730631	0.0567206965	0.0088672299	0.0763504637	-0.1181315386	0.1121574054	0.0431471653	0.0083681749	0.0044764982	0.0867788988	0.0903944313	-0.0268065494	0.0794584834	-0.0186917564	0.1489877092	0.136024874	0.0205304879301877	0.006495695382057	0.0004215009346515	4.2194058496476654e-05	0.0242255878449242	0.0280611243174177	0.0005868791064321	0.0007874266979575	-0.0785944577988573	0.0081049284968769	6.568986593948879e-05	0.0061770887966963	3.071429598732465e-05	-0.0001993809363497	9.43367977996987e-10	3.9752757779713175e-08	-0.0022389939083338	0.0003929151351446	1.5438230342577776e-07	5.013093721555864e-06	0.0006380353315898	-0.0001937686399683	4.070890843569061e-07	3.754628583516467e-08	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1136.730855431805	-0.5379642987807074	0.2894055867626182	1292157.0376907228	1652.4693312434308	-6.46459844504966	2730654.890700112	41.79103305573848	1081.7797184543867	0.9666163667718592	1170247.3592592522	0.9343472005112295	1200.5233026264866	1157.4943121845283	1.528045	31.424719	0.196782344727891	0.1322810036064395	-0.1693906436	0.0767738857	0.1239834159	-0.0490108352	-0.0393520452	-0.0880178391	-0.0476185545	0.2000367181	0.0011949038	0.020518129	0.254226509	0.0412928971	-0.0432669105	-0.0462185226	-0.2207062335	0.0447003299	0.0397050568	0.0870599973	-0.1174318004	-0.003779986	-0.135579728	0.0519296432	0.0311347843	0.0809042544	0.0824699521	0.1159268329	0.0735981843	-0.1345150455	0.2067891644	-0.1747127572	0.0272031272	-0.0357458142	0.0340361464	0.0546369523	-0.0052773858	-0.1351745435	0.0067435433	-0.0045410492	0.1878570542	-0.0391035344	0.1516983051	-0.0719770546	-0.0895622205	-0.232729391	-0.0077867469	0.2075439256	0.0034672222	-0.1199033623	-0.0903361985	-0.0631126948	-0.0054779977	-0.0553072977	-0.0609868914	-0.0512187804	0.0220508849	-0.0593097039	-0.0111799495	0.039691757	-0.267104463	-0.1389453941	0.0371271386	0.142865729	0.1883216031	-0.0598362475	-0.0202451786	-0.0712255068	0.0092639547	-0.195506701	-0.0640242136	0.1469416833	0.0724971478	-0.0434503448	0.1733110096	0.0414674508	0.0719031148	-0.0820881581	-0.1316737103	-0.1436286857	0.0440514296	-0.10312548	-0.0594178718	0.1216166156	-0.0834238725	0.081426938	-0.1659066619	0.0448378756	0.0115366371	0.1359600474	0.1535260222	0.1475373187	0.1304173552	0.0006739996958486	-0.0198564882343391	4.542755900040053e-07	0.0003942801250004	0.0311694266994919	0.0069438388545676	0.0009715331607749	4.821689803820405e-05	0.0528066484315132	0.1314011062303705	0.0172662507185651	0.0027885421185694	0.0004991997344792	0.0004684854384918	2.4920037490410377e-07	2.194786060789247e-07	-0.0019978248054792	0.0002411691028546	5.816253617169269e-08	3.9913039533880026e-06	0.0006999990184156	6.196368682579996e-05	4.899986257828035e-07	3.839498485045815e-09	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1136.962171064955	0.2313156331501886	0.0535069221396726	1292682.978432736	1658.5744058999671	6.105074656536317	2750869.059906429	37.27193656188203	1082.568700676038	0.7889822216511675	1171954.991683405	0.622492946081612	1203.92849728819	1163.5641246690718	1.462315	30.07295	0.1499619161735483	0.0802792069095432	0.1328773201	0.00289069	0.1357869796	-0.0577560868	0.1173996423	0.1276187724	0.1101262468	-0.1205378195	-0.0260075264	0.0837031796	-0.1378932858	0.1623960392	-0.061924869	0.0116003173	0.0370852272	-0.0324614339	-0.1150659908	0.0639450163	0.067533939	-0.0508437412	-0.006592715	-0.0240151074	0.0745969499	-4.08588e-05	0.1936399704	0.0803472442	0.257684719	0.0315339087	0.0655023103	0.1445690601	0.0335738403	0.1782096038	-0.165070253	-0.0708535018	0.1272273131	-0.0318075461	0.0245452711	-0.02172839	0.0960196266	0.215974051	0.1396764919	0.0003815932	0.0957813208	0.1412385529	-0.0696449401	0.0201129529	0.084346627	0.0291684853	0.0491082695	-0.0508632325	0.0432947198	-0.1009282555	-0.0058739915	-0.0688294841	0.1784991384	-0.000230771	0.1132441292	0.181744368	-0.0359069822	-0.130302845	0.2493745783	-0.0473693585	-0.0597421866	0.1047484982	-0.090695669	-0.0589037081	-0.0251808836	0.1128102774	0.0037747701	0.0108127464	0.132915676	-0.132162407	0.0525758184	0.0287389718	0.1711849866	-0.0559644399	-0.0298304363	-0.053218379	-0.1145838636	0.034573076	-0.0826159497	-0.0124518981	0.0456270971	-0.0880137682	0.1109793079	-0.0288053275	-0.1423306945	0.0379523194	0.0388286238	0.1458854101	0.124097542	0.0114532726973237	0.010779273001475	0.0001311774554792	0.0001161927264403	0.0690840364900964	0.0379146097906045	0.0047726040977649	0.0014375176355738	-0.0158921266057205	-0.0686987750372337	0.0047195216916164	0.0002525596880522	0.0001450556477837	-0.0003541440866955	2.1041140953948832e-08	1.2541803414138982e-07	-0.0017749532139228	0.0002228715915563	4.9671746322882754e-08	3.1504589116148768e-06	0.0006256295297828	-7.436948863279993e-05	3.914123085362475e-07	5.530820839504158e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1134.7257511656348	-2.236419899320253	5.001573966075613	1287602.5303584142	1646.132888303703	-12.44151759626402	2709753.485955092	154.7913600981473	1082.022877794631	-0.5458228814068207	1170773.508070975	0.2979226178672442	1202.3809215525955	1163.262267322602	1.330904	27.370457	0.1925867152254827	0.1173837576568446	0.0324901304	-0.1277613913	0.0091821083	0.1865242675	-0.0261821687	0.0189059654	-0.1878188825	-0.0764825498	-0.0131536818	-0.1206910899	-0.112704436	0.1070939636	-0.0333942803	0.0871436085	0.0077199011	-0.0003365796	0.2718692414	-0.0489176655	0.0286763129	-0.2290522337	0.2004361129	0.0547811264	-0.0944326787	-0.1113040113	0.120248453	0.0584649292	-0.0445539459	0.035932391	-0.0309171861	-0.1081554774	-0.0687074986	0.0696421567	0.2573994379	0.0901213733	0.0294251538	-0.0317986391	0.1088108348	0.0888962206	-0.0042486936	0.0341628223	0.2241747651	-0.0670909137	-0.1684040015	0.180380333	0.046465736	-0.0933470656	0.0925515515	0.0955616961	0.1140303785	0.0677647774	-0.056637467	-0.0545133135	0.2160841816	0.1025950954	-0.0646563579	-0.0925213042	-0.0433653435	0.0250848194	-0.0278379893	0.2449707686	-0.1360827516	-0.0299043645	0.1825506121	-0.1760935743	0.0920457206	-0.0516630313	-0.0399783927	-0.0207928751	0.1544976304	-0.0508105712	0.0742934218	-0.0981670956	-0.1423639427	0.0451486062	-0.2191998063	-0.2315273837	0.0009218647	0.2222969105	0.0535515013	-0.0817893315	-0.0941933341	-0.2200062015	-0.0920881844	0.099618122	0.1115632118	0.1023155646	0.1376639811	-0.0203579274	-0.0336788846	0.1440342395	0.1170999511	0.0158773735666954	0.0044241008693717	0.0002520909913763	1.957266850237543e-05	-0.0320998430384378	-0.1011838795285341	0.0010303999230923	0.0102381774764449	-0.0103434144137537	0.0055487121919668	3.078820698928102e-05	0.0001069862217346	0.000951931964698	0.0008068763169143	9.061744654137944e-07	6.510493907971859e-07	-0.0011061270900756	0.0006688261238472	4.473283839404702e-07	1.2235171393991143e-06	0.0007785275417335	0.0001528980119506	6.061051332376065e-07	2.3377802058476378e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
