global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2
1158.6326686991608	n/a	n/a	1342429.6609769394	1459.4409893197071	n/a	2129968.0013064854	n/a	1112.229029907774	n/a	1237053.4149695882	n/a	1169.601131754908	1069.1112242113325	n/a	n/a	n/a	n/a	-0.0049427772	0.0487467532	0.1057509962	0.0130691855	0.0778222581	-0.0772082027	0.0279940103	-0.083763428	0.0031122852	-0.0716347593	0.1525414878	-0.0270239605	0.1400333711	-0.0181221522	0.3776924269	-0.0285556478	0.1421758864	-0.2454580328	0.0869120707	-0.026796683	0.0232678948	-0.0412785867	0.092168541	-0.0025570097	-0.0731014024	0.1578503012	-0.0640327076	0.0461775539	-0.0176461005	-0.0003912176	0.1834579456	-0.0297507808	0.0358882348	-0.0343652065	0.0607285007	0.1263396552	-0.0737154851	0.1667290082	-0.1770113315	0.0317147796	-0.088325938	0.0207791973	-0.0691233	0.2258361298	-0.0474120679	-0.0031306043	0.0239816519	0.0966715376	-0.1269894776	0.0270962728	-0.1421683579	0.0142213325	-0.1394118149	0.1019109022	-0.2981324282	0.0354440814	-0.0449491048	0.0709110685	-0.0031252642	0.0494785749	-0.0070423001	0.0910278301	-0.0685930775	0.0036190443	-0.0263932885	0.1356595505	0.188662805	-0.15708172	0.024602948	0.153366806	0.1532882396	6.536445482652198e-07	n/a	4.2725119547684323e-13	n/a	-0.0203217185146655	n/a	0.0004129722433892	n/a	0.0917401987224764	n/a	0.0084162640616394	n/a	-0.0002999997557477	n/a	8.999985344867967e-08	n/a	-1.3975931523191319e-11	n/a	n/a	1.953266619409329e-22	6.444335082927969e-13	n/a	4.152945466105622e-25	n/a
1159.9691536804012	1.3364849812403463	1.7861921050810088	1345528.4374900262	1447.949759684818	-11.491229634889123	2096558.5065713224	132.048358521754	1111.9759630964477	-0.2530668113263346	1236490.5425042724	0.0640428109948786	1166.8916493251406	1069.4950166674396	0.963924	18.277702	0.0235017353163423	0.0124220569038963	-0.0457855938	0.0414671948	0.146895894	-0.0060158728	0.0583193644	-0.1016181841	0.0175741437	0.0815461257	0.0268716084	-0.0772410714	0.0215811401	0.1216251521	0.0181626542	-0.0966930233	0.2788491423	0.0468273011	-0.0009162662	0.0288864337	0.1498153451	-0.0046223016	-0.0385367035	0.0247960792	0.0459917634	-0.1234367124	-0.1241112274	0.2007414062	0.053551548	-0.0772468269	0.0689760843	0.0256291626	0.1571539638	-0.0910302496	-0.0424384932	0.0686577429	0.0420350307	0.0033048193	-0.1305987362	0.2668662949	-0.0503183417	-0.0320169732	-0.0501456379	-0.1077081637	-0.229720276	0.1186042634	-0.0624131625	0.0648600593	0.0362832966	0.0442343981	-0.1672509969	0.0041169684	-0.0965356595	0.0427784796	-0.2391639718	0.1357275659	-0.1637869672	0.0754093509	-0.0658714151	0.039256641	-0.1665419794	0.0978151816	0.0306739088	-0.0062159524	0.0089360966	-0.0618184537	0.0093773166	0.1396092205	0.1105785391	-0.1612816153	0.0833590303	0.1531573254	0.1524510324	3.186737339433421e-05	3.121372884606899e-05	1.0155294870539196e-09	9.74296868475919e-10	-0.0190443191938101	0.0012773993208553	0.0003626860935557	1.631749024921837e-06	0.099833182192043	0.0080929834695666	0.0099666642665896	6.549638143867834e-05	-8.800003803766431e-05	0.00021199971771	7.744006694630366e-09	4.4943880309134835e-08	-6.99999922149086e-05	-6.999997823897708e-05	4.899996953457265e-09	4.8999989100872654e-09	-3.0793480388475406e-09	-3.079992472355833e-09	9.482384344354194e-18	9.4863536297686e-18
1159.9237009742635	-0.0454527061376666	0.002065948495237	1345422.9920818326	1460.5424374862455	12.5926778014275	2133184.2116982634	158.5755342105649	1109.119855803759	-2.856107292688648	1230146.8545381513	8.15734886734928	1167.8259574363972	1073.7830789044406	1.00361	19.030224	0.0296594261010621	0.0206938820342502	-0.0396034884	-0.001649006	0.159322646	0.0198636221	0.0415117138	-0.0570786179	-0.0026526374	0.2199694571	0.0779223249	0.004155416	-0.0540504038	-0.1697230913	-0.1628390174	-0.2199693855	0.0359131088	0.0763624627	-0.1489516325	-0.1238266433	-0.1436460982	0.0156760373	0.2534848786	-0.1546701321	-0.1212215696	-0.1362535063	-0.1348172849	0.1590431572	0.0833250264	0.010143279	0.0200684051	0.0460745981	0.0348678721	-0.068342312	-0.217609131	0.0652644878	0.0527755932	0.0804670877	-0.0860611672	-0.0971165853	-0.1817249567	0.0321693005	0.0104416308	-0.0961019517	0.0152114406	0.0015169961	-0.0151258375	-0.0633572745	0.0597657741	-0.0808703821	-0.1104543299	-0.0796797075	-0.1067500415	0.0527621502	-0.2486470684	0.0608486588	-0.0241691933	0.2092332394	0.0551258355	-0.1240519533	-0.0965082566	0.1059327096	-0.0069232155	-0.0796984949	0.0091497512	0.0066184142	0.0124238405	0.1014300728	-0.1102819834	0.0069523186	-0.0282051196	0.1527386503	0.1507811905	-3.3978805831225145e-05	-6.584617922555935e-05	1.1545592457161e-09	4.3357193186044845e-09	-0.0173846969699837	0.0016596222238264	0.0003022276887381	2.7543459258184897e-06	0.1013656929968078	0.0015325108047647	0.010275003716723	2.3485893667208467e-06	-0.0004209999388704	-0.0003329999008327	1.7724094852888058e-07	1.1088893395461185e-07	0.0001249996791434	0.0001949996713583	3.802487182984836e-08	1.562491978595295e-08	2.6286325825383965e-08	2.9365673864231506e-08	6.909709253982479e-16	8.623428015004093e-16
1158.79092357664	-1.132777397623613	1.2831846325669252	1342796.404563602	1456.160957443882	-4.381480042363592	2120404.7339838827	19.19736736163046	1111.8253759546665	2.7055201509074323	1236155.6666167355	7.319839286966175	1167.0828644193452	1065.2694774938277	1.033649	19.599817	0.0530954401426578	0.0294496920264	-0.0244247236	-0.1250673001	0.0707936364	0.0343230922	-0.0860994532	0.0406322169	0.046763168	0.1517718437	0.0582173216	-0.0451691376	-0.1349767501	-0.1336226636	-0.056975615	-0.0314157872	-0.0172536733	0.0147561286	0.1352589231	0.0462303585	0.0019547008	0.0668892982	-0.038406025	0.1283881933	-0.0919751996	0.1108501266	-0.0227925927	-0.0515604161	0.0314762989	0.096281252	0.0248295763	0.1091608078	-0.1276259702	0.0232790509	-0.1310326318	-0.094666716	0.080500191	0.1249635935	-0.131655602	-0.0151195188	-0.0291529794	-0.0208948893	0.0314298158	-0.008368268	0.0196440662	-0.0551157821	-0.0150376343	-0.1494413792	0.0662036737	-0.0385022592	-0.0456599739	-0.1861827694	-0.1371062944	-0.0921933491	-0.1927598578	-0.0387603846	0.1190215341	0.0806324078	0.1658105788	0.0040271843	-0.0398933799	-0.0970502949	0.0846595836	0.0960836423	0.0624347349	-0.1698839474	-0.01021632	0.0037477672	-0.0094256581	0.0319148649	-0.1981964546	0.1521113526	0.148287834	-0.0087186687263596	-0.0086846899205283	7.601518436000092e-05	7.542383901572715e-05	-0.0098267544330354	0.0075579425369483	9.656510268718088e-05	5.7122495391812505e-05	0.0972150616846079	-0.0041506313121998	0.0094507682183421	1.7227740289814204e-05	-0.0009109997327933	-0.0004899997939228	8.29920513149464e-07	2.400997980444844e-07	-3.899999960554901e-05	-0.0001639996787489	2.6895894629758482e-08	1.5209999692328227e-09	-1.7768461951295833e-08	-4.40547877766798e-08	3.157182401146477e-16	1.940824326048296e-15
1158.6398792710434	-0.1510443055965424	0.0228143822531417	1342446.369837218	1446.3847510109483	-9.776206432933575	2092028.847957003	95.57421221933186	1110.935934434557	-0.889441520109358	1234178.6504179826	0.7911062176944454	1162.943174914656	1051.5783181080988	0.9387700000000002	17.800747	0.1030954221194179	0.0599285041355111	-0.0365524062	-0.1572015475	-0.0132534858	-0.0158837845	-0.1569728349	0.0721274523	0.0681667973	0.0903859637	0.0763594925	-0.1359178392	-0.139950952	-0.0043491949	0.0861789131	-0.1289742821	0.0814155969	-0.2531751995	0.0717220363	-0.0869468966	-0.0563959827	0.0407348118	-0.20828918	0.0002050128	0.0032113138	-0.0339452312	0.0067109807	-0.2491293266	0.0376641899	0.0039363258	0.0561892727	0.1675995709	-0.1178184077	-0.0389927057	0.0097066253	-0.1673681371	0.1716002351	-0.0448770939	-0.144366527	0.1253487195	-0.0145836498	0.0912128242	-0.0233924868	0.0567529942	0.0237206616	-0.0402697477	0.0269670626	-0.1237040697	0.0724997505	0.1189785116	-0.027133637	-0.1941656387	-0.1080463842	-0.0876579492	-0.1689519409	0.0207328014	-0.0045469181	-0.0320491507	0.0107232039	0.0724071267	0.0482622554	-0.1695722791	0.0029162295	0.162488885	0.0234136249	-0.1335091909	0.0823812917	-0.1225411604	-0.0425320524	0.0307297993	-0.0026406001	0.151276289	0.1449845808	-0.0107949415176165	-0.0020762727912569	0.0001165307623687	4.310908703713722e-06	0.021882275287453	0.0317090297204884	0.0004788339717558	0.0010054625658148	0.0588558694083474	-0.0383591922762605	0.0034640133638124	0.0014714276320871	-0.0004139970347364	0.0004970026980569	1.71393544770532e-07	2.470116818758381e-07	-8.501573100305748e-05	-4.601573139750848e-05	2.117447536047647e-09	7.227674517984229e-09	7.598234871188385e-05	7.600011717383515e-05	5.773317315774318e-09	5.7760178104366716e-09
1160.1429671767703	1.503087905726943	2.259273252342608	1345931.7042897206	1450.4966142681285	4.111863257180175	2103940.428003304	16.90741944574836	1112.4915596316214	1.5556251970642734	1237637.4702515977	2.419969753741259	1164.200397991312	1056.2491096385088	0.898165	17.030798	0.0413911825307866	0.0204552178391392	-0.060973331	-0.1411550027	-0.079520388	-0.0371353358	-0.1607486908	0.0567508495	0.1422359665	-0.0113925295	0.0768020704	-0.0605772402	-0.0340410196	0.061434289	-0.0256968659	0.0693310639	-0.1022172862	-0.1810940831	-0.1265058366	-0.1408136884	-0.0449656319	0.1894682456	0.0542806316	0.2094500476	0.0185094987	0.0225279498	0.020929739	0.0318185336	-0.1488109038	-0.0381193081	0.0486531437	0.1403193099	-0.0721675746	-0.0615542153	0.0511788176	-0.1275109226	-0.0841893498	-0.091845433	-0.1221925396	0.0427745127	-0.0668331982	0.2085282606	-0.0237559268	0.056240238	0.0530929902	-0.1347433173	-0.0092549627	-0.0529652262	0.066182922	0.1045055903	-0.0904075806	-0.2005995495	0.0325433625	-0.0928758558	-0.1617991932	0.0566360502	-0.0510452506	-0.0387631963	-0.0962889713	-0.0462667658	0.0327698879	-0.1719189949	0.0689521327	0.0007262664	-0.10777876	0.0215787704	0.0300557135	0.0653092361	-0.0250000299	0.0055380316	0.0624413101	0.1502346003	0.1408894722	-0.0003890209991652	0.0104059205184513	1.5133733779149057e-07	0.0001082831818363	0.0099289159762179	-0.011953359311235	9.858337246279504e-05	0.0001428827988234	0.0722872179133844	0.0134313485050369	0.0052254418736571	0.0001804011226637	-0.0003780000953669	3.599693936949999e-05	1.428840720973855e-07	1.2957796439714582e-09	-8.50000086127789e-05	1.572239027858302e-08	2.4719355607208187e-16	7.225001464172487e-09	-1.6073449601958657e-08	-7.599842216148581e-05	2.583557821067049e-16	5.7757601710354184e-09
1162.401335783105	2.2583686063346704	5.100228762078001	1351176.8654303467	1463.545241020095	13.048626751966594	2141964.672512568	170.26666011213828	1115.392170037924	2.900610406302576	1244099.692981909	8.413540729150794	1168.4250534649552	1069.803308952825	1.043396	19.784637	0.1104947750325243	0.0905878103944022	-0.0808196586	-0.1242062696	-0.0559531564	-0.0370324389	-0.1107480133	0.0297567997	0.1145827941	0.0571088729	-0.0184313695	0.0082490335	-0.1249157591	-0.0252211017	-0.167370763	0.0043566598	-0.0513440184	-0.1337535784	-0.1255927905	0.041196955	-0.0782064481	0.0173201957	-0.0541437467	0.035822659	0.2116726876	-0.0115955819	-0.05622627	0.0004589147	0.0067970729	-0.089244634	0.0603929939	0.0528429775	-0.1393890162	-0.0761079347	-0.1026852828	0.0594388516	-0.1062674203	-0.1448218112	0.0084998028	-0.0318692782	-0.0401423932	0.0779100854	0.0481879111	0.0472557622	-0.0119120159	0.024656431	0.115950417	0.0487857677	0.0990277673	-0.1443129914	-0.0126128451	-0.1640555182	0.1050859104	0.0728959862	-0.0162925585	-0.1843308671	0.1099153661	-0.0508811418	-0.1635308105	-0.1739284317	0.148560957	-0.004479344	0.0773473961	0.0330004334	-0.1378404439	0.0971624259	-0.0729238867	0.0850420705	0.0456766379	0.0170976333	-0.0462093787	0.1489877092	0.136024874	-0.0001775839784983	0.0002114370206669	3.1536069419284675e-08	4.470561370849511e-08	-0.0801964587620602	-0.0901253747382781	0.0064314719979748	0.008122583171715	0.0637798779459615	-0.0085073399674228	0.0040678728308017	7.237483332131097e-05	-0.0004320012029668	-5.400110759989999e-05	1.8662503936476238e-07	2.916119622015976e-09	3.598750698974307e-05	0.0001209875156025	1.4637978931670496e-08	1.295100659336806e-09	5.800776947110562e-05	5.802384292070758e-05	3.364901319012933e-09	3.3667663472869473e-09
1163.7764963032826	1.3751605201775874	1.8910664562550927	1354375.7333479442	1457.6223638830052	-5.922877137089927	2124662.95569188	35.08047358106256	1114.4493747591437	-0.9427952787802952	1241997.4089010465	0.8888629376904144	1167.436309801299	1084.9454101530644	1.117821	21.195864	0.0769159516889835	0.0473458839566807	-0.1075365275	-0.0550069935	0.1077832741	-0.0348323154	-0.0317738915	-0.0535599058	0.0405011009	0.2200625992	-0.0578110462	-0.0306483781	-0.0542506579	-0.0814709035	-0.1521673352	-0.2014596012	-0.1209081737	0.0351752437	0.0778868076	0.1121944451	0.1825092908	-0.2301897034	0.1399040797	-0.1053150314	0.0027560283	-0.0016317962	-0.0429971635	-0.052282392	-0.0591105335	0.0151790283	0.0834996073	0.0343210394	-0.0414136225	-0.0354115518	-0.1252761355	0.0559526315	0.1783293286	-0.1260800151	0.23286562	-0.0357806684	0.0871164247	0.0044521257	-0.1212756801	-0.0321080378	-0.1063817322	-0.1650505362	0.0823702641	-0.0724047349	0.1145745298	-0.0748574685	0.0857563915	-0.0757504068	-0.1515920494	0.1193291118	0.0030464169	-0.0851275414	0.0704578198	-0.0615125766	0.0137100651	-0.0951550205	0.0601188015	0.100207051	-0.1389019512	-0.3050979377	-0.0970276048	-0.0434010731	-0.0787523849	-0.2616341859	0.129343085	0.0735452307	-0.1114068283	0.1475373187	0.1304173552	0.0001393741244157	0.000316958102914	1.942514655664302e-08	1.0046243900284184e-07	-0.0374515787840863	0.0427448799779739	0.0014026207534206	0.0018271247643313	0.0449250110035279	-0.0188548669424336	0.0020182566136671	0.0003555060074168	-0.0005409946491561	-0.0001089934461893	2.9267521041553174e-07	1.1879571312219838e-08	-8.503459388320422e-05	-0.0001210221008729	1.4646348899701827e-08	7.230882156881473e-09	0.0001279771557221	6.996938625099437e-05	1.637815238671863e-08	4.8957150123408405e-09
1163.4027055932213	-0.3737907100612574	0.139719494928099	1353505.8553816276	1454.9642447888011	-2.65811909420404	2116920.9536138466	7.065597118972103	1118.91133890879	4.461964149646292	1251962.584338661	19.909124072728755	1174.0083317329145	1081.9496100192778	1.22465	23.221533	0.1182235782373394	0.0726478918966049	-0.063447329	0.1434517171	0.0903691129	-0.0799209938	0.1106981294	-0.0579309457	-0.0211830902	-0.0190481106	-0.1682226843	0.0025758322	0.1741686811	-0.0553586298	0.1282698121	-0.0187385844	-0.0311658359	-0.0129157642	0.0659998437	0.0440671374	-0.0729981502	-0.1878602596	-0.0942511642	0.2936922189	0.1459456995	0.1312198379	-0.0233827653	0.0372117876	0.0388322808	0.0445600052	0.0232135998	-0.1653646244	0.1313952812	-0.0534946833	0.0582890951	-0.0941393157	0.1174208901	-0.0191918806	0.0379144081	-0.1708957774	0.1735658879	-0.018279862	-0.1601856537	0.0779077993	-0.0466662101	-0.1320778186	-0.1526781548	0.1067429321	-0.0001370807	0.1100300997	0.0759179645	0.105517537	-0.1365443211	0.1530958094	-0.0824502285	-0.0715891175	0.0385823646	-0.1593797994	-0.1262734433	0.0938375671	0.0818061027	0.150028715	-0.0167935276	0.0031731082	0.0324871153	-0.0261745601	0.213571672	-0.1902662028	0.0147232251	0.141576952	0.1702921551	0.1458854101	0.124097542	-0.0044971343890836	-0.0046365085134993	2.0224217713478327e-05	2.149721119575149e-05	-0.0088380614583769	0.0286135173257094	7.811133034204723e-05	0.0008187333737486	0.021400615558349	-0.0235243954451789	0.0004579863462762	0.0005533971810611	0.0005569995391682	0.0010979941883242	3.102484866335872e-07	1.205591237593938e-06	-8.199996381419439e-05	3.034630069009836e-06	9.208979655738642e-12	6.7239940655291895e-09	2.2835056372975e-08	-0.0001279543206657	5.214397995569462e-16	1.6372308177027697e-08
1159.9901004771234	-3.412605116097893	11.645873678417516	1345577.0332049269	1457.0313131842815	2.067068395480419	2122940.247599512	4.272771751593994	1118.3931583695348	-0.5181805392551269	1250803.2566877834	0.268511071262734	1175.0830961030106	1066.933722812597	1.123748	21.308254	0.1132720897636491	0.0705423353078858	0.0097697916	0.2085127124	-0.0616755764	-0.0479803664	0.1497299922	0.0363828454	-0.0123197681	-0.1112448203	-0.1154294626	0.1471091376	0.0811030255	0.1360240225	0.0329898866	-0.020580987	0.0197184049	0.0119582359	0.0668588222	0.0077674166	0.0645389849	0.0415807912	-0.0601920673	0.008879184	0.075640929	0.0416179796	0.0296066497	-0.2299605965	0.0077609713	-0.0552213524	-0.0701425476	-0.2272230513	0.0942489627	-0.0127059317	0.09089455	0.0381269465	-0.0479738468	0.0884089707	-0.0038547168	0.0417040026	0.0269793093	0.001287418	0.122728604	-0.1015492374	0.0120171403	-0.1654996218	0.106809707	0.1701677334	-0.0702044529	-0.0251825705	0.0401842036	0.0687760551	0.127257742	0.1235835631	-0.121016797	-0.098498371	0.0927641595	-0.2236359486	-0.0432442931	0.0323423656	0.1225655942	0.1401873647	0.0459311316	0.1606154834	0.0563013911	0.0279270654	0.2016760539	0.0683336513	-0.1603963353	-0.0803639069	0.09384322	0.1440342395	0.1170999511	0.0003653030264985	0.0048624374155821	1.334463011689638e-07	2.3643297620452735e-05	-0.0643998880183431	-0.0555618265599661	0.0041473455767751	0.0030871165706797	0.0625470698315524	0.0411464542732033	0.003912135944513	0.0016930306992568	0.0004290000384042	-0.000127999500764	1.8404103295080505e-07	1.6383872195833235e-08	2.399998437607742e-05	0.0001059999481902	1.1235989016340308e-08	5.759992500519602e-10	-5.146287303286123e-09	-2.7981343676261124e-08	2.648427300796396e-17	7.829555939290384e-16
