global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	c_comp_cor_07	c_comp_cor_08	c_comp_cor_09	c_comp_cor_10	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08
1050.14960231125	n/a	1102814.1872344764	n/a	1684.1714081854875	n/a	2836433.332149488	n/a	977.3857148313624	n/a	n/a	955282.8355564132	1184.4765431775827	1078.4449635386868	n/a	n/a	n/a	n/a	-0.1606773928	0.013133706	-0.1325923288	0.062930449	-0.0788591171	-0.1142938068	0.0395622327	-0.0890844074	0.0622922025	-0.0202440529	0.170531097	-0.0085949031	0.0572236686	-0.1314533703	0.0125623656	-0.0123174708	-0.0059568058	0.1529131595	-0.0402007323	-0.0486200468	0.0746139374	-0.0114552708	0.265495716	-0.0864674275	0.0836373667	-0.0544740328	0.0811496412	-0.1513235916	0.0634837053	-0.1460337704	0.124741145	-0.0670425322	-0.1087364702	0.0794442152	0.0484747527	0.0068620937	-0.0948550322	-0.0061958947	0.1105592902	-0.0961507487	-0.0604819259	-0.1054971983	-0.0501566724	0.0871671608	-0.0107500113	0.1094338324	-0.0544556	0.0850777841	0.1499240117	-0.1297214455	0.1595945284	-0.1354862978	0.0634256693	-0.0079304367	0.0484666356	-0.106578278	0.1363985666	-0.1465470165	0.0718246056	-0.0531092241	-0.0538265265	0.0904969539	0.0157197364	-0.2277163749	-0.1477639532	0.0788709328	-0.0397864837	0.1012991815	-0.0549582174	0.031849697	-0.0743858609	0.1661601561	-0.0904861397	0.0929644659	0.0341301281	-0.0327512612	0.0091471269	-0.0645959773	0.0484481633	-0.0143146473	0.1589005984	-0.1042085176	0.0750895413	-0.0526112813	0.0537184356	-0.0949055696	0.1660177308	-0.04495584	0.153366806	0.1532882396	-0.0207750018269621	n/a	0.0004316007009102	n/a	0.0612560573893432	n/a	0.0037523045668865	n/a	-0.0267299048640765	n/a	n/a	0.0007144878140425	0.0015039681996061	n/a	2.2619203454264136e-06	n/a	-0.000363127992089	n/a	n/a	1.318619386385889e-07	-0.0001707265877254	n/a	n/a	2.9147567756358704e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1048.5753221802925	-1.5742801309575043	1099510.2062855042	2.4783579307275767	1686.7352699888977	2.563861803410191	2845075.87102452	6.573387346985757	977.12060146856	-0.2651133628023672	0.0702850951363795	954764.6698142806	1185.8854176354787	1066.014770822493	1.034868	20.911678	0.0494804473689132	0.0256894396650126	-0.1728048954	-0.0043397561	-0.0121732827	0.1891201931	-0.1240159912	-0.0897114906	0.0611706135	-0.1205489072	0.1371310781	-0.267907337	0.125281102	0.151328367	0.0484409759	-0.0512875924	0.1451821223	0.0217451266	-0.0316512188	0.2236933077	-0.0592780287	0.0580280342	-0.1029564486	0.0649050256	0.0844885749	-0.1655215842	0.0527340787	-0.0202108925	0.0001346975	-0.0526756645	0.2076686858	-0.0720228231	-0.0476785391	0.0386179557	0.0318389698	-0.0728200765	0.1880054583	-0.0257540956	-0.0265409413	0.1849162468	0.0762562513	-0.0385036322	0.0019705867	-0.0980374282	-0.1153926546	0.0481966909	-0.0177464671	0.1428933547	-0.0355346994	-0.0554486236	0.2231663138	-0.1335324774	0.172392087	0.0413054705	0.0863966864	-0.0610524112	-0.1167720046	0.0900947795	0.144606528	-0.0206457714	0.0198921936	-0.0249175441	-0.0500217205	-0.090231525	-0.188802283	-0.05728574	-0.1438649303	0.1143270896	-0.1078435306	0.132887327	-0.1154822635	-0.001533178	-0.0728091871	0.1558588731	-0.1654701478	0.0693007681	0.0750217142	0.042722192	-0.0988490761	-0.0502242306	-0.0172011089	-0.0093894572	0.1132770782	-0.0048682551	0.1096328615	0.049330265	0.0192865204	-0.0931273422	0.0018547124	0.0164407713	0.1531573254	0.1524510324	-0.0219317947287294	-0.0011567929017673	0.0004810036200231	1.33816981757921e-06	0.0820493388286252	0.0207932814392819	0.0067320940022145	0.0004323605530131	-0.0164268530575526	0.0103030518065239	0.0001061528765279	0.0002698415013744	0.0015399727231405	3.600452353440015e-05	2.3715159880167675e-06	1.2963257149391742e-09	-0.0001757245737497	0.0001874034183393	3.5120041205254694e-08	3.087912581951375e-08	-0.0002918650702785	-0.0001211384825531	1.4674531955267716e-08	8.518521924867375e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1045.8131770537411	-2.7621451265513315	1093725.2012992396	7.629445700131271	1684.0513804620664	-2.683889526831308	2836029.052036192	7.203262992234783	977.645792471178	0.5251910026179303	0.2758255892308268	955791.2955365976	1185.130756411813	1060.387939966889	0.8538679999999998	17.254194	0.0211512003579579	0.0108478101881131	-0.2130133337	0.0277499097	0.0427879289	0.1073502119	-0.0599918735	-0.1118920095	0.0033685831	-0.1345669478	0.0840668872	-0.105153409	0.1043837897	0.1959875897	0.0286592704	0.0511325532	0.124572935	0.1300914198	-0.0562288865	0.1389849952	-0.0662271689	0.106705992	-0.0898103457	0.1503635559	-0.039695546	-0.0955556945	-0.0055343286	-0.0988239846	0.0142044123	-0.1639824433	-0.0695401522	-0.0517658277	0.1260225943	0.0301308624	0.0079840794	-0.0043306545	-0.1584772963	-0.1018560002	0.0922837824	0.2602078834	0.0175987121	0.0556887462	-0.05550022	-0.1243198966	-0.1022456549	0.0184103101	0.0113614148	0.1636040684	-0.0486025518	-0.0402531297	0.1741182868	-0.0693459312	0.197416631	0.0679654878	-0.050197965	-0.0398532759	-0.0648398804	0.101951534	0.0303138911	-0.0584707209	0.0451996061	0.0924611604	-0.0156960535	0.1214007084	-0.0012771647	0.110728136	-0.1514916666	0.1198800204	-0.1246735135	0.1701135467	-0.1570977462	0.0061561704	-0.0398231283	0.0884446263	-0.1507586415	0.0784069476	0.0319094261	0.0589939066	-0.2060210551	-0.0389995705	-0.061126567	-0.0406961712	0.0687962504	0.012367982	0.0382705299	0.0908534973	0.0156162627	-0.0959448372	-0.0792019639	0.0362172311	0.1527386503	0.1507811905	-0.0253544589377128	-0.0034226642089833	0.0006428485880241	1.1714630287455955e-05	0.0873471451354674	0.0052978063068422	0.0076295237633164	2.806675166481706e-05	-0.0165039618043749	-7.710874682230126e-05	5.945758836505755e-09	0.0002723807552402	0.0016689623017797	0.0001289895786391	2.785435164761794e-06	1.6638311397518322e-08	-0.0001898302461098	-1.4105672360100013e-05	1.9896999273048938e-10	3.603552233810724e-08	-0.0003958422411854	-0.0001039771709068	1.0811252069802682e-08	1.566910799066804e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1045.4446302570204	-0.3685467967206932	1092954.4749332382	0.1358267413730839	1675.6832671074812	-8.368113354585148	2807914.411664002	70.0253211151863	976.025503791664	-1.6202886795139193	2.6253354049609605	952625.7840517716	1180.49464343843	1042.908510580609	0.959815	19.395058	0.0749169666912419	0.0399242645845486	-0.2193323443	-0.0313660585	0.1120293182	-0.0329693902	-0.0346937389	-0.1694275099	-0.1593249257	-0.1227000581	-0.0721493144	0.0712253483	0.0883336476	0.0642462831	-0.054202118	0.0712771223	0.0621250148	0.2128735451	-0.0489828752	0.170603765	-0.123890685	0.0427951894	-0.0771606783	0.1884367932	0.1058899392	-0.0926584761	-0.156649899	0.0013032734	0.068346542	-0.0582520711	-0.1277929378	0.1072246412	-0.0722288657	-0.0070516285	0.0902624061	-0.1151342391	0.0794557574	0.1644546033	0.1053578723	0.0062583893	0.1084932161	0.0655531283	-0.1203659708	-0.136553911	-0.0087781633	0.0092724814	-0.0082473997	0.1447937746	-0.280109597	-0.0116549939	0.0320325869	-0.0011426723	0.0080605374	-0.0822030354	-0.0616031322	-0.1650341972	-0.103083491	0.1354924371	0.0248653593	-0.0192359786	-0.0485118793	0.0643846502	0.0650467222	0.1211300413	-0.0726912031	0.1284035596	-0.1445790856	0.0968263923	-0.0937948854	0.1486268168	-0.2151070702	-0.0288350306	0.0150910469	0.0282453993	-0.0885055215	0.0898859736	-0.0140024173	-0.0013204672	-0.1976172766	0.0559068802	-0.0722838453	-0.0917043086	-0.0054054806	0.0557456919	0.0574019896	0.1624009848	0.0059562365	-0.1175630796	-0.0595654312	0.04562433	0.1521113526	0.148287834	-0.0254013600838334	-4.690114612060023e-05	0.0006452290941085	2.199717507425894e-09	0.0765717523202056	-0.0107753928152617	0.0058632332533869	0.0001161090903231	0.0139801756640451	0.03048413746842	0.0009292826371935	0.0001954453115975	0.0015139982971648	-0.0001549640046148	2.2921908438179143e-06	2.401384272628671e-08	-0.0003109993365222	-0.0001211690904123	1.4681948471368358e-08	9.672058731724861e-08	2.3536901609091858e-07	0.0003960776102014	1.5687747330292419e-07	5.5398573735607096e-14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1052.0642789946944	6.61964873767397	1106839.2471366262	43.81974941018858	1686.8302528758466	11.146985768365312	2845396.3020171924	124.2552917201388	979.1620057571766	3.1365019655125934	9.837644579664362	958758.2335184172	1185.20866897287	1075.394658804743	1.521228	30.73958	0.297967802684641	0.1920732521362156	-0.0706208805	-0.1297974219	0.1127211835	-0.028732131	-0.0330286961	-0.0604871095	-0.1587037907	-0.03779159	0.0537010047	0.2070816508	-0.3417225633	0.0707743313	0.0112318975	0.1966295214	-0.0278557661	-0.0162493597	-0.2701206444	-0.1285603752	-0.0362717469	-0.2127882931	0.0495471971	0.0312038105	0.3033217418	0.0534339872	0.1762710154	-0.0954251539	0.0434670901	0.0659019489	-0.0504265888	-0.0082363077	-0.0591792854	0.0682705428	0.1215470169	-0.0635245181	-0.0412770729	-0.1010696277	0.1511638743	-0.1588260125	-0.0496267023	0.0351151	0.0593672101	-0.0363860104	0.2407261158	-0.321149583	-0.2263523231	0.08951817	-0.0438933448	-0.0590325698	-0.1621673124	-0.1364065744	0.0361751614	-0.2947107814	0.105572469	-0.0199868003	-0.060029088	-0.1471813739	-0.1896886564	-0.0215260479	-0.0378516706	-0.0561399482	0.1221015087	-0.0350304556	0.1306909776	-0.0537727488	0.1412573743	-0.3670948099	-0.0443076181	0.163149054	-0.0797382881	0.0900090961	0.2203239902	-0.1590413024	0.0103594681	-0.1029808357	-0.1690739487	0.0114787321	0.1159775775	-0.2629070768	-0.0072850872	-0.2360846448	-0.0467872739	0.0886469735	0.1497201801	0.0194712498	-0.0245635654	0.0237286352	0.2671548052	0.2214834592	0.151276289	0.1449845808	-0.0255526623491277	-0.0001513022652942	0.0006529385531285	2.289237548318656e-08	-0.0996778720352153	-0.1762496243554209	0.0099356781734687	0.0310639300854269	-0.0578402324842102	-0.0718204081482553	0.0051581710265819	0.0033454924938274	0.0016601662932499	0.0001461679960851	2.756152121243113e-06	2.1365083079533823e-08	-0.0005770166314642	-0.000266017294942	7.076520120825905e-08	3.329481929862924e-07	0.0005829794363024	0.0005827440672863	3.395906479573904e-07	3.398650231514641e-07	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1055.457974962659	3.393695967964504	1113991.5369122766	11.517172322978531	1685.6987662079669	-1.1314866678796989	2841580.330395061	1.280262079589504	981.1379020319932	1.9758962748165916	3.904166088834083	962631.5828037412	1186.403748661963	1084.744797831834	1.538662	31.091881	0.2260845911299152	0.140238073331085	0.1559287079	-0.0280888115	0.1281938261	0.0358822178	-0.1972585391	0.0964187527	-0.2580267427	-0.0512915287	0.0453831336	0.0336525422	0.0883894278	0.026112384	0.108184142	-0.0447808116	0.062095288	-0.1666513906	0.0344227222	-0.113785134	0.0033450773	-0.2551821279	0.0389167776	-0.1928365726	0.2534152547	-0.063270256	-0.0902402282	0.2627618386	-0.2055868698	-0.0192470829	0.0579919895	0.0862147355	-0.223528073	0.0593661869	0.1891514108	-0.0670165838	0.0345748948	-0.0373788989	0.0447432353	0.0624816516	0.0691982469	0.1557379222	-0.0106756983	0.1076818085	0.2360444477	0.0311395639	0.0359416453	-0.0402814385	-0.1047957974	-0.0336116961	0.1326415451	-0.1971941833	-0.2016859933	-0.2575071439	-0.0447967705	0.2036830527	0.0995128306	-0.1049818025	0.167065258	0.1166576079	-0.0609193724	-0.0955297287	-0.1049293032	0.1393823984	-0.048585199	0.2601871506	0.0097451411	-0.0092451821	-0.0200785747	0.1075105266	0.1298318466	-0.1970127258	0.0106116682	-0.0385102683	-0.0903498106	0.0485242817	-0.2422379506	-0.0602533933	0.0875611339	0.0807714941	-0.0199251113	-0.0328139023	-0.0604654436	-0.488356665	0.1050757496	-0.0319194242	-0.4699461733	0.0232248631	0.1362452082	-0.0315439162	0.1502346003	0.1408894722	-0.0116034549566705	0.0139492073924571	0.0001346401669314	0.0001945803868777	0.0349094451447342	0.1345873171799495	0.0012186693603132	0.0181137459456963	-0.033306439286143	0.0245337931980672	0.0006019070086855	0.0011093188979215	0.0011830014679858	-0.0004771648252641	1.3994924732565578e-06	2.2768627046931922e-07	-0.0005779997589356	-9.831274713999454e-07	9.665396250212504e-13	3.340837213296117e-07	8.419218490736532e-07	-0.0005821375144533	3.388840857338968e-07	7.088323999475993e-13	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1054.050409208033	-1.4075657546259208	1111022.2651516218	1.981241353595638	1691.337649037176	5.638882829209251	2860623.043050602	31.79699956155093	980.4910271868392	-0.6468748451540023	0.4184470652930144	961362.6543939032	1186.3603085580116	1100.9926002065745	1.212208	24.495186	0.0866311257698509	0.0519638289344491	0.1275997171	0.1367170386	-0.0523848172	0.1749670262	-0.1174247986	0.0769265958	-0.0457969819	0.1233362677	0.0458951555	-0.1366065615	0.0319316678	-0.0724675599	0.0173064689	-0.0498949392	0.0997514663	-0.2547434505	-0.0183885634	-0.0255727013	0.0917413546	-0.0984652969	-0.0837030088	-0.1700971814	-0.0973403304	-0.0931928908	0.1595928968	0.0444693396	0.1795221784	0.0013148676	0.0592878703	-0.0500140693	-0.0140383868	0.0921053985	-0.1024543658	-0.0492453907	-0.1055265149	-0.27363003	-0.1335216407	-0.0504716457	0.1413104881	-0.1168026908	-0.0110103126	0.0226976314	0.0386754168	0.0638729717	-0.0117819991	-0.1251448911	0.1625314243	-0.0936059953	0.0687296372	-0.2792914783	-0.1075892909	0.0351427835	0.0186106959	-0.0794643097	-0.0151974777	0.0847872073	0.06789399	-0.0225825103	-0.090352758	-0.0653219146	-0.1882066437	-0.0250964959	0.1545868694	-0.0674345019	-0.0449257921	-0.0033279804	-0.0209178026	0.0703451348	0.1585802519	-0.2082836333	0.0293169348	0.0012303772	-0.0498484862	-0.0744013826	-0.1475409884	-0.1256914719	0.1275490228	-0.1751412711	0.0988257717	0.1334618021	0.0545536486	-0.0025774045	-0.1026667747	-0.1869799723	-0.0438107184	0.0541454158	0.0358308204	-0.177684272	0.1489877092	0.136024874	-0.0116041398892008	-6.849325302985682e-07	0.0001346560625681	4.69132571061199e-13	0.0283707908194088	-0.0065386543253254	0.0008049017717186	4.275400038609656e-05	-0.0703111134782972	-0.0370046741921542	0.0013693459120674	0.0049436526785579	0.0004569999242323	-0.0007260015437535	2.08848930748328e-07	5.270782415324652e-07	-0.0004429997469483	0.0001350000119872	1.822500323657113e-08	1.9624877579625785e-07	1.0123119305316397e-07	-7.406906560204892e-07	5.486226479160627e-13	1.0247754446966954e-14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1051.8154293930363	-2.2349798149966773	1106315.6975092574	4.995134773442582	1694.556230204187	3.218581167010825	2871520.8173238253	10.359264728636765	978.4924322858168	-1.998594901022443	3.994381578392909	957447.4400406138	1187.0981971700355	1097.277169083104	0.992761	20.060808	0.0797120989062897	0.0368724186070026	0.0878308476	0.2165844404	-0.1105649314	0.0955869347	-0.0280143106	0.0199726148	0.085308465	0.1415972398	-0.0477719012	-0.2062752501	-0.0301372164	-0.1011352104	0.046296628	0.0765910964	0.1802756228	0.0031420033	0.0102368625	0.1009120327	0.0252056808	-0.0369103494	-0.0241334867	-0.0746679655	-0.0903066605	-0.0678539379	0.0408889581	-0.0251452316	-0.0140552654	-0.0137402678	-0.0839072404	-0.0900112878	0.0847628017	-0.2054116532	0.0531073736	-0.0089991594	0.0851354209	-0.2280762023	-0.0159298157	-0.0417477048	0.174917596	0.2048871931	0.014331818	-0.0323585255	-0.0921882767	0.0232665969	-0.0259127056	-0.1736325915	0.1172572778	-0.068913531	0.0346540957	-0.1129274643	-0.0695148319	0.0304219629	0.0433098423	-0.1591143186	-0.0488044441	0.0769768172	0.035551882	0.0465587442	-0.0876205853	0.0123238316	-0.0344364209	0.0581129728	-0.0703350452	0.066449022	-0.0930602389	0.0397532967	-0.0647843704	0.0848147742	0.172649779	-0.1458240957	0.0215878956	0.034944644	-0.0002925348	-0.058716427	-0.0060307997	0.0458081113	-0.0922082874	-0.147428345	0.0730612377	0.0629277343	0.0357496329	0.1069443746	-0.0740446951	-0.1325471044	0.111241222	0.0987387785	-0.0295642941	-0.1475497657	0.1475373187	0.1304173552	-0.0252175613940721	-0.0136134215048713	0.0006359254026637	0.0001853252450692	0.0415674095831946	0.0131966187637858	0.001727849539457	0.0001741507467967	-0.0504439004145496	0.0198672130637476	0.0003947061549203	0.0025445870890329	0.0008950004618347	0.0004380005376024	8.010258266843263e-07	1.9184447093999144e-07	-0.0006649997780803	-0.000222000031132	4.928401382260899e-08	4.422247048468483e-07	7.975739363538727e-07	6.963427433007087e-07	4.848932161475567e-13	6.361241839510114e-13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1049.7607672521156	-2.0546621409207546	1101997.6684617505	4.221636513333059	1690.5538478604742	-4.002382343712725	2857972.3125158558	16.019064425263362	977.9546193935404	-0.5378128922764063	0.2892427070987133	956395.2375931644	1188.1748151291406	1093.2260115491822	0.982223	19.847876	0.0431937998564781	0.0202356651419832	0.0140647006	0.2213523358	-0.1010119463	-0.0253512927	0.0368069865	-0.1290441152	0.1257155548	0.1479751576	-0.1569697388	-0.1170901621	-0.1555222194	-0.0179757593	-0.0002134818	0.0398224188	0.0757702494	-0.0630355728	-0.0626936969	0.1192467058	-0.013478368	-0.1051416413	-0.1081871204	-0.0884685087	-0.115977387	-0.0573057889	-0.0406348708	0.1086377168	0.0744724639	-0.0788763738	-0.1715418427	0.1172314697	0.0856552803	0.0277457623	-0.1714271255	-0.1587971895	0.1099656036	-0.1202708934	0.0027136127	-0.0828258799	-0.2215854488	-0.0131067118	0.091286751	-0.1188531281	-0.1511907762	-0.0424879312	-0.0478155735	-0.1976211052	0.0907560539	-0.0330734291	-0.0586704929	-0.0265886312	-0.0293906492	-0.0489162813	-0.070166114	-0.0763962369	-0.0622912323	0.1001947046	0.0206512799	0.2055827815	-0.1986449973	0.0099819836	0.0637989244	0.0327240962	-0.1499009191	0.1349154792	-0.1048181419	0.029826703	-0.0628437798	0.1072927935	0.1659995974	-0.0305275116	0.0919304741	-0.0137396619	0.0168614044	-0.0438874932	0.0351980242	0.1272833983	-0.1735804857	-0.1396044781	0.0505791735	0.0861543111	0.0117376458	0.1536459136	-0.0628649317	-0.0428681375	0.119905744	-0.0008348231	-0.1018901846	0.0100587088	0.1458854101	0.124097542	-0.0222172151307944	0.0030003462632776	0.0004936046481679	9.002077699564452e-06	0.035873036596115	-0.0056943729870796	0.0012868747546262	3.2425883715981864e-05	-0.0437120414864864	0.0067318589280632	4.5317924627344254e-05	0.0019107425709163	0.0009669276622657	7.192720043099998e-05	9.349491040546116e-07	5.173522161841244e-09	-0.0004841458155102	0.0001808539625701	3.2708155777307144e-08	2.3439717067603665e-07	-0.0003017656966237	-0.00030256327056	9.154453269199636e-08	9.106253565878695e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1048.6262142259925	-1.134553026123058	1099616.9371619371	1.287210569084988	1689.2605270559798	-1.2933208044944422	2853601.1282694465	1.6726787033381512	977.6780609711532	-0.276558422387211	0.076484560993303	955854.390904314	1186.5049247943534	1050.4823341176968	1.396702	28.223289	0.1751916674224333	0.105408813871152	0.0143706335	0.0338636382	0.0522280959	-0.2221583393	0.0089411638	-0.0332430865	0.0770658791	0.0518471204	-0.0608606834	0.0973813429	-0.2732605934	0.4159770596	0.0866763147	0.0832011754	-0.1503821561	0.0057212283	-0.2273457484	-0.1003471028	-0.253559015	-0.1663629253	0.0445219192	-0.0578378905	0.0416049151	0.2021086933	0.0344356763	-0.2056768001	0.0218013837	0.1905241464	0.0169126855	0.0992097305	0.2080397695	-0.0401175723	-0.0216113772	-0.0062119271	-0.1629439637	0.122952732	0.0214479241	-0.1086804719	-0.0794765867	-0.0601219672	0.1079687304	0.0425467823	-0.0329178466	-0.3427669678	-0.2523151687	-0.07021059	-0.074817406	0.125804605	-0.1885750592	-0.1176426186	-0.0323929645	0.0230238176	0.0693677946	0.1321179842	-0.0956361431	-0.0726375624	-0.3204193031	-0.0955977896	-0.0934696662	0.1899173316	-0.0675912288	0.0451484929	-0.0499521517	-0.0834601818	0.151116449	-0.224765866	-0.1479490904	0.1851276642	0.1352786724	0.2363566173	0.2094576011	-0.1077336831	-0.044551183	-0.0662291255	-0.1066927676	0.0205637675	0.0902019727	0.0485490363	0.0111945055	-0.0905889653	-0.2603366274	0.1510111082	-0.031130941	0.2165572187	0.1744330442	0.1324761074	-0.1595827553	-0.3112055747	0.1440342395	0.1170999511	-0.0152020702041966	0.0070151449265978	0.0002311029384933	4.921225834117087e-05	-0.0612091456243604	-0.0970821822204754	0.0037465595080641	0.0094249501046895	-0.0545178090224851	-0.0108057675359986	0.000116764612042	0.0029721915006121	0.0004910000692221	-0.0004759275930436	2.4108106797610694e-07	2.2650707382027457e-07	-0.0009120000888902	-0.00042785427338	1.830592792495278e-07	8.317441621357328e-07	2.238917399288482e-07	0.0003019895883636	9.119771148003398e-08	5.0127511208366996e-14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
