global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	c_comp_cor_07	c_comp_cor_08	c_comp_cor_09	c_comp_cor_10	c_comp_cor_11	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03
1353.5753501805143	n/a	1832166.228616302	n/a	2190.1996093971143	n/a	4796974.329003272	n/a	1256.985833636785	n/a	n/a	1580013.385963563	1530.1747385528006	1323.4194333764976	n/a	n/a	n/a	n/a	-0.137891435	0.2334087189	0.0422004525	-0.1071510168	0.0150951171	-0.0351953299	0.0254969409	-0.0710484011	0.2289152568	-0.079869859	0.1023919689	-0.1911309996	0.1952603567	-0.2368336973	0.089479915	-0.0369274311	0.1469429042	-0.0022182001	0.0475806942	-0.0330473221	0.1330521089	0.1770847061	-0.1278637812	0.0349329659	-0.0031215586	0.1570603369	-0.0953936188	0.1652551053	-0.2316129343	0.0415999368	-0.0611937093	0.0347511289	-0.0568615129	0.051050846	0.0350277293	-0.0251721291	-0.0847710317	0.1085832802	0.1302159505	-0.0626084802	-0.0474283571	-0.1104473528	-0.0228105922	-0.184578816	0.1607408915	-0.0336027201	0.0222263304	-0.0215190817	0.1935607576	0.0049993328	-0.2288120649	0.0151296572	-0.0038374805	0.0944910802	-0.0595543162	0.1964842104	-0.1852331492	0.0838240759	-0.1503223131	0.0712501675	-0.0080396803	-0.0613222097	0.1147626597	0.0683464352	-0.0545007553	0.0193804412	-0.0167255836	0.0405995529	-0.1056232062	0.1659328127	-0.24422887	0.0095611566	-0.0739733115	0.0316350199	-0.0866288737	0.2338104708	-0.061972283	0.0283087117	-0.1072205943	0.2117543076	-0.0269008576	0.1333419753	-0.1022025683	0.079995526	-0.1125813267	0.0250338178	-0.0243456206	0.1013910123	-0.1517889436	0.1778081801	0.153366806	0.1532882396	0.0243794607163323	n/a	0.0005943581048191	n/a	0.0053669757023442	n/a	2.8804428189553012e-05	n/a	0.0053450769804257	n/a	n/a	2.8569847926676715e-05	0.000808670619886	n/a	6.539481714668075e-07	n/a	-0.0006782972048955	n/a	n/a	4.600870981690479e-07	0.0005017747334754	n/a	n/a	2.5177788315430864e-07	0.0	0.0	0.0	0.0
1353.8016527590948	0.2263025785805439	1832778.9150132567	0.0512128570722032	2189.282215450121	-0.917393946993343	4792956.61888619	0.8416116539800246	1258.059741262662	1.0739076258771547	1.153277588917107	1582714.3125858763	1533.2471951981852	1348.2777937181431	1.157263	23.089411	0.0221122774373495	0.0106591093475664	-0.1176217913	0.013062695	-0.0094991951	-0.2898344568	0.17022458	-0.0033471819	0.0554549445	0.1540575072	0.1024110614	0.0972315409	0.1884655085	-0.0425024174	0.0065883591	-0.1146433387	-0.0136664408	0.0089267073	-0.1013938755	-0.0390889896	0.0367799825	-0.092245469	0.1139211012	0.0990436774	-0.1517496979	-0.0674185738	0.0693717639	-0.0547152577	0.100910662	-0.1426586689	0.0956110356	0.1231071746	-0.0525773738	0.2149431734	0.0895688261	-0.0028837552	-0.0289844215	-0.0105712359	-0.1047732729	0.065126038	-0.1020486596	-0.0090339698	-0.263271116	0.0781662496	-0.0628569088	-0.0421803086	0.1090111449	-0.061785539	0.2590075624	0.0175234268	0.153744542	0.1009253185	-0.0222843853	-0.0144414848	0.1024282864	-0.0727463714	0.1310423766	-0.0613204295	0.2269632548	-0.0344802917	0.0356829773	0.0012601028	0.0439016278	-0.0300003879	0.1064700089	0.0295881962	-0.085937995	-0.0942895709	-0.0076849667	0.068054408	-0.1012706592	0.1297121104	-0.3135182504	0.0653026568	-0.0008925725	0.062273718	-0.006454564	0.173402508	-0.0476841122	0.095363884	-0.1210962054	0.1029673767	0.0340392065	0.102971908	-0.0157735496	0.0182096349	-0.0919786692	-0.0329206555	-0.0573899276	-0.106545681	0.0142524845	0.0895840422	0.1531573254	0.1524510324	0.0272876665588626	0.0029082058425302	0.0007446167462276	8.45766122252737e-06	0.0106073796964807	0.0052404039941365	0.0001125165040253	2.7461834021761782e-05	-0.0012459179187871	-0.0065909948992128	4.344121376144915e-05	1.5523114603547787e-06	0.0009081543747143	9.948375482829994e-05	8.247443683127211e-07	9.897017474737292e-09	-0.000678293988263	3.2166324999633243e-09	1.034672463982031e-17	4.600827345137269e-07	0.0004538082509068	-4.796648256859997e-05	2.300783450003805e-09	2.0594192859108917e-07	0.0	0.0	0.0	0.0
1349.9084823742332	-3.893170384861605	1822252.9107859056	15.15677564556346	2188.2338540450387	-1.0483614050822323	4788367.399988804	1.0990616356659928	1256.774103067689	-1.2856381949729894	1.652865568373406	1579481.1461415945	1534.5874216263974	1357.7002047885403	1.085532	21.658251	0.0298963236567966	0.0173479762766865	-0.0214298406	-0.1501424772	-0.0382174924	-0.243345371	0.0730701093	-0.0591156642	0.061086264	0.3063139539	-0.0398347066	0.0262626426	0.002459886	-0.1212914585	-0.1234746643	-0.172254895	-0.1178424347	0.1017158191	0.0417935802	0.0341163958	0.1521461563	-0.1277973203	0.2956831904	0.0096747421	-0.0381424456	-0.1199731154	-0.0266375488	-0.0171820923	0.1883898414	0.0419682589	0.2594825933	-0.1111210784	-0.0192838839	-0.076067986	-0.0365618028	0.0191210073	0.2944208321	0.1591425528	0.0014478343	-0.1286106831	0.077359854	-0.0137053654	0.0454631641	-0.1249887739	-0.1258154777	0.0603246813	-0.048706201	0.0037833368	0.2570773426	-0.0918102056	0.206660905	0.1011786559	-0.0761855131	-0.1131090387	0.0630315447	0.0219247165	0.1051697788	-0.0147305605	0.1709312261	0.1484855523	0.1067205247	-0.1425142074	0.0925768916	0.0277778144	-0.1534749142	-0.0834459515	-0.0296246186	-0.0393711061	-0.0351493984	0.0864510804	-0.0684995168	0.0730437776	-0.2818119847	0.1287240623	-0.0124074674	0.0368876537	0.034010345	0.1645835989	-0.0417037199	0.0263969065	-0.067673719	0.0093312465	0.0239471497	0.0389298227	0.0344734276	0.0368738473	-0.1081698113	0.0235325867	0.0006052385	-0.1049803972	0.04581374	0.0091587607	0.1527386503	0.1507811905	0.0261327330386933	-0.0011549335201693	0.0006829197360716	1.3338714360106516e-06	0.0241317818337307	0.01352440213725	0.0005823428944707	0.00018290945317	0.0030737650776302	0.0043196829964173	1.8659661189536744e-05	9.44803175245899e-06	0.0010891415609023	0.000180987186188	1.1862293396846982e-06	3.275636156424977e-08	-0.0006782734856798	2.050258319998173e-08	4.20355917872173e-16	4.6005492137622594e-07	0.0004168698396188	-3.6938411288e-05	1.3644462284814456e-09	1.7378046318380406e-07	0.0	0.0	0.0	0.0
1345.8056902429018	-4.102792131331398	1811192.9558901736	16.832903272914837	2186.8956263445425	-1.3382277004961909	4782512.480524889	1.7908533783753222	1253.6990564637265	-3.075046603962619	9.455911616542036	1571761.3241780382	1532.3091394011096	1338.3057966184376	1.015417	20.259335	0.0637332202801531	0.0287113992407525	0.0164077906	-0.1851439915	0.0172789544	-0.0798847461	-0.0184932169	-0.1086016187	0.0768490802	0.075972696	-0.1286578356	0.0157505411	-0.0462098092	-0.038103499	-0.0613975136	-0.1198835101	-0.1143615488	0.0125636931	0.1706226272	-0.0204431487	0.1141162864	-0.2095993529	0.051065214	0.1407332098	0.2354469613	-0.0476966646	0.0174038358	-0.2312002559	0.0366952876	-0.0264817287	-0.1534023682	-0.1283515236	0.0821427975	0.1956888236	0.0349457282	-0.0023252145	-0.0308293463	0.0938772965	0.0362242287	-0.1584331872	0.215577503	0.1024979557	0.0641040823	-0.0579491495	-0.1466755813	0.0469432072	-0.1151605497	-0.013724242	0.0808728196	-0.0932263834	0.1549426339	0.1155307565	-0.0184840833	-0.1955711596	-0.0108915555	-0.0323731212	0.1127232269	-0.1174184519	0.0441100896	-0.0625981355	0.0708864941	0.0808384026	0.2397536646	0.1130827728	-0.154518022	0.1858358456	0.0895495433	0.0397793173	-0.0464283598	0.0999944994	-0.0606211275	0.034203624	-0.1388227464	0.1903867617	0.0208109741	5.57223e-05	0.1148811376	0.1134786773	-0.0821775131	-0.1031773432	-0.1370015752	-0.0601681121	-0.0013935813	-0.0929309875	0.0260802731	0.0930355394	0.1177227843	0.1306115544	0.0225693311	0.0582734857	0.2171342092	-0.0733983814	0.1521113526	0.148287834	0.0204588604927522	-0.0056738725459411	0.0004185649726618	3.219282966758415e-05	0.0103877712880375	-0.0137440105456932	0.0001079057923325	0.0001888978258801	0.017461586143824	0.0143878210661937	0.0002070093950328	0.0003049069906581	0.0009010338532954	-0.0001881077076068	8.118620047843565e-07	3.5384509661122954e-08	-0.000564946225829	0.0001133272598508	1.2843067825290754e-08	3.191642380784315e-07	0.00011975448463	-0.0002971153549888	8.827753417012063e-08	1.4341136588996904e-08	0.0	0.0	0.0	0.0
1347.3768713632994	1.5711811203975683	1815424.433484753	2.4686101130937588	2183.895748525426	-2.999877819116591	4769400.64042743	8.999266929627716	1256.1751019752633	2.476045511536768	6.130801375201373	1577975.8868225631	1531.7471018128026	1345.5705036374193	1.16019	23.147812	0.0339247811365061	0.0173033297214542	0.1566235322	-0.0277031428	0.0153498231	0.021839153	-0.0393622096	-0.1493762879	0.05909932	-0.1766044079	-0.0528393842	-0.043059402	-0.1072201308	0.0607412673	-0.0297310888	0.1575964293	-0.313337196	0.0796163739	0.0553830786	0.0275837788	0.2000282922	0.0058596942	0.0148136555	0.1270812684	0.0684402723	0.0539145243	-0.0876298078	0.1293513103	-0.1483142314	0.0413117782	-0.0295792723	0.0462569958	-0.0627561785	-0.0237713858	-0.0086020911	0.0287577102	0.0892405638	-0.1206507825	-0.1523699318	-0.0033194491	-0.0812896715	-0.0199174931	-0.230061518	0.0434828704	-0.1428211841	-0.0900534539	-0.0132798926	0.0362725194	-0.1245883817	-0.0815355107	0.0056522198	0.0903437434	-0.010993158	-0.1404358564	-0.0477064229	0.1210723383	-0.105290494	-0.1025403519	-0.0270148202	0.141729305	0.0032615667	0.0155332761	0.0358982262	-0.0863539148	0.2380297657	0.2337839693	0.1269018234	-0.0947429574	-0.0865776751	0.1343851647	-0.0395169209	0.085673821	0.0882242924	0.0385025236	-0.0713662048	-0.045289084	0.1758761781	0.0329486392	-0.0758510915	-0.1591412879	-0.0672941783	-0.0310305758	-0.0543028195	0.0600853969	0.0858742173	-0.0517363969	-0.1277275236	0.0121043527	0.0125100031	0.077469389	-0.0651304222	-0.1479445641	0.151276289	0.1449845808	0.0160444901119802	-0.0044143703807719	0.0002574256629534	1.9486665858637118e-05	0.013242170197941	0.0028543989099034	0.0001753550715512	8.147593136858283e-06	0.0069517991909933	-0.0105097869528307	0.0001104556217938	4.83275119918951e-05	0.000987526509855	8.649265655960006e-05	9.752086076663977e-07	7.480979638736927e-09	-0.0003479316584902	0.0002170145673388	4.7095322437246576e-08	1.2105643897974114e-07	0.0001391717585916	1.9417273961599995e-05	3.770305280998292e-10	1.9368778389478585e-08	0.0	0.0	0.0	0.0
1348.5352987894205	1.1584274261210794	1818547.452081072	1.341954101589509	2186.782326021056	2.886577495630263	4782016.941398061	8.33232963827908	1257.8195911989374	1.6444892236740998	2.704344806780244	1582110.1240038618	1533.6028404667445	1337.556920401415	1.085972	21.667032	0.0225325353943922	0.0118094312490771	0.0646699754	0.0738123174	-0.1171223447	-0.0234727282	-0.1922918528	-0.1695967803	-0.0136362006	-0.1766738192	-0.0463244943	0.1140330674	-0.1100099897	-0.005812415	-0.076101963	0.0770149641	-0.058308175	0.0104558381	-0.0470389058	0.0733360705	0.085672692	0.0050178981	-0.1606351542	0.1006000914	-0.0484545515	-0.0204695187	-0.1188540831	-0.0367691224	-0.0558359003	0.1498889332	-0.0740622619	-0.1654608589	0.0321331799	-0.0126203775	0.0563248449	-0.0833971249	0.0939997042	0.0213049728	-0.0231537253	0.1809978941	0.2240122063	0.0987376722	-0.0316122347	0.112391644	-0.0394740193	-0.0870804987	0.0720095842	0.1125722237	-0.1576916574	0.0379956644	0.0078984472	-0.0209886649	0.0583385557	-0.0553568269	-0.1360718971	0.1280694788	-0.0337711911	0.1016862751	-0.1482166577	0.1036002183	0.1205647899	-0.0455727795	0.2085741078	-0.0898233625	-0.1298383429	0.0528246361	-0.0152541881	-0.0352384317	-0.0912423143	0.0864942197	-0.0117502568	0.0949791262	0.0231462776	-0.0860298817	-0.0752037577	-0.1565019291	0.0720675417	-0.0484613652	-0.0305514173	-0.1473165574	0.0495070678	-0.0132784396	0.0051179204	0.0516219396	-0.0500623274	0.1114438628	0.0562349094	0.0700538969	-0.097577605	-0.0591534765	0.0248203434	-0.0281286749	0.1502346003	0.1408894722	0.0167756163536836	0.0007311262417033	0.0002814213040459	5.34545581307337e-07	0.0083322716876352	-0.0049098985103058	6.942675147656713e-05	2.410710338150312e-05	0.0088957056418763	0.001943906450883	3.778772289784544e-06	7.913357886690984e-05	0.0008060416403149	-0.0001814848695401	6.497031259215347e-07	3.2936757871987144e-08	-0.0003894134321491	-4.148177365890002e-05	1.720737545888212e-09	1.5164282113814175e-07	0.0002151571992226	7.598544063100002e-05	5.773787187887228e-09	4.6292620377313593e-08	0.0	0.0	0.0	0.0
1347.1185913954605	-1.416707393959996	1814728.4992832895	2.007059840100923	2190.9664063384566	4.184080317400458	4800333.793703651	17.506528102457914	1260.8266345525192	3.007043353581821	9.042309730320603	1589683.8023970318	1535.960041361544	1335.849515228016	0.996674	19.885389	0.0793973654535973	0.0415546174402743	-0.0033441988	-0.0366704496	-0.0980341185	-0.0746633569	-0.2100215941	-0.0760398432	-0.0034563635	-0.0492033037	-0.113303116	0.2267440495	-0.0314764132	0.0417129548	-0.0886083179	0.0451352238	0.2124715666	-0.1082668603	0.028304032	-0.0264426015	0.0513882481	0.2020560238	-0.0754267178	0.0074456625	-0.1223386301	0.0540967526	-0.0507185865	-0.1457832225	-0.0652772836	0.0086893058	0.0829984703	-0.1523085821	0.0656422342	-0.030390164	-0.1563476811	-0.0491062384	0.0089196194	0.1244599107	-0.0293147799	0.1599525848	-0.0773578836	0.130507121	0.0159256844	-0.1684150941	-0.042159077	-0.023729744	0.06511178	0.100630517	0.0316052087	0.1943567321	-0.1833661359	0.0246221271	0.125892488	-0.0675574674	0.2339908441	-0.0516212988	-0.0206043233	0.0938750653	-0.1887766085	0.0716003688	0.1481666625	0.0636739028	0.0433892161	-0.036721473	-0.0254666489	-0.0505199802	-0.0723200155	0.0158081525	-0.1343032173	0.0564270853	0.0034696981	0.0350633675	-0.0730592028	-0.0497523784	-0.0383253828	-0.1571975846	0.1294600839	-0.21721487	0.0596588905	0.0317423213	0.0628662015	-0.0036039424	0.081844042	-0.1135795818	-0.0370444201	0.0919186871	-0.0591058548	-0.122689095	0.0852846065	-0.0278991068	0.0950862697	-0.197508168	0.1489877092	0.136024874	0.0134554860330524	-0.0033201303206311	0.0001810501043856	1.1023265345974632e-05	0.0389082515173981	0.0305759798297629	0.0015138520361411	0.00093489054255	-0.0142359555149269	-0.0231316611568032	0.0005350737478731	0.0002026624294229	0.0009990335633004	0.0001929919229854	9.980680606006942e-07	3.724588233764112e-08	-0.0005579349759612	-0.0001685215438121	2.8399510728813557e-08	3.112914374008249e-07	0.0001292787830922	-8.58784161304e-05	7.3751023570661484e-09	1.6713003757800097e-08	0.0	0.0	0.0	0.0
1344.2198536090043	-2.898737786456195	1806927.0148366129	8.40268075462896	2186.544969862786	-4.421436475670816	4780978.905232251	19.54910050839237	1259.3737504603498	-1.45288409216937	2.110872185278814	1586022.2433485675	1535.7158652522237	1323.023430688497	0.955301	19.059923	0.0571930298245688	0.032880476484065	-0.0251323831	-0.161745827	-0.0575986189	-0.0031267224	-0.2283668699	-0.0163762281	0.0427360692	0.0098859785	-0.2445180908	0.1930336542	-0.0532394167	0.0089932175	-0.1552422344	-0.0173308309	0.3356780734	0.0548769563	-0.0478355328	0.0521364554	-0.0673967641	0.1383714363	-0.0679625167	-0.0005101725	-0.0906559127	0.0051742005	-0.1074542974	0.0656932763	-0.2148651767	-0.1183026527	0.1321471876	-0.0307678551	0.1695126106	-0.0008150072	-0.1241090068	-0.0571621106	-0.1442191621	-0.2408094748	-0.0226594786	-0.0927610386	-0.166589855	0.2274193936	0.0532277921	0.0024668214	-0.0057483946	0.0686846785	-0.0510375684	0.121678082	0.0432118625	0.1777389094	-0.0716196947	0.0750367527	0.1584632136	-0.1179274813	0.2955766793	0.0019929581	-0.1450843577	-0.0787965924	-0.059490026	0.0034591343	0.1732179091	0.1109085845	-0.1353881831	0.0205152096	-0.0844083628	0.0140339897	-0.2223652498	0.1352691895	-0.1174213142	0.0002336685	-0.025791659	-0.0217577078	-0.0234274286	0.0532661894	0.0463609405	-0.1826477913	0.0552410513	-0.184639042	0.0513802467	0.0312932235	0.0808762668	-0.0588676092	0.1260823138	-0.1124666672	0.0196846571	-0.0135863592	-0.1547219771	-0.1226786092	-0.0251745329	-0.0903801766	-0.0290604054	-0.0867187769	0.1475373187	0.1304173552	0.0135754229186346	0.0001199368855822	0.0001842921074197	1.4384856523157884e-08	0.0180828343766705	-0.0208254171407276	0.000326988899094	0.0004336979990853	0.0090619789922072	0.023297934507134	0.0005427937522987	8.211946325520463e-05	0.0009875779488744	-1.1455614425999938e-05	9.753102051029669e-07	1.312311018771779e-10	-0.0007228959886249	-0.0001649610126636	2.7212135699033388e-08	5.225786103699716e-07	0.000211856981825	8.25781987328e-05	6.819158905953812e-09	4.4883380747998385e-08	0.0	0.0	0.0	0.0
1345.739161034531	1.5193074255266763	1811013.8895419235	2.3082950532604976	2188.947273143824	2.4023032810382574	4791490.164603783	5.771061054087177	1257.742476899745	-1.631273560604768	2.6610534295281583	1581916.1381979056	1533.46769168545	1299.8103707040375	1.149573	22.935989	0.0331829210575132	0.0171968515775444	-0.0488933337	-0.1076889739	0.1497755309	0.1106643303	-0.0797147714	0.1108620608	0.0294825172	-0.1285571257	-0.1584127912	0.1042393772	0.0079813164	0.0883752618	0.0819686374	0.0622839157	-0.1602636837	-0.0482870121	-0.0236364788	0.0888688483	0.0953216639	0.057980291	-0.0165134755	-0.160255707	0.0793161829	-0.249719859	-0.020028838	0.0263877756	0.038109037	0.2846726748	-0.0061753455	-0.0807225016	0.1385469826	-0.0062474583	0.0919240984	0.0068571116	-0.109762311	0.0334675196	0.0598972417	0.1425411531	-0.1108048175	0.0939938647	-0.0148015489	0.3356931343	0.0314346537	-0.0307111236	-0.1341201137	0.067340168	-0.0607726011	0.1204083084	-0.0820563592	0.1458792006	0.0530666856	0.0061592993	-0.2237018199	0.1087124592	-0.0776490795	-0.1664785608	0.017554156	0.1332614097	0.0321486192	0.1823584314	0.0225397267	0.074719355	0.027521952	-0.2141577063	0.0394561281	0.1503139944	-0.1183707234	0.0115830462	-0.0479073141	-0.0575085723	0.0782569682	0.1569334838	0.0584643331	-0.0921361824	0.0416922088	-0.1341642918	-0.0177935922	-0.05709971	-0.0513616435	-0.0396260734	0.0239773501	-0.1194919068	-0.0886378178	0.0704330941	0.0991208742	0.1107695584	-0.0156856581	0.1963500061	0.055468129	0.0511119084	0.1458854101	0.124097542	0.0088311607858031	-0.0047442621328315	7.798940082470644e-05	2.2508023185018896e-05	0.0131343052827759	-0.0049485290938945	0.0001725099752611	2.44879401931213e-05	0.0177693041139193	0.0087073251217121	7.581751077519865e-05	0.0003157481686929	0.0007540546988895	-0.0002335232499849	5.685984889173344e-07	5.45331082835101e-08	-0.0007229442013687	-4.821274380000396e-08	2.3244686647248204e-15	5.226483182926275e-07	0.0001497723503722	-6.20846314528e-05	3.854501462630003e-09	2.243175693601304e-08	0.0	0.0	0.0	0.0
1349.199644521966	3.4604834874351127	1820339.6807782	11.97494596681108	2194.815533955892	5.8682608120680015	4817215.228094088	34.436484958453	1258.3890122235832	0.6465353238381795	0.4180079249705395	1583542.9060850455	1535.68632678637	1328.686322114775	1.084764	21.642933	0.0789631624226663	0.043532039314843	0.1421656242	-0.0164041907	0.1470360637	0.0430630737	-0.0386327947	0.1005071391	0.0482999206	-0.0150164525	-0.0006887584	0.0270426941	-0.1169952758	0.184202313	-0.026101485	0.0449588861	-0.1815945725	0.0010974575	-0.115512743	0.0906324805	0.0915722035	-0.0100842974	0.0799678741	-0.0104360883	0.1764893542	0.0331806093	0.0256297476	0.1583274691	-0.0963236954	-0.0243194178	-0.1155100417	0.1210649289	0.0429046042	0.0801152481	-0.1362397797	-0.0470631631	-0.1095441567	-0.0567495743	-0.0521827174	-0.1082597445	-0.1882244302	-0.1771992248	0.116602426	0.0151137998	0.0255511945	-0.0597978304	-0.1721221719	0.0795530237	0.0051596654	-0.065704746	-0.1302780809	0.0395993949	0.0523328615	0.0401481029	0.0219098132	0.0853104938	-0.122925247	-0.0831913423	0.0709266374	0.0030081193	-0.2275068948	0.0572900745	0.0677602631	-0.0795359971	0.1242052851	-0.0958808846	0.0711205047	-0.0931312866	-0.1076370145	0.0563866714	-0.0158612006	-0.0449559054	0.1605613288	0.1140706139	0.0024279201	0.0120190301	0.0598721202	-0.0581978472	-0.0586280351	-0.089806947	-0.0479654635	0.0729187661	0.0035105125	0.0251152359	-0.0407942624	-0.0835222903	0.1495342505	-0.0451666218	0.0333917697	-0.0221778052	-0.1839626286	0.0007436839	0.1440342395	0.1170999511	0.004503523791584	-0.0043276369942191	2.028172654136313e-05	1.872844195373373e-05	0.0214310059364635	0.0082967006536876	0.0004592880154487	6.883524173690025e-05	0.027370787356638	0.0096014832427187	9.2188480460208e-05	0.0007491600005222	6.302010224218148e-05	-0.0006910345966473	3.9715332866150076e-09	4.775288137635221e-07	-0.0002909953540095	0.0004319488473592	1.865798067349415e-07	8.467829605511422e-08	0.0001380089637379	-1.1763386634300018e-05	1.383772651080283e-10	1.9046474072008997e-08	0.0	0.0	0.0	0.0
