global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	c_comp_cor_07	c_comp_cor_08	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06
890.5378296249943	n/a	n/a	793057.6259931953	1328.327000777687	n/a	n/a	1764452.6209950454	852.7344982408497	n/a	n/a	727156.1244900736	976.8881801851802	940.0535681988192	n/a	n/a	n/a	n/a	-0.1661178204	-0.0079477426	0.148304403	-0.1677217144	-0.0796843719	-0.0223095802	0.1013579822	-0.0469924942	0.0025196647	-0.0629568074	0.0647461776	-0.1531503181	-0.1482602197	0.0771042055	-0.0769493013	-0.0745299863	0.1147422372	-0.2759949877	0.0233066891	-0.0673280306	0.030419868	-0.0303999972	0.0346782959	-0.0273863598	0.1964089344	-0.0216411215	0.1001839095	-0.0082667975	-0.1861694774	0.1535938339	-0.0907018117	-0.0729615946	0.2392138041	0.0661900448	-0.2214654498	0.135392932	-0.1614813363	-0.018061152	-0.0243698459	0.1942546949	-0.1332622754	0.0099081983	-0.0508465784	0.0170794329	-0.022101649	0.1590759264	-0.0699513332	0.0534540531	-0.0426561187	0.1257457022	-0.1855296583	0.098465867	-0.0896918314	0.1079389835	-0.1848003662	0.0403255385	0.0480739363	0.0316136148	-0.1753640587	0.0394460144	-0.1182696181	0.1120544917	-0.1945242134	0.0838623973	-0.1347452558	0.0627248632	-0.0715260506	0.0916336148	-0.1098100231	0.1226269578	-0.0709202791	0.1511724474	-0.1474756942	0.0608330679	-0.0735389767	0.1415363695	-0.1242390885	0.0826525678	0.1249256831	-0.070149609	-0.1091187353	0.153366806	0.1532882396	0.0221059184402747	n/a	0.000488671630088	n/a	0.0222092522209038	n/a	n/a	0.0004932508842117	0.0197728712069533	n/a	0.0003909664357667	n/a	0.0010710006911137	n/a	1.1470424803660232e-06	n/a	-5.7280333587428345e-08	n/a	3.281036615887072e-15	n/a	-0.0001069999897598	n/a	1.1448997808597305e-08	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0
890.6360397047371	0.0982100797427847	0.0096452197630841	793232.5552209379	1327.757033936715	-0.5699668409720289	0.324862199807634	1762938.741168423	851.0297281343643	-1.7047701064853982	2.906241115966236	724251.59816845	976.738394458031	926.5474242968772	1.491297	31.439686	0.0537546679740735	0.0272436054636502	0.1450038072	-0.0225867583	0.1410617602	0.0439087937	0.132532546	-0.1766502782	0.113838429	-0.0554459998	-0.0758863831	0.1698068323	-0.1395829977	-0.1455612278	0.0699201874	-0.1588630817	0.0026153678	-0.1616824052	0.0505489846	-0.1172443782	-0.0042835257	0.1366505642	-0.0334063553	-0.1376076076	0.0634912278	-0.0194076825	0.0395745955	0.0645551666	0.0944558663	0.0254122332	0.005824745	0.1084338429	-0.0834019179	0.1835916852	-0.0664690406	0.1397117297	-0.0775019817	-0.001850414	0.1657808922	0.1014173686	-0.1027334234	0.0999629256	-0.0732307471	-0.0155651244	-0.0302739306	-0.0088733618	0.1412164457	0.0980156245	-0.0331188387	0.1709829815	0.0942799772	0.0810017031	-0.3000993647	-0.0278659974	0.2132473193	-0.0717504141	-0.0567669392	-0.1706616421	-0.0350002135	-0.0063563852	0.1703279446	0.0326603463	-0.1479540308	0.0637850466	-0.1579998107	0.1148379688	-0.1512474735	-0.021381279	-0.0099246673	0.1292181252	-0.0685477315	0.1259617534	-0.0080260236	-0.0737172004	-0.1016646167	0.1103811568	-0.3523331188	0.083611716	-0.0855412471	0.0842518518	0.0951183259	0.0382906625	-0.0486955183	0.1531573254	0.1524510324	0.0221303087477906	2.4390307515900767e-05	0.0004897505652725	5.948871007202054e-10	0.0220089492896704	-0.0002003029312334	4.012126426069309e-08	0.0004843938488352	-6.117191186660875e-05	-0.0198340431188199	3.742002801416149e-09	0.0003933892664392	0.0008000211609256	-0.0002709795301881	6.400338579287448e-07	7.34299057809634e-08	0.0001068388230049	0.0001068961033384	1.1414534101072347e-08	1.1426776908952584e-08	-0.0004030429885633	-0.0002960429988035	1.624436506300364e-07	8.764145714056913e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0
891.980450785897	1.344411081159933	1.80744115514562	795629.1245842121	1330.8747895893298	3.1177556526147328	9.72040030941112	1771227.7055644428	854.4929563757491	3.4632282413848543	11.993949851925631	730158.212495768	977.7767857888806	928.738941389546	1.374416	28.975597	0.0509255607891341	0.0307105284450771	-0.0769120788	0.1273411431	-0.0760891038	0.0930442816	-0.1142471805	-0.1138773454	-0.0858223198	-0.093114658	-0.2309501855	0.0543510164	-0.0026105592	0.0025445121	-0.0168631865	0.0743125386	0.1417509943	-0.0620467991	-0.0906610903	0.1836330795	0.0126634859	0.0981797411	0.0531622454	0.0652770421	-0.0724661203	-0.047488676	0.0437393216	0.1624110954	0.0062120544	0.030468777	0.0222028993	-0.1094358597	-0.0289241008	0.1229044608	-0.0027963578	-0.0265545046	0.1465579612	0.1039207349	-0.0158664214	-0.1605410597	-0.1325000192	-0.0375301241	-0.0332855914	-0.0913503504	-0.0125542112	-0.2028172373	0.0335341911	-0.0871807828	-0.1354713297	0.2052924926	0.0117529433	0.0525167517	-0.0159103128	-0.1565170497	0.0267054463	0.0192750732	-0.043244598	-0.0660762875	-0.0173992225	-0.0774190726	-0.0484022524	0.1805708347	-0.0858637601	-0.1242316494	0.0243889846	0.2066408984	-0.1544578268	-0.0653849198	-0.0004229092	-0.0629364013	0.0954962357	0.1752468942	-0.1510675753	-0.0660927247	0.1609231178	-0.0163226261	0.0216385096	0.1053097368	0.1904828423	-0.1147806017	0.0574951769	-0.0575634897	0.2386099918	0.1527386503	0.1507811905	0.0221694056744752	3.9096926684599465e-05	0.0004914825479594	1.5285696761809454e-09	0.0207516358007922	-0.0012573134888781	1.580837209315066e-06	0.0004306303884087	0.0288937513167297	0.0289549232285963	0.000834848865153	0.0008383875791739	0.0010640166283016	0.000263995467376	1.1321313853023054e-06	6.96936067950727e-08	0.000128353608422	2.1514785417100008e-05	1.647464879494811e-08	4.6288599154385916e-10	-0.0002750686984569	0.0001279742901064	7.566278887077298e-08	1.6377418928237032e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0
892.2093570725123	0.2289062866152562	0.0523980880519858	796037.5368477457	1326.48434762179	-4.3904419675398	19.275980670334757	1759560.7244856055	853.8865393233626	-0.6064170523865187	0.3677416414251537	729122.2220376285	979.389079902562	933.8924290816532	1.424731	30.036329	0.0313362619530208	0.0175130556665423	0.1085317517	-0.1286111443	-0.0655032251	-0.0088736576	0.179696872	-0.1537140578	-0.2038426121	-0.0757823235	-0.1081088559	-0.0171477777	0.0719713049	5.75727e-05	0.0579504702	-0.1323305993	-0.0880919177	0.0601325157	-0.0956780318	0.0342084948	0.0125985192	-0.2342382916	-0.1333155797	-0.2251407825	0.1712288807	0.0630497653	-0.0181662819	-0.0170826143	0.0609040058	0.01505035	0.2921641205	-0.0053729491	-0.1150953675	0.0799225697	0.12861292	-0.1139965542	0.0619042177	-0.0724293584	0.0414305391	0.1594556915	-0.0479778257	-0.119081781	-0.0250892384	-0.1057750629	-0.0648377804	-0.1436648524	-0.0045971637	0.0213579662	0.0066365311	-0.1052357222	-0.0601277444	-0.1180533817	-0.2985435142	0.073194157	-0.0463155678	0.1145931932	0.1232974356	0.0380919193	-0.2064367363	-0.0076398345	0.1323170305	-0.0899288574	-0.0980327015	-0.1925546209	0.0055278124	0.1503720054	-0.1606617133	-0.0207685015	0.0314709386	0.0403326851	0.0750081762	0.128960219	-0.0156715153	0.094239514	-0.0583628963	-0.0356366219	0.1065055906	-0.0291417987	0.1923577954	0.0553617996	-0.129432873	0.2517897081	0.034480778	0.1521113526	0.148287834	0.0221781639580882	8.75828361299874e-06	0.0004918709565518	7.670753184572227e-11	0.0233387283107191	0.0025870925099268	6.69304765491986e-06	0.0005446962391615	0.0290578137574755	0.0001640624407458	0.0008443565403641	2.6916484463469304e-08	0.0012179846221429	0.0001539679938412	1.483486539776583e-06	2.3706143127514573e-08	-5.730876304710364e-05	-0.0001856623714691	3.2842943219890714e-09	3.4470516179531435e-08	-0.0005069653075212	-0.0002318966090642	2.5701382303006485e-07	5.3776037295520776e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0
892.2203258649845	0.0109687924722265	0.0001203144082987	796057.1098866191	1338.1932761817457	11.708928559955666	137.09900802214543	1790761.244418034	852.9679608906785	-0.9185784326841712	0.8437863369925086	727554.3423060019	979.8426312493734	929.252750806841	1.419075	29.917103	0.0293824217820949	0.026409639695523	-0.0612236757	0.1346221122	-0.1513582436	0.1450671055	-0.1814847549	0.008623239	-0.217668866	0.1336022162	-0.0303376567	-0.0621273713	0.022301452	-0.0752758279	0.1177463561	0.1008561799	0.001263418	0.0654265775	0.0040466218	0.0289582098	-0.0132242837	0.0585845888	0.0554692164	0.1339488451	-0.171486965	-0.0572735881	0.0790467253	0.0997691496	-0.0556852818	-0.0104956285	0.1136362042	-0.0945479106	0.0477114333	0.0796392458	-0.0360317371	0.0990979472	0.1184166877	0.1729492445	0.0003595921	-0.1816093176	0.0205037932	-0.1857168025	0.0050309197	-0.0297697925	-0.0721387112	-0.0539775484	-0.0253285969	-0.0855614555	-0.2037330384	0.1978295721	-0.0461553741	0.1060922465	0.1310060908	-0.1420449106	-0.0667124918	0.0375642681	-0.1922336724	0.0253057793	-0.1261454343	0.0469390162	-0.0764700459	0.0981109209	0.0389493262	-0.1240592414	0.1028587517	0.1645819273	-0.1588074553	0.0003178305	0.0419498997	0.0408637297	0.0204946682	0.0236516332	-0.1036844741	-0.0039141441	0.0745076634	0.1333875473	0.0450440768	0.0697866499	0.1165387983	-0.0010340334	-0.0893232269	-0.1669556677	-0.0092692704	0.151276289	0.1449845808	0.0221024953875996	-7.566857048859829e-05	0.0004885203023588	5.725732559787968e-09	0.0209554822665296	-0.0023832460441894	5.67986170714489e-06	0.0004391322370228	0.0289989609477174	-5.885280975810245e-05	0.0008409397360472	3.4636532164233992e-09	0.0011879995600795	-2.9985062063399943e-05	1.4113429547490856e-06	8.991039469459463e-10	-5.6999955559300375e-05	3.088074878032643e-07	3.2489949337622182e-09	9.536206452336323e-14	3.3910080772222094e-08	0.0005069992176019	1.1498935779786263e-15	2.57048206649012e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0
890.9932839455369	-1.227041919447629	1.5056318720817217	793869.0320360521	1324.2027137792852	-13.990562402460457	195.73583633714009	1753512.8271804235	852.9961952523009	0.0282343616224807	0.000797179176229	727602.5091149015	979.1739960006888	937.3039888277802	1.427831	30.10169	0.0762256665027991	0.0367974278323342	0.0689841303	-0.1731435048	-0.1461909724	-0.0653431554	0.1519532299	0.0883873407	-0.2096470402	0.0963801796	0.0989906405	0.0776507704	0.0496492275	-0.0380999268	-0.000976294	-0.1204109411	-0.1946650291	0.0661499109	0.0657416925	0.0066172738	0.1005817232	-0.0085047248	-0.0848897449	-0.0122544583	-0.0515444874	0.1053806484	-0.075446858	0.0274611231	-0.1179924409	-0.0416207659	-0.1088781641	-0.0188458705	-0.042338491	0.0040465746	0.0869475636	0.0107244071	0.0855336985	0.0817752022	0.0087264287	0.1644816619	0.0782639537	-0.1432621837	0.0447216794	-0.0858255785	-0.0852247897	0.0320184833	-0.0812543165	0.0371065385	-0.0679795108	-0.0082690333	-0.1519017959	-0.2441223836	-0.0676255518	-0.0004185158	-0.0357211821	0.0104148168	-0.005528317	-0.0089118782	-0.0286537864	-0.0021080091	0.0822367681	-0.1856974004	0.0094580923	-0.1589094138	0.0986713568	0.0954213222	-0.0878399095	0.0181930526	0.0074084223	0.0525970311	-0.0390673674	-0.0438082775	-0.0642473014	-0.0344372089	0.0156223079	-0.0434676025	0.0594222215	0.0067314735	-0.0958203106	0.0703072963	0.1025477961	0.0657755525	-0.0131474907	0.1502346003	0.1408894722	0.0091396761106778	-0.0129628192769218	8.353367940809447e-05	0.0001680346836061	0.0176607284594467	-0.0032947538070829	1.0855402649287271e-05	0.0003119013297183	0.0428933473776282	0.0138943864299108	0.0018398392492578	0.0001930539742636	0.0007310195082913	-0.0004569800517882	5.343895215024539e-07	2.0883076773234606e-07	0.0001489057257588	0.0002059056813181	2.2172915163754956e-08	4.2397149599071116e-08	-0.0002585544965906	-0.0002585884066713	6.68504277072186e-08	6.686796406483898e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0
891.3211542038708	0.3278702583339736	0.1074989062999866	794453.3999313205	1332.227890744734	8.025176965448736	64.40346532676898	1774831.1528781627	853.0425068894477	0.0463116371468004	0.0021447677352169	727681.5185602335	978.9827605708016	925.9541055334306	1.407628	29.675774	0.0455819452299683	0.024663877098772	-0.0291362022	0.1365333133	-0.1554262981	0.0794755679	-0.1705543866	0.210331251	-0.1387245604	-0.0155636263	-0.1024145504	0.086902437	0.009822787	-0.056423883	0.1405187634	0.1064313934	-0.0593737769	0.0841222986	-0.0987849055	-0.0501083204	-0.1358311641	-0.0544046096	-0.0587077522	0.2278192018	-0.0913817886	-0.0715936235	0.0613242103	-0.0676488967	-0.1348242329	-0.0581039449	0.049716921	0.0500058692	-0.0680230506	-0.0964826863	0.0987614666	0.0439715117	0.35520462	0.0675271954	0.0128249072	-0.1732732096	0.1903157706	-0.0115401755	0.100070268	-0.0544036598	0.0221467038	-0.0512851754	-0.0022999466	-0.0432875407	-0.1830660909	0.0338227667	-0.1622922701	0.1228297782	0.0725874607	-0.016858686	-0.0517516842	0.0098823906	0.1220448806	0.1283895075	-0.0292822564	0.0868580111	-0.0626758713	0.0598437859	0.1439204092	-0.0441097979	0.1490566441	0.0728227174	-0.1397414147	-0.0381010085	0.0648844722	-0.0386542841	-0.0194279041	-0.0492916102	0.026604264	-0.0172408471	-0.065733866	0.0343100871	0.1972441998	0.0247864278	-0.0346568528	-0.1547725676	-0.1620366405	-0.1357721002	-0.120954195	0.1489877092	0.136024874	0.0126003209842764	0.0034606448735986	0.0001587680889067	1.1976062941164272e-05	0.0012956281203315	-0.0163651003391152	0.0002678165091093	1.678652226193736e-06	0.0289666817089084	-0.0139266656687198	0.0008390686492252	0.0001939520166482	0.000729993615206	-1.025893085299925e-06	5.328906782415256e-07	1.0524566224661994e-12	-5.7083682593495055e-05	-0.0002059894083522	3.2585468184348903e-09	4.2431636353328566e-08	-0.0002289791110575	2.9575385533099996e-05	5.243143330068292e-08	8.747034294315002e-10	0.0	0.0	0.0	0.0	0.0	0.0	0.0
892.1590269966823	0.8378727928114813	0.7020308169337115	795947.7294516669	1325.3860350248349	-6.841855719899058	46.81098969191546	1756648.1418388528	852.4526086258562	-0.5898982635915218	0.3479799613882924	726675.4499530272	979.174362965863	935.348764458614	1.364268	28.761658	0.0246203668568133	0.0144620783176783	-0.0500841862	-0.1686736181	-0.0163451888	-0.0996311571	0.0932588448	0.0946592249	-0.1297878224	0.0052593034	0.0375023625	-0.1152814984	-0.0928677965	0.0735402857	-0.0272323938	0.0606215754	-0.2165254721	0.0162018253	0.0361755349	-0.0004690304	0.0430305632	0.0733827904	0.07304416	0.0253609123	-0.0997274543	-0.1274480239	0.0187655988	0.1592398922	-0.2142064557	-0.0573135654	-0.1475081868	-0.0049711109	0.0331153869	-0.0582720869	-0.0345995322	-0.0831743602	-0.0273169293	0.0548250362	-0.0928171524	0.1183773745	0.1573550993	-0.0234017337	0.0361135531	0.023346194	0.0396966061	-0.0656005384	0.1036096181	0.0164396973	0.1229025109	0.1637888674	-0.1065734905	-0.0086760469	0.1379638408	-0.1156706527	0.0568464144	-0.0333321146	-0.0534528346	0.0616333937	-0.0199961185	0.0264450707	-0.0755598567	-0.2212324138	0.0509009011	0.0048704073	0.0831731013	-0.0114474468	-0.0322101221	0.1140502876	0.1609920563	-0.228530104	-0.0875162707	0.0233336791	-0.0081169972	0.0290527582	0.059971478	0.1089798383	0.0253576624	0.0089729096	-0.112554692	-0.0151569293	-0.0115848858	-0.0272683608	-0.0856430396	0.1475373187	0.1304173552	0.0157083990141018	0.0031080780298254	0.0002467537995862	9.660149039483346e-06	0.0039843980995897	0.0026887699792582	7.229484001360143e-06	1.5875428216014015e-05	0.0289883045238212	2.1622814912802824e-05	0.0008403217991657	4.67546124753328e-10	0.0004970058198367	-0.0002329877953693	2.470147849515503e-07	5.4283312791046846e-08	4.793362223254327e-05	0.000105017304826	2.297632140332166e-09	1.1028634312925053e-08	-0.0002670119315185	-3.803282046100002e-05	7.129537157324016e-08	1.4464954322186616e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0
892.1640598460906	0.0050328494082805	2.5329573166429646e-05	795956.7096810588	1334.0653619720606	8.679326947225718	75.3307162568385	1779730.3900136452	853.2421316486516	0.7895230227953789	0.6233466035239523	728022.1352203349	979.3244958014544	939.213102021722	1.347815	28.414793	0.0344201672839142	0.0170178980105159	0.1178678587	0.1020062461	0.0934826128	0.1470507163	0.0183838983	0.0960631628	0.0479898947	-0.0340645782	0.0857318417	-0.2065981645	0.0437471044	-0.1056085656	0.1372910017	-0.0229126299	-0.0353552444	-0.0345348262	0.0382816216	0.0644611917	0.0252616331	0.0920099389	0.0540239213	-0.0764914338	-0.0009933338	-0.1380207219	-0.1217624521	-0.0838741896	-0.0745650828	0.1120030564	0.1924582918	0.0727115473	-0.0497728295	-0.1531843829	-0.2148689485	0.0055650833	-0.125990375	0.0196138202	0.1672958067	-0.0811885167	0.0974335822	0.0653989396	-0.0395603706	0.1086056162	-0.0484209837	0.0310729193	-0.0531611651	-0.0043764445	0.0686019825	0.1589882438	0.0055396326	-0.2243875106	0.1193636957	0.098202086	0.0067842169	0.012977476	0.1369278893	-0.0175099266	-0.014716841	0.0953643362	0.0676758435	0.0274459433	0.1701094795	0.0773805858	0.0601696795	-0.0632956927	-0.0544302845	0.1333782907	0.1453011262	-0.0823246807	-0.0832351307	-0.0859684589	-0.0160931122	0.1140222831	0.1172658953	-0.1414517221	-0.1251387948	-0.0393078711	-0.0119733942	0.1033432585	-0.1627186169	-0.016924191	-0.0382485739	0.1458854101	0.124097542	0.0126075534336536	-0.0031008455804482	0.0001589504035824	9.615243313785144e-06	0.0135290718023526	0.0095446737027629	9.110079609221364e-05	0.0001830357838332	0.0178134078330032	-0.011174896690818	0.0003173174986248	0.0001248783160504	0.0004419903750112	-5.501544482549995e-05	1.9535549160254125e-07	3.026699169347629e-09	-5.707056175285885e-05	-0.0001050041839854	3.2570490187868753e-09	1.102587865444018e-08	-0.0003189873289053	-5.197539738679996e-05	1.0175291600213805e-07	2.7014419335157722e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0
890.9734481827787	-1.19061166331187	1.4175561328142576	793833.6853667106	1323.7805567837215	-10.284805188339078	105.77721776208642	1752394.9625186198	853.2817551704302	0.0396235217785942	0.0015700234781387	728089.75370673	978.0587535031394	937.0154497550208	1.462275	30.827848	0.0293558608537184	0.0152116423583097	-0.1263352716	-0.1163541774	0.0958178774	-0.138871729	-0.0470785953	0.0501593769	-0.0230541686	0.0400147295	0.1519752641	-0.0739597318	-0.0759692742	-0.12990109	-0.1719926807	0.0135120775	-0.0992499677	-0.0005563756	0.0624021587	0.0165301739	-0.179265708	0.2081155466	0.0602378395	0.0528008942	-0.0528580238	-0.0212044301	-0.022739493	0.0095601176	0.0759712558	-0.0020801594	0.0003064823	-0.2219299968	-0.2016273773	0.0313981954	-0.0046604981	-0.0298754321	0.0500352365	-0.0012859923	-0.1140578147	0.0692254544	0.0866166364	0.0375551805	0.1151488756	0.1543941047	0.0041389671	-0.0340340848	0.0834972023	0.0136534753	-0.0562556147	0.2190078611	-0.0132769789	-0.0346630239	0.125162908	0.0402082865	-0.1386395231	-0.1547650307	-0.0938392667	-0.1274253573	0.1183859949	0.0046025299	-0.0872591253	-0.1571438575	0.0080072157	0.1559863263	0.0577516524	-0.0780445521	-0.0503386666	0.0957672028	0.1127666935	-0.0543990329	0.0305952497	-0.214349124	0.0020443991	-0.1424721767	0.0952924058	0.0498063523	-0.1555928121	0.1667957446	0.0592483325	-0.0844940527	0.1066230206	0.0515797515	0.0278173703	0.1440342395	0.1170999511	0.0145304988969598	0.0019229454633061	0.0002111353981945	3.697719254849894e-06	0.0155594652110124	0.0020303934086598	4.122497393929164e-06	0.0002420969576527	0.0243123417931201	0.0064989339601168	0.0005910899634654	4.22361426179607e-05	0.0007049876508891	0.0002629972758779	4.970075879061316e-07	6.916756711919624e-08	-5.7152806058669015e-05	-8.224430581016406e-08	3.266443240379833e-09	6.764125838195786e-15	-0.0004339795691543	-0.000114992240249	1.8833826644335186e-07	1.322321531748374e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0
