global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	c_comp_cor_07	c_comp_cor_08	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07
837.2449012733119	n/a	n/a	700979.0247081579	1252.2689751128448	n/a	n/a	1568177.5860301747	802.6622388088032	n/a	n/a	644266.6696095602	918.9957739706258	877.0072362741641	n/a	n/a	n/a	n/a	-0.0077055803	-0.1123795661	-0.0696389502	0.1787218172	-0.0648312688	-0.1341796098	0.0205139536	-0.0085539396	0.0212055136	-0.1702222959	0.0188433872	-0.1142921305	0.0960780907	-0.1499667984	0.0839693286	-0.2853155608	0.1293165062	-0.0165636117	0.0066363683	-0.1193452814	0.0733704343	-0.0405626621	0.1073697734	-0.1070065657	0.0831873328	-0.0870980999	0.0777771294	-0.0607410632	0.0824085814	0.1056941103	-0.04472985	0.1096815881	0.0234811831	0.0583597269	-0.0915553136	0.1173765469	0.0557084538	-0.0370425901	-0.1145499752	0.1382350283	-0.0239316783	0.0630713492	-0.2274213093	0.0427562739	-0.0401121009	-0.0722678144	0.0353025107	-0.0036527032	0.0065055927	-0.2445613054	0.0439334847	-0.150311212	0.0411332733	-0.0235781192	0.0372646298	-0.0302474643	0.0398396639	0.0015431645	-0.1258310552	0.1172981051	-0.0835405901	0.0981671206	-0.1390733517	0.0773842169	-0.0669610931	0.0200902251	-0.020175195	0.0586586942	0.1471124979	-0.1897313654	0.0133415005	-0.1835821873	0.129983466	-0.0469893209	0.0013497019	-0.0582454694	0.1792598526	-0.0328252988	0.1252714266	-0.0252908621	-0.0573166687	0.0274910984	0.153366806	0.1532882396	0.0050506445266762	n/a	2.5509010134844257e-05	n/a	-0.0195274569004624	n/a	n/a	0.0003813215729994	0.0601169487775479	n/a	0.0036140475303223	n/a	0.0002599997024636	n/a	6.759984528116053e-08	n/a	9.899994343176566e-05	n/a	9.8009887994928e-09	n/a	-1.2866468564838238e-08	n/a	1.6554601332997052e-16	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
837.9442481677756	0.6993468944637016	0.4890860787960237	702150.5630374588	1256.599391954835	4.3304168419902	18.75251002539237	1579042.031861261	805.0614272212215	2.399188412418312	5.756105038282298	648123.9015994701	920.6794873739929	846.5933377545093	1.517956	30.871857	0.0647122814285609	0.0329543807201107	0.0695130569	0.1330451905	-0.0280505898	-0.142662664	0.0103420459	0.0606547742	0.162059225	-0.1333383207	-0.0027150851	-0.0416390841	0.0799790717	0.170012624	-0.0924683919	0.1006589811	-0.1065721079	0.0577594188	0.1654265319	-0.0849701133	0.0094419068	0.2141298194	0.0569339284	0.044119094	0.1236138529	0.0945086057	0.0050057607	0.0313269476	-0.0780534096	0.0957530901	0.0157162401	-0.0916574387	0.0615749769	-0.0233764053	0.2151538087	-0.0511434479	-0.0300242386	-0.0650980382	-0.2714582975	0.0346716008	0.1412979635	-0.1783135358	0.0471988859	0.1177725481	0.0805220121	0.1023143842	-0.0965108352	0.0376604839	-0.1047226941	0.0158325941	0.0959026648	-0.1068356317	0.1359576025	-0.1392580918	0.0872775379	0.2306039705	0.0244381854	0.009954975	-0.011761146	0.0605835253	0.1211135552	-0.149412039	0.0692588146	-0.1257203136	-0.1434915015	-0.0988467365	-0.0120754181	-0.0378169639	0.1610181717	0.0601931784	-0.0177128006	-0.0485707678	0.0828920751	-0.0562572569	-0.0146595138	-0.1951507001	0.1303403398	0.1102785422	0.0228943114	0.0793023057	0.0221799664	-0.0033479592	-0.0363546433	0.0152400506	0.1531573254	0.1524510324	0.0040937745249038	-0.0009568700017724	1.675898986075133e-05	9.156002002919132e-07	-0.0044724506746547	0.0150550062258077	0.0002266532124591	2.0002815037219284e-05	0.0361157972963042	-0.0240011514812436	0.0013043508143477	0.0005760552724256	-2.499996369600837e-05	-0.0002849996661596	6.249981848017364e-10	8.12248097110882e-08	1.2920917669134724e-09	-9.899865133999874e-05	1.669501134125579e-18	9.800732967138636e-09	-0.0001099996233637	-0.0001099867568951	1.2099917140155856e-08	1.2097086692309565e-08	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
838.8575456598279	0.9132974920522656	0.8341123089889582	703681.9819104302	1250.6473539853423	-5.9520379694927215	35.42675599028304	1564118.804030538	805.978018343928	0.9165911227065636	0.8401392862244785	649600.5660536052	920.247584757914	872.4643417058257	1.482907	30.159048	0.0272429143618545	0.0151442670955482	-0.0999818283	-0.0912046075	0.0303263612	-0.005667659	-0.0678472698	-0.0721368325	-0.1074798683	-0.0425253913	0.0007518549	0.0539468445	0.2531236416	-0.0501314113	0.0213977416	-0.083291753	0.0742949398	-0.0087591146	0.0842738634	-0.0985659755	0.0615794167	0.2302403288	-0.1154925454	-0.1447644225	-0.0660476286	0.2196399553	0.0497726299	-0.1372844377	-0.0704678958	0.02553197	-0.0265557949	0.0062060252	-0.0234496653	0.1893734928	-0.0516373696	0.1014446763	0.0151158553	0.0187083224	0.1142299241	-0.1154615537	-0.1150297292	0.0187414667	-0.0278764544	0.1349900355	0.0166474434	0.0357060811	0.0819376132	-0.0628196948	-0.0239453508	0.1312952179	0.1532215759	0.1930771373	0.051322132	0.0328064163	-0.0751928849	-0.1787072439	0.0074221519	-0.109201405	0.283918211	0.1377371424	0.0645799103	0.1661934835	-0.0998794677	-0.0425553418	-0.0453392775	-0.0920771814	0.0158423117	0.0588666333	0.0351874373	-0.0966957815	0.0712764482	0.0015626805	0.110592944	0.2155497441	0.0879321374	-0.0327723272	0.0101290795	0.0369871985	0.1861117965	-0.12943839	-0.0294837607	0.0058478112	-0.1105995955	0.006009871	0.1527386503	0.1507811905	0.0001973590384096	-0.0038964154864942	3.8950590041961963e-08	1.5182053643391832e-05	0.0043531484068921	0.0088255990815468	7.789119914819972e-05	1.894990105242723e-05	0.0336954759605703	-0.0024203213357339	0.0011353851002093	5.85795536820874e-06	0.000211999559941	0.000236999523637	4.494381341517765e-08	5.616877420416889e-08	-1.1142187616997036e-08	-1.2434279383910509e-08	1.2414834489236208e-16	1.546113037971419e-16	-0.0001050000121185	4.999611245200001e-06	1.1025002544885146e-08	2.4996112603130303e-11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
839.0607515056466	0.2032058458187293	0.0412926157749052	704022.9447172205	1256.9537108109294	6.306356825587045	39.77013641162832	1579932.6311213654	804.0322360532214	-1.9457822907066884	3.786068722827768	646467.8366127431	920.5837572403536	860.6508115810387	1.395629	28.384007	0.0173566711557775	0.0118885707619003	0.0892380709	0.0968096092	-0.1474196807	-0.0232343607	0.1094701725	0.0487389355	0.1353334063	0.0672256515	-0.0640868929	-0.0756881558	-0.0493226923	-0.0708256712	0.062857366	0.0890222222	-0.0314338379	-0.12889201	0.1573154079	-0.1531282747	-0.021581377	-0.1470049779	0.0901670956	-0.1038692933	-0.0809451162	0.1495123917	-0.0259765292	-0.0233480624	-0.0444910927	0.0252188678	-0.0577297628	-0.1442061252	0.0510990167	0.0258779193	-0.0290424605	-0.154889934	-0.045889391	0.082017374	0.1602392594	0.1306365946	0.0860884067	0.1113701574	0.0534877171	0.0804127353	0.0216271277	-0.0180699617	0.0192589178	-0.050385586	-0.1097417282	-0.065263026	0.1512954192	-0.1470463248	0.0743146561	0.0270812891	-0.0524997809	0.0638808897	0.0298741868	0.1800106873	-0.0131751071	0.1968256604	-0.0706213267	-0.0960628252	-0.1012677172	-0.0837995707	0.0701166243	-0.17273956	0.0037010994	-0.0277572176	0.0912941667	0.0193158146	0.0429022619	-0.0837240235	0.1494020193	0.017650718	0.0116205124	-0.1385071425	-0.1974869476	0.0297126659	-0.0456206783	0.0817478772	-0.0397242353	-0.160674156	0.2255424356	0.048975186	0.1521113526	0.148287834	0.0001959984528951	-1.3605855145000037e-06	3.8415393537272734e-08	1.851192942267239e-12	0.0027008261271959	-0.0016523222796962	2.730168915980448e-06	7.294461769344004e-06	0.0337479285161208	5.245255555050288e-05	0.0011389226791291	2.7512705837785902e-09	3.999998993786966e-06	-0.0002079995609472	1.5999991950296744e-11	4.326381735423338e-08	-3.206324095117452e-13	1.1141866984587525e-08	1.0280514202930748e-25	1.2414119990224148e-16	-2.323704955938064e-13	0.0001050000118861	5.399604722251121e-26	1.1025002496087338e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
840.1838274519313	1.1230759462846436	1.2612995811231476	705908.8639117767	1253.7416254562168	-3.212085354712599	10.317492325959163	1571868.0634015964	804.2404020989549	0.2081660457334919	0.0433331025963182	646802.6243682886	920.152397752718	873.6138551981518	1.362891	27.718189	0.0522134830204324	0.0311048377880623	-0.0336119831	-0.1191639681	-0.0492978982	0.0850055705	-0.0315913143	-0.0619591578	-0.1388124277	-0.0500490356	-0.0623693198	-0.0691107936	-0.0110357738	-0.1957243451	0.1255350098	-0.0920674005	0.0871117571	-0.076247061	0.0685890602	-0.068281294	-0.0657165092	0.0364369261	-0.0889026709	0.189063276	-0.195490106	0.0998140438	0.020136645	0.0091576922	-0.0381779811	0.0812297418	-0.0682982206	0.1136649219	-0.2163892017	-0.0235688341	-0.0835172022	-0.0819066555	0.1884878594	0.0489390675	0.0866145509	-0.061849268	-0.0997415903	0.1308247963	-0.1369767599	0.0520231936	-0.010072111	-0.0344873141	0.0058046688	-0.0735033118	0.0611317777	0.0050482629	0.0278341944	-0.0122417154	-0.08093588	-0.0633174922	0.0054412192	0.002231536	0.0785124134	-0.1359303898	0.0267391874	0.2074858602	-0.0658286392	0.1722934776	-0.072809899	0.0055846766	0.0752104803	-0.1258660046	-0.0262111425	0.0028955383	0.0549355052	0.0244485249	0.0936272449	-0.1304619324	0.1224803953	-0.0547477772	-0.0053711709	0.0135808925	0.0164592064	-0.1054882629	-0.0075778233	-0.2634649906	0.0075496667	-0.0672548853	-0.0641001213	-0.0623137089	0.151276289	0.1449845808	-0.0031441541777752	-0.0033401526306703	9.885705493621243e-06	1.1156619596173726e-05	0.0189308024231138	0.0162299762959179	0.000263412130566	0.0003583752803829	0.0270045643113405	-0.0067433642047803	0.0007292464936453	4.547296079831228e-05	0.0005219997740339	0.0005179997750401	2.724837640914427e-07	2.683237669416077e-07	1.7497336912697392e-11	1.7817969322209137e-11	3.061567990364427e-22	3.1748003076718594e-22	4.690825473278176e-12	4.923195968871983e-12	2.2003843620755426e-23	2.423785854791734e-23	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
839.5992214073152	-0.5846060446160664	0.3417642274016421	704926.8525877699	1260.747553741877	7.005928285660275	49.08303114381472	1589484.3942661271	803.9488103217158	-0.2915917772390912	0.0850257645534518	646333.6896177022	921.5806195062536	864.323310793959	1.367996	27.822018	0.0467272291632993	0.0300386350331126	0.0805268908	0.0923331159	-0.0950107672	-0.112967794	0.1180632004	0.1219104201	0.0563190629	0.0591715618	-0.1173452899	-0.1599105408	-0.1308186088	0.0836949668	-0.0496652286	0.0786604055	-0.0580964391	-0.1903682709	0.0566273989	-0.0059806654	-0.0212479282	0.1063953066	-0.1328279259	-0.0929150839	-0.0526698224	0.0134597383	-0.0522526293	-0.0556285719	-0.0307868852	-0.0144919211	-0.1355815399	0.1164113254	0.1009212155	-0.0052400449	0.0090982953	0.2243300161	-0.2622659316	-0.0181993848	-0.0445062647	0.1275191887	0.1058746791	0.160220283	-0.0154547064	0.0021440744	0.0712640116	0.0501039761	-0.0148701206	0.114571564	-0.1819482091	-0.0448892935	-0.0136458687	-0.0779991594	0.0591397541	0.0301344532	0.0141007906	-0.0066881551	0.1748243164	0.0164665579	0.1221085841	0.0301266353	-0.1584844414	-0.1316444583	-0.001930016	0.0811332863	0.1092612451	-0.1014288292	0.0967308912	-0.0446449736	0.0865536707	0.012323701	-0.0432315293	-0.0360452457	0.0127116562	-0.0489182095	0.015195676	0.0001423544	-0.2098523309	0.100440668	-0.0238432695	-0.0038271436	-0.0206694877	-0.2376348219	0.0699283874	-0.0837062487	0.1502346003	0.1408894722	0.0001959933110526	0.0033401474888278	3.841337797736122e-08	1.115658524712266e-05	0.0095363112204012	-0.0093944912027126	8.825646495784446e-05	9.094123169234982e-05	0.0337471653091228	0.0067426009977822	0.0011388711664012	4.546266821529486e-05	-2.299999109888708e-05	-0.0005449997651327	5.28999590548885e-10	2.970247439947932e-07	9.734435479913373e-13	-1.6523893364706055e-11	9.475923411259631e-25	2.7303905192817683e-22	-3.132026942350352e-12	-7.822852415628528e-12	9.809592767608496e-24	6.11970199167051e-23	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
839.0449513942286	-0.5542700130865796	0.3072152474069972	703996.4304601435	1254.1082687026344	-6.639285039242623	44.08010583231091	1572787.549628319	805.6938273657423	1.7450170440265538	3.0450844839431714	649142.5434552586	921.405054631124	878.0345720091044	1.419005	28.859428	0.0224994335544051	0.0168961946273788	-0.1044712171	-0.1167045202	0.0076623259	-0.0664606123	-0.0746930927	-0.0323787883	-0.1529676849	0.010192147	-0.0356436064	-0.0008202518	-0.063762594	0.0014431082	-0.0459701002	-0.1182277281	0.1079676231	0.0051216079	0.0236435014	-0.0233660457	-0.0163937932	-0.0898252225	-0.020044397	0.0284992792	0.0223323177	-0.1044101373	0.1156453717	0.0518663315	-0.1208431418	0.0497979909	0.1770039108	0.0783689062	-0.0710338157	0.1110621532	0.1451755688	-0.0925017639	0.126277543	-0.1516038994	-0.0087324907	-0.1014841599	-0.1229135178	0.04813484	-0.0993061766	-0.0646390648	0.0235187773	0.0478991419	-0.1373441948	0.0224975813	-0.0268626613	0.019963131	0.0599699448	-0.0043026232	-0.1095982411	-0.0393637435	-0.1199846978	-0.0045185457	0.0242956458	-0.1204960013	-0.0745625142	0.0763999601	-0.0115386691	0.1198158906	0.0841672129	0.1851168114	0.0468767774	0.0408300299	0.1251266579	-0.0247101413	0.0262774386	-0.0627764635	0.0871586197	0.1092288794	-0.0191685674	-0.0254798923	-0.0034313525	-0.0483153	0.0748539776	-0.2869418488	0.1355663732	-0.1044475547	-0.2012167288	-0.0920545981	0.0124920591	-0.1405818242	0.1489877092	0.136024874	0.000195453181476	-5.401295766000109e-07	3.8201946149090196e-08	2.91739959518107e-13	-0.0010104323411326	-0.0105467435615338	0.0001112337997527	1.020973516006707e-06	0.0337450144171072	-2.150892015599648e-06	0.0011387259980107	4.626336462770317e-12	0.0002159999581917	0.0002389999492905	4.6655981938816155e-08	5.71209757609032e-08	2.3365309687051194e-11	2.2391866139059857e-11	5.459376967718084e-22	5.013956691895754e-22	4.611103802932247e-12	7.743130745282599e-12	2.1262278281416232e-23	5.995607373854065e-23	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
838.6260046017615	-0.4189467924671817	0.1755164149185398	703293.5755943137	1260.8115860196303	6.703317316995936	44.934463052337584	1589645.8554413358	804.746364890091	-0.9474624756513776	0.8976851427674374	647616.7118038154	922.569458080612	866.1304579216817	1.413616	28.749815	0.0227558093929863	0.0167043551736921	0.1018914442	0.0735355507	0.0619675085	-0.1710267187	0.0966878937	0.0664036996	0.1297136067	-0.0165256537	0.0291523563	0.1281970036	-0.0975152496	0.2360819364	0.0457537496	0.008415001	-0.1557219138	0.0897773122	0.1331934121	0.0275126268	-0.0206293354	-0.004500832	0.0602818413	0.0568421549	-0.0389257327	-0.1772398796	-0.0065895263	0.1023307019	0.0031469664	-0.1318278468	0.0225135811	-0.0128680204	0.1262164244	0.0057377281	0.1253977155	-0.0956190263	-0.0390315658	0.1196724122	0.0199899693	0.1153299739	0.0571996402	-0.1366885916	0.0896145079	-0.0909746952	0.0580195227	0.012070143	-0.1138557451	-0.0361969798	-0.2171472139	-0.0506195198	-0.0119288598	-0.0961036809	-0.0783016343	0.0413251299	0.2247121887	-0.0026291144	-0.0678069889	0.0628623989	-0.153386751	-0.1107676821	-0.00583823	-0.1338422904	0.1807333521	0.009316454	0.0157746113	0.0408004259	0.2314026664	0.0042870099	0.0292016195	0.0178304596	-0.0044353832	0.0303276487	0.014914708	-0.0309539242	0.169628603	0.0747594346	-0.1217143423	0.156974189	-0.1525271953	0.0320731833	-0.0635077119	-0.0620377746	0.0531642696	-0.1401093126	0.1475373187	0.1304173552	0.0001945616137675	-8.915677084999902e-07	3.785422155181385e-08	7.948929788399235e-13	0.0148876250341771	0.0158980573753097	0.0002527482283086	0.0002216413791582	0.033688148275786	-5.686614132120044e-05	0.0011348913342513	3.2337580287627396e-09	0.0003519998222592	0.0001359998640675	1.2390387487050837e-07	1.849596302637848e-08	7.2453154587037716e-12	-1.6119994228347423e-11	5.2494596096131844e-23	2.5985421392195423e-22	-1.374341233265769e-12	-5.985445036198016e-12	1.8888138254544748e-24	3.5825552281347465e-23	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
838.1625453666958	-0.4634592350656703	0.2147944625676562	702516.4524555784	1248.5413456929994	-12.270240326630985	150.55879767328122	1558855.4919048855	804.8711978206686	0.1248329305776678	0.0155832605566088	647817.6450812778	920.1558983780956	875.9962115086073	1.391759	28.30529	0.0415665285257292	0.0285903951924122	-0.1404073137	-0.0820767064	0.0731920131	-0.0786968019	-0.0835645022	-0.0327635307	-0.0990672198	0.0712452343	0.0722776678	0.0867971634	0.195248026	0.1134756642	0.0594876955	-0.062625752	0.0785267646	0.1163448024	0.0900118188	0.1901922392	-0.0354955895	-0.1640814565	0.176918518	-0.0767129043	0.0502353316	0.1621350431	-0.0569421119	0.1280433462	0.0289100029	0.1290347709	-0.0937665458	0.0187415935	-0.001387617	-0.0371890388	0.2521479161	0.0465598701	0.1526614285	-0.0222527528	-0.166727708	-0.1590493954	-0.0822433878	-0.1554484138	-0.0302098881	-0.0423279133	0.0362898201	0.068486061	-0.0704529676	-0.1366045542	0.011585932	0.0764696643	0.0585273064	-0.0060943411	0.0189147375	0.1513058531	-0.1410001481	-0.1374168179	0.0758913001	-0.0613946612	-0.1193971468	-0.1275903211	0.1485694302	0.112742132	0.1094573071	0.0357981343	-0.0108885787	0.1656451702	0.1694144556	-0.0237345264	-0.0396562614	-0.0718810635	0.0865357213	0.0574312953	0.1969825369	0.0608631821	-0.044015295	-0.0069848875	0.0357722427	-0.1815994338	0.0638843814	0.0824069799	-0.1587962939	0.0170347494	0.0246016179	-0.0295421835	0.1458854101	0.124097542	0.0002119250887631	1.7363474995599985e-05	4.491224324724781e-08	3.0149026392282587e-10	-0.0074652691715613	-0.0223528942057384	0.0004996518793729	5.5730243803863535e-05	0.0337310678820159	4.291960622990199e-05	0.0011377849404611	1.842092598929841e-09	0.0003929998607633	4.10000385041e-05	1.5444889055997317e-07	1.681003157337682e-09	0.0003419997268654	0.00034199971962	1.1696381317600823e-07	1.1696380822021645e-07	-6.726802546342075e-08	-6.72666511221875e-08	4.524987249747423e-15	4.524802353194087e-15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
838.0882684925456	-0.0742768741502004	0.0055170540335247	702391.9457848332	1257.1800636959515	8.638718002952146	74.62744873452951	1580501.7125545568	806.0923118284496	1.2211140077810114	1.491119419999004	649784.8151889344	922.1526717266054	861.5981814582941	1.429947	29.081964	0.047760600140951	0.0289956986883986	0.1090028663	0.0970956778	-0.0529153217	-0.0778759057	0.1489047621	0.0073521674	0.2380608588	0.0721268608	0.0452883471	0.0777694495	0.1020595403	0.0385652932	0.0673353772	-0.0041472502	-0.1727472356	0.0935192993	0.0106590664	0.0520973291	-0.1366001042	0.2362996213	0.215725748	-0.0848342731	0.0513432765	-0.113790975	-0.2327764979	0.0028220323	0.0680364804	-0.0080682957	0.1260094848	-0.1445065044	-0.0573216192	-0.0260635983	0.0061652393	0.0212369639	0.0470895316	0.0985667403	0.0270820963	0.1319591606	0.0674939399	-0.1496133595	0.2111614127	-0.0095391135	0.0469929366	0.0067448151	0.0494842305	-0.1956184091	-0.134023817	0.0595723305	-0.0087664736	-0.0088688916	-0.0158416805	0.089108196	0.1076768499	0.0151073921	0.0729270754	-0.1018562535	-0.1268624812	-0.1288347231	0.0412147336	-0.1234115619	0.0563898541	-0.1758421207	-0.0160120513	0.1129199452	0.1825571444	0.058397754	0.0456977877	0.0069926676	0.0235123472	-0.0026588356	0.0830945575	0.0360990498	0.1801217549	0.0357054334	0.0402141431	0.2273503202	-0.0767443864	0.051311264	0.1912006905	0.0465242919	0.0485734499	-0.0807404737	0.1440342395	0.1170999511	0.0001619537112418	-4.99713775213e-05	2.6229004584992334e-08	2.497138571376287e-09	0.0115410764918948	0.0190063456634561	0.0003612411754787	0.0001331964465917	0.03378215291184	5.108502982410085e-05	0.0011412338553589	2.609680272129273e-09	0.0001100000369675	-0.0002829998237958	1.2100008132851369e-08	8.008890026845386e-08	5.19999928874082e-05	-0.0002899997339779	2.703999260290503e-09	8.409984570730602e-08	-2.864396263555597e-09	6.440362919986517e-08	8.204765954671266e-18	4.147827454113724e-15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
