global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	c_comp_cor_07	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05
854.5090307979024	n/a	n/a	730185.6837151705	1286.3042421161003	n/a	n/a	1654578.6032858752	822.9735802014669	n/a	n/a	677285.5137096203	944.2351427685456	892.8598557831061	n/a	n/a	n/a	n/a	-0.035635879	-0.1034580191	-0.0408908418	0.1374116982	-0.2498090268	-0.1640049801	-0.1584137069	0.036564573	-0.1247201611	0.1184718068	-0.053614907	0.1120438617	-0.0658914194	-0.009457858	0.1403998431	-0.2481779614	0.042106464	-0.0281617307	0.0116664369	-0.0448015332	0.2280203488	-0.066768956	0.079376384	-0.2045290204	0.105530758	-0.0244537421	0.130475728	-0.2404083269	0.1984042798	-0.0233968592	-0.000779524	0.1270881197	-0.1573526593	-0.1672943373	0.0621011129	0.0989077924	-0.0739688199	-0.2222967277	0.070564396	-0.057889856	0.0581465398	-0.0039072136	0.0076387719	-0.0864277293	-0.163677901	0.065680657	-0.2441135484	0.0740664257	-0.0894256354	0.0507837497	-0.3678874005	0.1233433944	-0.0091451523	0.1466219006	-0.1694188921	0.1654267483	-0.0975379619	0.1268069582	-0.0464374758	0.0516820291	-0.0500504668	0.240369768	-0.0666367364	0.2706911832	-0.0261304959	0.0297649191	-0.0559481291	0.0431925887	-0.1934266256	0.3618894041	-0.0810258422	0.2031086736	-0.0755041917	0.0201291093	-0.081080811	0.0183544262	-0.2819625615	0.1901553985	-0.126616413	-0.0603864871	0.153366806	0.1532882396	-4.008405929312176e-05	n/a	1.606731809414501e-09	n/a	0.0611752170459425	n/a	n/a	0.0037424071806181	0.0166417330744366	n/a	0.0002769472797207	n/a	0.0009989957388648	n/a	9.979924862700276e-07	n/a	-7.753956321465695e-08	n/a	6.0123838635197816e-15	n/a	-0.0001549998169817	n/a	2.4024943264360492e-08	n/a	0.0	0.0	0.0	0.0	0.0	0.0
853.5478134848152	-0.961217313087218	0.9239387229786108	728543.8699047088	1274.2242351028156	-12.080007013284783	145.9265694410096	1623647.4013233553	822.4058909416199	-0.5676892598470431	0.3222710957456836	676351.4494554795	940.972874687852	884.1124070870756	1.498565	30.679932	0.0733738309879893	0.041929275017221	0.1336518463	-0.0156954054	-0.2756101683	-0.0234995898	0.049036965	0.0342423841	0.0503470603	-0.251436171	-0.1032887574	0.2061394613	0.071107548	-0.0359428187	-0.0089171647	0.1681770936	-0.0834746822	-0.3041528649	-0.0198122973	0.1476116822	-0.0567670063	0.0907029625	0.1718831493	-0.0691564949	-0.0335128037	-0.0351302288	-0.056541967	-0.0471761021	0.0658786088	0.213307691	-0.028092379	-0.0541907466	0.0077625694	-0.0930034076	0.1730241428	-0.1117453587	0.1036196588	-0.0700631741	-0.1842388207	0.0831865843	0.0351319731	-0.1951548605	-0.0316723859	-0.2810383847	-0.0887807789	0.0134795003	0.0046914188	0.0563242583	-0.047896918	0.1051146703	0.1012795012	0.117598191	-0.1425203288	-0.1002824031	0.0619096065	-0.1091470748	-0.0209103659	-0.1658027081	-0.1555302157	0.0323684258	0.196604751	-0.0370961206	-0.0175001809	0.112627337	-0.0395955443	0.2572422629	-0.1331529242	-0.0942790807	-0.1579662991	0.1293757417	-0.0809205045	-0.0479345116	0.1262922198	0.2170669115	-0.0200920619	-0.0363466015	-0.0730689801	0.1473051935	0.0336096252	0.0264226643	0.0648369156	-0.0507061029	0.1531573254	0.1524510324	-6.231899973840882e-05	-2.223494044528706e-05	3.883657728395799e-09	4.943925766054622e-10	0.0401272494071349	-0.0210479676388075	0.0004430169417242	0.0016101961449824	0.0391429849746458	0.0225012519002092	0.0015321732727253	0.0005063063370766	0.0004409997491424	-0.0005579959897224	1.944807787436597e-07	3.113595245462808e-07	-2.5834032468807777e-08	5.170553074584917e-08	6.673972335994144e-16	2.6734619097099547e-15	-0.0001169999820643	3.79998349174e-05	1.368899580304652e-08	1.443987453749652e-09	0.0	0.0	0.0	0.0	0.0	0.0
856.2178566161306	2.670043131315424	7.1291303230846745	733109.0179883208	1280.726002459256	6.501767356440496	42.27297875727523	1640259.0933752663	823.658840974172	1.2529500325521212	1.5698837840723616	678413.8863149163	941.907622633802	863.2947376264065	1.464288	29.978186	0.0315205749608965	0.0166756909703532	-0.1273002271	0.0495355721	-0.0735138489	0.0552595458	-0.0868503569	0.1414956586	0.0523766333	0.0407639101	-0.0752699436	0.1000200058	0.1819420247	0.0375572692	0.0378609473	-0.1392578899	0.0245295366	-0.0538855449	-0.0128319347	0.263739179	-0.0978206428	-0.0475712751	0.0072483428	-0.1568980084	0.0757054839	-0.1232852729	0.0396826824	-0.0915385043	0.0120611838	-0.0030892905	0.0958920508	-0.0205043869	-0.1246553443	0.034020813	0.0430359853	0.0233695763	-0.0522721856	0.0308168792	0.1580979828	0.0698248905	-0.0226212809	-0.0758298454	-0.0389331446	-0.2314850436	0.0910005275	0.1120287047	-0.0360100926	-0.0874756329	-0.2588620149	0.0251175776	-0.0455246252	0.0746416237	0.0091901881	-0.0785712627	0.1422900044	0.0246419426	-0.1628480589	-0.0461029061	0.0538095873	0.0392273351	0.1184704667	0.0882753892	0.1766748672	0.1881163937	-0.0250701873	0.0871807954	0.0109607572	-0.1339163683	0.0087986243	0.2069548149	0.007677909	-0.0178308186	0.0463844752	0.048480799	0.0912960445	-0.0241330498	-0.1301717828	-0.1914381491	0.0404774446	-0.031255798	0.0323852469	0.1509220243	0.1527386503	0.1507811905	-1.347919081240434e-06	6.097108065716839e-05	1.816885849572056e-12	3.717472676502933e-09	0.047620337963778	0.0074930885566431	5.61463761176958e-05	0.0022676965877844	0.0260777520364996	-0.0130652329381462	0.0006800491512771	0.000170700311728	0.0003399999552529	-0.0001009997938894	1.1559996957197403e-07	1.0200958365721478e-08	2.5991653274104465e-11	2.586002412208188e-08	6.755660399212653e-22	6.687408475946567e-16	1.1731079432517055e-11	0.0001169999937953	1.3761822465202468e-22	1.3688998548118824e-08	0.0	0.0	0.0	0.0	0.0	0.0
858.9102738957305	2.6924172795999084	7.249110807488171	737726.8586036387	1283.6916096525372	2.96560719328113	8.794826024840782	1647864.148692322	824.2567518552145	0.5979108810424805	0.3574974216689952	679399.1929789087	942.2229412521764	884.0635317343252	1.406123	28.787374	0.0346761544298085	0.0206031652765897	0.1358427084	-0.0757193378	-0.0823537523	-0.1449098091	0.0877895018	0.0054144523	0.0358905451	-0.1543130134	0.0603174995	-0.1609679294	0.0792068613	-0.1257221459	-0.0864675224	0.1585421122	0.0046906916	0.0199423232	-0.0706297405	0.197061203	-0.2058868842	0.021617273	0.0846762479	-0.0290391881	0.0980626201	-0.1451625856	-0.0420656213	-0.0639026323	-0.1611742054	0.0673792284	-0.115101921	0.0957861285	0.106864627	-0.0298149921	-0.025123393	0.00250278	0.0688712763	0.0124685004	-0.065980838	0.136636764	-0.1080433104	0.0650066244	-0.1310719239	-0.0755389618	-0.0639596604	0.1550528422	0.1476810604	-0.010763708	-0.1700883762	-0.0150215909	0.0478803284	-0.0846808919	-0.1140603979	-0.1222423567	0.0682846797	0.0141581533	-0.1200385083	-0.104571356	0.0302440224	-0.1302290816	0.1964737324	-0.0248268146	-0.0372806463	0.1505657703	-0.0234192188	0.011701823	0.0185723362	-0.2364989595	-0.1017243202	0.027754866	0.0586596197	0.1157737797	-0.0913810329	0.0189149303	-0.028440101	0.0603715083	0.0617125378	-0.0228340817	0.0404778698	-0.1467658436	0.043780959	0.1995853181	0.1521113526	0.148287834	0.0046808199828234	0.0046821679019046	2.191007571159885e-05	2.1922696261626104e-05	0.0552016803256663	0.0075813423618883	5.74767520081621e-05	0.003047225510777	0.0083150964935043	-0.0177626555429953	6.91408296962875e-05	0.0003155119319391	0.0004329996817691	9.299972651619998e-05	1.8748872441214185e-07	8.648949132087991e-09	1.6068923969214666e-11	-9.922729304889799e-12	2.582103175284016e-22	9.846055685811881e-23	4.7752556222397866e-11	3.602147678988081e-11	2.280306625773269e-21	1.2975467901239218e-21	0.0	0.0	0.0	0.0	0.0	0.0
858.9184234493044	0.0081495535739577	6.641522345480748e-05	737740.8581406387	1288.268740240133	4.577130587595775	20.950124415904845	1659636.3470798992	825.1576493581136	0.90089750289917	0.8116163107299599	680885.1462942077	943.4625362153356	875.3701334336791	1.37073	28.06278	0.0441986657642823	0.0227269170981051	-0.1306545466	-0.0124314204	0.0667555553	-0.0939923235	-0.0420851791	0.0435921079	0.0127961564	0.1548844284	-0.0215907507	-0.0591918186	-0.0553825093	0.0144548414	-0.0001383608	-0.0969706432	-0.0015222812	0.0733835774	-0.1321822507	-0.0750215188	0.1683896548	-0.1163122957	0.1151008346	0.0765142065	-0.2015477839	-0.2362173077	0.0545454686	-0.0524359638	-0.1324121325	-0.0536926646	-0.1551412898	0.0422590251	0.0084879067	0.0904987351	-0.0960270861	0.0437736999	-0.042846254	0.0136288753	0.1788560941	-0.0156105007	-0.0483200769	0.0780621016	0.0693074328	-0.0168774354	-0.0801375027	0.0396365167	0.1609283615	-0.0222452571	-0.0791569217	0.0788791881	0.0228191384	-0.219389776	-0.077041426	-0.0654755434	0.0849987246	0.1237218565	0.1616583742	0.0834576649	0.1717129957	-0.0186715778	0.0045042192	0.0413146294	0.0711807171	0.1536978083	0.0442954538	0.0890558437	0.0677496867	-0.0936199124	-0.0016636188	0.0278766072	0.1476256206	0.067861629	-0.1162443373	-0.116409832	-0.0134372556	-0.1445003716	-0.088365787	0.1196322837	0.1267691384	-0.0689859953	-0.0092922582	0.0010317549	0.151276289	0.1449845808	0.0177065669834206	0.0130257470005971	0.0003135225143383	0.0001696700849235	0.0475701368970504	-0.0076315434286159	5.824045510285059e-05	0.0022629179244041	0.020306484731833	0.0119913882383287	0.0004123533221641	0.0001437933918823	0.0002020000033521	-0.000230999678417	4.080400135424841e-08	5.3360851428757417e-08	-8.033573806187636e-13	-1.687228134983343e-11	6.4538308099464085e-25	2.8467387794793696e-22	1.1070259292589313e-12	-4.664553029313893e-11	1.2255064080516003e-24	2.1758054963281418e-21	0.0	0.0	0.0	0.0	0.0	0.0
860.2538970041347	1.335473554830287	1.7834896156510434	740036.7673108005	1287.879438580207	-0.3893016599258772	0.1515557824210433	1658633.448317669	825.0403490066528	-0.1173003514608126	0.0137593724528301	680691.5774890195	943.2402358037256	895.04400109442	1.396827	28.597061	0.0929061691885393	0.0489016547763415	0.1404558206	-0.0427433647	-0.0222754552	-0.1132925308	0.1725311516	0.0640205924	0.0284167358	-0.1525292221	0.0311985951	-0.1783515954	-0.0105566993	-0.100074061	-0.1720217596	0.0696546606	-0.0933938752	-0.0579696259	-0.1507266375	-0.1376614898	-0.02161721	0.2182575745	-0.0331615796	0.1019352612	0.086250666	0.1659550239	0.0699335598	-0.011990396	-0.0859433565	0.0296706902	-0.0468213616	0.1203536265	-0.1044292544	0.0446992419	0.0630021651	-0.0008351071	0.100422406	0.1279664177	-0.0686068722	0.0969347515	-0.0347977028	0.084761045	-0.1514332057	0.0658966378	-0.2028804271	0.0578888848	-0.0428213749	0.0731512563	0.0239366568	-0.077611205	0.1387971696	-0.1250827716	0.0181020478	-0.0302901412	0.190941646	-0.1339688561	0.209969186	0.0125352256	0.0992444738	-0.1118575759	0.0413977568	-0.1533020218	-0.1105751968	0.05852936	0.0234416486	-0.10401904	-0.0371395291	-0.2561852512	-0.0935687379	-0.110168797	0.1786438969	0.0056219961	-0.010759435	0.050545406	0.0519229515	-0.0452257936	0.0648683765	0.0696806162	0.0409380012	-0.0710624806	0.0511509455	-0.1544283093	0.1502346003	0.1408894722	0.0169412720512411	-0.0007652949321795	0.0002870066987141	5.856763332196255e-07	0.0354516008529373	-0.0121185360441131	0.0001468589158524	0.0012568160030359	-0.0073117350887628	-0.0276182198205958	5.346147000824515e-05	0.0007627660660587	-0.0005419999304363	-0.0007439999337884	2.937639245929541e-07	5.535359014771436e-07	-0.0003039999942768	-0.0003039999934734	9.241599652029445e-08	9.241599603185317e-08	-8.243946415104064e-08	-8.24405711769699e-08	6.796265249510715e-15	6.79644777598504e-15	0.0	0.0	0.0	0.0	0.0	0.0
859.993394998703	-0.2605020054317037	0.0678612948339394	739588.6394413953	1285.470291209671	-2.409147370536175	5.803991052961366	1652433.869582676	825.2445718447367	0.2042228380838651	0.0417069675950285	681028.6033592027	946.0203809845314	887.4480437397556	1.455416	29.796543	0.1038468341340854	0.0614911726779072	-0.1272874904	-0.0109090908	0.1158904375	-0.1419637563	-0.0646473937	0.0291443208	-0.0964799433	0.1293821584	-0.0181834471	0.0031471246	-0.2208621928	0.0535735361	-0.0523952438	-0.1088275529	0.0470771165	-0.0100029586	0.0200033089	-0.1198247458	0.0072720674	0.0621930319	-0.0541829832	0.0129421158	-0.2853183	-0.1328041575	0.0197678819	0.1176528259	-0.0523844937	-0.0838514304	-0.1095185053	0.0911404863	-0.0698632917	0.006196809	-0.0067287291	-0.019316075	-0.1454455337	-0.0294581666	0.1031958716	-0.1171922357	0.0484947547	0.0124663958	0.1198990697	0.0974553742	-0.1204984771	-0.0126590657	0.1100447942	0.0380361896	-0.057365033	0.0096277543	0.1225271927	-0.1789810262	-0.0493933686	0.0582374114	-0.1042014429	0.0184877314	0.0537088812	0.148788915	0.0664564551	0.0953814331	-0.1503731975	-0.0026889376	-0.0529662886	0.1632848267	0.1119651038	0.0396885795	0.1105370178	-0.047532934	-0.0711568653	-0.1223133856	0.1384904657	0.1052808709	0.0257162428	-0.1782164806	-0.1054506446	-0.0236408883	-0.0395340527	-0.0659907269	-0.0576274424	0.1170666606	-0.100412765	0.0081359378	0.1489877092	0.136024874	0.0183570053597179	0.0014157333084768	0.0003369796457767	2.004300800730672e-06	0.0476332677515642	0.0121816668986269	0.0001483930084291	0.0022689281966922	0.0112335847538531	0.0185453198426159	0.000126193426422	0.0003439288880649	0.0005879998844106	0.0011299998148469	3.4574386406687893e-07	1.2768995815540284e-06	3.364353240442597e-11	0.0003040000279203	1.1318872726476602e-21	9.241601697556288e-08	-5.440659316298391e-13	8.243892008510901e-08	2.9600773796024472e-25	6.79617554479899e-15	0.0	0.0	0.0	0.0	0.0	0.0
859.1426720429237	-0.8507229557793607	0.7237295474899722	738126.1309250547	1277.3884778292677	-8.081813380403219	65.3157075156645	1631721.3232909734	825.0584348042806	-0.1861370404560602	0.034646997829741	680721.4208416895	944.93211661921	898.4178046983501	1.448522	29.655397	0.068359495159163	0.0404177414962158	0.1267151126	0.1632370279	-0.0724820224	-0.0054857785	-0.0326949005	0.0373818667	0.0028827782	-0.1112584359	0.047972544	0.2273794115	-0.1089923131	0.0571582404	0.0135728777	0.0454999905	-0.121518527	-0.1718648493	0.0800947682	-0.0921544266	0.0713021479	-0.0255549675	-0.0170409733	0.0661132972	0.1378370121	0.1785354456	-0.0670768844	0.0160241984	-0.1685505851	0.1561472688	0.0221317001	0.0672629297	-0.0096601169	0.0105586272	-0.0043540587	-0.1098625976	-0.0971237886	-0.0267448378	-0.1447947117	0.0623065932	0.1557556347	-0.0546247151	0.0294501035	-0.0558775217	0.0026416707	-0.0624150802	-0.0530088409	0.1362581318	0.1433270257	-0.0447103342	0.1766651568	0.0102214191	0.13047001	0.0484642078	0.1018238935	0.0384633476	-0.0556411199	0.0747307009	-0.0990657637	0.0581581777	0.0571681305	-0.1718974006	-0.0157347393	-0.0396705351	0.1350416432	0.0322377199	-0.0462809772	0.0250065805	-0.096494426	-0.1001709202	-0.0258685084	-0.1267337084	0.0793199226	-0.180148445	0.0220671221	0.1249712986	-0.0291436148	0.0200975731	-0.0130173179	0.11080069	-0.1136157799	-0.1484019891	0.1475373187	0.1304173552	0.0190479266137089	0.0006909212539909	0.0003628235082812	4.773721792164945e-07	0.0182540329713702	-0.029379234780194	0.0008631394362697	0.0003332097197198	0.0355729100615889	0.0243393253077358	0.0012654319302498	0.0005924027564357	0.0003089996928118	-0.0002790001915987	9.548081015778677e-08	7.784110691216707e-08	-2.141709032343897e-11	-5.506062272786494e-11	4.5869175792234325e-22	3.031672175180277e-21	-3.0229489240583476e-11	-2.9685423308953636e-11	9.138220197465525e-22	8.812243570317683e-22	0.0	0.0	0.0	0.0	0.0	0.0
858.1114776457008	-1.031194397222862	1.0633618848638215	736355.308067288	1284.036641174892	6.648163345624425	44.19807587010416	1648750.0958796986	824.9890203475952	-0.069414456685422	0.0048183667969323	680606.8836940848	944.0811694284504	880.1870366844665	1.442518	29.532495	0.1100584299472443	0.0578723543674445	-0.0216628331	-0.1391994392	0.02243632	0.171116216	-0.0174720746	-0.1847230616	-0.0372284186	0.0209157314	-0.1212076113	0.0038760352	0.0269205089	0.1102850348	0.0359362285	0.0215699811	0.2066433947	0.0531081132	0.0377455108	-0.0857244458	0.0912841184	0.0028549523	0.0734169513	-0.0283946747	0.0313827936	0.0943581705	0.0194688953	0.1862721321	0.0305052805	0.0222102066	0.0081385827	0.0218813699	0.1044475671	-0.1472434389	0.0251008563	-0.0247522162	-0.052100916	-0.0593762049	-0.0349600062	-0.1551163336	-0.1142507169	-0.0321816033	0.031968456	0.1089967594	0.1481277898	-0.0206699444	-0.1470783702	0.0285838685	0.0495922585	0.1135637788	0.1673137868	-0.1264483516	0.0748240285	0.007709854	-0.0898377551	-0.0685079791	0.0205841387	0.1410300904	-0.0681519754	0.0264888254	0.0401560644	0.131768797	-0.0709743793	0.0720627418	0.1534848565	-0.1545827491	-0.0670567431	0.0145465995	0.025857325	-0.0205214138	-0.003781001	0.1047829192	0.1543313246	-0.0776234437	0.1348191347	0.1010655814	-0.0046664212	0.1948597394	0.0858912548	-0.0682508296	-0.0050847989	-0.2326425403	0.1458854101	0.124097542	0.0024209029907922	-0.0166270236229167	5.860771290826618e-06	0.000276457914557	0.0318052777134028	0.0135512447420326	0.0001836362340584	0.0010115756904266	-0.0059566560396717	-0.0415295661012606	3.548175117495734e-05	0.0017247048605589	-0.000394999725688	-0.0007039994184998	1.5602478329359525e-07	4.956151812480565e-07	1.2490452894198256e-08	1.2511869984521697e-08	1.560114135021856e-16	1.565468905095749e-16	-6.30000094803927e-05	-6.299997925090345e-05	3.9690011945295695e-09	3.968997385614266e-09	0.0	0.0	0.0	0.0	0.0	0.0
858.4763026901298	0.3648250444290397	0.1330973130426508	736981.5622805154	1285.0970266090249	1.0603854341327406	1.124417268920881	1651474.3677993568	823.9937400817871	-0.9952802658081056	0.9905828075070532	678965.6836939717	945.485991174362	884.3911162915856	1.267831	25.956146	0.0780757009962474	0.0505202058589423	-0.1308073575	0.0808911572	-0.084264506	0.0398455389	-0.0484116249	0.0724393257	-0.0655922155	0.1519229935	-0.0219524679	0.0892487293	0.2167127057	-0.0868988903	-0.0589158397	-0.1848032741	0.0085645106	-0.0342568113	-0.0209551208	0.0538608734	0.0342774949	-0.2128531171	-0.2622389982	0.0600588244	-0.0024534434	-0.0790165801	0.05291499	0.0165782841	0.0138164946	0.0192355105	-0.0043938917	-0.1356320559	0.0318272277	-0.0911571088	-0.1417658488	-0.0358033722	-0.067178144	-0.0218511189	0.1381809695	-0.0724575835	0.1081072796	0.0514208578	-0.0611516046	-0.1647720935	0.057228723	-0.0030291185	0.024361606	-0.0013680342	0.1178980423	-0.1186680134	-0.2632034893	0.1300575338	0.0407037131	0.0463773827	-0.0277665389	0.0703422972	0.046848806	-0.0134532393	0.0540307509	0.1149646938	0.1012525122	0.0991654707	0.107423709	-0.0669412168	0.1043473587	-0.001648248	-0.00092112	-0.0701176007	0.1222934904	0.1208254096	0.029407494	-0.0897308696	0.0312437731	0.014300943	0.1744562097	-0.0187535957	0.0501191577	-0.0814092659	-0.0540929998	0.0416974674	0.0258304896	0.0076292698	0.1440342395	0.1170999511	0.0024561427532177	3.523976242550018e-05	6.032637224183824e-06	1.2418408558056943e-09	0.0301758179482192	-0.0016294597651836	2.655139126352194e-06	0.000910579988844	0.0339537435642256	0.0399103996038973	0.0011528567020251	0.0015928399965427	0.0002719997733551	0.0006669994990431	7.398387670522577e-08	4.448883317237463e-07	-3.2711611197555606e-11	-1.2523164505395812e-08	1.0700495071400452e-21	1.568296492292055e-16	5.606822027059283e-12	6.300001508721472e-05	3.143645324311716e-23	3.969001900989283e-09	0.0	0.0	0.0	0.0	0.0	0.0
