global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	c_comp_cor_07	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2
1108.540048888069	n/a	1228861.0399887622	n/a	1811.006430737913	n/a	n/a	3279744.2921740757	1059.2061131105954	n/a	n/a	1121917.5900508554	1253.6937012944195	1204.922467133649	n/a	n/a	n/a	n/a	-0.0376059628	-0.1426747736	0.2107431563	-0.0404900917	0.0680904516	0.6576282803	0.1027783157	-0.1280683619	0.0879684126	-0.1354063857	0.0203966168	0.4817678134	-0.031354423	0.0829063164	-0.009958644	0.0327470532	-0.4539583678	0.1684611103	-0.151245351	0.1335663637	-0.0704613443	0.079496364	-0.0344006767	0.0771357199	-0.0674784748	0.0615825169	-0.0541032815	0.1003491328	-0.0183407329	-0.0307696382	-0.0648390603	0.0910679148	-0.1457290943	-0.0419736485	-0.1333401902	0.060899112	0.1278149355	0.0716832122	-0.0381358137	0.0480548296	-0.4968034566	0.0617604852	-0.3162134544	0.147686938	-0.3630878879	0.0418152375	-0.4291901858	-0.0981660744	0.0221106769	-0.1585591654	0.0435330745	-0.0825341556	0.0230825548	-0.1050365641	0.0806498038	-0.0595514514	0.0617551172	-0.0270084747	0.1126720793	0.0085218519	-0.4826278581	0.069594251	-0.0293340972	0.1891148508	-0.0509160548	0.3051268119	-0.0713757948	0.325228659	-0.0817041475	0.1206217524	-0.1652053001	0.0350741733	0.0002557453	-0.1989327679	0.0581075256	-0.0502305441	0.0809333448	-0.0879348288	0.134447937	-0.1213206452	0.2122662176	-0.0005852723	0.0256581882	0.1109555425	0.153366806	0.1532882396	0.0009683107780915	n/a	9.376257629681662e-07	n/a	-0.069482645825289	n/a	0.0048278380708825	n/a	-0.1627517086740368	n/a	n/a	0.0264881186763185	0.0059489736747624	n/a	n/a	3.539028778301606e-05	0.0020310263171274	n/a	4.125067900864089e-06	n/a	0.0035289979102192	n/a	n/a	1.245382625033148e-05
1110.023705701389	1.4836568133200672	1232152.6272190437	2.2012375397110566	1815.5775196441973	4.571088906284331	20.89485378915568	3296321.729837376	1058.3219117778174	-0.8842013327780478	0.7818119968864761	1120045.2689490542	1254.718560421405	1205.8872067031732	1.265524	27.262117	0.21332383797314	0.1147304879277528	-0.1292178471	0.044493341	0.0149431469	-0.1556476767	-0.122187267	0.1934836805	0.0901069106	-0.2502394688	-0.0792465161	0.1072383145	0.2588373117	0.3298420581	-0.004813845	-0.0759544105	-0.1865712083	0.1096238601	-0.1001338412	0.0755417389	0.0261127098	-0.1459715053	0.02267975	-0.1335810398	0.1042901948	-0.1506689159	0.058821529	-0.3722991318	0.0929661045	-0.0827773591	-0.033698567	0.1023846275	-0.0442053869	-0.0741385691	-0.0278611334	0.02896906	0.0140167552	-0.0826121801	-0.1529959022	0.058694466	0.1377724367	-0.0721825785	-0.2266582235	0.0243193986	-0.3111064622	-0.0267081637	-0.0220025964	-0.0755817746	0.0645401958	-0.1610486895	-0.0576641547	0.2588834277	-0.1891938207	0.1591796879	-0.2225389255	0.1272907024	-0.1847783398	0.1117233545	0.0424237268	-0.1407415855	-0.2303788776	0.0328950806	-0.3768584763	0.0837492355	-0.2006680312	0.0233613192	0.0168595739	0.022762426	0.0464052299	0.2701880184	-0.108996437	0.1673172268	-0.0578524444	0.0564756465	0.0551971498	0.1000725358	0.014176201	-0.035906596	0.1060465001	0.1420686607	-0.0515426243	0.2568973129	-0.1758631939	0.075650251	-0.0427921456	-0.2524313329	0.1531573254	0.1524510324	-0.0006907236187743	-0.0016590343968658	4.770991175326645e-07	2.7523951299838687e-06	-0.0370093190346949	0.0324733267905941	0.0013696896954118	0.0010545169528487	-0.1532207591446166	0.0095309495294201	9.083899893235484e-05	0.0234766010328526	0.0040202088715773	-0.0019287648031851	3.720133666005659e-06	1.6162079371108826e-05	0.0012901522336212	-0.0007408740835061	1.6644927859177715e-06	5.488944076111516e-07	0.0028054262517853	-0.0007235716584339	5.235559448887844e-07	7.870416454206116e-06
1111.056793194057	1.0330874926680735	1234447.1977026616	1.067269767507207	1810.832553632743	-4.74496601145438	22.514702449857293	3279114.537296081	1060.8712138177325	2.549302039915119	6.498940890715388	1125447.732307109	1253.5578664967434	1210.9526707583293	1.311457	28.251627	0.2512834620940969	0.1317539265577183	0.0862636727	0.1171414686	0.1546767824	0.0974916532	-0.1010491692	0.1119786604	0.039745851	-0.0825625284	-0.1104965994	0.0522926778	-0.0024423116	0.2663576644	-0.1252066957	-0.0788636903	0.0756209002	-0.130554177	0.0455830207	-0.1603985121	0.0079282831	0.0221108318	-0.0522296953	0.1105819169	0.1763458845	-0.1257629121	0.0267312767	0.1655528153	-0.1271832221	-0.1806043379	0.1178292389	0.0200425459	0.1502625531	0.0949348383	-0.0538078782	-0.010305202	0.0415403687	-0.0297554243	-0.0729018657	-0.169018845	-0.08697507	-0.1304443777	-0.1113466023	0.0843428716	-0.1713603378	0.0273120142	0.0504761249	-0.0200555094	0.1845399172	-0.0081662111	-0.0238551595	-0.2791488444	0.0474849788	-0.0210219454	0.0048982355	0.144376967	-0.1582484231	0.0663755502	-0.1961412178	0.0121594507	0.0162486732	-0.1275118805	-0.2538781182	0.0100030321	-0.0094320556	-0.1454057817	-0.0647729092	0.019520097	-0.1171410244	0.0959736119	-0.0340546771	-0.1720946193	0.0560094938	0.1269815481	0.05109758	0.0646498457	-0.1344753559	0.1447086562	-0.1779685089	0.1757672554	-0.1311183152	-0.1107890182	-0.1839486268	-0.2492849107	0.0654077102	0.1326547393	0.1527386503	0.1507811905	0.0156833796554423	0.0163741032742166	0.0002459683974167	0.0002681112580347	-0.059455532235134	-0.0224462132004391	0.003534960313363	0.0005038324870395	-0.0466969784168753	0.1065237807277413	0.0113473158605319	0.0021806077932661	0.0031090696377857	-0.0009111392337915	8.301747033543437e-07	9.666314012600903e-06	0.0009869586354334	-0.0003031935981878	9.74087348056559e-07	9.192635798206516e-08	0.0019009717859307	-0.0009044544658545	8.180378808043294e-07	3.613693730904556e-06
1111.9375506705403	0.880757476483268	1236405.1165912005	0.7757337323811743	1814.5404373114643	3.707883678721373	13.748401374928344	3292556.99863848	1063.0776920073722	2.2064781896397108	4.868546001355735	1130134.1792437213	1253.2673623277733	1191.2062413760823	1.283568	27.650833	0.177671482326037	0.083398834395719	-0.0033863586	-0.1606612247	0.2213066413	0.0644815891	0.1566014461	-0.0359182439	0.095180659	-0.193950151	0.1374423482	0.1032950851	-0.0003146313	0.094986763	-0.0733754496	0.1753258789	-0.079295251	0.0460316236	-0.0367618015	-0.0285809218	0.1531087587	0.064235412	-0.0204287404	0.122613883	-0.1543991958	0.1281791174	-0.0393459325	0.0954784928	0.112936089	0.1372052237	-0.0378140594	-0.0495082173	-0.2309880902	-0.1040798407	0.0491929882	-0.0857102769	0.0936905358	-0.0974639975	-0.2477313111	0.0390623597	-0.069008047	0.1651500153	-0.0129402999	0.1874958818	-0.1248549458	0.0635961659	0.0656555979	0.1152920123	0.0171824272	0.1972895669	0.1310758727	-0.0168606237	0.0157467623	-0.1119640479	-0.0478354007	0.0895691331	0.2620922502	-0.0536764392	0.1342807022	0.0114651	-0.0394969925	-0.0143310288	-0.1654362686	-0.0578794443	0.0649349158	0.1254462772	-0.050269111	0.1321300335	0.0560864824	-0.211380585	-0.0078132899	-0.0820001221	0.0288407113	-0.0224608066	-0.1344852077	0.0895395171	-0.0617649495	0.1916304913	-0.1432830303	-0.0203471246	-0.3012913369	-0.1810516671	0.0059736353	0.2210384542	-0.1177728379	-0.0674304881	0.1521113526	0.148287834	-0.0160116799511627	-0.031695059606605	0.0002563738948584	0.0010045768034662	-0.015057602183262	0.044397930051872	0.0002267313835093	0.0019711761928909	-0.0179725213141352	0.0287244571027401	0.0008250944358471	0.000323011522387	0.0026940782784041	-0.0004149913593815	1.722178283613883e-07	7.258057770168799e-06	0.000983663663141	-3.294972292399844e-06	9.675942021839709e-07	1.0856842407682684e-11	0.0008621774063083	-0.0010387943796224	1.0790937631350868e-06	7.433498799485075e-07
1113.2349888141962	1.2974381436558815	1239292.1403201434	1.6833457366132198	1815.449509372915	0.9090720614506154	0.8264120129100714	3295856.9210823574	1063.2519776783724	0.1742856710002343	0.0303754951160019	1130504.7680369702	1255.9371458854082	1201.6267145488157	1.217424	26.225948	0.0919001797202239	0.0496537429900481	-0.092574874	0.0993302835	-0.0090329371	-0.0273156967	-0.1109682099	-0.0659862242	0.0653266882	-0.1656895478	0.1712326203	-0.0414725753	-0.1285436734	0.0090708448	-0.0499194457	-0.1010485725	0.0006885484	-0.1187870291	-0.0311678508	-0.0552370576	0.1351502813	-0.0577052769	0.0158620381	0.1418183078	-0.0967847539	0.0210674049	0.1287382176	0.0729089766	0.042095094	0.0440029113	0.0747415666	-0.0805647567	0.1322627481	-0.0412086806	0.2218384058	-0.0261296537	0.1246491085	0.1964794662	0.0029296438	0.0802542995	0.0371000847	-0.1227386731	0.0523622005	0.1134237619	-0.0761689817	0.0129499498	0.0807956011	0.0900666347	0.0818267583	0.1029003996	0.0925212814	-0.1319048742	0.0567061154	0.024865602	-0.105928282	-0.1172088894	0.0582151237	0.0472328443	-0.249257998	0.2121973587	-0.0496351557	-0.0645472517	-0.1053051572	-0.0740843935	-0.0690821701	-0.1751588355	-0.1050423385	-0.0508247097	0.0435559913	-0.2113335778	0.0450593457	0.1058509734	0.0122763331	-0.2130906556	-0.0916178558	-0.0260180465	-0.1100463529	0.2734090019	-0.0076482009	-0.1905145421	-0.0500105195	-0.0209474572	0.1136203065	-0.0847740704	-0.0573047233	-0.0387641196	0.151276289	0.1449845808	-0.033887800458487	-0.0178761205073243	0.0011483830199142	0.0003195556843923	-0.0154001013408873	-0.0003424991576252	0.0002371631213095	1.1730567297403981e-07	0.0044526591641442	0.0224251804782793	0.0005028887194834	1.982617363203733e-05	0.0019997390303971	-0.0006943392480069	4.821069913229261e-07	3.998956189693534e-06	0.0009820345316617	-1.629131479300057e-06	9.643918213760146e-07	2.654069376846392e-12	0.0005330181942547	-0.0003291592120536	1.0834578687974684e-07	2.841083954065411e-07
1114.6355443376258	1.4005555234296023	1242412.396700835	1.961555774209168	1809.206060334881	-6.243449038033987	38.98065589052752	3273226.5687524606	1062.723706820892	-0.5282708574804929	0.2790700988631752	1129381.677039137	1253.319401241955	1203.5275531755933	1.307587	28.168259	0.0646732745766221	0.0303939804331963	0.1373414709	-0.0862391128	-0.1124816447	0.1035099072	0.0465740441	-0.0036737942	-0.0165181835	-0.0866694737	0.068440748	0.1092338289	0.0816020282	0.0804099441	-0.0916196159	0.050138537	0.1470214819	0.0076533972	0.1335590622	-0.1024722041	0.1400062822	0.0086602214	-0.0643189825	0.0210880918	0.1270479758	-0.0484986478	-0.0982521218	0.0750281752	0.2482709523	-0.0745511805	-0.010864204	0.1318791159	0.2345080732	0.0832910554	0.1691493786	0.0920779468	0.0622526461	0.1008342293	0.0926100051	-0.0576776053	-0.1224165126	0.0686771322	-0.0351786599	0.0161578523	-0.0330892614	0.0077946601	0.1886116124	0.0802941009	0.2122585071	-0.0138856535	0.1403319618	0.0692144558	0.0359843002	0.006678766	0.062555573	-0.2011438499	-0.0721891299	-0.1211024044	-0.1561624934	0.1115185548	-0.0186863729	0.007166841	-0.1154820853	0.0205799006	0.1749002679	-0.0015961622	-0.1175471885	-0.1352777773	-0.054445435	-0.23197993	0.1690775033	0.1257371224	0.063424625	-0.0271358824	0.0614498897	-0.0039173753	-0.0992717787	-0.0163169072	-0.1600197933	-0.2533994673	-0.048285973	-0.0349018621	-0.1881736564	-0.1159590107	0.0294588079	-0.034670162	0.1502346003	0.1408894722	-0.0517277873745172	-0.0178399869160301	0.0026757639866632	0.0003182651331641	-0.0244701292879341	-0.0090700279470468	0.0005987872273682	8.226540696020998e-05	-0.0044346495823859	-0.0088873087465301	7.898425675615041e-05	1.9666116918555435e-05	0.0019392879188975	-6.045111149960013e-05	3.654336881537087e-09	3.760837632381797e-06	0.0012983258473722	0.0003162913157105	1.6856500059547417e-06	1.0004019639387922e-07	0.0003322416021245	-0.0002007765921302	4.03112399474167e-08	1.1038448218225456e-07
1117.1947819670777	2.5592376294519	1248124.1808544665	6.54969724400258	1822.5462781152687	13.340217780387777	177.96141042817413	3321674.9358718186	1063.4028892353836	0.6791824144916063	0.4612887521546481	1130825.704834161	1256.359277478154	1214.3519531301465	1.327795	28.603577	0.1262861194739827	0.061999282837855	-0.1396384086	0.0077582404	-0.096615646	-0.1278824228	0.0295595926	-0.1409469839	0.1123116963	-0.0603497065	-0.0117506431	0.2523896408	-0.0208397373	-0.0049861873	-0.0738235541	0.1301643066	-0.0928081494	-0.0988359997	0.0498078612	-0.1736511388	-0.1024166575	0.0678254064	0.0077667588	-0.2767242187	0.0244534052	0.0738316674	-0.1565141447	0.2140174694	0.0741154339	0.0385490008	-0.0341074776	-0.0169758083	-0.1662206967	-0.0265223848	-0.0480034989	0.0692715118	0.152322537	0.0053569823	0.0572046302	-0.013316483	0.1139060805	0.0270672456	0.0462362795	0.1484599713	0.0175946948	0.0485689086	0.1869175594	0.1694499508	0.0475546294	-0.2335540997	0.0593971121	0.1152182873	0.113127832	-0.1541581859	0.2270053431	-0.1449735504	0.1391267172	0.0684145672	0.061532566	-0.0918127802	0.000163386	-0.1959523845	-0.0506774531	-0.1370986059	-0.1050622828	0.0435299788	-0.0839634084	-0.0089596886	-0.0597465436	-0.2525162298	0.1896911871	0.0336117663	0.1025390602	0.0229583235	0.0748414517	0.0940111269	0.1364305566	-0.0495905414	0.0325033038	-0.1512942949	0.0159133584	0.175677218	0.0994258055	0.0784866975	-0.0033304319	0.001647	0.1489877092	0.136024874	-0.0142364911881003	0.0374912961864169	0.0002026776813488	0.0014055972897376	-0.043843108508824	-0.0193729792208899	0.0019222181637165	0.000375312323893	0.035409622098335	0.0398442716807209	0.001587565985767	0.0012538413371468	0.0020329292620478	9.364134315029984e-05	8.768701146992206e-09	4.132801384490212e-06	0.0009816545810901	-0.0003166712662821	9.636457165751798e-07	1.002806908887087e-07	0.0001510027638378	-0.0001812388382867	3.28475165035126e-08	2.28018346866544e-08
1116.9155310701426	-0.279250896935082	1247500.3035456988	0.0779810634390477	1817.87431547226	-4.671962643008783	21.82723493766961	3304667.0268537374	1060.6416597243892	-2.761229510994326	7.624388412385965	1124960.7303429071	1254.396674793619	1236.3608162093524	1.456401	31.374027	0.122844909134236	0.0610594983864197	0.1371659693	0.0889694372	0.0186322919	0.0607552136	-0.0485684713	-0.0801448999	-0.1917733429	-0.1244538696	-0.0612934788	0.0842835163	0.0284878576	0.0862018123	0.0121864179	-0.0608704117	0.1254728843	0.0549647049	0.0671365714	-0.0538818398	7.86574e-05	-0.16840238	0.1312235198	0.1019178816	0.0863139925	0.0508367598	-0.0438163177	-0.0061509824	0.1600360704	0.0613061204	-0.0047885905	-0.1282901406	-0.0698065484	0.0119505087	-0.0428189019	0.008460229	-0.0283028709	-0.0202145172	0.124788202	0.0296963819	-0.0847793799	-0.0655950154	0.0551090575	-0.1480838488	-0.1005743391	0.0380629171	0.1927483039	0.0880114806	0.0945981478	-0.0727654555	-0.1226576943	0.055889315	0.0017902227	-0.0714604961	0.071445265	-0.1306517043	-0.0240646628	-0.1084311394	-0.0068541883	0.0593523667	-0.0502904215	-0.0379774	-0.0710313362	0.0518454113	0.1243490845	-0.1875240361	-0.0293792249	-0.1021295446	0.1355083606	-0.1363749384	0.1755721599	-0.0333489189	-0.0124039439	-0.0321518846	0.0225401034	0.0316843933	0.2359362935	-0.1163335056	0.2644207734	0.0840456735	0.1137138079	-0.0039643717	0.0343008255	-0.1476222858	-0.2008820968	-0.1472797411	0.1475373187	0.1304173552	-0.0266310044664095	-0.0123945132783092	0.0007092103988899	0.0001536239594061	-0.0170707136484082	0.0267723948604158	0.0002914092644659	0.000716761126562	-0.015027455981091	-0.050437078079426	0.0025438988451901	0.0002258244332636	0.0019049186083064	-0.0001280106537413	1.6386727471300552e-08	3.628714904271992e-06	0.0005897823605034	-0.0003918722205867	3.478432327609625e-07	1.5356383726755132e-07	0.0002959383478314	0.0001449355839936	2.1006323507565885e-08	8.757950571717869e-08
1115.26473009323	-1.6508009769127057	1243815.418189925	2.7251438653759434	1825.51196647454	7.6376510022801085	58.33371283263035	3332493.9397417423	1061.6511311442637	1.009471419874444	1.0190325475433262	1127103.1242598945	1259.4633628370848	1223.4505957206225	1.267528	27.305286	0.0682116086121857	0.0310046994510573	-0.1058066817	-0.0713389817	-0.0564615873	-0.1952403735	0.0964027454	0.0265354102	-0.1543487016	0.0182987528	-0.1336385589	0.0173494026	0.1538673748	0.102938311	0.0730417919	-0.0640081859	-0.1097013843	-0.069633553	0.1049635216	0.0760909191	0.0481614934	-0.011803285	0.2036170951	-0.1056569235	0.1663482101	0.0461189373	0.0850925538	-0.0862121188	-0.145358066	0.0197992049	0.0148059084	-0.2529845079	-0.0154577543	0.0464415373	0.1634495024	0.1368300643	-0.1073858856	0.0562041359	-0.0358897178	-0.0316574195	0.1786356356	0.0527528785	-0.0961524331	-0.123501503	0.0403117832	0.0773479196	0.0309281786	0.0155880534	0.1364038595	-0.1397358946	-0.0104115057	-0.1423243551	-0.1762072835	0.0499840875	0.1135637149	0.0722975343	-0.0056251154	0.1187244752	-0.1317813531	0.1456022149	-0.0572884261	0.1573300547	-0.0493009621	-0.0066537436	-0.062463354	0.052300431	-0.0175497359	-0.2217779813	0.1010581586	-0.068147891	0.1664524503	-0.0795049569	0.079814905	-0.0894964269	0.1206344749	0.0468476074	0.1663887109	-0.0334405198	0.1003969092	0.0105709699	0.1830985646	0.0868971311	0.1249494085	0.014580035	0.1646206001	0.0972488391	0.1458854101	0.124097542	-0.0039527636975549	0.0226782407688546	1.5624340848707885e-05	0.0005143026043701	-0.0279421064431772	-0.010871392794769	0.0007807613124818	0.0001181871812981	-0.0046039383716589	0.0104235176094321	0.0001086497193541	2.1196248530033205e-05	0.0021908999880299	0.0002859813797235	8.178534954855674e-08	4.800042757549417e-06	0.0007627969354251	0.0001730145749216	5.818591646939241e-07	2.9934043135336534e-08	0.000270165153694	-2.577319413739999e-05	6.642575360441092e-10	7.298921027050266e-08
1115.1656933234276	-0.0990367698022964	1243594.523565521	0.009808281772873	1820.7894758448483	-4.72249062969172	22.30191774752609	3315274.3153473577	1061.401614288461	-0.2495168558027671	0.0622586613296989	1126573.3868141507	1256.3830154300354	1237.2747920391732	1.200019	25.851004	0.1078317303198674	0.0573871189854341	0.0687682516	0.1407305377	0.1032327379	0.0235545988	-0.1796379545	0.0717319248	-0.0960649285	0.098691441	0.0309523481	0.0067784055	0.1317612706	0.0526262539	-0.0818335208	-0.0949851862	0.0861809521	-0.0601932402	0.1221001987	-0.0245880175	-0.0602797476	0.1316855193	0.0840066229	0.0767513671	0.0582955407	0.1622386998	0.0435580193	-0.1764060988	-0.1090075365	-0.0733594136	-0.0380218792	0.013015891	0.1582246756	-0.2153468523	0.0726215055	-0.0551720138	0.0001064692	-0.0434599507	0.0875701566	0.0183452651	-0.0489787315	-0.175762106	-0.0583340511	-0.0210123058	0.0344306183	0.0823325631	0.0462576293	0.0518002923	0.0925284532	0.0364505497	0.0033604626	0.0588259548	-0.0992882679	-0.0412847608	0.1759269369	0.1863942527	-0.2275426702	0.0013848025	0.097220275	0.0815178442	0.1412628211	0.1920713176	-0.0249763679	-0.0077892858	0.0407378922	-0.1517203718	-0.0685200094	-0.1400497006	-0.1335182936	-0.0247376147	0.1378822798	-0.2739774886	0.1247119012	0.1488905515	0.048728123	-0.0193249639	0.0327291635	-0.1077198936	-0.1206785134	0.1500412875	0.1704052222	0.0621937639	0.0043683753	-0.0182519128	0.0418139751	0.2092622772	0.1440342395	0.1170999511	-0.0090944637380658	-0.0051417000405109	8.270927068299376e-05	2.6437079306589796e-05	-0.0587800356604617	-0.0308379292172845	0.0034550925922451	0.0009509778784102	0.0127266550318196	0.0173305934034785	0.0003003494677166	0.0001619677482989	0.0014500289064648	-0.0007408710815651	5.488899594994412e-07	2.102583829583504e-06	0.000753449649091	-9.34728633409992e-06	5.676863737153511e-07	8.737176181165113e-11	-7.004663157867146e-05	-0.0003402117852726	1.1574405883841832e-07	4.906530595518133e-09
