global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02
813.6117033368748	n/a	661964.0038067308	n/a	1342.8324698718218	n/a	n/a	1803199.042142057	772.6311494447983	n/a	n/a	596958.8930923903	913.7496422176324	900.1410019102242	n/a	n/a	n/a	n/a	-0.1431093641	0.0023373907	0.0223902387	-0.0564276541	0.1005843609	0.1041976272	-0.0267631321	0.1394157921	-0.042294215	0.0420239647	-0.0417786139	0.0452825712	-0.1169644229	0.037331273	-0.0062108547	0.0460498465	-0.1194836083	0.0453761642	-0.208930686	0.1216943355	-0.1507757449	0.1333856119	-0.1350929634	0.058069132	-0.0108694739	0.1603655304	-0.0192828734	-0.0813495701	0.0126104437	0.0914397223	-0.0386821909	-0.0145287158	-0.0089139185	0.11357827	0.3419307621	-0.1459030688	0.0441106911	-0.0476893385	0.0961585773	0.0052678348	0.0255205599	-0.1720575326	0.1448991616	-0.1119986441	-0.0006973782	0.0879783961	-0.0032263067	0.0484039291	-0.0863632035	0.0504874799	-0.1243030919	0.1833489201	-0.1579152653	0.0614884808	-0.0211687785	0.0403148734	-0.080169916	-0.0419798756	-0.0380516534	-0.0410767837	-0.07803796	0.239691922	-0.0464459297	0.1377482318	-0.0149536099	0.0604326462	-0.0063130292	0.0929427112	-0.129278029	-0.0584072767	0.118140265	-0.0343270275	0.1777749523	-0.0348407409	0.0017830809	-0.0216518988	0.2143497932	-0.0628375979	0.0892761236	-0.0631376851	0.1756549735	-0.0725410673	0.1450016412	0.153366806	0.1532882396	0.0237751655324132	n/a	0.0005652584960936	n/a	0.0178550982899992	n/a	0.0003188045349455	n/a	-0.0765729022144441	n/a	n/a	0.0058634093535428	0.0015540025546577	n/a	n/a	2.414923939882658e-06	9.864978349760634e-07	n/a	9.731779784124605e-13	n/a	0.0006259996516481	n/a	n/a	3.918755638635425e-07	0.0	0.0	0.0
815.1017156897738	1.4900123528989295	664390.8069204128	2.220136811791405	1342.2689933093218	-0.5634765625	0.3175058364868164	1801686.05039962	772.944868401567	0.3137189567686391	0.0984195838360032	597443.7695883156	913.8669725267936	891.4541664382598	1.156442	24.321474	0.078350257372821	0.0401794159711883	-0.0752673372	-0.1370479992	-0.03262922	-0.0714237874	-0.0421414909	0.1880894031	0.100744995	0.0097448865	-0.0574629262	0.055619001	0.0292408711	0.0662533169	0.0909364146	0.1136483973	-0.0388045048	-0.1239345754	-0.1967683023	0.0301548182	0.0338120899	0.0313751335	-0.0714985128	-0.0804327692	0.1745004691	0.0237191123	0.1392847109	-0.034332217	0.0158001723	-0.120852633	0.0146542007	-0.0159643005	-0.0721676313	-0.0714381505	-0.0798069661	0.1158812972	-0.293638037	-0.0621704765	0.00282851	-0.0966174333	-0.0306390909	-0.1089240155	0.1176095359	-0.1761245623	-0.0194248053	-0.1867147978	-0.0188040784	-0.125906756	-0.1381937455	-0.0488907617	0.0448106741	0.0213291905	0.084139695	-0.0884779946	-0.0549761714	-0.0239295246	-0.1035805444	0.1533553919	0.0642645475	-0.0463982561	0.0519321036	-0.0541557878	-0.1367017431	0.0654074043	0.0557181408	0.1799329162	0.0207703425	0.1042137814	-0.1193938453	0.1294876367	0.1180924503	-0.047612826	0.0112463852	-0.0695928681	0.202864861	0.0848550836	-0.0187374493	0.2161882981	0.1628166467	0.0138580109	0.0720722415	0.1409943653	0.0166324344	0.0983739839	0.1427978936	0.1531573254	0.1524510324	0.0098879228831663	-0.0138872426492469	9.777101894344372e-05	0.000192855508399	0.0276989242605907	0.0098438259705915	0.0007672304051939	9.690090973929168e-05	-0.0458572321038133	0.0307156701106307	0.000943452390345	0.002102885736223	0.0019730000491437	0.0004189974944859	1.755589003855455e-07	3.892729193921042e-06	1.0593342583131715e-06	7.283642333710817e-08	1.1221890708359172e-12	5.305144564542434e-15	0.0005669996097104	-5.900004193769997e-05	3.4810049486503558e-09	3.21488557411746e-07	0.0	0.0	0.0
814.212442005691	-0.8892736840828093	662941.9007168707	0.790807685202212	1343.7769485528324	1.5079552435106507	2.273929016431266	1805736.4874619616	772.9749652824347	0.0300968808677453	0.0009058222379672	597490.2969533812	916.3444247472264	896.7082113385808	1.276143	26.838938	0.0408253677587286	0.0252243072417664	0.1530336137	-0.0783426936	-0.0370645885	0.1051199916	-0.1495264311	0.1553456974	0.1011098914	0.1169081212	0.0905173947	-0.0344735734	0.0680653907	0.1858089008	0.050800388	0.0221740566	0.1420784762	0.079598526	-0.1662805842	-0.0090041854	0.1830435968	0.1152915273	0.0603139304	0.0203218036	-0.2071195627	0.1177971222	0.1260407468	-0.0948154871	-0.151199505	-0.1164654086	-0.112526376	0.0553608705	-0.0384790138	0.1298050595	-0.0505523817	-0.0677242801	0.0413983386	-0.3216731548	-0.0511553349	0.0723957751	-0.1006246601	-0.1148878014	0.1662908976	0.0269925117	0.0213782187	-0.233106178	-0.2613579657	0.0065522571	-0.0181349401	0.0083321139	-0.045221025	0.0521813462	0.0870440111	0.0321592389	-0.1875356121	-0.0255638847	0.0381654686	-0.06625225	0.0385469857	0.1197791454	-0.0554601726	-0.0335623942	-0.1336836037	-0.0558344386	-0.0216977471	0.1832111712	-0.174660657	0.0864467196	-0.1052388312	-0.0118772763	-0.1393589918	-0.131064989	0.0420734007	-0.0036652801	0.2087416904	0.0333296924	0.0517229234	0.1761827212	-0.0592651428	0.0145298661	-0.0269946877	0.0274400664	-0.0449472364	0.0750460235	0.0565224515	0.1527386503	0.1507811905	0.010888024105057	0.0010001012218907	0.0001185490689123	1.0002024540272713e-06	0.0270005834814526	-0.000698340779138	0.0007290315083388	4.876798438072085e-07	-0.0501250877875421	-0.0042678556837287	1.8214592137136198e-05	0.0025125244257088	0.0016230010193484	-0.0003499990297952	1.2249932085765118e-07	2.6341323088059457e-06	1.24170291493364e-06	1.8236865662046853e-07	1.5418261289546985e-12	3.325832691755436e-14	0.0009139996127379	0.0003470000030275	1.20409002101085e-07	8.353952920850311e-07	0.0	0.0	0.0
813.3726895772312	-0.8397524284597466	661575.1321500989	0.7051841411040419	1347.7480139510178	3.971065398185374	15.769360396665162	1816424.7091089129	773.2161339581098	0.2411686756751123	0.0581623301268875	597863.1898131256	919.2131452492172	900.3335317083854	1.171546	24.639133	0.0511725135925979	0.0285427724730536	0.1095405173	0.1089449278	-0.0136925996	0.2095120995	0.014029307	0.0588188672	0.0538884015	-0.0132941485	-0.0436235671	0.2333860994	0.0264363436	0.1797988121	-0.0681874029	-0.0328880679	0.1146125501	0.0363644433	-0.0911096225	0.1277263449	0.1593088993	0.0667501041	0.1892955359	0.0546096514	0.0828537452	-0.0659593537	0.0229454784	-0.1454536013	0.0190852761	0.0155284282	-0.0829208753	0.0580952572	-0.0803950994	-0.2112450981	-0.1389072254	-0.1314317599	-0.1824986297	0.0712440593	0.1043066587	0.1954030799	0.0149999013	0.026864945	0.1242845412	-0.0383798734	-0.0095231315	-0.2595720032	0.0824814949	-0.1717016272	0.0490206604	-0.1654555021	0.0419806108	0.0266553041	0.2410538309	0.0566479435	-0.0450031622	-0.1512887149	0.0487928041	-0.0752026904	0.0327365648	0.0169848131	0.1479292203	-0.0434297889	-0.0410498406	-0.0027005263	-0.1423828981	0.0667530664	-0.1790255673	0.1307129189	-0.0108663485	0.0064846323	0.0945893056	0.1152625336	0.1004746904	-0.05003076	0.2183115993	0.0411628448	0.0285771352	0.119140085	-0.0012080028	0.1346804131	0.0869905848	0.0365865824	-0.0832784813	-0.065229935	0.006839477	0.1521113526	0.148287834	0.0088147408627747	-0.0020732832422822	7.769965647787007e-05	4.2985034027286015e-06	0.0253600008918795	-0.0016405825895731	0.0006431296452361	2.6915112332103792e-06	-0.0273253547857166	0.0227997330018255	0.0005198278249545	0.0007466750141652	0.0018210011251584	0.0001980001058099	3.920404190077116e-08	3.316045097828158e-06	1.063646715593336e-06	-1.7805619934030406e-07	1.131344335592491e-12	3.1704010123514095e-14	0.0006189994795689	-0.000295000133169	8.702507856972777e-08	3.83160355706569e-07	0.0	0.0	0.0
813.8789211883668	0.506231611135604	662398.8983547398	0.2562704441129493	1349.5391479273424	1.791133976324545	3.208160921144176	1821255.9117884573	773.0806762520676	-0.1354577060421888	0.018348790126212	597653.7319943542	915.8373237962296	905.636882205568	1.144391	24.068037	0.0457605904396461	0.0263458137244916	-0.084622736	0.1017625859	0.0551580723	0.0385324279	0.1363983386	0.0243496147	0.0313586663	-0.1200844096	-0.111122798	-0.0329326812	0.0422134788	-0.0403198996	-0.1849160588	0.0354173107	-0.0209577193	0.1322644784	-0.047565589	0.0857288751	-0.0726346682	0.0971208352	0.0533488581	0.035396036	0.0750847614	-0.0928687172	0.0590874844	-0.0714347767	-0.0648346226	0.0741794489	-0.0911114194	-0.0101772698	0.0319369083	0.0261932819	-0.016223114	-0.2318692994	-0.0064774117	-0.0273061132	0.083839257	0.0127022445	0.1241446928	0.0964752109	0.0529883441	0.0236062074	-0.0557260782	-0.2530051483	0.0377918192	0.0034864648	0.0462873487	0.0712027608	-0.1152726917	-0.0775456171	0.0913340798	0.0597049846	-0.0845780526	-0.0173026143	0.082051629	0.0041714293	0.0965979659	-0.0286593862	0.1080103746	-0.0500934005	-0.0265966661	0.0645258451	-0.0870990531	-0.1046688221	-0.0909703494	0.1522015858	0.0364035114	0.0083579783	0.0858284901	-0.1324626284	-0.0820918826	-0.1229612708	0.1630896124	-0.1554990027	0.0317570778	0.0744298838	-0.073424676	0.091461533	0.1030162275	-0.0263462235	0.0593100123	-0.0113100254	-0.1150101614	0.151276289	0.1449845808	0.0051685610628027	-0.003646179799972	2.6714023459920176e-05	1.3294627133723856e-05	0.0027231909402161	-0.0226368099516634	7.415768896875048e-06	0.0005124251647877	-0.0340976812296958	-0.0067723264439792	4.586440546382e-05	0.0011626518652419	0.001611996920414	-0.0002090042047443	4.368275760083902e-08	2.59853407142422e-06	9.625772081633954e-07	-1.0106950742994061e-07	9.265548816756366e-13	1.0215045332130816e-14	0.0005739992689401	-4.50002106288e-05	2.0250189566363648e-09	3.294751607437692e-07	0.0	0.0	0.0
814.2771428116786	0.3982216233117697	663047.2653055508	0.158580461273061	1342.5609130859375	-6.978234841404856	48.69576150179665	1802469.8053461465	773.596692785173	0.5160165331053577	0.2662730624380727	598451.8430881574	913.963427422647	894.3998240355927	1.21631	25.580584	0.0912213135415185	0.0723379241232869	-0.1189566657	-0.0275228284	8.94891e-05	-0.1440812882	0.0456611331	0.0358169047	-0.0756528195	0.0791915314	-0.1755113054	0.1254198499	-0.1189331329	-0.1176915399	-0.1094762743	0.1746474151	0.0859595161	0.0133031299	-0.0437986671	0.0763548829	0.0516405907	-0.1400518894	-0.1888694041	-0.1133003098	0.0370989116	0.0067602648	0.002497858	0.0062388517	-0.1452312984	0.0334577205	0.0541259903	0.1480687828	0.0984237818	-0.0571229668	0.1786929795	0.0982449529	-0.0571436082	0.1087185769	-0.0809849722	-0.1347945018	0.1031108445	-0.0192802769	-0.0253074775	0.068594185	0.0618405675	-0.0532587736	0.1304112668	0.1183137461	0.0833993405	-0.0593783063	0.1668807023	-0.0569999801	-0.1131263252	-0.1549368314	-0.1528344965	0.072229268	0.0112837781	0.0829648976	0.0056017871	0.0608582608	-0.0334527041	-0.0304099723	-0.0981971312	0.0980547289	0.0263931172	-0.1521181495	0.0166775581	0.1238458888	0.0923916401	-0.0500495764	-0.0030144985	0.0949158638	-0.0598166601	0.2193765619	0.0941364726	0.0585560712	0.0019827389	0.0737607078	0.0771096431	-0.0416074315	0.2258606807	-0.1480739755	-0.0468642229	-0.0418599786	-0.1140810074	0.1502346003	0.1408894722	0.0051171691983711	-5.139186443159968e-05	2.618542060475793e-05	2.6411237297559196e-09	-0.0017629857993881	-0.0044861767396042	3.1081189288440984e-06	2.012578173896577e-05	-0.1060260354519968	-0.071928354222301	0.0051736881411288	0.011241520193668	0.0013870014766495	-0.0002249954437645	5.062294971478435e-08	1.9237730962278933e-06	8.495482324288872e-07	-1.1302897573450821e-07	7.217321992230465e-13	1.2775549355592046e-14	0.0005039999273767	-6.999934156339991e-05	4.899907819309526e-09	2.5401592679571894e-07	0.0	0.0	0.0
814.2171891420186	-0.0599536696599898	662949.6310943296	0.0035944425056991	1344.528542357961	1.967629272023487	3.871564952123677	1807757.0012152232	773.5535731499799	-0.0431196351930793	0.0018593029391842	598385.1305331013	913.735549142474	892.5234674767848	1.12203	23.597754	0.0573017747704657	0.0393927372824292	-0.0027902691	-0.1618916806	0.0106956777	-0.1567574607	-0.138910201	-0.0611511981	-0.0731148451	-0.0831877778	0.0010956133	0.0191315424	-0.0021406389	-0.2188358255	0.0822862824	0.0982848172	-0.0888817279	-0.0093417353	-0.0807941926	0.1541910273	0.0060243783	-0.1535855029	0.0654951058	0.191793917	0.0437706892	0.1035936784	0.0158415309	-0.024829355	0.0392133592	0.163234676	0.0494298985	-0.1481097694	-0.0635792072	0.0881920686	-0.0361048753	0.1149456446	0.0797988576	-0.0474549911	0.0789069405	-0.1335978072	-0.0984595584	-0.0758531697	-0.1253032801	0.1068147305	0.0008629169	-0.0527146434	0.0479290985	-0.128554547	0.0463402815	0.0643335392	0.1571615771	-0.0735440282	-0.0373076395	0.0303022347	0.1492392333	0.1713074117	0.1427498215	-0.0571274195	0.18263428	0.0236895903	0.04206329	-0.0300560228	-0.1032625272	-0.10052677	0.0831461437	-0.0688113747	0.1196301857	0.1036771715	0.076424409	-0.0101731009	0.1861047155	0.0705154905	-0.0410978788	0.0245570876	0.1087238964	-0.0663391122	-0.118112973	-0.0034994582	-0.1053608582	-0.1378351686	0.0391993735	-0.0142125258	-0.0340525651	0.0390761716	0.0062504724	0.1489877092	0.136024874	0.0051405372512505	2.3368052879399817e-05	2.642512323149405e-05	5.460658953744261e-10	-0.0049124757931053	-0.0031494899937171	2.4132418417845543e-05	9.919287220524766e-06	-0.0815298695943695	0.0244961658576273	0.0006000621417243	0.0066471196360748	0.000818999884492	-0.0005680015921575	3.2262580869345493e-07	6.707608107979093e-07	1.965749822918639e-07	-6.529732501370233e-07	3.8641723663046614e-14	4.263740653945077e-13	0.0004799994754595	-2.400045191720005e-05	5.760216922298313e-10	2.303994964413952e-07	0.0	0.0	0.0
813.0219189384107	-1.1952702036078335	661004.6406742957	1.4286708596327118	1342.9187237045671	-1.6098186533938588	2.591516096814817	1803430.698476304	773.3773230032859	-0.1762501466939738	0.0310641142096473	598112.4837357289	915.5774527942506	883.7279200400076	1.215344	25.560257	0.0724738890657819	0.0343476207492035	0.1733535043	-0.0451060213	0.0198802567	0.0506169229	-0.1806906839	-0.1185512215	-0.0955801303	0.006541703	0.1051307977	-0.0031494933	0.0740733834	-0.0966546847	0.1980317742	-0.0109252143	0.0563281935	0.0915452544	-0.0031086895	0.0100700688	0.0433026404	-0.1022305595	-0.1261547783	-0.1347970133	-0.0524425432	0.0963487198	-0.0476748094	-0.015653198	0.0476293338	0.0268592068	-0.0718687685	-0.0072987436	0.1422123975	0.265331868	-0.0374886085	-0.0147346653	-0.0455323915	-0.1163417721	-0.0507196629	0.0520988146	-0.1588162183	-0.0525546881	-0.1154031421	0.1071037724	0.0785481698	-0.0854490147	-0.1607962723	0.0274742987	0.0341687803	0.0777272245	0.1034308084	-0.1252773303	-0.1295555758	-0.1265675802	0.2339942401	-0.0185800577	0.0723010191	0.0229434347	-0.0067310004	0.1039557183	-0.0800593556	-0.0202419691	-0.0651788785	-0.1862995316	-0.0230168281	-0.0012677382	0.0114248157	0.0719568433	0.0773153849	-0.19151496	-0.1352818604	-0.042506311	-0.1385035727	0.0788732105	-0.0448277029	-0.0517564316	0.0268475039	0.0955834463	0.0035682122	-0.0747914464	-0.1484357107	0.0054754604	-0.2097444168	0.134750844	-0.0917943811	0.1475373187	0.1304173552	-0.0124336153343591	-0.0175741525856095	0.0001545947902828	0.0003088508391022	0.005114502287185	0.0100269780802903	2.6158133645620598e-05	0.0001005402894226	-0.0579082034772966	0.0236216661170729	0.0005579831101464	0.0033533600299679	0.0010870010439272	0.0002680011594352	7.182462145861148e-08	1.1815712694988225e-06	1.755565222083533e-07	-2.1018460083510604e-08	3.082009248989204e-14	4.4177566428212863e-16	0.0003229998076986	-0.0001569996677609	2.4648895677032992e-08	1.0432887577333257e-07	0.0	0.0	0.0
811.7483026143616	-1.2736163240491578	658935.3067972972	1.6220985408844897	1347.6616675811	4.742943876532763	22.49551661593964	1816191.970267471	773.4682350868148	0.0909120835289059	0.0082650069315667	598253.1106883123	917.6990542539002	878.4704057081447	1.119959	23.554184	0.0395902080013888	0.0237115613751458	0.1328381492	0.1090390583	0.0596201984	0.1259908012	-0.0006960614	-0.1320320555	-0.1469363056	-0.0663904925	0.0507252033	0.0417109733	-0.0174775228	-0.1191231568	0.0567836227	-0.1968002546	0.1952767956	0.1231279227	0.1019246994	0.0205618248	-0.1271723073	0.0662190793	-0.0219813104	-0.163995248	0.1722261381	0.0117152996	0.1225638029	-0.117316506	0.0390640956	0.0796754221	0.0267319384	-0.1034097103	0.0050666544	0.1158149765	-0.0229421613	-0.1513767056	-0.0050149532	-0.1047211303	-0.1805766672	0.1518936904	-0.0024152425	0.0591689336	-0.1401582608	0.113548268	0.0724605858	0.0221908329	0.1338468123	-0.1047162807	-0.029080895	-0.0073241337	-0.0734727737	-0.3275960986	0.1311983328	-0.1395598793	0.0902192988	-0.2020672413	-0.0453237452	0.0409615944	-0.0437543365	-0.1401313094	-0.0352671774	0.0100327887	0.0340842513	-0.1186121856	-0.1596395997	-0.0441549594	0.0338869876	0.1108963366	0.1385792887	-0.1495649362	0.061744885	0.1443938131	0.0228481172	0.097558354	0.0122049242	-0.0359891483	-0.0129878955	-0.1408866463	0.0553563072	0.0960264156	-0.1699491351	-0.0359208222	-0.1119451185	-0.0053678945	-0.0868506764	0.1458854101	0.124097542	0.0030949679509859	0.015528583285345	9.57882661762986e-06	0.0002411368988498	0.0052091819987509	9.467971156590024e-05	2.713557709611042e-05	8.964247782202064e-09	-0.0581914590633658	-0.0002832555860691	8.023372703940387e-08	0.0033862459079233	0.0013659973672905	0.0002789963233633	7.783894845023906e-08	1.865948807444577e-06	8.530426642838762e-07	6.774861420755229e-07	7.276817870885339e-13	4.589874727043757e-13	0.0005169997865614	0.0001939999788628	3.763599179876684e-08	2.672887793045332e-07	0.0	0.0	0.0
812.1036775974092	0.3553749830475681	659512.3831672367	0.1262913785760593	1342.7317673331092	-4.929900247990645	24.30391645513822	1802928.599005495	772.4488888632757	-1.0193462235391737	1.0390667234435746	596677.2859061093	914.853427576724	881.826837335661	1.169755	24.601475	0.0402458321768158	0.0285987934478784	-0.0377349677	0.1513834918	0.0975509146	0.0107582325	0.0911761067	-0.1591349245	-0.1201406984	0.0881396015	-0.0150677663	-0.1505384562	0.0004931209	-0.0616362479	-0.0206486528	-0.1591377512	0.0821887749	0.1713015781	-0.0151093565	0.0840039924	-0.1607291354	0.1669661661	-0.1055902555	-0.0243155287	0.0990488819	-0.0688865645	-0.0018198201	-0.0472989915	0.0929635062	-0.1186917139	0.1125589398	0.0804774169	0.0723428924	0.1378121131	-0.0769160371	0.1564304545	-0.1105482893	0.1247010001	0.0601386614	0.0613285636	0.0471892163	0.0943056512	-0.1592353678	-0.0705610357	0.0869196271	-0.0347226108	0.1222375471	0.0119793533	-0.0292553924	0.2460951082	-0.0927674778	-0.085112851	-0.1025072959	0.0037641747	0.0167473107	0.0025985021	-0.0973037368	0.1675072092	-0.093690323	-0.0744226744	0.066744684	0.0116544028	0.0666271212	-0.0096807825	-0.1601004038	-0.0085634016	0.1170343137	0.0443511061	0.0831651782	-0.1726674229	0.113803257	0.0521579808	-0.2133509196	-0.029900322	-0.117646967	-0.1273676293	0.113536492	-0.016530801	-0.0339099079	0.0996258726	-0.0745666329	0.1170416173	0.0404187142	-0.1043807026	0.0446287365	0.1440342395	0.1170999511	0.0096727818954747	0.0065778139444888	9.356270959742312e-05	4.32676362883113e-05	0.0049752850669619	-0.000233896931789	2.475346149753408e-05	5.470777470030814e-08	-0.062893072947368	-0.0047016138840021	2.210517311424224e-05	0.0039555386247629	0.0008189997026489	-0.0005469976646415	2.992064451233642e-07	6.707605129389867e-07	2.006500474660556e-07	-6.523926168178206e-07	4.0260441548130376e-14	4.2561612647840374e-13	0.0004899996954891	-2.700009107229999e-05	7.290049179124936e-10	2.400997015794108e-07	0.0	0.0	0.0
