global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	c_comp_cor_07	c_comp_cor_08	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	non_steady_state_outlier00	non_steady_state_outlier01	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05
1143.4338304158823	n/a	1307440.9245395367	n/a	1684.2237804534773	n/a	n/a	2836609.742645003	1144.9619019911024	n/a	n/a	1310937.7570110827	1291.5644173909802	1261.582866501634	n/a	n/a	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	-0.0048637653406871	n/a	2.36562132892691e-05	n/a	0.0040676745591952	n/a	n/a	1.6545976319523865e-05	0.0366813220381345	n/a	0.0013455193864653	n/a	-0.0004799997955933	n/a	2.303998037696098e-07	n/a	-0.0001950001715251	n/a	3.802506689481842e-08	n/a	-4.68368599430976e-08	n/a	2.193691449329341e-15	n/a	0.0	0.0	0.0	0.0	0.0	0.0
1141.998708822783	-1.4351215930992112	1304161.0509529037	2.059573986979618	1676.7764947621245	-7.447285691352818	55.462064168628416	2811579.413386757	1144.8102646213108	-0.1516373697916151	0.022993891917319	1310590.5419823157	1291.5961145265012	1291.8652792881876	1.423257	30.408504	0.0817747224344167	0.0420052448100112	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	5.89559154775543e-05	0.0049227212561646	3.475799969796526e-09	2.4233184565895312e-05	0.0339237132497487	0.0298560386905535	0.0008913830462918	0.0011508183206511	0.0459235714577488	0.0092422494196143	0.0021089744154349	8.541917433436092e-05	0.0002170001286336	0.0006969999242269	4.7089055826998944e-08	4.858088943723044e-07	-0.0002530002535108	-5.80000819857e-05	6.400912827652906e-08	3.364009510347921e-09	2.7418289141867544e-08	7.425514908496514e-08	7.517625794670516e-16	5.5138271656304005e-15	0.0	0.0	0.0	0.0	0.0	0.0
1143.9057592063798	1.9070503835966972	1308520.385945524	3.636841165576311	1660.6012449917728	-16.175249770351684	261.6387051332622	2757596.494868226	1141.9071415201822	-2.9031231011285854	8.428123740306456	1303951.9198547937	1284.294312834522	1252.4888854896935	1.339363	28.616062	0.155406875638556	0.0882482397955447	-0.0106820716	-0.011348717	0.2399359321	-0.028781559	0.1269876605	-0.0278568367	0.2889506231	-0.0045133973	0.0538727708	-0.0036818481	0.2661240256	-0.0849174311	0.2596553615	-0.1277934522	-0.1387704872	0.0914295119	-0.025051334	0.1068915897	-0.2112567078	0.053309394	-0.0308414551	0.1016102386	-0.1409047912	0.0764281316	-0.0719455405	0.0101621629	-0.0494748951	0.1907469254	-0.0171805242	-0.0798960028	0.1127624036	0.2245601172	-0.025043648	-0.0321617101	0.1508363791	0.0853490613	-0.0564976434	-0.1337298653	0.0206233988	-0.0711834118	0.0711014869	-0.0151877002	0.0723618329	-0.0912319595	0.2586359934	-0.1607359013	0.1656795342	-0.1201188657	0.1489687318	-0.1340120584	0.0457887614	-0.0929078041	0.1601032672	-0.1194510365	0.0039608351	-0.1423232216	-0.0275630353	0.0991546301	-0.2142455709	0.2284691009	0.025188934	0.1529259226	-0.1314081761	0.051756085	-0.0472869151	0.103629584	-0.3429121787	0.0851642293	-0.0375835721	0.1829880225	-0.0889495377	-0.1640052964	0.0956905463	-0.0223338308	0.1721974722	-0.1453900835	0.0094575763	-0.1383674113	0.0468369501	-0.0672795325	0.1380456863	0.0550845045	-0.1044750729	0.1819679847	-0.2275712536	-0.1253216623	0.1552023069	0.1551189223	0.0	0.0	0.0041315705275053	0.0040726146120277	1.7069875023750423e-05	1.6586189778101905e-05	0.0125231496345037	-0.021400563615245	0.0004579841230501	0.0001568292767681	-0.0433587360932534	-0.0892823075510022	0.0018799799956043	0.0079713304416317	-0.0003430000141655	-0.0005600001427991	1.1764900971753319e-07	3.136001599350124e-07	-1.007327554702897e-11	0.0002530002434375	1.014708802463718e-22	6.400912317944664e-08	7.32014381293715e-12	-2.741096899805461e-08	5.358450544208203e-23	7.513612214123107e-16	0.0	0.0	0.0	0.0	0.0	0.0
1148.031151847359	4.125392640979271	1317975.525611974	17.018864442245924	1666.7297718622913	6.128526870518499	37.55884160266727	2777988.1324121254	1144.4155645073786	2.5084229871963544	6.292185882695081	1309686.984286742	1284.2094579832644	1279.1241438092975	1.236072	26.409216	0.0759576245922342	0.0400385925256514	0.0998282334	0.0730597388	0.0949741257	0.1753730792	0.0302476192	0.0026271436	0.1203019466	0.0258189835	-0.0997258978	-0.036333912	0.1094871513	-0.0011876125	0.1803960365	0.1543628275	0.1074288911	0.064469039	0.0132685287	0.0590036006	-0.0033769915	0.0958407395	-0.0516817016	0.0318510048	-0.1210361138	-0.0042930486	-0.0713993481	0.0467091735	0.0230612209	0.2138132043	0.0983667147	0.0577629167	-0.0904858783	0.0247856099	0.1467464366	-0.0500637756	-0.0510229055	0.0389288284	0.0398613393	-0.0329495604	-0.0610416103	0.0317934457	-0.0093291689	-0.1498851098	0.0621623298	-0.0749345494	-0.0163563431	-0.1066142931	-0.0430386678	-0.0389417989	0.242139911	-0.0586822424	-0.0131452768	0.0099487073	0.0878299779	-0.0529521659	-0.0473807698	-0.1946626603	-0.1308079175	-0.0758153157	-0.0433810523	-0.0816572386	0.0860585851	-0.0520522833	-0.0108616678	0.0701924578	-0.1290586693	0.169937719	-0.1143187416	0.2534439166	0.1433901451	-0.0717963225	0.0414043522	-0.1540721992	-0.0239276485	0.190860942	-0.0117530352	-0.1692328687	-0.0711590008	-0.0814724274	0.2158601048	-0.0903808159	0.1367996256	-0.0012812207	-0.1248430881	0.1407345464	-0.100687306	0.0726089533	0.1549799811	0.1542304152	0.0	0.0	0.0040270130490682	-0.000104557478437	1.6216834097365563e-05	1.0932266297124578e-08	0.0328024625114125	0.0202793128769088	0.0004112505307595	0.0010760015468126	-0.0662816862328981	-0.0229229501396446	0.0043932619298763	0.0005254616431046	-8.29999673085815e-05	0.0002600000468569	6.888994573225597e-09	6.760002436559982e-08	-0.0003929997442326	-0.0003929997341593	1.5444879896688905e-07	1.5444879104929974e-07	-1.6293608486245892e-08	-1.6300928630058832e-08	2.654816775030641e-16	2.657202742022716e-16	0.0	0.0	0.0	0.0	0.0	0.0
1150.1598650714332	2.1287132240740902	1322867.7152211373	4.531419990347908	1673.7081243785003	6.978352516209043	48.69740384048108	2801298.8856105977	1148.2419992404514	3.8264347330728015	14.64160276646592	1318459.6888197088	1287.1000748935958	1255.965763815998	1.222353	26.116091	0.0908521645080827	0.0591335922002216	-0.0698654533	0.1604711581	-0.0476275367	-0.0167739535	0.0185813772	-0.0735586955	-0.0243537066	-0.1983686539	-0.093951025	-0.0917217787	0.0244815395	0.0229652021	-0.036708182	-0.0081893532	0.2124548308	-0.0862038528	0.0767241244	-0.064909607	-0.1315918842	0.1428825683	-0.1901161924	-0.0797988477	-0.0568765569	-0.1143436907	0.044483211	0.1369812236	-0.1060123869	-0.0371800557	-0.0164657997	-0.2034071946	-0.019953561	-0.0079399637	0.1257127947	0.1694657071	-0.206043181	0.1141464644	0.1898559688	-0.1044489482	-0.0887543494	0.1062582301	-0.168255417	0.0481036722	0.0115665465	-0.0369095888	0.0411812871	-0.0446163186	0.0196297708	0.0014619387	0.0009428648	-0.2385417132	-0.1271020223	0.1440119208	0.0560535829	-0.2353923485	0.0147549051	-0.1742564593	-0.1485320379	-0.0127443319	0.1081077057	-0.2421340834	-0.0992296451	0.0856663626	0.0468531682	0.0784753587	0.073974562	0.1911296981	-0.1001575372	0.1490136465	0.1656524566	-0.0145803857	-0.067842144	0.1077459066	0.0195594869	-0.0132068186	0.0156335108	-0.1844651711	-0.0824119311	-0.0574842104	0.0199837936	-0.0782429031	-0.1517688546	-0.1569569253	-0.0748063875	-0.0484738024	0.0365938476	0.0797523592	0.154535648	0.1524584902	0.0	0.0	-3.385264562894008e-06	-0.004030398313631	1.146001616078596e-11	1.624411056652037e-05	0.0231067531135522	-0.0096957093978603	9.400678072775655e-05	0.0005339220394506	-0.0593566844110995	0.0069250018217985	0.0035232159842788	4.7955650231913856e-05	-0.0010940047268112	-0.0010110047595026	1.1968463422852482e-06	1.0221306237369472e-06	1.3328649295374362e-10	0.000392999877519	1.7765289203908347e-20	1.544489037300221e-07	1.6886565680929858e-10	1.646247414305519e-08	2.8515610049635806e-20	2.7101305491076073e-16	0.0	0.0	0.0	0.0	0.0	0.0
1152.3874375409737	2.227572469540519	1327996.8062022517	4.962079107054845	1670.62913764013	-3.078986738370304	9.480159335060202	2791001.7155322046	1144.3452303059896	-3.896768934461761	15.18480812858625	1309526.0061240683	1286.7874055963548	1289.297459720695	1.28716	27.500727	0.0391097541994764	0.0239476939289583	-0.1510214819	-0.1471120874	0.0325871087	0.0993545705	-0.0425718941	-0.1205556082	0.0350710674	-0.0006635737	0.1343194123	-0.0910999759	0.0218281831	-0.025575877	-0.0775727685	-0.033725495	-0.0378106832	0.0472004305	0.179357848	-0.0806012354	-0.111343649	0.1756619889	0.0899954553	0.0903852052	0.1490948984	-0.1402540903	0.0725989266	0.0222218401	0.2138210091	-0.0654764359	0.0156212121	0.0035775976	-0.1562593273	-0.0300531069	-0.2312378747	-0.0337144057	-0.0541684515	0.1427494405	-0.0969276107	0.1905518538	0.0935468603	-0.1190646609	-0.0273854304	0.121446169	0.0172782715	-0.1133094352	-0.0243350177	0.027886948	-0.2008657136	0.0364538979	-0.004649847	-0.0736660038	-0.1135425077	0.1062380439	-0.0080706594	-0.03864206	-0.0140791833	0.0493455832	-0.080164511	0.0098250474	0.2010353772	0.1946526668	0.0960493258	-0.2035171516	-0.0709087395	0.1185572227	0.0654741096	-0.00437521	-0.2380626705	0.0586602765	0.14349399	0.0095046525	0.0530273695	-0.0255355664	0.0401531262	-0.0727887839	-0.0336965305	0.1663011447	-0.0708548244	0.1152229583	-0.0941659146	-0.0598357293	-0.0271409368	0.0361057627	-0.146672097	-0.3079745445	0.0816773226	-0.0060203027	0.153869944	0.1498132968	0.0	0.0	-1.0772253631330386e-05	-7.386989068436378e-06	1.160414482977107e-10	5.456760749719855e-11	0.0231609095068847	5.4156393332501634e-05	2.9329149387846273e-09	0.0005364277291861	-0.0519167824022162	0.0074399020088833	0.002695352294999	5.5352141901785794e-05	-0.0008439996880191	0.000250005038792	7.123354733763382e-07	6.250251942143939e-08	-0.0003819996712357	-0.0003819998045221	1.459237488241829e-07	1.4592385065499365e-07	-1.6116398389372536e-07	-1.6133284955053466e-07	2.5973829704496968e-14	2.6028288344095453e-14	0.0	0.0	0.0	0.0	0.0	0.0
1152.4277053400183	0.0402677990446136	1328089.61603526	0.0016214956398973	1679.1065119216432	8.477374281513221	71.8658747088618	2819398.6783776674	1144.3318524848091	-0.0133778211804838	0.000178966099537	1309495.388611315	1286.6815405083748	1300.6109912621714	1.545198	33.013824	0.0497251069138441	0.0313783181468419	0.1781693241	-0.0783696487	0.0019253078	0.0195147566	-0.0947729008	0.0155974648	0.0269381247	0.1599116344	-0.1055942691	0.0104445703	-0.1201247825	-0.0512220963	0.1591229669	-0.0312521951	0.0373228878	0.039510519	-0.0553247093	0.1118062549	0.0232773266	0.0809601416	0.0389374169	0.0436072842	0.0977018663	0.0611585598	0.1523020273	-0.0663451199	0.0013488759	0.0695697039	-0.0152266586	-0.0750215046	-0.0161526127	-0.1077601864	-0.1367380671	0.1496802728	-0.0173033262	-0.1032058181	0.1709185751	-0.0283271315	0.2168765955	-0.0010251029	0.0764349755	-0.1545521751	-0.0005859095	-0.0129098088	-0.0185397243	-0.1121302096	0.0996408038	-0.1299670976	-0.0215716143	-0.0879354527	-0.1221502769	-0.1113908532	-0.0255681489	0.1316164363	-0.0457572539	0.0957985982	-0.1677184966	-0.1371895127	0.1126275476	0.1614312139	-0.1049705287	0.0445109553	-0.0275411667	0.1033544274	-0.1680847615	0.0180649177	-0.1215959201	0.1628785146	0.0965034921	0.1338627708	-0.0203406228	0.1292423245	0.1643297332	0.0825690198	-0.0393124582	0.215125058	-0.033588231	-0.0665366427	0.0025069678	-0.0440942209	-0.0479156448	-0.0014030929	0.1369476101	0.0528373667	0.0507776692	-0.0800276778	0.1529838229	0.1463099864	0.0	0.0	0.0046866069629913	0.0046973792166226	2.1964284825558536e-05	2.2065371504758237e-05	0.0203440033619273	-0.0028169061449574	7.934960229498768e-06	0.0004138784727901	-0.0288140417780056	0.0231027406242106	0.0008302490035846	0.0005337366243495	-0.0008440004137626	-7.257435000185274e-10	7.123366984314401e-07	5.267036278191425e-19	3.1041613723914445e-11	0.0003819997022773	9.635817825847137e-22	1.4592377253995634e-07	2.6556362306678207e-11	1.6119054025603204e-07	7.052403789635589e-22	2.5982390268031486e-14	1.0	0.0	0.0	0.0	0.0	0.0
1151.5901024977145	-0.8376028423037951	1326159.7641706965	0.7015785214353962	1691.223516455524	12.117004533880843	146.82179887408896	2860236.9826121884	1145.7467831759982	1.4149306911890562	2.0020288608687404	1312735.6911581478	1290.6377958475562	1298.2547257764495	1.304653	27.874464	0.1477588557938147	0.0760170333078048	-0.0436669366	0.1383508325	0.0027059474	-0.0619808604	0.0600308678	0.1342810383	-0.1261874433	-0.1454690459	0.0354544336	-0.1188487688	-0.1806863191	-0.0261254147	-0.0165184052	-0.0289761758	0.0538157405	-0.0695911317	0.142922642	-0.0233293134	0.1716390918	-0.1543803462	-0.1164678162	0.1479739855	-0.113761739	-0.2132577104	0.0402382751	-0.1987429933	0.0240737771	0.1854720083	-0.021341752	0.0992945999	-0.1671586307	0.0341030236	0.0246123567	0.0633392447	0.1605071202	-0.0750073414	0.0386739154	0.0219258371	-0.0222151803	0.1740400449	-0.0208656345	0.0892198372	-0.0960048003	0.0488264162	-0.0067295338	0.0181260016	0.0883111367	-0.0378098702	0.0164196903	-0.0814879794	-0.1581511556	0.1127745451	-0.240054174	0.0839003058	-0.2096354955	0.2510368603	-0.1143883771	0.0184455341	0.0476754099	0.0929634651	0.1883419258	-0.0820778192	-0.0225230652	0.0978695147	-0.0018218579	0.1742338691	-0.0687267975	0.0313616886	0.1109261917	0.1031050129	-0.2256540477	0.1925769228	0.0155880273	0.1882682084	-0.05029083	0.0577964457	-0.0629283035	0.0417473109	-0.0408865279	0.0474074147	0.0683304863	0.0375221427	0.1097545552	-0.1985449936	0.1853580071	0.0338449178	0.1518785538	0.1419686256	0.0	0.0	4.070685228896309e-05	-0.0046459001107023	1.6570478232754594e-09	2.1584387838623984e-05	0.0544302955447904	0.0340862921828631	0.0011618753147755	0.0029626570730932	-0.0041411529571462	0.0246728888208594	1.714914781448072e-05	0.0006087514427664	0.0005819995228307	0.0014259999365933	3.387234445751625e-07	2.0334758191640963e-06	-0.0002609995399753	-0.0002609995710169	6.812075986731821e-08	6.812077607101299e-08	7.601253394561937e-08	7.598597758331269e-08	5.777905316833937e-15	5.773868789291699e-15	0.0	0.0	0.0	0.0	0.0	0.0
1150.46985959523	-1.120242902484506	1323580.8978370682	1.2549441605669105	1681.013961443618	-10.209555011906104	104.23501354113704	2825807.9385683658	1143.669798719618	-2.07698445638016	4.313864432044788	1307980.6085033717	1287.992684149873	1301.164376530334	1.210059	25.853424	0.1060675206545014	0.0631989456975841	-0.0737983589	-0.0984322949	0.119342096	-0.0106876613	0.1604928461	0.0402386681	0.059041874	0.0641711567	0.057044185	-0.0958255819	0.0605379178	-0.1089415344	-0.045651499	-0.017201137	-0.1296933929	-0.0114027173	-0.0181601796	-0.0481767025	-0.0033372143	-0.0125064956	-0.0242396737	0.0420772623	0.1217724957	-0.0524979886	0.0422054633	-0.0324542229	-0.0920697482	-0.0043391129	0.0867191183	-0.087984675	-0.0815851051	0.0831149452	0.0383841116	0.0785818807	0.0139811292	-0.1113155863	-0.0958453882	-0.2503733497	0.0748693516	-0.0872483268	0.0983083318	0.0607595827	-0.003425607	-0.1142362981	0.0965945224	0.073287829	0.0749277868	-0.0188819629	-0.0416984857	-0.0256375562	0.0225973208	0.0336283262	0.0042649654	0.115877266	0.0146469426	-0.0122583251	0.0448350019	0.0031600788	-0.080970389	0.0710026676	-0.079119707	-0.030685971	-0.1351316766	-0.0281104815	-0.0041972726	-0.0945357276	-0.1786212204	-0.0026679559	0.0133085228	0.0189762549	-0.0777304234	-0.012181128	-0.1309036684	-0.1769964472	0.1259538466	-0.0244976103	0.0991929318	0.0882561287	-0.0885003836	0.01581003	0.0853025623	-0.0415854575	0.1277547468	0.0221668798	0.097785392	0.0958346811	0.1505557202	0.1368140814	0.0	0.0	1.7828896403671024e-06	-3.892396264859599e-05	3.1786954697283355e-12	1.5150748682692954e-09	0.0316871547954065	-0.0227431407493838	0.0005172504511462	0.001004075779028	-0.0672742794950238	-0.0631331265378776	0.0045258286815745	0.0039857916664476	0.0002049997793259	-0.0003769997435048	4.202490952366769e-08	1.4212880660268498e-07	-0.0002869998300787	-2.600029010340005e-05	8.23689024652027e-08	6.760150854609627e-10	2.9458050319471573e-08	-4.65544836261478e-08	8.677767286245192e-16	2.1673199456972638e-15	0.0	0.0	0.0	0.0	0.0	0.0
1151.7488407392996	1.2789811440695755	1326525.3921443203	1.6357927668855208	1680.2286364411657	-0.7853250024522822	0.616735359476677	2823168.270716939	1144.8392550998265	1.1694563802084303	1.3676282252102048	1310656.9200175256	1286.475613721328	1289.379382140445	1.199624	25.63048	0.0595682313600257	0.0373721185384625	0.0711827264	0.0817930268	0.0336908582	0.0980856333	-0.0131484827	0.0179501914	0.1614059962	0.012283619	-0.1790729389	0.1372117892	-0.0593577204	0.0302120701	-0.1186788265	0.1142020504	-0.0757269298	-0.1732994999	0.0944360294	0.0302142043	0.0138187866	0.2480976472	0.0116375311	0.0397038492	-0.1119446494	-5.96314e-05	0.013313063	-0.0002937529	-0.1172723788	-0.1323398618	0.2052335086	0.1565667942	-0.0522971802	-0.2901804081	-0.0701686253	-0.1401016475	0.0055471941	-0.1770258295	-0.0597048978	0.0266138011	-0.1049688902	0.0572173511	0.0672122869	-0.0333066407	0.3146542249	-0.0985873242	-0.0477682061	0.1140544126	-0.015333807	0.0084528453	0.0007761997	0.0110689273	-0.0204168164	0.1116257847	-0.0377573015	0.1956118922	0.1562127478	-0.2189065347	0.0750143296	0.0785269121	0.0344161379	-0.0137696125	0.1143758557	0.0130226278	-0.1349692563	-0.021174087	0.0349474322	0.0503270018	0.0940887699	0.1691767893	-0.0168521269	0.0221102712	0.1349712074	-0.0585184566	-0.2242322159	-0.0471828446	0.1316734004	0.1253772921	0.0717631152	0.0485369039	0.0410460538	0.1343091682	-0.010234959	0.02208303	0.1859443174	-0.065335511	0.0284022144	0.0164299805	0.149017217	0.1308758785	0.0	0.0	0.0034406682424759	0.0034388853528355	1.18381979547822e-05	1.1825932469946768e-05	0.0147910904790222	-0.0168960643163843	0.0002854769893833	0.0002187763575586	-0.0648948342785615	0.0023794452164623	0.0042113395160419	5.661759538145323e-06	-0.0004550001189055	-0.0006599998982313	2.0702510820401915e-07	4.355998656654583e-07	-0.0002100003095673	7.699952051140003e-05	4.410013001836184e-08	5.928926158985513e-09	-4.785269375261018e-08	-7.731074407208177e-08	2.2898802993810976e-15	5.976951148978925e-15	0.0	0.0	0.0	0.0	0.0	0.0
