global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	t_comp_cor_05	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	c_comp_cor_07	c_comp_cor_08	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	non_steady_state_outlier00	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2
910.6780427067964	n/a	829334.4974682818	n/a	1317.0895122053437	n/a	n/a	1734724.7831613102	909.11487739184	n/a	n/a	826489.8602951802	1016.207646626828	1026.2499228614722	n/a	n/a	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	9.507665606633964e-05	n/a	9.039570528757036e-09	n/a	-0.0718887798355467	n/a	n/a	0.0051679966662437	0.1287032160585397	n/a	0.0165645178238111	n/a	-0.0001650311365264	n/a	2.7235276023195277e-08	n/a	-0.0002879820541927	n/a	8.293366353704721e-08	n/a	-0.0002170233492353	n/a	4.7099134113306995e-08	n/a
912.5439094267424	1.865866719945984	832736.3866318426	3.481458616601986	1326.211149154171	9.121636948827245	83.20426062621041	1758836.0121408266	909.6785167586984	0.5636393668584105	0.3176893358725499	827515.0038523055	1015.7733483120963	1018.879223172515	1.376277	28.606598	0.0770549506765428	0.0470245439475177	-0.0301430601	0.1162256343	0.1462680681	-0.1293822791	0.1194522768	-0.1216550729	0.0010374714	-0.1099770357	0.1826456918	-0.0481792226	0.0546347522	-0.1636164108	0.1448978971	-0.1540045187	0.2671075518	-0.1173427581	-0.0767784654	0.1977023558	-0.0216255033	-0.0236002809	0.063643859	-0.0283008084	-0.0916108598	0.2955324957	-0.0686551821	0.1289310124	0.0011865877	-0.1435454988	-0.1081957297	-0.0687645324	-0.2064343419	0.133866666	0.0947090855	-0.1811730896	0.0666532643	0.1400619807	-0.0776191424	0.0536257042	-0.1572439209	0.0001716895	-0.1097983291	0.1432199573	-0.045762806	0.1335326382	-0.0556068859	0.0579525172	-0.1135194346	0.236461015	0.0456800386	-0.0059077736	0.0414371075	-0.0095277042	0.1696856891	-0.0791454636	0.254658203	-0.149199652	0.1983947512	-0.1802278192	0.0718943465	-0.0947823274	-0.011210446	0.0807989893	-0.012320275	-0.0038635252	-0.1045007944	0.1783541632	-0.0482860488	0.1860502178	-0.0072234863	0.1288925287	-0.1224059121	0.0076885825	-0.1110638547	0.1418229994	-0.0655881586	0.0324853673	-0.0732602361	0.0401150748	-0.0978719995	0.0560342714	-0.118047109	0.0526147153	-0.2594624164	0.1700711296	-0.1184037549	0.0175624584	0.0732510834	0.1542763717	0.1541954464	0.0	0.0001318478657594	3.677120969306037e-05	1.7383859705308764e-08	1.3521218622910164e-09	-0.0363408732364121	0.0355479065991346	0.0012636536635807	0.0013206590675849	0.0988347488001295	-0.0298684672584102	0.0097683075703847	0.0008921253363667	-0.0002540470007238	-8.901586419740002e-05	6.453987857675846e-08	7.923824078809963e-09	-0.0004249717324924	-0.0001369896782997	1.80600973417592e-07	1.87661719606553e-08	-0.0002230539189243	-6.030569689000016e-06	4.975305074748821e-08	3.6367770773885745e-11
912.6355054585624	0.0915960318200177	832903.5658236057	0.0083898330451737	1322.870599562122	-3.340549592049001	11.159271576938748	1749986.623185848	910.0842303611804	0.4057136024820238	0.1646035272389416	828253.3063521021	1016.6035763082468	1034.216859627474	1.226392	25.491159	0.0223785732459584	0.0113153231310547	-0.1008263734	-0.1186510717	0.1539582967	0.0658656391	-0.1583610208	-0.0149584573	0.0223722968	0.0563752118	0.0263294263	-0.0244760656	0.2859893003	0.1935776312	-0.0103627323	-0.0831932647	0.009238547	0.1163702843	0.060201487	0.0750983392	-0.1030393944	0.0134581623	-0.0229620189	0.167308561	0.0369062351	0.0444846626	0.3009208699	-0.053336105	-0.1493699068	0.0813915259	0.1507395136	0.0104477441	-0.0006787248	0.1499082774	-0.0099431332	0.0417146015	-0.0903429746	0.1279995265	-0.060547419	0.0332782161	-0.1293579423	-0.0957781087	0.1343855605	0.0043366497	-0.1111960256	-0.0533152732	-0.1378995179	0.0957441249	0.0198455068	-0.076604282	0.0381644018	-0.0871735441	0.0483474192	-0.2429525223	0.09075398	0.112934413	0.1296986611	0.0325083739	0.1073254515	0.0343395	-0.002493871	-0.1326191738	-0.0962604855	0.0875520066	-0.0275859042	-0.0933021802	-0.0388257831	0.1363224916	0.1551807544	0.115762257	-0.0133233076	0.0405101104	0.0583787994	-0.0419000563	0.0172700259	0.227050163	-0.0368306495	0.0893491414	0.0148824413	0.0709885699	0.0676911493	0.0359561056	-0.0726575782	0.0994850021	-0.1040776599	-0.0362078152	-0.0678969302	-0.1582062987	-0.1359678035	0.1540606022	0.1533331229	0.0	0.0001482021225456	1.6354256786199996e-05	2.1963869127021043e-08	2.674617150289686e-10	-0.0281648842299091	0.008175989006503	6.684679623445793e-05	0.0007932607036841	0.1010196178582418	0.0021848690581122	0.0102049631922252	4.773652801096524e-06	-7.503956231246155e-05	0.0001790074384113	5.6309359120458e-09	3.204366300658913e-08	-0.0003769919090823	4.79798234101e-05	1.421228995135172e-07	2.3020634544643803e-09	-0.0002100139622546	1.303995666970001e-05	4.410586434187656e-08	1.7004046994765378e-10
912.4933523138086	-0.14215314475382	832644.1180168925	0.0202075165634005	1324.5272685811267	1.6566690190047666	2.744552238530216	1754372.48521498	908.409408668205	-1.6748216929754562	2.805027703261173	825207.6537569178	1013.7666093045056	1035.1643829767995	1.30812	27.18993	0.0816036777856378	0.039706809202764	0.2098177143	-0.0646378513	0.0205197859	0.1367546306	-0.0528181064	-0.0146648923	-0.1696277615	0.0514745395	0.0083326833	0.0470284449	0.058222618	0.1655516329	-0.0295157975	0.0418249295	0.0006274405	0.0492919084	0.0123154199	-0.1225561821	-0.0254500371	-0.1707956721	0.0699431091	-0.0491722969	-0.1182023249	-0.1391275633	0.019591307	-0.0679151943	-0.1257963368	-0.1348041913	0.1919284946	-0.0098094298	-0.0804487008	0.1484709291	0.1014497684	-0.0404670166	0.0134183924	0.0291269674	-0.0499574975	0.2237355067	-0.014367799	0.060504953	-0.0193726346	-0.1696919653	-0.0741092206	-0.0128327609	0.0359128752	0.2176990406	0.0330604994	0.0547283774	0.0040153946	0.1953530178	-0.0489460635	0.0152990897	-0.0674668929	0.0255835879	0.0839174425	0.1082123112	0.1312659924	0.1361328907	0.0262315696	-0.0764267083	-0.0272346324	-0.0784905511	-0.0007518398	-0.164610819	-0.0980111715	-0.1599254142	0.064747545	0.1399645116	-0.0159919766	0.0333239731	-0.0686388213	0.0618596423	-0.0158513569	0.0293122149	-0.1129956187	0.138619363	0.1010718399	0.0461769896	0.1083712884	0.014963717	-0.0672290512	0.053639046	0.0240522411	-0.0975489039	-0.2040953586	-0.0400805512	-0.1377923105	0.1536293651	0.1516132984	0.0	-4.290028829245784e-05	-0.000191102410838	1.840434735575995e-09	3.652013142811785e-08	-0.0348845114264122	-0.006719627196503	4.515338965998408e-05	0.0012169291374594	0.0685746783940857	-0.0324449394641561	0.0047024865168522	0.0010526740968327	-0.0002939996158555	-0.000218960053543	8.643577412318156e-08	4.794350504757026e-08	-5.743381548128923e-09	0.0003769861657007	3.2986431607387784e-17	1.4211856912975478e-07	3.899999278442139e-05	0.000249013955039	1.5209994371849203e-09	6.200794980417575e-08
913.346285088039	0.8529327742304531	834201.4364841215	0.7274943173564571	1320.114978069534	-4.412290511592801	19.46830755869186	1742703.555323526	910.066101865171	1.6566931969661027	2.744632348873766	828220.3097640679	1014.7941086969691	1033.723061714665	1.216472	25.284966	0.0431452890084678	0.0258756771221807	-0.0177463194	0.1769005696	-0.0285062403	0.0266846082	-0.2011072565	-0.0758872296	-0.0999243005	-0.1356117456	0.1638749797	-0.067804038	0.0124275604	-0.0367886386	0.0734560739	0.04098199	-0.10945971	0.0662339691	-0.2344345799	0.060345477	0.0544762836	-0.0057156073	0.1729080586	0.1615504818	0.0003795889	-0.0276707453	0.1549362291	-0.0957197689	0.0433877936	0.0992444358	0.0227727653	0.1134310475	-0.0374377336	0.0190123191	-0.083861925	-0.0095996887	-0.0128334818	-0.0221194147	0.1761279648	-0.004182301	0.0243926411	-0.010142937	-0.1656717966	0.0573294647	-0.2381216394	0.030957911	0.0525383348	-0.0320573361	-0.0398653391	0.0779206695	0.115466976	-0.0377884767	0.0326280533	-0.0942881548	-0.0611887232	0.0505675491	-0.0445758235	0.114347507	-0.1208333428	-0.032446643	-0.0100751081	-0.1321702296	-0.1010253762	-0.0643583894	-0.1943089586	-0.0896197405	0.041814022	0.0518117077	-0.1364633716	0.1134247424	-0.0350379555	-0.0880320703	0.0477236237	0.0829124001	-0.178899412	0.0753053744	-0.1144012829	0.1209633352	0.2602747421	0.0879136374	0.0226523292	-0.0501056534	0.0370695838	0.0525637528	-0.0275467167	-0.1256987811	0.0883360858	-0.018724884	0.0290251155	0.1529832634	0.1490455908	0.0	3.3928359513879514e-05	7.682864780633736e-05	1.1511335793030583e-09	5.902641123750226e-09	-0.036926323118493	-0.0020418116920808	4.1689949859178594e-06	0.0013635533390513	0.0759507963795584	0.0073761179854727	0.0057685234706891	5.440711653561391e-05	-3.799183726185797e-05	0.0002560077785936	1.4433796985314996e-09	6.553998270045124e-08	-0.0004170006816741	-0.0004169949382925	1.7388956851666405e-07	1.7388477856160914e-07	3.89920960084553e-05	-7.896775966089581e-09	1.5203835511325955e-09	6.235907065861002e-17
914.4748661549067	1.128581066867696	836264.2808290346	1.2736952244922266	1329.0696491294193	8.954671059885413	80.18613379074935	1766426.1322369978	910.0104358252902	-0.0556660398808617	0.0030987079960176	828118.9933109346	1017.534733367582	1035.37940326564	1.260057	26.190907	0.047170190986146	0.0259335077768894	-0.1167976812	-0.1312085219	0.0093361421	-0.1104829232	-0.0057719303	0.0554291835	0.134327137	0.1715016981	0.0012891244	-0.147402668	0.0358191633	-0.02071497	0.0063330748	-0.1285158376	0.0702430774	0.0642382091	0.0997833439	0.121245579	0.0607204333	-0.0007562937	-0.0686923569	-0.0710977948	-0.0447106242	-0.1789874819	0.045850435	0.1703216731	0.0586772072	-0.0593919625	0.0940947626	-0.2540293503	0.0417913641	-0.2296787677	-0.0075792185	0.0567929707	0.0496655626	0.0269251698	0.1478675714	0.0500320815	-0.0002330149	-0.018810251	0.1933993824	0.0584863807	0.009814799	0.0045691653	-0.0974490449	-0.0752777967	0.0605373306	0.0483208846	0.2313168898	0.0491431043	0.1535797036	-0.0403302428	-0.1643777233	-0.1827347681	0.0870804182	0.100910459	-0.0127254036	-0.05119501	-0.1735269075	-0.0091895682	0.0017938762	0.0132196357	0.067161696	0.0485011145	0.100749295	0.055629438	0.1416539762	0.0761136925	0.1066902933	0.0200847156	0.072515811	0.061129939	-0.0102770792	0.0731699352	0.1614519949	0.0983802349	-0.032598647	-0.0701932829	-0.151566655	0.1486845823	0.0997888584	-0.0587186244	-0.1903057535	0.0444434216	0.1105904541	-0.060866086	-0.0877096788	0.1521232008	0.1456443598	0.0	-1.7319738418564157e-05	-5.124809793244367e-05	2.9997333888748725e-10	2.626367541693337e-09	-0.0201948212518772	0.0167315018666157	0.0002799431547125	0.0004078308053952	0.0685644685291322	-0.0073863278504262	0.0047010863446823	5.455783911398172e-05	-0.0002939956722807	-0.0002560038350188	8.643345531978076e-08	6.553796354435448e-08	-0.0002130056195503	0.0002039950621237	4.537139396000716e-08	4.161398537089301e-08	3.8968729727666e-05	-2.336628078929848e-08	1.5185618965878795e-09	5.45983077924339e-16
913.6329046311048	-0.841961523801956	834725.0844246694	0.7088992075629117	1334.2271967593426	5.157547629923329	26.600297554927742	1780162.2125722936	910.223549235202	0.2131134099117844	0.0454173254842282	828506.9095823282	1018.6085570219258	1046.0077796457438	1.305335	27.132027	0.0367640874345435	0.0295060385534719	0.1597450793	-0.0800799937	-0.1717440921	0.0134351413	0.1451088843	0.0164343778	0.0047395955	-0.0008412639	-0.1387071525	0.0497020245	-0.1239221055	0.058775176	0.0456585168	0.1018481342	0.0397728282	-0.019484628	-0.0190531899	-0.0585809016	-0.0690249357	0.065565597	-0.2012902818	0.0496184588	-0.0051001691	-0.1979597061	0.0456090391	-0.0110618728	-0.1123910306	0.1303911313	-0.0563995199	-0.0149841113	-0.0126765942	-0.1406130149	0.0547122862	0.1602451577	-0.2036138197	-0.015669949	-0.0635246328	0.1449521813	0.0831367035	0.0549141475	-0.0062424267	-0.126368692	0.169977833	-0.1154339862	-0.0521592805	-0.0153015858	0.0810139557	-0.0001382463	0.1003920701	0.0584898389	-0.105823766	0.0617865075	-0.1568317082	0.0198528437	-0.0103571462	0.0097604904	-0.0514146656	0.1332838352	-0.2502179305	0.1412369131	-0.1201605109	0.0116931724	0.0411389104	0.0711546675	0.0300250986	-0.2289575542	0.0228775511	0.1049970239	0.0094842001	-0.0676223372	-0.0899315881	0.0118254306	0.0735653332	0.0754703195	-0.0044865291	0.2109186988	-0.0494731559	-0.1721650272	-0.1003660942	-0.1154184145	0.1817065561	0.0433332017	0.11172631	-0.1000344082	0.0311714667	-0.0691281645	0.2645879195	0.1510503801	0.1414286265	0.0	-1.984731370896497e-05	-2.527575290400812e-06	3.939158614620688e-10	6.388636848644749e-12	-0.0201534615714109	4.135968046630259e-05	1.710623168274652e-09	0.0004061620133103	0.0685881123739307	2.3643844798498792e-05	0.0047043291590189	5.590313968554984e-10	0.000212980546686	0.0005069762189666	4.5360713266667435e-08	2.570248865977713e-07	-0.0002400173796557	-2.70117601054e-05	5.760834253678844e-08	7.296351839916789e-10	-0.00016097441788	-0.0001999431476076	2.5912763211804866e-08	3.9977262275260924e-08
912.2703328379688	-1.3625717931359986	832237.1601762983	1.8566018914498503	1335.5341400287118	1.3069432693691851	1.7081007093494145	1783651.4391822307	909.7534423564474	-0.4701068787545637	0.221000477452358	827651.3258794058	1017.4001090693738	1025.353133690753	1.26621	26.318808	0.0361958139372425	0.0218690680185274	-0.017298712	0.1775188838	-0.0426132521	-0.1060831304	0.01737403	-0.0868316416	0.0108442755	-0.1348898544	-0.1907995306	-0.0030214905	-0.0355873913	-0.0351285662	-0.1265958073	-0.0378789559	-0.1820662833	0.0295607911	-0.092334696	-0.0050249291	0.1292136168	0.0700945684	-0.0268441018	-0.2014485562	-0.0463550711	0.0884831275	0.1118555746	0.1345698424	-0.0283504101	0.2039019254	-0.1388031138	0.0169328568	-0.0465306674	-0.0830373806	0.0131241515	0.0047151042	0.0225730491	-0.0227287981	0.1168578467	-0.126412949	-0.2259494209	0.0185624023	-0.110671401	0.017410214	0.0021812624	-0.092534266	0.0206691036	-0.1690117865	-0.0051231535	-0.1001971882	0.0306139528	0.0898842675	-0.1043065233	-0.1679993265	0.1990653664	-0.1681013217	0.0394807685	0.013579015	-0.1750341894	0.0637874667	-0.0792645697	0.097599379	-0.0846542241	-0.0948738478	-0.1368680485	0.0103674037	0.0770783848	0.0279869669	-0.1026568611	0.1741580196	0.1569816665	0.0986816649	0.0111022752	-0.2035103545	-0.0146718848	-0.006778527	0.1045720888	0.0692544899	-0.0662000761	-0.1040768277	0.0460532784	-0.0060995627	0.1391774734	0.1328355572	0.0727660273	-0.0703939856	0.025833837	-0.0096437148	0.0254769672	0.1497663018	0.136421967	0.0	-0.0044546343831939	-0.0044347870694849	1.98437674879333e-05	1.966733635167078e-05	-0.0202558295866452	-0.0001023680152343	1.047921054301027e-08	0.0004102986322432	0.0806497887678148	0.0120616763938841	0.0065043884282931	0.0001454840374307	-4.501042439274911e-05	-0.0002579909710787	2.025938304015384e-09	6.655934115815598e-08	-0.0002859980341498	-4.598065449409999e-05	8.179487553755017e-08	2.1142205877057973e-09	-7.300639428006427e-05	8.796802359993574e-05	5.329933605776201e-09	7.738373176078851e-09
912.1844110922652	-0.0859217457035583	832080.3998397427	0.0073825463847469	1325.7945965182396	-9.739543510472233	94.85870779238176	1757731.3121569618	908.6068252332782	-1.1466171231692217	1.3147308271448617	825566.362860497	1015.0597014479972	1026.7611530064655	1.209857	25.147472	0.0230334546561882	0.0101348225733088	-0.1415892695	0.0228180386	-0.0511658879	0.2183811602	-0.0911350582	0.0281604948	0.0176696233	0.0847178027	0.1432236118	0.1443543022	-0.0757829204	0.1011070034	-0.0712862794	0.0072113043	-0.2171548878	0.0622976339	0.1548892822	0.0073481637	0.0828553082	0.0987657194	0.1131058859	0.1367124621	-0.056383104	0.0206746028	-0.1087170815	0.0978665304	-0.0931379181	-0.0654448899	-0.1150754604	-0.0388207575	-0.1537298102	-0.0469972561	-0.1827854788	-0.258345269	-0.1090684256	-0.1862069904	0.0758166376	-0.0475599969	-0.0531585373	0.1150963208	0.1005832858	0.074168176	-0.0346497719	-0.0258732207	0.1853775415	0.0787882225	0.1443918322	0.0153169981	-0.0212164623	0.0844259486	-0.0161405633	-0.2014299342	-0.0342637952	0.0148440312	-0.1157900821	-0.2381748396	0.0022807582	-0.1279032173	0.0387038925	0.0930239691	-0.1339389145	0.142199783	-0.0520823558	0.0531826016	0.1232594787	0.0974344472	0.0545968143	0.1466960251	0.0717049981	0.003124123	-0.0533898631	0.0385090256	0.1111287201	-0.1149379024	-0.1846458524	-0.0348826518	0.0515627204	-0.1558112592	-0.0266122559	-0.1379580323	0.0755430966	0.0781058084	0.0798428797	0.1097254495	0.0420574068	-0.1210943612	0.023312679	0.1482727618	0.1306523804	0.0	-1.6063367411334184e-05	0.0044385710157825	2.580317725915131e-10	1.970091266214508e-05	-0.0172576274987505	0.0029982020878947	8.98921575985614e-06	0.0002978257068856	0.0767043122909854	-0.0039454764768293	0.005883551524033	1.5566784629214126e-05	-0.0001170176249777	-7.200720058495089e-05	1.3693124555421641e-08	5.185036936081351e-09	-0.000439995537401	-0.0001539975032512	1.9359607293279483e-07	2.3715231007603357e-08	-8.002579195754434e-05	-7.019397677480066e-06	6.404127378432168e-09	4.927194375461255e-11
914.5408625180048	2.3564514257395786	836384.9892151762	5.552863321870093	1329.0365067583075	3.2419102400679094	10.50998200465717	1766338.0362963248	909.5766617381548	0.9698365048766392	0.9405828461913353	827329.7035787257	1016.1788957602864	1031.5918731830218	1.296434	26.947018	0.0405820911187201	0.0200919306628335	0.0592538524	-0.1010828033	0.0127034406	-0.1658277033	-0.0773297065	0.0523208134	-0.1642152898	0.1163102162	0.016372164	0.0024444351	-0.0378423138	-0.1025584753	0.1145282418	0.1445332354	0.0881388383	0.0138567091	0.0984531297	-0.0884097639	-0.1236140075	0.0121488502	-0.0292303642	0.122191003	0.0136816365	0.1822384403	-0.1427212587	-0.0425058031	-0.1424048032	0.0524461795	-0.0145230326	0.1148878361	0.021066718	-0.1464269042	-0.0439568647	-0.0808140964	-0.1015367176	0.1869057917	0.0532903224	0.0850699841	0.0647787998	0.0285164325	0.0332298406	-0.1318174866	-0.0281312472	0.2003303231	0.0616152328	0.0568077145	-0.0503667852	0.0845786794	0.0484373597	-0.1650257542	-0.0728669281	0.0560183654	0.0865999718	0.0184857196	-0.078488147	-0.1150437411	0.0174193216	0.1342585822	-0.1497336925	0.067775811	-0.003728166	-0.0668479062	-0.0266761156	0.0509606242	0.0465658752	-0.1525222653	0.1308014272	0.0954773343	0.079717751	0.0086134958	0.0628110135	0.0442882734	-0.1987437726	-0.1366375014	-0.1136136124	-0.0279726719	-0.1747273483	0.0397710645	0.0945596698	0.0404018373	0.0123296007	0.0927788362	-0.1641045909	0.0226055404	0.0185094182	0.1870041076	-0.0404067788	0.1465718489	0.1241521328	0.0	4.495196623111042e-05	6.10153336424446e-05	2.0206792680428914e-09	3.722870939498832e-09	-0.0114871136998004	0.0057705137989501	3.329882950387352e-05	0.0001319537811521	0.0735566175412856	-0.0031476947496997	0.0054105759841149	9.907982237287654e-06	-0.0003090292753235	-0.0001920116503458	9.549909300696757e-08	3.686847386851776e-08	-0.000204955738549	0.000235039798852	4.2006854764166046e-08	5.524370704438863e-08	-0.0002850316874883	-0.0002050058955307	8.124306287242793e-08	4.2027417202367103e-08
