global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	c_comp_cor_07	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2
1109.05178200272	n/a	1229995.855163409	n/a	1628.6447309502807	n/a	n/a	2652483.6596521125	1106.0255600391445	n/a	n/a	1223292.5394599033	1237.358182080299	1253.1827058809486	n/a	n/a	n/a	n/a	-0.0152076649	-0.0937210565	-0.0574739392	0.031275042	-0.0076407773	-0.0575267521	-0.142418198	-0.0290581146	0.0656395389	-0.0550620692	0.0096165469	-0.0176833494	0.0251470659	0.1175832911	-0.131194408	0.1803950046	-0.0732568141	0.0005583674	-0.1329806333	0.0065049174	-0.1293395356	0.106668112	-0.0097110205	0.1370007159	-0.015484076	0.0387893661	-0.0698243489	0.1156887823	-0.0624740536	0.1210224628	0.0764575852	-0.1554538724	0.103016594	0.0043719427	0.134638953	-0.0842238856	0.1217720797	0.0205555184	-0.1642582369	-0.0198828604	-0.0685731436	0.0357930824	-0.0292455273	0.0812009281	-0.099522825	-0.07034924	0.0456506298	-0.0806257807	0.063065089	-0.0333238095	0.0844790274	-0.2437772992	0.1527374745	-0.1664926469	0.0247356951	-0.0108421165	0.1640165335	0.0069606004	0.0848770148	-0.0828435903	0.1523534321	-0.06938483	0.0041466118	0.0356442366	-0.1376815735	0.1285674423	-0.137793284	0.0393761143	-0.0605924919	0.0820689886	-0.0205084289	0.149925807	-0.0149701398	0.0928249064	-0.1488667787	0.1558403146	-0.1614380064	0.0787922538	-0.1491333512	0.0516391535	-0.0537301977	0.1373868136	-0.022877391	-0.0433083487	0.0174681622	0.153366806	0.1532882396	-0.0088158222719698	n/a	7.771872233095876e-05	n/a	0.0356555566395684	n/a	n/a	0.0012713187192774	0.088448921383204	n/a	0.0078232116938522	n/a	0.001246003143979	n/a	1.5525238348055527e-06	n/a	-0.0017509995642526	n/a	3.0659994740127952e-06	n/a	2.0911062501830944e-06	n/a	4.372725349554802e-12	n/a
1109.7257221303284	0.6739401276083754	1231491.178357679	0.4541952956007933	1627.4518429804507	-1.1928879698300534	1.4229817085652663	2648599.5012204656	1105.3700386223304	-0.6555214168140537	0.4297083279019044	1221842.9222839323	1237.4891434475308	1246.204099898347	1.092209	22.324759	0.0408218146206764	0.0208076937597412	0.0825362041	0.0613350669	-0.0942232098	0.1064109252	0.0989552242	-0.0266305367	0.1304793084	0.1019775047	-0.0590154178	0.0665285114	0.0890086193	0.0503212563	-0.005953164	0.0337392515	-0.0317476107	-0.0258200057	0.1034146236	0.0338720445	0.0868597188	-0.0280353255	-0.0667552465	0.0864970055	0.0729468021	0.1016864078	-0.0367597897	-0.0229524693	0.0883331574	-0.0334333413	0.1646975629	0.0989436796	-0.0061418455	0.0781095721	0.092967408	-0.2469890377	0.0514353069	0.0471199078	0.0098448677	-0.0198477604	0.0455490277	0.1063775983	0.084379579	0.0949053829	0.0149021005	0.0385554798	-0.0335849211	0.0075313898	-0.1196537696	-0.1228805795	0.038082499	0.0536229975	0.0881349024	-0.0072633323	0.014233998	0.015322422	0.0864611863	-0.0757741485	0.0423349325	-0.0214832648	-0.0533490771	-0.0802304148	-0.0718908253	-0.0397867389	0.0760164106	0.0507692779	-0.1216371964	-0.0701003591	-0.0849919383	0.0729924972	-0.0125518468	0.0666262637	0.123057242	0.2197756695	0.0606308711	0.107531369	-0.0569910056	0.0468154294	0.119678282	-0.0777595904	-0.1658037257	0.0683303606	-0.0329376621	0.1314169933	0.1297234716	-0.2113763917	-0.0747160388	0.1531573254	0.1524510324	-0.0156635503033726	-0.0068477280314028	0.0002453468081062	4.689137919205967e-05	0.0330272694384916	-0.0026282872010768	6.907893611344125e-06	0.0010908005265627	0.0928906757518888	0.0044417543686847	0.0086286776416425	1.972918187173048e-05	0.0014390048632034	0.0001930017192244	2.070734996323036e-06	3.724966362357414e-08	-0.001405999912398	0.0003449996518545	1.976835753663184e-06	1.1902475977979518e-07	2.0115769389425888e-06	-7.952931124050566e-08	4.046441781285636e-12	6.324911346389218e-15
1110.0240648945646	0.2983427642361675	1232153.4246450523	0.0890084049720774	1628.8670308337234	1.415187853272755	2.002756660050749	2653207.80413707	1107.853340452822	2.483301830491655	6.166787981323204	1227339.0239524764	1239.1098907608791	1259.1601526507045	1.14776	23.46023	0.0529082319064471	0.0218460971877114	0.0133625768	-0.0354693191	0.0733119064	0.1053053318	-0.1972722802	0.0175633072	-0.0246048491	0.0250779666	0.0776339613	-0.1543742749	-0.0697237448	-0.1103595462	-0.0844968027	0.0841781877	0.0675642266	-0.0575854783	-0.1653196659	-0.0379868813	0.0382135276	-0.0194703104	-0.0702804811	-0.0402171847	0.1551960585	0.1259831059	0.1456240864	0.0992789478	0.0026208619	0.0201018614	-0.1226197891	-0.0414991063	-0.0072616998	-0.1285622585	0.0226902911	-0.0102108168	-0.058749989	0.0800623424	0.148190826	0.143628129	-0.0172936798	-0.039158072	-0.0437783285	-0.1549102578	0.000228177	0.06077839	0.0632693794	-0.2084277878	-0.0525643682	0.013862664	-0.0230311705	-0.0336291156	0.0128573501	0.021894644	0.0220486526	0.0551940989	-0.1715617435	-0.0499963853	0.1360438883	0.0501986382	0.0563978585	0.1104141078	-0.1258305513	-0.0495980338	0.1158176059	-0.0072671954	-0.0341685625	0.0469246018	-0.1052291632	-0.1753681343	-0.0480149523	0.032281386	-0.0650244057	0.2674623139	0.0680633058	0.1295165972	0.0839918423	-0.0159156153	-0.0226630598	-0.0468279713	-0.0236752422	0.0153990605	0.1812919866	0.09618371	-0.0012133062	0.039176484	-0.2174610168	0.1527386503	0.1507811905	0.0005854893843775	0.0162490396877501	3.42797819218744e-07	0.000264031290774	0.0246200872269213	-0.0084071822115703	7.068071273854412e-05	0.0006061486950612	0.0862020669108716	-0.0066886088410171	0.0074307963397063	4.473748822813344e-05	0.0011499462775905	-0.0002890585856129	1.3223764413442471e-06	8.355486591653025e-08	-0.0014700429695788	-6.404305718079998e-05	2.161026332408057e-06	4.101513173063216e-09	-7.615480358954944e-05	-7.816638052849203e-05	5.799554109762852e-09	6.109983044925018e-09
1108.9051075120392	-1.1189573825254229	1229670.5374662871	1.2520656239081456	1626.9988469418292	-1.8681838918942049	3.4901110539329783	2647125.2479500417	1107.0364855880257	-0.8168548647963689	0.6672518701414941	1225529.780423087	1239.0388440162349	1249.091242024156	1.128205	23.06053	0.0479946250358158	0.0288129059381935	0.0322470903	-0.007892652	-0.1659114505	-0.1393242371	-0.1012831761	-0.0392097561	-0.0585790034	0.151343677	0.0679081313	0.0567269506	-0.0201070901	0.017385831	-0.0036313978	-0.0017656197	0.0997693442	-0.057652221	0.0474237178	-0.0975919325	-0.0566063885	-0.0066947151	-0.0295081967	-0.1039409844	0.0355360392	0.0741619193	-0.0595318821	0.1190754351	0.1929909229	0.0321831084	-0.0448745549	0.0404388229	0.0720642251	-0.2895408897	0.1395166589	-0.1738781835	-0.0839639042	0.0918546369	0.0357814896	0.1885889074	-0.0615736163	0.0256081413	0.1443019562	0.0180138577	0.1015867088	0.155896003	0.1157275049	-0.0777070863	0.0462799845	-0.064641453	-0.0404122275	0.0663028685	-0.1633480356	0.0614744623	0.0737402858	0.0479999965	-0.0217324969	-0.0482470365	0.2269678941	-0.2373968757	0.0518611519	-0.0943381046	0.139134067	-0.0523149575	0.1083829873	-0.1097252015	0.0007489906	0.0046107027	-0.1359796925	0.0362385828	0.105075595	0.0671893022	-0.0750887361	0.2711901607	0.0416594407	0.113957625	0.1303163845	-0.1273070433	0.0645887365	0.0577296381	0.0522521824	-0.1562819002	0.0507440257	-0.0247779792	-0.1421765342	0.2100162479	-0.0005837188	0.1521113526	0.148287834	-0.0133713944383373	-0.0139568838227148	0.0001787941892255	0.0001947946060407	0.024243786975532	-0.0003763002513893	1.4160187919565133e-07	0.0005877612069149	0.0952041166102475	0.0090020496993759	0.0090638238195376	8.103689879003377e-05	0.0007549709990476	-0.0003949752785429	5.699812094029312e-07	1.5600547066004154e-07	-0.0014060161085771	6.402686100170007e-05	1.9768812975782917e-06	4.099438929731021e-09	-4.196911788743353e-05	3.418568570211591e-05	1.7614068562492931e-09	1.1686611069238522e-09
1109.0692921763684	0.164184664329241	1230034.694848591	0.0269566040009055	1625.2767263667374	-1.7221205750918216	2.9656992751545865	2641524.4372693785	1108.5529090353527	1.5164234473270426	2.299540071603232	1228889.5521307432	1239.558396476642	1239.620683548446	1.139365	23.288633	0.0199899145058081	0.0131012809775717	0.0204990339	0.0818181727	0.1397703284	-0.2220786184	-0.0957179371	0.0923004095	0.0670277474	-0.0786227337	0.01421851	-0.0532347867	-0.0196576979	-0.2520348064	0.0651305323	0.060109139	-0.1202870593	-0.2108787827	-0.0870448864	-0.0946525278	-0.0190602939	0.1004972454	-0.0673573796	-0.0076431728	0.1555641651	-0.0182735543	-0.0668543969	0.0345613852	-0.0370058693	-0.0905804715	0.1289760989	0.077454027	0.0398520367	0.0488896919	0.1578655379	0.0740493865	0.016967859	0.0535356978	0.0576667212	-0.0128931264	0.12994914	0.0357433358	-0.1560644042	0.0210345358	0.0789258158	0.182924342	0.1181090291	-0.0679036617	0.1304020182	-0.0587409984	0.046498993	0.0711480907	-0.1127339816	0.0466805026	-0.0432820628	0.1400424129	0.0981752203	-0.0437763219	-0.1376148806	0.0508029962	0.0368048949	-0.0524262203	0.0361603826	-0.0711837375	-0.1196211525	-0.0951213014	-0.0272862521	-0.1111224315	-0.1998787609	-0.0532663941	-0.002135296	0.0033964311	-0.1959532932	-0.0474645041	-0.0625620589	0.0559072393	0.0224843006	-0.015476043	-0.1187264358	-0.1224145297	0.0086424243	-0.0726628794	-0.0885100356	-0.0963567348	0.0174773244	0.0556741392	0.01754414	0.151276289	0.1449845808	-0.0130311293584668	0.0003402650798705	0.000169810332357	1.1578032457927784e-07	0.0241075554648944	-0.0001362315106375	1.8559024490602173e-08	0.0005811742304929	0.0993787479121692	0.0041746313019217	0.0098761355365904	1.7427546506984535e-05	0.0006363384155169	-0.0001186325835306	4.0492657906255893e-07	1.4073689875168493e-08	-0.0014060752086675	-5.9100090400113915e-08	1.977047492429354e-06	3.492820685301636e-15	-0.0002300531665339	-0.0001880840486464	5.292445943227433e-08	3.5375609355246375e-08
1108.5937087853567	-0.4755833910116962	1228980.0111584724	0.2261795618061839	1628.2138098088278	2.937083442090397	8.626459145801578	2651080.2104521776	1106.672705564359	-1.88020347099382	3.535165092337208	1224724.4772411382	1239.5578705524426	1252.5508721843223	1.186094	24.243771	0.0766837300196559	0.0378803224117542	-0.0548857762	-0.1205304569	-0.0106515337	-0.0472675342	0.1277386034	-0.0420604259	-0.1162032114	-0.0036683712	-0.0259168817	0.128054874	-0.0283615086	-0.0093435777	0.0150005469	0.115367944	0.0132014944	0.076913077	0.0865808837	-0.1180199787	-0.0370518707	0.0078853503	0.062402724	0.0772576673	0.1255547388	0.0638034141	0.0150771505	0.0529790134	0.1292082421	0.0237835857	0.1223340543	0.1273891937	-0.1028995996	0.1257087112	-0.2452946014	0.072314173	0.0233683209	0.0752250723	0.2546911295	-0.0806480567	-0.1174671228	-0.0307298261	-0.0381272119	0.1035332544	0.0518801697	0.107626301	-0.0657140549	0.0332038765	0.0051668235	-0.0265664611	-0.035707331	0.1082732428	-0.0109992946	0.021969151	-0.027501362	0.050288981	0.082109534	-0.128192575	0.1038112649	0.1297280519	-0.2854280679	-0.0678881048	-0.053021159	-0.0774907307	-0.0716688799	0.0335802514	-0.1113116069	0.1278498211	-0.1674168966	0.1249644963	0.0309098032	0.0628837327	-0.0273772458	-0.0380457362	-0.0649087613	0.0505213718	-0.171301142	0.1129071639	-0.0194143115	0.0050641862	-0.0361595847	0.0192918206	-0.0062140594	-0.1120454679	-0.0649462359	0.1590078039	0.0616110003	0.1502346003	0.1408894722	-0.0061008115695528	0.006930317788914	3.72199018071893e-05	4.802930465533783e-05	0.0577313430664077	0.0336237876015133	0.0011305590926716	0.0033329079722512	0.0920403095718569	-0.0073384383403123	0.0084714185860832	5.385267727456567e-05	0.0009019252636445	0.0002655868481276	8.134691812002009e-07	7.053637389835288e-08	-0.0015810459908658	-0.0001749707821983	2.49970642523282e-06	3.0614774623084954e-08	-9.478707108147338e-05	0.0001352660954524	8.984588844204286e-09	1.8296916578944996e-08
1107.2745406066151	-1.31916817874162	1226056.9082755905	1.740204683804483	1626.8827203847295	-1.3310894240983089	1.7717990549463676	2646747.385886418	1105.6681199943494	-1.0045855700095672	1.009192167471447	1222501.991571839	1237.7109139697045	1243.88092553811	1.125893	23.013258	0.0285703832156263	0.0139762848073702	-0.0008876129	0.1296022069	0.073785874	0.1392078435	-0.0070219391	0.0401210813	0.0598639306	-0.1229627178	-0.1401627695	-0.0843020143	-0.072530543	0.1024109003	-0.1004442539	0.006593974	-0.1053673574	-0.07760401	-0.0827673119	-0.0856681894	0.0854703618	-0.0833211283	0.0225373987	0.1988958769	0.0353862688	0.1248662647	0.0860622436	0.0261444179	0.0303512336	-0.0275431503	0.0455937958	0.0097660994	0.1199672783	0.1771542039	-0.1229876057	0.0552553271	0.0253555836	0.0438261367	0.1682448791	-0.030454526	0.1087179709	0.0344636756	-0.068265598	0.0078177261	-0.0976159855	0.1621957343	-0.1215346051	0.0190205119	-0.0804960665	0.0955931209	0.0551848088	0.100163641	0.0838566393	-0.122697337	0.1150692837	0.03906467	-0.0569349385	-0.0538163824	0.0330726372	0.2320681917	0.0420649015	-0.0049754177	0.0276136418	-0.0375122776	0.0295257909	0.0845839414	-0.1105837065	-0.1040394854	-0.1641985261	-0.0118256758	-0.0369585498	0.0195275116	-0.1197932144	-0.0824783318	0.0561441557	0.1000734272	0.0470421296	0.1333896932	-0.0852952174	-0.0907217056	0.0036993112	0.1464066283	-0.1284439797	0.0352545282	0.1925556812	-0.0156018543	-0.0446308797	0.1489877092	0.136024874	-0.0106102175845421	-0.0045094060149893	0.0001125767171913	2.033474260802168e-05	0.0574908308161496	-0.0002405122502581	5.7846142524216945e-08	0.0033051956279311	0.0834520940771597	-0.0085882154946971	0.0069642520058631	7.3757445383357e-05	0.0010129980066407	0.0001110727429961	1.0261649614580314e-06	1.2337154236699866e-08	-0.0014730066647543	0.0001080393261115	2.1697486344105867e-06	1.1672495986627068e-08	-9.254151075537378e-06	8.5532920005936e-05	8.56393121288696e-11	7.3158804047418475e-09
1108.3195177717162	1.044977165101045	1228372.1534737295	1.091977275582617	1621.2035668720298	-5.679153512699713	32.25278462080949	2628301.005238592	1106.176145157724	0.5080251633746684	0.2580895666218585	1223625.6641160022	1237.3076747980592	1241.5979728768216	1.107028	22.627661	0.0535406733004681	0.0291800128868565	-0.0397220697	-0.0488602195	-0.1581535489	0.0041248989	-0.0893089525	-0.0417904761	-0.1872434715	0.0877246224	-0.1128834844	0.0270948904	0.0545538628	0.1387687791	0.1000181277	0.0331812574	0.1328490435	0.1612625936	-0.0276488182	0.0098823379	0.1928973558	-0.0326555351	0.0577189863	0.0629662527	0.0816485027	0.1858261975	-0.0387109495	-0.0065623823	-0.0441964909	0.1719086164	0.1104264296	-0.1872289345	-0.0046633644	-0.1035251661	0.1720922364	0.1055215338	-0.0715791929	0.0678131343	-0.0358891865	-0.1030260419	-0.1402766615	-0.0354370902	0.0911649352	-0.0343992625	-0.0638095212	0.1561048104	0.0532731388	0.1636358111	-0.1270677887	0.0974983509	-0.070154715	0.0200470894	0.0417200548	-0.0488295328	0.0280049355	-0.1161784102	0.0209842179	0.117947047	0.0150215426	-0.11932754	-0.0579595083	-0.0601131604	-0.1170487273	-0.0737438582	0.1149386275	0.002717921	-0.0521224699	0.097832458	-0.1241691578	0.0811473819	0.0295078848	-0.0115818397	-0.0248123878	0.0178877013	0.0005895549	0.0422586134	-0.0147495887	-0.1491639204	0.0572956284	0.1784237613	0.0435642851	0.0740367156	0.2160307416	-0.1611767644	0.1333025109	-0.019821163	-0.0306905974	0.1475373187	0.1304173552	-0.0140618663915148	-0.0034516488069727	0.0001977360864128	1.1913879486676063e-05	0.0460697378614156	-0.011421092954734	0.0001304413642806	0.0021224207466195	0.097910149382713	0.0144580553055533	0.0095863973521451	0.0002090353632184	0.0006370223602428	-0.0003759756463978	4.057974874493077e-07	1.413576866843187e-07	-0.0014059873222744	6.70193424799001e-05	1.9768003503963374e-06	4.491592266438142e-09	3.194838471082614e-05	4.120253578636352e-05	1.0206992856309494e-09	1.6976489552265667e-09
1110.575366340042	2.255848568325746	1233377.6443213185	5.088852763217317	1625.9894056188346	4.785838746804757	22.904252510417724	2643841.547184691	1107.794351061935	1.618205904210981	2.61859034842328	1227208.3242447337	1237.01050185812	1236.4759989444892	1.132704	23.152491	0.0257699605532748	0.0115149297441587	0.0710214496	0.1124244325	0.1235509414	-0.0819521484	-0.0908237783	-0.0004377608	0.0140126482	-0.0175396213	-0.1993555227	-0.062353217	0.0611566858	-0.0831611512	-0.1109631056	0.0579495554	0.0994755543	-0.1072993147	-0.0460195552	0.1499262543	0.0153370063	-0.1979981632	-0.0488499006	0.0952469302	0.0854628874	-0.0768103674	-0.0113439063	0.014881781	0.0261744627	-0.0211077117	-0.0860235293	0.0078410525	-0.2046080778	0.0424897642	0.0750503743	0.0926607454	-0.0108702148	0.0936672794	-0.0642479552	-0.074626514	0.0325293044	0.1394183979	-0.0059997383	-0.075927722	-0.1168338512	0.0708499277	0.1473530829	0.1258278888	0.0818640271	0.0120414203	0.0186199679	0.1236851113	-0.0721069895	-0.1861364632	-0.062911962	0.1455836408	-0.0033035037	0.0011950088	-0.0227584789	0.0284093805	-0.074192176	0.13445014	0.0614675278	-0.077887325	0.0740298787	-0.101811633	0.015723926	-0.1148516297	-0.0692367233	-0.0175539179	-0.0396558868	-0.1430372663	-0.0895408511	-0.025183353	-0.0118800196	-0.0218481753	-0.0362208504	-0.1540593018	0.067460174	0.0059239835	0.0033462441	-0.0484678827	-0.0331127855	-0.1418876983	0.0561694376	-0.0686705986	-0.0137273129	0.1458854101	0.124097542	-0.0052443467565126	0.0088175196350022	2.7503172902544232e-05	7.774865251364932e-05	0.0387585028908858	-0.0073112349705297	5.3454156794297815e-05	0.0015022215463428	0.0951744979783342	-0.0027356514043788	0.0090581850654279	7.4837886062797e-06	0.0005499872508996	-8.703510934320003e-05	3.024859761520995e-07	7.575110258382785e-09	-0.0014060021436839	-1.4821409500100429e-08	1.9768420280437224e-06	2.1967417956966722e-16	-1.911277540375564e-05	-5.106116011458178e-05	3.6529818363440665e-10	2.6072420722469564e-09
1111.8667196065255	1.2913532664836112	1236247.602168576	1.6675932588578923	1621.2458078410768	-4.743597777757714	22.50171987714792	2628437.969442266	1109.17260102406	1.3782499621249826	1.899572958097516	1230263.8588624783	1238.183980839932	1254.1013951067064	1.169224	23.898947	0.0466816276763992	0.0283015686599747	0.0067036164	-0.1549280837	0.0113057389	-0.0487488714	0.0105645036	-0.1155696607	-0.1145801755	-0.0961134864	-0.0119748423	0.212489498	0.0491683447	-0.0086688891	-0.0006817284	0.0687004225	0.0772490346	0.0570373131	-0.0098469115	0.0444941157	-0.094147849	-0.0661792656	-0.1768052006	-0.018301645	0.1215055324	0.0225461384	0.1228298807	0.1280957331	0.0516917978	-0.0225165723	-0.1819546139	-0.0411625275	-0.0653689209	0.0196178292	0.1229411286	0.1115539899	0.0511962372	-0.0556630379	-0.2463640359	0.0314328874	-0.170676857	0.0777815912	-0.0597504429	-0.0253265834	0.0464681962	-0.0070332943	0.0724711168	0.1683187265	0.0240215035	-0.0006183219	-0.1385136281	0.0527576872	-0.1129861796	-0.1622304591	0.0398865139	0.0964655013	-0.169069401	-0.0900989515	-0.0235307598	-0.0652962318	0.0311483505	-0.063941995	-0.0955830919	-0.082940996	-0.0987284728	-0.135402414	0.0312141363	0.0942726473	-0.0077377459	0.0997974074	0.1219698289	-0.0451943146	-0.1657309975	-0.1313299272	-0.0311040649	-0.0216563268	-0.0149551709	0.0720669811	0.1664486513	-0.0264458585	0.0332945758	-0.0628608842	0.0486601786	-0.1866558847	-0.1214257219	-0.0985211383	0.3311643884	0.1440342395	0.1170999511	0.0004472633108179	0.0056916100673305	2.0004446920378945e-07	3.23944251585379e-05	0.0386329863714536	-0.0001255165194322	1.5754396650375022e-08	0.0014925076359769	0.0747493767917149	-0.0204251211866193	0.0055874693307497	0.000417185575488	0.0007748577064086	0.000224870455509	6.004044651807962e-07	5.0566721760825176e-08	-0.0014060771599826	-7.50162987000081e-08	1.9770529798247343e-06	5.627445070648837e-15	-0.0002029549016564	-0.0001838421262526	4.119069210635899e-08	3.3797927385093235e-08
