global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	c_comp_cor_07	c_comp_cor_08	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05
1063.1839950701751	n/a	1130360.207373378	n/a	1648.3707168951266	n/a	2717126.020317354	n/a	1070.9240368929777	n/a	1146878.292795152	n/a	1221.7311682603226	964.2831318001064	n/a	n/a	n/a	n/a	-0.1466108751	0.00081532	0.1279444843	-0.1213585192	0.0762323386	0.0343677667	-0.0994185058	0.0753519146	-0.0783577803	0.1075994889	-0.1434507825	-0.0261792491	0.1310466004	-0.0801891651	0.0842358858	-0.1239563924	-0.0840891823	0.2620230765	-0.0448970606	0.0084513248	-0.1397277103	0.0252889755	-0.1245052447	0.0120176725	-0.125387259	0.0542435657	-0.0540799248	0.0415052565	-0.0332078213	-0.1219560126	0.0339070555	0.0459930586	0.023954149	-0.1090429934	0.0559984045	0.0841226094	-0.1247186426	0.1049896687	-0.1751632507	0.0771359102	-0.2034757958	0.0525211486	-0.1719550241	0.0384487928	-0.0771331929	0.0541600913	-0.03077898	0.0046892541	-0.0989075918	0.0156200691	-0.0097778316	0.0495706431	-0.053011586	0.0215742509	-0.0896438133	0.0474717782	0.0495572275	-0.0700899423	0.0003226626	-0.1886072027	0.0423275615	-0.1569191272	0.0874040958	-0.2406323272	0.1127010743	-0.0076687503	0.0208697207	-0.0542422583	0.0734884814	-0.1774848507	0.0203002656	-0.1187018251	0.0475732825	-0.0634945331	0.1031636853	-0.120199288	0.1000040221	-0.0371441964	0.0868367499	-0.1068527922	-0.0352475655	0.153366806	0.1532882396	-0.023334087583791	n/a	0.000544479643368	n/a	0.0869141142632798	n/a	0.0075540632581704	n/a	-0.020814248113794	n/a	0.0004332329245425	n/a	-0.000691931506842	n/a	n/a	4.787692101606407e-07	-0.0004501052137004	n/a	n/a	2.025947034002828e-07	0.0003038441890861	n/a	n/a	9.23212912413897e-08	0.0	0.0	0.0	0.0	0.0	0.0
1064.661974470293	1.4779794001178743	1133505.1198829827	2.184423107172792	1642.760206343488	-5.610510551638527	2698661.0955457	31.477828650047243	1072.0102027199484	1.0861658269707275	1149205.874735665	1.1797562036790048	1219.9578260196154	972.9888300336272	1.162495	23.999622	0.1700009351206754	0.0827098699925619	-0.0739254188	0.1291244788	0.1629050164	-0.1240425611	0.0180479778	0.186890824	-0.0458143385	0.1552920426	0.0701450525	0.024788638	-0.099660071	-0.0070629819	0.066020011	0.0960588137	0.1798750066	-0.0557872442	-0.0250327881	0.1957942638	-0.0219645659	-0.1201203815	-0.1236695742	0.0855336128	-0.0525750055	0.0155730193	-0.1681838132	-0.0295963856	0.0545555162	0.003675126	0.1342833437	0.0300848803	0.0878634593	0.1536900784	-0.0340432196	0.0241774839	-0.1950667255	-0.0777858649	-0.1575984404	-0.0092807078	-0.1263552952	-0.022761388	-0.0656425085	-0.1726349208	-0.1093808839	-0.0731639893	-0.0879009046	0.0318932439	0.0079449758	-0.1392025772	-0.1380843743	0.043941824	-0.075812795	0.0609293593	-0.0010247103	0.0797240965	-0.0276693989	0.0175480529	0.0910985476	-0.1726984685	-0.0356663567	-0.0705709293	-0.0274684159	-0.0817526658	0.1783196672	-0.1159417676	0.0157765262	0.0416052595	0.0063727236	-0.0594548503	0.0513834954	-0.3301262877	0.026324021	0.1117151585	0.104010384	0.1006849908	0.0644039257	-0.0733431999	-0.0600067195	-0.101115053	0.0418287321	-0.1769943286	0.0217001057	0.1531573254	0.1524510324	-0.0174569415753182	0.0058771460084728	0.000304744809164	3.454084520490779e-05	0.0533878960292071	-0.0335262182340727	0.0028502674424254	0.0011240073090786	0.0447522279777459	0.0655664760915399	0.0020027619089721	0.0042989627870624	-0.0001890401621475	0.0005028913446945	2.528997045686425e-07	3.5736182904753096e-08	0.0001644540357599	0.0006145592494603	3.776830710972073e-07	2.7045129877718472e-08	0.0004870154906631	0.0001831713015769	3.3551725721412273e-08	2.3718408814582002e-07	0.0	0.0	0.0	0.0	0.0	0.0
1066.8341522015598	2.1721777312668564	1138135.108303621	4.718356096211627	1646.6151877054351	3.854981361947012	2711341.5763822054	14.860881300958836	1073.800546542081	1.7903438221326269	1153047.613754072	3.2053310014484637	1222.2420590793165	967.9412669034422	1.213688	25.056511	0.06020358875013	0.0335851504299483	0.1177755641	0.0755949719	-0.0350900856	-0.0663676384	-0.0737671721	0.1394719675	0.074607148	-0.0242915571	0.0356369492	0.0042659716	-0.1512632072	-0.0864956419	-0.1147191989	0.1289452979	0.0771808958	-0.1789791744	0.094224567	0.0349584548	-0.1811561899	-0.0756301879	-0.1139160009	-0.1101877241	0.2127953734	0.0836745711	0.0286582579	0.1120735399	-0.0203542187	-0.0046971779	-0.0650011006	-0.0145937843	-0.2447821807	0.049787544	0.0841704726	-0.0335742528	0.0871558324	0.0079170705	-0.02064194	-0.1420156839	-0.0722372678	0.1064091929	0.05937056	-0.0842139301	0.0381552618	-0.0923761862	-0.2763981326	0.0813385332	0.1387380506	-0.1076350035	0.0251522306	-0.193857809	-0.0201027681	-0.1164264896	0.1067134914	0.1395720392	-0.0681779187	0.0254701574	0.0722212206	-0.1230309631	0.0801447518	0.0885957202	-0.0667414843	-0.1827667436	0.1736870608	-0.0314317584	0.1090631283	-0.1333515525	0.055100829	-0.0566844035	-0.0921779195	-0.0740456321	-0.0477881602	-0.1180420607	-0.0186815764	0.140967085	0.1535005597	0.1398725009	-0.1448145867	0.0330317508	-0.1931958109	0.0554368822	-0.0264531914	0.1527386503	0.1507811905	-0.0197026242658182	-0.0022456826904999	0.00038819340296	5.043090746411318e-06	0.0494782041350561	-0.0039096918941509	0.0024480926844302	1.5285690707190004e-05	0.0373938426014319	-0.0073583853763139	0.0013982994645006	5.414583534635167e-05	-0.0007520481408554	-0.0005630079787079	3.169779840887552e-07	5.655764061640635e-07	0.0001186946704474	-4.57593653125e-05	2.093919513802828e-09	1.4088424792616892e-08	0.000812044722426	0.0003250292317629	1.05644001500381e-07	6.594166312199195e-07	0.0	0.0	0.0	0.0	0.0	0.0
1067.2057480888805	0.3715958873206091	1138928.108753947	0.1380835034735908	1651.7338972138195	5.118709508384427	2728224.8672051528	26.201187031225142	1075.016323852539	1.215777310457952	1155660.0965494271	1.4781144686243712	1226.4032565142052	971.3218525153076	1.078963	22.27511	0.1140243493098739	0.0585238721470807	0.1280611064	-0.086442754	0.0100126575	0.1133513377	-0.0873829995	0.052748555	0.0014384785	-0.0489276983	-0.0767992768	0.1211220846	-0.1007147139	-0.2547199136	-0.1791267008	-0.0776389126	-0.0771239563	-0.1385892026	-0.022606598	-0.0534254759	-0.2251106313	-0.0056121014	-0.025414634	-0.0824171266	0.1531442152	0.1300002702	0.2103260031	0.0822337488	0.0603796602	-0.0027694382	-0.1053995028	-0.0842477308	0.2029522704	0.1781354753	-0.0730465849	-0.111061161	-0.1049522574	-0.0253694426	0.1490615745	-0.1023308362	-0.0540507962	0.1643375763	0.0285739695	0.1303249718	-0.0321737235	-0.0617355578	-0.1921652995	-0.0320124878	0.0735869066	-0.0797618955	-0.0615836569	-0.0831297438	0.1910209163	-0.0998890823	0.1025444621	0.0369581882	-0.0001497371	0.0469204442	0.0682911757	-0.0035972764	0.184307953	0.0441152342	-0.0180794132	-0.2297391682	0.1020857661	-0.0907122155	0.1572066215	-0.1533714372	-0.0205507054	0.0897988536	-0.0629122401	-0.1859416782	0.1351833406	-0.0756121976	-0.0782444167	-0.0234839134	-0.0608443102	0.216430423	-0.0255039736	0.0939950411	-0.0248369872	0.0089982852	0.1134728198	0.1521113526	0.148287834	-0.0198022703649769	-9.964609915870046e-05	0.0003921299116076	9.929345077545563e-09	0.054734035297173	0.0052558311621168	0.0029958146199121	2.7623761204679072e-05	-0.0074632910638214	-0.0448571336652533	5.5700713503316365e-05	0.0020121624406624	-0.0012928656857119	-0.0005408175448565	2.924836168246125e-07	1.6715016812913017e-06	-0.0004264019821176	-0.000545096652565	2.971303606375683e-07	1.818186503538181e-07	0.0006217241521806	-0.0001903205702454	3.622191945853426e-08	3.865409214046858e-07	0.0	0.0	0.0	0.0	0.0	0.0
1066.0035142157644	-1.202233873116029	1136363.4923203597	1.445366285667568	1654.6795349121094	2.945637698289829	2737964.3632569546	8.676781449586203	1072.777810530229	-2.2385133223099274	1150852.230766032	5.0109418941590285	1226.7730429118913	983.8721047211404	1.213309	25.048674	0.0410466029646887	0.0205330359099708	-0.0507738539	-0.1391748034	0.0491445414	0.1091259868	0.1314156003	-0.0403116883	-0.1983872631	0.0935105273	0.128754924	0.1624681538	-0.0441312717	-0.1466027064	0.1304042424	-0.151866301	-0.0294588381	-0.0194165966	-0.2505041431	0.0415410486	-0.1831777665	0.0812667856	-0.0271064888	-0.0914025918	0.1297256882	-0.1410761154	0.0459999925	0.0276729673	-0.2189351942	0.1484044411	0.1370527608	0.0130844685	-0.0778922685	0.1027376293	-0.0233178508	-0.0977990023	0.0634405048	0.1072982488	0.0590573667	0.2057798841	-0.0848344212	0.0500263475	-0.0164954923	0.1276066537	-0.3120836674	-0.0692236324	-0.1253122739	-0.0522622018	-0.1508013521	0.0021380338	0.0755412184	-0.1598004952	0.0159019498	-0.1956596994	0.1129678767	-0.0567906702	-0.035358646	-0.0962202036	-0.069437508	-0.0040311736	0.1042427779	-0.1552193411	0.0443724443	-0.2156928293	-0.0051908486	-0.1976142261	0.0321112014	-0.1131466517	0.1686367418	-0.0276624904	0.0205190504	-0.1766241442	-0.0464562806	-0.1053462676	-0.1360825759	-0.0227255762	-0.0009285115	-0.0921199642	0.029527811	-0.055729944	0.0629454767	0.1463026521	0.0714514463	0.151276289	0.1449845808	-0.019682492216404	0.0001197781485728	0.0003874004998488	1.4346804875551225e-08	0.0680021261328391	0.013268090835666	0.0046242891585865	0.0001760422344234	0.0025528076203684	0.0100160986841898	6.516826746610974e-06	0.0001003222328514	-0.0012308988714021	6.196681430980003e-05	3.839886075705238e-09	1.5151120316189636e-06	-0.0005057526432212	-7.935066110359998e-05	6.2965274175783755e-09	2.557857361252304e-07	0.0004101889216688	-0.0002115352305117	4.4747153747680346e-08	1.6825495145981297e-07	0.0	0.0	0.0	0.0	0.0	0.0
1067.3014541350756	1.2979399193111476	1139132.3939988469	1.6846480341414285	1648.410563994617	-6.268970917492425	2717257.387489051	39.29999636436581	1072.998948392001	0.2211378617719219	1151326.74325034	0.0489019539090576	1223.094352065876	984.797258554668	1.41592	29.231562	0.3222831128072884	0.162704275057025	-0.1105761074	0.0328385784	0.1054208029	-0.0681122788	0.044313675	0.0065878738	-0.1021305536	0.1706312626	-0.1062853932	-0.0841411497	0.1007201524	0.2188459775	-0.1035674047	0.02027417	0.1405773673	0.182644719	0.1398846378	0.3792646348	-0.1525840546	0.0835293349	0.2447054357	-0.2368486096	0.1044011502	0.065142803	-0.1828677207	0.0322762152	0.0346991418	-0.0355898576	0.1003871947	0.0981479581	-0.0421871067	0.1288244166	0.1820606638	0.1131442024	-0.0842356372	0.1803299864	-0.0948479992	0.0459421868	-0.0952565505	-0.2282415016	0.1535782566	-0.317624776	-0.0863556709	0.2937736702	-0.2911440998	0.2408664191	-0.2174183397	0.0358828408	-0.0632705228	0.1742385237	0.2881983143	0.0175293231	0.0657097719	-0.0021148005	0.2308459767	0.0862036018	0.0233275435	-0.105403143	-0.0105250881	-0.0569183336	-0.0545566033	0.4527625493	0.2692412076	-0.2198215069	-0.0071056937	0.0809923385	-0.2759071132	0.0479620225	-0.3315671435	0.1401183712	-0.0485041474	0.0912308371	-0.4637588299	0.1403917181	-0.0511404192	0.0002897194	0.1354388916	0.0345641049	-0.1292843966	0.0859101699	0.0802125373	0.1502346003	0.1408894722	-0.0006453468687084	0.0190371453476956	4.164725809517369e-07	0.0003624129029892	-0.0281267375882237	-0.0961288637210628	0.0007911133673567	0.0092407584403026	0.0894921605488434	0.086939352928475	0.0080088467996999	0.0075584510876219	0.000892130513199	0.0021230293846011	4.507253767879725e-06	7.958968525807111e-07	-0.0004252278418019	8.052480141929996e-05	6.484243643617692e-09	1.808187174435017e-07	0.0006101897518495	0.0002000008301807	4.00003320729692e-08	3.723315332621544e-07	0.0	0.0	0.0	0.0	0.0	0.0
1071.1410435495732	3.839589414497596	1147343.1351764686	14.742446871921988	1644.123971483184	-4.2865925114329	2703143.6336056376	18.374875359072615	1073.814444802024	0.8154964100228881	1153077.461865479	0.6650343947602184	1223.753730594937	974.2997719073873	1.406891	29.045158	0.2414744312747826	0.1555357206869079	-0.1361154674	-0.0697676076	-0.1115944141	-0.1158928518	0.1987227847	0.2034894668	0.1061069495	-0.2873855424	0.2005487885	-0.0973041147	-0.0631616739	-0.1448387944	0.123201631	0.0489150228	-0.0120642992	0.0269031019	-0.091029051	0.1283646218	0.0126341145	0.0181011547	0.1810745529	0.1529577417	0.0259021348	-0.1168767901	0.1101818762	0.1413558966	-0.0357558603	-0.0026900689	0.0891292605	-0.194769825	0.080905992	-0.2492999711	-0.097534807	-0.1298255801	0.0310398642	-0.1898645477	-0.0776993616	0.105583293	0.0637025641	0.1447398252	0.042530274	-0.009898727	0.253726506	-0.1070780041	0.0032700311	-0.1365691462	-0.0841754097	0.1226962622	-0.2288237155	0.1006458194	-0.1603815023	-0.2875635799	0.1357018968	0.1079682894	-0.1596925255	-0.07767897	0.0241578651	0.0617155717	-0.0935540576	-0.120054071	0.0592404007	0.1785832986	-0.0534646122	-0.150551983	-0.0702757805	-0.2759269688	0.0358532872	0.0715769214	-0.080419606	0.2350099151	-0.120019651	-0.0826279586	0.1731108126	-0.167442112	-0.1243273501	0.0219997871	-0.2190306555	-0.4154006892	-0.108133394	-0.098739185	-0.147225458	0.1489877092	0.136024874	-0.0085531119551518	-0.0079077650864434	7.315572411736065e-05	6.253274866237319e-05	0.0334155178231156	0.0615422554113393	0.0011165968313869	0.0037874492011145	-0.0482349248117515	-0.1377270853605949	0.0023266079715953	0.0189687500419246	0.0013251850717887	0.0004330545585897	1.875362507153199e-07	1.756115474491622e-06	-0.0004244288075043	7.990342976000285e-07	6.384558087411709e-13	1.8013981263952213e-07	0.0008622826672903	0.0002520929154407	6.355083801544233e-08	7.435313983092742e-07	0.0	0.0	0.0	0.0	0.0	0.0
1068.373547374638	-2.767496174935104	1141422.036729868	7.659035078280432	1651.2758026123047	7.151831129120637	2726711.776292911	51.14868849945897	1074.652857693759	0.8384128917350608	1154878.7645493625	0.7029361770275468	1221.932564848213	1002.2015247877748	1.446492	29.862728	0.035283487696763	0.0190204606080491	0.0642666465	0.147982699	0.0149789917	-0.1011141549	-0.1474783185	-0.0784498254	-0.0673754111	-0.1607903339	0.0214088598	-0.0765683897	-0.1043871487	-0.00952785	-0.0657731184	0.1867728417	0.0590168122	0.0614968318	-0.005218269	-0.0558281254	-0.0193147898	0.0332050844	0.0293380539	0.1500049643	-0.0598992562	-0.118947024	-0.0551396169	-0.0663908974	0.0448408583	-0.0103976747	0.0154401603	-0.0483800415	-0.0102746879	-0.0100017258	-0.0079017538	-0.0246301011	0.100257655	0.1393600881	-0.0884806108	-0.158790269	0.0484970385	-0.0155183488	0.1290796997	0.0106819744	0.008816503	-0.0317822574	0.0533190728	0.0140568557	-0.0243248916	0.1107494376	-0.1004929764	-0.030300432	-0.0460324162	-0.0364415636	-0.0073805742	0.0756914884	-0.0702982942	-0.0001322204	-0.039783086	-0.001612833	-0.1101990606	0.1117640755	-0.050638598	0.0172020258	0.0868212499	0.0128070976	-0.1552818886	-0.2424645386	-0.0104895494	-0.1134097591	-0.1397011067	0.017154835	-0.1097522406	-0.0383520845	0.0657341931	-0.2950084179	-0.1220822529	-0.1403665302	0.0132076277	-0.0557555383	-0.0070651672	0.225023251	-0.0260370873	0.1475373187	0.1304173552	-0.0112472260197336	-0.0026941140645817	0.0001265000931389	7.258250592977462e-06	0.0299833496659829	-0.0034321681571327	0.0008990012571925	1.1779778258835688e-05	-0.0481366756310279	9.824918072359744e-05	0.0023171395408067	9.652901512858113e-09	0.0012041672465208	-0.0001210178252678	1.4645314032571973e-08	1.4500187575934851e-06	-0.0005861610926107	-0.0001617322851064	2.615733204573786e-08	3.435848264905696e-07	0.0005638536517781	-0.0002984290155121	8.905987729958087e-08	3.179309406234989e-07	0.0	0.0	0.0	0.0	0.0	0.0
1064.5594503558002	-3.814097018837856	1133286.8233418434	14.54733606910782	1650.9411675429926	-0.3346350693120712	2725606.73868822	0.1119806296134947	1072.1848284634675	-2.468029230291449	1149580.3063872352	6.091168281573005	1223.3247362287862	981.4604718298884	1.403346	28.971972	0.2300410317967303	0.1525360634408993	0.1206022546	-0.0559985865	0.0355796575	0.0931382605	-0.1423569767	0.1735611616	-0.0530931636	0.0091924888	-0.1927956691	0.0113247352	0.1632501618	-0.1422121975	-0.0860032454	-0.2041262356	-0.071323998	-0.1120205265	-0.0946712501	0.0756720511	-0.0921657148	0.0089298935	-0.0328475508	0.2478699777	-0.1247602696	0.0788506245	0.1169747517	-0.0001278671	-0.0206208326	0.0052409438	-0.2073814979	0.0482625915	0.1074218124	-0.0956967626	0.0259244733	0.2352442494	-0.1984924487	-0.1651890762	0.1600548905	-0.0786050893	-0.0583478864	0.1607702244	-0.220394574	-0.0094092529	-0.0426943591	0.0068089574	0.0594514752	-0.0864393182	0.0552147083	0.0410417213	-0.2518021772	0.1692882056	0.0472214635	0.1077121671	0.1360192438	-0.1564504806	0.0241392699	-0.1778531846	-0.0380612798	0.0067199935	0.1535192105	0.0793627691	0.0226720603	-0.049563853	0.0108847223	0.0213056781	-0.130763256	-0.0320716353	-0.154261738	-0.0832026635	0.1248550291	0.064066902	0.22174201	0.0257734268	0.0754034236	0.0248606129	-0.1761982028	0.0342675653	0.224468032	-0.1020519421	0.0181740817	0.1284292895	-0.0935959657	0.1458854101	0.124097542	-0.0172169696114821	-0.0059697435917485	0.0002964240426026	3.5637838551222286e-05	0.0331972276788121	0.0032138780128291	0.0011020559255588	1.0329011881346964e-05	0.0816127271647317	0.1297494027957595	0.0066606372352649	0.0168349075258562	1.0223816052382244e-06	-0.0012031448649155	1.4475575659726857e-06	1.0452641467294885e-12	-0.0004259996192153	0.0001601614733954	2.565169756018542e-08	1.814756755715806e-07	0.0001049998421612	-0.0004588538096169	2.105468185999424e-07	1.1024966853876914e-08	0.0	0.0	0.0	0.0	0.0	0.0
1065.319056753964	0.7596063981638963	1134904.692683156	0.5770018801315278	1646.4780656768055	-4.463101866187117	2710890.020754835	19.919278267962923	1072.5905753395775	0.4057468761100153	1150450.5423072858	0.1646305274730361	1220.818418072116	959.494623031474	1.139571	23.526354	0.094375571291522	0.0565622304232965	0.0231745016	-0.1328227772	0.0004629005	0.0890093044	0.0770643538	0.1348171563	0.2385534765	0.1300054333	-0.1759916807	-0.1462725261	0.0861808836	-0.009986527	-0.003238029	-0.140064657	-0.1025622151	-0.0971594022	-0.0403753445	0.0660474504	0.1439840472	-0.0851914661	-0.1815913291	-0.0104373099	-0.074966213	0.0907670316	0.0830463581	-0.0187054662	0.0432666143	-0.1849319418	0.0439669195	0.2122784946	-0.1798466106	-0.1245407892	0.0147616424	0.1884292205	-0.0200720844	-0.0521996317	0.0994995688	0.0558748806	0.1519394347	-0.0073096834	-0.2718639695	-0.2726691882	0.0436065722	-0.0080279386	0.0291478584	-0.0295861325	0.0880574094	-0.0159125837	-0.0191501611	-0.0947296124	-0.0227854041	-0.0879195341	-0.065690292	-0.1645063593	0.1520265629	-0.0108236024	-0.0276954868	0.1291274489	0.1149729194	-0.0032656642	0.06646455	0.0176783614	-0.1451255794	0.0690766361	-0.2439408454	-0.006259677	-0.235693359	-0.0985434982	-0.0724501319	0.0219874041	-0.0756595879	0.0131108647	0.058549535	0.1546987188	0.0320654466	0.0075807968	0.1344295261	-0.0322500918	-0.0229799391	-0.17844687	-0.1269715693	0.1440342395	0.1170999511	-0.009028956815186	0.0081880127962961	8.152206117049372e-05	6.704355355230867e-05	0.0482511036736212	0.015053875994809	0.0023281690057225	0.000226619182467	0.0417873555417429	-0.0398253716229888	0.001746183083172	0.0015860602249091	0.0006260223887942	0.0006250000071889	3.906250089862023e-07	3.9190403127159653e-07	-0.0004254668346674	5.327845478999811e-07	2.838593744809873e-13	1.810220274018967e-07	0.0001056332679729	6.334258116999926e-07	4.0122825892779443e-13	1.11583873026345e-08	0.0	0.0	0.0	0.0	0.0	0.0
