global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14
1212.350883392079	n/a	n/a	1469794.664461554	1495.68629767678	n/a	n/a	2237077.501058073	1177.6566252468683	n/a	n/a	1386875.1269878428	1277.7040717950747	1065.2838106687184	n/a	n/a	n/a	n/a	-0.1674377384	0.0920567543	-0.0563763287	0.0290319491	-0.0216658265	-0.1138914733	0.1716666392	0.1059217406	-0.3238654589	0.45387118	0.2764415541	-0.286623712	0.2837897351	-0.2300511721	0.3108516849	-0.0036686817	0.1852968066	-0.0270210461	0.0459204396	-0.0086574706	0.0363724188	-0.1836504421	0.1138401526	-0.0591524739	0.0398376982	-0.0523137344	0.0147114918	-0.0294042562	0.0882104578	0.0728699122	-0.234663728	-0.2254833288	0.1182367469	-0.1493503936	0.14309651	-0.5169958724	0.0252159989	-0.1394814186	0.0114884404	-0.0913302135	-0.331093939	0.0083895232	-0.0088768741	0.0061631566	-0.2637854737	-0.0982041437	0.4272235957	-0.4298007785	0.1307446584	-0.0996529618	0.1955180899	-0.2660011056	0.1047808746	-0.3238928688	0.0976673125	-0.0025077177	-0.0888349983	0.0666494122	-0.3217168102	0.0749768891	-0.0631727424	0.1538712744	-0.1677769042	0.0069455577	-0.0039279129	0.1017176396	-0.0270253875	0.0866840128	-0.0511355811	0.153366806	0.1532882396	-0.0116025410108449	n/a	n/a	0.0001346189579083	0.0778575787093132	n/a	0.0060618025624769	n/a	0.381579767608784	n/a	0.1456031190483735	n/a	-0.0026766505979861	n/a	n/a	7.164458423699346e-06	0.0007459744899025	n/a	5.564779395852951e-07	n/a	0.0003939993024125	n/a	n/a	1.5523545030153665e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1189.641770040426	-22.70911335165283	515.7038292182169	1415247.541024918	1414.9492709419944	-80.73702673478556	6518.467485973478	2002081.4393392813	1165.0488369904415	-12.60778825642683	158.95632471889428	1357338.7925727805	1242.873446263148	1159.9090212995677	3.424136	79.859505	1.7839227462990308	1.2290220932008844	-0.3333753511	-0.2012369673	0.3653222737	0.2021087057	0.617196697	-0.8883277296	-0.1006286187	-0.0540830996	0.3012850321	0.0591810943	0.6395637295	0.0371701651	-0.4110140926	-0.241637638	0.0859144851	0.2209559629	-0.2573218498	0.1921374359	0.0563340817	0.0492427785	-0.0352136635	0.0696829549	-0.0355443316	0.0797845945	0.0508349097	-0.0362934359	-0.0004324446	0.0527992334	-0.0260831856	-0.0679290595	-0.7496409179	0.4536963631	-0.1055907009	0.0212967447	-0.2812966781	0.0686733142	0.1100331791	0.0393280494	-0.0236477646	-0.1141020605	0.0272305743	0.0751847789	-0.0305017955	-0.0023967265	0.0795874926	-0.9247210088	-0.1414088564	0.0655652341	-0.0622613057	0.1770612012	0.0199345284	-0.0221210906	0.0222513425	0.1374070586	-0.0043131134	-0.003675694	0.0438979501	-0.0154970314	-0.0016790807	-0.0178532071	-0.0056390683	-0.0041670346	-0.013415861	0.0015269144	-0.0092785298	0.0089354284	-0.0287023899	-0.0060812732	-0.0018654058	0.1531573254	0.1524510324	-0.0319032762476041	-0.0203007352367591	0.0004121198511529	0.0010178190353309	-0.154872936374474	-0.2327305150837872	0.0239856264212518	0.0541634926511649	0.3172302358500047	-0.0643495317587792	0.1006350225374496	0.0041408622375741	0.0185922592954984	0.0212689098934845	0.0004523665280571	0.000345672105711	-0.004519744570725	-0.0052657190606275	2.042809098459812e-05	2.772779722545576e-05	-0.0024022110278696	-0.002796210330282	7.818792211176329e-06	5.77061782241832e-06	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1207.944189385758	18.302419345331828	334.97855389237674	1459129.1646708157	1507.120439009233	92.17116806723855	8495.52422287914	2271412.017679383	1175.9513802128797	10.902543222438226	118.86544871713367	1382861.6486245769	1278.8720592647958	1094.6783534195342	3.872181	90.309052	2.138303658583528	1.1390737607710195	-0.0313753621	-0.091469501	-0.1341928806	-0.0171259599	-0.2410243163	0.307899051	0.2041814039	-0.029874664	0.7800160567	0.2263513281	-0.0713861364	-0.1578967665	0.2056168221	0.0987166552	0.1049409458	0.0173527498	-0.4392145298	-0.1876277745	-0.2103640034	0.213136424	-0.2005729634	0.2609462271	0.2822382201	-0.0714209076	-0.0852737125	0.0671563121	-0.1605493315	-0.0607726436	0.0295936551	0.0704524699	0.0271137232	-0.3868614799	-0.3936014186	0.4912991882	-0.3297762271	0.0020827199	-0.3839120163	0.1118544424	-0.1285036932	-0.202733096	-0.0396485147	0.041417519	-0.0430839723	0.0553158906	-0.0154494579	0.0929005715	-0.1171380713	-0.138256175	-0.1229421993	-0.1484846323	-0.2911234935	-0.3467850382	0.1324073047	0.0478523269	0.4167329553	-0.0839743783	0.5649380766	-0.1260544246	0.1906408589	-0.126162602	0.0060212241	-0.1248413099	-0.0602434064	-0.0130268337	-0.0626495533	-0.0449328372	0.0140613	0.0726176891	0.0616577539	0.1527386503	0.1507811905	-0.010046877689021	0.0218563985585831	0.0004777021579516	0.0001009397512981	0.1275703889003665	0.2824433252748405	0.0162742041241907	0.0797742319923093	-0.3128639247029099	-0.6300941605529147	0.097883835380508	0.3970186511628822	0.0021690477948834	-0.016423211500615	0.0002697218759939	4.70476833648854e-06	-0.0001070888545569	0.0044126557161681	1.1468022770308882e-08	1.947153046943101e-05	0.0008401172392911	0.0032423282671607	1.0512692592029306e-05	7.057969757540994e-07	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1206.2465732411483	-1.697616144609583	2.8819005744391046	1455030.795456013	1509.5745194175026	2.454080408269647	6.022510650252916	2278815.229674584	1169.993024090815	-5.958356122064743	35.5020076773464	1368883.6764211704	1283.9873340116533	1164.2879678166046	2.272382	52.997692	0.3874744910130647	0.2321780770627771	0.1665498383	-0.1907105556	0.1764195481	0.1124921498	-0.1313578395	0.0441473252	-0.2197162136	0.2280389935	-0.0090008695	-0.139154448	0.0927155304	0.15656227	0.0369828769	0.166716795	-0.0914225361	-0.1223545295	0.0759366733	-0.0510346616	-0.0405813317	0.056724127	0.0075285964	-0.07687599	-0.1670535913	0.1104944783	-0.1047604401	-0.1534473049	-0.1688778385	-0.2436412598	-0.0205722984	0.1854215759	0.1558136343	0.2039105696	-0.039031974	0.1970982567	0.1700568604	-0.1961645979	-0.0015409649	0.0340387432	0.1077611687	-0.106962931	0.0545193102	-0.1058696261	0.1634102659	0.0800296165	-0.0683476462	0.0453498137	-0.139647266	-0.0571397714	0.1466951708	-0.0826811972	0.14080189	0.1153051609	-0.2713741624	-0.0924511364	0.1551003755	-0.2505031552	0.0215626574	-0.0171681269	-0.0627774458	0.0902510962	0.0057236941	-0.1400727318	0.0546638835	0.0118872636	0.106993273	-0.0848719662	-0.1065693668	-0.2421475672	0.0144871659	0.1521113526	0.148287834	-0.0053321559108923	0.0047147217781286	2.2228601445161044e-05	2.843188665806369e-05	0.0646734787851812	-0.0628969101151853	0.0041826588581772	0.0039560213020377	-0.0998533728586892	0.2130105518442207	0.0099706960712564	0.0453734951969794	0.0033168118800805	0.0011477640851971	1.3173623952683362e-06	1.100124104784314e-05	0.0006470045023379	0.0007540933568948	4.186148260455136e-07	5.686567909128683e-07	0.0006049285358724	-0.0002351887034187	5.531372621576924e-08	3.659385335127255e-07	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1197.3195643488366	-8.927008892311733	79.69148776341275	1433574.139172488	1483.0013933181765	-26.573126099326142	706.1310306906884	2199293.1325836526	1166.7588468583604	-3.2341772324546127	10.45990237092778	1361326.206722251	1273.002744808943	1104.8362828258246	1.27136	29.651335	0.127971469778798	0.0822926826348546	0.2244336554	-0.0730008815	0.0503866562	-0.061851058	0.0345960348	0.0511612778	-0.2172931628	-0.114807	-0.0209630575	-0.0187914336	0.1756215803	0.2690417463	0.0496168245	0.1307702532	-0.0631349107	-0.2196136718	0.0512172088	-0.0648557404	-0.3519073421	-0.1562956757	0.0893065402	-0.0607768608	-0.0630625211	0.0732251796	0.0821790781	0.0458794789	-0.1794297276	0.0941908367	-0.1356120974	0.0444206381	0.098574422	0.2393501302	-0.1103331118	-0.0072790981	0.1576513558	-0.1055162768	-0.2021748499	0.0092680236	0.0083810181	-0.1258085826	0.0434400771	-0.1562802777	0.0259785816	0.032968782	-0.0003124277	0.0559871844	-0.2034023771	-0.082080809	0.1504735446	-0.0456801394	0.1883507544	0.1048485756	-0.2884614859	-0.0907996151	0.1021996434	-0.1340425933	0.0269504311	0.0278816702	-0.0107990317	0.0292070849	-0.0120107741	-0.1009464081	-0.015976578	0.1283559957	0.127671366	0.0067864704	-0.0255546596	-0.0998452057	0.0703295936	0.151276289	0.1449845808	-0.0238174342999428	-0.0184852783890505	0.0003417055171206	0.000567270176632	0.0694057883032002	0.0047323095180189	0.0048171634499886	2.2394753374333152e-05	-0.1768465817497428	-0.0769932088910536	0.0312747134765684	0.0059279542153414	0.0033167234665989	-8.841348160017194e-08	7.81694372866394e-15	1.1000654553887825e-05	0.0011123572818436	0.0004653527795056	1.237338722470482e-06	2.165532093936806e-07	0.0005151562692462	-8.977226662619997e-05	8.059059855205537e-09	2.653859817436633e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1200.1732928069732	2.8537284581366293	8.143766112778863	1440415.9327671328	1481.2213606400924	-1.780032678084126	3.1685163350473458	2194016.7192164864	1169.9117566327143	3.1529097743539296	9.940840045216548	1368693.5183074432	1278.3304260253906	1089.447437123295	1.317156	30.719406	0.2182215671033771	0.1588187896535543	0.1239349728	0.117860659	-0.0684918322	0.1056159893	0.1265212971	0.0330893169	-0.0946921862	-0.1378484021	-0.0193960005	-0.2279777059	0.207042285	0.1679478128	0.163735113	0.2391503816	-0.0487535916	-0.2727745882	-0.0633004447	0.0191416466	0.0379531573	-0.2521996354	-0.0578947835	-0.0015553901	0.2140486901	-0.05322509	0.0590151135	-0.1395281761	0.2898475093	-0.1229990547	-0.049395036	-0.0297420438	0.0653162855	0.2290721234	-0.0484819012	0.0051898002	0.4018417412	-0.0053430164	-0.2800726889	-0.1046062272	-0.1166311274	-0.1471522322	-0.0488529005	-0.1682008023	-0.0348349057	-0.1861678954	0.1106273891	0.0304221369	-0.2961302024	-0.0772276984	0.0160072423	-0.1138895978	0.2311393921	0.0705016536	-0.2268117359	-0.15871666	-0.2515400691	-0.167619769	0.026248094	0.0693019406	0.0655690364	-0.0747597535	0.0900040818	-0.0761929356	-0.0341378105	0.1019736972	-0.1161589196	0.0380986113	0.3194365564	0.2491300017	-0.037666076	0.1502346003	0.1408894722	-0.0237794157901021	3.801850984070168e-05	1.4454070905075302e-09	0.0005654606153185	0.0411514321426125	-0.0282543561605876	0.001693440367388	0.0007983086420493	-0.3323288528189465	-0.1554822710692036	0.110442466415957	0.0241747366168373	0.0032077617044499	-0.000108961762149	1.1872665610615256e-08	1.0289735152535326e-05	0.0007021002991374	-0.0004102569827061	4.929448300488265e-07	1.6831079185919524e-07	0.0006848759516659	0.0001697196824197	2.8804770600643823e-08	4.690550691702722e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1198.2414573009728	-1.931835506000425	3.7319884222439184	1435782.589994759	1449.1820529590952	-32.039307680997126	1026.5172366776014	2100128.622618738	1173.5866704333428	3.674913800628474	13.504991442049617	1377305.6730188194	1271.969727005772	1042.1317336639063	1.68089	39.202591	0.4095280494116669	0.1984078107496402	0.0168517913	0.1138470666	-0.1452420944	-0.2192022068	0.0128793115	-0.0325348876	0.0439713993	-0.3342604136	-0.0129074963	-0.4011625636	0.1634464572	0.0385742764	0.0440489044	0.3999127661	-0.1004027369	-0.0117997529	0.2177325531	-0.1163862679	0.3703673175	0.0616285642	0.0192579592	0.0155908765	0.0159928971	-0.1014635976	0.0642641171	0.2227780698	0.051453171	-0.0005864832	0.0158868843	-0.2351446161	0.0278192517	0.1569148227	-0.3053009894	0.0485978836	0.2448623525	0.0454417295	0.0684843082	-0.1470626603	-0.175079	0.5478262481	0.2264078032	0.0668481485	-0.2257974916	0.2293211922	-0.2090239169	0.0769434274	-0.3925112086	-0.1757765983	-0.1859680327	-0.0165186942	-0.0822609781	-0.2708046452	0.0601539073	-0.2442539395	-0.2389302005	0.475864132	-0.2018374303	-0.0723999242	0.2304354468	0.2075135576	-0.1643402637	0.0138293933	0.0396334089	-0.1058789218	0.1865265388	-0.0569775258	-0.0867105398	-0.1345939968	-0.0534383457	0.1489877092	0.136024874	0.0042589405384632	0.0280383563285653	0.0007861494256075	1.813857451016521e-05	0.1139457932174963	0.0727943610748838	0.0129836437919644	0.0052990190043005	-0.4836603638315893	-0.1513315110126428	0.2339273475417053	0.0229012262253696	0.0045988988126727	0.0013911371082227	1.9352624538744937e-06	2.1149870289202368e-05	-0.0008489589848825	-0.0015510592840199	7.207313580127248e-07	2.405784902544325e-06	0.0008899559793347	0.0002050800276688	4.205781774863579e-08	7.92021645153585e-07	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1209.7660991272285	11.524641826255674	132.81736922348173	1463534.0145975112	1503.479618766091	54.29756580699586	2948.2256525650464	2260450.9640450305	1174.3996150693413	0.8129446359985195	0.6608789811987654	1379214.455875017	1282.5423426452296	1056.297259227937	1.553622	36.234398	0.45359359811815	0.2847561530530244	-0.0693163729	0.056855294	-0.0613467249	-0.1353282803	-0.0200012712	0.0086243483	0.0433166284	0.121371582	-0.1403849967	-0.1642771971	-0.0327005758	0.0498215681	-0.0601408188	0.2149675129	-0.0616869871	0.2041658156	0.1516604936	-0.1440375234	0.0858196502	0.0358528542	-0.1234797824	0.0804387159	-0.229270937	-0.1713979828	-0.087040268	-0.0551228218	0.0348968495	0.149493158	-0.0004378803	0.260635978	0.0363697984	0.0317003589	0.1584548513	0.0651084906	0.2144066943	0.1172302861	0.0085366914	0.1223974044	-0.1126022689	0.1016744933	-0.2048066126	0.0498391097	0.1940065575	-0.1087452274	0.1417350564	0.0801809545	-0.1581377056	-0.0378272721	-0.0481819316	-0.0769433538	-0.0258157557	0.0911712593	0.0389060814	0.0114994841	-0.2043889686	0.1283015468	0.0263939293	-0.064718955	-0.1937395065	-0.1435008943	0.106888842	0.134317759	0.0552882173	-0.1513696094	-0.2819687209	0.1494201489	0.0666789969	0.0239211252	-0.0041657573	0.1475373187	0.1304173552	-0.0237785237685983	-0.0280374643070615	0.0007860994047697	0.0005654181926137	0.086991885191594	-0.0269539080259023	0.0075675880891874	0.0007265131578688	-0.2604645040978681	0.2231958597337212	0.0678417578949483	0.0498163918022749	0.0014567312966494	-0.0031421675160232	9.873216698752031e-06	2.1220660706378424e-06	-0.0006549772874246	0.0001939816974579	4.289952470420871e-07	3.7628898948648254e-08	0.0007179778717866	-0.0001719781075481	2.9576469475825857e-08	5.154922243752154e-07	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1204.0406598454324	-5.725439281796071	32.78065496953351	1449713.9105610242	1492.358280528675	-11.121338237416012	123.68416419101148	2227133.237462504	1171.6833497798643	-2.716265289476951	7.378097122817303	1372841.872151364	1273.4935415939246	1088.8174835687232	1.391495	32.453186	0.2238664760968363	0.1544227414513323	0.0044757898	0.0708113796	0.0961469925	0.0199925535	-0.130171339	0.0450493968	0.0022388763	0.0491764529	-0.0239246989	-0.0099135436	-0.0621659993	0.0324496853	-0.010788614	-0.0009236469	-0.042284682	0.0927704111	-0.0286295813	-0.0726943624	0.041753872	0.121455485	-0.1534443061	0.0651837474	-0.0315397879	0.1126369102	0.146916226	0.0861926816	0.0512150503	0.0165808917	0.2811211518	0.021111775	0.0206113102	-0.0504284865	0.0099497485	-0.0124004724	-0.0626744099	0.0478758069	0.070848292	0.1647415231	-0.131948599	0.1201818579	0.027405343	0.0891370594	0.0834777488	-0.1443084451	-0.1081742631	0.0827459832	0.0105153889	-0.0174170785	0.0309214748	0.0210859005	-0.130228235	0.0153170351	-0.0056629606	0.1241175366	-0.1658046244	-0.0336743784	0.0581510975	-0.0782162881	-0.1133622381	-0.2104997745	0.0386246202	0.1479941495	0.0108177743	-0.0688148832	0.0850577573	0.0703338956	-0.1935127068	0.0969170864	0.1900056557	0.1458854101	0.124097542	-0.0381097559545082	-0.0143312321859098	0.0002053842159664	0.0014523534989121	0.0574294063185334	-0.0295624788730605	0.0032981367100992	0.0008739401571201	-0.1132145449936672	0.1472499591042008	0.012817533198123	0.0216825504561888	0.0009126993948465	-0.0005440319018029	2.959707101792804e-07	8.330201853531673e-07	-0.0006552230458394	-2.457584147999917e-07	4.293172397990605e-07	6.039719844500478e-14	0.000607799413331	-0.0001101784584556	1.2139292707652385e-08	3.694201268455078e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1210.8276150320016	6.78695518656923	46.06276070449897	1466103.5133240852	1495.463962208141	3.105681679465988	9.64525869417068	2236412.4622632726	1174.36402407172	2.6806742918556665	7.186014659015879	1379130.8610339232	1278.0411661670194	1066.8897470807497	1.374281	32.051693	0.1878823110418604	0.089124995617123	-0.0769377985	-0.0157946746	-0.1131882957	-0.1684525507	0.0059802786	0.0517281285	0.0829857983	0.0500811498	-0.1030300494	-0.0798026328	-0.1061013825	0.0137797355	-0.0558548536	0.0569145876	-0.0910521853	0.2709375267	0.0475106952	0.0013638058	-0.0565313941	-0.0235061529	-0.08666461	0.0882058069	0.0314964746	0.0280703108	0.2127757734	0.0737418886	0.0949250473	0.1116941112	0.0126093352	0.1837072722	0.0097182601	-0.0517459665	-0.0024393424	0.0259383424	0.0521796942	0.1771256223	0.0479078607	0.1422119092	0.0765324558	0.1757730708	-0.1894728063	0.0037962173	0.077466064	-0.0622913166	0.1140605429	0.0755323518	-0.0242247055	0.0139414086	-0.0677577771	-0.0547029602	0.0038716741	0.1333111463	0.0023068676	0.0892260324	-0.0858754266	0.1072472089	0.0491084645	0.0596864257	-0.2540643039	-0.1420481605	0.0729202568	0.1162733688	0.0176643092	-0.0273520696	-0.1552752752	0.026082629	-0.0012059055	-0.0559755781	-0.0867869797	0.1440342395	0.1170999511	-0.0341529784985681	0.0039567774559401	1.5656087835835807e-05	0.0011664259403236	0.0149219793848232	-0.0425074269337102	0.000222665468761	0.0018068813445247	-0.1704496225902261	-0.0572350775965589	0.0290530738411505	0.0032758541074841	-0.0001669846057654	-0.0010796840006119	1.1657175411773176e-06	2.7883858562626065e-08	-5.205063276747524e-05	0.0006031724130719	2.7092683714945674e-09	3.638169598910087e-07	0.0006069952459018	-8.041674291999271e-07	6.466852541860197e-13	3.684432285473867e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
