global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	t_comp_cor_05	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10
747.9054915427525	n/a	n/a	559362.6242798063	933.9842151558918	n/a	n/a	872326.5141603672	726.8514041198212	n/a	n/a	528312.9636709556	786.3128754437382	727.7892937784533	n/a	n/a	n/a	n/a	-0.0442333128	0.2922624947	-0.0456505628	0.3025746451	-0.0218337791	0.0621267071	-0.0079503269	-0.243798034	-0.3119025435	0.1653564444	-0.1328784345	0.1089170142	-0.0752969401	0.2493013177	-0.1123066246	0.0630661665	-0.2167984218	0.1148059031	-0.2732911005	0.0495314846	-0.206654865	0.0131336046	-0.1419636566	0.0578760603	-0.1498189177	0.006421938	-0.1363725839	0.2047368329	-0.065837941	0.2642008996	-0.0536959819	0.1654707601	-0.2441378667	0.197447784	-0.0825406015	0.0450740955	-0.0869335727	0.0443414783	-0.099585865	0.2446796799	-0.3367880298	-0.3415423671	0.0227333018	-0.1949941976	0.1068203885	-0.0733530891	0.2790197889	-0.204336296	0.2251948974	-0.2052925963	0.0963847104	-0.2752362808	0.0602950331	-0.2439776089	0.2574100575	-0.0460516865	0.150058564	-0.1057907682	0.1613496857	-0.1749571701	0.1228884853	-0.2471330245	0.0690544036	-0.0800260001	0.0476966314	0.153366806	0.1532882396	0.0246636240690776	n/a	n/a	0.0006082943522207	-0.2388884926503038	n/a	0.0570677119207342	n/a	0.4519263126677089	n/a	0.2042373920814317	n/a	-0.0012358499291121	n/a	n/a	1.5273250472863826e-06	-0.0038118856569584	n/a	1.4530472261725174e-05	n/a	0.0006061473992621	n/a	n/a	3.6741466963220763e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
743.2225677466697	-4.682923796082832	21.929775279918843	552379.7852079531	915.279636134272	-18.704579021619796	349.86127637601925	837736.8123220854	726.6510020139873	-0.2004021058338594	0.0401610040226453	528021.6787279318	783.728586597751	692.4256901234888	2.495359	61.796471	0.7232397213138879	0.4054643199101138	-0.236777728	0.6227881754	0.1407891308	0.0596872501	-0.0245344758	0.0915458211	-0.1730489787	0.1412609762	-0.3237541184	-0.1286979731	-0.1862523596	-0.1500189096	0.0897931535	0.1268394435	0.0807538691	-0.2392305803	-0.4777307519	-0.2943369634	-0.0255953977	0.0932086393	0.0139945925	-0.0536091473	0.1020783662	-0.119534566	0.1790934409	-0.2519657397	-0.0003097331	0.0019702928	-0.1864665701	0.0806285879	0.1071642237	0.3142399701	0.112375718	-0.1417200102	-0.3663893591	-0.1341773471	0.184508946	-0.0244337325	-0.4723756214	-0.0076895795	0.1648726575	-0.3821253086	0.1376234521	0.1065909566	0.4737940013	0.5609413479	0.1158975473	-0.1512680086	-0.2936486814	0.0843314847	-0.1741793639	0.1029530263	-0.0228161199	0.0640861747	-0.0931843855	0.0231473958	-0.0365017294	0.0158610997	-0.1045089738	0.0172278842	-0.0274640954	0.0799545539	0.020534593	-0.0071157506	0.0404238668	0.1531573254	0.1524510324	-0.0431740095098405	-0.0678376335789181	0.0046019445295875	0.0018639950971557	-0.2880841103065421	-0.0491956176562382	0.0829924546111119	0.0024202087965787	0.5427415255254004	0.0908152128576915	0.2945683635296389	0.0082474028863878	0.002761454804435	0.0039973047335471	1.5978445132838052e-05	7.625632636937143e-06	-0.0097982915892302	-0.0059864059322718	9.600651806757928e-05	3.5837055985939e-05	0.0002820329206602	-0.0003241144786018	1.0505019523938147e-07	7.954256833612269e-08	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
720.93709029696	-22.285477449709678	496.6425051615184	519750.28816584713	815.1880300770636	-100.09160605720842	10018.329603111402	664531.5243809235	712.8151708500244	-13.835831163962894	191.4302239976868	508105.4677939495	739.7356674335294	681.3567495745654	4.209761	104.252907	1.3846167550364017	0.8427038562004471	-0.7007805	-0.2976692994	-0.4012322212	-0.1158756441	-0.0058709373	0.2381769878	-0.8687988327	0.1617159542	0.0483931011	0.0326916271	-0.6077568446	-0.5991164707	-0.1087535246	-0.1676124128	-0.1109102751	-0.0398927657	0.1546883151	0.1780433095	0.0146659996	0.052088065	-0.0131708195	-0.0014423904	0.0186612881	0.0158885733	-0.0235157173	-0.0037410049	-0.0131558621	-0.0429926132	-0.8491690673	-0.3151089302	-0.0796337295	-0.1378265337	-0.1185255195	-0.1028389265	0.1494112087	0.0785040293	0.0074393908	-0.0446803432	0.0126505034	-0.0009774375	0.0119574022	-0.1723829694	0.1631558014	0.8386399271	-0.3417443153	-0.1431925501	0.1606110196	0.0421639496	-0.0201111203	-0.0085827655	-0.0134015288	0.0014943256	0.0403201971	-0.048559234	0.0613302424	-0.0308173108	-0.0130855497	-0.0229164307	0.0451843072	0.0120075377	0.0015140106	0.0065231376	0.0245596405	0.001214434	0.0060735874	0.1527386503	0.1507811905	0.0633454631086039	0.1065194726184444	0.0113463980469115	0.0040126476964434	-0.3071594644551396	-0.0190753541485975	0.0943469366043681	0.0003638691358944	0.271633080042136	-0.2711084454832644	0.0737845301731774	0.0734997892123521	0.0156027150562242	0.0128412602517892	0.0001648979648541	0.0002434447171257	-0.0029921223758107	0.0068061692134195	8.952796311827069e-06	4.632393936169941e-05	0.0003928731111734	0.0001108401905131	1.228554783300246e-08	1.5434928148306674e-07	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
755.8519065221213	34.9148162251613	1219.044392036787	571312.1045931256	996.2607467692832	181.0727166922196	32787.328730300826	992535.4755532898	730.6482300150495	17.833059165025134	318.0179991832869	533846.8360241248	811.5719940678903	793.948776882676	4.811969	119.166321	1.9379385194813248	1.0491559402849489	0.3180748715	-0.1982544261	0.296126804	0.2717147181	-0.052708137	0.3724597192	0.3609652914	0.4359409122	-0.2883331526	0.1870302333	0.1930813237	-0.0002281588	-0.121217908	-0.0746231525	-0.034209807	-0.0948008974	-0.0789431659	0.0782407967	0.3583200304	0.3612175544	-0.0645379957	0.0711904263	0.2093838886	-0.1229848371	-0.1979724218	0.1047210705	-0.0107707301	0.0076737535	0.3215244773	-0.254512682	-0.0504544961	0.0883199024	-0.4723558778	-0.5630622536	0.025512909	-0.0391212507	-0.22031643	-0.2246033079	-0.053502038	-0.0443961073	-0.0470679811	0.1771476035	-0.0427000615	-0.0240271399	0.0430734517	-0.0818543018	-0.0101797177	-0.0948490804	0.1530942254	-0.0212751187	-0.3675200266	0.0624611801	0.0273205773	-0.090602821	-0.2397880354	-0.2919067805	0.0311974654	0.2191081276	0.0860769747	-0.0805394508	0.283204847	-0.014770977	-0.1111452113	-0.2291602343	0.0379514091	0.1521113526	0.148287834	0.0024313525842813	-0.0609141105243225	0.0037105288609693	5.911475389091356e-06	-0.0049247395204758	0.3022347249346638	2.425305934453621e-05	0.0913458289563318	-0.468414926113482	-0.740048006155618	0.2194125430058988	0.5476710514149057	0.002657121243577	-0.0129455938126472	0.000167588399162	7.060293303068182e-06	-0.0001727435865166	0.0028193787892941	2.9840346682618074e-08	7.948896757521465e-06	0.0013227340665665	0.0009298609553931	8.646413963645688e-07	1.74962541085555e-06	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
747.5184891222884	-8.33341739983291	69.4458455598379	558783.8915796689	934.5657074140464	-61.69503935523676	3806.277881044212	873413.061474317	729.4723921389485	-1.1758378761010135	1.3825947108737424	532129.9708929199	793.09913973555	744.130610627613	1.993548	49.369339	0.3629102968159897	0.2209968763756653	0.1623249571	-0.1381682755	-0.1077199168	-0.0676966991	0.1389880826	-0.0202351938	0.066863718	0.0888735734	0.3184059965	0.0894596493	0.1358510138	-0.0510387646	-0.2251451169	-0.0617458586	0.0295278758	0.0858939088	-0.1173947728	0.0154345175	-0.0727883845	0.084994796	0.1057659052	0.2112559764	0.012467476	0.2264031177	0.0812227042	0.0635760506	0.0273749684	-0.1252469866	0.1228621137	-0.2138098494	-0.1184562151	-0.0293196267	0.0133039417	0.1286091918	0.053760061	-0.0803735323	0.0260268805	-0.0049957411	-0.1043050366	0.0503123986	0.0671820284	0.2400804375	-0.0250146727	0.0605360465	0.1310639098	-0.121802312	0.026496671	-0.141347788	0.0458598653	-0.052142281	-0.0757834325	0.0625681237	-0.1398900289	0.0938424152	-0.0436431437	0.131843665	0.1426801304	0.0462215626	-0.1296575355	0.1505256092	0.1558908691	-0.1971236066	-0.0060719424	0.1388676487	-0.0200405493	0.151276289	0.1449845808	0.0197058375397887	0.0172744849555074	0.000298407830478	0.0003883200331445	-0.0830283173403785	-0.0781035778199027	0.0068937014803745	0.0061001688682695	-0.5330839242419216	-0.0646689981284396	0.2841784702851668	0.0041820793189361	0.0060639805556138	0.0034068593120368	1.1606690372011855e-05	3.6771860178862245e-05	-0.0005551828804524	-0.0003824392939358	3.082280307474239e-07	1.4625981354611324e-07	0.0015907001788367	0.0002679661122702	7.180583732520544e-08	2.530327058951109e-06	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
745.6776036922721	-1.8408854300163284	3.3888591664464025	556035.0886482492	938.7349742806476	4.16926686660122	17.382786204938753	881223.3519376882	728.0203838402422	-1.452008298706346	2.108328099512097	530013.6792868936	791.9302415561456	735.0793312932304	1.053859	26.098368	0.1086736106868373	0.0556405184838173	0.171574988	-0.0967499404	-0.0832209612	-0.1803500918	0.0412518285	0.04305807	0.0885895999	0.120314826	0.2909466241	-0.0265279257	0.1064487265	-0.0548282637	-0.2844112813	-0.0584607801	0.0510334522	0.0923459836	0.0089308951	-0.0215359831	0.0171532164	-0.0202552299	0.0552504967	0.1678742262	-0.1129018228	-0.0471177338	0.0033013762	0.1229535351	0.04155978	0.0556471746	0.1206520545	-0.2171076764	-0.1645390767	0.0727430648	0.0754643181	0.1736988236	0.1004256666	-0.0546248528	0.0860836661	-0.0365099765	-0.0785438648	0.0842048879	0.007366106	0.2306036147	-0.0343410428	0.0557790072	0.1676547124	-0.1513835351	0.0135500221	-0.1232131009	0.0256645072	-0.034856524	-0.087221646	0.0677177929	-0.1805347469	0.1042445251	0.0008000554	0.0454084746	0.0426878713	-0.0410671033	-0.0628694617	0.0384966367	0.062764584	-0.1173125256	0.00190446	0.1618246087	0.0300039781	0.1502346003	0.1408894722	0.010315202951773	-0.0093906345880157	8.81840179656368e-05	0.0001064034119362	-0.0547364151665163	0.0282919021738621	0.0029960751452812	0.0008004317286153	-0.5217734460026122	0.0113104782393094	0.2722475289534409	0.0001279269180018	0.005373257586231	-0.0006907229693828	4.770982204329926e-07	2.887189708798899e-05	-0.0003530371837345	0.0002021456967179	1.246352530991871e-07	4.086288270156521e-08	0.0012899569312244	-0.0003007432476123	9.044650098439321e-08	1.6639888844138713e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
745.1964178135308	-0.4811858787412575	0.2315398498999961	555317.7011221184	929.1961040911468	-9.538870189500813	90.99004449214726	863405.3998581654	727.8160431513368	-0.204340688905404	0.0417551171423351	529716.1926684685	792.7051936935883	735.2232930060871	1.366297	33.835751	0.392406871699077	0.2452281093546943	0.1818525225	-0.0300011146	-0.2065805742	-0.0779977978	0.0597654207	-0.002433585	0.0504799576	0.0711056842	0.292741721	0.0952812257	0.1387027122	0.002280712	-0.145601822	-0.0565449815	-0.1129183861	0.0266708571	-0.2119803684	-0.0380714918	0.1792432887	-0.1361934122	0.0635609288	-0.1218795029	-0.2470729847	0.0694188358	0.0315515548	0.146122745	-0.180830512	-0.0277655643	0.1264636243	-0.1020688699	-0.1143037425	-0.0454752501	0.1157469876	0.1889809379	-0.071205621	-0.1240836309	-0.0077661764	-0.2343531595	-0.25436461	-0.2950067782	-0.0191755992	0.1295530975	-0.0188279301	-0.0395108526	0.0462039917	-0.094662239	0.0932908549	-0.0687482016	0.2115830154	0.1968990417	-0.2910043638	0.1988943148	-0.0595644346	0.0616823143	-0.108345187	-0.1801864183	-0.0760676108	0.0136911637	0.196867595	-0.0951518972	-0.3707799905	0.0538783445	0.0590717317	0.1286894192	0.1063198468	0.1489877092	0.136024874	-0.0013591768116327	-0.0116743797634057	0.0001362911428602	1.847361605280032e-06	-0.1088648705387242	-0.0541284553722079	0.0118515600374131	0.0029298896809811	-0.2989228295651287	0.2228506164374835	0.089354858035223	0.0496623972465663	0.0040041255020577	-0.0013691320841732	1.8745226639127237e-06	1.6033021036228827e-05	-0.0003797790615598	-2.674187782530002e-05	1.4423213559924238e-07	7.151280296232728e-10	0.0006107624907034	-0.0006791944405209	4.6130508803463413e-07	3.730308200502209e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
748.5687928163654	3.372375002834588	11.372913159743584	560355.2375785506	932.3814696021702	3.185365511023406	10.146553438817405	869335.2048575027	730.3566711252877	2.540627973950905	6.454790502021878	533420.8670572116	792.5128314434519	713.0090961847003	1.550104	38.387657	0.2530555305519246	0.1680278629857278	0.0747607819	-0.1225866707	0.0395022892	-0.1394403828	0.0760238223	-0.1029098715	0.0808010918	-0.0077653459	0.2211811902	-0.1321724424	0.1623367659	0.0039719728	-0.1509121722	-0.0190898032	0.1391913846	0.1919328601	0.1120647392	-0.0018435462	-0.1754292825	0.0301354364	-0.0081166322	-0.0063671797	-0.0997960591	-0.0687647903	0.1167902624	-0.0972084509	0.0605038839	-0.0855191573	0.1113453894	-0.1456597759	-0.0229336986	-0.0408469938	0.1434074157	0.1654075611	0.059391056	0.1628297221	0.0241852238	-0.0575959964	0.106482762	0.0618270427	0.0569206941	0.21380016	-0.0094920289	0.015001475	0.1012894199	-0.0649469558	-0.0549626947	-0.0283046815	-0.0561315242	0.0213562033	0.0239338446	-0.059288184	-0.0696329974	0.0244369467	-0.0204665707	0.0908613052	0.1058116722	-0.1481261201	-0.0285403165	-0.014298895	-0.0668022431	-0.0231175785	0.0345843859	0.0017433859	0.0190741246	0.1475373187	0.1304173552	0.0195394134057522	0.0208985902173849	0.0004367510730741	0.0003817886762408	-0.0820641799692651	0.0268006905694591	0.0067345296340279	0.0007182770149998	-0.4586620402154153	-0.1597392106502865	0.2103708671345672	0.0255166154191766	0.0044340056784611	0.0004298801764034	1.847969660646185e-07	1.966040635662528e-05	3.201165306188081e-05	0.0004117907146216	1.0247459317542227e-09	1.6957159264863457e-07	0.0006814323819742	7.066989127079999e-05	4.994233532226692e-09	4.643500912030321e-07	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
747.3478011984947	-1.220991617870709	1.4908205309105311	558528.7359562248	941.270778738934	8.889309136763814	79.01981692895262	885990.6789077993	730.2922356365085	-0.0644354887791678	0.0041519322142102	533326.7494309697	792.952713752729	721.9439960422907	1.247188	30.88608	0.2231448799571893	0.1451523799880394	0.0971061007	-0.1371170082	0.0110346966	-0.2523873561	-0.0148241711	0.0869834068	0.0955727371	0.0869911305	0.1775720244	-0.0044902964	0.1735976942	-0.0525417818	-0.1845225248	-0.0632378843	0.1609855246	0.265565153	0.0543020692	-0.0269802108	-0.0337921137	0.126361536	-0.1180869103	-0.1074353371	-0.0365926413	-0.0796128028	-0.104109712	-0.1411470668	0.0879809539	-0.0031241304	0.1093746215	-0.2278781395	-0.0451591374	0.054691238	0.118391046	0.1457917908	0.1993179558	0.1014194319	-0.0712977313	0.0245223591	0.1047505594	0.1638342307	-0.0011409556	0.2244513587	-0.0033725763	0.0681561631	0.2183581562	-0.1338116704	-0.070207115	-0.0404791506	-0.1198174174	0.033242564	0.2770789719	-0.1466789496	-0.0460302764	0.1532242549	0.1075638962	0.2864462014	0.233206519	-0.28838869	0.0925788838	-0.0126134399	-0.2033517281	0.2057541277	0.0775532253	-0.2182104271	0.0527709673	0.1458854101	0.124097542	0.0031177464825589	-0.0164216669231933	0.0002696711445363	9.720343129508397e-06	-0.0922682222832236	-0.0102040423139584	0.0085134248433063	0.000104122479545	-0.6002094980497219	-0.1415474578343066	0.3602514415490991	0.0200356828193548	0.0039592881265079	-0.0004747175519532	2.2535675413243967e-07	1.5675962468706433e-05	0.0006299049104501	0.0005978932573882	3.967801962091485e-07	3.574763472302953e-07	0.0007082558303474	2.682344837319993e-05	7.194973826297221e-10	5.01626321221085e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
741.9343367331136	-5.413464465381139	29.305597517944303	550466.5600236051	937.38249712405	-3.888281614884022	15.118733916645098	878685.9459145196	729.6731183535654	-0.6191172829430798	0.3833062100388215	532422.8596478163	792.5604306192376	694.4111009558708	1.733494	42.929218	0.2360896617199682	0.1206927579502192	0.0259839375	-0.0571794846	0.1335603797	-0.2585159488	0.1908419244	-0.1029596586	0.0333368761	0.2974843152	0.0877837064	-0.2113205673	0.1253128846	0.009984988	-0.2538236511	-0.0586294902	0.1466511343	-0.1277147886	0.0442334873	-0.1797651853	-0.1639150184	-0.0722800629	0.1865966032	-0.3534220693	0.0326455659	-0.1829777448	0.062974042	0.0526361418	-0.0192141976	0.1456394949	0.0959236391	-0.2645325675	-0.0927119469	0.1953876166	0.191818298	0.0642684286	-0.1063229273	0.1861702891	0.0759701414	0.2722505117	0.0018493662	-0.0676754182	-0.1567664559	0.2487876649	-0.0142202528	0.0628333398	0.2780881131	-0.0943191969	-0.0650471197	0.044346894	-0.258433459	0.0650844156	0.2292633829	-0.289799749	0.378277558	-0.1245353159	0.1474572461	-0.1182635547	-0.3949415235	0.3674258664	0.0892253829	0.074552255	0.1073466312	-0.0237727545	-0.0249980371	0.092067185	-0.0705182668	0.1440342395	0.1170999511	-0.0158017382548081	-0.018919484737367	0.0003579469027274	0.0002496949318734	-0.0089416818976673	0.0833265403855563	7.995367515907108e-05	0.0069433123326257	-0.6731471374057918	-0.0729376393560699	0.4531270685976119	0.0053198992348361	0.0049648713060119	0.001005583179504	1.0111975309013742e-06	2.4649947085260308e-05	0.0004387079307939	-0.0001911969796562	1.9246464854146533e-07	3.655628502965336e-08	0.0006869160446881	-2.133978565929998e-05	4.553864519848651e-10	4.718536524499438e-07	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
