global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17	motion_outlier18	motion_outlier19	motion_outlier20	motion_outlier21
1112.5716171579825	n/a	n/a	1237815.6033055284	1355.6477841236551	n/a	n/a	1837780.9145993765	1072.1141782307493	n/a	n/a	1149428.811163395	1162.8671702375316	990.1413291458814	n/a	n/a	n/a	n/a	-0.054405564	0.0981108908	0.0894970202	0.0291258423	-0.0050741853	-0.0430581657	0.0411548349	0.1067223218	-0.1294993491	0.0909060183	-0.1581396324	0.0066771237	-0.0406331555	0.1283056276	-0.0384218554	0.1703648259	-0.064897872	0.0142467224	-0.035282492	0.1958168553	-0.0812525695	0.1306274181	-0.1736715895	0.0909825959	-0.2432145585	0.0060320307	-0.0116954537	0.0485983201	-0.0308972662	0.1257586936	0.0791431783	-0.1079791334	0.0856162532	-0.0436177249	0.041073266	-0.1213928882	0.1643468011	-0.1810735513	0.0655569654	-0.0493395869	-0.1087412097	0.0132783969	-0.0661049951	0.0744160302	-0.0383728068	0.0243803764	-0.0085780929	0.0653449936	-0.0412740693	0.0514134287	-0.0330947618	0.0835833096	-0.0682041139	0.0104087159	-0.0526962356	0.0158341786	-0.1274164306	0.0674711557	-0.0526368426	0.025099635	-0.0434909458	0.0063950389	-0.0236898687	-0.0398999791	0.153366806	0.1532882396	0.01313752181116	n/a	n/a	0.0001725944793387	0.0300812686381704	n/a	0.0009048827228817	n/a	-0.3625599690018788	n/a	0.1314497311226433	n/a	0.0056749767667481	n/a	n/a	3.220536130313072e-05	-0.0001801071505851	n/a	3.243858569188388e-08	n/a	-0.0005659931710354	n/a	n/a	3.203482696587076e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1110.743165535829	-1.82845162215358	3.3432353345560566	1233750.3797845538	1357.4914692529564	1.8436851293013208	3.399174856006827	1842783.0890945503	1072.998154951064	0.8839767203146494	0.7814148420582439	1151325.0405283875	1161.1262235973286	1001.627113925286	0.977487	28.122059	0.1610222632523511	0.1259660146189903	-0.0586424376	-0.0269043591	0.0798389733	0.0421473272	-0.098576021	-0.0384160406	0.0655522143	0.0962409602	-0.0929597667	0.0480858112	-0.1467329372	0.0288785067	-0.0586026252	0.0302759737	0.0836496351	-0.120494368	-0.128832138	0.0512666142	0.0948976226	0.0502970794	-0.1515763647	-0.0977291826	-0.1078496036	0.1176559146	-0.0525907008	-0.132300312	-0.1926515161	-0.002095142	0.0071112534	0.1227313844	0.0702665033	-0.0892757616	-0.1079140335	0.0342478382	-0.1024069996	-0.0544158642	0.1015786246	-0.00199722	-0.0618080549	0.1144708656	-0.0871611629	-0.0330485779	-0.0724011508	-0.0467816133	0.0006568464	-0.0188919881	-0.0974760371	0.064809207	-0.0248412588	-0.0576314517	-0.0626004938	-0.0949919196	-0.0652726796	-0.0142864972	0.0658206502	0.0267392517	0.004741813	0.0410961636	0.0526991498	0.0044201976	-0.1451137186	0.0144859323	0.0329471205	-0.0903911111	0.1531573254	0.1524510324	0.0031222982629088	-0.0100152235482512	0.0001003047027214	9.74874644256331e-06	0.0142005179067155	-0.0158807507314549	0.0002016547088189	0.0002521982437946	-0.3607344898679088	0.00182547913397	0.1301293721802603	3.332374068559936e-06	0.0032228926161154	-0.0024520841506327	6.012716681784091e-06	1.0387036815011166e-05	-0.0003939125519205	-0.0002138054013354	1.551670985605206e-07	4.571274964019146e-08	-0.00056586652623	1.2664480539997024e-07	1.6038906734796325e-14	3.202049255076074e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1112.0976619799872	1.354496444158258	1.8346606172373645	1236761.2097813538	1361.2657669150765	3.774297662120034	14.245322842284756	1853044.4881748916	1072.6349864980791	-0.3631684529848371	0.1318913252433998	1150545.8142597345	1163.8877995723292	998.1271451266308	0.949017	27.302982	0.0997666563533324	0.0503814549861916	-0.0488172411	0.0323433524	0.0907261761	-0.1099832361	-0.0749519002	-0.0122665861	-0.0389004279	0.0252091794	-0.0857859121	0.0844014811	-0.1037759589	0.0316865359	-0.107052126	0.0222348839	0.0967120278	-0.0393495038	-0.0436028138	0.1605396756	0.0806790092	-0.0037203379	0.0387483225	-0.0546049254	0.1349794307	-0.0678867384	-0.0209334573	0.0221805334	-0.0041809465	-0.0660177893	-0.0301278469	0.0441839601	0.0535808398	-0.0592504822	0.00126845	-0.0453350782	-0.0278558724	-0.0191300617	-0.0944867912	-0.0632424919	-0.1466694364	0.0269268968	-0.0799554891	-0.0355336606	-0.0597638289	-0.0438492291	-0.0015403971	-0.0006551429	-0.0590603739	0.1182952121	-0.0569166184	0.0081418318	0.0736598431	-0.0687293719	0.0518205577	-0.1371880663	0.0018601929	-0.0137498163	-0.093002987	-0.007129022	0.0091329179	-0.0042927884	-0.0306389736	0.0391181311	-0.0663791496	-0.1777539635	0.1527386503	0.1507811905	0.0116437702491083	0.0085214719861995	7.261548481158284e-05	0.000135577385614	0.0518141088495838	0.0376135909428683	0.0026847018758765	0.0014147822236174	-0.3324335970592642	0.0283008928086446	0.1105120964537612	0.0008009405337663	0.0031427657334244	-8.012688269099996e-05	6.420317329777269e-09	9.876976455186603e-06	-0.0006092224383962	-0.0002153098864756	3.711519794454117e-07	4.6358347214178824e-08	-0.0007770437693757	-0.0002111772431456	4.459582802261809e-08	6.03797019525596e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1112.5535343652268	0.4558723852396724	0.2078196316241083	1237775.366828558	1348.549231690787	-12.716535224289371	161.71026811059238	1818585.0302938125	1075.0529780098088	2.417991511729724	5.846682950796997	1155738.9055277584	1163.531230442719	999.7866434996982	0.966082	27.793941	0.1071199730782343	0.0686812387625299	-0.0317815233	0.0685529564	0.0747215298	-0.0537473148	-0.0751981505	0.0188887565	-0.0091103496	-0.0422141331	-0.1638778588	0.0895168522	-0.0969471569	0.0825591812	-0.0297835366	0.0871672608	-0.047641819	0.1316154253	-0.0588160441	-0.0009598185	0.0637506364	0.1041309568	-0.0395884822	0.1733201609	0.0751788462	-0.0145146077	-0.0038114269	-0.0614703377	-0.0906844376	-0.0081723755	-0.03746412	0.0623647466	0.0744091622	-0.05618331	0.0794584245	-0.0970966588	-0.0820925933	-0.1252615089	-0.0265863669	-0.0710560956	-0.1201455567	-0.0254426121	-0.0867723469	-0.0144426865	-0.0674046239	0.0335204479	-0.0221337909	0.0284098384	0.0138597341	0.1322116463	-0.0526128603	0.0651224239	0.0710755333	-0.0006114292	0.0480929633	-0.0428352671	0.0180495196	-0.045962105	-0.0588142987	0.1162591221	0.0538773479	0.0441178449	-0.0135544875	0.0539203506	-0.0347989139	-0.081664205	0.1521113526	0.148287834	0.0150940513642865	0.0034502811151782	1.190443977375532e-05	0.0002278303865877	0.0521022493715435	0.0002881405219597	0.0027146443895745	8.302496039521058e-08	-0.3381734281158088	-0.0057398310565446	0.1143612674835981	3.294566055767425e-05	0.0042960128669868	0.0011532471335624	1.3299789510698929e-06	1.8455726553316143e-05	-1.97179447911644e-05	0.000589504493605	3.887973467874072e-10	3.475155479805294e-07	-0.0005669609888521	0.0002100827805236	4.4134774672527125e-08	3.21444762880151e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1116.6950569743296	4.141522609102822	17.152209521709842	1247007.850270901	1375.7084867550377	27.1592550642506	737.6251356450219	1892573.840529836	1077.583451413318	2.530473403509177	6.403295645867318	1161186.094759839	1167.2226027842992	1008.1034542587568	0.931685	26.804337	0.1787962404783611	0.0979910719168637	-0.032819686	-0.0228754836	0.0848808187	-0.1107152666	0.0304930422	-0.0393532889	-0.0600121642	0.0020523038	0.0128443835	-0.0213546026	0.0106012356	0.0534392895	-0.1057058978	-0.1079039327	-0.0096557694	-0.0954440994	0.050993375	0.1108448431	0.0482651485	-0.0685091467	0.1045918293	0.0108590514	0.1230932927	-0.1392610913	-0.0632954962	-0.0407866404	-0.1498281512	0.008700005	-0.0138903935	-0.0443772446	0.0593652025	-0.0284728049	-0.0757928868	-0.0633571862	0.0685582613	0.0051614065	-0.1495123378	0.0025397461	-0.1360732898	0.0547858143	-0.047159678	-0.0434703392	-0.0263248965	-0.0053838557	0.031914372	0.0017231525	-0.0886059128	0.1299972115	-0.1005384873	-0.0371569833	0.0916041737	-0.0118938665	0.0644810915	-0.0839380695	0.0408844519	-0.0306967245	-0.0495350305	-0.0486804602	-0.0081191179	-0.0147184169	-0.0291317748	0.141594654	0.0022467773	-0.0989117203	0.151276289	0.1449845808	0.0146447075340887	-0.0004493438301977	2.0190987773682845e-07	0.0002144674587589	0.0156107332191197	-0.0364915161524238	0.0002436949916385	0.0013316307511026	-0.263420605543061	0.0747528225727477	0.0693904154246729	0.0055879844825927	0.0033698881827314	-0.0009261246842554	8.577069307871646e-07	1.1356146364112735e-05	-0.0004339537832021	-0.0004142358384109	1.8831588595541522e-07	1.7159132982401077e-07	-0.0005652703530586	1.6906357934999255e-06	2.8582493862631238e-12	3.195305720469943e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1117.055147104254	0.3600901299244015	0.1296649016689723	1247812.2016721067	1368.0484875955217	-7.659999159516019	58.67558712378612	1871556.6644123944	1076.0051672498166	-1.5782841635013938	2.4909809007592942	1157787.119948306	1168.9944221847654	1018.3096336508696	1.032177	29.695467	0.2325202620551644	0.1319423183254202	-0.0473154202	0.0648074157	0.128023703	-0.105947782	0.1889145052	-0.026270793	-0.0048311228	0.0302432778	-0.0709666397	0.0745204107	-0.1322609474	0.0663201886	0.0328650779	0.063259115	-0.1552054096	0.0162487727	-0.0774693558	-0.0117361005	-0.0499722829	0.0349344829	-0.0167043535	0.0428601148	-0.107997337	0.1497016244	-0.0336277178	0.0099657248	0.0919455164	-0.0413547867	-0.0508659208	0.0979870143	0.0939945774	-0.0603776836	0.1242580968	0.0019028344	-1.31703e-05	-0.1029936909	0.0620772812	0.0638892167	0.0905519933	0.0291679806	-0.1025965376	0.0056655928	-0.0791636057	0.0629114234	-0.036106782	0.0500466432	0.0100369505	0.0766665207	-0.0405898715	0.0990268377	-0.011243912	0.0986961099	-0.0258634239	-0.0333334857	-0.0783380757	0.0134714446	-0.1009072307	-0.0552400018	-0.0323162004	0.0293408668	-0.0239574051	0.0571343288	-0.0550664026	0.0370624591	0.1502346003	0.1408894722	0.0035191909619811	-0.0111255165721076	0.0001237771189962	1.238470502688946e-05	0.0342464578190941	0.0186357245999744	0.0011728198731549	0.000347290231366	-0.3448008394883715	-0.0813802339453104	0.1188876189118857	0.0066227424769934	0.0052260301780708	0.0018561419953393	3.4452631068625286e-06	2.731139142210672e-05	3.2297931329638985e-05	0.0004662517145317	1.0431563681740752e-09	2.1739066130378625e-07	-0.0004600883241743	0.0001051820288843	1.1063259200217722e-08	2.116812660415158e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1114.8362177055556	-2.218929398698492	4.923647676408452	1242859.7923080288	1364.5389122467875	-3.509575348734188	12.317119128442698	1861966.443035646	1074.8756766134863	-1.1294906363302744	1.275749097557768	1155357.7201753	1165.8927498249093	1033.6324118920093	0.921578	26.513569	0.1070706538825303	0.0530650666184875	-0.0685640237	0.0002082576	0.1448624012	-0.1641937068	0.0682494366	-0.0436747308	0.0306890775	0.0958071298	-0.0991177122	-0.0068598378	-0.0951026021	0.0446237389	-0.0465845637	0.0972102215	-0.0271048682	-0.1095974151	-0.1648511276	0.0183951914	-0.0547790097	-0.08351886	0.0191093228	-0.1732256861	-0.0368085633	-0.0177856442	0.0993884591	-0.1233896648	0.0641534434	0.0140819746	-0.0061133313	0.1012583817	0.090798142	-0.0962129618	-0.0185601633	0.0333800375	-0.0957867655	-0.0965571782	-0.0652244811	0.090966411	0.0062314722	0.1621445955	-0.0917832849	0.0012639624	-0.0685521077	-0.0250020919	-0.0165969138	0.0170260811	-0.0938910277	0.0956032928	-0.0307984849	0.0389112836	-0.1424360285	-0.0322787198	0.0477415786	-0.0758192512	-0.0389125978	0.0067942626	0.0547625358	-0.0381443988	0.0598659181	0.064054789	-0.0900188854	0.0611047676	-0.0350196066	-0.0863547295	0.1489877092	0.136024874	0.0035381387604047	1.8947798423599865e-05	3.5901906510137356e-10	1.2518425887878106e-05	0.0028331989445149	-0.0314132588745792	8.027016259200344e-06	0.0009867928331213	-0.361873863852395	-0.0170730243640235	0.1309526933394617	0.0002914881609345	0.0043500484695434	-0.0008759817085273	7.67343953674582e-07	1.892292168737688e-05	9.699860727852004e-05	6.470067594888106e-05	9.40872981397256e-09	4.186177468242116e-09	-0.0006907143966081	-0.0002306260724338	5.318838528624037e-08	4.770863776816917e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1108.8765000729477	-5.959717632607863	35.51823426041707	1229607.09241403	1327.135767368671	-37.40314487811656	1398.9952467733774	1761289.3450292312	1068.9178827612438	-5.957793852242503	35.495307585818566	1142585.4400867803	1161.0186724079445	1019.7882347250884	1.453407	41.814156	0.5145468249645874	0.3112220166805904	-0.114022906	0.1448597689	0.1067955787	0.0508066674	0.1513797935	0.0371566726	0.237420912	0.0937051274	-0.0737809818	0.3411600645	-0.2377947468	-0.1770653305	-0.0544564586	0.0354344003	0.0595416065	0.0342788207	0.2836775778	-0.219808502	0.0576211478	-0.0995157805	-0.0842034004	0.2687584883	0.3675706193	0.1252676839	0.02527762	0.0322582358	0.1577513732	0.0070141382	-0.0140575778	0.289400301	-0.0052841056	-0.1292406765	0.0557764546	0.2386556961	0.1194628834	0.2624730637	0.055399762	-0.2628196742	0.1419627525	-0.4120424246	-0.1407567432	0.1141237876	-0.1293989496	-0.0464142457	-0.0879195161	0.0780676624	0.003584275	-0.3490376051	0.0783018239	0.133430152	-0.3364911639	0.0696045169	-0.141868518	-0.2300786596	0.1440493645	-0.0163856919	-0.237842696	0.2889796451	-0.153614541	0.0707808137	-0.2108031618	-0.1587680632	0.0362595527	0.229194911	0.1475373187	0.1304173552	-0.0281746786686909	-0.0317128174290956	0.0010057027892911	0.0007938125180839	0.0995851720561091	0.0967519731115942	0.0099172064934448	0.0093609443009866	-0.6478576085977465	-0.2859837447453515	0.4197194810179909	0.0817867022585743	0.0054610052753429	0.0011109568057994	1.2342250243522275e-06	2.9822578617322983e-05	-0.0002890086064906	-0.0003860072137691	8.352597462563848e-08	1.4900156908179913e-07	-0.0001857126226058	0.0005050017740023	2.550267917454701e-07	3.448917819512429e-08	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1119.2329433726452	10.356443299697505	107.2559178198493	1252682.3815305948	1384.026946521196	56.89117915252496	3236.60626536469	1915530.5886967853	1076.5242970503496	7.606414289105714	57.85753833751159	1158904.5621397493	1167.6011246874946	1014.6028530768627	1.649935	47.468204	0.6116248295892558	0.371181953252838	-0.0099354146	0.0006811273	0.0766032702	0.0229892991	-0.0645779091	0.0035782332	-0.1562547556	0.1028704154	-0.0217928441	0.0875967942	-0.0920314082	0.0091234023	-0.0790759109	-0.075525958	0.0023245764	0.0636495362	-0.0489217238	0.0032776817	0.0346678347	-0.130192224	-0.1469660333	-0.1091932061	-0.0355922478	-0.1982344083	-0.0349332019	0.0930112621	0.1280215365	-0.0494621734	-0.0074888696	0.0052883908	0.0917128619	-0.0189028056	0.0294359571	-0.1326228147	0.0059946805	0.071171267	0.1617314064	0.1536463752	-0.1904349449	0.0459004046	-0.0693950803	-0.0478616011	-0.0543292036	-0.0376840845	0.0236666843	0.0308010552	0.0235813073	0.0986710782	-0.0517356642	-0.093211823	0.0373533717	-0.0250404407	-0.1253442977	-0.0115966107	-0.0911978952	0.0762231853	0.0008742882	-0.0067365253	-0.0452219741	-0.0228737094	0.0636968186	-0.0169327566	-0.070437213	0.1651897667	0.1458854101	0.124097542	-0.0039826751079061	0.0241920035607848	0.000585253036285	1.5861701015134863e-05	0.016129245371971	-0.0834559266841381	0.0002601525562692	0.0069648916987082	-0.3315776361625637	0.3162799724351828	0.1099437288031534	0.1000330209636	0.0022878908070891	-0.0031731144682538	1.0068655428641596e-05	5.234444345162813e-06	-0.0002898757641136	-8.671576230000373e-07	8.402795862044349e-08	7.519623431270748e-13	-0.000765669534912	-0.0005799569123062	3.363500201317413e-07	5.862498366923583e-07	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1113.0967747663908	-6.136168606254387	37.65256516438191	1238984.4299953417	1366.0654563695357	-17.9614901516602	322.6151284681864	1866134.831086108	1075.925822558324	-0.5984744920256162	0.3581717176053193	1157616.375647806	1163.683078718774	1003.7496235100728	1.019542	29.331968	0.1024742036621989	0.062421568938477	-0.0146874345	-0.1184448936	0.013343735	-0.0050036621	-0.1074063825	-0.0351957821	0.0075490506	0.0713821249	-0.0181285586	-0.106066377	0.0371249057	-0.0301516011	-0.1384267284	-0.1348424442	0.0966561402	-0.1431753215	-0.0315790287	0.1474458783	-0.0948151736	0.0035482596	-0.0651477503	0.0231444407	-0.0833283188	-0.0122063821	-0.0159676721	0.0272631657	0.114260827	-0.0277897375	0.0405666869	-0.022039609	0.0687163958	-0.0337687738	-0.2336678336	-0.0009555133	0.0283373326	0.0629856095	0.0379070947	0.0791204283	-0.0780394641	0.0089491032	-0.0398203777	-0.0519073172	-0.0080200232	-0.1070904282	0.0478724219	-0.0383708129	-0.1289281082	0.0504698169	-0.0832194017	-0.0949647074	0.0082329249	-0.0633560877	-0.0710181748	-0.0164466758	0.0331774627	0.0974722628	0.024239192	-0.1005655447	-0.093151094	-0.0896063566	0.0240254119	0.0209974931	-0.0191566335	0.1063475146	0.1440342395	0.1170999511	0.0001593608285901	0.0041420359364962	1.715646169922595e-05	2.539587368892324e-08	0.0290126741149805	0.0128834287430095	0.000841735259302	0.0001659827361762	-0.274945189824848	0.0566324463377156	0.0755948574078217	0.0032072339781942	0.0020609857197825	-0.0002269050873065	5.1485918645615675e-08	4.24766213714739e-06	-5.017590180744769e-05	0.0002396998623061	2.517621122190632e-09	5.745602398958839e-08	-0.0006559486316252	0.0001097209032867	1.2038676618071311e-08	4.3026860733097233e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
