global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	t_comp_cor_05	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	c_comp_cor_07	c_comp_cor_08	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10
1097.7310336956125	n/a	1205013.422338438	n/a	1518.426396751404	n/a	n/a	2305618.722351452	1079.4837497463477	n/a	1165285.1659664356	n/a	1175.4864222422368	1022.029050599768	n/a	n/a	n/a	n/a	-0.012302034	-0.1032750652	-0.1505345545	0.0043720843	-0.0400804699	0.2114111422	-0.0003649893	0.0999108245	-0.0088015769	0.1513131442	-0.1145469033	0.1609671778	-0.0339700457	0.0408058699	-0.199385019	0.0396302634	-0.0730737648	0.0469821412	-0.0104433775	-0.0002243201	0.1323751508	-0.0809834827	0.1986654879	-0.1425601489	0.0024190268	-0.0870396891	0.0844918142	-0.0623281867	0.0762741091	-0.0006903667	-0.1844672964	0.0729200328	-0.2043191522	-0.0041491967	-0.2852519788	0.095603131	-0.0971469279	0.0529321301	0.0173251878	-0.1138740256	-0.0008987229	0.078979063	-0.0335364896	0.0014418214	-0.1741198012	0.0402766806	0.1572810433	-0.0373803335	0.0186100625	-0.0828101446	0.0477381146	-0.0455047957	0.0445527091	-0.1965903829	0.1199312789	-0.0815708273	0.0158331671	-0.3157759557	0.0847940493	0.121706563	0.1081525481	-0.0098679153	0.1196285164	-0.0926403448	0.0331155	-0.026988393	0.1947931576	-0.1243625922	0.0742004488	-0.1546517271	0.0631677667	-0.0775801048	0.0142308713	-0.0340993564	0.0808127489	-0.1391574413	0.1877829946	-0.1098009363	0.0403329043	-0.1032043783	0.1120679145	-0.0084562354	-0.0997347126	0.2225991143	0.153366806	0.1532882396	0.0001144580112537	n/a	n/a	1.3100636340152115e-08	0.065732864682289	n/a	0.0043208094993401	n/a	0.0516939979784467	n/a	0.0026722694269956	n/a	0.0013450025964977	n/a	n/a	1.8090319845855549e-06	-0.0009559998937855	n/a	9.139357969178872e-07	n/a	1.142940708929573e-06	n/a	n/a	1.3063134641284352e-12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1096.9249816857648	-0.80605200984769	1203244.4154463154	0.6497198425795006	1517.2663068771362	-1.160089874267669	1.3458085163783762	2302097.045984584	1079.6725593864144	0.1888096400666654	1165692.8354920105	0.0356490801821037	1179.3604558644747	1044.4336120098196	1.555887	31.72188	0.1478396053116654	0.0741078900937979	0.018028038	0.1191675195	-0.0073204722	0.1080932235	-0.077092413	-0.1813751775	0.0994198554	-0.107426849	-0.0395890545	0.1267597968	-0.0145350754	0.2142226231	-0.0755847064	-0.1988670653	0.1473235578	0.0964322328	0.0141059331	0.0043722689	0.0587304918	0.0627586299	0.0365861328	-0.0978571077	0.0411022271	0.0812126639	-0.2615094411	-0.0553579894	-0.0764610635	0.0238457257	-0.0824589711	0.0542389825	0.2005879074	0.0541351552	-0.056713886	-0.1445545718	0.038588874	0.2021549344	0.0173834327	-0.1811181082	0.0549262642	0.0819211809	0.0797721893	-0.0007304684	0.1431360927	-0.1488371824	0.0467195543	0.0897543161	0.05535073	-0.0362919739	-0.0247264161	0.1611064382	-0.1968787475	0.0791456357	-0.0403474442	0.0044912207	-0.05332653	-0.1629720025	0.2441419983	0.0973510431	-0.0611999163	-0.1919363721	0.176481022	0.0163855749	0.0150449002	-0.0773181572	0.0871672102	-0.0118889676	0.0609721363	-0.0595532206	-0.0267565081	-0.0778980202	0.0035988206	-0.0037024467	-0.0515267704	-0.0727249225	0.0425667432	-0.174477709	0.2941647854	-0.0510939514	-0.115116627	-0.1581928529	0.3225232116	-0.0563094167	-0.0545460321	-0.3110977101	0.1531573254	0.1524510324	-0.0084477106728968	-0.0085621686841505	7.33107325758475e-05	7.13638156129745e-05	0.0372988526555104	-0.0284340120267786	0.0013912044094174	0.0008084930399389	0.1025172277013766	0.0508232297229299	0.0105097819755758	0.0025830006794697	0.0007809370215835	-0.0005640655749142	3.181699728032871e-07	6.098626316797079e-07	-0.0005500895386858	0.0004059103550996	3.025985005715562e-07	1.6476321637716452e-07	-0.0002292850268333	-0.0002304279675422	5.309704822564281e-08	5.2571623529947114e-08	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1095.8436531512257	-1.081328534539125	1200873.312151824	1.1692713996085318	1518.40904712677	1.142740249633789	1.3058552781330943	2305566.034396426	1078.0097659420658	-1.6627934443486083	1162105.0554664675	2.7648820385687083	1176.2573581434526	1035.2881059849517	1.492629	30.432171	0.0556235202132492	0.0271922318084928	0.1472752823	-0.0708430902	-0.0180151802	-0.0587604062	-0.052152504	0.0523937151	0.0536159498	0.0315759822	0.1469767354	0.1716161108	0.0360822708	0.0589188038	-0.0423702563	-0.0140443348	0.1381875563	0.0764850055	0.0058472246	0.1133821072	0.0372047241	-0.0164907202	0.0056825624	-0.0299350753	-0.1314886236	-0.0404251712	0.0293246279	-0.2202364523	-0.032988545	-0.0128408261	-0.0308282798	-0.0663338502	0.006221099	-0.099408351	-0.139550422	0.0640734908	-0.0061538162	-0.0722640106	-0.0992327194	0.0256417657	-0.0184831411	-0.0440503849	0.1033546831	-0.129374907	0.0595996218	-0.095979688	0.0903458396	0.0517906771	0.1518748325	-0.0355911461	0.1044093696	-0.1398743285	0.0351303955	0.108852821	-0.0897263085	-0.003608315	-0.0172073706	-0.0365387999	0.2117541651	-0.0112029191	-0.0402712608	0.0476303038	0.1580049233	-0.0005607801	0.0234951853	-0.1309958871	-0.0386895784	0.0506695283	0.0058671537	-0.0468153828	0.0295016594	-0.1040679817	0.0292561632	-0.0201898851	-0.0555085402	-0.0951877609	-0.0055662678	-0.170310261	0.1156715167	-0.024165957	-0.1070681094	0.1010230293	0.0134307674	-0.0148880534	-0.2392922946	0.0050669863	0.1527386503	0.1507811905	-0.0024124739562836	0.0060352367166132	3.642408222555607e-05	5.820030589746645e-06	0.0224940545331691	-0.0148047981223413	0.0005059824893411	0.0002191820474432	0.0884416049639469	-0.0140756227374296	0.0078219174885988	0.0001981231554464	0.0003819354523335	-0.0003990015692499	1.592022522639625e-07	1.4587468974919525e-07	-0.0005425449275888	7.544611096999996e-06	2.943549984523362e-07	5.692115660497549e-11	-0.0002368960992236	-7.6110723902999774e-06	5.792842293038661e-11	5.611976182735774e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1093.955797993972	-1.8878551572536253	1196739.287964628	3.5639970947691104	1505.6701444625855	-12.73890266418448	162.27964108756643	2267042.5839259834	1079.1227859298904	1.1130199878246003	1164505.987113088	1.2388134932970734	1175.832633834784	1032.8869907947296	1.08255	22.071342	0.0271178603451008	0.0143502037214344	0.0978567651	-0.0745197294	0.1281781661	-0.0471425309	-0.1863750125	-0.01338059	0.0003394444	0.0086730164	0.2525181532	0.1781870606	-0.0274025775	0.0561531185	-0.0509839949	0.0121921338	0.029446336	0.1604669566	0.0057282816	0.1001537219	0.0411439952	-0.0817791188	-0.0061168411	-0.1369830396	-0.1020575869	0.0421199619	0.0181822589	0.0542322488	-0.0611136036	0.0408086479	-0.0978993468	0.1264843787	-0.0287388546	0.0156093702	0.0233373882	0.0443027339	-0.0922804262	0.0201328152	0.0686657336	0.1092144824	0.2157195779	-0.0611646623	0.1059352298	-0.1250308215	0.0233713176	-0.0522430801	0.0897425719	-0.0002006906	0.1972621138	0.0098211725	0.0078905937	-0.001877957	-0.0414744805	0.1430554339	0.0235016451	-0.0992631043	-0.0263271238	0.0539954921	-0.019464468	-0.0608560733	-0.1747240498	0.059576443	0.149390306	0.0594068618	-0.0089708425	-0.080817055	-0.1305130727	0.0431077334	-0.1212991769	-0.0383508087	0.0132570599	-0.1013381756	0.0156921262	-0.022637335	-0.0811468834	-0.049014237	-0.1068473096	0.0101978999	0.1253954185	0.079780009	-0.0404184349	0.0848717327	0.0338203158	-0.0220984307	-0.1127421444	0.1479018938	0.1521113526	0.148287834	0.0055547597673637	0.0079672337236472	6.34768132072228e-05	3.0855356073122426e-05	0.0270525108009707	0.0045584562678016	0.0007318383406366	2.077952354545972e-05	0.0975595229222889	0.0091179179583419	0.0095178605128246	8.31364278950554e-05	0.0003279498944461	-5.3985557887400006e-05	2.914440460413817e-09	1.0755113326720812e-07	-0.0005390302318952	3.5146956935999847e-06	2.905535908969931e-07	1.2353085818610278e-11	-0.0001849113048984	5.19847943252e-05	2.702418841033346e-09	3.4192190679229044e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1092.5126026041396	-1.4431953898324537	1193583.7868488706	2.082812933233648	1513.380555343628	7.710410881042435	59.45043595449758	2290320.705292188	1076.4654716987116	-2.657314231178816	1158777.9117595295	7.061318923225462	1175.5493583724997	1025.6588247583268	0.90327	18.416138	0.0318029699860152	0.0175328200248937	0.0867135138	-0.0579716047	0.1729990222	-0.1163841824	-0.1000290724	-0.0086036666	0.0342094842	0.0005745857	0.1706056191	-0.015205419	-0.1528583862	0.1106373141	-0.1483600485	0.1213862357	0.0238564508	0.0526989192	-0.0711286696	0.1583118162	0.0511599841	-0.1144661023	-0.0248326659	-0.0365364101	-0.1589456297	0.0148460164	-0.1674245029	-0.0187630803	0.0799779586	0.0217628903	-0.0007126314	-0.0131674659	-0.0032277623	-0.0918381396	0.057554589	-0.0834769229	0.0476238216	0.0258450173	0.0867247724	0.148486798	-0.0601432054	-0.0197164591	0.1121557981	-0.1149005034	-0.0269673036	0.0485544711	0.0771098954	0.072328674	0.2043484801	0.0343715223	-0.0497941383	0.1359923209	-0.0571802604	0.0541572238	0.0472943927	0.166998897	0.0422656471	0.1775136672	-0.1422248454	-0.0018859233	-0.0175923612	0.0165399039	0.1128365672	0.0648328469	-0.0893292427	-0.0785219551	-0.1967468722	0.0149893594	-0.1173357258	-0.0289521427	-0.0194411193	0.0157256574	0.0625191763	0.0264286879	-0.0589591191	-0.1107565808	-0.1618831377	0.0474306513	0.0680368449	0.0396587573	-0.0233875393	0.0578566076	6.76377e-05	-0.0600502342	-0.0302908051	0.1704242193	0.151276289	0.1449845808	-0.0041870185187917	-0.0097417782861554	9.490224417660886e-05	1.7531124076704645e-05	0.0271595056210429	0.0001069948200722	0.0007376387455794	1.1447891522282508e-08	0.0886525352717413	-0.0089069876505475	0.0078592720101073	7.933442900700734e-05	0.0004994390541934	0.0001714891597473	2.9408531910835e-08	2.49439368853598e-07	-0.0006140495956736	-7.501936377840004e-05	3.770569059469117e-07	5.6279049417159205e-09	-0.0001993469659575	-1.4435661059100018e-05	2.0838831021321662e-10	3.9739212836460677e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1091.6378715897347	-0.8747310144049152	1191673.242688966	0.765154347561852	1516.8462490081788	3.4656936645508267	12.011032576507738	2300822.543130182	1077.251915711242	0.78644401253041	1160471.6899035408	0.6184941848449316	1175.3375665360138	1015.860935324811	1.127618	22.99021	0.0370507196991284	0.018559980196882	0.156180954	-0.0578317504	0.1326967734	-0.1351693895	0.1059101286	-0.0231254257	0.1373875047	-0.0265825808	0.1264911661	-0.2085281962	0.0306335165	0.0601324438	-0.2621586852	-0.01136278	0.0261045695	-0.0392895662	0.1345904477	-0.0408673061	-0.0015317122	-0.1706552725	0.0983526932	-0.238582402	0.0443029995	-0.0085323787	0.0036356812	0.1044753881	-0.0319344191	-0.1463723227	0.0676972717	-0.1129475749	0.0192101571	-0.0016762248	0.051077093	0.2402263715	0.1256796666	-0.2118428361	-0.0038480143	-0.0161233153	0.1555953331	0.0046900132	0.0858669439	-0.0340536035	0.0952733694	0.2055318951	0.0411755606	0.0858103774	0.1017879112	0.178436299	-0.1339433658	0.0009975534	-0.0127705828	-0.1931655146	-0.0001969133	0.0834953133	0.0410382132	-0.0665855627	0.0488699788	0.0145052133	0.0946711695	0.1003456959	0.0765812832	0.010281871	-0.1680237206	-0.0643632435	-0.1859762208	-0.0438622352	0.1176263592	-0.0606114981	-0.0821446925	0.1114378438	-0.0415850162	0.1391853967	0.0647983008	-0.0339348591	-0.0579709788	0.092407558	-0.0140312621	-0.1381372575	-0.1025537507	-0.099420534	0.0153975407	-0.0561818166	0.1131629935	0.1154622258	0.1502346003	0.1408894722	-0.0006808384466552	0.0035061800721365	1.2293298698247112e-05	4.635409904438657e-07	0.0271058126436258	-5.369297741710313e-05	0.0007347250790713	2.882935823913547e-09	0.0849065284121692	-0.0037460068595721	0.0072091185670064	1.4032567391961255e-05	0.0002800001140405	-0.0002194389401529	4.8153448455428054e-08	7.8400063862693e-08	-0.0004380000292498	0.0001760495664238	1.9184402562282565e-07	3.0993449838008e-08	6.132326585425534e-08	0.0001994082892233	3.9763665810984906e-08	3.760542935031679e-15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1093.1890314828777	1.5511598931429944	1195062.258554472	2.4060970140953857	1509.801300239563	-7.044948768615768	49.63130315242083	2279499.9662050754	1079.0214260349026	1.7695103236605974	1164287.2378423947	3.131166785541432	1175.9158338201005	1017.1291879045202	0.914682	18.648817	0.0735553114757879	0.0294101084616086	0.1757130879	-0.0189670715	0.0572577801	-0.0756973515	0.1721431437	0.0294670189	0.0241979965	-0.0848668489	-0.0019235372	-0.1902822496	0.1932178335	0.0442496666	-0.0908063791	-0.0734818656	-0.0166309058	-0.0428295392	0.0444025869	-0.0540339555	0.0483915347	-0.1621404227	0.0731827017	-0.1186009307	0.0033050669	0.0621151455	-0.038604596	-0.0009572211	0.1692221951	-0.1175648184	0.2802528513	-0.1684199553	-0.1070151728	0.2385591459	-0.087719747	0.1598287137	0.0885298363	-0.0298151435	-0.0498392542	0.0536932996	-0.0511841098	0.0046407393	0.0281425612	-0.0344587928	0.1118117501	0.1038933596	-0.0487832067	0.0582419487	-0.0473591	0.1573245809	-0.1303227806	-0.1186939525	-0.0383984033	-0.2023958536	-0.1189066143	0.1452413349	0.1485053973	-0.0414723645	0.0526453449	-0.0827451651	-0.0334041413	0.0728169722	0.0603459845	-0.0274430878	-0.1223468389	-0.0555663435	-0.098491112	-0.0529450447	0.1955436867	-0.0527984849	-0.1028312124	0.0816327686	0.0143828489	0.1606172104	0.0488171005	-0.0103133269	-0.0116396689	0.0529030266	-0.1243768676	-0.1372181357	-0.0585004823	-0.1127389612	0.0013058123	-0.0196735719	0.0470891099	0.0699902098	0.1489877092	0.136024874	0.0091059455563708	0.009786784003026	9.578114112188564e-05	8.291824447558913e-05	0.0131763758122644	-0.0139294368313613	0.000173616879546	0.0001940292104388	0.0748251394964114	-0.0100813889157578	0.0055988015006574	0.0001016344024707	-0.0001160740059669	-0.0003960741200074	1.568747085396363e-07	1.3473174861203938e-08	-0.0005829847608342	-0.0001449847315844	3.398712313649094e-07	2.102057239260053e-08	-0.0002540338596552	-0.000254095182921	6.456436198368404e-08	6.453320185131786e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1094.531834969708	1.3428034868302348	1197999.937762156	1.8031212042434364	1507.121005821228	-2.680294418335052	7.183978168958034	2271413.72618759	1079.5513378589185	0.529911824015926	1165431.0910729808	0.2808065412318857	1175.9533818349116	1041.709824306407	1.339384	27.307766	0.065789068836608	0.0354985484945885	0.0328580127	0.1884029876	0.0362029899	0.0472241595	0.065601359	0.0381592673	-0.040368061	-0.1752706217	-0.0533619438	-0.0540919363	0.1758900435	0.0469777542	-0.0428767866	-0.0091086345	-0.1356923369	-0.0537015467	0.0579359376	-0.0262286636	0.1381539733	0.0549885565	0.0352197069	-0.0534283344	0.0934473843	0.0542587718	0.1637889109	-0.0470805944	-0.000966689	0.0208311414	0.1488359964	-0.0443969476	0.0491345233	0.0225590785	0.0556626132	-0.0955878063	0.1498355694	0.0242759097	0.1199395668	-0.3029424632	0.0772389628	0.1083344566	-0.0448305283	-0.0166736772	0.1586643252	0.0361111283	-0.1494193275	-0.0516688729	0.0157878044	-0.0321803859	-0.0192604961	-0.2021852976	-0.0844401735	0.0644074783	0.0231633041	0.0403927461	-0.0008488759	0.1604141575	0.0188249955	-0.0261145526	-0.0925647997	-0.1159471998	0.0534532625	0.0195606953	-0.0911887175	0.0844162542	0.0702959834	-0.0619485865	0.2660821035	0.0260788664	-0.148991457	-0.0286371283	-0.0376476986	0.0480784976	0.0303775724	-0.0146789524	0.1306079749	-0.0088230455	-0.0540793915	0.1060000598	-0.1228425832	0.0061040662	-0.1147716232	0.1426934273	0.1403741367	0.1034463409	0.1475373187	0.1304173552	0.0094203453440258	0.0003143997876549	9.884722647750812e-08	8.874290640070856e-05	0.0291018270182803	0.0159254512060159	0.0008469163358019	0.0002536199961151	0.0667063590795393	-0.008118780416872	0.0044497383416484	6.591459545738588e-05	0.000420469139998	0.0005365431459649	2.87878547481912e-07	1.767942976906577e-07	-0.0003850338101116	0.0001979509507226	1.4825103492905566e-07	3.918457889198124e-08	-0.0001599192078214	9.411465183380004e-05	8.857567689797399e-09	2.557415303022412e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1093.7201735215365	-0.811661448171435	1196223.81796798	0.6587943064477512	1502.741065788269	-4.379940032958984	19.18387469231675	2258230.7108064624	1077.414684582995	-2.136653275923436	1160822.4025550748	4.565287221514351	1173.0028661061592	1025.790736924841	1.323214	26.978077	0.0741433707725513	0.0392287001466142	-0.1805549513	-0.0440215538	0.1012419548	-0.0138445067	0.0805413196	0.0437489639	-0.1812708393	-0.0600290864	-0.0338917508	-0.0117184878	0.1236234331	0.0084848544	-0.0103669598	0.0465165577	-0.0273219632	-0.0893825792	0.0753687721	0.042013297	-0.155523155	0.0528299087	0.1600687604	0.2076210899	-0.033906396	0.1432898212	0.0307904264	0.0394441675	0.0350434595	0.0039335559	0.0436704145	0.1552793824	0.0971956643	0.0853405386	0.0136909673	-0.0550600917	0.1524876844	-0.0621192981	0.0573818975	-0.0176229532	0.1421333774	-0.0301127929	-0.2138668729	-0.0315748165	-0.0184418479	-0.0164516614	0.0365959757	0.0262444736	-0.078441337	0.0004931743	-0.0295533121	-0.0322192998	-0.0536858593	-0.1193809196	-0.1041130045	-0.0052606374	-0.0356940449	0.1669568324	-0.0122888516	-0.0317701051	9.30353e-05	-0.1425507625	0.0190299257	0.0889228072	0.1478783266	0.1306338455	-0.013945187	-0.1304757124	0.1237155988	-0.0503590948	-0.0714927382	0.0302718586	-0.043272986	0.0431174997	0.1062647746	-0.021009607	0.1121240259	0.1208262687	0.022133903	-0.1384604528	0.0024039272	-0.0939537574	-0.0763316879	0.0487070033	0.1268019585	0.0530894071	0.1458854101	0.124097542	0.0012845597532304	-0.0081357855907954	6.619100717939406e-05	1.650093759619346e-06	0.0352500516581955	0.0061482246399152	0.0012425661419054	3.7800666222860405e-05	0.0529303663230535	-0.0137759927564857	0.0028016236790926	0.0001897779764267	0.0010190123921336	0.0005985432521356	3.582540246770605e-07	1.038386255321842e-06	-0.0005079798324447	-0.000122946022333	2.5804351017054545e-07	1.5115724407531115e-08	4.025887341699871e-05	0.0002001780812383	4.007126420828695e-08	1.6207768888059254e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1095.7605897425874	2.0404162210509185	1200691.2700330229	4.163298355127711	1499.9801328659055	-2.7609329223635086	7.622750601790704	2249940.39899242	1079.924074802151	2.5093902191558755	1166236.0073372817	6.297039271995173	1173.0583361823733	1007.5001670431584	1.039141	21.186323	0.1116031988996422	0.0603536532151333	-0.1317172714	-0.1458338696	-0.0466240324	0.0240732495	0.1343542651	0.0047336483	-0.2115796454	0.0643846038	-0.02097797	-0.0161069602	0.1892799034	-0.0589642484	0.0856423757	0.1564834816	-0.1310697582	0.001902629	-0.0288709719	0.0337513014	-0.0742344987	-0.1319020667	0.0262361855	0.0961481338	0.0974969415	-0.0915372177	0.156521501	-0.0191792994	0.0377152614	-0.0150678688	0.0857527079	0.025842424	0.0865317198	-0.0595910587	-0.1189550719	-0.092530775	-0.0482807295	-0.0180486008	-0.0269396479	-0.0624539908	-0.0948999621	-0.1763867605	-0.0853449858	-0.0547618895	-0.0265087911	-0.0327855387	-0.086211632	0.0270472497	-0.0636119364	0.0295792234	-0.0927170813	-0.140459507	0.0506290929	-0.0683095348	0.1255550503	-0.0537275376	0.0528128188	0.1551672577	0.0922072999	0.0047667527	0.0960970917	-0.1400031082	0.0572603035	-0.0119030913	0.1989293801	0.030503414	-0.0098976343	-0.0688054347	0.0976741375	-0.0718181406	0.0090193004	0.0161668389	-0.0267357413	-0.0526184992	0.12346797	0.1765066963	0.1295842809	0.0212496485	-0.1614588684	-0.0393427741	0.063994633	0.1217306887	-0.102327919	0.1166898659	0.0992755043	-0.1078363301	0.1440342395	0.1170999511	-0.0016152199417263	-0.0028997796949566	8.408722279283171e-06	2.608935460150312e-06	0.0157374872193116	-0.0195125644388839	0.0002476685039779	0.0003807401709815	0.0688573649476893	0.0159269986246358	0.0047413367075392	0.0002536692851891	9.09427029574824e-05	-0.0009280696891761	8.613133479674557e-07	8.270575221212877e-09	-0.0003440154825924	0.0001639643498522	1.1834665226328186e-07	2.688430802248742e-08	-0.0003329842103779	-0.0003732430837948	1.3931039960072578e-07	1.1087848436099357e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
