global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	c_comp_cor_07	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03
945.9310686158856	n/a	894785.5865727912	n/a	1339.8373026529948	n/a	n/a	1795163.9975804528	933.2460785678884	n/a	870948.2431623413	n/a	1015.5163141765004	890.5094999059587	n/a	n/a	n/a	n/a	-0.1339375564	0.0121774745	0.0595380741	-0.1501456859	-0.0495295624	-0.0087773023	0.1928122695	-0.0341187718	0.1487622494	-0.16370511	0.180406489	-0.0298449182	-0.0291671074	0.1077690838	-0.0534378047	0.078958098	-0.1579805106	0.0198729611	-0.0860970668	0.0900034852	-0.1123846629	0.1121440784	-0.025737254	0.2192373168	-0.0087939	0.0162113355	-0.0796499784	0.047463722	0.0822899221	-0.1081765487	0.0526650142	0.0318507312	0.0865232825	-0.0094455793	-0.2288950804	0.0150017338	-0.0534051861	0.0076085422	-0.2279948828	0.0485257077	-0.0569439502	0.0108551849	-0.1200830295	0.2358824314	-0.0453471954	0.0203172079	-0.0860894627	0.0564298935	-0.0756587816	0.0345187244	-0.028606698	0.1244579553	-0.0846015778	0.0346001828	0.0028818763	-0.1056858794	0.300590146	0.0763884852	-0.0300757204	0.2089445462	-0.0017034405	0.1160385878	-0.0045431463	0.047287681	-0.055003629	0.0937886926	-0.0634188516	0.0810970823	-0.0018006659	0.0853515776	-0.1617142381	0.0591237235	-0.1120061738	0.1241227363	-0.2550936725	0.0305090582	-0.132045139	0.3713196234	-0.155418565	0.1045319756	-0.0897678973	0.1252360018	0.153366806	0.1532882396	-0.0059425338425853	n/a	n/a	3.531370847027161e-05	0.0005689343629455	n/a	3.23686309340202e-07	n/a	0.0853988436846293	n/a	0.0072929625026717	n/a	7.015178184944057e-06	n/a	n/a	4.9212724966514986e-11	-0.0004669997422528	n/a	2.180887592641816e-07	n/a	6.500162652431902e-05	n/a	n/a	4.225211450807054e-09	0.0	0.0	0.0	0.0
945.1246535088762	-0.806415107009343	893260.6106702733	0.6503053248128902	1325.0867522268584	-14.750550426136442	217.578737873994	1755854.9009271236	932.5933560318684	-0.6527225360199509	869730.3677147833	0.4260467090283161	1012.4669351509476	861.8258588037777	1.29323	25.843004	0.0732365109365124	0.0349127548201621	-0.0151439692	-0.0999458039	0.0856186779	-0.0238531954	0.1445508414	0.0699294154	0.115588734	0.105786993	-0.1127456966	-0.1526121808	-0.0451665989	0.1750660003	-0.0724504729	0.0136756393	-0.3018286381	-0.0052886365	0.0787927207	0.0422659496	-0.0990030895	0.120035652	-0.0067744894	-0.2727767048	-0.0341392985	0.0609080234	0.0485258726	-0.0771986102	0.0539074066	0.1687649362	-0.0689488117	0.1035637394	-0.0814765059	-0.2699243532	0.034326783	0.0373878617	-0.0422960335	-0.0067558963	0.1033948416	-0.0357373153	-0.1114564477	-0.1913766598	0.0680666523	-0.1403722117	0.0902108752	0.038370066	0.1461638333	-0.0611862933	0.1025481271	-0.1494462818	-0.1702307629	0.2376886634	0.0333419662	0.070070052	0.1564083046	0.1057314349	-0.0353266166	-0.151008487	-0.0080447372	-0.0205184245	-0.113792511	0.0375429394	0.1744305029	0.0639543235	0.0262853129	-0.0245013699	-0.043428933	-0.0367538363	-0.3395485889	0.0486429329	-0.0602661522	-0.1161608445	0.1108424552	-0.010807928	0.1569353447	-0.2071648957	-0.193167728	-0.0045212321	-0.1630312838	0.244692108	0.0416907353	-0.0498568359	0.1240600822	-0.0872299037	0.1531573254	0.1524510324	0.0001524840876214	0.0060950179302067	3.714924356954117e-05	2.3251396977730797e-08	-0.0194811553295721	-0.0200500896925176	0.0003795154129749	0.000402006096678	0.0959724527078762	0.0105736090232469	0.0092107116787655	0.0001118012077764	-0.0004049370804806	-0.0004119522586655	1.697046634196433e-07	1.6397403914815193e-07	-0.000660038438879	-0.0001930386966262	4.356507407978275e-07	3.72639383951421e-08	0.0001903665570434	0.000125364930519	1.5716365804054006e-08	3.6239426040558076e-08	0.0	0.0	0.0	0.0
947.8128301883974	2.6881766795211206	898349.1610697397	7.226293860321197	1331.6733720259233	6.58661979906492	43.383560377434	1773353.9697628932	933.5340393679824	0.9406833361139206	871485.8026587017	0.8848851388424154	1013.7392449936603	856.7366662905451	1.027162	20.526091	0.081813579290499	0.0445350778115153	0.0242869624	-0.1529476852	0.099450153	0.0136578902	0.0633432403	0.1996121581	0.0713517873	0.0379126714	-0.0583841613	0.0563252263	-0.1793845281	0.1335641586	-0.1353540795	0.0069246012	-0.1491208546	0.0332251074	0.0129517898	0.0721442662	0.081214958	0.2155064372	-0.0050875326	-0.0583131091	-0.0027143828	0.0882324119	-0.0669147303	0.0056063913	-0.0038673207	0.0528863682	0.0274743767	-0.0517731391	-0.0942988499	0.0173272107	0.0130347062	0.1143005741	0.0994464119	0.0310826909	0.1479412588	-0.0618934368	-0.0263496308	-0.0806707651	0.0512743376	-0.100283159	0.0605957945	0.105129738	0.0230860897	0.0364937017	0.1196270441	-0.2157723421	-0.0516848688	0.0991243092	-0.068628854	0.0541523933	-0.1137262265	-0.1500041651	-0.1467172826	0.1062692786	-0.1355315833	-0.067220944	-0.1423421432	-0.0274750777	0.0922015897	0.0588764764	0.0370363545	0.0132582085	0.0265850066	0.005757675	-0.1593924967	0.0969154073	-0.1643157162	-0.2657881137	0.1521981572	0.003365188	0.1584067424	-0.0346713382	0.0292568891	-0.1184269742	0.182440087	0.108205284	-0.0851110625	0.0896078947	0.3169937292	-0.0626565897	0.1527386503	0.1507811905	0.0001085315493583	-4.39525382631e-05	1.9318256197692702e-09	1.1779097206113112e-08	0.0052388135414105	0.0247199688709826	2.7445167321666023e-05	0.0006110768609823	0.0693542985299231	-0.0266181541779531	0.0048100187245776	0.0007085261318412	-2.289546254349444e-05	0.0003820416179371	1.4595579783600134e-07	5.242022050805569e-10	-0.0008230029381968	-0.0001629644993177	6.773338362805658e-07	2.655742803790121e-08	0.0002539905138545	6.36239568111e-05	4.0480078803007195e-09	6.451118112807298e-08	0.0	0.0	0.0	0.0
947.2602558021736	-0.552574386223796	897301.9922223993	0.3053384523106048	1346.851476310961	15.178104285037762	230.37484968748169	1814008.8992410155	935.517169281466	1.9831299134835945	875192.374020407	3.932804253753449	1017.1091504153886	878.4035679976828	1.270951	25.397802	0.094332141909722	0.0524932872844847	0.1288891672	-0.126016752	0.0044160148	-0.2619005179	-0.2304994505	0.1248540859	0.0417368446	0.0914451532	-0.0962037084	0.0393829364	-0.0476414979	0.1298084976	0.1826807545	-0.2143908503	-0.0531487125	-0.1251876585	-0.1529852918	-0.059039306	-0.104842548	0.0161906445	0.0683383187	0.2054998793	0.018795679	0.1665266051	-0.0392391914	-0.1702426313	-0.1078913059	0.0379016475	0.0216849342	0.0414189302	-0.067115237	0.2000786072	-0.0883104212	0.0697360785	-0.0398563095	0.1413920038	-0.0651490017	-0.2455876033	-0.0051417646	-0.0205134024	-0.053663074	-0.183171239	-0.0358693441	0.0458599848	-0.035005103	0.2403606381	-0.1594183386	0.1153578183	0.2639628217	-0.0107894043	-0.1205690369	0.0507689934	-0.027606171	-0.0590141659	-0.0837172975	0.2143620708	-0.1113280379	0.0151828319	-0.0492659983	-0.0903266079	0.0672730502	0.171357108	-0.0569239691	0.086565018	-0.1202957668	0.0873418675	0.0913836064	0.1780753573	0.0114227295	-0.1446387972	0.0037959788	0.1084160872	0.0088580091	0.0647369581	0.2831580247	0.0463160181	0.095409496	0.0658591494	0.022621316	0.1143464143	-0.0785197781	-0.1005216982	0.1521113526	0.148287834	5.851396947775811e-05	-5.001757988054189e-05	2.501758297106389e-09	3.4238846240440077e-09	0.021147430581621	0.0159086170402105	0.0004472138202044	0.000253084096132	0.0401016244283312	-0.0292526741015919	0.0016081402817909	0.0008557189420939	0.00020900957552	0.0002319050380634	5.37799466792308e-08	4.3685002659050586e-08	-7.54737672488126e-05	0.0007475291709479	5.696289542727938e-09	5.587998614181853e-07	0.0002510080591052	-2.9824547493000173e-06	8.895036331622228e-12	6.300504573575958e-08	0.0	0.0	0.0	0.0
945.826837774969	-1.4334180272045387	894588.4070553975	2.0546872407149515	1328.5101536606298	-18.34132265033122	336.4041165635531	1764939.2283793902	933.9342060951732	-1.5829631862927729	872233.1013146214	2.5057724491581674	1014.6110902663348	887.4979289631987	1.481579	29.606838	0.0870541301890342	0.0393765742760532	0.0010226197	0.1659552	0.2352412594	-0.16930335	0.0030446913	-0.0130289713	0.1537510947	0.1233982209	-0.0278756092	0.1867346288	0.0734981777	-0.1004919675	0.1039113916	0.0858498037	-0.0329029888	-0.0347634942	0.0256335343	0.2989291655	-0.1259925633	-0.0575257193	0.0158723046	0.0085398754	0.0043812853	-0.0964787302	0.0055444672	0.0101589811	0.1210288015	-0.1175489331	0.0214360106	-0.1577608249	0.0198283246	-0.0295710015	-0.3857750695	-0.0321496418	-0.0275468206	0.0484618274	-0.1482727938	0.0303295162	-0.1483824986	-0.0550737764	0.0665757861	0.0317354065	0.1967278014	0.1168062039	0.041927693	0.1080736665	0.1661597132	0.0429828031	0.2351679942	0.0410997913	-0.1393015779	-0.0708380184	-0.0331253401	0.0186570274	0.1172448903	-0.0050667382	0.0644257927	-0.0698577654	0.0814043548	0.0915423317	0.0512979883	0.1330530388	-0.1029599988	0.1569665055	0.0900086761	-0.1759584825	0.06186823	0.3132717129	0.0143515548	-0.1741230067	-0.0275116274	0.0831067853	-0.1004018648	-0.1136403015	0.020931279	0.0304589506	-0.0095222878	-0.144913131	0.0457177617	0.0090834263	-0.2011455969	-0.0315898199	0.151276289	0.1449845808	0.0002368497701326	0.0001783358006548	3.18036577952035e-08	5.609781361186545e-08	0.0381127858146328	0.0169653552330118	0.001452584442552	0.0002878232781822	0.0693173902448194	0.0292157658164881	0.0048049005903525	0.0008535609722438	0.0006710220453783	0.0004620124698583	2.134555223045666e-07	4.502705853836774e-07	-0.000315952994385	-0.0002404792271361	9.982629466084784e-08	5.7830258684018014e-08	0.0001396062893221	-0.0001114017697831	1.2410354310806816e-08	1.948991601828589e-08	0.0	0.0	0.0	0.0
945.0343884817952	-0.7924492931738314	893089.9954131605	0.627975882251705	1328.3438591234612	-0.1662945371685964	0.0276538730921177	1764497.40807101	932.7047183549583	-1.229487740214836	869938.0916416022	1.5116401033385838	1012.1061006787284	857.8324126460521	1.379107	27.559105	0.1145652890153929	0.0581981764418846	-0.0030325771	-0.146104566	0.0655373256	-0.0027551345	0.0792985909	0.1480726128	0.0460513072	0.1996216787	-0.0471500467	-0.0367968837	0.1171244973	-0.1757807161	-0.0268087422	-0.0815696292	-0.2517339516	0.1663935465	-0.0960018561	0.1670185494	0.103392162	0.0524152498	-0.0123892437	0.0389298509	0.0053406043	-0.0704531758	-0.0833997071	0.1227380614	-0.2903854234	-0.0233584327	-0.0059677715	-0.0337096467	0.0104122746	-0.1580296947	-0.1186550109	-0.1214298108	0.1101219822	-0.034309047	0.1058373251	-0.0248089801	-0.1315942074	-0.2279999549	-0.0132679818	0.1593747308	0.1670860961	0.0306523607	-0.2438436581	0.062543894	-0.0662143639	0.0718214323	0.0567295862	-0.0095446431	-0.0164044603	-0.0998090504	-0.0463370437	0.0694878327	-0.2791089725	0.0179869922	-0.0134903564	-0.0603799583	-0.1662659619	-0.0362962966	-0.0625505687	0.1613944569	-0.0340528444	0.1775976856	0.0139412605	-0.2370825002	-0.0106103478	0.0576977293	0.2204153467	-0.0003573665	-0.0550588724	-0.0249128473	-0.1743905741	-0.0279727008	-0.051090656	0.168986486	0.0580082878	-0.091170385	-0.0557623661	0.0824994854	0.1192731248	-0.0623038352	0.1502346003	0.1408894722	-0.0100608312166201	-0.0102976809867527	0.0001060422337049	0.0001012203247693	0.0097724661325884	-0.0283403196820444	9.55010943125873e-05	0.0008031737196804	0.059827367191346	-0.0094900230534733	0.0035793138650481	9.006053755545645e-05	-0.0002679688386104	-0.0009389908839887	8.817038802138802e-07	7.18072984662066e-08	-0.0006610126519348	-0.0003450596575498	4.36937726017877e-07	1.1906616726838525e-07	9.491152499815029e-05	-4.46947643239497e-05	1.997621957973407e-09	9.008197577474506e-09	0.0	0.0	0.0	0.0
947.8329408922674	2.798552410472212	898387.2838404845	7.831895594159826	1325.684256258878	-2.6596028645833485	7.073487397299953	1757438.747292654	935.7337473193604	3.029028964402073	875597.6458723326	9.175016467186696	1013.2525335052418	846.3833133550161	1.371075	27.398605	0.1743522375897151	0.0991325850530033	0.1523781251	-0.0044705893	-0.2500331579	-0.0054857522	0.0164413736	-0.1875862588	-0.2147256336	0.2184439475	-0.1462352173	-0.0333671828	0.0488954918	-0.0176690312	0.092634865	-0.1586733805	-0.1075486177	0.2137853626	0.1897972042	-0.0255091256	-0.0882594182	0.0913359964	0.09080148	-0.1045607848	0.1686971282	-0.0627744686	-0.2028671105	0.1771602455	0.0067631949	-0.0221794038	-0.0132139476	-0.1420691309	-0.2885975935	-0.0302246438	0.0284195935	-0.0976357818	0.2296919801	-0.0569538268	-0.0291823783	0.0438580529	0.204044033	-0.3007769916	0.0485755018	-0.0002470097	-0.1400034914	0.0387427755	-0.1957365534	-0.0799947747	0.0019372503	0.1243549527	-0.028251411	0.2826990807	0.0797180248	0.0038213939	0.0628751355	0.0133324712	-0.1922161652	0.1371396901	0.0005232014	0.2246587586	0.0226187539	-0.2207125744	-0.0872768678	-0.0338371831	-0.1527826679	0.3127544314	-0.1248076641	0.0827471966	-0.0303225979	0.0186466368	0.084995283	-0.0502303166	-0.0330030742	0.0060617288	-0.1061235381	-0.0521668355	-0.0458654104	-0.0450807928	-0.0670279433	-0.1926342229	-0.1087558635	0.0696841644	-0.0349502191	0.0798045073	0.1489877092	0.136024874	0.0051749083604306	0.0152357395770507	0.0002321277604597	2.677967653885452e-05	0.0362694589300218	0.0264969927974334	0.0013154736510765	0.0007020906273072	-0.0357376609099233	-0.0955650281012693	0.0012771804073126	0.0091326745959963	-0.0006280040415563	-0.0003600352029459	1.2962534736029546e-07	3.94389076211047e-07	-0.0003949938688432	0.0002660187830915	1.560201564237191e-07	7.07659929575357e-08	-2.012403124358438e-05	-0.0001150355562417	1.32331791998453e-08	4.0497663349276017e-10	0.0	0.0	0.0	0.0
952.328578161658	4.495637269390613	906929.7207834052	20.210754457933888	1331.4111605557528	5.726904296874864	32.797432825563774	1772655.6784524166	936.2404091993168	0.5066618799563685	876546.1038177041	0.2567062606009215	1015.5466978669452	878.65000845332	1.374616	27.46936	0.1929484167233036	0.0976727770445403	0.0699706834	0.1121035313	-0.0577063217	0.000235778	0.0725834852	-0.1936557844	-0.1018606742	-0.179140732	-0.2303522287	0.0326068014	0.1265703898	-0.2580690399	-0.0110312179	-0.0548571479	0.1947995109	0.0714051807	0.3161069867	-0.0877257747	-0.1885333892	0.0154654436	-0.0178344194	-0.0893857308	-0.0120285577	0.0052464203	0.0384499413	0.1261512546	0.0210082137	-0.0816929661	0.1617908922	0.0245073517	0.0135664058	0.0615747246	-0.0306995597	0.2567277806	0.0058764608	0.0114683602	-0.0525946193	0.0760438381	0.2426756528	-0.0084448511	0.3005955113	-0.0421795122	-0.0375332603	0.1071159527	-0.0346840574	0.0268228112	0.152525242	0.199560903	-0.1094663111	-0.0563102739	0.0146593407	-0.143353281	0.1778060218	-0.0944042092	0.1232997162	-0.026229456	0.1687860069	0.0409782018	0.0914932239	-0.134569906	0.1252484998	-0.1713491814	-0.021879335	0.0819321596	0.0443348042	0.0596156898	-0.1669203388	-0.0216405995	-0.0325413899	0.0567373582	0.2321792446	-0.0251467846	-0.1870716898	0.2093758305	-0.0472149338	-0.0199050435	-0.0816380953	-0.1091911752	-0.0173379204	-0.322434906	0.016961092	-0.3210803219	0.1475373187	0.1304173552	-0.0033814634791013	-0.0085563718395319	7.321149905633452e-05	1.143429526049587e-05	-0.0058580717047505	-0.0421275306347723	3.4317004097998433e-05	0.0017747288373836	0.0489661389171729	0.0847037998270962	0.0023976827604558	0.0071747337051487	0.0002060285066512	0.0008340325482075	6.956102914694958e-07	4.2447745552923565e-08	-0.0005969900811741	-0.0002019962123309	3.5639715702025854e-07	4.080246979603004e-08	9.506149665608069e-05	0.0001151855278996	1.3267705837524521e-08	9.03668814649404e-09	0.0	0.0	0.0	0.0
953.4409867215164	1.1124085598584088	909049.7151604987	1.2374528040462591	1339.6387275464608	8.227566990708056	67.69285858658881	1794631.9203423006	938.8601520480822	2.6197428487654406	881458.3851037481	6.863052593657666	1018.5690070905664	880.2414304872439	1.089133	21.764467	0.0436786307467698	0.0203052627705627	0.0535215481	0.1617741003	0.0540735939	0.1488550357	-0.0035766261	-0.0439456604	-0.0960253569	-0.2295955001	0.0072775028	0.2414445802	0.005992996	-0.1744330415	0.0722230354	0.0573487593	0.3013567276	-0.0392306029	0.048776617	0.0534416882	-0.0253672148	0.2024034406	0.0578807573	-0.0478368846	-0.030488807	0.0661602733	-0.1252842521	-0.0634144627	-0.1335614952	-0.0262707959	-0.0575775511	-0.0228244039	0.1402708774	-0.0765657165	0.1200916828	-0.1940292508	0.08834793	-0.0285685092	-0.0882373423	0.0687668023	0.1827411495	0.243548549	0.1316016145	0.0671500712	0.0800958595	0.00914316	-0.0553874052	0.2223242191	0.0089201608	0.0143110826	-0.0296997293	0.0864806925	0.0627774031	0.0539462586	0.0153967205	-0.0544792642	-0.0382076573	-0.1179947674	0.1210454978	-0.1107948456	0.1844618639	-0.0423038461	0.0714052958	-0.1133949215	0.1646569653	0.0748647066	0.0139780059	0.0045651132	-0.1054864137	-0.0154840175	0.0416627135	0.0335535552	0.1135342614	0.1202792116	-0.1258456979	0.1593898599	-0.0120680283	0.0325673012	-0.0932358056	0.0688746705	0.1093242319	-0.0678408838	-0.0218169366	0.2666109722	0.1458854101	0.124097542	0.0053448203661758	0.0087262838452771	7.614802974834409e-05	2.856710474668761e-05	-0.0103140979491485	-0.004456026244398	0.0001063806165046	1.9856169890763747e-05	0.0621598184115796	0.0131936794944067	0.0038638430249605	0.0001740731786011	0.0001190035054174	-8.70250012338e-05	7.57335083974289e-09	1.4161834301629152e-08	-0.0004159989879246	0.0001809910932495	1.7305515795429148e-07	3.2757775835649234e-08	1.7024767885620322e-05	-7.803672877046037e-05	6.0897310371943985e-09	2.898427215592491e-10	0.0	0.0	0.0	0.0
953.0490416039044	-0.3919451176120674	908302.4757021206	0.1536209752199373	1341.9813315651634	2.342604018702559	5.48779358844138	1800913.894269409	936.4430206145472	-2.417131433535019	876925.5308576972	5.842524366983056	1017.9301192618212	882.2725071927508	1.066133	21.304863	0.0728216593442602	0.0353539921076403	-0.0755811795	0.1256694399	-0.0375743511	0.0746684289	-0.0175443145	-0.03444246	-0.0546122819	-0.1369731411	0.201682242	0.0984701857	0.1339850582	0.0128853868	0.0351876087	0.1257137372	0.1077604493	-0.1177143964	0.0950476168	0.0501751729	0.2277952538	0.0347162643	0.1474072187	0.0339467358	-0.0829594068	-0.0509105454	-0.0823507585	-0.141464456	0.0196059829	-0.1261078153	0.1630432944	-0.1015892816	-0.122590054	0.124095036	0.041594916	-0.1380116689	-0.0177332627	-0.0487839939	-0.0681719588	0.091771885	0.020706899	0.2055199133	-0.0319555042	-0.0315901757	0.0454744638	-0.0926030677	-0.14347415	0.0539708333	0.1020407804	-0.2669911466	0.128752561	-0.1234220838	-0.0742187696	-0.0084491782	-0.0663943079	-0.0129310776	-0.136717961	-0.0740245424	0.1088528566	0.0298601487	0.1089900566	0.1075725183	0.0187432604	-0.0941998749	0.2046333754	-0.0010566453	-0.0237887684	-0.0047612531	-0.0650587974	0.0878717103	-0.0366041768	0.1243301551	0.0355449378	0.0233278404	-0.1934861339	0.0078685701	0.2076636619	0.1488373062	0.0087416374	0.0331523371	0.0970723399	-0.000368201	0.1259501207	0.1507193881	0.1440342395	0.1170999511	-0.0162470919683528	-0.0215919123345285	0.0004662106782619	0.0002639679974281	-0.0056514153034612	0.0046626826456873	3.1938494932195445e-05	2.174060945439353e-05	0.0674928191006003	0.0053330006890206	0.0045552806301463	2.844089634909525e-05	0.0005910330504929	0.0004720295450755	2.228118914241835e-07	3.493200667749429e-07	-0.0006899716523223	-0.0002739726643977	4.760608810083648e-07	7.506102083717476e-08	9.570383191289271e-05	7.86790640272724e-05	6.190395116207629e-09	9.159223442811222e-09	0.0	0.0	0.0	0.0
