global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	c_comp_cor_07	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03
1033.6432944104072	n/a	1068418.4600795996	n/a	1441.990656681833	n/a	n/a	2079337.053957704	1016.2164544600474	n/a	1032695.8823153496	n/a	1100.7964833458775	939.2216832802212	n/a	n/a	n/a	n/a	-0.1385690027	-0.0600063132	0.153581776	0.0856274311	-0.1087377634	-0.1127382072	-0.1230136385	0.0507173136	-0.0267583241	0.1398434701	-0.1674001741	0.0420593583	0.1748992775	-0.0080822119	-0.0210651481	0.0324522084	-0.0031645217	0.0850851639	-0.0998242254	0.3584001457	-0.0993421573	0.1585338653	-0.0685910421	0.0236263754	-0.0663055862	0.0927912601	-0.0252518527	0.0847134189	0.0211319663	-0.1581586086	0.0610637998	0.0801946011	-0.0469943269	-0.1207408793	0.2029582478	0.0391714694	0.0258391204	-0.130813414	-0.0513303307	0.0970043491	-0.0242512466	0.0112219561	-0.0731759736	0.0636913543	-0.1239899486	0.2080285756	-0.0561869389	0.2301058908	-0.0938655467	0.1007897674	-0.1070431816	0.1797982063	-0.0816320402	0.1133862206	-0.0171241924	-0.0368168976	0.0797961062	0.224041604	-0.0628407427	0.0497429153	0.1571230255	-0.0894424574	0.048422728	-0.0528432667	0.0745786812	-0.2852752187	0.1316328125	-0.0378720418	0.1161218092	-0.0819236433	0.0583461195	-0.02096832	0.1177210054	-0.0839974658	0.0702059928	-0.1746705721	0.1287326766	-0.2115515422	0.0751476008	-0.0959946016	0.0982939092	-0.359055585	0.1205693855	0.0193208362	0.153366806	0.1532882396	0.0193103265916789	n/a	n/a	0.0003728887130773	0.0279805903815315	n/a	0.000782913438099	n/a	0.0600181367838459	n/a	0.0036021767430044	n/a	7.699996391899786e-05	n/a	n/a	5.928994443526971e-09	-0.0007340001500053	n/a	5.38756220207803e-07	n/a	2.826090527192909e-08	n/a	n/a	7.986787667889495e-16	0.0	0.0	0.0	0.0
1032.075282541982	-1.5680118684251738	1065179.388834112	2.4586612195222046	1431.9449053637554	-10.045751318077464	100.91711954465512	2050466.2119972145	1016.702895384197	0.4864409241495195	1033684.7774826094	0.2366247726874386	1100.1809614041306	951.0634687851216	1.448893	28.232361	0.0555110478467957	0.0264708623752866	0.1391546285	0.0164238107	-0.0102190084	-0.0112247791	0.1058208636	-0.0632552097	-0.1276540828	0.1149167592	0.1126587357	0.0140696768	-0.038846397	-0.0350072032	0.01630358	-0.2132270685	-0.0402961156	0.0604691332	-0.0751441648	0.1925084763	0.0877787196	-0.1217547588	0.0976862612	-0.0322560825	0.0455562771	0.0684444046	0.0583045794	0.1442859813	0.0251161984	0.0846424188	0.0131701811	0.0500769847	0.0532810943	0.0871906391	0.1533246671	-0.10232112	-0.0792071272	0.2208422108	-0.0188321986	0.0609853829	-0.087933104	-0.1209259367	-0.1289961122	-0.0649829442	-0.1702238266	-0.1485907173	-0.125294235	0.0707914456	-0.0384859207	0.1417070934	0.0417018354	-0.0213286416	0.0097245858	-0.206177612	0.0634443929	-0.1840286009	0.0511870477	0.104864141	0.007008296	0.0063449337	0.0503876261	0.0324135903	-0.0472374345	0.1376366895	0.0274933626	0.0957306649	-0.0492195378	-0.2983075778	0.0620472655	-0.0143760831	0.0063161487	-0.0860700923	-0.0663636808	0.0113189889	0.1109282395	-0.0669849106	0.0132119695	-0.1490854528	-0.1058298125	-0.0031613174	0.1022666208	-0.1502049867	-0.0521481432	-0.1048382395	0.0029078908	-0.0286709231	0.1531573254	0.1524510324	7.976906850615251e-05	-0.0192305575231727	0.000369814342652	6.3631042903392515e-09	0.0228136782855301	-0.0051669120960014	0.0005204639169156	2.6696980607805585e-05	0.0677289554158235	0.0077108186319775	0.0045872114017186	5.945672397525285e-05	0.0003249997131591	0.0002479997492401	6.150387562315354e-08	1.0562481355349728e-07	-0.0005139999773942	0.0002200001726111	2.641959767612381e-07	4.8400075948913816e-08	8.35309669501279e-08	5.5270061678198814e-08	3.0547797179119005e-15	6.977422439623359e-15	0.0	0.0	0.0	0.0
1031.917160326568	-0.158122215414096	1064853.0257764475	0.0250026350074617	1445.184217860933	13.23931249717748	175.2793953979198	2088557.4235543164	1015.1912398326248	-1.5116555515721757	1030613.253432902	2.2851025065989785	1099.7360390003253	944.4299203938452	1.386854	27.02351	0.0340450027671134	0.0189288333222991	-0.1341386104	0.030513407	0.0933261351	-0.057046925	-0.1418265691	-0.0076912675	-0.0213683008	-0.0964157148	0.1332617357	-0.0998153176	0.1621456296	0.0785552622	0.0743311201	-0.0265049717	-0.2104209678	-0.0464066837	-0.0256763192	0.109734417	0.0935398009	0.0147523122	-0.0051481969	0.2276332127	0.1587447989	-0.0731696192	-0.0403994813	-0.1601943199	0.1331879985	-0.0788747524	-0.0532836775	-0.0567168298	-0.1082316797	0.144371447	-0.1787513799	-0.085733652	-0.0420534534	0.0697596412	-0.1302136189	-0.0771808264	0.0949418054	0.0312184358	0.0509078189	-0.0611808062	-0.0490218754	-0.2314748924	-0.0070824391	0.0318553772	-0.1549864044	0.1530135337	0.0538714327	-0.027626522	-0.0111512302	0.029455519	0.1614077477	0.0440631217	0.0590293347	-0.2162374958	-0.029824449	0.0352375931	-0.1807557724	-0.227498977	0.0750066106	-0.1176700618	0.0389986254	0.1513866738	-0.0421626821	-0.1541435422	-0.0094255608	-0.0415858374	-0.0022575228	-0.043746878	-0.0646843072	0.0113469413	0.0327514308	0.0117874928	0.0946700181	0.009326434	-0.0717476801	0.0761229883	-0.0569699172	-0.1825502971	0.273809284	-0.0029015601	0.0320874059	0.0018262113	0.1527386503	0.1507811905	3.969711684703725e-05	-4.007195165911526e-05	1.60576130977047e-09	1.5758610859673287e-09	0.0155306062545577	-0.0072830720309724	0.0002411997306341	5.3043138208332433e-05	0.065610709705929	-0.0021182457098944	0.0043047652281156	4.486964887486434e-06	8.699982928039507e-05	-0.0002379998838787	5.6643944726277035e-08	7.568970294817887e-09	-0.00025999983009	0.0002540001473042	6.759991164682888e-08	6.451607483055528e-08	1.1300658106786138e-08	-7.223030884334176e-08	5.2172175156045345e-15	1.2770487364647127e-16	0.0	0.0	0.0	0.0
1030.6308177124608	-1.2863426141070704	1062199.8824186558	1.6546773208678114	1432.4643646416637	-12.719853219269226	161.79466591975367	2051954.155968245	1016.2179540706586	1.0267142380338328	1032698.9301755552	1.0541421265813935	1097.8360179602892	945.2036466824596	1.418729	27.6446	0.0575615914016329	0.0365645915109864	0.1430638366	0.0041071348	-0.0007965394	-0.0012147166	0.1138969333	-0.0327439347	0.031898158	-0.0166190374	0.0485319593	-0.0026961814	0.0770717412	-0.1185722598	-0.0237377375	-0.1765926262	-0.1617466968	0.0657528546	-0.1664415017	0.1392471833	0.2337790186	0.0155889782	-0.0427787121	0.1593662501	0.0501213922	-0.0360165114	-0.0322254709	-0.0109530322	-0.094391938	0.0719740573	0.0340685793	-0.0718933405	-0.0733986267	-0.0160632042	-0.0271628514	-0.0131734416	0.1123411351	-0.0116977209	-0.0373379508	0.0587363364	-0.1339815543	-0.0050674313	0.0401044001	-0.0674102459	-0.2804187034	-0.2090646329	0.0195440064	0.0722876963	-0.0744736379	0.1460160177	0.0581756606	-0.0399068682	0.0948142553	0.1530324432	0.038031605	0.0208446599	-0.0374841663	-0.0159536908	-0.0597257755	-0.0926266993	-0.0522429137	0.154848142	-0.0442710873	0.1373064432	0.0005955917	0.0990405285	-0.1563087082	-0.1071441013	0.0683565464	-0.0691150514	0.0460010951	-0.1235057267	-0.1444572071	-0.0419385471	0.0271014537	0.0165943288	-0.0424541354	-0.1051303395	0.0268912215	0.136980888	0.2836114351	0.1095560267	0.0367163565	0.1793937569	0.008928765	0.1283723479	0.1521113526	0.148287834	9.510348974117733e-06	-3.018676787291952e-05	9.11240954613526e-10	9.04467376095022e-11	0.0397442308322695	0.0242136245777118	0.0015796038844487	0.0005862996151903	0.0673248469738894	0.0017141372679603	0.0045326350200576	2.938266573410725e-06	0.0006360067975616	0.0005490069682812	3.0140865122132005e-07	4.045046465445621e-07	-0.0002929838647045	-3.298403461449997e-05	8.583954497718474e-08	1.087946539450532e-09	5.009315352415853e-05	5.008185286605175e-05	2.5081919864968555e-09	2.5093240299949163e-09	0.0	0.0	0.0	0.0
1030.721043784369	0.0902260719080914	1062385.870099939	0.008140744051964	1435.976365458759	3.5120008170952133	12.334149739277446	2062028.1221561471	1016.4108248553698	0.1928707847112036	1033090.9648831732	0.0371991395951154	1099.888815159837	934.0304951482806	1.441321	28.084816	0.0398817683876875	0.0274915934304122	-0.1271288071	-0.0504462657	0.11266022	0.092247715	-0.0576506245	-0.1201915463	0.1184275474	0.0161372453	-0.0705173922	0.021024944	0.1102516045	-0.117482638	0.1353938712	-0.0273467948	0.0254119934	-0.00020808	-0.2114507114	-0.0010415722	0.036266084	0.0565100455	0.0902995774	-0.128765747	6.83626e-05	-0.1397917209	0.0211471105	0.0311229753	-0.0471930629	0.0625102674	-0.0154368402	-0.1371479674	-0.1250334214	-0.0927382099	0.1189802917	-0.1574236747	-0.1014268614	0.1134037907	-0.0275244626	-0.1147494153	0.0349103088	0.0102502904	0.1134089775	0.0349184009	-0.1813667604	0.0434870154	-0.0450876386	0.0164545497	0.0250415806	-0.0135524203	0.3308069444	-0.0907854202	0.0570475464	0.0395762758	0.0089314147	0.0095971883	0.0429776857	-0.0110273128	-0.145753193	0.1010901568	-0.1421330384	0.0905953789	0.1227953878	-0.1038147206	-0.0316825269	0.0874776732	-0.1410356509	-0.083992342	0.0231043977	-0.0597401078	0.2148177781	-0.0203044464	0.006367537	0.0307901856	0.0685887082	0.0785186636	-0.0881327514	-0.0538270461	-0.0239334655	0.0157386785	-0.0294515984	0.1435826794	0.0743010734	-0.0853068508	-0.0169034814	0.0372385018	0.151276289	0.1449845808	6.560597256566325e-05	5.609562359154552e-05	3.146718986124358e-09	4.304143636286559e-09	0.0395485629679797	-0.0001956678642898	0.0015640888328322	3.8285913115732763e-08	0.0731009118508225	0.0057760648769331	0.0053437433134217	3.3362925462540264e-05	0.0001649998185407	-0.0004710069790209	2.2184757428639458e-07	2.7224940118463925e-08	-0.0004489995699832	-0.0001560157052787	2.0160061384509854e-07	2.434090029361019e-08	3.7037366296160034e-08	-5.005611615786237e-05	2.50561476480941e-09	1.3717665021559313e-15	0.0	0.0	0.0	0.0
1032.077377754876	1.3563339705069666	1065183.713673381	1.8396418395511929	1432.6218173517657	-3.3545481069932066	11.252993002131706	2052405.271552276	1018.0667410935029	1.6559162381330452	1036459.8893207454	2.742058587712696	1100.829040171246	941.7162258686692	1.45958	28.440615	0.0563374362699509	0.0301292617856958	0.1859866115	-0.0521623508	0.0594527995	-0.0800891818	0.1637138227	-0.0540745678	-0.0499812053	-0.0512823147	0.1171729682	0.0526748926	0.0848920568	0.1242305663	0.0287431096	-0.1915692063	-0.0365203234	0.0504888402	-0.0631112404	-0.0789522928	-0.009895327	-0.0917765533	0.0868098487	-0.0190369109	0.2809337001	0.0954907205	-0.1368759761	0.1581271298	0.1160968335	-0.1058303679	-0.0157502693	0.0077165583	0.1632425301	-0.0520022356	-0.060544336	0.0104811706	0.028873756	-0.1093124171	-0.0336833646	0.0353598464	-0.1700025929	-0.0065407784	-0.0594599797	-0.0552566361	0.0145463616	-0.1856664603	0.0021416464	0.0588850598	0.0668990629	-0.0864448192	0.123048111	0.1354524566	-0.1535659248	0.0696719454	0.0584542599	-0.2380956093	0.0203486371	-0.0193553599	0.0583238717	0.0747306342	0.003080586	0.0330442861	-0.0170907953	0.1853020506	0.0293144455	0.0375199301	-0.1959976738	-0.043446755	-0.0024058549	-0.1420351613	0.0134255797	0.0047695688	-0.0269250103	0.1676898254	-0.1306326901	0.0074765858	0.0214446626	-0.065060555	-0.0585006728	-0.0460179303	0.0192337159	-0.1207611279	-0.0853854905	5.37732e-05	-0.0500891262	0.0574689421	0.1502346003	0.1408894722	-6.60360537096949e-06	-7.220957793663274e-05	5.2142231457866385e-09	4.3607603895497095e-11	0.022188695891856	-0.0173598670761237	0.0004923382253812	0.0003013649849006	0.0484475146622642	-0.0246533971885583	0.0023471616769503	0.0006077899929368	-1.4999987862939978e-05	-0.0001799998064036	3.239993030534786e-08	2.2499963588834664e-10	-0.0003439997447163	0.0001049998252669	1.1833582436487959e-07	1.1024963306079532e-08	-2.579509810056445e-09	-3.9616876106216486e-08	1.5694968724153064e-15	6.653870860177437e-18	0.0	0.0	0.0	0.0
1033.5872381934062	1.509860438530268	1068302.578956273	2.2796785438388127	1442.159148287911	9.53733093614528	90.96068138555384	2079823.0089905127	1019.6218410057356	1.5550999122327769	1039628.6986559256	2.4183357370263896	1103.121286772791	940.262458217555	1.30961	25.518368	0.0282867896927531	0.0198780592808735	-0.0550470231	0.0893505272	-0.0287308622	-0.1992610678	-0.1151216649	0.1214445963	-0.0323804725	-0.0846630879	0.1633253375	0.2133905152	0.064809397	0.0851258486	-0.0634117912	0.0805650274	-0.0184534016	0.0444107465	0.0716770053	-0.0349981786	0.0430812389	-0.0531569254	0.1991344849	0.13680564	0.0578469472	0.0409702771	-0.0855762298	0.0767406688	-0.0067586458	-0.0737349323	-0.1316622379	0.1835713035	-0.0226036082	-0.0446258876	-0.0750181856	-0.0542803552	-0.0276047042	-0.1243115451	0.1180226386	1.70118e-05	0.1605055062	-0.0070376811	-0.0237908825	0.0719952056	0.056599858	-0.2529095094	-0.0123214812	0.0801997942	0.1936143253	-0.0589144327	-0.0162216886	-0.0347686574	0.0560095124	-0.0462078366	-0.1503453868	-0.0744445272	0.1257948855	-0.0239343517	-0.0069057467	-0.1708493684	-0.0395308031	-0.0776737071	-0.0516516534	-0.097049196	-0.0342220117	0.0092990372	-0.195952454	0.0145833546	0.1164268612	-0.1653996188	-0.0391843543	-0.048430045	-9.1436e-05	0.0519184549	-0.0352109995	0.0420643446	0.0522755754	-0.0226339294	-0.215626669	0.0698190649	-0.1503163195	-0.0820324	-0.1292817662	-0.0098235288	-0.0676818209	-0.0419955027	0.1489877092	0.136024874	4.785979014343411e-05	5.44633955144036e-05	2.9662614509583583e-09	2.290559512573553e-09	0.0402602568726422	0.0180715609807862	0.0016208882834511	0.0003265813162822	0.0484572020578113	9.687395547103296e-06	0.0023481004312715	9.384563248603674e-11	-2.1020522825159e-05	-6.0205349622190205e-06	3.6246841231301584e-11	4.4186237984303045e-10	-0.000288998867892	5.50008768243e-05	8.352034564285768e-08	3.02509645144182e-09	-0.0001420027261414	-0.0001420001466315	2.0164041643393052e-08	2.0164774231589448e-08	0.0	0.0	0.0	0.0
1033.2086081888706	-0.3786300045355801	1067520.0280355832	0.1433606803346134	1434.857430695109	-7.301717592801879	53.31507980503246	2058815.8464209696	1018.1682785613629	-1.4535624443727784	1036666.643468609	2.1128437796909663	1102.0821092710194	956.72138181226	1.355872	26.419819	0.0920506289315176	0.0417481881980884	-0.0080880158	-0.2122358501	-0.224171227	-0.1219348264	0.0116304982	-0.1377266056	0.0351327678	0.095236076	-0.0154023933	0.0361791331	0.1107046569	-0.014682996	0.1107877063	-0.0296421095	0.0338865921	-0.0135383579	0.0394166582	0.0046671779	0.0068738487	0.1022990381	0.1009459093	-0.1667430128	-0.1314966784	0.1375129695	0.133372388	0.1773519652	0.1563772115	0.0777090434	0.0180874083	0.1163591753	-0.0733719258	-0.0471820105	-0.1017668443	0.035079445	-0.1203844286	-0.0782460465	0.2129133634	-0.1396237689	-0.101736184	-0.0674191432	-0.0737840427	0.0807937844	-0.0732186851	0.0413090655	0.1317986201	0.1060218253	-0.0214595284	-0.1520683953	-0.2031996551	-0.0065220576	-0.0858735235	0.0268836562	-0.0238356034	0.0270677964	-0.0655513274	-0.0392506244	-0.047308298	-0.1311513382	0.1777314881	0.0782504629	0.1622984704	0.1052391309	-0.087213168	-0.0274166093	-0.1860611097	0.1167056731	0.175671417	-0.0147939505	-0.0818527621	-0.0310837203	0.0760008883	0.032789597	-0.0787515923	0.0317379404	0.1695256235	0.0413141602	0.1000492972	-0.0187764593	0.0271833226	0.158454977	-0.2690741134	0.0294890802	-0.0612639139	-0.0627519536	0.1475373187	0.1304173552	-8.85116793654106e-05	-0.0001363714695088	1.8597177696001763e-08	7.834317384085253e-09	0.0192948663936363	-0.0209653904790059	0.0003722918691482	0.0004395475979371	0.06749695912427	0.0190397570664587	0.0045558394910233	0.0003625123491497	0.0004299997961898	0.0004510203190149	2.034193281643554e-07	1.8489982472326957e-07	-0.0007340002232247	-0.0004450013553326	5.387563276939094e-07	1.980262062479399e-07	1.5779784182478446e-07	0.0001421605239832	2.0209614579185032e-08	2.4900158884559695e-14	0.0	0.0	0.0	0.0
1032.8106807092142	-0.3979274796563459	1066697.9021870303	0.1583462790656515	1433.092243348932	-1.765187346177072	3.1158863671036543	2053753.3779468744	1017.9536823514142	-0.2145962099486951	1036229.6994128036	0.0460515333243444	1101.4139210401645	939.9327365118882	1.358725	26.475405	0.058210932885628	0.0266842861347423	0.0717856714	0.0900081591	-0.1113602966	0.1179643177	0.1291587884	0.1081436523	0.0499267175	-0.07790879	0.0790494752	0.1156732506	0.0188487166	-0.1706645837	-0.1498525799	-0.0310332249	-0.0476241217	0.0827147658	-0.1493957926	0.0772052091	-0.1605473962	0.0427016337	0.0977635683	-0.2397579142	0.1330866898	0.0500228254	0.1329929488	0.0517522098	0.073725727	-0.0197018121	0.1997881524	-0.0623446186	-0.0566737197	0.1011224031	0.0754530933	0.1037691177	-5.44566e-05	-0.0096988943	0.03214576	0.1236669955	-0.0024287436	-0.1203772984	0.0669778098	0.0002697823	-0.1196740431	0.0929114103	-0.0758694608	-0.0259472884	-0.0012573059	-0.1376017251	-0.0270892904	0.122261386	-0.0369837146	0.0994512101	0.0008840941	-0.0999640963	0.0158631739	0.0391662628	-0.0171833532	0.0028671456	-0.001119115	-0.0314326114	-0.1063665553	0.0322585774	-0.0676971216	0.1035802836	-0.0179668155	0.1005999253	0.1501097348	-0.0125520239	0.1576558654	0.0787900781	-0.0242508162	0.0796005843	-0.0297423424	0.0204479269	-0.0347568915	0.1352954104	0.0287231808	0.0940688963	-0.1495729731	-0.0520216173	-0.0562249529	0.1246813109	-0.1882054532	0.0478358183	0.1458854101	0.124097542	-0.0040254170129827	-0.0039369053336172	1.549922360586426e-05	1.620398212841056e-05	0.0287511835766025	0.0094563171829662	0.0008266305570554	8.94219346648618e-05	0.048384949029085	-0.019112010095185	0.0023411032925471	0.0003652689298784	0.0001919999447814	-0.0002379998514084	5.6643929270420484e-08	3.6863978796060647e-08	-0.0004579999018745	0.0002760003213501	2.0976391011705166e-07	7.617617738541366e-08	4.3965123232742346e-08	-1.1383271859204213e-07	1.2957887822055051e-14	1.932932060870221e-15	0.0	0.0	0.0	0.0
1033.9509377437826	1.1402570345683216	1069054.5416612474	1.3001861048825425	1449.0345959966585	15.942352647726466	254.15860794447104	2099701.260395199	1018.083065139191	0.1293827877768762	1036493.1275232102	0.0167399057729162	1102.9850607819708	941.1839580700316	1.319575	25.712553	0.0132758259452264	0.0071638809883548	-0.1375067054	0.0047288557	0.0933048445	-0.0580915764	-0.1522672076	-0.0014152604	-0.0528709123	-0.1163982402	0.1099343759	-0.0030360191	0.1292401376	-0.0420368838	-0.038425316	0.1573167861	-0.0336126713	0.04976531	-0.0305650048	0.0076964519	0.0616359381	0.0811513509	0.0196973587	-0.0622232954	-0.0314557104	0.0953469179	0.1211553777	-0.0207402089	-0.0301447867	-0.1187718294	-0.0102987629	0.0180190308	-0.0892787584	-0.1343832055	-0.2042378933	0.1075029104	0.1613417913	0.0448284675	0.1405303321	-0.071612845	0.1432582207	0.0967949991	0.0445453978	-0.0398233337	-0.0179852851	-0.0257330226	0.0112398653	0.0648594753	-0.0242499374	-0.0822458774	-0.1107891016	0.005988291	0.1348556388	0.112841884	0.0707104034	0.1136129735	0.0176049516	0.1040082694	-0.0371853539	0.1006850453	0.1183002019	-0.1010450861	0.0818562521	-0.0983100454	0.0038052605	0.0519297794	-0.080146941	0.0505228651	-0.0353703783	-0.0918643914	0.0866085797	0.0323830603	0.1900501797	0.1435296149	0.0860803559	0.037541872	0.0735460065	0.1906474251	0.1471894265	0.0739607821	-0.1085675271	0.1654509025	0.0687874	0.031369177	0.0110064071	-0.0848231275	0.1440342395	0.1170999511	7.96649781875658e-05	0.0041050819911702	1.6851698154230433e-05	6.346508749625334e-09	0.0331923206874051	0.0044411371108026	0.0011017301526155	1.9723698836948075e-05	0.0484635987689046	7.86497398196015e-05	0.0023487204056333	6.185781573691009e-09	0.0002679999474479	7.600000266650003e-05	5.776000405308011e-09	7.182397183207717e-08	-0.0004749993548101	-1.6999452935600014e-05	2.256243870700113e-07	2.8898140010967996e-10	6.365158981155535e-08	1.9686466578813008e-08	3.875569663587215e-16	4.051524885538498e-15	0.0	0.0	0.0	0.0
