global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	c_comp_cor_07	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2
1041.2595933003315	n/a	1084221.5406399718	n/a	1681.1045103037402	n/a	n/a	2826112.374563578	1030.562350979099	n/a	n/a	1062058.7592555676	1260.817379313754	1171.53834826221	n/a	n/a	n/a	n/a	-0.1560762212	0.124381681	0.095277377	-0.1448527314	-0.1239673111	0.042985757	0.2268094872	0.0280004666	-0.2286074311	0.1320584436	-0.0192701716	0.0270098077	-0.0459993508	0.1107153941	-0.1945186369	0.087715047	-0.1570551937	0.1240768264	-0.1387085952	0.0870476966	-0.2922103964	0.0265374294	-0.0251884748	0.0569237179	-0.0076936065	-0.0312339586	0.0395674963	-0.0281131397	0.0485556954	-0.0646142333	-0.0451728329	0.0147107623	0.0057991633	0.0036207565	-0.1042540661	-0.0673898916	-0.0923381827	0.0993610249	0.1805775777	0.062855125	-0.1405277534	0.0166362154	-0.0690870009	-0.0687329108	0.0124168732	-0.1175059545	0.0414458598	-0.1045614588	0.0503748268	-0.2378652619	0.0914794233	-0.0687936087	0.1170671948	-0.0567572776	0.1563934362	-0.1250776917	0.1481605836	-0.1452377943	0.1322941839	0.1617998459	-0.0073376306	0.0730430564	-0.0719903801	0.1413059548	-0.1545432293	0.1424619552	-0.0407017154	-0.1094965524	0.0456017202	-0.0042506368	0.2001050419	-0.1309066308	0.1951655779	-0.1757747542	0.0560239784	-0.0703454277	0.0081209983	0.023981846	-0.1086775417	0.0771522937	0.0257291074	0.153366806	0.1532882396	0.0270907356546388	n/a	n/a	0.0007339079583095	0.0295692433157483	n/a	n/a	0.0008743401502659	-0.055475544210779	n/a	n/a	0.003077536005482	0.0003550001490379	n/a	n/a	1.260251058169312e-07	-4.4388202891099127e-08	n/a	n/a	1.970312555901381e-15	-0.0002499995489436	n/a	6.249977447200344e-08	n/a
1042.9335503077843	1.6739570074528274	1087710.3903575998	2.802132062800425	1683.5529347394736	2.4484244357333864	5.994782217496351	2834350.484069894	1031.1621428254364	0.599791846337439	0.359750258932874	1063295.3647963456	1260.4710108283923	1182.2109583375232	1.148314	22.211023	0.0766427212404629	0.0487133268234801	-0.0928189837	0.1775656637	-0.040247448	-0.0899436001	-0.0851174234	-0.1405309121	0.125133769	-0.1077506602	-0.1865234353	-0.02319838	-0.0371805305	0.1480995971	0.1287013824	0.0812018065	0.0610938017	0.1793947867	-0.0968193516	-0.152222847	0.0624851735	-0.067956728	-0.1337110338	-0.0027951287	-0.0351533517	0.3229953934	-0.0988616324	-0.0457949894	0.0322120504	0.0241379062	0.2175991185	0.1072736017	-0.0552542044	0.0251542279	0.0334357927	-0.0249174543	0.0793140308	0.0806173075	0.1297771477	-0.013245453	0.1312071498	0.1461888068	-0.1999100759	0.0070593732	-0.0060538506	-0.0480252566	0.0874980595	-0.0083484119	0.0186973234	-0.1373362291	-0.3356900071	0.0833406389	-0.0278687013	-0.0239714837	-0.0816036525	-0.1509762658	-0.0394435848	-0.0213754517	-0.1195371603	0.0862122708	0.1821232603	0.1500645348	-0.1017996176	0.0421877535	-0.0868882958	0.1610120636	0.0352337728	0.1619046251	-0.1701108473	-0.002502828	0.0635224083	0.0616985415	-0.0883411361	-0.0788656256	0.2163338634	0.1038364872	0.1013687461	-0.00348557	-0.0119196595	-0.074758722	-0.0134922468	0.0438584979	0.1739407503	0.1531573254	0.1524510324	0.0203023856158637	-0.0067883500387751	4.60816962489379e-05	0.0004121868616952	0.0715814773466974	0.0420122340309491	0.0017650278082712	0.0051239078991357	-0.0783668155063423	-0.0228912712955632	0.000524010301527	0.006141357772605	0.0003739995670615	1.899941802360001e-05	3.6097788523549694e-10	1.3987567616218946e-07	-6.169713739900828e-08	-1.7308934507909157e-08	2.995992137990884e-16	3.806536763232107e-15	-0.000330000139489	-8.000059054540001e-05	1.0890009206275947e-07	6.400094487612745e-09
1043.686464855624	0.7529145478397368	1089281.4369228298	0.5668803163487153	1679.4807857556289	-4.072148983844727	16.58239734662764	2820655.7097223443	1031.4808711064327	0.3187282809963108	0.1015877171068632	1063952.7874584852	1260.257016355719	1185.707830132031	1.126454	21.788202	0.0770638625938286	0.0586379589245957	-0.0266320631	0.127254631	-0.0197539908	0.0156234157	0.0206802325	-0.0977909884	-0.0061159607	-0.0201945192	-0.2250418727	-0.0136238574	0.0804499904	0.0189527848	0.0907607263	0.0641947916	0.0944495336	0.0738268377	0.1447048475	-0.1637163775	0.0821040072	0.0237982229	0.0390527402	0.0678139528	-0.1428870791	0.0008524076	0.1302717463	-0.1644968482	0.0759855166	-0.2225627436	-0.1588755179	-0.0639034993	0.2221855916	-0.0464884581	0.078467478	-0.0656817046	0.078552353	0.2910478331	0.0850861169	-0.0638075593	0.0842826709	-0.0646689555	-0.2214253391	-0.1214914946	-0.0661327948	0.0963748043	-0.0316507724	0.0910712547	-0.0190518223	-0.1017488712	-0.1151757706	0.0779754528	0.012620464	0.1281566419	-0.145789755	0.1432775326	0.0071070662	-0.2934851863	0.158151886	0.09701021	-0.0562492082	0.095182971	-0.106795316	0.0423790075	-0.060878174	-0.004015781	0.1601671334	0.2712123657	0.1165211953	0.024783867	0.2389955931	0.0931917529	-0.1262215973	0.0369872215	0.135139538	-0.0154605476	-0.0500307369	0.1056810975	0.0267058088	0.0299347848	0.1402262236	-0.0222209079	-0.0941064651	0.1527386503	0.1507811905	0.0249976376975951	0.0046952520817314	2.2045392111003043e-05	0.0006248818904602	0.0139597145868037	-0.0576217627598937	0.0033202675435574	0.000194873631345	-0.0777219489150695	0.0006448665912727	4.1585292053978573e-07	0.0060407013431566	0.0002490000939305	-0.0001249994731309	1.5624868283027586e-08	6.200104677739783e-08	-2.1536166183722123e-08	4.016097121528616e-08	1.6129036089550437e-15	4.638064538928963e-16	-0.0001730001503726	0.0001569999891163	2.9929052028942215e-08	2.4648996582549712e-08
1044.9270726909983	1.240607835374249	1091872.5872425789	1.539107801191979	1696.1855949659025	16.704809210273652	279.05065075164345	2877045.5725698327	1032.9123690518466	1.4314979454138663	2.049186367724121	1066907.962140298	1261.868351711017	1165.4426883982396	1.392175	26.927868	0.024927739583869	0.0143236770903609	0.0981929936	0.0472827462	0.1472322928	-0.0017734867	0.0827541039	0.0999762659	0.1118784424	0.0579264158	-0.0603112661	-0.146150791	-0.1742001558	-0.0174875083	-0.1503914226	0.0615476958	-0.0596971841	-0.0054313387	-0.025749464	0.024828945	-0.106258305	-0.05205643	-0.0602832761	0.1519907569	0.1460832716	0.0427798011	0.2389915121	-0.019177781	-0.1097062532	0.1212006465	-0.1360735779	-0.0803514827	0.0511524483	0.0712998745	0.0345133598	0.0689629656	0.1202203325	-0.0092646383	-0.1615119373	-0.0335051693	-0.0003302227	-0.0294832663	-0.0965416198	0.1461869889	0.1629774434	0.04811934	-0.0067459816	0.0472286722	0.0905984622	-0.1049693512	-0.034356462	-0.1321977933	0.1650641525	0.136445177	-0.0697361018	0.0475872259	-0.0017247026	-0.00602397	-0.0252398266	-0.1789756604	0.0057435388	-0.0106436045	-0.0789123868	-0.0203667667	-0.0102811905	-0.0093644127	0.029095721	0.2552503112	0.2505768931	0.086007483	0.0553929635	-0.027383049	-0.0379104882	0.1177277825	-0.1914851279	-0.1353461838	0.046453666	0.0669458503	0.1426646866	-0.1236720673	-0.140407956	-0.0057246468	-0.2140440034	0.1521113526	0.148287834	0.0271570553559712	0.0021594176583761	4.663084623306521e-06	0.0007375056556072	0.0162903298680845	0.0023306152812808	5.431767589339584e-06	0.000265374847211	-0.0680853213106189	0.0096366276044506	9.28645915868595e-05	0.0046356109779702	0.000206000239739	-4.299985419150003e-05	1.8489874604902622e-09	4.2436098772525476e-08	-8.624434499893141e-12	2.1527541749222233e-08	4.634350537645062e-16	7.438087044294705e-23	4.86893815874025e-11	0.0001730001990619	2.3706558793636893e-21	2.9929068875485265e-08
1044.3500816045862	-0.5769910864121357	1090667.092947506	0.3329187137990566	1688.6725229556191	-7.513072010283395	56.446251031703774	2851614.889785296	1033.7456726866883	0.8333036348417409	0.6943949478404574	1068630.1157984538	1261.5165602427105	1180.4910800669795	1.210733	23.41835	0.07702680343072	0.0480334275806624	0.0870463136	-0.0497525025	-0.1059900671	0.0511257578	0.0169380503	0.0055377631	0.0236425834	-0.1538032139	0.0218616715	-0.1499561981	-0.1218943393	0.0199002561	-0.0025303089	-0.0995155996	-0.0410063103	0.0592027599	0.033675903	-0.1392517331	-0.0473400304	-0.0283593947	0.0106411755	0.0440200588	-0.0735593253	-0.1076928305	0.0496161965	0.0019790606	0.0862954442	0.1829165969	0.1539105321	0.0301264457	-0.085895028	0.0724511273	-0.0322361423	0.1239288402	0.0153403763	-0.0216097503	0.0017829898	-0.0206267769	-0.07314571	0.1065310443	-0.0415080191	0.0440836059	0.2529472719	-0.0825953189	0.0438179734	0.0844007404	0.1430057288	-0.0885243654	-0.0494994894	0.0552124404	0.1783099727	-0.0770901859	0.06269846	0.0504878615	0.0643771364	0.1775158509	-0.0232210625	0.0339365354	0.1204702298	-0.124747941	-0.0695909165	-0.0727093544	-0.0201416707	0.0885156994	-0.0290962064	0.1347202856	0.0282793236	-0.0319129545	-0.0779497274	0.0247009175	-0.0256803648	-0.1925239561	-0.1207982988	0.0064906245	-0.126276882	-0.0049443145	-0.1438312762	-0.0044673812	-0.1614022765	-0.0471301773	0.0323119486	0.151276289	0.1449845808	0.0239393965930503	-0.0032176587629208	1.0353327914601645e-05	0.0005730947092393	0.0609476709815623	0.0446573411134778	0.0019942781153255	0.0037146185980767	-0.0571334954512252	0.0109518258593936	0.0001199424896544	0.0032642363024751	0.0005699996959765	0.0003639994562375	1.324956041411957e-07	3.248996534133025e-07	-3.531797077016563e-11	-2.669353627027249e-11	7.125448786123529e-22	1.2473590593222738e-21	-2.2278134686418843e-11	-7.096751627382134e-11	4.963152851062186e-22	5.036388366075097e-21
1044.071808781713	-0.2782728228733049	1090085.9418927175	0.0774357639498777	1688.0866434047284	-0.5858795508906951	0.3432548481518825	2849636.5156414425	1031.6546291599027	-2.0910435267855974	4.372463030911949	1064311.2738670565	1262.187882294526	1176.3633295556017	1.077314	20.837729	0.0499270058159772	0.0379411835311502	0.0578935176	-0.1134646781	-0.1912188375	-0.0480090763	0.0259854761	-0.0466414945	-0.189968758	-0.0497738211	0.1502062017	0.0303468858	-0.0196076465	0.0424212264	0.1304827926	-0.1262031153	0.0850968464	0.0339899601	0.009174358	0.0759303282	-0.1074294052	-0.1593604674	-0.0424559746	-0.0367524706	0.0427958268	-0.0160251184	0.0129264744	0.2194722974	0.2209551086	-0.2033945829	-0.0171829946	-0.0576831366	-0.2080236032	0.0026731901	-0.0771896492	0.1130898961	-0.0338757135	0.2030248083	0.1312655772	-0.0393619464	-0.1243950379	-0.0536879698	0.1130190177	-0.1093471361	0.0619817715	-0.0430945558	0.0265736838	0.0025547803	-0.0203373153	-0.1625170677	-0.0147847892	-0.044302541	0.0353795335	-0.1162916312	0.0492165758	-0.0674343054	-0.214173945	0.0357447897	0.0431247956	0.1410744844	-0.0351525702	-0.1115883288	0.0170358081	0.0287976468	-0.1319951379	0.1149445872	0.0462764182	0.0933849208	0.0625829918	-0.0567754995	-0.008265967	0.0335120462	0.0139541953	-0.1009351192	0.0989791918	0.0450646815	-0.0907504027	-0.0732435165	0.0693651591	0.0920124945	-0.1143379184	0.0625919154	-0.0482827584	0.1502346003	0.1408894722	0.0200113983097196	-0.0039279982833307	1.5429170513848935e-05	0.0004004560623102	0.0238354978052655	-0.0371121731762967	0.0013773133978674	0.0005681309556248	-0.0504966512812785	0.0066368441699467	4.404770053615557e-05	0.002549911790623	0.0005249999702782	-4.499972569830006e-05	2.024975312922246e-09	2.7562496879211085e-07	2.083888617221419e-12	3.740185938738705e-11	1.3988990856338729e-21	4.342591768984997e-24	1.8349766638895565e-11	4.062790132531441e-11	3.3671393570192463e-22	1.6506263660994842e-21
1043.4998171472732	-0.5719916344396552	1088891.8683863927	0.3271744298689481	1692.254490198714	4.167846793985518	17.37094689813536	2863725.2595977094	1031.255396141944	-0.3992330179587497	0.1593870026284514	1063487.6920718777	1262.8977534353162	1179.8452871458126	1.066832	20.634985	0.0218152291920844	0.0162868070981781	0.0148800214	-0.131197953	-0.0366098123	-0.1830959922	0.0010489611	0.1235911001	-0.0388502724	0.0662268385	0.2060594205	0.1429590491	-0.0557772179	0.168357448	-0.0655379011	-0.0236542712	0.0226748613	-0.0531687203	-0.062503359	-0.054585064	0.0663736907	-0.1507540221	-0.1556825904	0.0217551848	-0.1205505516	-0.0724661665	0.0628109052	0.1850367448	-0.0830619825	-0.0912576796	-0.0565136773	-0.1202311308	0.0208963091	0.0070324631	0.0944067456	-0.2303986124	-0.0052684595	-0.1917758118	-0.0857920583	0.0408190019	-0.0801408809	-0.0533463595	0.0859645892	-0.0829680205	-0.0740101663	-0.2225965912	0.1983947405	-0.0174446251	-0.032378338	-0.0589813677	-0.125859282	-0.1614930345	-0.0107738102	-0.0398362238	-0.0113000555	0.0973481246	0.0711954352	-0.0422722783	0.1220658199	-0.0902235078	-0.0526212015	-0.1042211715	0.0912088965	0.0734437697	-0.1799968258	0.0870825245	-0.0056873572	0.1045314944	0.0453565831	-0.022207118	-0.0857050346	-0.1003916686	-0.0662230356	-0.0404709701	-0.0729795358	0.016583372	0.0881377976	-0.0732836822	0.061847183	-0.0436891761	-0.0294016025	0.0339026448	0.0062692792	0.1489877092	0.136024874	0.0240990633761697	0.0040876650664501	1.67090056954765e-05	0.0005807648556086	0.0215105516391105	-0.002324946166155	5.405374675518837e-06	0.0004627038318188	-0.0501940181527515	0.0003026331285269	9.158681048203857e-08	0.0025194394583187	0.0002230003150812	-0.0003019996551969	9.120379173910686e-08	4.972914052631448e-08	-6.705969113340871e-12	-8.78985773056229e-12	7.726159892352564e-23	4.497002174908174e-23	-1.4282421599565163e-11	-3.263218823846073e-11	2.0398756674772552e-22	1.0648597092303348e-21
1044.2068448931605	0.707027745887217	1090367.934921729	0.499888233454359	1687.3506444009502	-4.903845797763779	24.047703608245477	2847152.1971603017	1031.8857442484273	0.630348106483325	0.3973387353471131	1064788.1891831306	1262.8343402626415	1174.0030285795312	1.188155	22.981647	0.1190187228069164	0.068393280269235	-0.0768929364	-0.1413938921	0.1670636736	-0.0034829289	-0.1080286329	0.1701180606	0.0670582105	-0.0630116282	0.0772015664	0.1295276502	0.1430763807	0.0737795236	-0.1136234531	-0.1621174738	-0.1018271826	0.1168893262	-0.0221922261	-0.011854359	0.050337482	0.0722076773	-0.0327988233	0.1598896614	-0.1231628645	-0.18938406	-0.1294254601	-0.0729269129	0.1320738049	0.0599280923	-0.0589787137	0.0867827924	0.0510258101	-0.139963966	-0.0103898059	-0.126342796	0.0001705642	6.70156e-05	-0.0527450229	0.1457501728	-0.0922228007	0.1340580387	-0.0606720311	-0.139130626	-0.0801090108	-0.0997991597	-0.0281474304	-0.013140653	-0.025346692	0.1340740521	0.0831953571	-0.0666636432	-0.0912102654	-0.0768822576	-0.174477898	0.161930713	0.0520166057	-0.1589259415	-0.1042923351	0.0073039505	0.2146812759	-0.0974608836	0.0899904141	0.0622858881	-0.1503296399	0.0082774308	0.1294281719	0.084190176	-0.0484350966	-0.0010518715	-0.0278002025	-0.0639978701	0.1055581542	0.1801346808	-0.1319063008	-0.0349714996	0.1069897775	-0.1340542463	-0.0872514068	0.0860328863	0.0908402462	-0.1115026216	-0.0885439063	0.1475373187	0.1304173552	0.0235099614160674	-0.0005891019601023	3.4704111939637346e-07	0.0005527182857849	0.0672599080894542	0.0457493564503437	0.0020930036156206	0.0045238952362018	-0.0974756324716565	-0.047281614318905	0.0022355510526016	0.0095014989257494	0.0003169786378891	9.397832280789996e-05	8.831925157785852e-09	1.0047545687802917e-07	-0.0002240302454925	-0.0002240302387865	5.018954789075006e-08	5.0189550895429826e-08	-0.0001899644542393	-0.0001899644399568	3.60864938744351e-08	3.6086488448130463e-08
1045.186668097347	0.9798232041864594	1092415.1711684335	0.9600535114622202	1681.2147168791696	-6.135927521780559	37.649606552544114	2826482.9242511066	1032.7576958198051	0.8719515713778492	0.7602995428283004	1066588.4582750332	1261.5898560820815	1173.631694494918	1.095601	21.191437	0.1056620107552114	0.0527982903695222	-0.0952854073	-0.1480068699	-0.0104952356	0.0178576649	-0.0952078028	0.0049021717	-0.1690126649	-0.0412517038	0.0404293411	-0.0078030274	0.132931454	0.0666064142	0.1228877869	-0.1230434638	-0.0270159002	0.0508750896	-0.0390412787	0.0049569345	0.1251172787	-0.0211142615	0.1386714228	0.013785129	0.0459204549	-0.1073728026	-0.0438228476	0.0350627792	-0.1239507388	0.0393211645	0.1036494234	-0.0349143404	0.0637244378	-0.1508514656	-0.1448048065	0.0088359573	-0.0966356868	0.0828006075	0.1515976644	0.1104646342	-0.0835771302	-0.0293347019	-0.002667504	-0.1210973593	-0.0618972346	0.0250520992	-0.0516058177	0.1197754882	-0.1860824527	0.1033005651	0.0103295239	0.0546730177	0.0717180698	-0.1454120676	-0.1558098797	0.0263631269	-0.0070023412	-0.010459756	-0.0456624116	0.1262978888	0.0475393473	-0.0289254276	0.1337845917	0.1278650649	-0.109369758	-0.1178640018	0.2299528508	-0.0549957081	0.0313418318	0.0055553355	-0.0611008207	0.0376896502	0.261969559	-0.0095396413	-0.017016265	-0.0474070332	0.0256006529	-0.0444084846	-0.1316823453	0.0743446387	-0.0565777679	0.0005670517	-0.0511871856	0.1458854101	0.124097542	0.0306522900635428	0.0071423286474754	5.101285850854782e-05	0.0009395628861395	0.0489927678663804	-0.0182671402230738	0.0003336884119294	0.002400291303209	-0.0550780153256056	0.0423976171460509	0.0017975579396631	0.0030335877722076	0.0004129996204822	9.602098259310004e-05	9.22002909814442e-09	1.7056868651844128e-07	-0.0006949997932923	-0.0004709695477998	2.218123149547481e-07	4.830247126763396e-07	1.4351014002641506e-07	0.0001901079643793	2.0595160290401263e-14	3.6141038120451246e-08
1044.8661088707768	-0.3205592265701398	1091745.185466758	0.1027582177392462	1690.4140966179666	9.199379738797006	84.62858757858888	2857499.818044736	1031.691096476765	-1.066599343040025	1.1376341585734129	1064386.5185494295	1261.5799641031333	1180.1244292615324	1.172641	22.681574	0.0815720952281225	0.0364211225015136	-0.1870791671	-0.078600407	0.0924098753	0.0457262244	-0.1187842286	0.1089669972	-0.0468116537	0.0553035034	-0.0391358528	0.0465375051	-0.1018149636	-0.2471918753	-0.0303540688	-0.0365876955	-0.0748273038	0.0521860741	0.0438938127	0.0499052099	-0.0510794562	-0.192846619	0.0271503195	-0.2877043282	0.1195741495	-0.0930754621	0.0153085925	-0.2402066647	-0.0626377806	-0.0030793518	-0.0589918826	0.0342619584	0.1704587035	0.0569761294	0.0212238615	-0.0078958056	-0.003399322	-0.2002545379	-0.0520590248	0.1953503082	0.0264638227	-0.0949150416	-0.0012380463	0.088140996	0.1022727574	-0.1180115419	-0.1493653872	0.0705448323	-0.0633883787	-0.0781763101	-0.0337613766	-0.1547480852	-0.188178504	0.1192206794	0.0356580774	0.0226102687	0.02044141	0.0559157056	-0.0085073472	-0.1061167819	0.03899706	0.0788168223	0.1563608183	0.1077013855	-0.0946264046	-0.1640191787	-0.0208854911	-0.064364818	0.1511986638	-0.110360063	-0.2091672979	0.0872162031	-0.0758613766	-0.0375900816	-0.1143432458	0.0478428667	-0.1450021876	0.0980617022	0.1064804266	-0.1127431165	0.1194479154	0.1852079972	0.2033138895	0.1440342395	0.1170999511	0.0202595238058052	-0.0103927662577376	0.0001080095904879	0.0004104483048379	0.0298686311374183	-0.0191241367289621	0.000365732605628	0.0008921351260231	-0.0334240764972975	0.0216539388283081	0.0004688930667801	0.0011171688896971	0.0006770000067406	0.0002640003862584	6.969620394458442e-08	4.583290091267725e-07	-0.0003509997486674	0.0003440000446249	1.1833603070193318e-07	1.2320082356457796e-07	1.188727610309951e-07	-2.4637378995419973e-08	1.4130733315132068e-14	6.070004437639611e-16
