global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	c_comp_cor_07	c_comp_cor_08	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00
778.2662978373203	n/a	605698.4303494085	n/a	1256.0227893284389	n/a	n/a	1577593.247312392	770.0978745497666	n/a	n/a	593050.736386068	946.3608902925372	870.7886878536482	n/a	n/a	n/a	n/a	-0.1516800128	-0.0219867715	-0.1672556447	0.0617175424	-0.0155265353	0.0736758047	-0.1460639964	0.091149036	-0.0927537328	0.2330417974	-0.0109105149	0.1146268755	-0.1456192598	-0.045687491	0.1791646589	-0.1002334357	0.0341499254	0.0031342635	-0.0794542191	0.0905824386	-0.022946388	0.1765127842	-0.1002308341	0.064951603	-0.036425007	0.028287672	-0.0651936284	0.0178051134	-0.2429158585	0.037365819	0.0003313508	-0.0308209233	-0.0560356618	0.119261481	-0.2182530754	-0.0635902525	-0.1397911358	-0.0445801897	0.0070602589	-0.1930916581	0.0166593471	-0.0601240514	0.0975341467	-0.2120318219	-0.0944662995	0.0033995205	-0.136978047	0.0199459773	-0.1068881761	0.0489193105	-0.1250123514	0.0538394709	-0.0512302843	0.1034387684	-0.0456785286	0.0417917664	-0.0574888171	0.0895883857	0.0019179083	-0.1474036547	-0.0687332358	0.1562675367	-0.0498462182	0.1540873837	-0.0061567295	0.1047903138	-0.0156668635	0.0945833731	-0.0517306952	-0.1012580287	0.022353594	-0.1091265878	0.0345064506	-0.1548513436	0.1704164419	-0.2329386467	0.0458074576	-0.0609172028	-0.10799384	0.1362063562	-0.2601657489	0.0526426889	0.209150259	0.153366806	0.1532882396	0.0353648712366378	n/a	n/a	0.0012506741175839	0.0235975227384983	n/a	n/a	0.0005568430793939	-0.0080266571559661	n/a	n/a	6.442722509942181e-05	0.0006719999478789	n/a	n/a	4.515839299492443e-07	-1.152298576556632e-07	n/a	n/a	1.3277920095344402e-14	-0.0003429998898418	n/a	1.1764892443148693e-07	n/a	0.0
779.4658376973468	1.1995398600265617	607566.9921372266	1.4388958757925432	1252.9220878601077	-3.100701468331181	9.614349595711142	1569813.7582477315	770.1627899566254	0.0649154068587449	0.0042140100476363	593150.723033773	946.221795349922	869.6363885928156	1.319543	27.226168	0.1860098306518864	0.099174501518237	0.0793156925	0.1001114104	0.016731987	0.0285890625	-0.0160500376	0.0300458895	0.0093126997	-0.114438186	0.069354375	-0.1269413011	-0.2640031465	-0.1539787065	-0.1327156846	-0.0334897428	-0.0255872319	-0.1066123283	-0.1326921265	0.0793145372	-0.1157247942	0.0234220277	-0.0312378332	-0.0758058782	-0.0391065764	-0.1374221359	0.1860868162	-0.0904517601	-0.1880842846	-0.02120204	0.1475198336	0.1609470462	0.019515073	0.2017648904	0.1370046326	0.1431878985	-0.0187091293	-0.0537781908	-0.0283210213	-0.0029791167	0.0544594618	-0.0478182072	0.1194348148	0.0345416374	-0.0924870581	0.2264385339	-0.1203537223	-0.2135365448	-0.1449339285	-0.1333726557	-0.0621771047	-0.1974427209	0.125354424	0.0294780187	-0.07303676	0.1198518808	-0.1166066281	0.0808107888	-0.0494744023	-0.0068776455	0.1988661204	-0.0635790805	0.1260558937	-0.0881225197	-0.1532358884	0.0814411219	-0.1253925975	0.025827663	0.0026919156	0.0780181426	0.1767195914	-0.0459379925	0.1457461062	-0.054255478	0.2424021785	-0.1929971974	0.1280134745	-0.1431251978	-0.0487050143	-0.0440540903	0.2225153003	-0.1291261202	-0.0475567728	0.0383554274	-0.0934589246	0.1531573254	0.1524510324	0.040131441004803	0.0047665697681652	2.272018735478648e-05	0.0016105325571219	-0.0424315720539851	-0.0660290947924834	0.0043598413591147	0.0018004383069725	0.0235296659828776	0.0315563231388437	0.0009958015300431	0.0005536451812657	-0.0004849999692705	-0.0011569999171494	1.3386488082837183e-06	2.3522497019238602e-07	0.0001729998827428	0.0001731151126004	2.996884221066844e-08	2.9928959429022545e-08	4.1939456228354526e-08	0.000343041829298	1.7589179887300652e-15	1.1767769664813763e-07	0.0
779.5620895187569	0.0962518214100782	607717.0514148504	0.0092644131247576	1257.4683115277971	4.546223667689446	20.66814963665968	1581226.554496569	770.5452330750304	0.3824431184050354	0.1462627388153679	593739.956214653	946.1402076594368	858.4784472696551	1.35359	27.928675	0.10651187766968	0.0660439839504193	0.0022117847	-0.1466210153	0.2033740193	-0.0731791807	0.0349278786	-0.135152866	0.0533433462	0.0224663544	-0.0554806845	-0.1286838362	0.1321540411	-0.071529191	0.1609638414	0.0232128032	0.0042345155	0.187208544	-0.0339010836	-0.1187727796	-0.0993933654	0.043253704	-0.1441092375	0.0022698243	-0.0583847274	-0.0181765405	0.2747725143	-0.0149553649	0.076586352	-0.3299752804	0.0883875291	0.0989205215	0.0695814918	-0.1608022359	-0.0490865164	0.1043171999	-0.0635878064	-0.20327827	0.206526655	0.0371911506	-0.1501044697	0.129211059	0.0024505332	-0.0439208	-0.1252240932	0.0715576919	-0.1049677826	0.1632960309	-0.0516081884	0.3331961625	-0.0452790831	-0.1446652828	-0.0422593309	0.1510942192	-0.0728374072	-0.0388483433	0.1491153195	-0.0035213642	0.0610149987	-0.2775059384	-0.0956429417	0.183432864	0.0940177308	0.0348370239	0.1425181705	0.1224885617	-0.0024127212	-0.157177455	0.0151879432	0.02474051	0.0813194116	-0.1674908629	0.1723104026	0.0141396424	-0.1237853141	0.1711142532	-0.0686303582	-0.081500149	0.0312638656	-0.0411669457	0.0734509719	0.0905158399	-0.1188562619	-0.1365946277	-0.027536365	0.1527386503	0.1507811905	0.0359044126415568	-0.0042270283632462	1.7867768783687888e-05	0.0012891268471351	-0.0222730401733173	0.0201585318806678	0.0004063664075839	0.0004960883185622	0.0197091727459763	-0.0038204932369013	1.4596168573208586e-05	0.0003884514903307	0.000690999671492	0.0011759996407625	1.382975155073529e-06	4.774805460020519e-07	-7.49639552655168e-08	-0.000173074846698	2.995490255955887e-08	5.619594589050404e-15	-0.0002170000568605	-0.0002170419963167	4.708902467746024e-08	4.710722816515073e-08	0.0
779.2530113134234	-0.3090782053335488	607235.2556410383	0.0955293370122073	1249.0947723388672	-8.373539188929954	70.1161585485457	1560237.7502842864	770.5301456600041	-0.0150874150263007	0.0002276300921758	593716.7053708271	944.4296145568474	873.9164061207589	1.41909	29.280125	0.081031337565334	0.0441175022732465	-0.0727417105	0.1491283335	-0.0471237593	-0.1332732157	-0.1433343855	0.0868185583	0.0209702635	0.093209688	-0.0884305152	-0.0885620483	0.1002707389	-0.1199561402	-0.076912384	0.0790451339	0.0342481423	-0.0438795031	-0.1052002896	0.0053915917	-0.0295539512	0.0569277869	0.1612256873	0.0729367286	0.0178875181	-0.0286921778	-0.0874103894	0.0184080244	-0.0673563476	0.0207374856	0.0075307779	0.0268018697	0.183767791	-0.2337496755	-0.0165997961	0.0131105386	0.1504172017	-0.1345353506	-0.1189902689	0.1044411737	0.1223095464	-0.0740392253	-0.0907927355	-0.0220425516	-0.1701390425	-0.1497386081	0.054759173	0.0630561334	-0.0120786406	0.0290188874	-0.0191061747	-0.0227591626	-0.0428936421	0.0228685903	0.1433630362	-0.1488601668	-0.099103636	0.0528926342	0.0033827725	-0.0454810409	0.0964360197	0.0042180458	-0.1343260096	0.0356886802	-0.1692011462	0.094858818	0.1618765008	-0.1130543372	0.1213405581	0.021000841	-0.0610658062	-0.0052935732	0.1299719039	0.0521931051	0.1026121689	-0.0044511736	0.1173647844	0.085005629	0.0782243875	0.0482565227	0.1001317839	0.1789138461	-0.1887373199	-0.0773781137	-0.1674716407	0.1521113526	0.148287834	0.0264339803865993	-0.0094704322549574	8.968908709573934e-05	0.0006987553190791	0.014343045795556	0.0366160859688733	0.0013407377516799	0.0002057229626934	-0.0005326232264337	-0.02024179597241	0.0004097303041886	2.836875013366445e-07	0.0007800214543765	8.902178288449996e-05	7.924877827935051e-09	6.084334692876302e-07	0.0001648995592902	0.0001649745232454	2.721659332006864e-08	2.719186465410218e-08	-0.0002570642181124	-4.006416125189999e-05	6.608201223373956e-08	1.6051370168182447e-09	0.0
779.193741205789	-0.0592701076343473	607142.8863342741	0.0035129456589871	1252.5475833892822	3.4528110504149936	11.921904149867892	1568875.4486543308	771.5681106369217	1.0379649769175785	1.0773712933075092	595317.349351829	946.131895877975	863.090419268999	1.323224	27.302135	0.1942198253991896	0.1058595302551361	0.111307418	-0.0305787067	-0.1824947914	0.064959651	0.137653565	0.1533911962	-0.0454033288	-0.0397981269	0.1188426012	-0.015435926	0.0086213213	-0.3015586985	-0.0383638321	-0.0638374062	-0.1757290286	-0.0892732549	-0.1550935015	-0.0082243243	0.1326762367	-0.2444874875	-0.0008348047	0.1143024815	-0.0326849825	-0.0614617505	0.0309124078	0.0158766359	0.0488288155	0.0397702614	0.0517588621	0.0054849942	0.0717259867	-0.0601336239	0.1234281802	0.0138994616	0.1730916687	0.0850115587	0.0575432776	-0.1850652794	0.0821310783	-0.0127323154	0.1030639652	-0.0836089903	-0.0544256559	-0.0827096413	-0.0124048427	-0.0996319268	-0.0756837814	-0.0389862539	-0.1228199542	-0.1814762205	0.0591938493	-0.1585749629	0.1525080617	-0.1685407624	0.0031195784	-0.1174705181	0.1918794967	-0.0888222437	0.0080015864	-0.1098672485	0.174426424	-0.067759215	-0.0534415379	0.0463474985	0.1206270841	-0.0295391554	0.1163006135	0.0963465653	0.0170496644	-0.0707041312	-0.038554728	-0.0557879716	0.1590081879	0.0437765984	0.2072184803	-0.0812356396	0.0321300211	-0.0588468626	-0.0624805066	-0.0389623073	0.2122710008	-0.0998525116	-0.0461293798	0.151276289	0.1449845808	0.0190545861412942	-0.0073793942453051	5.445545942764203e-05	0.000363077253016	-0.0455211135702171	-0.0598641593657731	0.0035837175765706	0.0020721717806726	0.0628333753732874	0.0633659985997211	0.0040152497785398	0.0039480330608004	-0.000164999799962	-0.0009450212543385	8.930651711515119e-07	2.7224933987500017e-08	0.000235000148457	7.01005891668e-05	4.9140926015324786e-09	5.5225069774812045e-08	1.9402150107879538e-08	0.0002570836202625	3.7644342880869e-16	6.609198780727735e-08	0.0
778.8401232946228	-0.353617911166225	606591.9376535832	0.1250456270975641	1260.255873816354	7.7082904270719155	59.41774130808853	1588244.8674886222	770.8628817471591	-0.7052288897625658	0.4973477869557412	594229.5824555346	947.788790124608	862.075614847555	1.292541	26.669041	0.0595571877778847	0.0296548886178851	-0.0655274313	-0.1392914379	0.1596681541	-1.4947e-05	0.0557215157	-0.195995304	-0.0462412278	-0.0754217158	0.0313151651	-0.0320718114	-0.0717415673	-0.1087933813	0.1783659486	0.0215558962	0.0706846093	0.1602289565	0.1476448589	0.0250387663	0.0349423368	-0.1187450424	-0.115350689	-0.0078293025	0.0761548133	0.0821639151	0.0904941243	-0.2413865015	0.0602720064	-0.0752919343	0.0324647699	-0.1869898615	-0.0789017664	-0.0910887637	0.0014049441	0.0201070459	0.0708740805	-0.1678138458	-0.0322885745	0.0659749571	-0.2037888933	0.0871250961	0.0844142661	0.055688949	0.0273439888	0.0431952536	-0.2012101568	0.0864710705	-0.1345369929	0.0928421419	-0.0193834814	0.0300422387	-0.08763864	0.0033093518	0.0374019644	-0.1188666233	-0.0186015045	0.0300628536	0.021340164	-0.0243197283	-0.0751519953	0.1180928079	0.1333931524	0.1142526243	0.0796326958	0.07729724	0.0824658529	-0.0866151066	-0.0275006888	0.1049446785	0.2181878084	-0.0498947984	0.0066174444	0.1286985444	-0.150706611	0.0505853157	0.0494621399	0.0293777725	0.1410173973	-0.0186800637	-0.0995086262	-0.0706390678	0.051266986	-0.1389460685	-0.0867474055	0.1502346003	0.1408894722	0.0162636404252509	-0.0027909457160433	7.789377989900452e-06	0.0002645059998818	-0.0255217033438128	0.0199994102264042	0.000399976409404	0.0006513573415695	0.0624706929464906	-0.0003626824267967	1.3153854270721285e-07	0.0039025874772147	0.0001450397646094	0.0003100395645714	9.612453159962333e-08	2.1036533317950164e-08	0.0004929881611679	0.0002579880127108	6.655781470251947e-08	2.430373270517073e-07	-0.0001600360087404	-0.0001600554108905	2.561152409355738e-08	2.5617734555329305e-08	0.0
778.3309637219097	-0.509159572713088	605799.0890882767	0.2592434704853743	1253.6276770455495	-6.628196770804607	43.93299243250462	1571582.3526546203	769.712265846946	-1.1506159002130971	1.323916949823196	592456.9721952397	945.5130844850448	871.3964944050829	1.356087	27.980186	0.0693059038937227	0.0364513206488441	-0.0671909841	0.1742995562	0.0035585751	-0.1401884829	-0.1762514256	0.0891758349	0.0896529068	-0.0203494846	-0.1603223795	-0.0709996422	0.0992831629	-0.0051420467	-0.0937809413	0.184706067	0.0870058814	-0.0351033268	-0.0491911209	0.0427722417	-0.1808301842	0.0865487719	0.2196513631	-0.0804113019	-0.172305345	0.1488588139	-0.1038382328	-0.1144666253	0.0125409889	-0.0078305725	0.0724628335	0.099724759	-0.1075772106	-0.0036731339	-0.0685671706	-0.0215855562	-0.0371754469	0.0050041753	-0.0058709021	0.1530924141	0.1377880146	0.0012845431	-0.050674989	-0.0095434004	-0.1534779413	-0.1480673123	0.0114147548	0.095193882	-0.0101461258	-0.0550548902	-0.1481867518	0.0749949921	0.0067263031	0.1942501204	-0.0903141335	-0.1610067747	0.0324656094	0.0822258197	-0.0129731474	0.1105994997	0.1466947737	0.0970477713	-0.0669095872	0.0365412139	-0.1658440624	0.067708569	0.2303563165	-0.0861838792	0.0493830016	-0.0278775416	0.064614017	-0.1151300073	0.0825757523	0.0990422883	0.0230808938	0.1507343035	0.0069656717	0.1157177837	0.101221647	0.0299474687	-0.0523185262	0.0181003416	0.0690205975	0.157956631	-0.0789501321	0.1489877092	0.136024874	0.0174783033292129	0.001214662903962	1.4754059702614009e-06	0.0003054910872679	0.0022545788190342	0.027776282162847	0.00077152185079	5.083125651237648e-06	0.0442581261555403	-0.0182125667909503	0.0003316975891148	0.0019587817307997	-1.898312889786941e-05	-0.0001640228935072	2.6903509594497045e-08	3.603591827531247e-10	0.0002240014243333	-0.0002689867368346	7.235386459292634e-08	5.0176638103347135e-08	-0.000150997798363	9.038210377399992e-06	2.2800335110473203e-08	8.168924682614093e-11	0.0
778.9350357468815	0.6040720249717424	606739.7899139955	0.3649030113534613	1255.4777200426374	1.8500429970879395	3.422659091074126	1576224.305523459	771.4641980456067	1.751932198660711	3.069266428704153	595157.0088661511	946.0242393807372	863.3462074432651	1.315147	27.135468	0.1056930114642967	0.0675433198848255	0.1165095313	-0.0377171602	-0.1374082253	0.112251059	0.0916092509	0.1120315737	0.0270040177	0.1050674171	0.1563397874	0.0286026208	0.1251130813	-0.0623230253	-0.0279551206	-0.1040935585	-0.1290801708	-0.0578323775	-0.0799437105	0.0258633217	-0.0506749443	-0.0310738286	0.0181012554	0.1035739384	-0.0320597195	0.0276428944	-0.0466714484	-0.0113152208	0.0539261275	-0.0134026956	-0.0353548276	-0.0604846103	0.1492933967	0.1530750967	-0.0785017372	-0.0471691104	-0.032865712	0.11511446	-0.1829650863	-0.1606017026	0.0796390106	0.0109030193	-0.0371665163	-0.1708314892	-0.0499779169	-0.0152206848	-0.0107127421	-0.0704289702	0.029492345	-0.0860198616	-0.1355109993	0.0300059083	0.1348584904	-0.0368609892	-0.0102981925	-0.0533717075	0.0007428976	-0.0521928432	-0.1913008057	0.1450353426	0.0477239261	-0.1151613941	0.0655374229	-0.1166132347	0.0191025697	0.0249087164	0.1280160699	0.0390839612	0.0361801483	0.099126103	-0.1117178534	-0.0282496229	-0.060759859	0.04883503	0.0925408362	0.2432732057	0.1062364983	-0.0640768556	-0.0319036382	0.1207545123	-0.2998170744	0.0293469344	0.1205955421	0.0807646704	0.0416454489	0.1475373187	0.1304173552	0.0191723217943007	0.0016940184650878	2.8696985600584263e-06	0.0003675779229842	0.0050770352934108	0.0028224564743765	7.966260549750386e-06	2.5776287370538886e-05	0.0094306927391158	-0.0348274334164245	0.0012129501183754	8.893796553961149e-05	0.0009329997553296	0.0009519828842274	9.062714118620514e-07	8.704885434450934e-07	1.0783152148974295e-11	-0.0002240014135501	5.0176633272464366e-08	1.1627637026792897e-22	-3.3972460641070595e-11	0.0001509977643905	1.1541280820090908e-21	2.280032485094084e-08	0.0
778.4516959633282	-0.4833397835532196	605987.042948182	0.2336173463652731	1256.769120134626	1.2914000919886348	1.6677141975882546	1579468.6213239622	770.6699499353186	-0.7942481102880947	0.6308300606962095	593932.1717333065	947.2722690612312	858.82918754258	1.200884	24.77787	0.1318153962236535	0.0826252490385227	0.0029788685	-0.1626902483	0.0567390134	-0.1410150458	0.1125447008	-0.1742123469	-0.0866586227	-0.0372172348	-0.0621440862	-0.1434830487	0.0230010097	-0.126421588	0.1052316916	-0.1082090087	0.0286760246	0.0957774082	-0.2540456439	-0.0119180178	-0.0688019706	0.0023355325	0.0797536335	-0.1769270221	0.0349309212	-0.0639553509	0.1770538347	-0.0370193246	-0.1204496421	-0.2515018188	-0.0451515088	-0.1815388418	-0.0479953547	-0.0054952071	-0.0061115941	-0.1568974521	-0.1118660543	0.2179987379	0.0655050721	-0.0406237719	-0.1848072702	0.0290355914	0.1123862661	0.1396471016	-0.1879951175	0.0909690407	-0.0890751272	0.0115537721	0.0301671818	-0.1407027359	0.0861490943	-0.1482564377	0.0029131969	0.2388790908	-0.1459822879	0.060984769	0.0042188089	-0.0877853688	-0.1153041823	0.0165287564	-0.0724384713	-0.0032378366	0.1831440312	0.0637870698	0.1112804337	-0.0391945494	0.0724688713	-0.1513592751	0.0116529114	-0.0656266747	0.0406127521	0.0535027183	-0.001919985	0.1964743157	-0.0615005253	0.0019508945	-0.0575010169	-0.0461189933	-0.076745817	-0.039086796	-0.1210344247	-0.2225706439	-0.0327238811	-0.0020643404	-0.101334344	0.1458854101	0.124097542	0.0198720109677026	0.0006996891734019	4.895649393758346e-07	0.0003948968199004	-0.0346204591363772	-0.039697494429788	0.001575891064003	0.0011985761908135	0.0442989006797063	0.0348682079405905	0.0012157919249882	0.0019623926014304	-0.0001980003297564	-0.001131000085086	1.2791611924645391e-06	3.9204130583643135e-08	1.2627676682086527e-11	1.844524533112232e-12	3.402270753252897e-24	1.5945821838731182e-22	-4.063939885567275e-11	-6.666938214602153e-12	1.6515607393504556e-21	4.4448065157322543e-23	0.0
778.3961154632943	-0.0555805000338978	605900.5125683462	0.0030891919840181	1255.0272102355957	-1.741909899030361	3.0342500963399623	1575093.2984317422	770.7157882888596	0.0458383535409439	0.0021011546553445	594002.8263177183	947.0496907872478	861.8559928088023	1.321618	27.268999	0.1229131661212266	0.0815761744984935	-0.1621847055	0.0574703533	0.0810360421	0.1142608062	-0.2086693845	-0.1291506511	0.000407906	-0.0251934536	0.0911618309	0.052232026	0.1655238923	-0.0269037718	-0.0152837158	0.1366702906	0.1326486073	0.0832442239	-0.0063664113	0.0397932785	-0.1503950563	-0.0312914724	-0.0414515466	0.0891938203	-0.0346395776	0.0679670447	-0.2061770113	0.3220173485	-0.101764561	-0.0391092262	0.0786706326	0.0911872241	0.0898557735	0.0770271124	-0.0904739943	0.0983072208	0.1301620898	0.0290798097	0.1773526367	0.2409501122	-0.0406433925	-0.0367929689	-0.0604045324	-0.1254987143	0.0734975794	-0.0928268939	0.1558820754	0.0303235385	0.0022163027	0.0484076862	-0.0709845476	-0.127396753	0.2900587384	0.0251774782	0.0794268136	0.0230114385	-0.0655478522	-0.1432866112	0.0483822261	0.082809743	-0.1492135793	0.1743059656	-0.104760722	0.1326628278	0.0236150081	-0.0384859084	0.1337052953	0.1472077314	-0.0001927646	0.0211382969	-0.1634408625	0.0004379781	0.0777660828	0.2127777962	-0.1739554997	-0.0335663223	-0.1162205925	-0.0195457995	-0.1005784464	0.0340483028	0.0772900405	0.0318791717	0.1558025273	0.1385770844	-0.0356881544	0.1440342395	0.1170999511	0.0204992830075383	0.0006272720398356	3.934702119596386e-07	0.0004202206038231	-0.0075337543515416	0.0270867047848356	0.0007336895761008	5.675745462937199e-05	-0.0199002773932051	-0.0641991780729114	0.0041215344652373	0.0003960210403265	0.0004219998734948	0.0006200002032511	3.844002520315293e-07	1.780838932296272e-07	3.892441924335799e-12	-8.735234757750728e-12	7.630432627301642e-23	1.5151104134326977e-23	-2.815295465827781e-11	1.248644419739494e-11	7.925888559910463e-22	1.5591128869465776e-22	0.0
