global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	c_comp_cor_07	c_comp_cor_08	c_comp_cor_09	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2
1220.915637965989	n/a	1490634.9950298977	n/a	1945.451715231965	n/a	n/a	3784782.376298994	1204.609791834214	n/a	n/a	1451084.7505828687	1435.2435154957136	1091.9364581654663	n/a	n/a	n/a	n/a	-0.1094636435	0.0565327809	0.2092583613	0.0525678266	-0.1024201847	0.0132340674	0.1560474673	-0.0049388496	0.0018165126	-0.1340733472	0.0809546491	-0.0703652302	-0.1085837066	0.0792468997	0.1726342593	-0.0206396716	0.1567540347	-0.0833358467	0.0105746976	-0.0440620956	0.027266984	-0.0504774625	0.1652009933	-0.0159645704	0.045330716	-0.1580425043	0.1249367926	-0.091604663	0.0431263678	-0.0015470509	-0.0523712942	0.2048029533	-0.0330936659	-0.2611968736	0.0207439842	0.0025026679	0.0807307105	-0.0577988453	0.0579254953	-0.0643854989	0.209964754	-0.0897326267	0.1725360961	-0.0365078916	0.0810091729	-0.0240298635	0.0314832742	-0.0386567506	0.0190250523	-0.0482667224	0.0294513952	-0.0854638776	0.0886143779	-0.0528378577	0.139644839	-0.2262094262	0.0894609131	0.1573741354	-0.0632486954	-0.141695943	-0.021364475	0.1083671201	-0.0703694079	0.0514170427	-0.0889810548	0.0286110501	-0.1734098994	0.1597829528	-0.1514447624	0.1199444031	-0.1081435797	0.006878983	-0.0947001715	0.0677432689	-0.101443571	0.083949511	-0.0949051852	0.0960334318	-0.1139603993	0.0075419678	0.2110297921	-0.1035896207	-0.1635367275	0.153366806	0.1532882396	0.0274224988032472	n/a	n/a	0.000751993440614	0.0465192015902715	n/a	0.0021640361165963	n/a	-0.1442909243906598	n/a	n/a	0.0208198708615111	0.0011990040365715	n/a	1.4376106797147509e-06	n/a	0.0005699992027941	n/a	3.248990911859096e-07	n/a	-8.415655696489624e-07	n/a	7.082326080185826e-13	n/a
1221.6065826735742	0.6909447075852313	1492322.642831408	0.4774045889400408	1943.2578675102263	-2.1938477217386207	4.812967826177736	3776251.139640392	1204.6446628346162	0.0348710004020631	0.0012159866690406	1451168.763695926	1435.9050053338112	1098.8004157854164	1.261437	23.260801	0.1108066629588912	0.0582777071937751	-0.0912486345	-0.068757039	-0.1226375669	0.3001451229	-0.0617536694	-0.0057843977	0.066505728	0.2812687121	-0.1894166362	-0.2277579444	0.0406860622	-0.182295522	0.0002359708	0.0739052791	0.126416851	-0.0178911831	0.1397569298	-0.0991604372	-0.0985554777	-0.1687883738	0.0213839541	-0.0264411771	-0.0551819038	-0.0355639679	-0.0869674575	-0.010846362	-0.1014876512	0.1341479929	0.0660101144	0.008630123	0.1094912776	-0.0774482969	-0.0269587912	0.0370273267	-0.1266686225	-0.030180276	-0.0567657561	-0.0322923415	0.0457946803	0.0089763605	0.0486251044	-0.2732102675	0.0745911926	-0.0510716142	0.0914223651	-0.0306915232	-0.0100181037	0.0554653341	-0.1243848881	0.1364469554	-0.0123239683	-0.0348261545	-0.1012211981	-0.1826579431	0.0932869016	0.0608174936	0.0448029689	0.1703560026	-0.1282192568	-0.1151566365	0.0298907373	0.0713084537	-0.061909646	-0.2219799623	-0.0275689161	0.0257639952	-0.0459431863	0.2362203162	0.0724358312	-0.1209640893	-0.1181243708	-0.0028081651	0.1065683769	-0.1246665493	-0.0012582365	-0.1061927755	0.1163051592	0.0019340503	0.0719129466	-0.2146459687	0.2758469161	0.0464696449	-0.016155715	0.1531573254	0.1524510324	0.0206396628585565	-0.0067828359446907	4.60068634525882e-05	0.0004259956829148	0.0087656708134318	-0.0377535307768397	7.683698480945013e-05	0.0014253290861177	-0.1327537335624242	0.0115371908282355	0.0001331067722071	0.0176235537747631	0.0004179996962216	-0.0007810043403499	1.747237460413499e-07	6.099677796453825e-07	0.0008829999487003	0.0003130007459062	7.796889094047325e-07	9.796946693783757e-08	-1.8454364324418829e-07	6.570219264047741e-07	3.405635626183824e-14	4.3167781177664043e-13
1229.771475264418	8.16489259084392	1512337.8813740232	66.66547102001793	1951.8090690645536	8.551201554327235	73.12304802272853	3809558.642082639	1211.0190501493566	6.374387314740488	40.63281363832446	1466567.13982465	1440.0141935000863	1128.4399238754168	1.410543	26.010302	0.0420851047349136	0.025381838162508	0.1200080174	-0.0587290897	0.2160966591	0.0171883724	-0.238600151	0.0884122358	0.0052963393	0.0358173928	0.203152718	0.0177108089	-0.0826218349	0.1015565109	-0.2433526386	0.1275590614	-0.1245863033	0.0711204397	0.1075414765	0.0620426678	-0.0241134111	0.0502698986	0.0674508514	-0.0404265312	-0.1079697364	0.0843020302	0.0212354174	-0.0352576149	0.1932487738	0.0946459394	-0.0231487246	-0.1350960308	-0.0110556596	-0.2475638215	0.213351566	-0.1396685264	-0.0342682726	0.0092040155	0.0061372084	-0.2070217028	-0.028205861	-0.231889431	-0.0512324118	0.0049709407	0.1444306611	-0.0011905714	0.1980744906	-0.0375085812	-0.0861956652	-0.0052287784	-0.2740176949	0.3075378385	-0.0864742324	-0.0684096374	-0.0545426206	0.3285847872	-0.0619636499	0.026800893	-0.0784614392	-0.1140986873	0.0502131312	-0.1275075892	0.1485091628	0.0133295591	0.006526993	0.1088588481	0.0102082361	0.0149168413	-0.0424547504	0.249047406	0.0244403951	-0.173842762	-0.2099219864	-0.0981036635	-0.0189675916	0.0195188223	-0.1432349933	-5.73342e-05	-0.058469553	-0.2492657663	-0.09576128	0.0999044833	0.0087014093	0.0879511403	-0.1784316966	0.1527386503	0.1507811905	0.0206364738805717	-3.1889779847985023e-06	1.0169580587529516e-11	0.0004258640542235	0.0252010670337625	0.0164353962203307	0.0006350937796401	0.0002701222489192	-0.1513971647058554	-0.0186434311434312	0.0003475775247998	0.0229211014809719	0.0002780000730001	-0.0001399996232215	7.728404058806091e-08	1.9599894502161973e-08	0.0008829995743036	-3.7439670005738607e-10	7.796882482203389e-07	1.4017288901386037e-19	-1.22773398104724e-07	6.177024513946428e-08	1.5073307282181046e-14	3.815563184589511e-15
1229.4472951434902	-0.3241801209278492	1511540.6515356444	0.1050927508047949	1954.9356086632724	3.126539598718864	9.775249862357114	3821773.23401964	1210.8446998147404	-0.1743503346162924	0.0303980391808131	1466144.8870694486	1441.301660659865	1144.799268315432	1.193274	22.00388	0.0663408974480809	0.0289259135062423	0.1492344327	-0.0149414196	-0.0134108141	-0.1241495546	0.0182792639	0.1029109864	-0.0916293002	0.0892974655	-0.0448806223	0.1251471615	-0.114265811	-0.2826564979	-0.0731305044	-0.0617012476	-0.1952123742	0.101503689	0.0267384963	0.133662524	-0.059133599	0.0194901615	-0.0684182409	-0.1579198321	-0.0503309731	0.0479843164	-0.0213265386	-0.158856588	-0.0182548501	-0.1064300086	-0.0653546351	-0.0451349981	0.0867784697	-0.0665011029	-0.212668865	-0.062846787	-0.0140348743	-0.0275827182	0.1168187563	-0.0224822222	-0.1247227377	-0.0975569024	-0.143407546	0.028859362	-0.0706789832	-0.0422510865	0.163021421	-0.0181763667	-0.076813579	-0.0558437827	0.0058696646	-0.0847787121	-0.1012156637	0.0708331626	-0.0915199147	-0.0131690356	0.144341501	0.0163711361	-0.1126106734	0.2573443827	0.0509790491	-0.1030656615	0.122220618	-0.0255234207	0.0485059248	0.0615326578	-0.0225170634	-0.0587458342	-0.0256378454	0.0875372781	0.0530789518	0.0312907938	-0.2601111964	0.1925021051	-0.2303446308	-0.049777222	0.0345092434	0.0631178848	0.1283244135	-0.0289107792	0.1240994144	0.078018989	-0.1404622507	0.1003589523	0.1025635205	0.1521113526	0.148287834	0.0039728388411077	-0.016663635039464	0.0002776767327284	1.5783448457413973e-05	0.0390913310543368	0.0138902640205742	0.0015281321635997	0.0001929394345612	-0.1447439587611825	0.0066532059446728	4.426514934223069e-05	0.0209508135978589	0.0005340609386656	0.0002560608656655	2.852210862083819e-07	6.556716692536527e-08	0.0007239552658924	-0.0001590443084112	5.241112270133355e-07	2.5295092037996907e-08	-0.0001676934481888	-0.0001675706747906	2.8121092565449748e-08	2.8079931049808957e-08
1224.5349221052695	-4.912373038220721	1499485.7754553584	24.13140886663788	1960.6695897180125	5.73398105474007	32.878538736118045	3844225.240045	1206.323428703757	-4.5212711109834345	20.44189245901338	1455216.214639588	1441.3728997592268	1132.1715878384855	1.163609	21.456861	0.0793448522851086	0.0364564206221311	-0.0086666146	-0.0503532425	-0.12045267	-0.0830542128	0.1598203201	0.0169020974	-0.110271536	0.1391745811	-0.0532764633	-0.0145997367	-0.0198779306	-0.0031902781	0.1205480967	0.1416801255	0.0786836038	0.1087331823	0.123865909	-0.060050758	0.0236043458	0.0165447362	-0.1187012231	-0.0932235353	0.0954678001	0.0584796003	-0.1227611533	-0.0463586778	-0.1083507585	-0.0072857912	-0.07332213	-0.0034127588	0.2078039342	0.0068893562	-0.1277562867	0.0122592069	-0.119822464	0.0523409438	-0.0967426045	0.1207316936	-0.0416449598	0.0176522869	-0.0389854863	-0.1302240379	-0.0934566679	-0.214296693	-0.003987199	-0.0728661456	0.0861807798	0.0187643127	-0.106298868	0.0566531459	-0.0138137764	0.0412236194	-0.1419112673	-0.159435271	0.1607073958	0.009741812	-0.0412010449	0.041504117	0.1574672819	-0.1183947973	0.0704269831	-0.0377626101	0.0151801409	-0.0838108322	-0.0520199772	-0.0279391515	-0.0914363436	-0.0628219048	0.0400555024	0.2002519297	-0.119276388	0.1361478901	-0.0286130264	-0.0576915256	0.0838163323	-0.0044244986	-0.0411753844	0.2748137963	0.025702744	-0.053286273	-0.1533167375	0.2363892564	0.1234188686	0.151276289	0.1449845808	0.0056793229820044	0.0017064841408967	2.912088123131948e-06	3.2254709533923355e-05	0.0498331822412581	0.0107418511869213	0.0024833460522904	0.0001153873669219	-0.1182371061135967	0.0265068526475858	0.0007026132372808	0.0139800132621179	0.0010260004741314	0.0004919395354657	1.0526769729178574e-06	2.42004506554307e-07	0.0005750000205846	-0.0001489552453078	3.306250236722904e-07	2.2187665104706873e-08	-7.949427683042127e-07	0.0001668985054204	6.319340048791651e-13	2.7855111111595263e-08
1224.2380539899398	-0.2968681153297439	1498758.8128370747	0.0881306778994341	1949.5460625513429	-11.123527166669646	123.73285662763764	3800729.8500094446	1206.890178904814	0.5667502010571752	0.3212057903983485	1456583.903936894	1436.9090510626731	1126.923837872833	1.109015	20.450157	0.0513414473999395	0.0262612504136197	-0.0488460649	0.0568102694	-0.0005459049	0.0891880361	0.0319754255	0.0870374587	0.071349901	-0.0787586206	-0.0148235036	-0.2276347363	-0.067076955	-0.1135541968	0.1085099604	0.0691488897	0.0043397436	-0.105609316	0.0316335919	-0.1023685239	-0.0437335223	-0.2017603551	0.0042588433	-0.1168069946	0.1339076127	-0.0463203079	0.0263161743	0.1531468232	-0.0702192402	0.1391398763	-0.1471677973	0.022430504	-0.0593961872	-0.1678911596	-0.0680463508	-0.055324572	0.0467073722	0.007349602	-0.0324518667	-0.0171495415	-0.107332301	0.0560929758	0.2122411103	-0.1252012014	0.0477856502	-0.0983688384	0.0165522028	0.0440539722	-0.1440480956	0.0923803343	-0.060429792	0.0191113093	0.0709673109	0.1768311143	0.1206770046	-0.0615551088	-0.1106817921	0.0969515666	-0.1887073795	0.0144311613	0.0630432727	-0.0347022333	0.0207246778	0.1781278766	0.041490928	-0.043093124	-0.0188357769	0.0269766892	-0.0834355265	-0.0982885209	0.0205762662	0.085566838	-0.0131633282	-0.0675201824	0.1499734486	0.0517589129	-0.0100226789	0.0702513444	-0.0416946071	-0.0878931167	-0.0888307694	-0.2552381758	-0.0490942856	0.1649498214	-0.0392340593	0.1502346003	0.1408894722	0.0095122226569941	0.0038328996749897	1.469111991853615e-05	9.04823798762319e-05	0.0317911698203658	-0.0180420124208923	0.0010106784785473	0.0003255142121956	-0.1044506372714124	0.0137864688421842	0.0001900667231365	0.0109099356264041	0.0008100004281345	-0.0002160000459968	6.561006935780733e-07	4.6656019870662884e-08	0.0004780001201589	-9.69999004257e-05	2.2848411487192286e-07	9.408980682595712e-09	-1.9355995343908842e-07	6.013828148651243e-07	3.7465455575342084e-14	3.6166129001510034e-13
1229.1138678546922	4.875813864752445	1510720.900152722	23.77356084371217	1950.388452227024	0.8423896756810336	0.709620365693997	3804015.114580526	1209.2263285917395	2.3361496869254097	5.457595359721689	1462228.3137594576	1438.1729734975129	1136.3208826360967	1.138404	20.992079	0.0844100720432909	0.0423410157439547	0.0133146679	-0.156699168	-0.0169815217	0.1346440782	-0.1231695484	-0.036253032	0.0776525235	0.1385257702	0.1001980723	-0.0998736328	0.1577128994	0.0566797838	-0.0328444015	-0.18588388	-0.0637364228	-0.2415422113	0.2185353408	-0.0031569204	0.0550899572	0.0137022147	-0.0886386111	0.0879299659	-0.0717809814	-0.0688435258	-0.0959494645	-0.0234100598	-0.0005805925	-0.0393608717	-0.0485566617	0.0066664051	0.0449692418	-0.0744304825	-0.0120992204	0.1540330927	-0.0694508171	-0.2010131594	-0.0224320235	-0.1382332946	0.1029982099	0.0061601095	-0.0241066307	-0.2201206038	0.0041390166	-0.0936622217	-0.1052752232	0.0859485875	-0.0291079405	0.0297372974	0.1588962847	-0.0535714945	0.0302421414	-0.0924198022	-0.0564260512	0.1481323929	-0.0531175247	0.0002725478	0.042108984	0.0081374746	0.1480719055	-0.0606106622	0.1610925023	0.0177002692	0.0475490632	-0.1791104034	-0.1151949181	-0.0450297721	-0.0896185463	-0.0093447589	-0.0481731017	0.0525913335	0.2187348055	0.0544754959	0.012477017	-0.0663486619	-0.0001593528	0.0660996976	-0.04173736	-0.1275568568	-0.091888137	-0.0770699063	-0.0276244243	-0.1285958566	-0.2083355555	0.1489877092	0.136024874	0.0328379301948444	0.0233257075378503	0.0005440886321413	0.0010783296594814	0.0343739836636558	0.00258281384329	0.0011815707529092	6.670927349090479e-06	-0.1212519795771811	-0.0168013423057687	0.0002822851032756	0.0147020425513851	0.000648916492607	-0.0001610839355275	4.210926143773708e-07	2.5948034285027774e-08	0.0003236683198144	-0.0001543318003445	1.0476118125147673e-07	2.3818304597574607e-08	0.0005183948713022	0.0005185884312556	2.6873324259242454e-07	2.689339610321848e-07
1230.704135862298	1.5902680076058004	1514632.6700285657	2.5289523360145223	1959.9997913376967	9.611339110672816	92.37783950034893	3841599.182043815	1212.1662269143496	2.9398983226101336	8.643002147285877	1469346.9616717706	1440.8041470194098	1139.6670403235514	1.200422	22.135677	0.0834905902415048	0.0387760514939806	0.136678584	0.1288435451	0.0670752778	0.0471162803	-0.059616197	0.1231831999	-0.129132174	-0.0811224151	0.1187854367	0.0550619582	0.0109431231	0.0240390621	-0.12271314	0.0264689073	-0.2004600892	-0.034719463	-0.0117749629	-0.0290946554	-0.0583687711	-0.0070525057	0.077422501	0.0190789181	0.146506096	-0.1717340692	0.2448314051	0.1862826237	0.02387696	0.0791207936	-0.0713708763	0.0366724374	-0.1200867526	0.0178537434	0.1781116851	-0.0370244142	-0.0318735848	0.0803589097	-0.1191492812	-0.0869958659	-0.1591866642	0.0363179372	0.0007651315	0.060907771	0.0388519741	-0.030034065	0.0690222477	-0.025731873	-0.215910044	0.069085301	0.0806681879	0.0247287883	0.120072756	0.0808379189	0.0058027233	0.0128841095	0.0202829929	0.0582846298	0.1170693878	-0.2303725914	-0.0446603669	-0.0239268068	0.0959124218	0.1882192439	0.0799313496	0.0564616119	-0.0006986774	-0.0240078724	-0.0354259044	-0.0283043258	0.0647953442	0.0822394698	0.0855526434	-0.0431318316	0.0361866773	0.0752103777	0.0296795841	-0.1160262367	-0.034731389	-0.0640384763	-0.0027626187	-0.0651827738	0.0041394402	0.042682452	-0.1791826922	0.1475373187	0.1304173552	0.0159682973470438	-0.0168696328478006	0.0002845845124195	0.0002549865201636	0.0440709248064052	0.0096969411427493	0.0019422464132918	9.403066752594596e-05	-0.1082790382488809	0.0129729413283002	0.0001682972067075	0.0117243501241026	0.0008099998635796	0.0001610833709725	6.560997789989706e-07	2.594785240389627e-08	0.0005229997675555	0.000199331447741	2.73528756863107e-07	3.9733026058562876e-08	-2.1180843719307294e-07	-0.0005186066797393	4.486281406617193e-14	2.6895288827031736e-07
1228.512496754303	-2.1916391079951154	1509242.954681491	4.803281979693625	1959.9023668673929	-0.0974244703038493	0.0094915274139856	3841217.2876524087	1211.4865054859831	-0.6797214283665198	0.4620212201806219	1467699.552974639	1444.797533473123	1147.989625651846	1.241719	22.897205	0.0415446170575441	0.0239843277993478	0.0476474008	-0.1272649729	-0.1249890615	-0.1506338079	0.0626963394	-0.014879849	-0.0261671241	0.1677173362	0.1156255983	0.0792070728	-0.0029610917	0.0696439275	0.0651066498	-0.019679635	-0.0391430717	0.1993525251	0.0488370321	0.1491366911	0.0466571569	0.103083368	-0.0207032711	-0.0166460134	-0.0279801743	0.0559922908	0.1036518824	0.1032152681	-0.0145512687	-0.0302404182	0.1523528872	-0.0288265261	-0.0721115329	0.1939269835	-0.1642984889	-0.0977462298	-0.0138838156	0.1579297837	-0.0821453223	0.0767985357	0.0014662183	-0.1416506189	-0.1736678204	-0.0283785582	-0.080680904	-0.0913419221	-0.0700300356	-0.0761288457	-0.0116664075	-0.15470312	-0.0358083153	0.0420162133	-0.0405008591	-0.0314956831	0.0407504897	-0.0358683213	0.0025087456	0.1022478144	-0.1254748772	-0.1471900213	0.0429582925	-0.0574374698	0.1466545844	-0.119777902	-0.0274757	-0.0232139726	0.0012795591	-0.0658006394	-0.0546416216	-0.1807766418	0.0292392726	0.1227906879	0.0043714065	0.1346975807	0.0631761931	0.0119901953	-0.031423633	-0.0585869778	0.0081856441	-0.0550620519	0.0103260399	-0.0183853774	-0.0870850159	0.0126499182	0.0922624856	0.1458854101	0.124097542	0.0207755961623661	0.0048072988153223	2.3110121899799195e-05	0.0004316253959017	0.045445486120144	0.0013745613137388	0.0020652922086962	1.8894188052273415e-06	-0.086496521473208	0.0217825167756729	0.0004744780370824	0.0074816482269651	0.0009070008231832	9.70009596036e-05	8.226504932550025e-07	9.409186164019241e-09	0.0006969992930832	0.0001739995255277	4.858080145584805e-07	3.0275834883864725e-08	-8.161263620955921e-07	-6.043179249025192e-07	6.660622389073856e-13	3.6520015435848683e-13
1227.441532027746	-1.070964726556895	1506612.71454662	1.146965445529084	1950.81667681518	-9.08569005221284	82.54976372487936	3805685.706540223	1209.3609985351563	-2.125506950826775	4.517779798012936	1462554.0247779505	1438.6443139813805	1139.224036431595	1.221617	22.526525	0.0946589011718038	0.0436869546772958	0.0439246995	0.0739010356	0.038787082	-0.03486829	-0.0094230992	0.1091363225	0.052310331	-0.0067405594	0.0180329958	-0.1231108902	-0.0428037102	0.0572480486	0.0719205514	0.0007906289	-0.0527961201	0.0164051608	0.0929321788	0.0572193453	-0.0438722278	0.0232877081	-0.1289492158	0.1122694028	0.1810330909	0.1196309701	-0.003517144	-0.0842452313	0.042022498	-0.1552130646	-0.0165220519	0.049473826	-0.1620108639	0.0839198572	-0.1403889867	0.1699380076	0.0454589905	-0.0305922574	0.0917525682	-0.0300018395	-0.1220858323	-0.0526141177	0.0615236286	-0.0072945231	-0.0198786377	-0.1038802125	-0.1302728516	0.1012442333	0.072511992	-0.0855905157	0.119343416	-0.1678456554	-0.1400915289	-0.0932933962	0.1955691977	-0.016262137	0.0349225955	-0.0638421347	-0.0027049809	0.0259702585	0.0411570236	0.036034497	0.0267429104	0.079560151	-0.0288200597	0.0667105967	0.1550935679	-0.0228313599	0.0317905704	0.0126399508	0.0078522444	0.2825159392	-0.0507472338	0.0713370315	0.064534368	-0.0474106726	-0.0396085551	0.2657194345	-0.0790694969	0.0649815916	0.003416998	0.2097113388	-0.0003068599	-0.2083415906	0.0208549474	0.1440342395	0.1170999511	0.0043731356476399	-0.0164024605147262	0.0002690407109371	1.912431539265885e-05	0.0220992804424042	-0.0233462056777398	0.000488378196072	0.0005450453195473	-0.0665199825996154	0.0199765388735925	0.0003990621053681	0.0044249080850531	0.0008371957952194	-6.980502796380004e-05	7.008967995330435e-07	4.872741929026906e-09	0.0008828145016053	0.0001858152085221	7.793614442446143e-07	3.4527291718111534e-08	-0.0004438698119911	-0.000443053685629	1.970204099970145e-07	1.962965683494447e-07
