global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	c_comp_cor_07	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2
1275.8759966912278	n/a	1627859.5589328338	n/a	2037.8216205544184	n/a	n/a	4152716.957199036	1258.3604876762995	n/a	n/a	1583471.1169449342	1492.3634865291056	1151.317315156389	n/a	n/a	n/a	n/a	-0.0043106343	-0.0114019737	-0.0276169334	-0.1343403612	-0.1252581677	0.1004806248	0.0125125866	-0.0002876645	0.0247312885	-0.0104713345	0.0504055427	-0.022152855	-0.0594954285	0.0360610129	-0.0386479602	0.0452805412	0.026112251	-0.0265344407	0.1258094687	-0.0628842944	0.1098886685	-0.0453333775	0.0249352447	-0.0753182855	0.1138780752	-0.0926147683	0.0082730652	-0.1018576798	0.0018698838	0.0100570175	0.0860073391	-0.2320442674	-0.0204871472	0.0117651995	-0.110158426	-0.0741186939	0.0316850013	-0.0757933633	0.052132083	-0.1057284233	0.0235865464	-0.0181732647	0.1024338791	-0.1049970499	0.1583872106	-0.1217564235	0.1296967465	-0.0410495911	0.0973482216	-0.0291037865	0.1153781277	-0.0811631646	0.0094155641	0.0831974076	-0.0358949851	-0.0513726416	0.0312564093	-0.0363568762	0.0902559582	-0.175355431	0.0045468313	-0.076870487	0.0627557941	-0.1711712938	-0.0184396516	0.1798329597	-0.136592533	0.0783559049	-0.0174314461	0.0823201664	-0.1070597689	0.0790410858	-0.0034131292	0.0588073016	-0.0173219305	0.0461533829	0.0768391196	-0.3397045079	0.153366806	0.1532882396	2.775951077182981e-05	n/a	n/a	7.705904382913351e-10	0.0652411106860739	n/a	0.0042564025235525	n/a	-0.1381607852849526	n/a	n/a	0.0190884025905547	-8.699994612238864e-05	n/a	7.568990625298527e-09	n/a	2.009580968298508e-08	n/a	4.0384156681475695e-16	n/a	-0.0004620000768205	n/a	2.1344407098214794e-07	n/a
1280.0243420917534	4.1483454005256135	1638462.316347426	17.208769562062013	2036.9292687051309	-0.8923518492874791	0.7962918229267839	4149080.845707619	1261.8560450731125	3.495557396812956	12.218921514413768	1592280.6784875568	1497.353754324294	1154.1385814345708	1.070444	20.51037	0.1205780195551021	0.0670539138389581	0.0886099507	-0.1233957152	0.1337766098	-0.0612280098	-0.1377090076	0.0003212175	0.0093450383	0.1136748212	-0.0446320655	0.1662400924	0.1784132615	0.1764084432	-0.0467669449	0.1826273651	-0.2210664534	0.0619793928	-0.0816534175	0.1602475742	-0.0114316794	0.0812400833	-0.1383947333	0.0645905171	-0.2589492292	0.1243388891	-0.1629825758	-0.1046308228	0.1528022287	-0.0301893633	-0.0422479207	0.1940601652	0.024003054	-0.114875692	-0.1161363594	0.1034104352	-0.1200242726	0.0299294321	-0.0235351968	-0.1370941987	0.1571910572	0.0725256791	-0.1997121137	-0.0624570195	-0.0686631263	0.0864673211	0.177397851	-0.1814791809	-0.1153226091	-0.0744119605	0.0665048778	0.2432122805	-0.0597780006	-0.0684460866	-0.0081379836	0.0731577485	-0.1127986266	-0.0639763385	0.1020679917	-0.1137099559	0.2434582076	0.0756873915	0.0895092795	-0.075408425	0.1009527206	-0.0700431732	-0.0547863866	0.1756773904	0.0531778227	-0.1286265769	0.0102148411	0.1280599658	0.0026389684	0.1546872615	0.0354476898	0.077655565	0.0151576189	-0.0185775305	-0.0515256319	-0.2229488325	0.1531573254	0.1524510324	0.0196726644253857	0.0196449049146138	0.0003859222891042	0.0003870137255938	0.0986483870081542	0.0334072763220803	0.0097315042593105	0.0011160461112598	-0.1905348568376723	-0.0523740715527197	0.0027430433710094	0.0363035316701522	9.099999227679552e-05	0.0001779999383991	8.280998594376844e-09	3.1683978070113365e-08	-1.5330256397660946e-08	-3.5426066080646024e-08	2.3501676121802437e-16	1.255006157950299e-15	-0.000337000105972	0.0001249999708485	1.1356907142513925e-07	1.5624992712125848e-08
1281.470827212749	1.4464851209957033	1642167.4809973277	2.0923192052619544	2036.716149343324	-0.2131193618067755	0.0454198623769272	4148212.6729958975	1259.4921091805518	-2.363935892560676	5.588192904136639	1586320.3730880748	1494.2388975788035	1173.313747387121	1.093868	20.95919	0.0957519146991064	0.0479432889875603	0.1444040325	-0.1386727815	0.0905206074	0.1819990239	-0.1420948637	0.016881858	0.1061729151	0.0221455371	0.1055036059	0.1755136708	0.0771784851	-0.1196828977	0.0225979203	0.1856842594	-0.1842672702	0.0756006304	-0.0609889943	0.1085732014	-0.03824318	0.0510773803	-0.1534860594	-0.0154284444	-0.1172953246	0.0960192651	0.1525209525	-0.0027300154	0.0692918529	-0.1414995501	-0.3107800417	-0.0293815536	0.0101360179	0.0844595406	0.1488158139	0.0264069723	-0.1688643615	-0.0401284669	0.1287891426	-0.0446704485	0.0481497904	0.1505949586	-0.0924027361	-0.1081652976	0.0869550125	-0.0532834277	0.1572829049	-0.0550820021	-0.0697978131	0.1359844357	-0.0347524308	0.067224134	-0.0496961235	0.0320206717	0.0065175658	0.1049064446	-0.1474072595	-0.0041240911	0.1098800361	0.141859531	0.1605739859	0.1703921472	0.0533102252	-0.0898423592	-0.0017941053	-0.2397348433	0.0174137943	0.1978954962	-0.1099187644	-0.1861223462	0.0343678657	-0.1750940349	0.2018726205	-0.0327125143	-0.0838224014	-0.0984203737	0.0131126251	0.0475177404	-0.0955183488	-0.094968224	0.1527386503	0.1507811905	0.0361042357314431	0.0164315713060574	0.000269996535586	0.0013035158377516	0.1034134384525629	0.0047650514444086	0.010694339252582	2.270571526786141e-05	-0.2161164637549575	-0.0255816069172852	0.0006544186124704	0.0467063259059478	0.0001774618153663	8.646182308950447e-05	3.149269591310275e-08	7.475646851960768e-09	0.0003000229463148	0.0003000382765711	9.001376831541337e-08	9.00229674078145e-08	0.0002559734949944	0.0005929736009664	6.552243013964813e-08	3.516176914430594e-07
1280.9315877111967	-0.5392395015524016	1640785.7323963272	0.2907792400344826	2032.346740265596	-4.369409077728051	19.091735688532296	4130433.272668194	1257.273591258181	-2.218517922370665	4.921821771879854	1580736.883275244	1490.8648655856448	1177.1853007665954	1.07055	20.512402	0.0531008115384772	0.0268760525689396	0.1759506158	-0.0635006468	-0.1268594662	-0.0310452095	-0.0648947982	0.0400905665	0.114037956	0.0263349857	0.2618809557	0.0301797378	0.0562609919	-0.0498077458	0.0914139613	0.1398599993	-0.0089020882	0.0519685299	0.1906541705	-0.0140043538	0.0589553781	-0.1596650676	-0.0052681388	-0.1086425084	-0.2930750529	0.0339706043	-0.093477454	0.0458216684	0.0246621364	0.1173241632	-0.0739955274	-0.1191991842	-0.2224346327	-0.0070581655	0.1971974114	0.026854262	-0.1481829114	-0.0255637231	0.2330149879	0.0722076679	0.0068578139	-0.0845288567	-0.0777736943	-0.0204865418	0.0765242245	0.0998331363	0.1685918211	-0.1411824034	-0.2661802873	-0.0305698238	0.1522906071	0.0058186019	-0.1462825647	0.0021189559	-0.0278956873	-0.0869381903	-0.1865423887	0.1425217396	0.0796947083	0.0916015899	0.1455485118	0.0125476766	0.0772954509	-0.0377408388	0.0166713396	-0.0956536105	-0.0824896698	0.0932307893	0.0908742165	-0.0354538419	-0.0531642509	-0.0529156443	0.0628868747	-0.1213492198	-0.1448200914	-0.2185279678	-0.107621217	0.1459474416	0.0369502415	0.1213873106	0.1521113526	0.148287834	0.0300428408539517	-0.0060613948774914	3.6740507860878986e-05	0.0009025722865758	0.084410712694904	-0.0190027257576589	0.0071251684176616	0.0003611035862207	-0.2242309074962207	-0.0081144437412632	6.584419723012579e-05	0.0502794998765786	0.0001380000339634	-3.946178140289998e-05	1.904400937389956e-08	1.5572321914902627e-09	1.3592861725086893e-08	-0.000300009353453	1.8476588987733222e-16	9.000561215933203e-08	0.0001969996866091	-5.89738083853e-05	3.8808876524083624e-08	3.477910075466081e-09
1282.0251370834442	1.0935493722474805	1643588.4521138235	1.195850229542858	2038.406000871263	6.05926060566685	36.7146390873862	4155099.024387975	1258.332545457688	1.058954199506843	1.121383996653179	1583400.7949580243	1493.5047144525945	1188.227723805267	1.016499	19.476759	0.0781783753229181	0.0398856770890585	0.1602113068	0.0553580273	0.0171113034	-0.1132887778	0.0341934258	-0.0948548067	0.1704721394	0.0963630101	0.0656356308	-0.1356461831	0.01361168	0.108792375	0.1264171363	0.0908978612	-0.0507761787	0.1946173285	0.1320885399	-0.0216905661	0.1854666654	0.0579717656	0.1207005827	-0.1278466185	-0.0557583782	-0.0740949511	0.1077964386	-0.0188882871	0.1452024492	-0.001618842	0.1146547141	-0.0564332892	0.056419625	0.165168829	0.0008562899	0.0141105069	-0.0506166306	0.1467828496	0.1328408396	0.0240637581	0.049730462	-0.1913505599	-0.0488480243	-0.0851344541	-0.0556143897	-0.1482314389	0.0407097163	0.0142073028	-0.0761291132	0.0350028792	-0.0275322352	-0.159298538	-0.0078632834	0.0312274975	0.0229266579	0.0661839756	-0.1587606784	0.0796271407	0.0452202425	-0.1066520604	0.0428778387	-0.0262545016	6.96304e-05	-0.0657212999	0.0018121077	-0.1248455755	-0.0055022508	-0.0817972463	-0.1331520233	0.016968971	0.0262917906	-0.0652246206	-0.0187901789	-0.0614125693	0.061430577	0.0103991277	-0.0323119499	0.0328266222	-0.0440156259	0.0620653094	0.151276289	0.1449845808	0.0193989757503771	-0.0106438651035746	0.000113291864343	0.0003763202601637	0.0553668488825138	-0.0290438638123901	0.0030654879551791	0.0008435460251526	-0.2053909979655088	0.0188399095307119	0.0003549421911254	0.0421854620452676	3.0999976904370324e-05	-0.000107000057059	9.609985680714935e-10	1.1449012210635608e-08	-1.378206881952337e-09	-1.4971068607039232e-08	1.899454209460783e-18	2.241328952366755e-16	-8.900002278809225e-05	-0.0002859997093971	7.92100405628094e-09	8.179583377527842e-08
1282.0849447980606	0.0598077146164541	1643741.805677846	0.0035769627276432	2041.146949557116	2.740948685853027	7.512799698479437	4166280.86968632	1261.6256713867188	3.293125929030793	10.844678384454928	1591699.3347019888	1499.430406273652	1198.6232893235613	1.026988	19.677732	0.0336643229613522	0.0216250065333056	0.1256649978	0.065311228	0.1568986712	0.0372496679	0.0918735957	-0.0542114173	0.0276163635	0.0889311527	0.0273765842	0.0802552672	0.1074962081	0.1861466904	0.1146567818	0.1525731813	0.0129841073	-0.0760135469	0.0602366513	0.2055133832	-0.1878768834	-0.1611176576	0.0528449344	0.2238848807	-0.0436836213	-0.1891241798	-0.0545197643	-0.2127988504	0.0314542448	0.1660653808	0.1059424892	-0.1551536733	0.155153932	0.1714847976	-0.0097002013	0.138752252	0.0403911202	0.1347100544	0.0728279967	0.0039298081	0.060946086	0.029663651	-0.2051071598	-0.1017292596	-0.1088570712	-0.095759956	-0.3546748388	-0.0361900141	-0.2007889446	-0.2272401982	0.0244435672	-0.1358712149	0.11394751	0.0646227618	0.0598174493	0.0163774108	-0.1471371855	-0.0012773037	0.0544099623	-0.0930542746	0.0512065871	0.2134618384	0.1047497505	0.0222640828	0.053046807	0.0185329165	-0.0924952218	-0.0583504493	0.1199209625	0.0925034584	0.0680350047	-0.0897090523	-0.1688309185	0.012687384	0.0548211734	0.0257131254	0.1737670159	0.025984436	-0.1260110399	0.1168119417	0.1502346003	0.1408894722	0.0193850255082992	-1.3950242077898078e-05	1.9460925403195808e-10	0.0003757792139574	0.0656032117992992	0.0102363629167854	0.0043037813983837	0.0001047831257641	-0.1869770677109841	0.0184139302545247	0.0003390728274185	0.0349604238497979	3.099999425352714e-05	1.7349156813050663e-11	9.609996437187155e-10	3.009932421238222e-22	1.7494405923912382e-10	1.5531509411914606e-09	3.0605423863062063e-20	2.4122778461239207e-18	1.0999997671093972e-05	0.0001000000204591	1.209999487640728e-10	1.000000409183766e-08
1277.6158468007764	-4.46909799728428	1632302.2519964648	19.97283690933036	2034.5667255946569	-6.580223962459058	43.29934739612039	4139461.760896964	1260.2301945419088	-1.3954768448099912	1.9473556244008483	1588180.1432351372	1498.2112422145394	1189.5806250241724	1.210797	23.199631	0.0699210336404693	0.0353391143344796	0.0537491399	0.1047230961	-0.1371504041	0.1991376923	0.1526321744	0.0679155328	-0.0179454149	0.0560402336	0.1985400966	0.0090196136	-0.0742863826	-0.0547238189	0.1265072194	0.0070745815	0.0951720072	-0.0229969628	-0.1184964841	0.1606416368	-0.1522780708	0.0360963788	0.0478814089	-0.1640306514	-0.0138760366	-0.2207659773	-0.2436937613	0.0241806452	-0.0970835462	-0.2463505892	0.0963914025	-0.0367555475	0.0491795126	-0.1392361256	0.0935097707	-0.2105506372	0.1157677815	-0.0066688787	0.2023250423	0.0953333396	-0.0605221255	0.0818834508	-0.0126755289	-0.0666149117	-0.088418338	-0.1219994442	-0.1963233831	0.0074547928	0.038979265	0.0235291715	-0.0143675418	0.1968221611	-0.0111020732	-0.0224807874	0.0566873222	0.023603067	-0.113821492	0.0607862822	-0.0963233023	0.1631597675	-0.0863243382	0.0357730108	0.0238473778	0.0132837362	0.0988557979	-0.1348288923	-0.0637480385	-0.1252598964	0.1258924128	0.0495328616	0.1681002887	0.1078250139	-0.1055801405	-0.0287258967	-0.0319027199	0.0338798063	0.1542684107	-0.0791877363	-0.0596449859	0.187196659	0.1489877092	0.136024874	0.0194622059725162	7.718046421699779e-05	5.956824056751275e-09	0.0003787774613166	0.0493867994067329	-0.0162164123925663	0.0024390559556408	0.0002629720308857	-0.1593987090337947	0.0275783586771894	0.0007605658673277	0.0254079484416403	0.0003249931845595	0.0002939931903059	1.0562057001012525e-07	8.643199594628396e-08	0.0001540136897466	0.0001540135148025	2.3720216629361963e-08	2.3720162741832443e-08	8.397493469251339e-05	7.297493702141942e-05	7.051789656611889e-09	5.3253414332801315e-09
1272.9156508400445	-4.7001959607318895	1620314.254153534	22.09184206928037	2040.835190100604	6.268464505947122	39.2936472623189	4165008.273152968	1258.6124409813444	-1.6177535605643245	2.617126582718549	1584105.2765930183	1497.0497451797348	1169.1940514894995	1.114539	21.355267	0.0862621321847455	0.0578862301448064	-0.0991701997	0.1931753356	-0.0818248235	-0.0255279508	0.2285464779	-0.0105090262	-0.0089919106	-0.0157799759	0.0937809582	-0.1022108652	0.0427529191	0.0037612654	0.0824862321	-0.0411496191	0.1018811594	-0.0686222959	0.0343908162	-0.0587645796	-0.0481623186	-0.0643220526	-0.0838506234	-0.0992324975	0.0078040672	0.0377303358	-0.0498647637	0.1563467259	0.0061793048	0.1149794045	-0.0031524648	-0.0956320026	-0.1633609007	0.0194202271	-0.1002782492	0.0245152716	0.1466409325	0.030974384	0.1136410731	0.1199413206	-0.0779561549	-0.103576467	0.0769830631	-0.028401602	-0.0102514622	0.0513639645	-0.0379148925	-0.0614101985	0.1008994763	-0.015139995	-0.1539566264	-0.0547306378	0.0620594326	0.1129029792	-0.115255078	-0.114139059	-0.03960782	0.0350466836	-0.1543394303	-0.0565789462	-0.0999404248	-0.0978960922	0.0419313269	-0.0140128867	0.0399477082	-0.1007602212	-0.1717917285	-0.1466393593	-0.1324640121	0.0313362817	0.1335632612	0.006041286	-0.1625807581	-0.0270391554	0.0373873839	-0.0082178631	0.0896293839	-0.0934261759	0.0959317175	0.1145795677	0.1475373187	0.1304173552	0.0194178725396909	-4.433343282530047e-05	1.965453266075429e-09	0.0003770537739676	0.0224907117438419	-0.0268960876628909	0.0005058321147445	0.0007233995315699	-0.1081283492676874	0.0512703597661072	0.002628649790546	0.0116917399153549	0.0003720017565717	4.70085720122e-05	1.3838530689243034e-07	2.209805842626193e-09	0.0001429967675232	-1.10169222234e-05	2.0448075522084106e-08	1.2137257527644478e-10	-1.902659753032568e-05	-0.0001030015322228	3.6201141358099515e-10	1.0609315640252556e-08
1272.0557278851825	-0.859922954861986	1618125.7748455014	0.7394674882985692	2041.7462616669968	0.9110715663928204	0.8300513990894673	4168727.7970311567	1258.202778233891	-0.4096627474534671	0.1678235666511231	1583074.231155482	1500.0939110868396	1155.440460945356	1.044762	20.018286	0.0800202375828717	0.0425525860458107	-0.1532538353	0.0759952647	0.0630565009	-0.0170551866	0.1670484832	-0.0212639149	-0.0448839148	0.0368950259	-0.039963809	0.0765120316	-0.0201853492	0.0340700613	0.1413299146	-0.0984108433	0.0347238655	-0.0815718306	0.1724687283	-0.023339516	-0.0912627733	0.1750923455	0.0796770853	-0.175879265	0.054864103	0.1219456737	-0.0110325853	0.0320634855	0.0623142568	-0.1667527579	0.0642477134	0.1232903207	0.215276233	-0.0320764328	-0.1355871204	0.1353644834	0.1821375619	0.0710548385	-0.0426629275	0.0281000622	0.0657451157	-0.0874633417	-0.1175736617	0.0381711276	-0.0314257796	0.0741798885	-0.001420491	0.0768684548	0.1826483724	0.0705371237	0.1823047293	0.0017033285	-0.0348160379	0.0851577243	0.0266670262	0.0668716298	0.0254573094	-0.0209584793	-0.1499896617	-0.1309029808	0.038220779	0.0440816844	0.0841773725	0.0380755284	0.01596797	0.1294934514	-0.1283797364	-0.1485037935	0.0120174232	-0.0438521735	0.0090841229	0.1282788612	0.046234145	0.0039900067	-0.0454503946	-0.0472993896	-0.0313527207	-0.1350796711	-0.0064915481	0.0291572567	0.1458854101	0.124097542	0.003110504305738	-0.0163073682339528	0.0002659302587177	9.675237036014638e-06	0.0055743802112147	-0.0169163315326272	3.107371473918204e-05	0.0002861622725217	-0.0752825987378145	0.0328457505298729	0.0010788433278706	0.0056674696727187	0.000332012493702	-3.9989262869700006e-05	1.1023229597422058e-07	1.5991411448619675e-09	0.0001129623025326	-3.00344649906e-05	1.2760481793466647e-08	9.020690872715767e-10	-0.0002280186153984	-0.000208992017868	5.1992488968203456e-08	4.3677663532569495e-08
1272.6748656496964	0.61913776451388	1619701.3136564726	0.3833315714472448	2034.6288916943809	-7.117369972615961	50.656955327095325	4139714.726917505	1256.4197375092183	-1.7830407246726736	3.179234225841253	1578590.556802733	1495.9260382297846	1146.94445310536	1.121755	21.493521	0.0925328271069476	0.0512087398509429	-0.1315487503	-0.0747326713	0.0040039386	0.1972548098	0.0419305979	-0.018874127	-0.188159517	0.01173491	0.0821664541	0.0336645758	-0.0444610883	0.005035559	0.0915328276	-0.1559156999	0.1283913989	0.1017130023	-0.117868309	-0.1227415473	-0.0344102946	0.1132018784	-0.0582833155	-0.1679910178	0.0348685838	0.1105494732	0.0226365989	-0.0435810899	0.0913843627	0.0574537877	0.055397775	0.045554491	-0.0451025465	0.0366170424	0.0171994202	0.0826424724	0.0792610103	-0.0587581942	-0.0641892325	0.2213078365	0.078576019	0.0743289632	0.0314433934	-0.0320894227	-0.0746314359	-0.0657658858	0.0873731388	0.1114536113	0.0940829081	0.0994786998	0.0594554574	-0.0493749068	-0.0971949729	0.0336202635	-0.0747185034	-0.1427363957	0.004544281	0.0309990825	-0.1118187904	0.1095286278	-0.090131831	0.1497774457	0.0770034395	-0.022251257	-0.0639312142	0.0878836248	0.0136026374	-0.0529490125	-0.2387212292	-0.080279578	0.0487941698	0.0693019213	0.0554340379	0.1253078219	0.0391304973	-0.1089143019	0.0381610744	-0.0905030219	0.003429099	0.0245901527	0.1440342395	0.1170999511	0.0194405560225021	0.016330051716764	0.0002666705890721	0.000377935218464	0.0158620228100545	0.0102876425988398	0.0002516037676266	0.0001058355902414	-0.121897625584296	-0.0466150268464815	0.0021729607278981	0.0148590311230892	0.0001980000733687	-0.0001340124203333	3.9204029054010584e-08	1.7959328803589075e-08	-8.815471685963416e-09	-0.0001129711180042	7.771254104602268e-17	1.2762473503138304e-08	-8.900003483873993e-05	0.0001390185805596	7.921006201296922e-09	1.932616574082269e-08
