global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	c_comp_cor_07	c_comp_cor_08	c_comp_cor_09	c_comp_cor_10	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00
1262.895420040887	n/a	1594904.8419602483	n/a	2032.2021004231767	n/a	n/a	4129845.376964371	1247.745193853611	n/a	n/a	1556868.0687847852	1500.808856360982	1139.747688005269	n/a	n/a	n/a	n/a	-0.1478874475	0.2181249758	-0.0677308197	0.0427853489	-0.0456316022	-0.0184589686	0.183153765	-0.0445032832	0.1973280507	-0.0264144499	0.1106615543	-0.0802585797	-0.0021709328	-0.1333769957	-0.194537891	0.2260308456	0.0184314283	-0.2453238795	0.0325847911	-0.2412697316	0.1731042517	-0.1322347612	0.0931558414	-0.0845566455	0.0015702314	-0.1109597633	0.0294225773	-0.0073282224	0.0995128937	-0.0242341132	0.1002061655	-0.0776899412	-0.1057045775	0.0465860424	0.1906833039	-0.2710224347	0.0538657879	0.0053101639	0.0048163813	-0.1073503403	-0.009708128	0.0641875307	-0.0683590785	0.1907117519	-0.1680556504	0.17702845	-0.0550272488	0.0859736772	-0.1230039599	0.0955227567	-0.0433537947	0.0378311523	-0.0007958273	0.0969832721	-0.1242523396	0.097748979	-0.0880101373	0.0373674125	-0.0010206299	-9.48299e-05	-0.2383179724	0.0799374278	-0.0809493244	-0.1629670703	0.1616366122	-0.1163445579	0.0342048984	-0.1400167481	0.1118250566	-0.1277764666	0.0034937822	-0.3084531211	-0.0508689888	0.0899343839	-0.1012751273	0.0504560714	-0.0115035484	0.0057391392	-0.3669042378	0.0646349107	-0.0161449839	0.1443267764	-0.4062656644	0.0356400651	-0.0282276307	-0.0599921867	0.0751562187	0.153366806	0.1532882396	0.0183880673780834	n/a	n/a	0.0003381210219009	0.1010255594611919	n/a	0.0102061636644468	n/a	0.0169320109325923	n/a	n/a	0.0002866929942214	0.0034840057918575	n/a	1.2138296357696604e-05	n/a	0.0006719984857912	n/a	4.515819649056656e-07	n/a	-2.170804307007187e-06	n/a	4.7123913393209535e-12	n/a	0.0
1265.5750641685108	2.67964412762376	1601680.2430451305	7.180492650708502	2038.8336407470704	6.63154032389366	43.97732706742762	4156842.614641954	1251.6364200871164	3.891226233505449	15.141641600321003	1566593.7280884923	1504.6012787141829	1162.7381836453203	1.271884	23.40115	0.093945041107152	0.0559845341962644	-0.1706273887	-0.1229462843	-0.0550282759	0.0124206433	0.0905284785	0.0982573095	0.1540086557	0.0441148203	-0.1196826803	0.10437442	0.0470410943	0.1029618602	0.0318162473	0.0327056348	-0.0248310062	0.182408105	0.2185416026	-0.1116941835	0.0043917631	0.0890219708	-0.0443134633	-0.1310102699	-0.2586176255	0.0401217947	-0.067746821	0.0227443451	-0.0259984932	-0.0017226607	-0.0348105399	-0.1342268352	0.1160085737	-0.0333525825	0.1114896927	-0.0990384737	-0.0676773437	0.1153709248	0.1116564318	-0.0640911042	0.0263364685	0.0554575898	-0.1533141683	-0.1150671094	-0.1953859756	-0.1027778999	0.034608651	0.0893820029	0.1943651257	-0.0079432568	-0.2058647267	0.0968172286	-0.0343360256	0.0874919054	-0.0488208438	-0.1076974026	0.1174085587	0.2093499049	0.2128318785	0.0844032404	0.230548001	0.1036548219	-0.0082046425	0.0469148422	-0.1834195172	-0.2230853385	0.0665236987	-0.2713959256	-0.1411490062	-0.1035271943	-0.0783539524	-0.0726402806	0.0527064272	-0.1327558423	0.0340962196	0.1080900945	0.0372335267	0.0944018326	0.1375672856	-0.0210543947	-0.0717530547	0.038068666	0.1065873862	-0.0868061495	-0.0899359412	0.1195639537	0.1036044774	0.2506389488	-0.0106733354	0.1531573254	0.1524510324	0.0222509002814774	0.003862832903394	1.4921478039543336e-05	0.0004951025633362	0.0719034865480097	-0.0291220729131822	0.0051701113777598	0.0008480951307607	-0.0274272731432461	-0.0443592840758384	0.0019677460837209	0.0007522553120742	0.003516007880774	3.200208891650019e-05	1.2362311417664874e-05	1.0241336950195842e-09	0.0003729988952003	-0.0002989995905908	1.391281758206444e-07	8.94007551735258e-08	-1.1554595196593823e-06	1.0153447873478048e-06	1.3350867015714905e-12	1.030925037194359e-12	0.0
1269.6967165135568	4.121652345045959	1612129.751925307	16.988018053422852	2045.570888264974	6.737247517903597	45.39050411749818	4184360.2589171543	1251.2518930202575	-0.3845270668589364	0.1478610651471369	1565631.299786778	1507.6925288389575	1170.899200242272	1.164244	21.420698	0.0927445552193124	0.0504418483646874	-0.0469065098	0.0001239232	0.0022780215	-0.0337320683	0.0142787934	-0.0047819127	0.0394505256	0.0289279913	-0.0533585651	0.0590447056	0.2774014267	-0.0702595048	0.1675966916	-0.0350812548	-0.2044278614	0.2641407208	0.1943083258	-0.0775896728	-0.0764196856	-0.004218542	-0.2648227879	-0.1049627887	-0.0219041056	0.2053946239	0.0887321654	-0.2364539728	0.1244739326	-0.0729609206	0.0838857005	-0.364312921	0.1233517398	0.112642231	-0.0139553948	0.1673312579	0.0211534623	0.069078857	-0.1859165766	0.1260745062	0.0150529812	0.088186119	-0.1059338245	-0.009248118	-0.1580350392	-0.1408562566	-0.0027389822	0.3215888748	0.0352839054	0.0487554132	-0.0103591857	0.1598876341	-0.0069695849	-0.064539728	-0.3694443474	-0.1361063134	0.1130064143	-0.0724919328	-0.0661730324	-0.1582200545	0.1475204251	-0.2703890439	0.0452914421	0.0327825053	-0.0894036507	-0.2833997444	0.0990607217	-0.1829417631	-0.1710563964	-0.1462906677	0.0013300559	-0.0265085225	0.223004339	-0.0543417388	-0.0899748067	-0.0361794724	0.1093408675	-0.1502322259	0.0093901334	0.1535956213	-0.0855394544	-0.0228457428	0.1293608591	-0.0456182423	0.0032323489	-0.2393834539	-0.0449598335	-0.0603321697	0.0698162572	0.1527386503	0.1507811905	0.0248698053038936	0.0026189050224161	6.85866351643679e-06	0.0006185072158535	0.1115025731946843	0.0395990866466746	0.0124328238290359	0.0015680876632508	-0.0510712294071851	-0.023643956263939	0.000559036667811	0.0026082704731613	0.0037230100176454	0.0002070021368714	1.3860803591488002e-05	4.284988466932583e-08	0.0007019971470478	0.0003289982518475	4.927999944632506e-07	1.0823984971871109e-07	-2.8072165264123213e-06	-1.651757006752939e-06	7.880464626162459e-12	2.7283012093574285e-12	0.0
1271.3864038597217	1.6896873461648738	1616423.3879193552	2.8550433277896943	2052.487469075521	6.916580810546975	47.83909010882665	4212704.810712038	1251.3679634652487	0.1160704449912373	0.0134723482004638	1565921.779987164	1507.2150992002612	1170.6076192381845	1.133192	20.849377	0.1289563869512643	0.0591814260114095	0.0253888581	-0.0791937391	-0.1271472489	0.0466643434	-0.0608356289	0.097966646	-0.1180586728	0.0783804296	-0.1147384832	0.0910946093	0.1757068113	-0.0905280698	0.0564012164	-0.0788702913	-0.1396074029	0.0690938238	0.2152723541	-0.0692134868	0.0910440751	-0.0895349344	-0.1343369671	-0.025469771	0.1176455183	0.0077358733	0.1222984643	-0.0402462552	-0.1890798122	0.0522897607	-0.0098374463	0.0020226676	-0.1761825886	0.0744108596	0.2768841445	-0.0219152613	-0.0335067241	-0.0625840555	0.0525381399	0.0041582031	0.0944067504	0.1123621388	-0.1690093907	-0.0623105606	-0.0211120914	-0.1134207629	0.0851683959	0.1961715204	-0.0338597303	-0.1274051546	-0.1596164565	0.147850226	0.0764696397	0.1223581478	0.0122109404	-0.017168637	0.0045264239	-0.10478847	0.0122775949	-0.0672320598	-0.0718525214	0.1427024882	0.1392687424	-0.0207496359	0.0825548459	-0.2206897039	0.0287355732	-0.2000721702	-0.0697298879	-0.1182585544	-0.0374376566	0.0725098292	0.1365019836	0.0959536439	-0.0066995724	0.1058163458	0.0754680931	-0.0443019016	-0.0160579186	-0.0111173352	0.2603079036	-0.0549167286	-0.160661334	0.1671496524	0.2840145621	-0.0165947995	0.0004013373	-0.0462729426	0.0463476525	0.1521113526	0.148287834	0.007123171837378	-0.0177466334665156	0.0003149429993948	5.0739577024815065e-05	0.0817436091228245	-0.0297589640718598	0.0066820176324251	0.0008855959426302	-0.0257674678620958	0.0253037615450893	0.0006402803483307	0.0006639624000241	0.0033100040914612	-0.0004130059261842	1.0956127085489882e-05	1.7057389506326907e-07	6.836961518796869e-05	-0.0006336275318598	4.674404280950919e-09	4.014838491307816e-07	-7.91143158383723e-05	-7.630709931195998e-05	6.259074970573726e-09	5.822773405405323e-09	0.0
1269.238755514374	-2.1476483453477613	1610967.0184996766	4.612393415274977	2039.8679151068795	-12.619553968641412	159.25314236745322	4161061.1110824873	1252.1763873216582	0.8084238564094903	0.6535491316119922	1567945.7049659195	1506.1768034813026	1168.2641874582582	1.147352	21.109896	0.1106942553214095	0.0593076091848459	-0.0668335016	-0.1034032917	0.1342005624	0.0105732366	-0.2039919326	0.0799321171	0.0235765841	-0.1048402663	0.0226266946	-0.0811643675	0.0974682016	-0.0163342947	-0.0785506749	0.1578261072	-0.0327006349	0.0169925383	0.1528142435	-0.0695771976	-0.0601299619	-0.1855705403	-0.0628574776	0.0145145182	0.0475834108	-0.0821486633	-0.0911986798	0.0449945159	0.1051433633	-0.1233136721	-0.0949410233	-0.070948958	0.0600568317	0.0554408195	0.0669377317	-0.3463078115	0.0431769979	-0.0361565072	0.0644460947	0.1022980949	-0.0148473734	-0.1195914282	-0.143715465	0.1844015528	-0.0570286789	-0.0779138175	-0.0349001064	0.1449311657	-0.1091376392	-0.0088862169	-0.0216260737	-0.067366978	-0.2245162387	0.0383868978	0.2151940871	0.1074257241	0.036050311	-0.1249921978	0.1417429254	-0.0868803739	0.0453010082	-0.0239061112	0.1407901966	0.0570255583	-0.0161773353	-0.1849211352	0.1068966488	-0.0421812196	-0.128875188	-0.1330420808	-0.1236918416	0.0830456957	-0.1360108061	0.1917876546	0.0270496484	0.048378006	-0.0581967581	0.0685832326	-0.1496335452	0.0724188795	0.213416989	-0.034531256	-0.1068858716	-0.2291283713	0.1930751092	0.0946446349	0.0053569124	-0.0402024009	-0.0365933534	0.151276289	0.1449845808	0.0016973218781544	-0.0054258499592236	2.943984778000674e-05	2.88090155806158e-06	0.0341545614249128	-0.0475890476979116	0.0011665340661281	0.0022647174607941	0.0003517837047155	0.0261192515668113	0.0006822153024103	1.237517749033621e-07	0.0034730320945738	0.0001630280031126	1.2061951929939678e-05	2.6578129798882052e-08	0.0004967953072543	0.0004284256920663	2.468055773098944e-07	1.835485736225149e-07	-0.0001188627426087	-3.9748426770327695e-05	1.4128351580462064e-08	1.5799374307161032e-09	0.0
1270.7021742253503	1.4634187109763843	1614684.0155810325	2.141594323635782	2036.1140463426373	-3.75386876424227	14.091530699153788	4145760.409713787	1253.2698756892507	1.0934883675924991	1.195716810060109	1570685.38131015	1503.34982660914	1133.9702915320577	1.227047	22.576202	0.0535248064186916	0.0343326924806316	-0.062298649	0.1615828038	0.152729053	-0.1861031954	-0.0962434166	-0.0877611105	0.1717886535	-0.0737417766	0.1568130281	0.0161811782	0.0462295879	-0.246995193	-0.1458633678	0.0138971699	0.1279776512	0.1105199571	0.1684193621	-0.0235647368	-0.1352045154	0.1007890606	0.0314652933	0.111731564	0.2357277196	-0.0967546225	0.1215872546	0.0179771369	-0.167529777	0.1288822792	-0.0744185659	-0.0475455583	-0.0171543284	-0.0367798432	-0.1192550315	-0.1101812091	-0.087133179	0.0678019945	0.0609419507	0.0051626673	0.0807710224	-0.0187090238	0.0833991364	0.0793144335	-0.0610948105	0.0027270882	-0.1915067644	0.0992664764	-0.0254308151	-0.0549562531	-0.0909133072	-0.2301368577	-0.0464346593	0.031237451	-0.1132062612	0.2853284351	-0.0896546984	0.0523992211	0.0873273978	-0.0467811746	-0.1974833111	0.1729408361	0.1408336856	-0.0861192285	0.0399552265	-0.1742493281	0.1095495417	0.0663236734	-0.0105124747	-0.1370270271	0.0223790395	0.1394617731	-0.1410218727	0.0786024183	0.0752587638	-0.1805636878	0.1018726527	0.0741979953	-0.0084737861	-0.0188394853	0.1772487672	-0.0694021679	0.0296432965	-0.0162228528	-0.0825800146	0.0913489221	-0.0114810356	0.0299268706	-0.0380266572	0.1502346003	0.1408894722	-0.000505097926549	-0.0022024198047034	4.850652996149762e-06	2.5512391540409897e-07	0.0597855912488682	0.0256310298239554	0.0035743169209767	0.0006569496898364	0.000176699974915	-0.0001750837298004	3.0654312440854495e-08	3.1222881134961624e-08	0.0030800077733568	-0.000393024321217	9.486447883938311e-06	1.544681170680837e-07	0.0004969988431735	2.035359192000203e-07	2.470078501157973e-07	4.1426870404597186e-14	-1.7651385402540649e-06	0.0001170976040684	3.115714066290251e-12	1.3711848878570523e-08	0.0
1275.3156665501738	4.613492324823483	1626430.049348314	21.284311431205182	2036.7094974093968	0.5954510667595514	0.3545619729050877	4148185.576837638	1254.3312405842107	1.0613648949599792	1.1264954402534078	1573346.8611055252	1504.0947587550106	1154.5618870774983	1.13227	20.832407	0.06074910133855	0.0307548526190888	0.0871255816	0.1296060487	-0.0863779408	-0.1071068089	-0.0470375136	-0.1276304164	0.0312318912	0.1538967924	0.0056624764	0.0997121631	0.0737215792	-0.1748696039	-0.0339545068	-0.0431456175	0.0118643923	0.0105651306	0.1069408918	-0.0291222437	-0.0817008285	0.1012545266	0.0239021225	-0.0112731071	0.1026934238	0.12065832	-0.0653917038	-0.0349862645	0.0144580336	0.1236570482	0.040494565	0.1558942931	0.0827637391	-0.0053690574	0.0680626196	-0.0051319862	0.0697238225	-0.0952157178	-0.0084129082	-0.1018901751	-0.165144319	-0.0352601658	0.1027572603	-0.099268998	-0.0366149571	-0.0225250217	-0.1621518456	0.1165178108	-0.0415626556	-0.1333852784	0.0767545848	0.0475683296	0.0399459742	-0.1148492547	-0.0612020702	0.0764621072	-0.0808017034	-0.0547255277	-0.0387752046	0.0513923085	0.0228208527	-0.0407955732	-0.0760694145	-0.1382371756	0.0654490474	-0.1524557721	0.0065110978	0.0267391351	0.1656068583	0.0363595878	0.1235425617	0.1227140721	-0.0128412227	0.1304166785	0.0398000442	-0.1066306761	-0.0983668543	-0.054059721	0.0138702147	0.0081333535	0.0363953493	-0.0624232037	-0.0011999055	-0.0635527154	-0.0105505016	-0.0264319764	0.0251903315	-0.0252755546	-0.1038114588	0.1489877092	0.136024874	-0.0145870766608595	-0.0140819787343105	0.0001983021250735	0.0002127828055097	0.0672364525026267	0.0074508612537585	0.0045207405451379	5.551533342275974e-05	0.0179596050508337	0.0177829050759187	0.0003162317129391	0.0003225474135819	0.0028405495823866	-0.0002394581909702	8.068721929996687e-06	5.7340225222720906e-08	0.0004967303827263	-2.684604471999992e-07	2.467410731234165e-07	7.207101171082353e-14	-0.0001907056126141	-0.0001889404740738	3.636863068251917e-08	3.5698502743249654e-08	0.0
1272.7031376879354	-2.6125288622383778	1619773.2766807158	6.825307056028553	2050.093742540148	13.384245130751196	179.1380177200371	4202884.35320227	1253.2284047196551	-1.1028358645555727	1.2162469441500374	1570581.4343961717	1505.88779476354	1156.1185771911803	1.264768	23.270212	0.0617363205560905	0.0297235185701066	0.0139853907	-0.1240657346	0.0642632676	0.0637117883	-0.1723437931	0.08641343	-0.0873100395	-0.0192328378	-0.0995076815	-0.2915371649	-0.0718974579	-0.2060174264	-0.0744612741	-0.0537731817	-0.1183975953	-0.1322475694	0.0355806718	-0.0027634737	-0.1160190585	0.05869989	0.1316801921	0.1284230223	-0.0375301767	-0.0717363501	-0.0600878925	0.0296493594	0.0319202024	0.2029452461	0.1232497222	0.1658488198	0.073136665	-0.2308611035	-0.0026433479	0.1136897832	-0.1106156096	0.0561879735	0.0861026337	0.04233803	-0.003481229	0.128767702	-0.085308236	0.1081132523	0.0804083349	-0.0946573886	-0.0904319323	-0.1854210401	-0.0835733207	-0.2523816451	-0.0144217796	0.1543861014	0.0272806194	-0.0016979301	0.1002263699	0.2686134352	-0.0486196719	0.0460451359	-0.0811796071	0.2440950479	-0.0326760898	-0.0335388764	-0.0081969712	0.049086353	-0.0220290978	-0.0609194732	0.0888937598	0.1483216667	0.0136839642	0.1805849942	-0.0140512647	0.0631467133	-0.1597412088	0.1045711648	-0.1362340731	0.017074257	-0.1635691772	0.1680938334	0.0937493881	-0.2382061761	-0.0169030314	0.0232081855	-0.0013818627	0.0237549233	-0.0274764165	-0.0232023585	-0.0079823881	0.076298895	-0.0633847147	0.1475373187	0.1304173552	-0.0232965335381152	-0.0087094568772557	7.58546390967766e-05	0.0005427284748925	0.0689021121136619	0.0016656596110351	0.0047475010537236	2.7744219398339155e-06	0.0410091444415883	0.0230495393907546	0.0005312812661259	0.001681749927831	0.0030800359058895	0.0002394863235029	9.486621181568554e-06	5.735369914493585e-08	0.0002241238842379	-0.0002726064984883	5.02315154858836e-08	7.431430301810603e-08	-0.0002448460841637	-5.4140471549600006e-05	5.994960493029766e-08	2.9311906596130475e-09	0.0
1272.6605386635133	-0.0425990244220884	1619664.8466713035	0.0018146768817136	2031.867767605252	-18.22597493489593	332.1861623274547	4128486.625033151	1250.929762491366	-2.2986422282890544	5.283756093673669	1564825.2706867056	1499.1481232734366	1143.236298221717	1.254699	23.084963	0.0568940174845497	0.040386153404378	-0.0019193929	0.0466053737	-0.0771629607	-0.1931006265	-0.0107639974	-0.0980962293	0.1420738926	0.0711925276	-0.0106108092	0.1264036878	-0.2145675135	-0.2690740023	0.067649938	-0.1178341917	0.05686851	-0.2210487926	0.038520908	-0.1365785081	-0.0607128738	0.0977821092	0.1314642894	-0.0102161806	0.1232869661	0.2127349937	-0.1391243466	-0.0962325482	-0.0535142872	-0.0995322422	-0.01901927	-0.0022212335	-0.1475952143	0.1763626768	-0.0871519966	0.1917539113	-0.040882211	0.0328013175	-0.0438993209	0.0040109254	-0.075938153	-0.1136636101	0.1618890404	-0.153482808	-0.1709325302	0.0974072988	-0.1632559601	-0.0482538955	-0.0290747134	-0.1858217789	0.0671287032	-0.1214686022	-0.0735934767	0.0809946737	-0.0030317065	-0.0593233923	-0.0060678729	-0.1738803132	-0.0337099834	-0.202138738	0.1901248828	0.0404714821	-0.0353993491	-0.0706241097	0.3195644185	-0.096945116	-0.0077934415	0.0281886329	0.2097363079	0.1392442922	0.0900543508	0.0254028138	-0.0205223739	0.0640154735	0.0523817803	-0.1778034887	0.018288418	-0.1047718337	-0.0592255483	-0.169829716	-0.0449247056	-0.0655541352	0.0475063737	0.0495377938	-0.037386485	0.1538238216	-0.2295921108	-0.0182943295	0.0626140625	0.1458854101	0.124097542	-0.0197554886112527	0.0035410449268625	1.2538999174058647e-05	0.0003902793302693	0.077124731043753	0.0082226189300911	0.0059482241385712	6.761146206949255e-05	0.0011779115203722	-0.0398312329212161	0.0015865271160241	1.3874755498255475e-06	0.00299603028074	-8.400562514950015e-05	8.976197443111003e-06	7.0569450567583326e-09	0.0002121193051827	-1.2004579055200003e-05	4.4994599631191424e-08	1.4410991829254664e-10	-0.0002548182940866	-9.972209922899991e-06	6.493236300120495e-08	9.944497074638506e-11	0.0
1276.7521714664488	4.0916328029354645	1630096.107344292	16.741458994057524	2039.0114587402345	7.143691134982419	51.0323230320264	4157567.728873979	1255.3649945142793	4.435232022913169	19.671283097074443	1575941.2694518364	1501.8945113352058	1164.090520976315	1.17299	21.581617	0.075908290710448	0.042678702525569	0.0870852122	-0.1282850662	0.0324843725	-0.1271678473	-0.0520803399	-0.057842813	-0.0281284579	-0.0407611292	-0.1999288346	-0.1662059013	-0.1345693058	0.0029577759	0.1142344585	-0.1181922462	-0.1172761653	-0.1138232853	0.0607723207	0.0048374871	-0.254839488	0.134761464	0.039450051	0.2309697641	-0.2051619633	-0.0956064755	0.047318932	0.1441914661	0.1853556142	-0.1769626178	0.0065068756	0.2249125473	-0.0728342202	-0.0015971859	-0.0033472787	0.1613954047	0.1322015859	-0.1415480915	-0.1579026166	0.0561118581	0.160594913	-0.0418886208	0.1091064623	0.0696742941	-0.0584513862	-0.1291405579	-0.0659809878	-0.2257179501	-0.0404517076	-0.2128640602	-0.0691867817	-0.0055964467	0.269424533	-0.0965301	0.1899664776	-0.0611720946	0.1366909092	0.0151797808	-0.0335017404	0.110120138	0.1535144074	-0.1665496813	-0.1038859403	-0.061725889	0.0216769091	-0.0741884932	0.0087877568	0.1475089242	0.0235566778	0.238694282	-0.033918422	0.1783694096	-0.0490129772	0.0743924843	-0.0539831239	-0.0790816492	-0.2142994441	0.1603587936	0.0399488238	-0.092071779	0.0009007265	0.155925827	0.0720346483	-0.0235837544	-0.0391951992	-0.0887936919	0.0851469008	-0.0600516893	-0.0480666821	0.1440342395	0.1170999511	-0.0198066595342112	-5.117092295850098e-05	2.6184633564248432e-09	0.0003923037619041	0.0589727637007939	-0.0181519673429591	0.0034777868585096	0.0003294939184198	0.0334203424450976	0.0322424309247254	0.0010395743519356	0.0011169192891475	0.0027070597812148	-0.0002889704995252	7.32817265907072e-06	8.350394959584374e-08	0.000425145499397	0.0002130261942143	1.8074869565752452e-07	4.5380159421428684e-08	-0.0002620760307432	-7.25773665660002e-06	6.868384589011073e-08	5.2674741376555634e-11	0.0
