global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	c_comp_cor_07	c_comp_cor_08	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00
1293.0558401332498	n/a	1671993.4057027046	n/a	2101.1065749797417	n/a	4414648.839423101	n/a	1241.8335256576538	n/a	1542150.5054473188	n/a	1474.335547223374	1382.4399284070996	n/a	n/a	n/a	n/a	-0.1134088157	-0.0599251565	-0.1757711942	0.1223746968	-0.138339668	0.0494062691	-0.0706428868	0.0691078019	-0.0654013636	0.1047795416	0.1249051359	0.1088589926	-0.0056881319	0.1390192897	-0.2454896495	0.0464575934	-0.1819949119	0.0265149553	-0.0907599109	0.0183052849	-0.0384717788	0.0762782292	-0.0624998855	0.0993341171	-0.0374970677	0.2496065305	-0.0294677791	0.1536887627	-0.041819068	-0.1731380934	0.0003486592	0.0585227428	-0.1560924971	-0.1835715925	0.043425927	-0.0271075521	0.1078650674	-0.0589619246	0.2317508166	-0.1193016628	0.0515764607	0.0022800104	-0.0779481084	0.0215746486	-0.1348945033	0.1182572009	-0.0733033743	0.2970034306	-0.0405418626	0.0242485826	-0.1431271485	0.0582599122	-0.0690159896	0.1392711612	-0.2675544282	0.0885508238	-0.0398604377	0.0827309489	-0.0478085432	0.1232051345	-0.066322658	0.2127535632	0.042149174	-0.0864900668	0.0157495342	-0.0054800813	0.1014227091	-0.1831568986	0.099433146	-0.0804082429	0.1001681496	-0.1887471903	0.1114296537	-0.1976236336	0.0935412113	0.1348546743	0.153366806	0.1532882396	0.0232539748390223	n/a	0.0005407473458138	n/a	-0.0782338105588422	n/a	0.0061205291145568	n/a	0.1101312784785761	n/a	0.0121288984993256	n/a	-0.0009389400085999	n/a	n/a	8.816083397495802e-07	-0.0004271328333145	n/a	n/a	1.8244245729527249e-07	0.0002827994649055	n/a	n/a	7.997553735083713e-08	0.0
1292.17306254319	-0.8827775900597317	1669711.2235622471	0.7792962735116676	2100.9742731621923	-0.1323018175494326	4414092.896489402	0.0175037709268833	1242.8747192110334	1.041193553379571	1544737.5676539051	1.0840840155991782	1471.2370917890714	1366.0673402672385	1.022711	23.169495	0.0574146367911117	0.0344203654439266	-0.1349163242	0.0723706414	-0.1676898955	-0.0273789428	-0.140219173	0.0852538527	-0.1351291873	0.1289973134	-0.2307304455	-0.089892871	0.001328775	0.0522939689	0.0087915475	0.27896413	-0.1228636942	-0.0846066741	-0.0357037487	-0.0116592	0.1599752506	-0.083531068	-0.0938897524	0.0852566331	-0.0290175267	-0.0254162916	0.0199263132	-0.0773239235	-0.1249616745	0.0481216782	-0.2092792937	0.1196798594	-0.0487439745	-0.1201247118	-0.0283115846	-0.0813174884	0.057254814	0.113090841	0.1209201098	-0.093552665	0.119512516	-0.0621043334	0.2832889085	-0.020801227	0.0180521322	0.1301446871	-0.0505155755	-0.0799872972	0.026014177	0.1090830082	0.0381375556	0.1061942144	-0.1278481641	-0.0068939831	0.040491267	0.0879176529	-0.258627695	0.1227676468	0.1204758766	0.0407037954	-0.1012974664	0.1055702381	0.0843615986	0.1054495808	0.0831485603	0.0895284739	-0.01508705	-0.0217946709	0.0647138285	-0.1363556777	-0.0620191846	-0.0245686208	0.1004058303	-0.0744972015	0.0595168398	-0.0445864692	-0.0550601439	0.1490356692	0.1531573254	0.1524510324	0.0217082411560767	-0.0015457336829456	0.0004712477340903	2.3892926185925684e-06	-0.0509370004498208	0.0272968101090213	0.002594578014825	0.0007451158421279	0.1116527040947659	0.0015214256161898	0.0124663263316733	2.314735905598514e-06	-0.0011978800822291	-0.0002589400736292	6.704996173109551e-08	1.4349166914011954e-06	-0.0004918000065121	-6.46671731976e-05	4.181843289368396e-09	2.418672464053016e-07	0.0005002055657378	0.0002174061008323	4.726541267910421e-08	2.5020560799507256e-07	0.0
1293.530726241738	1.3576636985478672	1673221.739731478	1.843250718354674	2094.749846308282	-6.224426853910245	4387976.918608571	38.74348965967899	1240.7742392676216	-2.100479943411756	1539520.7128301451	4.412015992675053	1468.519736721091	1372.9272281732133	1.060128	24.017195	0.0720478068497963	0.0326826639521373	-0.0066656503	0.1617934264	-0.0065012258	-0.1285560842	-0.1787960675	-0.065032656	-0.0939169427	0.1443039071	-0.0764211861	-0.0367623323	-0.1162420869	-0.00236966	0.0934860152	0.27094885	-0.0590329238	0.0849671955	-0.1573605985	0.036030708	-0.0180893175	0.0827098917	-0.1161856641	0.0008191242	-0.0496319046	-0.1533470711	-0.0454491292	-0.0083180445	-0.0312146436	0.0756513574	0.162666578	0.0468340848	-0.1678308418	0.0062767225	-0.050802114	0.0814698189	0.0746288549	0.1321134995	0.0404326456	-0.0656622955	0.2213231079	0.0366153293	0.1816645598	-0.1023929994	0.0127953665	0.1751249341	-0.0236171131	-0.0550213685	0.1833031071	0.0534489421	-0.0051233082	-0.0473509954	0.0035136043	-0.1486703928	0.088658954	0.0557135825	-0.1722233682	0.1617816988	0.1807195894	0.1221552524	-0.0007792332	0.0532487555	0.0813671912	0.0078015722	0.0484526803	-0.0276067007	-0.1151860555	0.0183686358	0.0245980703	-0.0895026631	-0.1558414287	0.0264480407	0.1232810886	0.0465004089	-0.0647502189	0.0490129849	-0.0222275721	0.0075870111	0.1527386503	0.1507811905	0.0144014130272012	-0.0073068281288755	0.00020740069718	5.338973730492624e-05	-0.039650216058888	0.0112867843909328	0.0015721396335164	0.0001273915018874	0.1020619040645129	-0.0095908000302529	0.0104166322612738	9.198344522030076e-05	-0.0009329421124974	0.0002649379697316	7.019212780555514e-08	8.703809852711114e-07	-0.0007570716621507	-0.0002652716556386	7.0369051285244e-08	5.731575016316238e-07	0.0001531473051134	-0.0003470582606244	1.2044943626763397e-07	2.3454097063496836e-08	0.0
1296.1127840073016	2.5820577655636043	1679908.348867158	6.667022304707313	2102.982799903383	8.232953595100753	4422536.656689472	67.78152489908241	1243.184255191258	2.410015923636365	1545507.092355443	5.8081767521808425	1471.831230853355	1364.939997616099	1.118526	25.340204	0.0382178660930858	0.0236556493887304	0.1374766436	0.062061237	0.1040994064	-0.1267898298	-0.1145164116	-0.1796195264	-0.1241421574	0.0921725544	0.0121468103	0.0786903866	0.1151971246	-0.1323156152	0.0076709782	0.2439079835	0.1319056899	0.0281959843	-0.0157534709	-0.1135409991	-0.1724802415	-0.0433719665	-0.02607105	-0.037919854	0.1203326887	-0.1134213877	0.0499496809	-0.0787396853	0.0840250591	-0.0719657028	-0.1030116414	-0.0218820593	0.206595566	-0.2624117584	0.0236277885	0.1995654511	0.0412419966	0.0815038094	-0.0047199483	-0.1843499684	0.1754950193	-0.0361315865	-0.0394159272	-0.0440578502	-0.0366540547	0.1211865555	0.1155169476	0.0684782304	0.0261048717	-0.0571142152	0.0923197324	-0.1783660216	0.1039655854	0.0713584217	0.1477626124	0.0015427622	-0.1050388976	0.2094533533	0.0948176591	0.1374003876	0.0875716068	-0.0257745672	0.0508995524	0.0708682017	0.0133825803	-0.1045466072	0.0422836697	-0.0755953333	0.119372875	0.0194044818	-0.0306532484	0.0604797012	0.0371215814	-0.0419795451	0.0535213296	-0.053308044	-0.0441801967	-0.1153050846	0.1521113526	0.148287834	0.0133109872911774	-0.0010904257360238	0.0001771823826658	1.189028285783046e-06	-0.0405495246938869	-0.0008993086349989	0.0016442639529001	8.087560209835885e-07	0.1131399096508261	0.0110780055863131	0.012800639155797	0.0001227222077703	-0.0012599560862152	-0.0003270139737177	1.0693813900670592e-07	1.5874893391907243e-06	-0.0005810967231945	0.0001759749389562	3.0967179140638356e-08	3.376734017073853e-07	0.0001531336950724	-1.3610040999989482e-08	1.852332160213947e-16	2.3449928566526792e-08	0.0
1300.3534606970122	4.240676689710654	1690919.1227466962	17.983338786655306	2099.41380141238	-3.5689984910027306	4407538.30956078	12.737750228779769	1244.3988904953003	1.2146353040423037	1548528.5986659343	1.4753389218259396	1470.243389572074	1381.65384799331	1.06787	24.192585	0.0275930054203442	0.0164996975510865	0.1344939957	-0.1004442063	0.153821138	-0.0268419889	-0.061087146	-0.1641655536	-0.2016520012	-0.0583770632	-0.1838740317	0.1971181158	0.0240570985	-0.2158878341	-0.1115972109	0.1412115879	0.0597162758	0.0053140378	-0.0013886102	-0.0092958995	-0.1370141019	-0.0967224483	-0.15959916	-0.0465165066	-0.1845351783	-0.0188902778	0.0307729156	-0.1439066772	0.0376012277	-0.1609217807	-0.0271723637	-0.1626222038	-0.0011955626	0.1069770472	0.1440240743	0.2009134671	-0.1361859205	0.0298924931	0.0115353867	-0.2196102906	0.168840276	-0.0534839844	-0.0323972915	-0.0252458591	-0.1372486096	-0.1386817359	0.1464336321	-0.0584008962	0.1718930834	-0.0764672366	-0.083060818	-0.030437471	0.0652501945	0.1195832329	0.2124017728	-0.0670996276	-0.1182442567	0.1877126752	-0.041298223	0.1060566355	0.1066013326	-0.07172772	-0.0535002153	-0.0355663338	0.1228451783	0.0391456794	0.0017204341	-0.0903095348	-0.0300454097	0.1237490261	0.0838354781	0.015531768	0.2019665109	0.0254145225	-0.0518989516	0.1918329431	0.134632891	-0.070634258	0.151276289	0.1449845808	0.0149637374854307	0.0016527501942533	0.0002239134395328	2.731583204604323e-06	-0.0260175553613919	0.014531969332495	0.000676913186983	0.0002111781326805	0.1098136507606852	-0.0033262588901409	0.0120590378933897	1.10639982042414e-05	-0.0012489119437526	1.104414246259986e-05	1.2197308273420133e-10	1.5597810432478976e-06	-0.0005811896389169	-9.291572240007365e-08	8.633331469127543e-15	3.377813963843567e-07	0.0003036371769565	0.0001505034818841	2.2651298059237618e-08	9.21955352301129e-08	0.0
1302.4482169581784	2.09475626116614	1696371.3578575382	4.388003793694744	2097.8989923355425	-1.5148090768375368	4401180.182042485	2.2946465392693907	1244.4073912756785	0.0085007803781991	1548549.7554615396	7.226326703837524e-05	1468.885365176963	1379.2203983086258	1.068417	24.204985	0.0193047839822281	0.0121422639226717	0.0026536691	-0.1690916199	0.0654315945	0.1257086052	0.0461900379	-0.1590501306	-0.1645145802	-0.1480417833	-0.1475672996	0.0350640939	-0.2371547022	-0.1967703245	-0.0932070858	0.098859711	0.0091852032	-0.1644450256	0.0175661736	-0.0427703976	-0.1382736162	-0.1173892466	-0.0421592937	-0.092799353	0.16336147	0.0017548062	0.0827565364	0.0602790733	0.128720992	0.1009103006	0.0118410058	-0.1553238462	-0.0007297783	0.1584692483	0.0929687509	0.0829145426	-0.1753823631	0.0671318032	0.1034856859	-0.2005211431	0.0264171925	0.0153410311	-0.0005133722	0.0447219499	-0.1892774833	0.0791929321	0.1442992137	0.2126379974	0.1097144308	-0.0942953459	-0.0794372	0.0716131959	0.0235981707	0.0407461418	0.1258002573	-0.1005122463	-0.1782546849	0.0678320965	-0.0849286798	0.016598423	0.17848584	-0.0924118977	-0.0632281948	0.0115175166	0.0662288775	-0.0703611757	-0.105234385	-0.0394873038	-0.0954116174	0.1877609457	0.0925725129	0.1070790038	0.0386716846	0.164294427	-0.1220923229	0.0469936363	0.044853856	0.0919983453	0.1502346003	0.1408894722	0.0152468650148023	0.0002831275293715	0.0002324668927796	8.016119788806605e-08	-0.0278294984514104	-0.0018119430900184	0.000774480984057	3.283137761465788e-06	0.0979536216303671	-0.011860029130318	0.0095949119905051	0.0001406602909719	-0.001338907526421	-8.99955826683999e-05	8.099204899824801e-09	1.7926733643068008e-06	-0.0005812141555936	-2.4516676699957825e-08	6.010674364102547e-16	3.378098946623815e-07	0.0003206107622618	1.6973585305299983e-05	2.8810259811629547e-10	1.0279126087809245e-07	0.0
1305.6629480590493	3.2147311008709494	1704755.7339342476	10.334496050906946	2103.3692902909947	5.470297955452224	4424162.371339243	29.924159721424783	1246.5204162597656	2.113024984087133	1553813.1481524194	4.464874583376428	1472.249873986092	1395.3863409810992	1.13524	25.71884	0.1950416857144489	0.1140484107913669	-0.082875174	-0.1289048009	-0.0805543065	0.083094778	0.0644165675	-0.0746620054	-0.0362565282	-0.2438552604	-0.0416460577	0.0450924121	-0.104210276	-0.1193184405	-0.0055110373	-0.048076031	0.1058536159	-0.0017335117	0.1710751563	-0.1882874909	0.1072843853	-0.3159541723	0.0458644003	-0.0202065331	0.134807009	0.0303511343	-0.266719424	0.0798575553	0.0990101432	-0.0441970007	0.1056719605	0.0148656369	0.0906978779	0.1044635856	0.0132994291	-0.0051339002	-0.026655681	0.0780321786	0.0779155396	-0.1523391457	-0.2244262469	0.0141907622	-0.2086341201	0.3623797433	-0.135183517	0.1945908875	0.1866148219	-0.0755615084	-0.0599335388	-0.0705378999	0.1845499783	-0.105814013	-0.1276768475	0.0327441251	-0.0674572883	-0.0624771476	-0.1052499936	-0.0897569837	-0.0896691038	-0.0907892509	0.2897122037	-0.2390558416	0.1357475354	0.1032523619	-0.1059616866	0.0627634626	-0.0498356941	-0.1539941334	-0.1242153153	-0.0110297292	0.0594696355	0.2415369211	-0.2353774488	-0.0741810544	-0.0879926858	0.0042279744	0.084361562	0.0753197771	0.1489877092	0.136024874	-8.067640797548847e-05	-0.0153275414227777	6.50868280382746e-09	0.0002349335260669	0.0142090932720151	0.0420385917234255	0.0002018983316128	0.0017672431940888	-0.0002398291219236	-0.0981934507522906	5.7518007722645e-08	0.0096419537706425	-0.0011465815639956	0.0001923259624253	3.698927582285634e-08	1.3146492828945963e-06	-0.0005803420365497	8.721190439000236e-07	7.605916267330912e-13	3.367968793866533e-07	-0.000275833192588	-0.0005964439548498	3.557453912768703e-07	7.608395013328868e-08	0.0
1307.539591783246	1.8766437241965832	1709659.7840806972	3.5217916675664216	2112.0979137664144	8.728623475419681	4460957.59733644	76.18886777564755	1247.3512044634138	0.830788203648126	1555885.027276329	0.6902090393208801	1477.382055301753	1408.1297377472492	1.110544	25.159372	0.1713871011122479	0.0928549792158325	-0.1394694983	-0.0164123126	-0.1738409487	0.0776165486	0.0944056431	0.1492697931	0.1001311753	-0.2077117835	0.145076102	0.0911976749	0.2235922687	0.0908507938	0.0646762647	-0.0942351988	0.0033767931	-0.2071620918	0.2052276275	-0.2037474289	-0.1224600619	-0.1781353041	0.0801453106	0.0478128086	-0.0762690831	0.1409232682	0.081646627	0.033317345	-0.0061550427	-0.0346050169	0.1416983939	0.0393523424	0.0189466651	0.046149246	0.03560903	-0.2314295438	0.0404530821	0.0054109366	0.0213311419	0.1086814435	-0.1739980715	-0.1673967596	-0.1567568545	-0.055985162	-0.1873778908	-0.0911222452	0.2870775793	-0.0936678127	0.0055538541	0.0036687423	-0.0389972764	0.1059955598	0.1990534644	-0.090169391	-0.185761066	0.0253723758	-0.0179260473	-0.1073336667	-0.0118719156	-0.2661764962	0.2202947837	-0.0910103091	0.0634594911	0.20265054	-0.0799079293	0.0651033919	0.1021336048	0.0130666176	0.0198370579	0.1383747761	0.0423663706	-0.0379501011	-0.1270284198	-0.0367908856	-0.0151584754	-0.1363343046	0.1299915227	0.0536000589	0.1475373187	0.1304173552	-0.0115355876572209	-0.0114549112492454	0.0001330697825974	0.000131214991728	-0.0041737104266132	-0.0183828036986283	1.741985872521974e-05	0.0003379274718223	-0.0752512957142528	-0.0750114665923292	0.0056627575066739	0.0056267201203321	-0.0005406058294635	0.0006059757345321	3.672065908417181e-07	2.922546628499189e-07	-0.0002958063359794	0.0002845357005703	8.096056489903144e-08	8.750138840555767e-08	-0.0007160801489265	-0.0004402469563385	1.938173825653132e-07	5.127707796865985e-07	0.0
1305.382250328574	-2.1573414546719505	1704022.8194728915	4.654122152046088	2109.2101394328665	-2.887774333547896	4448767.412286412	8.339240601497991	1244.8679436274938	-2.483260835919964	1549696.197071345	6.166584379213918	1473.0007674404476	1400.7874944957334	1.104801	25.029261	0.1682782760272737	0.088724104270708	-0.0687977129	0.1101227163	-0.0864487378	-0.125936715	0.0696420741	0.2150122043	0.0992129625	-0.1721258389	-0.0939215642	-0.1904665172	-0.0169034262	0.0322443039	0.0806880195	0.0014423581	0.0503459507	-0.1567647688	0.0730537696	-0.0851343625	0.2291838255	-0.0566929312	0.0682438417	0.1590262935	-0.0511972187	-0.1373940932	-0.0554582165	0.0632092504	-0.1717313934	-0.1284974508	0.0096399062	0.0136177929	-0.1238596054	0.0662895793	0.0344187472	-0.009156696	0.1174799087	0.1577630136	0.0651106426	0.097089408	-0.27055455	-0.066111782	0.0969983796	-0.0011340045	-0.0132109563	0.0915632202	-0.1013921465	-0.1132638609	0.0752307603	-0.0324769906	0.1422764135	-0.0096367513	0.1077905301	0.0292631777	-0.0181167072	0.0451892971	0.0383441569	-0.0088157782	0.1219139144	-0.2897734908	0.1134396396	-0.0922495809	0.0550054205	-0.02812468	-0.074577047	0.1082979816	-0.0280017838	0.055527128	0.0200899729	-0.0229077199	-0.1034067452	-0.2082497073	-0.0408953251	0.2157414672	0.0481700118	-0.156465212	0.0495404604	0.0572972158	0.1458854101	0.124097542	-0.0048383557878253	0.0066972318693955	2.340968672958257e-05	4.485291471244808e-05	-0.0364067864720283	-0.0322330760454151	0.0013254541012198	0.0010389711913495	-0.0013177133274098	0.073933582386843	1.736368413233407e-06	0.0054661746045521	-0.0010221074036492	-0.0004815015741856	2.318437659433071e-07	1.0447035445945086e-06	-0.0005803090074987	-0.0002845026715193	8.094177010161874e-08	3.367585441841263e-07	-0.0003737966801191	0.0003422834688074	1.171579730188264e-07	1.397239580680608e-07	0.0
1305.6842760632712	0.3020257346972812	1704811.4287588687	0.0912195444194325	2101.4782220394054	-7.731917393461117	4416210.717705901	59.78254657930656	1245.395198549543	0.5272549220492238	1551009.2005702558	0.277997752825133	1472.6780107123666	1396.7093668695709	0.965781	21.879765	0.0672443577037711	0.0306893617444717	0.0113575239	0.1529241055	0.0994812436	-0.1586472317	0.1791780256	-0.0050058166	0.0824395604	-0.1123836935	0.1136832729	-0.2772757088	0.0049816638	-0.0146382626	0.0902994966	-0.0460367318	0.2152953748	-0.0160995724	0.0067223555	-0.0278879949	0.1272599721	0.133397595	0.1175868016	-0.0748000054	-0.0587273276	-0.2125390613	0.196132241	0.1141730095	-0.1358387043	0.1067399915	0.0957654243	-0.0600148221	0.1176222767	-0.1444445678	-0.1012697913	0.0834835586	0.0508577191	0.0798372225	-0.0967944857	0.132468878	-0.2128028962	-0.1296774234	-0.033318528	-0.2019642081	0.1325419372	0.1152717667	-0.086305163	0.0166786498	0.0307781281	-0.033937595	-0.0265005121	-0.2363919608	0.066377985	-0.1973870637	0.0745268484	-0.0246542264	0.1398021324	0.0346837549	0.1483277118	-0.3292170175	0.0277123677	0.0243361735	0.0254437835	0.012032299	-0.0191638345	-0.0440323695	-0.047340673	0.0062736878	-0.0502610844	-0.0010320409	-0.2156394237	-0.2009889774	0.0468009769	0.0516366207	0.1420041683	0.0423521418	-0.0709038284	-0.173980278	0.1440342395	0.1170999511	-0.0093638200038981	-0.0045254642160728	8.768112506540222e-05	2.047982637095541e-05	-0.0496035881456151	-0.0131968016735867	0.0024605159569198	0.0001741555744119	-0.0268354013275313	-0.0255176880001215	0.0007201387644096	0.0006511524008715	-0.0012490649363857	-0.0002269575327364	5.1509721665839454e-08	1.5601632153082126e-06	-0.0003302686468267	0.000250040360672	6.252018196498386e-08	1.090773790767395e-07	-0.0003707064972478	3.0901828712999978e-06	9.549230178075898e-12	1.3742330710173318e-07	0.0
