global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	c_comp_cor_07	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01
1459.3251169517685	n/a	2129629.796966293	n/a	2331.8581260108194	n/a	5437562.319842691	n/a	1377.2259035828292	n/a	1896751.1894995405	n/a	1623.7032890878754	1540.361938108794	n/a	n/a	n/a	n/a	-0.0078646996	0.1449013299	0.003377824	-0.0727861656	0.0543038343	0.1058883334	-0.1455439044	0.0342656353	-0.1152366875	0.0703861331	-0.0048127974	0.176119709	-0.0999121996	0.0345857588	-0.0106908321	0.0418877406	-0.1750394056	0.1321097985	0.1363234566	-0.2644843331	0.0903533161	-0.1001526732	0.186502871	-0.1011262453	0.0747634182	-0.0232102766	0.0513960035	-0.0428351804	0.0225380883	0.0635870406	-0.0181344431	0.0097221521	-0.0288626161	-0.0098668524	0.218146205	-0.112169314	0.0582083208	-0.0572468411	0.0833177696	-0.2228752584	0.1207151281	0.0160075118	-0.2964719972	0.0570478952	-0.0228177692	0.0235579063	-0.0409409865	0.0496005373	-0.1863959794	0.0916556118	-0.0110859729	0.132519851	-0.0680942044	0.0928327659	-0.0408519168	0.2684379808	-0.1324670183	0.0576332623	-0.0048649177	0.2396026773	-0.0566405243	0.024563492	-0.0541573882	0.3962616043	-0.1447753419	0.127941812	-0.0451609959	0.0136032217	-0.010224474	0.0570859026	-0.0784006541	-0.0277116662	0.153366806	0.1532882396	0.0146719492973517	n/a	0.000215266096184	n/a	-0.0541181400661798	n/a	0.0029287730842226	n/a	0.2946520800721828	n/a	0.086819848290864	n/a	-0.0037154724533488	n/a	n/a	1.380473555159375e-05	-0.0010656476565436	n/a	n/a	1.1356049278968664e-06	7.702168876905354e-05	n/a	n/a	5.932340540836949e-09	0.0	0.0
1462.8653705532572	3.5402536014887573	2139975.0923639187	12.533395562854118	2335.0569535507984	3.1988275399789927	5452490.976325936	10.232497630528057	1381.9454444146925	4.719540831863242	1909773.211338522	22.27406566362438	1627.4867117815402	1548.2495589373468	1.126406	27.441664	0.1373304762729298	0.0696052527949587	0.1542690785	0.0376210417	-0.0476271757	-0.1624212834	-0.0795143676	0.0518807236	-0.0198394501	0.0642882661	-0.1100654631	0.0481388183	0.0246579374	0.1716481097	0.0141707315	0.0375811652	0.0741467613	-0.1192547977	-0.1344404845	-0.1142280701	0.0192911146	-0.0755198925	-0.0871684823	0.0410405123	0.2369083543	-0.0081839202	-0.0296894104	-0.0205422758	-0.0776109045	0.0776681368	-0.0828404069	0.019770037	-0.0608378562	-0.1073411436	-0.1035600655	-0.0813332606	0.1753653152	0.0537637867	0.0526281979	-0.1982913184	0.0218848229	0.0063565341	0.0685824193	0.0678284201	-0.0538038894	0.0578657952	0.0625333295	0.0488938442	0.0884741334	-0.0612096941	-0.1715105203	0.033958166	-0.0091116521	0.0349206181	-0.1696733875	0.114514469	-0.1006593876	0.1476302377	-0.056240905	0.0843017366	-0.059866737	0.231202318	-0.0227550829	0.0480516318	-0.1199471097	0.2176451142	0.0295595797	0.1537628043	0.0840426524	-0.133804812	-0.0364756913	-0.1655878145	-0.0207746296	-0.0521260483	0.1531573254	0.1524510324	-0.0001091894485938	-0.0147811387459455	1.1922335684218094e-08	0.0002184820626268	-0.0677188313146928	-0.013600691248513	0.0045858401146278	0.0001849788024373	0.2491881963068891	-0.0454638837652937	0.0620947571786806	0.0020669647270241	-0.0031402507846149	0.0005752216687338	3.308799681810123e-07	9.861174990274496e-06	-0.0009582020147451	0.0001074456417984	1.1544565941491556e-08	9.181511010615688e-07	-0.0005100062509621	-0.0005870279397311	3.446018020250028e-07	2.601063760204165e-07	0.0	0.0
1462.5266365232524	-0.3387340300048436	2138984.1625400176	0.1147407430833222	2341.9038793993564	6.84692584855793	5484513.780345755	46.880393575650736	1381.1482688329554	-0.7971755817370649	1907570.5405002695	0.6354889081178279	1628.470766256144	1560.6711153055635	1.253936	30.548573	0.1821867126299065	0.103720375922594	0.0594474651	-0.1594859551	-0.0544242471	0.0033167462	-0.1432022034	-0.0101247788	0.0596317115	0.0949298364	-0.1307333238	0.0525505963	0.0956434252	0.0405499309	0.0108509054	0.0067486043	0.1772137513	-0.0093590844	-0.0804437704	-0.0598177042	-0.2072073539	0.0185428552	0.0320833183	-0.0437002684	0.0262979446	-0.0786458725	-0.1817934485	0.1178999595	0.0048135792	-0.1370955598	0.0655471708	0.1057187189	-0.139376706	-0.0005815686	-0.0519189873	-0.1501377251	-0.0458347361	-0.0240253438	0.0470050367	-0.1633793442	0.1239976343	0.021232975	-0.0899890804	-0.0104459	0.146150329	0.1032466653	-0.144436727	0.0803911733	-0.0469468098	-0.0608096851	-0.1067847702	-0.1558026651	-0.0201771691	0.0331794799	-0.0135068873	0.2172573075	0.0003862818	-0.0541631435	-0.1301631472	-0.0908032757	-0.0442891546	0.2286850863	0.0577925777	0.3142223887	-0.1173687169	-0.2373333583	-0.0469735838	0.1367933746	0.0521357485	0.1475163796	0.0054045275	0.0455275973	0.1183539653	-0.1530589949	0.1527386503	0.1507811905	0.0006026111703789	0.0007118006189727	3.631402226654276e-07	5.066601211699189e-07	-0.0299496849700346	0.0377691463446582	0.0008969836298043	0.0014265084156042	0.1604268901911894	-0.0887613061156997	0.0257367870964159	0.0078785694633649	-0.0028919688573806	0.0002482819272343	6.16439153911783e-08	8.363483872059253e-06	-0.0012370916888015	-0.0002788896740564	7.777945029528507e-08	1.5303958465017475e-06	6.171133875871801e-05	0.0005717175897208	3.268610023961816e-07	3.808289331393252e-09	0.0	0.0
1461.699646667024	-0.8269898562284652	2136565.8570665023	0.6839122223047776	2334.46883561206	-7.435043787296308	5449744.744443928	55.27987611901344	1380.9832351520497	-0.165033680905708	1907114.6957710213	0.027236115833287	1625.9219920329558	1560.3723599915245	1.239312	30.19228	0.0939044284098486	0.0558363919130162	-0.1375580455	-0.0762040259	-0.1176134432	0.2016246348	0.0102883556	-0.032481002	0.0430934278	0.0532843357	-0.0453847567	0.0626281558	0.1898998932	-0.1189853144	0.0426930428	0.028447414	0.0228760364	-0.0260092288	-0.0682361998	-0.0610123434	-0.1207214628	-0.0130395548	0.0284408469	-0.1424410701	0.1105187519	-0.120260014	-0.07412829	-0.171048113	0.1544344017	0.0232447699	0.2321291977	0.0657233528	0.1455312744	0.0737283608	0.1270735678	-0.0017088015	-0.1155246698	-0.1038862143	0.0256290766	-0.1346105021	0.0774294899	0.0253753637	-0.075715862	-0.0286316867	0.0737869441	0.0139420042	-0.0016917505	-0.0993014326	0.3290985109	0.0426773864	0.0068851057	-0.0576294438	-0.0046605931	0.1808416904	0.0665374615	0.2008686398	-0.0020408361	-0.0766390295	-0.036427013	-0.0735386638	-0.0785755127	-0.0994340911	0.021183928	0.2704495034	0.108287356	-0.0452439618	0.2846922825	-0.0407167548	0.1902582541	0.2095344397	-0.1041269826	-0.0645445446	0.053779729	-0.0135467608	0.1521113526	0.148287834	-0.0001100488140792	-0.000712659984458	1.2110741480238326e-08	5.078842534478192e-07	-0.0163774317736482	0.0135722531963864	0.0002682202715005	0.0001842060568268	0.1673981568198144	0.006971266628625	0.0280221429066711	4.859855840738081e-05	-0.0018302730990952	0.0010616957582854	1.1271978831612103e-06	3.349899617271548e-06	-0.0013533101198202	-0.0001162184310186	1.3506723708448298e-08	1.831448280407764e-06	0.0003367621214622	0.0002750507827034	7.565293306579808e-08	1.1340872645172155e-07	0.0	0.0
1463.9804142245953	2.28076755757138	2143238.653233217	5.201900651670119	2330.461355789848	-4.00747982221219	5431050.130829856	16.059894525437844	1377.5933673817624	-3.38986777028731	1897763.4858542236	11.49120350003266	1624.326582793351	1575.334110714312	1.210364	29.487055	0.1385156330097472	0.0709925050663747	-0.083151132	0.0846247592	-0.1205017928	-0.0039886673	0.1566050882	-0.0837248821	-0.193183633	0.0343769259	0.0103472006	-0.0346711834	0.2005697043	0.0896419181	-0.1018452253	0.153966804	-0.1148576548	0.0201349011	-0.2292291068	0.0821538891	-0.1321066989	-0.0583313635	-0.0789995878	-0.0798073053	-0.0410108469	-0.0161890613	0.1009093193	-0.0671277682	-0.0682869852	0.0359165255	-0.2020406368	0.0024772421	0.0651155555	-0.0783791634	-0.0211631115	0.1767699486	0.1171632678	-0.1360571931	0.0580566684	-0.1309918676	0.1144084302	-0.2260695947	-0.1497333341	-0.0568343476	0.0109339883	-0.0901150999	-0.0504915402	-0.0223971527	0.0508984191	0.2423898024	-0.0062539666	0.1735552363	0.0539084923	0.1083943348	-0.0039076363	0.1358471811	-0.0266016133	-0.0511185098	-0.005837769	-0.1160705089	0.0020310444	-0.1952748732	-0.0379375307	0.0438582832	0.0165288053	0.1086610858	-0.0242068823	-0.1473784119	0.0946247119	-0.0080918549	-0.1068502031	0.1399968807	0.0197965239	0.1562851579	0.151276289	0.1449845808	0.0143756619389137	0.0144857107529929	0.0002066596561819	0.0002098358160193	-0.0598585224575884	-0.0434810906839402	0.0035830427108056	0.001890605247065	0.2074315226015386	0.0400333657817242	0.0430278365687926	0.0016026703758133	-0.0018304541554245	-1.8105632929987098e-07	3.2781394379543324e-14	3.3505624151108197e-06	-0.0007441247799737	0.0006091853398464	3.711067782838957e-07	5.537216881709074e-07	0.0001358192018162	-0.000200942919646	4.037805695585881e-08	1.8446855581989667e-08	0.0	0.0
1469.4567893793208	5.476375154725474	2159303.255852981	29.990684835294463	2332.3841358531604	1.9227800633125296	5440015.757179494	3.697083171872136	1381.3586601667507	3.7652927849883326	1908151.7480176808	14.177429756685196	1631.1477350088269	1572.0608972791013	1.040676	25.353088	0.0982932534785768	0.0564043260539944	0.0332354935	0.1372111624	-0.1832111642	-0.1763438864	0.1412456739	-0.0693196794	-0.0723475149	0.0380225434	0.0467698629	0.2375481057	-0.030099475	0.0670017853	0.0888006477	0.1928269877	-0.033126148	-0.0976192101	-0.121931894	0.0227690291	-0.0262943107	0.1623458645	-0.1408439566	0.0182618881	-0.0514896357	-0.0490564753	-0.0756412132	-0.1418201784	0.0049662675	-0.0183903235	-0.0616149057	0.1243041802	0.0342176605	0.0629071071	-0.0046942083	0.1446046633	0.1763931421	0.0899106443	-0.074461005	-0.1553227494	0.0366808078	0.0182589547	-0.0790305172	0.1455933817	0.0588737701	-0.0427296155	0.036319382	-0.2015825112	0.008151881	-0.0798300148	-0.0754819863	0.2032737824	0.1844774449	0.0186031177	-0.071953345	0.1510946897	-0.0845253491	-0.0426824822	0.0900028328	-0.0185641529	-0.0911874795	-0.0961851325	-0.1076984925	0.027489687	-0.0124854015	0.0862552451	-0.1408077692	-0.121552753	0.0712841083	-0.0395098689	-0.071962431	0.0402763372	0.026380467	0.0754171234	0.1502346003	0.1408894722	0.023540943095611	0.0091652811566973	0.0005541760018307	8.400237868131059e-05	-0.1166694911761396	-0.0568109687185512	0.0136117701712993	0.0032274861667402	0.201330268702975	-0.0061012538985636	0.0405338770960121	3.722529913473769e-05	-0.0021620148017047	-0.0003315606462802	1.099324621617439e-07	4.674308002790213e-06	-0.0007189667521187	2.5158027854999945e-05	6.32926365552953e-10	5.169131906521122e-07	-3.177711814389525e-05	-0.00016759631996	2.8088526464166626e-08	1.0097852375310768e-09	0.0	0.0
1466.6979590081075	-2.7588303712132074	2151202.902958548	7.611145017128404	2338.417247425426	6.033111572265625	5468195.223056706	36.3984352434054	1381.2618426579302	-0.0968175088205498	1907884.2779827807	0.0093736300142172	1630.9916180062207	1603.736746602338	1.330153	32.405373	0.1783833038152307	0.1127335820446021	0.1205338418	-0.0585992763	-0.1393210398	-0.1406886906	-0.100243231	0.0955562951	-0.0813312311	0.2024886449	0.1923996762	-0.0745600665	0.1083218276	0.2100660922	0.0698020098	-0.0388074734	0.0352360892	-0.0450115682	-0.1450873392	-0.0364581808	0.0814240395	0.1234580491	-0.0756447993	0.2525967432	-0.0400050131	0.0239394873	0.0505345062	0.1254077202	0.09915651	0.0987693976	0.046640705	-0.2356264462	-0.052639134	0.1431653093	-0.1823814222	-0.0954061778	0.1260832142	-0.0435780925	-0.1405749985	-0.0325400038	-0.024305109	-0.0233663426	-0.027370588	0.2322230023	0.0778312125	-0.1427928203	0.1646500139	0.3096939004	-0.0215809275	-0.0060320315	-0.256707266	0.0813153203	-0.0191484512	-0.0772779745	-0.0180667509	0.0856304126	-0.0152613307	0.1115307426	0.266208603	0.0601672875	0.173722167	-0.053599596	0.1753450858	-0.0090916053	0.0204447514	-0.0306289324	-0.1218316181	-0.275240641	-0.0274150533	-0.0540459812	0.1568201644	-0.0579030729	0.1801329731	-0.0391788337	0.1489877092	0.136024874	0.0469864587995516	0.0234455157039406	0.0022077273105219	0.0005496922066237	-0.1341767422171784	-0.0175072510410388	0.0180033981520151	0.0003065038390139	0.3109203809518561	0.1095901122488811	0.0966714832912473	0.0120099927027223	-0.001787054011134	0.0003749607905706	1.4059559446540432e-07	3.1935620387101185e-06	-0.000796379078134	-7.741232601529994e-05	5.9926682190990854e-09	6.342196360895596e-07	-0.0001362124979853	-0.0001044353798414	1.0906748562618491e-08	1.855384460739536e-08	0.0	0.0
1460.2902624113135	-6.40769659679404	2132447.650493303	41.05857567656592	2334.4213891915183	-3.995858233907711	5449523.222314858	15.966883025488052	1382.5084375525034	1.2465948945732634	1911329.5799038643	1.5539988311761257	1631.8100545275342	1594.3577967122733	1.181186	28.776205	0.1248421398358356	0.0573155300508765	-0.0468023225	-0.1286659088	0.0063056516	0.0933144552	-0.1875120745	0.1882323189	-0.0783397191	0.067658577	0.1117270248	0.080147534	0.1082001134	0.2136862911	-0.0105816187	-0.1362448131	0.0340182152	0.0172113232	-0.1462026558	-0.0003352107	0.1775322251	0.108663628	0.0043832154	0.0722644225	-0.1414099965	0.0236232125	-0.0309565814	0.1216180054	-0.120512134	-0.0238379169	0.1351691037	0.1106341943	-0.0156426341	0.0434876108	-0.0797902118	-0.1643843582	0.0103223855	-0.1993938172	-0.0888503655	0.0020394098	-0.0973215859	-0.0160629875	0.1229319409	0.2845065695	0.0621858641	0.0317835208	-0.0556255433	0.004619204	-0.1140393868	-0.1514854373	-0.2134967731	0.0241579529	-0.1546799617	-0.0042755148	0.1519671979	0.0648661558	0.0471735363	0.1096807449	0.2245778557	-0.0043168353	0.1135555014	0.1726745857	0.0358706036	-0.1858255135	0.1632570276	-0.0989243861	0.0372644383	-0.0624003378	0.0081719786	0.052562502	0.1936552505	0.0312488578	-0.0030612631	-0.1583329778	0.1475373187	0.1304173552	0.0570715557540495	0.0100850969544978	0.0032571624761875	0.0001017091805816	-0.0896772244556416	0.0444995177615368	0.0080420045860675	0.0019802070810093	0.2996969105132052	-0.0112234704386509	0.0898182381711601	0.0001259662886872	-0.0011261473342479	0.000660906676886	4.367976355526276e-07	1.2682078184336516e-06	-0.0006102357157484	0.0001861433623855	3.46493513602168e-08	3.72387628774962e-07	-0.0004698435523366	-0.0003336310543513	1.1130968042756013e-07	2.207529636722754e-07	0.0	0.0
1453.6673636583962	-6.622898752917308	2113148.804165552	43.86278789139364	2334.1461996749454	-0.2751895165729365	5448238.48145699	0.0757292700316465	1380.7485695459509	-1.7598680065525514	1906466.6123031892	3.097135400487251	1630.2678928514977	1559.8874704905404	1.260211	30.701445	0.1701279877653743	0.0801352526811333	-0.1060620236	0.0973890382	0.1464015008	0.1098620694	0.0621264423	0.1837207381	-0.0250973729	-0.0785381818	0.1080152611	-0.0805746786	0.1358324033	0.1696550995	-0.1278236005	-0.0144238768	-0.0447028375	0.1068511806	0.132174953	-0.0406336974	0.1535697096	0.0448374959	0.0020376282	-0.131474436	-0.1034672677	0.2329696416	-0.090135452	-0.0540380802	-0.0760876458	-0.1776799485	0.0566596346	0.1446033413	0.0419439496	-0.0177790827	0.0862599371	-0.0379037993	0.0767029075	-0.167185559	0.0002477733	0.1387035424	-0.2477908586	-0.0798307326	0.1819620533	0.0974321424	0.0685682018	0.0318483328	-0.1747442811	-0.0886358867	0.1444286056	0.0721701516	-0.0893098865	0.0712278075	-0.1636069594	0.1639962838	0.0866885447	-0.1213318764	-0.0015339837	0.0876635153	0.014644167	0.0006278401	0.2291949301	-0.0516121167	-0.0715853851	-0.0663757949	0.2143435386	-0.2415139896	0.12523881	0.0998008846	-0.1489318917	0.0249216916	0.0498983879	-0.0895368023	-0.2773525477	0.0645177979	0.1458854101	0.124097542	0.0340567831070046	-0.0230147726470449	0.0011598644755975	0.0005296797599951	-0.0349301726053994	0.0547470518502421	0.0012201169582429	0.0029972396862931	0.2514811061754329	-0.0482158043377722	0.0632427467632193	0.0023247637879383	-0.0014700360357539	-0.0003438887015059	1.182594390234827e-07	2.1610059464150414e-06	-0.0002437815432301	0.0003664541725183	1.3428866055607197e-07	5.9429440819649123e-08	-0.0002971792477546	0.000172664304582	2.9812962076785685e-08	8.831550529598993e-08	0.0	0.0
1451.2288652478555	-2.43849841054066	2106065.2193285786	5.946274498209326	2328.752926913174	-5.393272761771186	5423090.194606676	29.087391082863	1377.9836559664818	-2.7649135794690665	1898838.9561107515	7.644747101932445	1626.670041290395	1539.4177661960653	1.175003	28.625595	0.0458334099208311	0.0227402952913898	0.1000459778	-0.0043199419	0.2414447986	-0.0795601802	-0.0552542781	0.0602007597	-0.0945408509	-0.2040541192	0.0481018854	-0.0724942562	0.086783752	0.1422796675	-0.1012598165	-0.0370743758	-0.0375663263	-0.0348056463	0.0633497396	-0.1212621441	0.137921653	-0.0216620796	-0.0572157514	-0.1129321955	0.046875484	0.1498450413	-0.0212535134	0.1544883195	0.0323853329	0.0060265547	-0.1746830648	-0.0458188954	-0.0659270672	-0.1126687225	-0.0914246108	-0.0517570289	0.0741798063	-0.028554299	0.1379698911	0.0113249198	-0.219558687	0.0154758208	0.1069290331	0.0198902515	0.0035254966	-0.0473064463	-0.0808830358	0.0659884585	0.1932537611	0.1340794721	-0.0865142338	0.0283541999	-0.1886571137	0.028178897	-0.0358049037	-0.1578533566	-0.1957465747	0.0094874626	-0.0525837503	-0.0050690782	0.0461715453	-0.0921747691	0.1173765927	0.0082814362	0.1432689824	-0.0542011484	0.2370270255	0.0477302716	-0.1380256051	0.0874197326	0.0720082423	-0.0194489129	-0.2653765667	0.1433751303	0.1440342395	0.1170999511	0.0288069138539555	-0.0052498692530491	0.0008298382857892	2.7561127174110312e-05	-0.0206103996951014	0.0143197729102979	0.0004247885755918	0.0002050558962025	0.2389452352547039	-0.0125358709207289	0.0570948254509257	0.0001571480597411	-0.0016630217541211	-0.0001929857183672	3.7243487493704255e-08	2.76564135468002e-06	-0.0001622530128138	8.15285304163e-05	6.646901271841555e-09	2.6326040167155146e-08	-0.000297135559803	4.368795160001032e-08	1.908637115004844e-15	8.828954089944219e-08	0.0	0.0
