global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	c_comp_cor_07	c_comp_cor_08	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05
1276.4250213262624	n/a	1629260.8350677493	n/a	2046.7577638787736	n/a	4189217.3439980377	n/a	1212.4286482032924	n/a	1469983.226984063	n/a	1437.7344913465467	1409.2079516972335	n/a	n/a	n/a	n/a	-0.0117722191	0.1712948163	0.0172146585	-0.0077616076	-0.0393934279	0.0827017671	-0.0174712752	0.1675635659	-0.1971760425	0.0701407097	-0.0258197753	0.2593376325	0.1193976997	-0.1258795055	0.163077561	-0.0203278111	0.1978659445	-0.1597395237	0.1390658348	-0.0177881546	0.1743785632	-0.0491750712	0.115930327	-0.1176401299	0.2111203891	-0.042062918	0.0023303456	-0.0822051044	0.1088871207	-0.1536456048	0.0450805987	0.0025480511	-0.2225898246	-0.0422761501	0.0910990624	-0.0520363874	0.1725270795	-0.1325503089	0.0533867785	-0.1798973448	0.1346449884	-0.0666085344	0.1660332076	0.2167542129	-0.0297719232	0.1493530389	-0.0089204575	0.1298768628	-0.1535210368	0.0903959508	-0.0006425726	0.1347343105	-0.1581643734	0.1965221729	-0.2331918181	0.0914503027	-0.0655763875	0.1253654608	-0.0841784133	0.1566282259	-0.1726359765	0.0158732225	-0.1727388723	0.1014757002	-0.3143897401	0.1003422493	-0.0566429115	0.1600364436	-0.0269400323	0.1623689935	-0.0512506057	0.0150005067	-0.043031425	0.0620850324	-0.0534823203	0.0951096978	-0.082610847	-0.03244779	0.153366806	0.1532882396	-0.0796725825151156	n/a	0.0063477204046279	n/a	-0.1635457872873331	n/a	0.0267472245394336	n/a	0.2403711827230381	n/a	0.0577783054836721	n/a	-0.0045940549002001	n/a	n/a	2.1105340426052557e-05	0.0020821946911662	n/a	n/a	4.335534731920707e-06	-0.0033402484013557	n/a	n/a	1.115725938275931e-05	0.0	0.0	0.0	0.0	0.0	0.0
1277.2598810665063	0.8348597402439282	1631392.8037820258	0.6969907858801592	2043.8231347294177	-2.934629149355942	4177213.0060551832	8.61204824424958	1212.4396770077035	0.0110288044111257	1470009.9703825444	0.0001216345267388	1432.1784788222867	1379.219364971981	1.462604	28.822081	0.1474659753821414	0.1073705097213206	0.1520895929	0.1123150627	0.0435510101	0.0271792362	-0.1958740122	0.1270166778	-0.1892055175	0.0469631143	-0.0417292151	0.3004036186	0.3047504933	-0.2017732858	0.1417964391	-0.0562770717	0.2776535488	0.1683749928	0.0192231043	-0.0756143241	0.0905625877	-0.2150067746	0.2144553753	0.0021643243	-0.0031154375	0.2125793374	-0.1525073156	0.0056700093	-0.2903443945	0.0227425004	-0.1977247429	0.0999898072	-0.0650947807	-0.0301182108	0.0084546959	0.0145303733	0.014687905	0.0376843949	0.2745193356	0.1138584845	-0.0488978166	-0.1009383607	-0.0592109415	-0.1075374113	-0.2753377982	-0.104444668	-0.3329764294	0.2336242643	-0.3232833878	-0.0225963797	-0.0801751039	-0.0851460864	0.0213720648	0.1346484671	-0.0270356637	-0.1142289834	-0.2229739164	0.0962944629	0.1194081152	-0.0487061883	0.047508456	0.1039423305	0.0182451871	-0.2305091626	0.0588628859	0.1847664271	-0.0565607404	-0.0655368543	0.3714330966	-0.0112286757	0.0677079261	-0.1331729947	-0.0170505519	-0.1294727927	0.195955768	-0.0455627895	-0.0881002204	0.1144885573	-0.1687700508	0.1866005518	0.1531573254	0.1524510324	-0.0827582112043074	-0.0030856286891918	0.0068489215217367	9.521104407563554e-06	-0.0642391578761589	0.0993066294111742	0.004126669404638	0.0098618066450082	0.2373431996030177	-0.0030279831200203	0.0563317943977978	9.168681775128445e-06	-0.0049179170532099	-0.0003238621530097	1.0488669415214283e-07	2.4185908142252743e-05	0.0015692191202179	-0.0005129755709483	2.631439363897345e-07	2.4624486472574403e-06	-0.0033361714420787	4.076959277000275e-06	1.6621596946318606e-11	1.1130039890941472e-05	0.0	0.0	0.0	0.0	0.0	0.0
1279.678643965557	2.418762899050762	1637577.431821527	5.850413961824446	2046.570139092914	2.7470043634962167	4188449.334226789	7.546032973067255	1213.9270887354455	1.4874117277420282	1473618.976765714	2.2123936478245256	1436.356800323569	1411.233606677189	1.506135	29.679909	0.1558839626820387	0.0980990584440522	0.1241111139	-0.0299664061	0.0142703296	-0.0769997256	0.0248474774	0.1725356504	-0.1155415316	0.1723357668	-0.1538182832	-0.1651075966	-0.1073001571	0.106067293	-0.1177921659	-0.2175844226	0.0697093526	0.069803264	0.0670696429	-0.1297076104	0.0759945554	0.1250300877	-0.0555475483	-0.1029023036	0.0654706253	0.1329545833	0.200798014	-0.0487987775	-0.0624712993	0.0725653343	-0.087930663	-0.1361681529	-0.0330922563	0.0591150816	0.1042793825	-0.0841271634	-0.1752083467	-0.1451844115	0.1111142144	-0.0310814852	-0.0425704396	-0.0903504242	0.0497721282	-0.21737715	0.0578805024	-0.0940638414	0.2140740188	0.1501482531	-0.1169390837	0.1291069125	-0.1198821429	-0.2938241444	0.1315103487	-0.1646489121	-0.064637926	-0.1789569549	-0.2190249319	-0.0603163051	-0.0564639836	0.078156448	-0.0110926795	0.181011172	-0.0407777146	-0.1309079763	-0.1237307348	-0.1428553088	0.0546552156	0.2578890006	0.0507830341	0.2122047717	-0.1675525874	0.0918400161	0.0420076869	-0.0311709884	-0.1351759935	0.139883907	-0.1297542161	0.027541873	0.1183103575	-0.0189123418	0.1527386503	0.1507811905	-0.0895598410309617	-0.0068016298266543	0.0080209651254911	4.626216829883346e-05	-0.133649940006407	-0.0694107821302481	0.0178623064637161	0.0048178566759327	0.2217892477989664	-0.0155539518040513	0.0491904704392313	0.0002419254167227	-0.0038882047645295	0.0010297122886803	1.060307397459427e-06	1.5118136290909903e-05	0.0017358346084941	0.0001666154882762	2.7760720933516546e-08	3.013121788045866e-06	-0.0032501472406136	8.60242014650999e-05	7.400163237708094e-09	1.0563457085668198e-05	1.0	0.0	0.0	0.0	0.0	0.0
1275.491684066718	-4.18695989883895	1626879.0361233526	17.530633194485468	2051.129114700576	4.558975607661978	4207130.645172368	20.7842585912569	1214.0090511085134	0.0819623730678813	1473817.9761733932	0.0067178305989185	1437.4672735436095	1400.284386305497	1.528328	30.117226	0.0710967756766392	0.0384319501417722	-0.1043859586	-0.0900655082	0.0153358708	-0.0418126371	0.0770969103	-0.013910375	0.0933719065	0.0489790665	-0.1233971949	0.001123936	-0.0398368282	0.1660794694	-0.0566854018	-0.0353267702	0.0983251984	0.0333783825	0.161733469	-0.0820099135	-0.0897339111	0.0276796988	0.1681451431	-0.1109346763	-0.1429023213	0.0172980249	-0.0153632738	0.0793213785	0.0317627527	0.1927512297	0.1996934177	-0.0937829417	0.1186397986	0.0962678543	-0.0805590632	0.1939313206	-0.00124372	-0.0307870478	0.0054584604	-0.0135259019	-0.0085259115	-0.2389170937	-0.2057443026	-0.0785280109	0.0442626139	-0.0765043124	0.0050080191	0.1390106934	0.2490893537	-0.090324714	-0.1459746692	-0.1016634659	0.1391971557	0.0928970407	0.0492706657	0.1010499163	-0.169367019	0.1249381561	-0.0862834354	0.138532536	-0.0858337283	0.1011811811	0.1373715344	-0.03889685	-0.0327517579	0.0592160939	-0.1895818743	0.0327664121	-0.0757720027	-0.0548501356	0.1314329725	0.072071644	0.2333059634	-0.0195260554	0.0547257016	0.1268332828	-0.0404365051	0.0662760232	0.0414292145	-0.0966308452	0.1521113526	0.148287834	-0.0956915962925251	-0.0061317552615633	0.0091568816010116	3.7598422587710425e-05	-0.11165580579123	0.021994134215177	0.0124670189668888	0.0004837419398752	0.2058733381757775	-0.0159159096231888	0.042383831371638	0.0002533161791335	-0.0043647594793815	-0.0004765547148519	2.2710439624767082e-07	1.9051125312850663e-05	0.001736964311412	1.1297029178999884e-06	1.276228682711748e-12	3.017045019118964e-06	-0.0031867321268493	6.341511376429989e-05	4.021476653739097e-09	1.0155261648293464e-05	0.0	1.0	0.0	0.0	0.0	0.0
1274.7993186188178	-0.692365447900329	1625113.302751002	0.4793699134462231	2049.9773710865084	-1.1517436140675272	4202407.221966752	1.3265133525453292	1212.2719831119514	-1.7370679965620184	1469603.361038183	3.0174052246799845	1435.233743762196	1423.9055332934188	1.287177	25.365118	0.0704674858485626	0.0404513874535559	-0.1637908055	0.0597161563	-0.0382971429	0.0478709552	0.007332203	-0.0297013382	0.0466889269	-0.1168004915	-0.0567378518	0.2747377584	0.0623568171	0.0233378238	-0.0840714808	0.0993732	0.2114661728	0.0953349913	-0.0321692833	-0.1391958008	-0.0584142951	0.0153410263	0.1633759313	-0.042824473	-0.0458515321	0.0946682169	-0.0043272405	0.0750668785	-0.0088640724	0.0510740207	-0.1182164559	0.0054837358	0.0507160782	-0.1220029558	0.0746518275	-0.0096287918	-0.02372524	0.0857291164	0.0761193865	0.1279150329	0.0298708717	-0.2063512979	-0.2157754438	-0.0344976586	-0.05086549	0.1573517452	-0.1347114505	-0.0123204031	0.0982392671	-0.1692458059	0.0300117764	-0.1765674692	-0.0439532076	0.0172592965	-0.0582520643	0.0411404101	-0.1692449799	0.1430904411	0.1005564372	-0.0051014149	-0.1338506527	0.0554849941	0.1787496744	-0.0660719399	0.053880966	0.181624173	-0.042440438	-0.0848745252	0.0663099201	-0.1436191682	0.0710854447	-0.1513121167	0.0154660682	0.0954504815	-0.072186325	0.13125128	-0.2060493278	0.0368057669	0.0891831466	0.0632379011	0.151276289	0.1449845808	-0.0875490353445087	0.0081425609480164	0.007664833589754	6.630129879216187e-05	-0.0767240292349811	0.0349317765562488	0.0058865766620502	0.0012202290133756	0.2128981703367998	0.0070248321610223	0.045325630932757	4.934826689053345e-05	-0.0045659433836462	-0.0002011839042647	4.047496333518805e-08	2.084783898266251e-05	0.0015939342183104	-0.0001430300931016	2.0457607532652408e-08	2.5406262923007856e-06	-0.0032498844531485	-6.315232629919981e-05	3.988216317000604e-09	1.0561748958816325e-05	0.0	0.0	0.0	0.0	0.0	0.0
1275.3091228193855	0.5098042005677144	1626413.3587463505	0.2599003229164863	2044.4857924509856	-5.491578635522728	4179922.1555339354	30.15743591012967	1209.9977623492289	-2.274220762722507	1464094.584890141	5.1720800775981415	1433.627845303232	1392.3705482126395	1.32876	26.184547	0.1220587609214061	0.0566147599868046	-0.0299769529	0.1511211992	-0.107346867	-0.0038530885	-0.0380616485	0.0422241922	-0.1023791633	-0.0257096304	0.0002016718	0.2606726071	-0.0115317155	0.226869434	0.0221235206	-0.0937987777	0.1766180933	0.1897623181	-0.0684686422	-0.0615332779	0.1241765989	-0.1330813517	-0.0146622443	0.1380800931	0.0419880921	0.0367912563	0.0677231195	0.1741375999	0.1252294784	0.0066985534	-0.0847977927	0.2481100073	0.0155233145	0.2416843729	-0.0551625142	0.0003933017	-0.0327661038	-0.0595111409	0.214403875	0.0740676483	-0.0029117872	-0.0646107097	0.1096046171	0.0433347155	-0.0894835731	0.3452818202	-0.0453196166	-0.1342631289	0.0255203504	-0.1965383042	0.0365006509	0.0149324797	0.0476254031	-0.2041429999	-0.0870243751	0.091563407	-0.2045839178	0.0043091547	0.0765104489	-0.1237389196	-0.0904247072	0.0583542306	0.0260565803	-0.0847086757	0.1083586645	-0.044789393	-0.0056415688	-0.0701839906	0.2041253005	0.0296360459	0.018012584	-0.1154238432	-0.3021158034	0.1405949792	-0.2574765756	-0.0713705432	0.329865583	-0.2912622035	0.0748844615	0.0485511759	0.1502346003	0.1408894722	-0.0712502493198457	0.016298786024663	0.0050765980281401	0.0002656504258777	-0.0335404887010923	0.0431835405338888	0.0011249643823081	0.001864818173042	0.1976876459208654	-0.0152105244159344	0.0390804053497334	0.0002313600530077	-0.0042331134104795	0.0003328299731666	1.1077579103814608e-07	1.791924914598139e-05	0.0017348859673333	0.0001409517490229	1.9867395552614643e-08	3.0098293196500005e-06	-0.0027763479763997	0.0004735364767487	2.2423679481166667e-07	7.708108086058709e-06	0.0	0.0	0.0	0.0	0.0	0.0
1275.7796097041892	0.4704868848036767	1627613.612536973	0.2213579087722681	2045.228976750778	0.7431842997923468	4182961.5673410334	0.5523229034578407	1215.0945941671823	5.096831817953444	1476454.8727743097	25.977694580502604	1435.3509016251971	1394.4692531763951	1.296878	25.556273	0.1264839922348833	0.0920085264020179	0.149467643	0.1197830521	0.018580929	-0.0340652909	-0.0612190967	0.1463972028	-0.0875595039	0.1182654506	0.0116070073	0.0424806557	-0.0323995489	0.010359233	-0.0160224335	-0.1934588845	0.0894598807	0.0546687632	0.0954115187	-0.0353131808	0.0065035789	0.0634737505	-0.216815792	0.0649131269	-0.1710835435	-0.05332131	-0.0874292006	0.106075007	0.021858274	-0.1245243784	0.1593437481	-0.2039769893	-0.0309851398	-0.039530712	-0.2037289867	-0.0208096519	-0.1562774259	-0.1048274668	0.2312733853	-0.0633407166	-0.0189635199	-0.0044874582	0.06353401	-0.1009647139	-0.0070331246	-0.0492394254	0.0836891929	0.0564332291	0.0112539626	0.0594898165	0.0725576519	0.1839529958	-0.0053629966	-0.0606170312	-0.0372332607	-0.0160512728	-0.1999271807	-0.0011875989	-0.001895803	-0.0147790819	0.0755773338	0.0714691951	-0.0942750198	-0.0440956016	0.0632526614	-0.0777982285	-0.0118979061	-0.016484045	-0.0035377834	0.0104058688	0.0299045024	0.0465184258	0.0061620202	-0.0572243578	0.0133817975	-0.3972534226	0.2764532677	-0.0857520601	-0.1020464343	-0.3015348439	0.1489877092	0.136024874	-0.0711603213112255	8.99280086201909e-05	0.0050637913291168	8.087046734393129e-09	-0.0604665009139893	-0.0269260122128969	0.0036561977327814	0.000725010133689	0.1801039417578493	-0.0175837041630161	0.0324374298367147	0.0003091866520924	-0.0027100394985222	0.0015230739119573	2.319754141284914e-06	7.3443140835504576e-06	0.0018067091707809	7.182320344759985e-05	5.158572553475319e-09	3.264198027783807e-06	-0.0027335581347976	4.278984160210018e-05	1.8309705443328238e-09	7.472340076318131e-06	0.0	0.0	0.0	0.0	0.0	0.0
1276.9295502808775	1.1499405766883228	1630549.076380524	1.3223633299142723	2052.278932668395	7.049955917617126	4211848.817474527	49.701878440344736	1215.4817843386145	0.3871901714321666	1477395.9680589822	0.1499162288536705	1440.1638147682622	1395.2934298934224	1.460135	28.773426	0.1436398058511447	0.0776207841176118	0.0645071413	-0.0403155315	0.1102800304	-0.0013083878	-0.0559862141	0.0215134906	0.0683417175	0.1380631063	-0.1162184108	-0.2749571963	-0.067647982	0.1970338217	-0.0195789892	0.0125690589	-0.099636023	-0.0810655969	0.3081908588	-0.0071253926	-0.0141385417	0.1828870153	-0.1191411833	0.0341479182	-0.065511037	-0.05403639	0.0031087675	0.0335331005	0.0499166471	-0.0218087323	0.0834753156	0.1029645377	-0.0514740781	-0.0263245125	0.0589961609	-0.1710329208	0.1694055	0.0152405921	-0.0578849196	-0.192012095	0.0081015559	-0.0876562736	0.0668325264	-0.1647110168	0.2092335939	-0.1676591164	0.2021898371	0.0601381284	0.1064092368	0.0728217309	0.0558429614	0.2319582703	0.096336238	0.0241899634	0.1641272087	0.0072827309	-0.0556569056	0.0767244889	-0.1282843073	0.1680033449	0.0522129842	0.0808594969	-0.0021215102	0.1717000635	-0.1338506916	-0.2047854892	0.0681796147	0.0293316683	-0.290963358	-0.1350162805	-0.1356577592	0.0486751237	0.213539566	-0.1010875748	0.0343809031	-0.1503762198	0.0717032143	-0.2058651135	0.0961211556	0.0770802003	0.1475373187	0.1304173552	-0.0713772942065986	-0.000216972895373	0.0050947181282553	4.707723732658227e-08	-0.1051265014043991	-0.0446600004904097	0.0110515812975291	0.0019945156438034	0.1178758704679125	-0.0622280712899368	0.013894720838568	0.0038723328564654	-0.0029601000139471	-0.0002500605154249	6.25302613745667e-08	8.762192092569622e-06	0.0014828171073482	-0.0003238920634326	1.0490606875469212e-07	2.198746573844483e-06	-0.0025768154901467	0.0001567426446509	2.4568256652158318e-08	6.639978070259977e-06	0.0	0.0	0.0	0.0	0.0	0.0
1276.4169662865556	-0.512583994321858	1629240.271824174	0.2627423512349505	2052.227626800537	-0.0513058678579909	4211638.232203364	0.0026322920766616	1216.8223062715388	1.3405219329242757	1480656.5250399865	1.7969990526510358	1439.1137656924743	1423.8000301481406	1.502618	29.610592	0.1855097666028604	0.088268223898485	-0.0965565099	-0.0651207658	-0.0314438616	0.0432741916	-0.0164040698	-0.0413344064	0.0671972325	-0.121056962	-0.0619789517	-0.0533219614	0.0223452344	-0.0421524746	-0.0660673324	0.1738753084	-0.0282525344	0.0295077141	-0.0224990227	-0.0091686959	-0.0522763355	0.1932662978	0.0452292009	0.1904952377	-0.193758527	-0.0545533423	-0.104516507	0.1346678487	0.0910266295	0.0430276916	0.0942460329	0.1562771519	0.1525907604	0.0403981321	0.1981720809	-0.1475115659	-0.0359314919	0.1256056878	-0.0952261832	0.1200585022	-0.0289394645	-0.0264162936	-0.228330456	-0.1391854078	0.0503961266	-0.1298482992	0.0283821333	-0.0106846569	0.1370239639	-0.2390415086	0.0296856461	0.0911754199	-0.2238406123	-0.1361770734	0.0380737413	0.006724232	-0.0092466697	0.0526637006	0.0860541557	0.0165492148	-0.0411267794	0.0199792214	0.2321665575	0.1563403032	0.0613220445	-0.1503345011	0.1837975681	-0.2044468155	-0.1141928427	-0.1459558101	0.0099350469	-0.1120384933	0.0443764537	0.0506468323	0.2020021705	0.1140088205	-0.0900938118	0.123256511	0.0747016292	-0.1569423493	0.1458854101	0.124097542	-0.0412900586099738	0.0300872355966247	0.001704868940015	0.0009052417458468	-0.0385251301969162	0.0666013712074828	0.0014841856566893	0.0044357426467169	0.0824189183340848	-0.0354569521338277	0.0067928780993605	0.0012571954546205	-0.0031124139190027	-0.0001523139050555	2.3199525673286254e-08	9.687120403201746e-06	0.0010427748053394	-0.0004400423020088	1.9363722755720398e-07	1.0873792946506236e-06	-0.0021018875439126	0.000474927946234	2.2555655411413998e-07	4.417931247254943e-06	0.0	0.0	1.0	0.0	0.0	0.0
1277.5290081726882	1.1120418861326016	1632080.3667226925	1.236637156513354	2051.8446191044177	-0.3830076961194208	4210066.340947753	0.1466948952867066	1214.4132266973786	-2.40907957416016	1474799.4851775386	5.803664394635696	1438.9337145269617	1419.1014364652544	1.280572	25.234959	0.0437694692983611	0.0232166312003713	-0.099757508	0.052558881	-0.1209913333	-0.0802564888	0.110513826	0.0198268654	0.0425846759	-0.0878940074	0.0377961952	0.1005630582	-0.1413706395	-0.1010250611	-0.1679190552	-0.0668394097	0.0253283307	0.1006668261	-0.1371793167	-0.0387618294	-0.0956061411	0.0731579593	-0.1154533907	0.0201080523	0.1862315825	-0.1741932851	-0.1532519345	-0.1258730847	0.1869805227	-0.1529094174	-0.0827824712	0.116840553	-0.1667337305	0.1248418911	-0.0410652901	0.078101579	-0.1660893342	-0.0888534258	-0.0258845646	0.1480261729	0.0512323807	0.04519274	0.0307194993	0.0925004083	-0.0510875009	0.1527581042	0.1738921826	-0.0232028635	0.1299950518	-0.1407837963	-0.0019039615	-0.0749140251	-0.1982381355	-0.1782121489	0.2016174398	-0.1451797783	-0.0549206518	-0.106148966	0.0391328331	-0.1019442514	-0.0972388669	-0.0240544212	0.0654607078	0.179197562	0.1547331919	-0.2342721174	0.2334188004	-0.1370068628	-0.0819817648	-0.0171335338	0.023513678	-0.0340865054	-0.1757936983	0.1306645679	-0.2250905609	0.1726492126	0.0045866225	0.0083869922	0.1048967803	-0.058852238	0.1440342395	0.1170999511	-0.0214081294907799	0.0198819291191938	0.000458308008294	0.0003952911055006	-0.0321732205275679	0.0063519096693483	0.0010351161191155	4.034675644756045e-05	0.0836479839118737	0.0012290655777889	0.006996985212521	1.510602194505566e-06	-0.0032250721702095	-0.0001126582512068	1.2691881564974455e-08	1.0401090503059812e-05	0.0009432085969391	-9.95662084003e-05	9.913429855211969e-09	8.896424573398256e-07	-0.0019879807048791	0.0001139068390335	1.2974767978603729e-08	3.952067282971603e-06	0.0	0.0	0.0	0.0	0.0	0.0
