global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	t_comp_cor_05	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	c_comp_cor_07	c_comp_cor_08	c_comp_cor_09	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05
1259.540973288709	n/a	n/a	1586443.4633930684	1572.3161010320673	n/a	n/a	2472177.921564682	1215.7977034118833	n/a	1478164.0556216098	n/a	1295.8121659851074	1209.5687645656965	n/a	n/a	n/a	n/a	-0.0156675411	-0.0362546361	-0.2087829736	0.1595138916	-0.1653119746	0.0517623021	-0.217683119	0.0414703078	-0.0913439741	0.0954389356	-0.0752090869	0.1035686877	-0.23070428	0.2068713588	-0.0268276656	-0.011445592	0.1924080941	-0.0739217405	0.2229868934	-0.0106717162	-0.0107669023	0.1751936942	-0.1045197412	0.0718860461	-0.0903544783	0.1257181655	-0.0149916262	0.0352722948	-0.0650455722	0.1497021614	-0.09044108	0.1474144051	-0.0584758355	-0.0571070017	0.2196064337	-0.0802232123	-0.0935236522	0.0541834357	-0.1599416991	0.0199457293	-0.1743163875	0.0806788407	-0.1547366545	0.2372066989	-0.0493677991	0.0723354259	-0.0245064844	0.0004993156	-0.0886535117	0.2228921011	-0.1820591513	0.0545842793	-0.0503639457	0.0514419029	-0.0423974832	0.0894329869	-0.0113500521	-0.1899978932	0.0476226001	-0.0864205737	0.2504402231	0.2153581219	-0.1349842558	0.049682107	-0.0131897491	0.3375925349	-0.0027407353	0.0806535212	-0.0445066811	0.138915677	-0.1256809679	0.0749254183	-0.0827204052	0.2007326197	-0.0904726554	0.2736190606	-0.0487573583	0.0947820564	-0.1016436025	0.0310340315	-0.0273646594	-0.0324747365	0.0639344784	0.153366806	0.1532882396	0.021860239156652	n/a	0.000477870055986	n/a	-0.0581605412832999	n/a	n/a	0.0033826485623664	0.0981014837697173	n/a	n/a	0.0096239011178201	-0.0031690289807361	n/a	n/a	1.0042744680745284e-05	-0.0007928982705001	n/a	n/a	6.286876673620497e-07	-6.575622629366039e-05	n/a	n/a	4.323881296383074e-09	0.0	0.0	0.0	0.0	0.0	0.0
1261.3939277080713	1.852954419362277	3.4334400802341927	1591114.6408587948	1564.027350494216	-8.288750537851229	68.70338547872903	2446181.553093957	1216.0506926856335	0.252989273750245	1478779.287181209	0.0640035726326764	1296.8113761520383	1213.1964964127876	1.254169	25.051128	0.1567432473947682	0.112360495434605	-0.0571271301	0.0599061822	0.0994770636	0.1639570701	-0.1353808482	0.0983504605	0.022783823	-0.1270408381	-0.0269046304	0.0819486957	-0.0869745298	0.1669126354	-0.0725746639	0.1118404843	-0.0317741953	0.073004508	0.1485028378	-0.105607205	0.0395953725	-0.0515747494	-0.0726630837	-0.0372926531	0.1375949722	0.2375429644	-0.002408825	0.2009804923	0.0577410252	0.0026381037	-0.0147720097	-0.0292868992	-0.0878928747	0.1226468668	0.0813890086	0.0652303697	-0.006478662	0.1524230452	-0.0143508203	0.0681059529	-0.0172361123	0.1116067003	-0.0740986909	-0.1718331949	0.0075328322	0.0951757236	-0.0644301323	0.0002717	-0.0639148736	-0.1029779201	0.0893117416	0.2966101371	-0.0954188151	-0.1441801273	0.1142719204	-0.0815495171	-0.0944792353	0.0623326358	-0.1020937773	-0.0270836912	0.0671786705	-0.1404935769	0.1881185939	0.0050861381	0.0527943505	0.0573201844	0.0614113909	0.0412403889	-0.1430189085	0.0703257897	-0.1652941307	0.0294565261	0.1209160122	-0.1846656993	-0.1970771338	0.2638318896	0.01595581	0.0435133691	0.0033908038	0.0965911908	0.1090782847	0.0060224488	0.1609941348	-0.1115727563	0.0993475514	0.1531573254	0.1524510324	0.0396583275926332	0.0177980884359812	0.0015727829474446	0.000316771951975	-0.0606024324727485	-0.0024418911894485	5.962832581106685e-06	0.003672654821614	-0.0060762195744459	-0.1041777033441632	0.0108529938740644	3.692044431687951e-05	-0.0029200015477664	0.0002490274329696	6.201466237147831e-08	8.526409038958172e-06	-0.0004599992546754	0.0003328990158246	1.1082175473705382e-07	2.1159931430192359e-07	-1.1713865845554975e-06	6.458483970910489e-05	4.171201520250772e-09	1.3721465304765938e-12	0.0	0.0	0.0	0.0	0.0	0.0
1261.2258948328565	-0.1680328752147488	0.0282350471529353	1590690.7577969397	1566.0116682948328	1.9843178006167363	3.937517133844442	2452392.5452355654	1215.037462364672	-1.0132303209616111	1476316.0349495816	1.0266356833159695	1295.7015986251831	1230.5296185856134	1.03707	20.714725	0.0734262016362642	0.032943801591449	0.0126856787	-0.082762391	0.153647592	-0.0256807149	-0.0112486558	0.050409398	0.0397567011	-0.0022375138	0.0251175253	0.0849777001	0.0795695535	0.0558219192	0.0152722436	0.0976182889	-0.2104951438	0.0721088565	0.1601937509	-0.1204128861	-0.0454868948	0.1047653675	-0.0384492894	-0.1498718643	0.125820545	0.2113640756	0.0516028955	-0.1606314431	0.1877557726	-0.1286314607	-0.0230363741	-0.1608380451	-0.2095931405	0.1897288137	0.0043485434	-0.0284162661	0.0669936102	-0.1501299052	-0.2726366118	0.14558904	-0.0673160336	0.10874603	-0.09484713	-0.1809660481	0.1459991368	-0.0270373273	-0.0362502815	-0.081540318	-0.0731082419	-0.0177846825	0.1244484556	0.2413636799	0.0235028349	0.0115967967	-0.0004011689	0.0469392017	-0.2748727477	-0.0806683491	0.1863993052	0.1212143776	0.2349064163	-0.1270729436	0.151495318	-0.0054461561	0.0883604789	0.1099878639	-0.1291907708	0.0528130623	-0.1754184378	0.1501894075	-0.222692705	0.0835448577	0.2335651949	-0.2522885383	-0.0902267362	0.1463194407	0.1248537426	0.0475147635	-0.0253404284	-0.0340886435	0.1237758561	-0.1602129636	0.0611053778	0.0843403145	-0.0705723012	0.1527386503	0.1507811905	0.0231797831725799	-0.0164785444200533	0.0005373023479278	0.0002715424262036	-0.0685861558944367	-0.0079837234216882	6.37398396740128e-05	0.0047040607803759	-0.0279715769299073	-0.0218953573554614	0.0004794066737233	0.0007824091159457	-0.0031900027340587	-0.0002700011862922	7.290064059924925e-08	1.017611744330198e-05	-0.0001889992285419	0.0002710000261335	7.344101416435769e-08	3.5720708389433356e-08	-8.010702291288627e-07	3.7031635542663483e-07	1.3713420309646577e-13	6.417135119965685e-13	0.0	0.0	0.0	0.0	0.0	0.0
1262.2503219717676	1.0244271389110509	1.0494509629374815	1593275.8753178308	1560.4037792564095	-5.607889038423309	31.448419467268305	2434859.9543176857	1219.9153029444662	4.877840579794338	1488193.3463580888	23.79332872188836	1296.5900136089324	1231.5256843499735	1.286136	25.689655	0.0517291562965006	0.028521857481006	-0.0019715204	-0.129312351	-0.1790149233	-0.0780636098	0.0619823413	0.1004543807	-0.1607694664	0.1447902232	0.03891129	-0.0607425196	0.0577853581	-0.0686623265	-0.2063621524	-0.0534679157	-0.0215642902	0.014523665	0.1014551347	-0.0833469742	-0.0672403762	0.1178586704	0.1186104668	0.3008453271	0.1094900274	-0.0592641615	-0.1968246781	-0.2421638625	0.0728196756	-0.0432922339	0.0825421853	0.0472022821	-0.0930795532	0.0243649195	-0.0505880905	-0.008167867	0.0073489109	-0.0592427395	-0.0518405418	-0.0787520978	-0.1646850451	-0.0295536502	-0.1002922362	0.1354611598	0.1920943044	0.173112275	-0.0471534863	-0.0114154837	-0.1293992232	-0.0677041197	0.2146112024	-0.1795121578	-0.0035152558	0.0338978771	-0.1212594206	0.3291216022	-0.002606823	0.0503742918	0.001477512	-0.1435760669	-0.0631873157	-0.1501465225	0.1212191944	0.034801758	-0.0067445703	0.0195111845	-0.2248170498	0.2179664185	0.0514411056	0.0659216075	-0.1230171493	-0.0608972917	0.0449266066	-0.0764439942	0.0051479334	-0.2995686653	0.3011676431	-0.1939125193	0.1099476855	0.2200173707	0.1112238532	0.1472898717	-0.0601385235	0.0123918524	-0.2946245545	0.1521113526	0.148287834	0.0237375813708808	0.0005577981983008	0.0005634727693391	3.111388300277282e-07	-0.0559703493317869	0.0126158065626498	0.0001591585752261	0.0031326800043222	-0.0196723651220196	0.0082992118078876	6.88769166321826e-05	0.000387001949494	-0.0034490106132518	-0.000259007879193	6.708508148410736e-08	1.1895674210323555e-05	-0.0005339982593148	-0.0003449990307729	1.1902433123424045e-07	2.8515414095123644e-07	-1.920954816374276e-06	-1.1198845872454131e-06	1.2541414887498293e-12	3.690067406551527e-12	0.0	0.0	0.0	0.0	0.0	0.0
1264.535405607979	2.2850836362115388	5.221607224481748	1599049.792036136	1559.4410338849652	-0.9627453714442707	0.926878650237367	2431856.3381642094	1218.575601730573	-1.3397012138932496	1484926.497133028	1.7947993425070463	1297.9808756828309	1221.3537533719775	1.357745	27.119986	0.0711748675163097	0.037853693104348	-0.0215045453	-0.0473913075	0.0643227703	0.0873124729	-0.1079561498	-0.0652693789	-0.0652377973	-0.0996133269	-0.0001021358	0.0932900205	-0.000970111	-0.0053322127	-0.0538745067	-0.1753479731	-0.0161964104	0.1469897065	-0.045056527	-0.0995957479	0.0150214795	0.0236469707	0.1435833823	-0.0388350524	0.2155492359	0.0486483722	-0.191549775	0.0473491622	-0.1192061196	-0.1511054925	-0.1116134249	0.130685103	5.92096e-05	0.0651336966	0.1655016752	-0.0189396063	-0.1011401073	0.0549615305	0.1992403522	-0.1038784605	-0.0522558025	0.0172284158	0.0294918351	-0.0497116023	-0.0277907066	-0.0105532652	0.0426739831	0.1535606939	0.0149320208	-0.1596069218	-0.0542769549	0.0158783242	0.2547239439	-0.0934909757	0.1642959926	0.132191071	-0.0929012517	0.206255854	-0.0157430051	-0.1570604776	0.1457256476	-0.144227585	0.0204813303	0.0258182537	0.1085414379	-0.1085117623	-0.0058113278	-0.0659379782	-0.0214180304	0.1278278042	-0.0969903534	-0.2543377757	-0.2080478539	-0.0406277232	-0.1386786215	-0.0825949173	-0.1537028279	0.0597076654	-0.0268463818	0.0196831242	-0.0504188756	0.120876098	-0.1593020936	0.0473168283	0.0346100042	0.151276289	0.1449845808	0.0128528993036525	-0.0108846820672282	0.0001651970205098	0.0001184763037046	-0.0694029696882836	-0.0134326203564967	0.0001804352896417	0.0048167722015528	-0.047331332055613	-0.0276589669335933	0.0007650184518336	0.0022402549941586	-0.0033270044753283	0.0001220061379234	1.488549769100808e-08	1.1068958778854536e-05	-0.0002729991735153	0.0002609990857995	6.812052278817479e-08	7.452854874003689e-08	-9.54215359548179e-07	9.667394568260968e-07	9.345851773844168e-13	9.105269523976606e-13	0.0	0.0	0.0	0.0	0.0	0.0
1264.1941638990197	-0.3412417089593873	0.1164459039335232	1598186.8840363414	1577.5676110620657	18.126577177100444	328.5728001573787	2488719.567472073	1218.3474651755494	-0.2281365550236387	1484370.5458996864	0.0520462877380537	1301.9440410900115	1229.3053150445642	1.14686	22.907711	0.0427110734129515	0.0228777902149795	0.0473663425	0.1121499683	-0.0896545459	0.0584755154	0.0024545359	-0.2531668111	-0.0396726763	-0.0646177997	-0.1948116764	-0.0947832232	-0.0941284639	-0.1471390699	0.0469356497	-0.0848356589	-0.0089208994	-0.0422393665	-0.0826282182	-0.0741088783	0.1079068109	-0.0122882471	0.0318449	-0.1496326171	0.1511619461	0.0755913425	-0.1441482516	-0.0011948531	-0.1903075932	-0.0695758915	0.1151923565	0.2490530118	0.1585967201	-0.0282881706	-0.0447017316	-0.144227769	-0.1538871155	-0.0158575533	-0.0543742444	0.1083923832	0.0815236237	0.0157414331	0.0705006988	0.0564875494	-0.0786297614	0.0464659541	0.0022474402	0.2227397966	-0.0273730713	-0.127820755	-0.0477468925	-0.0093825817	0.2770349735	-0.0138072786	-0.1029650438	-0.0135467411	-0.0224661036	0.0972741816	0.1044499483	0.1776007742	-0.0709374633	-0.1409630433	-0.0345609315	0.0472651096	0.0881957609	0.0047891079	0.1042298767	0.02146656	0.0358970208	0.0090604194	0.0982165383	-0.1266058743	-0.2825758219	-0.0611427326	0.0284947416	-0.1066126716	-0.0877954278	0.0609251717	-0.0007124015	-0.0389194597	0.0366542759	0.0691235632	-0.0803595584	0.0566524083	-0.0340696672	0.1502346003	0.1408894722	0.0034837386434531	-0.0093691606601994	1.2136434935888446e-05	8.778117147662805e-05	-0.0517263278756701	0.0176766418126135	0.0003124636657714	0.0026756129955013	-0.0579393523274447	-0.0106080202718317	0.0001125300940875	0.0033569685481237	-0.0033430058194009	-1.6001344072600135e-05	2.560430121297354e-10	1.1175687908548285e-05	-0.0003579989019035	-8.49997283882e-05	7.224953826067774e-09	1.2816321376411182e-07	-1.098156264886822e-06	-1.4394090533864298e-07	2.0718984229708182e-14	1.205947182110176e-12	0.0	0.0	0.0	0.0	0.0	0.0
1261.869785555039	-2.324378343980697	5.40273468596645	1592315.35569672	1569.7978439331057	-7.769767128959984	60.36928123826707	2464265.2708170274	1216.376932840319	-1.970532335230473	1479572.8427460217	3.8829976841888616	1299.6232980155944	1225.9019721393854	1.110768	22.186802	0.093339966525358	0.0433831175250597	0.1451033673	0.0046708434	0.1241608349	0.1184153908	0.0157344901	-0.1099355214	0.1486543549	-0.0054380995	-0.1165071439	-0.0181962252	-0.1015480059	0.0202555997	-0.0203558308	-0.1116310531	0.0212229046	0.1213144708	0.0310952974	-0.1477151759	-0.0038267714	-0.1614508798	-0.0201217075	-0.0633882715	-0.1947581773	-0.011684816	-0.0533948242	-0.0264381409	0.0329157085	0.0205013225	0.0898998405	-0.0596590877	0.1071275607	0.0081664261	-0.0423895485	-0.0810462788	-0.0350957813	0.061723326	0.1238322389	-0.0287786219	0.1598395771	0.0101210607	0.0203906197	-0.1634362067	-0.0074837873	0.0812418933	-0.1744296652	0.1277909587	-0.0629884228	-0.0279771702	-0.1185842807	-0.0938846726	-0.0682443714	0.1471094991	-0.0394371743	-0.089572023	0.0466732539	0.0906404495	0.110999788	-0.0550289899	-0.0698549206	-0.1183503464	-0.0644925682	0.0271707971	0.0803821976	0.1674036957	0.0054039672	-0.0656616468	-0.0668107637	-0.0087861007	0.0927784405	-0.1063262077	-0.106824638	0.0806212507	0.0824588786	-0.0885531245	-0.0480987075	0.0635360513	0.149921739	-0.0787905838	-0.1635944161	0.0375739664	-0.0226016637	0.0180866823	0.0600252299	0.1489877092	0.136024874	0.0190738655070248	0.0155901268635717	0.00036381234538	0.0002430520556222	-0.0271946725844429	0.0245316552912272	0.0006018021113275	0.000739550216975	-0.0784064547330132	-0.0204671024055685	0.00041890228088	0.0061475721438	-0.002953027144749	0.0003899786746518	1.520833666832524e-07	8.720369317624432e-06	-0.0002637472147566	9.425168714690004e-05	8.883380530037121e-09	6.956259329186408e-08	-0.0001718894337659	-0.000170791277501	2.9169660470428093e-08	2.954597744036173e-08	0.0	0.0	0.0	0.0	0.0	0.0
1259.141966621186	-2.7278189338530865	7.440996135887389	1585438.4921066675	1566.8106090060917	-2.987234927014015	8.923572509172427	2454895.48449404	1215.4128836340296	-0.9640492062892464	1477228.4777035874	0.9293908721469256	1298.2493770980834	1217.366163603017	0.958824	19.151829	0.1142342012236593	0.058339733572492	0.1189920597	0.1022178263	0.1301400448	0.1078997728	0.0278051156	0.1347394817	0.2185002088	0.0177353485	-0.0488103527	-0.1106921006	-0.0659014437	0.0991919737	-0.1162185738	0.0756473444	0.1425925958	0.2054567609	0.0610517207	-0.1921229004	0.0107732787	-0.1043609083	-0.0672951425	-0.0306528843	-0.0872025468	0.0308752531	0.0253767891	0.0191719817	0.0061780432	0.107250002	0.0010783138	0.097394982	0.0483242001	-0.0494187235	-0.1097427926	0.0188312383	0.0153843138	0.0364639802	0.0262867094	-0.0434968391	0.1207512921	0.0023871495	0.0174424757	-0.2214658267	0.0666937578	0.1580538807	-0.0620711977	0.0576754866	0.053050817	-0.0701075006	-0.0068178524	-0.0493216322	-0.0298937731	0.0733890398	-0.089168909	-0.0548693107	0.0747041069	0.0423026713	0.0502544673	0.0244357118	-0.0746044912	-0.1213382401	-0.0384068285	0.0746538438	0.1934392064	0.0747218255	0.092701959	-0.0892427608	-0.0119878513	0.0574843143	0.0843542985	-0.0538315196	-0.0285606421	0.0696630507	-0.0034416374	-0.1128280445	-0.1222915791	-0.0579966897	0.0414720232	0.0219606076	-0.1196160919	0.1048660807	-0.077548147	-0.0677933828	0.2867673544	0.1475373187	0.1304173552	0.0208014275505661	0.0017275620435413	0.0004326993881414	2.984470614284596e-06	-0.0688551194733264	-0.0416604468888835	0.0017355928349814	0.004741027477686	-0.0555617511246708	0.0228447036083424	0.000521880482953	0.0030871081880398	-0.0033560092321302	-0.0004029820873812	1.6239456275010913e-07	1.1262797966143135e-05	-0.0006509980968421	-0.0003872508820855	1.499632456759978e-07	4.237985220920361e-07	-2.092629574757107e-06	0.0001697968041911	2.8830954713525325e-08	4.3790985371481095e-12	0.0	0.0	0.0	0.0	0.0	0.0
1262.3416378312688	3.199671210082897	10.237895852633352	1593506.4106025302	1540.2247411401231	-26.585867865968567	706.80837018674	2372292.253220159	1215.7752729014048	0.3623892673751925	1478109.5141984853	0.1313259811087287	1292.61297832489	1220.7453257198065	1.324582	26.457571	0.0848976417252148	0.0487500809070498	0.0253595018	-0.1777443435	-0.1511505883	-0.0472225057	0.1779610677	0.1480044466	-0.1764853631	0.1991757534	0.2459564172	-0.0853685159	0.010076516	-0.1057685249	0.1551313905	0.0537490307	0.0280318433	0.1570268115	-0.055753507	-0.1755535575	0.0463279627	-0.0095900957	0.0465551216	0.0873011224	-0.1549834912	-0.0886766727	0.1425009929	0.0371228028	-0.0598164115	-0.0273156305	0.1535513896	0.1933127718	-0.0123367162	-0.00648337	0.0180114107	0.2029340829	0.011354681	-0.1790189463	-0.0563469237	-0.0344626673	-0.1747588893	-0.1119546297	0.0750245618	0.0305913973	0.049200456	0.2073163508	-0.1095369446	-0.198590265	0.0376416734	0.1434501228	-0.1551453867	-0.1442731105	0.0182540026	0.0249262391	-0.0476664284	-0.0639775827	0.0747208495	0.0281062862	-0.027249155	0.0524264587	-0.0163935037	-0.1008691463	-0.0666318051	0.0362282653	-0.0215924855	0.0041741016	-0.1895074082	0.0486917596	0.0498721842	0.0157916603	0.1073709891	-0.1288886969	-0.0422443835	0.206430729	0.0564369591	-0.0893792445	-0.0307942202	-0.1554304787	0.0828059483	0.0026407315	0.1226624282	0.0081379643	-0.0732436822	0.1269073885	0.1408154334	0.1458854101	0.124097542	0.0194861656367919	-0.0013152619137742	0.0003797106512244	1.7299139018249718e-06	-0.0513162955697623	0.0175388239035641	0.0003076103439202	0.0026333621910032	-0.0783524107603526	-0.0227906596356817	0.0005194141666294	0.006139100271959	-0.0027530059898858	0.0006030032422444	3.636129101572589e-07	7.579041980347093e-06	-0.0003899990755267	0.0002609990213153	6.81204891275966e-08	1.5209927891168067e-07	-1.036967690661592e-06	1.055661884095515e-06	1.1144220135320924e-12	1.0753019914760349e-12	0.0	0.0	0.0	0.0	0.0	0.0
1266.9811167943813	4.639478963112424	21.52476504916273	1605241.1503135376	1572.0006008253572	31.77585968523408	1009.7052587356844	2471185.888995284	1216.9561475985836	1.1808746971787514	1480982.2651779857	1.3944650504370075	1299.4204819488525	1224.078702577403	1.363807	27.241062	0.0674500059356919	0.0396169993390084	-0.1403730534	0.0639838328	-0.075663131	0.1041885243	-0.0191460176	-0.1316444825	-0.1417483733	-0.1835457242	-0.0731983387	-0.0547774367	-0.1392165818	0.1380230419	0.0951162984	-0.0273482234	0.1010788848	0.0849555789	-0.0230238016	-0.1030713788	0.1355139877	-0.1008261918	0.0210282914	-0.1381134829	-0.0839693973	0.0011847881	0.1218006546	0.1419337761	-0.0377866969	0.0587212097	-0.0495316841	0.0706214284	0.1724526734	-0.2662991155	0.0153242841	-0.0550166482	-0.0214207274	0.0958142356	-0.0605536288	0.0363034921	-0.0831125251	0.087434649	0.1194242953	-0.0121279372	-0.1534875971	0.0384851194	-0.0310076853	0.0614385419	0.0599924294	-0.0225590932	-0.1528388702	0.0780583375	0.07980048	-0.0401401872	0.0109751285	-0.1687026367	0.0531700341	-0.1580275931	0.0631510588	0.0920089811	-0.106364005	-0.1183187994	-0.0539213379	-0.0038957946	-0.0282475157	-0.0855615187	0.1332494071	-0.0452092723	0.0675600949	-0.0266375001	0.0812983713	0.0128248254	-0.0902668383	0.1182305527	0.0663617029	0.086649972	-0.1263441231	-0.0297583922	-0.036226779	-0.1344770908	0.0406327392	0.0465011824	-0.0062219204	0.0555864355	-0.1158309245	0.1440342395	0.1170999511	0.0284679819439759	0.008981816307184	0.0008104259959625	8.067302417599644e-05	-0.0519128884168367	-0.0005965928470744	3.559230251803428e-07	0.0026949479837789	-0.0523832795608072	0.0259691311995454	0.0006743957752592	0.0027440079775456	-0.0030750089873074	-0.0003220029974216	1.0368593034849509e-07	9.455680272021282e-06	-0.0007049984054354	-0.0003149993299086	9.922457784293e-08	4.970227516664565e-07	-2.083951998124376e-06	-1.046984307462784e-06	1.0961761400733252e-12	4.342855930486579e-12	0.0	0.0	0.0	0.0	0.0	0.0
