global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	t_comp_cor_05	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	c_comp_cor_07	c_comp_cor_08	c_comp_cor_09	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02
1076.084786243815	n/a	n/a	1157958.467185397	1366.289579119001	n/a	n/a	1866747.214009177	1039.0582194256278	n/a	1079641.9833559562	n/a	1103.3782645576125	1034.1101003316603	n/a	n/a	n/a	n/a	0.0447176207	0.1094332974	0.026264148	-0.1038259979	0.1237750088	-0.0328363942	-0.1862687008	0.0504299236	-0.0771202421	0.0623638431	-0.0086501647	0.0113877154	-0.0781007014	0.1925433896	-0.1311208864	-0.0341013424	-0.016913216	0.0799124545	-0.1450225059	0.0469543897	-0.2305722859	0.0772345687	-0.0866140045	0.0066243228	-0.025112481	0.1518892938	-0.1079433164	0.0376434723	-0.0019540223	0.0491023867	0.0047453618	-0.044539328	0.1208611471	-0.1175574179	-0.1437667238	0.0651115537	0.1263416598	-0.2658489466	0.0575442937	0.1387559106	-0.1438807057	0.0462691804	-0.0990315755	0.018365872	-0.0482027846	0.0154167089	0.1825476424	-0.0274792665	0.0637425621	-0.0756455126	0.0298942973	-0.0287658177	0.130670954	-0.0322512725	0.0938843904	-0.0083067698	0.0884191546	-0.0673881785	0.0140357124	0.0138198001	0.0223315478	0.0475120283	-0.0137753543	0.0659818279	-0.1039034274	0.0134822858	-0.1098730295	0.0679011372	-0.0152734733	0.0265105729	-0.1026587803	0.0160217503	-0.0379491095	0.149867125	-0.0195438501	0.0204374411	-0.0598065274	0.025385021	-0.132217914	0.0279303769	-0.0420636061	0.0365068559	-0.0820045077	0.1119348303	-0.0144066454	0.153366806	0.1532882396	0.0109180657453009	n/a	0.0001192041596187	n/a	0.0650664719689757	n/a	n/a	0.0042336457744895	0.0094839622756097	n/a	n/a	8.994554044518793e-05	0.0014060012806605	n/a	n/a	1.9768396012189663e-06	-9.541009970970291e-07	n/a	n/a	9.103087126615452e-13	-0.0006459991954567	n/a	n/a	4.173149605307037e-07	0.0	0.0	0.0
1074.9658646058122	-1.1189216380028029	1.251985631990875	1155551.6100677212	1355.2090245806985	-11.080554538302522	122.7786888762966	1836591.5003049683	1042.8821578933394	3.823938467711514	1087603.195252268	14.62250540484388	1103.6452473218048	1028.436945224398	1.264539	24.593092	0.1441643093503887	0.1089329809789539	-0.067518969	-0.1785069832	-0.0336078662	-0.0455389184	0.1592585479	-0.028612736	0.1322510897	0.0812680141	0.05982907	0.0446333045	0.0106413032	-0.1110183361	-0.1098931553	-0.0061825913	0.0349978713	0.2010438523	0.016576044	-0.2611157192	-0.0818136545	0.0003880191	-0.0306302372	-0.0152576604	0.0570675587	-0.2378534676	-0.001086251	-0.0197059966	0.0782416286	-0.0099568294	0.0245924725	-0.0994381594	-0.0703990466	-0.1187706927	0.0805165182	0.0744790599	-0.0345652086	0.1380785816	-0.1959563437	0.090378066	-0.1622488573	-0.0425391447	0.1641321767	0.0485914749	-0.0899264178	-0.1443434851	0.1001282058	0.1130522442	0.1185483095	-0.0101485252	0.0055772209	0.054877672	-0.1811865991	0.0746441333	0.0894442542	0.0405436499	-0.008943216	-0.0821574746	0.0686427702	0.020287508	0.0300980114	-0.0233709912	-0.012294835	-0.0411518001	0.2192543224	-0.0288108843	-0.0754240716	0.0115122768	0.0956616172	-0.0966337912	0.026740319	-0.1049790191	-0.1963614436	0.1263005669	-0.0929724013	0.1035353509	0.1297017183	0.0642756388	-0.0767565592	0.0343067556	0.0081426639	0.1393577581	0.1193021215	-0.0463168007	-0.0817826857	-0.0030742351	-0.0911784517	0.1531573254	0.1524510324	0.0033794135260336	-0.0075386522192673	1.1420435779938848e-05	5.683127728306379e-05	0.0505907796356979	-0.0144756923332778	0.0002095456685277	0.0025594269841477	0.1145783357680798	0.1050943734924701	0.0110448273397748	0.0131281950273828	0.0012930003285095	-0.000113000952151	1.2769215187032591e-08	1.6718498495256751e-06	-1.0650212096674494e-06	-1.1092021257042029e-07	1.2303293556667221e-14	1.1342701770415172e-12	-0.0008739991492006	-0.0002279999537438	5.198397890722051e-08	7.638745128033726e-07	0.0	0.0	0.0
1073.376949775812	-1.588914830000249	2.52465033699472	1152138.0763100258	1354.9813648607364	-0.2276597199620482	0.0518289480931982	1835974.499119864	1039.148832292355	-3.733325600984245	1079830.295654565	13.937720042964369	1101.4194900148934	1015.0417106058908	1.405514	27.334824	0.0315856522054076	0.0157916974885452	0.1752494936	0.040095029	-0.1125925737	-0.1053327984	-0.0910866252	-0.0544393793	-0.0328398547	0.1429941294	-0.0815595259	-0.0024367102	-0.0798864609	0.0372939435	0.0239354291	-0.1194610117	0.0203780182	0.0479833031	0.1294831483	0.0019432022	0.0007167902	-0.0770701352	-0.2679874581	-0.15445535	-0.1661953101	0.0486400172	-0.0623173918	-0.0066154781	-0.000963629	-0.0800854017	0.0312803246	0.1135666647	-0.2432217105	-0.0750748767	-0.0185592879	0.1873519286	-0.1300780557	0.1149615095	-0.1314436919	-0.0550863766	-0.0212670048	0.0673915814	-0.0083361882	-0.1071125885	-0.1443036329	0.1147517736	0.1478283782	0.0392244979	0.0590869531	0.0774024801	0.0005830421	0.0009684113	-0.1759417184	0.1712299274	0.1843650611	-0.0962671038	0.1956637098	0.0501162168	-0.05408965	-0.0024241812	-0.0090091091	-0.1717410635	-0.0200313244	0.1185389636	0.0657193229	-0.2018574257	-0.0232915031	-0.1058331109	-0.0367811126	0.0290247265	-0.045991637	-0.0186006966	-0.2118118269	0.1318339715	-0.0909764105	0.0640501091	0.0664352639	-0.1127788895	0.0675208495	0.0935561115	-0.0251269216	0.0042482523	0.1765803772	0.0209086794	0.1424928054	-0.0044165034	-0.1791867212	0.1527386503	0.1507811905	0.0046244423847241	0.0012450288586905	2.1385467369632724e-05	1.5500968589721696e-06	0.0564718469570237	0.0058810673213258	3.4586952837966254e-05	0.0031890694987375	0.1022225702837715	-0.0123557654843082	0.0001526649407032	0.0104494538754206	0.0010810017056005	-0.000211998622909	4.494341611531243e-08	1.16856468751119e-06	-9.885939316056636e-07	7.642727806178584e-08	5.841128831933532e-15	9.773179616075434e-13	-0.0009039999098352	-3.000076063459998e-05	9.000456386545638e-10	8.172158369820496e-07	0.0	0.0	0.0
1072.696085365191	-0.6808644106208703	0.4635763456501051	1150676.8915578052	1359.0791503664047	4.097785505668298	16.791846050465193	1847096.1369606685	1039.798480722479	0.6496484301239889	1081180.880512776	0.4220430827625632	1101.001976166346	1015.4390259193448	1.2821	24.934629	0.0496842119912679	0.0224293770176969	-0.1217850461	0.1486680899	-0.1707527619	0.0530894594	-0.1507714418	-0.0276483237	-0.0152967121	0.1736479575	0.0698534537	0.092810542	-0.0421928289	0.0335671033	-0.0070682165	0.0229649202	-0.215047839	0.0470528355	0.1181954394	-0.0232970903	-0.0737768253	0.019499756	-0.1036233181	-0.1607935455	-0.1148997257	0.0232127553	-0.0727677118	-0.2213439069	0.0458420501	-0.0068495078	-0.0538927565	-0.0331209203	0.1591343142	0.0380689223	-0.0957025498	0.3961538015	0.1063257972	-0.0246645265	0.1269040081	0.0319185636	-0.0315024104	0.0109959872	-0.0643384873	-0.0967215691	0.0583666212	-0.0787012098	0.1699580371	0.0562200087	0.0029445602	-0.0375292669	0.1701520958	-0.0251837546	-0.014747195	0.0116413518	0.0496946974	-0.1418500036	0.2826784405	0.052600803	-0.0029335692	-0.0346376479	0.0798971932	0.1260970212	0.0736369725	0.0812540136	0.0345809653	-0.1120040123	-0.1097364154	0.0311196987	0.0720137795	0.1751778532	-0.0340846034	-0.0074555086	-0.2196264822	0.1249305996	-0.0340330965	0.0671420842	-0.1049115925	-0.1559331874	-0.1512950352	-0.0043707213	-0.0212541522	0.0518637137	-0.0095279702	0.0590291173	-0.057678788	-0.0616260859	-0.0971597406	0.1521113526	0.148287834	0.0187560285409773	0.0141315861562532	0.0003517886066299	0.0001997017272916	0.0489364770329388	-0.0075353699240849	5.678179989280336e-05	0.0023947787843953	0.095780475037742	-0.0064420952460295	4.150059115891603e-05	0.0091738993984555	0.0012840670916694	0.0002030653860689	4.1235551019311423e-08	1.6488282959083114e-06	0.0001368616729831	0.0001378502669147	1.9002696088455595e-08	1.8731117531733004e-08	-0.0009945874701496	-9.058756031439996e-05	8.20610608371505e-09	9.892042357785813e-07	0.0	0.0	0.0
1074.0899189003082	1.39383353511721	1.9427719236173384	1153669.1538832707	1356.5663350826849	-2.512815283719874	6.314240650096191	1840272.2214796676	1038.6774387878231	-1.1210419346559777	1078850.821846832	1.2567350192572169	1100.7365714806683	999.077854402495	1.232879	23.977371	0.0434926961618309	0.0287432632543903	0.0098981755	-0.1692113326	-0.0459202267	0.1905982826	-0.0870972416	0.0370428898	0.1808550781	0.0179457826	0.023771976	-0.1459402205	-0.0218042616	-0.053100171	0.1358613453	-0.1048283994	-0.0795628374	-0.0014705053	0.1498563796	0.007974676	-0.0881167933	-0.0438361034	0.0251559786	0.1441999339	-0.0991927927	0.0338878203	0.0332900869	-0.021565466	-0.0142447522	0.0379324131	-0.0056376149	-0.0867396647	-0.0996052675	-0.0465176737	-0.1332869282	0.2333318745	0.0673658016	-0.1010787834	0.1606524713	0.1206026842	-0.1564049912	-0.0217024004	0.1251608872	-0.0985498072	-0.0454801951	-0.1322140104	0.0462712394	-0.1579363314	-0.0033998095	-0.0486956946	0.049716602	0.0042037252	-0.0436223999	-0.0915574405	0.1899285072	-0.1544921697	-0.0639928847	-0.1330217135	-0.08792079	-0.1026652917	0.2718465607	0.1048405314	0.0017246582	0.0620335596	0.0543912063	-0.0348736445	-0.1014303509	0.018426105	0.0496998128	-0.150477642	0.0073793613	-0.1135171772	-0.1580627007	0.1077212056	0.0277185272	-0.0799945246	-0.0828664712	-0.1001893317	-0.1751256141	-0.1030166826	-0.0447930116	-0.0293890417	-0.0524142879	0.1310583494	-0.0104964397	-0.0516311746	0.0893175849	0.151276289	0.1449845808	0.0108756876948916	-0.0078803408460857	0.0001182805828368	6.209977185048667e-05	0.0503714005506878	0.001434923517749	2.059005501789168e-06	0.0025372779934378	0.0685355641978588	-0.0272449108398831	0.0007422851666731	0.0046971235599188	0.0012840012366621	-6.585500730003392e-08	4.336881986487521e-15	1.648659175749802e-06	-1.1382601443621354e-06	-0.0001379999331274	1.904398154318402e-08	1.2956361562433094e-12	-0.0009940028391221	5.846310274998726e-07	3.417934383155568e-13	9.880416441827956e-07	0.0	0.0	0.0
1076.7393348269436	2.6494159266353563	7.019404752309084	1159367.5951635689	1361.884605771019	5.318270688334224	28.284003114394974	1854729.679436084	1041.3070455591485	2.6296067713253706	1084320.363131123	6.91483177180024	1102.1492777480985	1009.263247574176	1.166786	22.691975	0.1234960914138316	0.0749009519671006	0.0749265316	0.1136913936	0.0580848689	0.0796040073	0.0040455504	0.0322476862	-0.0870630947	-0.1023544368	-0.0709881738	-0.1710779581	0.0170240438	0.0274719467	0.1512680258	-0.0094994547	-0.2265212633	0.0669148163	0.1397572055	0.0877041099	-0.1477997527	-0.0498943017	0.1455916435	0.1565216724	0.0707532518	0.1706920691	0.0191818011	0.0849600959	-0.0723118739	-0.0553970094	0.127136426	0.0933190784	-0.0369017112	-0.0552906772	0.0336927215	0.1290854534	-0.0129608939	0.1091263717	-0.0405582556	0.1107586508	0.0981627991	-0.044401284	-0.1364177244	-0.108519337	-0.0529105967	0.0256182315	-0.0358547032	-0.162220037	0.0646584149	-0.0471816025	0.1594168473	-0.0412845371	-0.010053724	-0.1857909316	0.0142819232	-0.0516303865	0.0222963444	0.0982447474	0.0316779883	-0.0515975655	-0.0244819377	-0.0147098828	0.1493183283	0.1160014864	-0.0282794992	-0.0228921501	-0.0189360867	0.0197098168	-0.1317143792	0.0812301226	-0.0727547363	-0.0666437266	-0.1061625872	-0.0212009419	0.0460006782	0.0381910302	-0.132662397	-0.0039729693	-0.0214780765	-0.0123237553	-0.010079662	-0.0627857604	-0.0585859344	0.1273330926	0.196662867	-0.0435993645	0.1371420134	0.1502346003	0.1408894722	0.0186499870688976	0.007774299374006	0.00034782201767	6.043973075667008e-05	0.0425053619248387	-0.0078660386258491	6.187456366335e-05	0.0018067057923615	-0.0065544740254495	-0.0750900382233083	0.0056385138403779	4.296112975029218e-05	0.0008710003119567	-0.0004130009247054	1.7056976380751548e-07	7.586415434286687e-07	-8.274851825973428e-07	3.107749617647926e-07	9.658107685990829e-14	6.847317274181578e-13	-0.0007520002349759	0.0002420026041462	5.85652604135424e-08	5.655043534038088e-07	0.0	0.0	0.0
1077.7377710578996	0.9984362309560312	0.9968749072856852	1161518.7031648497	1363.5836335843203	1.6990278133011998	2.8866955103710565	1859360.3257790175	1041.990656457999	0.6836108988504748	1085744.5281457717	0.467323861027154	1103.868608692509	1010.494406171064	1.130098	21.97846	0.0423696079777801	0.024827826317038	-0.0115108497	-0.1459283017	0.1375753027	0.1821046972	-0.0140092443	-0.0078375742	0.0579927423	-0.1503962401	0.0240718705	-0.1943584102	0.1925371152	0.0260625139	0.200484415	-0.0735484965	0.0742214812	0.0501179981	0.1352146921	0.029466878	0.147538261	0.0272771604	-0.0046998372	0.0127997166	-0.0477964123	-0.1040979463	0.1109193644	0.0151116573	-0.0048087558	-0.0997343757	0.0013666172	0.0378372025	0.0467001383	-0.0529112852	-0.1530434332	-0.2411531404	0.19230211	0.1784278917	-0.0478242462	0.1350176504	0.1647058507	-0.0912247368	0.129777591	-0.1439309328	0.0065989995	-0.0014642187	-0.0975196769	-0.0991060509	-0.107660898	-0.0850936368	-0.1170659573	0.0464638322	0.0476478569	0.2000725537	0.1093259783	-0.024858613	-0.1951460001	0.0222483552	-0.037785154	0.1119394532	0.0573656637	0.0102211283	0.1650888023	0.1118790914	-0.0061365906	-0.0588633545	0.0655979847	0.0851740608	-0.0293835798	-0.1496941555	-0.0378608369	-0.2642399053	-0.0216166319	-0.0690354676	0.1032047734	-0.0795897503	-0.0950241037	0.0295238446	-0.0073804151	2.82041e-05	0.0184567021	-0.0222431967	-0.0481891191	0.1233893892	0.1832979127	-0.0125936584	0.0955585826	0.1489877092	0.136024874	0.0165009821094912	-0.0021490049594063	0.0002722824105777	4.618222315553293e-06	0.0450324041386807	0.002527042213842	6.385942350539476e-06	0.0020279174225094	-0.0160968531123941	-0.0095423790869445	9.10569986389576e-05	0.0002591086801219	0.0011899982131589	0.0003189979012022	1.0175966097140863e-07	1.4160957473213751e-06	-8.022942814545075e-07	2.5190901142835287e-08	6.345815003881001e-16	6.436761140546046e-13	-0.0005079996927275	0.0002440005422484	5.9536264617513246e-08	2.580636878112345e-07	0.0	0.0	0.0
1078.5085526645958	0.7707816066961186	0.5941042852210501	1163180.698170681	1365.759969115888	2.1763355315677018	4.736436345964071	1865300.2932394312	1041.1582241461715	-0.8324323118274606	1084010.4477072095	0.6929435537744105	1104.031400070286	1018.195479430074	1.239294	24.102129	0.0857890070882271	0.0508987939329165	0.1194709447	0.1370338798	0.077206851	0.0586855406	0.0888372116	-0.0133479628	-0.1964472579	-0.1748172026	-0.0712271974	-0.1298250173	0.0492509573	-0.0521570715	0.1133163171	0.0805099931	0.0435863098	-0.0199929588	-0.0182462809	0.0255778692	0.0955149813	0.0779452625	-0.2226019121	0.153050302	0.0325084608	-0.0562790481	0.1578952598	0.0684778741	-0.0165348569	0.0200468747	0.0198009495	0.1067558755	0.1131077958	-0.0675481915	0.0714913014	0.1155991499	-0.0749622665	-0.1028397843	0.0998676669	0.0729065142	-0.0380688753	0.0486070069	-0.1363686943	0.0959510933	-0.1532584452	-0.0106170275	-0.1113422415	0.0362107454	-0.0145705453	-0.1004350565	-0.1311845904	-0.0395130071	0.1389900682	0.1044212596	0.0207307366	-0.0919354491	-0.0651450615	0.0600707194	-0.0863285359	-0.0143548185	0.1456274083	-0.0465981479	0.1063101883	0.0600919192	-0.0155622513	0.0847769731	-0.0521785853	-0.0489852522	-0.210751351	-0.0153538887	-0.1099456697	-0.1597805284	-0.0078386637	-0.0743159718	0.0356169184	0.006746431	0.021071778	0.0044477039	-0.0048355992	0.0512753381	0.07097948	0.0083967997	0.0103201197	-0.0787827967	-0.017547267	0.2596497297	-0.0769862859	0.1475373187	0.1304173552	0.01887383053581	0.0023728484263188	0.0003562214790944	5.630409654283606e-06	0.0770857467851016	0.0320533426464209	0.0010274167748088	0.0059422123574168	-0.0485530869537598	-0.0324562338413657	0.0010534071151654	0.0023574022527393	0.001506002855826	0.000316004642667	9.985893418716145e-08	2.268044601756068e-06	-9.291681470902092e-07	-1.2687386563570168e-07	1.6096977781346084e-14	8.633534455670527e-13	-0.0005699998196772	-6.200012694969998e-05	3.844015741778914e-09	3.248997944320405e-07	0.0	0.0	0.0
1076.3796075234363	-2.12894514115942	4.532407414066303	1158593.0594923068	1363.7487188470427	-2.011250268845288	4.045127643930242	1859810.5681569504	1040.7400249008683	-0.4181992453031853	1083139.79943066	0.1748906087721537	1103.054488432153	1031.4987815209918	1.075652	20.919582	0.0965298114771882	0.0518467398890335	-0.0065693257	0.1694109867	-0.0505994247	0.007872511	0.1487441865	-0.1593752787	-0.2185785792	0.0858593694	0.0025512812	0.1567169414	0.1398929038	-0.139694347	-0.0665884229	0.052014524	-0.0330306385	0.0695686071	-0.037700417	-0.0759366984	-0.02231647	0.0191845638	-0.083290489	0.1276936246	-0.0129192086	0.0246428675	-0.1221369985	-0.0698104421	0.1456432342	-0.0017622929	0.0815402433	0.2541607461	0.1050336599	-0.068602033	0.1312427047	-0.1173242916	0.1589036691	-0.226390304	0.0247899897	-0.052439438	-0.016252434	0.0069814204	-0.1547659898	0.0724972432	-0.072927671	-0.0407447054	0.1405122802	0.184609695	0.0237592118	-0.1109282906	0.0915797085	-0.1361115981	0.1289136032	0.0191639265	-0.1606925119	-0.008799911	0.0354953844	-0.0821842589	0.0042054839	0.1150464341	0.1695413236	0.0504490848	-0.0378895725	-0.0042037261	0.0913762141	0.1150894957	-0.0600053677	-0.0744321715	-0.0946372716	0.1348602439	-0.1446927335	-0.1505702427	-0.0205627106	-0.1687332792	0.0249797158	0.0821971077	-0.0520226424	0.0516421415	-0.0942399302	-0.0500415982	0.0218243279	0.1555393266	-0.1082781767	-0.1348381282	-0.1533935874	-0.0624124077	-0.137340622	0.1458854101	0.124097542	-0.0011204595945457	-0.0199942901303557	1.2554297030095149e-06	0.0003997716378168	0.045444147891331	-0.0316415988937706	0.0010011907805542	0.0020651705775691	-0.0233649248308509	0.0251881621229089	0.0006344435111299	0.0005459197123513	0.0011119999772572	-0.0003940028785687	1.552382683205004e-07	1.2365439494200136e-06	-8.169311336292395e-07	1.122370134609697e-07	1.2597147190637894e-14	6.673764770927544e-13	-0.000569999910698	-9.102080005506108e-11	8.284786042663408e-21	3.248998981957281e-07	0.0	0.0	0.0
1075.7146383821464	-0.6649691412899301	0.442183958867867	1157161.983229632	1356.8045173725754	-6.944201474467263	48.221934117993314	1840918.4983626276	1041.212421336563	0.4723964356946908	1084123.3063455485	0.2231583924570481	1101.208207138808	1015.9119389874354	1.317019	25.613754	0.0579568457051321	0.0316035360688449	-0.0514510867	-0.1806551562	0.0130550145	0.1795318028	0.1237229858	-0.0115593376	0.0539559671	0.0440000566	0.2104304495	0.0085033323	0.1296826056	-0.059962542	0.0401481136	-0.1295459567	0.160491014	-0.0429529998	0.0055455077	-0.0500525006	-0.0322525047	0.1325394637	0.0624261578	0.0169799292	-0.0348279238	-0.1441297296	-0.2029184735	-0.0526862558	-0.049798036	-0.2346304884	-0.0849782129	-0.0431213996	0.1399727019	-0.03318294	-0.0724067674	-0.1868417919	-0.0399860169	-0.1049011143	-0.0434477469	-0.0016170218	-0.1527970598	-0.1104575065	0.0932013127	-0.0513085985	0.0076159009	-0.0981279774	0.066611565	-0.0229097859	-0.1403691877	-0.1757151561	-0.2069105591	0.0697329127	0.0806021803	-0.0148627735	0.1305624162	0.085639928	-0.0074135022	-0.0386602335	0.0658860402	0.2441838571	0.1859136721	0.026416297	-0.1373574433	-0.0091567295	0.1184353873	0.0378199158	0.0316400628	0.0129515826	0.0687012625	-0.0828261268	-0.0857815235	-0.2605307632	0.1343947179	-0.1639905572	0.1105519169	-0.0941297241	0.0814656527	0.0549672331	-0.0474805412	-0.1340067841	0.0289893423	0.0892907281	0.1132136504	-0.0688577579	-0.0777761877	0.0373925818	-0.0342780789	0.1440342395	0.1170999511	0.0118263038439891	0.0129467634385348	0.0001398614626103	0.0001676186835333	0.0484126312018702	0.0029684833105391	8.811893164949765e-06	0.0023437828598882	0.0053228590401133	0.0286877838709642	0.0008229889434271	2.833282836091588e-05	0.0013789999766791	0.0002669999994218	7.12889996912945e-08	1.901640935680958e-06	-8.930215638081052e-07	-7.609043017886563e-08	5.7897535648048256e-15	7.974875134262736e-13	-0.0005699996988482	2.1184980007228627e-10	4.488033779066766e-20	3.248996566870387e-07	0.0	0.0	0.0
