global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	t_comp_cor_05	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	c_comp_cor_07	c_comp_cor_08	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	non_steady_state_outlier00	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01
1136.4939544633385	n/a	n/a	1291618.508531717	1375.9312150695107	n/a	n/a	1893186.70860266	1098.05205041134	n/a	1205718.3054125477	n/a	1170.8078878531185	1038.427166417981	n/a	n/a	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0073634613330852	n/a	5.422056280384087e-05	n/a	0.060248663223561	n/a	n/a	0.003629901420226	0.2187798177657072	n/a	n/a	0.047864608661596	-2.398976262007324e-05	n/a	n/a	5.755087105674631e-10	0.0001080026225757	n/a	n/a	1.1664566483229105e-08	-0.0001889990878526	n/a	n/a	3.572065520911481e-08	0.0	0.0
1139.8279871451166	3.334032681778126	11.115773923164642	1299207.840279288	1370.1374311880631	-5.793783881447553	33.56793166492147	1877276.5803426248	1099.7905933726918	1.738542961351868	1209539.3492710574	3.0225316284661234	1169.9922158730462	1017.4267171088684	1.336456	26.273205	0.0859615846831483	0.0623798331333227	-0.0114600349	-0.1020925927	-0.0515195328	0.1775811825	-0.0169868081	0.0632883938	-0.0613457322	0.0667341826	-0.1936325833	0.1618366373	-0.0420773936	0.1565782908	-0.2423116586	0.0654916451	-0.0229305466	0.0691289261	-0.0457374084	0.0383367686	-0.1636865945	0.0504094928	-0.0516480864	0.0854569884	-0.0204220631	0.0294989946	-0.0157043953	0.0526807522	-0.0265376925	0.0713535125	-0.2644485203	0.2197921208	-0.0519593441	-0.1401821489	0.0582435675	-0.2004826935	0.087679457	-0.0151023716	-0.2015136233	-0.0788894892	0.0790837881	-0.0789486039	0.1677893647	-0.0237842367	0.056653432	-0.0839719044	0.0169064636	-0.1590302333	0.0931386714	-0.0786186017	0.2435772463	-0.0915328141	0.2596743325	-0.0980377408	0.0762638503	-0.0077271367	0.2228037159	-0.0587297589	0.172374404	0.0201308564	-0.0678376969	0.0396700311	-0.0201934443	0.1008729445	-0.0928596899	0.1366254755	-0.0656886765	0.0918788473	-0.174480608	0.0430626385	-0.0406745471	0.1222864506	-0.1358893154	0.0304030761	-0.0631097204	0.1534545083	-0.1449714145	0.1337394145	-0.1095975954	0.0148990251	-0.0921178837	0.0259891958	-0.0238670749	-0.1800503642	0.1542763717	0.1541954464	0.0	0.0136491310004061	0.0062856696673209	0.0001862987770662	3.950964316667804e-05	0.0576673898281399	-0.002581273395421	6.662972341908742e-06	0.0033255278495906	0.160285446775255	-0.0584943709904522	0.0034215914375686	0.0256914244479431	0.000193999727378	0.000217989489998	4.7519417749620076e-08	3.7635894222738325e-08	-1.3864173808997292e-08	-0.0001080164867495	1.1667561409706852e-08	1.9221531540608647e-16	-0.0001429996520011	4.599943585150001e-05	2.1159480986562647e-09	2.04489004724357e-08	0.0	0.0
1143.0711455258825	3.2431583807658626	10.518076282731853	1306611.6437338532	1382.3184896382418	12.181058450178623	148.3781849666681	1910804.40679575	1100.8478661739464	1.0572728012546122	1211866.024459731	1.1178257762727748	1173.565361517081	1030.755175746079	1.160505	22.814215	0.1042257586603772	0.064302965089875	0.0900616045	0.0965560429	0.0295533291	0.0789269388	-0.1399130941	-0.0223346178	-0.0020133735	-0.0942220356	-0.0735395574	-0.1498395251	0.1298073876	0.0195415539	0.0983555906	-0.0472837373	-0.0284407466	0.0932125204	0.1024463797	0.019141236	-0.0168627992	0.0146620464	-0.1212453838	0.2056933027	0.0131030238	-0.0611349195	0.0471124195	-0.1634655438	0.0721740474	-0.0506197092	-0.0274752492	0.0886765738	-0.0964542206	-0.0024045019	-0.0895150236	0.1457125616	-0.0178477043	0.0065676051	-0.0545765821	-0.0804253036	-0.1104190557	0.0253062897	-0.091520975	-0.0400612561	-0.0606344792	0.0697455054	0.0646799638	-0.1428774867	0.0966164201	0.0801747982	0.0547250089	-0.1859508082	0.0214678844	-0.1948054921	0.1012713868	0.1033446839	-0.0069541653	-0.0160630174	-0.0819513829	-0.0465397227	-0.027809281	0.0302286179	0.0351932876	0.0832471638	-0.0130561425	-0.0779431901	-0.205490967	-0.0904332343	0.0090172915	0.002775979	-0.1570269465	0.0745902645	-0.2176926625	0.0271889363	-0.0483087161	0.1260182407	-0.1537968244	0.1268169335	-0.0911527104	-0.0443774646	-0.0788319095	0.0356638447	-0.0038010144	-0.0673904138	0.1540606022	0.1533331229	0.0	0.0137816427701835	0.0001325117697773	0.0001899336774449	1.7559369129538632e-08	0.0832272155531086	0.0255598257249686	0.0006533046910907	0.0069267694087236	0.1121526903066296	-0.0481327564686254	0.002316762245268	0.0125782259430147	0.0006589995229918	0.0004649997956138	2.1622480992087578e-07	4.342803713034199e-07	-1.7207124614060376e-11	1.3846966684383233e-08	1.9173848635841916e-16	2.9608513748380245e-22	-6.414700042846333e-13	0.0001429996513596	2.0448900288975727e-08	4.114837663969274e-25	0.0	0.0
1144.233892974068	1.1627474481856552	1.351981628262253	1309271.201830591	1390.9022922949357	8.583802656693933	73.68166804906583	1934609.1867113067	1100.3909923206677	-0.4568738532786938	1210860.3359804638	0.2087337178097214	1172.8348414465554	1062.0806774518169	1.17289	23.057682	0.1574539342985929	0.0896431311826098	0.080072442	-0.1355982119	-0.1041760855	-0.0671527712	0.0343483427	-0.2238986252	0.112673325	-0.0201539103	-0.0623334968	0.1318709481	0.0430811049	0.1069010837	0.1454836112	0.059313714	-0.0320108219	0.1686091991	0.0298824498	-0.1748600882	-0.0111339079	0.1524659543	-0.0849432714	-0.0210706943	-0.0652540949	-0.1679164364	0.016965988	0.0488544467	0.2504763259	-0.1763422223	0.0349942192	-0.0144709957	-0.1321476737	0.1113481097	-0.0139484148	-0.0486570547	0.137377629	-0.2772032514	0.0760945961	-0.0552601681	-0.0317023611	-0.1711970916	0.0676452315	0.1038756872	-0.1307173317	0.0323629391	0.0117849312	-0.0792324507	0.0360005658	0.0490506904	0.0855783852	-0.0049395233	0.034325326	-0.2443497516	-0.1760183082	0.1282740681	-0.0327195115	0.0093074395	-0.0519855791	-0.1015996795	-0.0819047796	0.0578954192	-0.1095053433	0.049897288	0.1664054958	0.011133929	-0.1405304569	0.0105963119	-0.1574395241	0.0501941629	-0.0906680926	0.0446653844	-0.1058468064	0.0379382658	-0.1485133097	0.0098568869	-0.0086508555	0.051059672	-0.1675221005	-0.1220786453	0.00932282	0.0596884428	0.1222061411	-0.2302949993	0.1536293651	0.1516132984	0.0	0.0076464201663384	-0.0061352226038451	5.846774136018656e-05	3.7640956398731856e-05	0.030336291206197	-0.0528909243469115	0.0027974498782707	0.0009202905641471	0.1646800964858883	0.0525274061792587	0.0027591283999208	0.0271195341786014	-0.0001229997767869	-0.0007819992997786	6.11522904854377e-07	1.512894508962722e-08	0.0001359999111312	0.0001359999283383	1.8495980508029437e-08	1.84959758276943e-08	8.3946130572006e-09	8.395254527204885e-09	7.048029857655411e-17	7.046952838012282e-17	0.0	0.0
1144.0589313554815	-0.1749616185866216	0.0306115679784504	1308870.8384142462	1378.6245805350218	-12.277711759913927	150.74220605952874	1900605.7340553647	1101.2659542199335	0.874961899265827	1212786.7019239408	0.7655583251668632	1174.8388971714155	1032.8106904638576	1.357831	26.693422	0.2472951051516409	0.190974370192319	0.1398534385	0.0078671048	0.2284839922	0.0412924777	0.002926403	-0.1374575591	0.0207866429	-0.0659194304	-0.0024140674	-0.0450109587	-0.0342782059	-0.0373543757	-0.1249172049	0.1494423158	-0.069243117	0.0834600696	0.0489157786	-0.0207241872	-0.0117439449	0.1187059679	0.0241200786	0.167902367	0.0843100062	0.1281576268	0.0456286818	0.0937669509	0.1104751916	0.0737097575	0.3201499544	-0.1790183094	-0.2467859805	-0.1292028745	-0.0228859134	-0.0837496444	-0.063283419	-0.0221064881	-0.0863342205	-0.0442541825	-0.0725538595	-0.0316865602	-0.0958294937	-0.0376168602	0.0587019543	-0.0488071786	-0.060631198	-0.1534664575	-0.0193414126	-0.2996866751	-0.0530672517	-0.1281182235	-0.0558762806	-0.094236512	-0.2577663666	-0.0606757683	-0.0294082034	0.217770659	-0.037052105	0.2177232494	-0.0357801748	-0.010886648	0.0541837139	0.2103371033	-0.0271366979	0.1889071334	-0.1491052643	-0.3219642521	-0.0577378386	-0.0412879302	-0.1516367746	-0.1715637309	-0.1589916565	-0.0697932068	0.0032238123	-0.210235625	0.1177168276	-0.0033316538	0.1841914058	-0.4823803422	0.1017103127	-0.0435013657	0.095204972	-0.1752110787	0.1529832634	0.1490455908	0.0	0.0106426126132106	0.0029961924468722	0.0001132652032348	8.977169178694019e-06	0.0120875789962298	-0.0182487122099671	0.0003330154973222	0.00014610956599	0.1534787925753562	-0.011201303910532	0.0001254692092961	0.0235557397703892	-0.0037690047238556	-0.0036460049470687	1.3293352074049434e-05	1.4205396608445826e-05	-0.0005129981648948	-0.000648998076026	4.2119850268544977e-07	2.631671171854325e-07	-1.966513977631236e-06	-1.974908590688437e-06	3.9002639415749866e-12	3.867177224219025e-12	0.0	0.0
1145.1542232041838	1.0952918487023453	1.1996642338338013	1311378.1949223776	1383.4863165508616	4.861736015839824	23.636477087714088	1914034.3880834708	1099.8704695268111	-1.3954846931223983	1209715.049737128	1.947377528738914	1171.8388812999033	1057.8194425731683	1.415163	27.820503	0.3217764442231802	0.2399866545357545	0.1534555831	-0.0420151049	-0.1468783919	-0.0134202128	0.1020971827	-0.2096167501	0.0295307796	-0.0471439828	-0.0851145231	0.1626512347	-0.015602327	-0.0147500085	0.1837660562	0.1449363677	0.035498586	0.152548162	0.1516375506	0.0577234908	-0.0436447465	0.0169509104	0.2735252125	0.0332290926	0.052204637	-0.1322094647	-0.0945437679	0.0684469463	-0.1572033558	-0.0733607865	-0.009512701	-0.025212585	0.1106375831	-0.0353064776	-0.259263719	-0.0143047465	0.0487074773	-0.0883369718	-0.1329212749	-0.1105078142	-0.1035612942	-0.0788703291	0.0878352895	0.1428126681	-0.1100874045	-0.1272106007	0.0344687172	0.126340496	0.1255449195	-0.0054797672	-0.0390255286	-0.2532407974	-0.0452181285	0.1388826902	-0.1980724021	-0.071424525	-0.0871862239	-0.2171613721	-0.0106398241	-0.0619384437	-0.1531894501	0.10746618	0.0744507998	0.0178017768	0.2073035044	-0.074510588	-0.2026401858	-0.0931326738	-0.1604301723	0.0558594947	-0.0538331907	0.1980935871	0.313618638	-0.1367255735	0.2744388799	0.0576096971	0.3105123795	-0.0766587737	0.0266889597	-0.0071980324	-0.4769750202	-0.0097934885	-0.1253985135	0.1296448216	0.1521232008	0.1456443598	0.0	0.0154961035666758	0.0048534909534652	0.0002401292257491	2.3556374435368547e-05	0.0431868422353716	0.0310992632391418	0.0009671641740174	0.0018651033422628	0.1439939286590856	-0.0094848639162705	8.9962643510172e-05	0.0207342514906778	0.0006170002585127	0.0043860049823683	1.9237039705359557e-05	3.806893190047386e-07	0.0006259999723088	0.0011389981372036	1.297316756553271e-06	3.918759653306184e-07	-1.9311126347895625e-07	1.7734027141522795e-06	3.1449571865626722e-12	3.7291960082438866e-14	0.0	0.0
1146.597447613016	1.4432244088320658	2.082896694248666	1314685.7068726828	1374.56240940094	-8.92390714992166	79.63611882042294	1889421.8173381167	1100.7229752974076	0.8525057705965082	1211591.0683475777	0.7267660889003463	1171.9372668686308	1043.0048331559128	1.36259	26.786983	0.1888648743100039	0.1006846813793365	0.1915336003	-0.0020521212	0.0605160264	0.012263253	0.1340811169	-0.0305264785	0.0312026558	-0.0943426193	-0.0021797491	0.0180117343	-0.2766951068	-0.1269928881	-0.0982069807	0.1906999433	0.2242690246	0.1846282706	0.2003493554	0.061591402	0.0453470615	-0.0079241612	0.2260553363	0.0221997422	-0.1959547889	0.2923346775	0.0117971358	0.0911405911	-0.0842735236	0.1304692962	-0.1011473821	-0.0415425113	0.020896601	0.1556124285	0.0568046797	-0.1005392813	0.0422537453	0.0207228623	0.1888208219	-0.1239337688	-0.1500583732	-0.1083399166	-0.0460984799	0.02966386	0.0475416747	-0.2231746734	-0.237706668	-0.0151523821	-0.4102281014	-0.1908904542	-0.0223442898	-0.0258680741	-0.1314769151	-0.0108557426	0.1610503697	-0.0124425771	0.082023698	-0.0945918131	0.1201728192	0.0789095648	-0.1851668143	0.0408601479	0.2000962304	0.082422394	0.0956696358	-0.0252705398	0.0783147798	0.0083251564	-0.1574601086	-0.3496542668	-0.0749255469	-0.1129596862	0.3162561047	0.2521173748	0.072562292	-0.011420121	-0.2883414656	-0.2784432423	0.119889448	0.1552810585	0.1194399665	-0.2477293043	-0.1530319042	-0.1900250158	0.1510503801	0.1414286265	0.0	0.0169404175568814	0.0014443139902056	0.0002869777470014	2.086042902303624e-06	0.0369965089423942	-0.0061903332929773	3.83202262781444e-05	0.0013687416739246	0.072725277472017	-0.0712686511870686	0.005079220642024	0.0052889659833818	-0.0010309994569697	-0.0016479997154824	2.715903062230072e-06	1.0629598802718164e-06	7.500000159210707e-05	-0.0005509999707166	3.036009677297965e-07	5.625000238816063e-09	3.87193324746099e-08	2.3183059595356613e-07	5.3745425220185646e-14	1.499186707279381e-15	0.0	0.0
1146.953182532426	0.355734919409997	0.1265473328876371	1315501.6029212603	1383.1010521325195	8.538642731579557	72.9084196975564	1912968.5204100823	1101.6792878122042	0.9563125147965366	1213697.2531944057	0.914533625956476	1174.1881748555238	1060.6892483217496	1.30892	25.73189	0.1129216104352533	0.0634261342329627	0.1541150446	0.0761144642	0.0861463109	-0.0739161317	-0.1476609051	0.0436295847	0.0234751724	-0.1718536289	-0.0065962393	-0.0343319645	0.0864005604	-0.0344263224	-0.1597757506	-0.0248003609	-0.0163774163	0.0141457586	0.0321619611	0.1842010101	-0.2528702744	0.0300536107	0.1989771649	0.0005384692	-0.1018196859	-0.0298355181	-0.0758568216	-0.061250426	0.1588044657	-0.0686017226	0.0546314582	-0.0410619398	-0.0335535652	-0.0276490604	0.0854915986	0.1823505619	-0.1376367546	-0.0703324797	0.1281766268	-0.133599952	-0.037414341	0.082669631	-0.0861409682	0.1020593642	0.1991532063	-0.0204114686	-0.0593154407	-0.0680889424	-0.0774761445	0.0049391918	-0.0260565147	-0.1994850427	-0.0497927102	0.0155189857	-0.0143725862	0.0232757577	-0.0848473009	-0.0558429884	-0.1231131585	-0.0772329533	-0.0484261359	-0.0742619762	0.2527968112	0.1599807555	-0.067107987	-0.0563136987	-0.1192805441	0.0359140119	0.0336637307	-0.0611662178	-0.0547521488	-0.0936562793	0.1300135532	0.1062106785	-0.0878210082	0.0107698226	-0.0745268051	-0.0194016736	0.1001747558	0.0769324558	0.0398211314	0.0736248813	0.1583815147	0.28630818	0.1497663018	0.136421967	0.0	0.0078682276572976	-0.0090721898995838	6.190900646706288e-05	8.230462957411034e-05	0.0502299504739909	0.0132334415315966	0.0001751239747701	0.0025230479246195	0.0340615376722581	-0.0386637397997589	0.0014948847753034	0.0011601883485986	-0.0003710000807737	0.000659999376196	4.355991765791092e-07	1.376410599340919e-07	0.0004539998928936	0.0003789998913014	1.4364091760654348e-07	2.061159027474003e-07	8.423592125992576e-08	4.551658878531586e-08	2.0717598546515416e-15	7.095690430508413e-15	0.0	0.0
1145.0612460774903	-1.8919364549356037	3.579423549514298	1311165.2572685347	1391.8040091341193	8.70295700159977	75.74146057169447	1937118.3998418075	1099.9070652817236	-1.772222530480576	1209795.5522566538	3.1407726975429764	1174.3465840433546	1064.081383536048	1.391251	27.350424	0.1217412290100457	0.0695028490428447	0.0031995436	-0.1766424581	-0.0546000556	-0.2035837432	-0.0366559206	-0.0048768349	0.1181614819	-0.002319345	0.1605224359	0.166475249	0.0766904814	-0.1397705755	0.0616687658	0.1165525888	-0.127092001	-0.0330866006	-0.01268467	-0.0149047368	0.0188514496	-0.1448304694	0.0886750663	0.0720873465	0.0019179962	-0.1776157292	-0.180916759	-0.002561745	0.1616430871	0.185908391	-0.0402760997	-0.1115749119	0.1235002189	0.0477259165	0.083590237	0.0757920099	-0.1539482735	-0.0239555533	-0.0282557375	0.0915296835	0.0203308605	-0.1446487838	-0.0280714976	0.187565695	-0.0252260096	0.0694584736	0.0538937918	0.0410521346	-0.0100282632	-0.0037954707	0.1903077821	-0.1312869035	-0.1328195826	0.1464944767	-0.1168753052	-0.0141039705	-0.0262622933	-0.0223390478	-0.1155445165	0.0722069776	-0.0443271861	-0.0407060077	0.0221391501	-0.0302945101	0.082474182	0.0082302376	-0.2176241433	0.0815217541	-0.0381878928	0.031667918	0.0793272218	-0.1639444483	0.0431030735	0.0102130597	-0.1642910978	-0.0145691147	0.1139174198	0.0642085211	0.0890900752	0.2032970994	0.1065570302	0.1531347455	0.0714888273	0.2142318984	0.1482727618	0.1306523804	0.0	4.611721435310301e-05	-0.0078221104429444	2.12679745969005e-09	6.118541178162137e-05	0.069621837483055	0.0193918870090641	0.0003760452817723	0.0048472002545169	0.0976347934883108	0.0635732558160527	0.0040415588550532	0.009532552899505	-0.0001309997656961	0.0002400003150775	5.7600151237347266e-08	1.7160938612433098e-08	7.500000791704764e-05	-0.0003789998849765	1.436409128122399e-07	5.625001187557209e-09	4.921135723776797e-09	-7.931478553614898e-08	6.290835204645306e-15	2.4217576811832186e-17	0.0	0.0
1142.3164901186651	-2.7447559588251806	7.533685273506337	1304886.9635970264	1389.7454191337931	-2.0585900003261486	4.237792789442812	1931392.3300033624	1098.9559977213542	-0.951067560369438	1207704.284927737	0.9045295043870748	1173.9099093224718	1054.312513033549	1.037133	20.388859	0.0355197533885379	0.0287455437171072	-0.0605124281	-0.1228016534	0.0184290067	-0.1364687171	0.0567428921	-0.0068687452	0.0961075432	0.0529706098	0.297137177	0.0505138729	0.017068621	0.0293585739	0.1525192681	-0.206486104	0.0576138378	0.0084894631	-0.0644430511	-0.1196390993	0.0610820146	-0.1471872924	-0.0674744383	-0.0225660563	0.1664510141	-0.1937825238	-0.146276317	0.0743318868	-0.0103928624	0.0612835983	-0.0612165365	0.0277459102	0.0430130467	0.1497460469	-0.0623994186	0.0605578502	-0.0756590993	0.0898451959	0.256116204	0.1650542214	-0.0032540967	-0.1070502351	-0.0354426604	0.0136708137	0.0660868111	0.11029629	-0.0331319333	0.2886908681	0.1427539478	0.0320764821	0.1505469478	-0.0709724888	-0.1972445906	0.0345338089	0.0280735951	0.1579760651	-0.0507127757	-0.0234513955	0.0542041525	-0.0105920377	-0.0403728054	-0.0160063842	-0.0388515098	-0.1264848915	0.0936534739	0.044786031	-0.1096187772	0.094688794	0.0263510132	-0.1046909044	0.1211167096	-0.0818698164	0.0761540359	0.0123740195	-0.1534938179	0.1075036127	0.1167623738	0.116769776	0.0260946957	0.2022286871	0.0862078194	0.0979073549	0.0668415813	0.0152317308	0.1465718489	0.1241521328	0.0	4.6167799624186046e-05	5.0585271083036793e-08	2.131465722138993e-09	2.5588696505443177e-15	0.0417636456787136	-0.0278581918043414	0.0007760788506074	0.0017442021003771	0.0945734426716171	-0.0030613508166937	9.371868822871204e-06	0.0089441360587616	-3.9000039532272834e-05	9.199972616382716e-05	8.463949614219186e-09	1.5210030835188436e-09	7.500001944937829e-05	1.1532330645991351e-11	1.3299465012847132e-22	5.625002917407121e-09	1.4551872461199e-09	-3.465948477656897e-09	1.2012798849772161e-17	2.117569921270019e-18	0.0	0.0
