global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	t_comp_cor_05	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	c_comp_cor_07	c_comp_cor_08	c_comp_cor_09	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05
1079.4282516631629	n/a	n/a	1165165.3504885924	1422.4195498511904	n/a	n/a	2023277.3757988631	1040.0185086337003	n/a	n/a	1081638.4983006662	1126.4265216176543	1061.497523523826	n/a	n/a	n/a	n/a	-0.1429757814	-0.0173738861	-0.0539634863	0.1173460371	-0.0120415625	0.0379364251	-0.1157313843	0.0994307714	-0.0262969552	0.1324483954	-0.1227618535	0.010970916	-0.0608646013	0.0198785097	-0.0676300834	0.1033031424	-0.151452071	0.0038823368	-0.0394571662	0.0652454711	0.1010017603	-0.167848648	0.0258877306	-0.046918462	0.0476859117	-0.2160429999	0.0354524636	-0.0361123605	0.0672423365	-0.1340274894	0.1864928564	-0.1074020996	0.0385611037	0.0610278538	-0.0222092005	-0.0830751385	0.1112555321	-0.1328972688	-0.1189525231	0.109985538	-0.1470076631	0.0593176035	-0.065279153	0.0712078054	-0.0668814937	0.0143629137	-0.0103054771	0.0265974089	-0.0725899956	0.0122358262	-0.0101087893	0.0197477836	-0.1869667034	0.0706937704	-0.2640042879	0.0825243305	-0.2083823985	0.0405900823	0.1298370823	-0.1123892629	-0.1305594246	0.0974805928	-0.0363628237	0.0282248322	-0.1418936579	0.0504587177	-0.1253667971	0.1767784916	0.0206949341	-0.0359041674	0.0270473035	-0.0567478489	0.0172655559	-0.0427686404	0.2077609159	-0.0298798262	0.1674737242	-0.0919240069	0.1421984262	-0.1595812017	0.1029201529	-0.2013332735	-0.1654343614	0.153366806	0.1532882396	0.0540138759662909	n/a	0.0029174987969018	n/a	0.0476594302987649	n/a	n/a	0.0022714212964028	-0.1238575578744161	n/a	n/a	0.0153406946426143	0.0014749547446378	n/a	2.175491498729558e-06	n/a	0.0004741399990704	n/a	n/a	2.2480873871847893e-07	0.0001901499388685	n/a	n/a	3.615699925169429e-08	0.0	0.0	0.0	0.0	0.0	0.0
1078.2231505903292	-1.2051010728337133	1.4522685957449666	1162565.1624689356	1411.4096262795586	-11.009923571631816	121.2184170531739	1992077.1331546032	1040.809658166134	0.791149532433792	0.6259175826702078	1083284.744531905	1124.9935231050608	1082.349414375825	1.221705	25.600271	0.1675394875370788	0.08459777289228	0.1168533155	0.0774954576	0.0709968264	0.189365357	0.0581926524	0.0758626836	-0.0183258441	0.0326663593	0.1619131281	0.0293651231	-0.0063854423	0.0009847525	-0.051740368	0.0289682399	0.0954851474	-0.0346023139	-0.0852360252	0.011399774	0.1868052192	-0.0458673703	0.0480638135	0.0423124291	0.0204465869	-0.1473100955	-0.0408627594	-0.1235191752	-0.1675668309	-0.083868353	-0.0892424801	0.074639712	0.0716412575	0.0106652813	0.2329726262	-0.0634969681	0.159865126	-0.1285971749	0.1317376824	-0.1680986876	0.0556833057	-0.0138611599	-0.0907652284	-0.0591662645	-0.0520302926	0.0189290098	-0.118999729	-0.0481150096	-0.1247328639	-0.0438317276	-0.0110124537	0.0903444241	-0.0047301016	0.0310346696	-0.1262195631	0.0476241831	-0.0043427041	0.1156670663	-0.1604630892	0.0704108143	-0.0541544709	-0.0802099384	-0.0994371861	-0.0145886769	-0.0723583221	0.1399475234	-0.1299601716	0.0241449495	0.1178373364	0.0475029307	0.1186371179	0.0210292095	-0.0033517591	-0.1243527765	-0.0392531704	-0.1010089733	-0.0558948439	-0.0334825563	0.0726422413	-0.0236078306	-0.0331361728	-0.3153237858	0.0566801907	-0.0505140816	-0.2020131629	0.1531573254	0.1524510324	0.0007861172187659	-0.053227758747525	6.179802816402338e-07	0.0028331943012847	0.065272820298901	0.0176133900001361	0.0003102315072968	0.0042605410697726	-0.0675271916022879	0.0563303662721282	0.0031731101643521	0.0045599216056921	0.0015459995959287	7.10448512908999e-05	2.390114750611704e-06	5.047370894946081e-09	-2.004017945167469e-05	-0.000494180178522	2.442140488441097e-07	4.0160879245532446e-10	-5.198448166431665e-05	-0.0002421344205328	5.86290776067629e-08	2.7023863339076742e-09	0.0	0.0	0.0	0.0	0.0	0.0
1077.4500320380848	-0.7731185522443411	0.597712295824386	1160898.57153887	1411.8057211013067	0.3960948217481927	0.1568911078157326	1993195.3941343809	1040.56381891424	-0.24583925189404	0.0604369377718212	1082773.061233387	1125.2032890500616	1058.6135032365771	1.226219	25.694851	0.0826011017921784	0.0411799727714211	0.0458206217	-0.1543753731	-0.0536034974	-0.0375192787	-0.0164536762	0.1432843908	0.1295090647	0.0601817355	-0.0682899335	0.0121333169	-0.066023868	0.0873381991	0.0700818901	0.1011554116	0.0182140714	0.0153416892	0.0033150695	-0.0584418248	-0.0540063297	0.0454193932	0.0681980978	0.0340969849	0.165225253	0.0079130152	-0.005422076	-0.0306526116	-0.1496360099	-0.0218937118	0.0361936708	-0.0010730025	-0.1238743543	0.0389140873	-0.0517997268	-0.151394898	0.0355180819	0.2104476428	0.0184306904	0.0255025116	-0.0745587195	-0.1036372558	0.0233506403	0.0693228608	0.0430716476	-0.0060803535	0.0854618878	-0.1921702161	0.0185410424	-0.0062042807	-0.1027870706	0.023471757	0.1916596345	-0.1109343737	0.0219861529	-0.0774088878	0.1368545155	0.070185593	-0.1651409792	0.068671326	-0.0778662225	-0.0294969699	-0.1112501976	0.0818475249	-0.0772450277	-0.1069480437	-0.1241329589	0.1288492846	0.0405653422	0.0490468762	0.182720414	0.0525171029	-0.0580845651	0.0198657605	0.0051197688	0.1057255788	-0.0949343469	-0.0161835216	0.0921681638	0.0129253391	0.0541187931	-0.0378175497	-0.0391221484	-0.1488018199	0.0653818553	0.1527386503	0.1507811905	-0.0182010471709332	-0.0189871643896991	0.0003312781181185	0.0003605124115614	0.0437834341519618	-0.0214893861469391	0.0004617937169722	0.0019169891061391	-0.0612566846988826	0.0062705069034052	3.931925682565349e-05	0.0037523814202983	0.0016500036754687	0.00010400407954	2.722512129060219e-06	1.0816848560962649e-08	0.0005419993872517	0.0005620395667033	3.158884745401172e-07	2.937633357812183e-07	-9.472408649939144e-07	5.1037240799322735e-05	2.604799948408053e-09	8.972652563144193e-13	0.0	0.0	0.0	0.0	0.0	0.0
1078.482681143372	1.0326491052871916	1.066364174650437	1163124.8935261962	1406.775805700393	-5.029915400913751	25.300048940349345	1979018.1675039895	1041.00551998254	0.4417010682998352	0.1950998337372157	1083692.4926341183	1123.5963269907152	1051.3322394074216	1.008451	21.131636	0.1394814670195721	0.070732412445769	-0.027149715	-0.2098971136	-0.0269380891	-0.1187426788	0.1115958378	0.1200035258	0.1597332116	-0.0132979972	-0.1309941801	-0.0561314143	-0.0659954453	0.0720228953	-0.2055161365	0.1767433247	0.0726854736	0.0412526549	0.0338011657	-0.0138015855	-0.0950748152	0.1772181708	0.0436660965	0.0198196068	-0.0065209658	-0.0603669106	0.0249974394	0.1067242896	-0.0783983102	-0.056959675	-0.0465191631	-0.0441210147	-0.1159365069	-0.2073686536	-0.0371456413	-0.0159788892	0.0065434025	-0.0082819154	-0.0428797542	-0.1830571878	-0.0799617228	-0.1207911888	0.0607745363	0.0566539989	0.0671310936	-0.0520226917	0.078970467	-0.1678511701	-0.0218753194	0.2054526952	-0.1272998056	-0.0654667846	0.06315378	0.2336460916	0.0079766965	-0.1011247205	0.122586581	-0.05084792	-0.104975289	-0.1608367447	0.0509279496	0.0207683904	-0.0548483472	0.0671051963	-0.0123039893	-0.1472648698	-0.0733164535	0.1187327708	0.0428051534	-0.0939326176	0.1305365079	0.0150736802	0.0621756927	-0.0356871976	0.0893244554	0.0707183059	0.005079718	0.0380173209	-0.0485238651	0.064370946	-0.0468197169	-0.0449026021	-0.0211557494	-0.0377815371	0.0320369919	0.1521113526	0.148287834	-0.0185987075186062	-0.0003976603476729	0.0003459119213626	1.5813375211141054e-07	0.0064323479143126	-0.0373510862376492	0.0013951036431323	4.137509969076166e-05	-0.046276219279143	0.0149804654197396	0.000224414344192	0.0021414884707713	0.0009609690433799	-0.0006890346320888	9.234615023344802e-07	4.747687242177479e-07	-0.0002961004483268	-0.0008380998355785	7.024113343967087e-07	8.767547549933197e-08	-0.0002088578734879	-0.0002079106326229	4.322683115765702e-08	4.3621611317887644e-08	0.0	0.0	0.0	0.0	0.0	0.0
1078.978688307143	0.4960071637710825	0.2460231065122335	1164195.009821003	1424.5744132541474	17.798607553754437	316.7904308525645	2029412.2588983984	1041.785672644413	0.7801526618729895	0.608638175827511	1085317.387727172	1128.3550076868862	1062.8767586386664	1.214291	25.444901	0.2208901328316438	0.1326517805916756	-0.1983237223	-0.054104559	0.1051192359	0.0897843652	-0.0466517056	-0.0125860404	-0.1526789928	0.199383221	-0.1330462698	-0.1121718223	0.0851252798	0.0232452394	0.1423447751	0.0275677699	-0.0075848092	0.1738441721	0.0224836635	-0.0031248104	-0.1281672957	0.1101439236	0.0349226929	0.2128364437	0.0903147469	-0.0681202107	-0.1087623364	-0.1281795002	-0.0707531356	-0.0194381625	0.0588630415	-0.0752144763	0.0386678288	0.0048943293	-0.1048173032	-0.1313796299	0.1276741157	0.0431782595	-0.0004162507	-0.0198653116	-0.2002469266	0.0841697777	0.0536793893	-0.0098694324	0.0936507437	0.10378444	0.0353857639	0.0514586962	-0.1085739206	-0.0800995191	-0.1296609042	-0.0005021623	0.1552818931	0.0550856334	-0.0032204603	-0.0705877327	-0.0149512239	0.0046159866	-0.0642770303	0.0249337701	0.0448267526	0.0462474684	0.0449316538	-0.0324611881	-0.1361638193	-0.1318001555	-0.0810133811	0.062571821	-0.0291671114	-0.0094791301	-0.0513868955	-0.134643725	0.1631154105	-0.0646881982	0.0033040471	0.0947920741	-0.0575964867	0.0745269893	-0.0923570059	-0.0362118001	-0.1762570473	0.0297919977	-0.1478087036	0.0907403996	-0.0130624116	0.151276289	0.1449845808	-0.0185006275284109	9.80799901952982e-05	0.0003422732189449	9.619684476709792e-09	-0.0181157156460471	-0.0245480635603596	0.0006026074245634	0.0003281791533684	0.0390530773583108	0.0853292966374538	0.0072810888646425	0.0015251428511542	-0.0006209768675744	-0.0015819459109543	3.856122700625139e-07	2.50255286518503e-06	0.0001041377722237	0.0004002382205505	1.6019063318943066e-07	1.0844675603715223e-08	-0.0004449675948558	-0.0002361097213678	5.5747800524427366e-08	1.9799616047175536e-07	0.0	0.0	0.0	0.0	0.0	0.0
1077.0989102632325	-1.879778043910619	3.5335654943684336	1160142.062490243	1412.6472909109932	-11.927122343154224	142.2562473885687	1995572.3685181683	1040.3944197221235	-1.391252922289368	1.935584693778707	1082420.548588934	1124.979910204196	1052.7361704929976	1.126558	23.606514	0.079594450444212	0.0439903225453968	-0.1642070189	0.0981294617	-0.0335902045	-0.0992242333	0.0118243775	0.0633054316	-0.1059556202	0.0002523009	-0.016025487	0.0063099534	0.0114822349	0.127315539	0.069885491	0.0858471411	-0.0480326223	0.0037236966	0.0828987764	-0.0996362555	-0.14760757	0.1690437299	-0.0491426481	0.0183658436	-0.0146329204	-0.0847719118	0.0150330258	-0.1484776793	0.0441061364	0.0813816623	-0.0504966184	0.1257177529	0.1281903909	-0.0293782076	0.0577429053	0.0601625591	-0.1102684287	-0.0546216376	-0.0533408514	-0.0563126935	-0.0079442358	0.1849245327	0.0736279849	0.1142188423	0.0715039594	0.0761721973	0.0150671251	-0.0622761639	0.0320326787	0.0648957959	-0.0522270888	0.0312120281	-0.0485926542	0.0098298252	-0.1463585186	-0.0273193617	0.009492769	-0.0809660826	0.0275646281	0.086953727	-0.0597738824	0.0500325399	0.0672306915	-0.0094702795	-0.0771630921	-0.1413677136	0.0192500936	-0.0466811822	-0.0634156548	0.0759075437	0.0164806617	-0.1341103629	0.0508269643	-0.0081402421	0.170813704	0.0094279658	-0.0214107129	0.0660758381	-0.0623140804	0.0954433115	-0.0342960959	-0.0559096472	-0.1354958159	-0.0126128138	-0.0287108804	0.1502346003	0.1408894722	-0.0186590977688325	-0.0001584702404216	0.0003481619295468	2.5112817099279748e-08	-0.0188656999322063	-0.0007499842861592	5.624764294857288e-07	0.000355914633932	0.0218854852071146	-0.0171675921511962	0.0002947262202698	0.0004789744627508	-0.0011728561873552	-0.0005518793197808	1.375591636217376e-06	3.0457078360171856e-07	0.0007307308782289	0.0006265931060052	3.926189204932439e-07	5.339676163971795e-07	-0.0003930719453131	5.18956495427e-05	2.6931584414587387e-09	1.545055541922247e-07	0.0	0.0	0.0	0.0	0.0	0.0
1077.0347337376793	-0.0641765255531936	0.0041186264320797	1160003.8176773938	1410.8827512831915	-1.764539627801696	3.113600098082548	1990590.137868428	1039.3558529015745	-1.038566820549022	1.0786210407453043	1080260.588960759	1123.5088400727764	1060.808513409525	1.09124	22.866438	0.1214924711766949	0.0760126334294296	-0.0406620781	0.0618686228	0.1075559667	-0.0471089782	-0.0098164806	-0.0369853625	-0.019870044	-0.0406533143	-0.0007658975	-0.0337508592	0.0152429241	0.0775384832	0.1198242847	-0.1141325783	-0.0923775615	-0.1716731368	0.0746747902	-0.067930872	-0.0765530879	0.0498747745	0.0325408565	-0.2488416502	0.0783589274	-0.0954320439	-0.0407124925	-0.1188042928	-0.1253575389	-0.0312506703	0.0525561008	-0.0702303389	-0.0939501108	0.0797584002	0.1260827268	0.0683405645	-0.3772480521	0.0964858741	-0.0140471924	-0.0290856395	0.0330799604	0.0399629596	0.1040330787	0.0180598446	0.0197131817	0.0408754745	-0.0043445161	-0.066494069	0.0084030376	-0.0789747434	0.1166094797	0.0141816704	-0.034712028	-0.1213728499	-0.3422392057	0.0753395815	0.0145409493	0.0415700514	-0.0923480594	0.1035657719	0.2532548248	0.0461045469	0.0304644686	0.0640847715	-0.0003996023	-0.1357213291	-0.0157682375	-0.03162706	-0.0388481116	0.0662436805	0.0519886187	-0.1549178979	-0.0602673562	-0.0541763027	0.0698724486	-0.0490222541	-0.0344786346	0.0096717284	0.1308202286	0.0034648972	-0.0471058128	-0.0673597246	0.0392617395	0.0480112736	0.0764202637	0.1489877092	0.136024874	-0.0183275782188019	0.0003315195500305	0.0003359001233663	1.0990521205249136e-07	0.0201317917070866	0.0389974916392929	0.0015208043541567	0.0004052890373375	0.0220835642476942	0.0001980790405795	3.923530631693444e-08	0.000487683809882	9.252730861137492e-06	0.0011821089182163	8.561302838864615e-11	1.3973814945265997e-06	0.0011359963762131	0.0004052654979841	1.6424012385638153e-07	1.2904877667692949e-06	-0.0004450051480484	-5.19332027353e-05	2.6970575463457715e-09	1.980295817895784e-07	0.0	0.0	0.0	0.0	0.0	0.0
1079.1423723390092	2.1076386013298816	4.44214047381578	1164548.259777465	1414.12050982884	3.237758545648603	10.483080399920558	1999736.8163185788	1043.0358330004142	3.6799800988396782	13.542253527856088	1087923.748922868	1127.008101314165	1047.3224863154237	1.249838	26.189774	0.1424444699816769	0.0732474862568236	-0.1342370298	0.1092795974	-0.0987764795	-0.1238877674	0.0469301757	0.0639516304	-0.0950536473	-0.0408646869	-0.0606575375	0.1884198333	-0.0471239862	0.159331265	0.0011544311	-0.0385034526	-0.1068917662	-0.1027090356	0.0283012799	-0.081814085	-0.0680511687	-0.0067643079	-0.0804909084	-0.0350582032	0.0679668424	-0.0035341042	-0.0236652568	0.0834818605	0.0883985631	-0.0541278779	-0.0964475862	-0.1794127972	0.0205736064	-0.1715237845	-0.0500544578	-0.0853447814	-0.0611196919	0.0943308961	-0.1706295101	-0.0168486259	-0.0081249086	0.1324494201	0.041778066	0.066255472	-0.0797928153	-0.0307540495	-0.0449628311	0.0010485022	0.187453449	0.0564928452	-0.1080667352	0.1439790159	-0.0085817791	0.0981672018	-0.0059597722	0.0916716711	-0.0902275635	-0.0175471192	0.0651560151	-0.0032439246	0.0173174719	0.0301918115	0.1154546373	0.0466636624	0.0196165905	-0.0669959961	0.1066149534	-0.0425961101	-0.0641773108	0.0528148319	-0.0063429445	-0.1550436301	0.0833626197	-0.0120552457	0.0926171916	0.0011223686	-0.0337619193	0.0568380281	0.0113351401	0.1142992056	-0.0832794166	-0.1743907895	0.0398480126	-0.0473931802	-0.0363897341	0.1475373187	0.1304173552	-0.000888309733142	0.0174392684856599	7.890941819948112e-07	0.0003041280853149	-0.0198500547201661	-0.0399818464272527	0.0015985480437324	0.0003940246723935	0.0621967014700217	0.0401131372223275	0.0016090637778172	0.003868429673751	-0.0006597985962862	-0.0006690513271473	4.353341876612399e-07	4.476296783576136e-07	0.000907147310333	-0.00022884906588	5.237189495419432e-08	8.229162426443962e-07	-0.0004447011841471	3.0396390129997777e-07	9.239405329350262e-14	1.9775914318183294e-07	0.0	0.0	0.0	0.0	0.0	0.0
1079.475082104446	0.3327097654369026	0.1106957880170788	1165266.4528844005	1411.410112108503	-2.710397720337141	7.346255802408773	1992078.504562137	1042.96464806759	-0.0711849328242806	0.0050672946611973	1087775.2571187518	1126.848967303597	1065.908044530542	1.139456	23.87678	0.1078688103462095	0.0517094918644622	0.0177220662	0.1044036342	0.0014320947	-0.0627759887	0.1035150027	-0.0143338233	-0.0076752085	-0.1157305532	-0.0669084351	-0.1029711232	0.0383676077	0.0686234546	-0.1280886876	-0.0160868823	-0.0106776399	-0.0661462096	0.0255006102	-0.0434724249	0.0923126988	0.0062639376	-0.1313264584	-0.052742669	-0.1104252043	0.0705700427	-0.1088279984	0.0374135698	-0.1625400553	-0.005209589	-0.1314637188	-0.011771876	-0.0525097394	-0.1166282251	0.0700694234	-0.1459641684	0.0169861967	0.083592889	-0.0334684703	0.0229169683	0.0963984762	0.0461967278	0.0879964681	0.0135539014	-0.0134823351	-0.131730529	-0.0282478364	0.0143106057	0.0195209916	-0.1326154572	0.0541007339	0.0178607962	0.0018549178	0.1098330466	-0.0145535423	-0.1679276026	0.1637630661	0.1132630968	0.0594144818	-0.0277696374	0.035841458	-0.0279440351	0.1275452399	-0.0716289961	-0.1397569038	0.0281689684	-0.0195789168	-0.1764523957	-0.0604298834	-0.047119193	0.0938808128	0.0463349529	-0.0177346922	0.0058696291	0.0059540368	0.0994834138	-0.0662476515	-0.2240619135	-0.0878433037	-0.1191847854	-0.1818370536	0.0575388613	0.0777798481	0.1067229044	-0.1575490483	0.1458854101	0.124097542	-0.0239646347871769	-0.0230763250540349	0.0005743037204827	0.0005325167779994	-0.0410450846505057	-0.0211950299303396	0.0004492292937479	0.0016846989739671	0.0620481128902667	-0.0001485885797549	2.207856603360772e-08	0.0038499683132432	-0.0011622211606514	-0.0005024225643652	1.350758026265887e-06	2.524284331833035e-07	0.0006150347557001	-0.0002921125546329	8.5329744574159e-08	3.782677507190818e-07	-0.0009191434007906	-0.0004744422166435	2.250954169335978e-07	8.448245912169096e-07	0.0	0.0	0.0	0.0	0.0	0.0
1080.1924315779645	0.7173494735184249	0.5145902671571614	1166815.6892383154	1417.9821512131464	6.572039104643409	43.19169799296214	2010673.3811590625	1042.969824033795	0.0051759662051154	2.6790626156496725e-05	1087786.0538450854	1128.8079203112995	1081.6134252407712	1.026023	21.499844	0.06872880417735	0.0363816742638266	0.0358717944	0.0962078441	0.0881418643	-0.0053707843	0.1020796986	-0.0929877166	-0.0374038534	-0.0401295971	-0.0282437308	-0.0265692927	0.1786580041	0.1061232459	0.0156121026	-0.0715058165	-0.040787443	-0.0700931519	0.0941533903	0.0076986117	-0.0627161053	0.1088817406	-0.2160976021	0.2351784546	0.0389895976	0.2219018204	-0.0764660206	0.062464854	-0.0171209022	0.0429727846	0.0087193423	0.2220561216	0.0976358666	-0.1216459012	0.0024833685	-0.026244766	0.0012608427	-0.08751047	-0.143240731	0.0943954982	0.0731094925	0.0929480186	0.1025014558	-0.0853602498	0.1051638112	-0.1062944911	-0.0624385199	-0.0027331162	0.114913149	-0.1209019694	-0.0838671688	0.0582433217	-0.0618449988	0.1279779734	0.0604758695	-0.0791487505	0.1453988612	-0.0473099786	-0.0575251105	0.0249691884	0.1059716893	0.1158411386	0.1025724753	-0.0695358748	-0.0538783551	-0.0756159894	0.0698020032	-0.115885535	0.0248549813	-0.0546104824	0.1133459342	-0.165046977	-0.035984873	0.0307145834	0.0209904957	0.0981255956	0.0156970729	-0.1099831763	0.0308636212	0.0461675252	-0.0455545489	0.0320797236	-0.0799855953	0.1233763512	-0.0016637027	0.1440342395	0.1170999511	-0.0242380977435345	-0.0002734629563576	0.0005874853822251	7.47819884998402e-08	-0.048582947354177	-0.0075378627036713	5.681937413939882e-05	0.0023603027736187	0.0880169448643428	0.0259688319740761	0.0006743802340977	0.0077469825832527	-0.0013798954341152	-0.0002176742734638	1.9041114090919764e-06	4.7382089327993265e-08	0.0002520528162577	-0.0003629819394424	1.3175588836136617e-07	6.353062218343788e-08	-0.0008008266828319	0.0001183167179587	1.3998845748518569e-08	6.413233759355446e-07	0.0	0.0	0.0	0.0	0.0	0.0
