global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	t_comp_cor_05	t_comp_cor_06	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	c_comp_cor_07	c_comp_cor_08	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05
1432.735833868732	n/a	2052731.969651531	n/a	2116.437537336524	n/a	4479307.849447091	n/a	1427.4782348254885	n/a	2037694.1109004924	n/a	1678.9877708207862	1168.7468212159213	n/a	n/a	n/a	n/a	-0.1218378837	0.1588848882	-0.0531951843	0.0780874712	-0.0649304496	0.1155588327	-0.2062875868	-0.0484031174	-0.1595073544	0.0407288701	-0.0553224576	0.0786316709	-0.0035533624	0.0874989254	-0.0658753966	0.1685512232	-0.1211774982	0.0097640483	-0.1847962026	-0.0366439229	0.0908129256	-0.0678785104	0.0082567273	-0.0086378412	0.0533340189	-0.0465083242	0.0172963135	-0.0912239483	0.0340419347	-0.079943048	0.0670618482	-0.0202509734	-0.0135834793	0.1877106769	-0.1821503137	-0.0051651463	-0.1534991832	0.1133446054	-0.0429111496	-0.0102215709	0.1431697323	-0.112718681	0.0161175429	-0.076601666	0.0187381959	-0.0497210114	0.0357985852	-0.0603494049	0.1247403802	-0.3248175882	0.0799643119	-0.0738053539	0.0993565583	-0.1075978084	0.0238068259	-0.1342790799	0.0213370391	-0.0828697419	0.1394009698	-0.1321774195	-0.0266688297	0.0040823812	-0.1731186296	0.0819953695	-0.0498230001	0.0199079527	-0.2208842054	0.2228731987	0.0254165269	-0.0616793225	0.0663329403	-0.0617453119	0.0631542124	-0.0715280585	0.2480212646	-0.0486118681	0.0177088899	-0.0057940196	0.1713836941	-0.0917804322	0.0561288541	-0.0391273429	0.1742054655	-0.1864911448	0.153366806	0.1532882396	0.005814247498634	n/a	3.380547397537173e-05	n/a	0.0195981861215415	n/a	n/a	0.0003840888992545	0.0507761874964742	n/a	0.0025782212166771	n/a	0.0002589999501913	n/a	6.708097419909589e-08	n/a	-0.0004769997091309	n/a	2.2752872251096322e-07	n/a	6.176897629538505e-08	n/a	n/a	3.81540643257984e-15	0.0	0.0	0.0	0.0	0.0	0.0
1435.1216197311364	2.3857858624044184	2059574.0634197209	5.691974181248795	2114.2813822987314	-2.1561550377928143	4470185.763535034	4.649004546999333	1427.6258981427172	0.147663317228762	2038115.7050478	0.021804455255002	1678.94636821472	1170.645361920822	1.028551	20.832626	0.0253466215827147	0.0136279800447967	-0.0953056061	0.1105936951	0.0199062508	0.0636458564	0.19747865	0.021873521	-0.1157592225	0.0356770364	-0.0549952832	-0.0728596433	-0.085961072	0.0208908073	0.1915561919	0.0340458728	-0.1162051778	0.0743639534	-0.1193651502	0.0102732798	-0.1887461491	-0.0582503903	0.2335932147	0.0265630152	0.0007956143	-0.0270244757	0.0241418276	-0.0943994482	0.0676062141	-0.0542566397	0.0095924354	0.0216834872	0.0672658094	0.2181561565	-0.052108051	0.1959311524	0.073803962	0.0215406131	0.1844184989	-0.026569443	0.0404418836	0.0335219567	0.0351817773	-0.1631652494	0.0423131167	-0.1359651608	-0.0956220363	0.0944898638	0.111133201	-0.0998119592	0.0699436703	-0.2573691954	0.0883486416	-0.0381999017	0.0091557916	-0.0101902911	0.07684679	0.0646854958	0.1035364535	-0.1400900396	-0.1378997217	-0.0204035852	-0.0318684117	-0.0191078698	-0.1578657923	0.168169318	-0.0922632242	0.0806934862	-0.1068174265	0.2300900492	0.0494374423	-0.1335805979	-0.098869577	0.0998980284	0.0762662901	8.45016e-05	0.0302046426	-0.0242267614	-0.0678888983	0.1203790057	0.1425905228	-0.0023057008	-0.007917062	-0.0209086176	0.1058856103	-0.0290541189	0.1531573254	0.1524510324	0.0086725038652843	0.0028582563666503	7.521232329337113e-05	8.169629457496977e-06	0.0082654798955985	-0.0113327062259429	0.0001284302304035	6.8318157904543e-05	0.0478210589492249	-0.0029551285472493	0.0022868536790252	8.732784730767775e-06	0.0003540000298	9.500007960870004e-05	1.253160210984009e-07	9.025015125659344e-09	-0.0004079996293699	6.9000079761e-05	1.6646369756597578e-07	4.761011007024361e-09	7.22184640376811e-08	1.0449487742296049e-08	1.0919179407639537e-16	5.215506547961838e-15	0.0	0.0	0.0	0.0	0.0	0.0
1437.6025033067651	2.4808835756286958	2066700.9575138777	6.15478331582422	2113.366672613682	-0.9147096850492744	4466318.692914226	0.8366938079229428	1430.6439316693477	3.018033526630461	2046742.0592223287	9.108526367865498	1678.865568470657	1178.601835493608	0.918909	18.611891	0.0279297257408507	0.0129004201174559	-0.0681278627	0.0634430441	0.0677303017	0.0249964164	0.2182029511	-0.0488368003	-0.0232226231	0.0092216572	-0.0071382576	-0.0740093406	-0.0640489493	0.0379262414	0.1765670079	0.0541158472	-0.0506029996	0.1780638751	-0.1572256414	-0.0042229419	0.0415170349	0.0864601348	0.111343477	0.0217346293	-0.1334820249	0.1190497501	0.150575349	-0.1801918078	0.0116993741	-0.1123697458	0.062375761	0.0642436585	-0.1238168362	-0.0674000593	0.0102130123	-0.1199702786	-0.0540570711	-0.0402131059	0.0034520445	0.1209465106	-0.1990313362	0.0208698391	-0.0390310301	-0.2145885981	-0.0554011692	-0.0660090949	-0.15074018	0.0241444531	-0.0229140813	-0.1523568932	0.0388133277	-0.0795685549	0.0766594772	-0.0174441996	0.0479798147	0.0766426736	-0.0133034292	0.0050160388	0.0475504709	-0.1290337012	-0.104643155	0.009937697	-0.0183301391	-0.0376662179	-0.1122044397	0.2111990102	-0.0724107241	0.0409900992	-0.0172276228	0.1892989266	0.0018719634	-0.0281799781	-0.0627624598	0.0779437729	0.1026473099	0.0148127673	0.0163805233	-0.0128365533	-0.1016891088	0.1116698901	0.0824122372	0.033632561	-0.0298045407	-0.0295881045	-0.0403453201	-0.0148324831	0.1527386503	0.1507811905	0.0049383914607261	-0.0037341124045582	2.4387710219372464e-05	1.3943595449875429e-05	0.0120355439656947	0.0037700640700961	1.4213383092630324e-05	0.0001448543185501	0.0417477174894784	-0.0060733414597465	0.0017428719155813	3.688547648667576e-05	0.0002549998100783	-9.90002197217e-05	6.502490313996909e-08	9.801043504944878e-09	-0.0002199998631788	0.0001879997661911	4.8399939798690726e-08	3.534391208790826e-08	2.8048247840381816e-08	-4.4170216197299286e-08	1.95100799891616e-15	7.867042069154832e-16	0.0	0.0	0.0	0.0	0.0	0.0
1439.707718198538	2.1052148917729028	2072758.313840441	4.431929740542395	2111.836757785672	-1.529914828010078	4459854.491534699	2.340639380965107	1430.150512506349	-0.4934191629986344	2045330.4884221728	0.2434624704142729	1676.4415419520838	1179.431788811802	0.956865	19.380672	0.048558168312996	0.0260481829518269	-0.012575659	0.0283073119	0.1203355678	-0.0641189338	0.1582082064	-0.1653992841	0.0590268105	-0.0484101927	0.0834395199	-0.1014904555	-0.0403473967	0.138457971	0.1699516488	-0.0277821217	0.0386120584	-0.006924784	0.0221580045	-0.0761328551	-0.0478617822	0.1765848842	0.0819736492	-0.2349348105	-0.1581095228	0.1066426319	-0.0825759409	-0.1376810526	0.1247751723	-0.1203111653	-0.1079691151	-0.1077664375	-0.0989553856	-0.1084340937	0.1049052078	-0.1257560494	0.0978850495	0.0103708743	-0.0124972777	-0.0062201653	0.0939056538	-0.0231759358	-0.0576619945	-0.1670724133	-0.094045129	-0.1696149339	-0.1178043611	0.0266970312	-0.1024053817	-0.0329624339	0.0893665359	0.016562021	0.0772727318	0.102938005	-0.0393607384	0.0457394443	-0.0114750437	-0.093477638	-0.1444578635	0.0163424601	-0.0532662015	-0.0742312403	-0.0233765128	-0.0228927996	-0.0603332271	0.1996980745	-0.0789021023	0.0591930337	-0.031216594	0.1792299354	-0.0467362664	0.0175639719	-0.0536234705	0.0119248709	0.0538740116	0.0768722417	-0.0963000972	-0.0067888629	-0.0881020027	-0.0463567352	0.1510319055	-0.0648529745	-0.0290068964	-0.0829372893	-0.1209100066	-0.0618544196	0.1521113526	0.148287834	0.0164631351247521	0.011524743664026	0.0002710348181358	0.0001328197165215	0.015550018463827	0.0035144744981322	1.2351530998022278e-05	0.0002418030742253	0.0393301286147504	-0.0024175888747279	0.0015468590168528	5.844735967208581e-06	-0.0001469995319307	-0.000401999342009	2.160886238784489e-08	1.6160347097566896e-07	-1.5170309453083064e-11	0.0002199998480084	2.3013828890230137e-22	4.8399933123758943e-08	1.2743136854433993e-11	-2.8035504703527386e-08	7.85989523981506e-16	1.6238753689083386e-22	0.0	0.0	0.0	0.0	0.0	0.0
1441.742273409556	2.03455521101796	2078620.7829361549	4.139414906680335	2120.6095692840686	8.77281149839655	4496984.945339163	76.96222158639871	1428.375273807868	-1.7752386984809618	2040255.9228257025	3.15147243658438	1675.7775547346396	1182.6063800654135	1.139071	23.071135	0.1234991825342001	0.0759162449690189	0.1439599399	-0.0416412706	0.0475413839	-0.1624948388	-0.0420129249	-0.2106994019	-0.1474577742	-0.022682032	0.0977678983	-0.0975479045	0.0771136249	0.1381182222	-0.0250638699	-0.1952738334	0.070673145	0.0357132508	-0.0951306797	-0.1001504791	0.111760255	0.0091822598	0.0654530057	-0.0649002341	-0.0316626329	0.1197233004	0.0358723863	-0.1423537703	0.0047854261	0.1410556931	0.1780034995	-0.0876860901	-0.1735300911	0.095261689	-0.1479017528	0.0386890891	0.0272954895	-0.0019245803	-0.0150496239	-0.1496512421	0.1037478717	-0.0386874307	-0.1467630745	-0.0589458265	-0.1696594477	-0.1034222733	-0.00280415	0.0665176282	-0.2424088537	-0.0168573203	-0.091506335	-0.0796195831	-0.057597612	0.0115804978	-0.002646358	-0.0630037299	-0.2100176711	0.1680977534	-0.0747230467	0.0806173864	0.1552277851	0.0160561432	-0.0279141341	-0.0389718086	0.1495890336	0.1234358337	-0.0184958873	0.0403239958	-0.0001744615	0.1073709932	-0.0441720374	0.0591371545	0.0482720284	-0.1512690781	0.0935963657	0.1302464673	-0.0539674578	-0.1266454081	0.1801164077	0.1010031148	-0.0898473532	-0.0845135492	0.0251114896	-0.0616163329	0.0214708424	-0.0953145192	0.151276289	0.1449845808	0.0129970862709996	-0.0034660488537525	0.0001689242515358	1.2013494656599034e-05	-0.0075486189538622	-0.0230986374176892	0.0005335470505538	5.698164811060766e-05	-0.0360543562713502	-0.0753844848861006	0.0012999166061414	0.0056828205615427	-0.0005779997445791	-0.0004310002126484	3.340837047335049e-07	1.8576118330296605e-07	-2.915623298349601e-11	-1.3985923530412949e-11	8.500859217879007e-22	1.9560605699855853e-22	1.364196993217104e-11	8.98833077737046e-13	8.079009016342506e-25	1.8610334363025871e-22	0.0	0.0	0.0	0.0	0.0	0.0
1447.370611257563	5.62833784800705	2094881.686332092	31.678186931308627	2112.200560852721	-8.409008431347502	4461391.20926655	70.71142279847338	1433.3469873198046	4.971713511936514	2054483.58605876	24.717935244772104	1674.228728192684	1188.3067807851744	1.142473	23.140051	0.0757694902302912	0.0464666780024314	0.1049614176	-0.1614360606	-0.0953488171	-0.1488453069	0.0725737135	-0.1720884828	-0.0771388037	0.0194787364	0.1805671854	0.0522777251	0.0683742121	-0.1708343637	-0.0234852603	-0.1181084525	-0.0650783193	-0.1578974163	0.0595076917	-0.0898640754	0.2246639291	0.0539090456	0.0175137667	-0.2152289229	0.0507448198	-0.0804366306	0.2081823395	0.0316625627	-0.0370889129	0.0384643827	0.0827574486	-0.0718059353	-0.0149082155	-0.0647969341	0.0197797752	0.0686205967	-0.1985488325	0.0071084717	0.0666283653	0.1702165908	-0.109084536	-0.0259964805	-0.2695567949	0.023860584	-0.1305307938	0.1109154879	0.0332719327	0.1907740991	-0.1258459808	0.0184521042	-0.0520289816	0.0590074679	0.1564551164	0.0691993287	0.0320357853	-0.1663113756	-0.0766753971	0.0225452249	-0.0619147571	0.0078551786	0.0143323365	0.0040146255	-0.0213740981	-0.1110338596	0.1842518561	0.0404476752	0.0075180549	-0.133390876	-0.0031458483	-0.0134197732	0.1037729581	-0.0405609552	0.0944950273	0.0094231793	0.1112046112	0.0839922837	-0.0890014309	-0.0793769374	0.0424015718	0.103079858	-0.0036630489	-0.1624410637	-0.0033067286	0.1573236536	-0.2467203989	-0.0991146298	0.1502346003	0.1408894722	0.0120793302596382	-0.0009177560113613	0.0001459102195214	8.422760963899833e-07	0.0177649403246675	0.0253135592785297	0.0006407762833476	0.0003155931047389	-0.0658919367327044	-0.0298375804613541	0.0043417473263867	0.0008902812077877	-0.0002729999693629	0.0003049997752162	7.452898327214435e-08	9.302486288193253e-08	-1.2151119221925912e-08	-1.2121962988942416e-08	1.4764969834545738e-16	1.4694198670528975e-16	8.900000604369896e-05	8.899999240172902e-05	7.920998647507825e-09	7.92100107577845e-09	0.0	0.0	0.0	0.0	0.0	0.0
1446.939432096434	-0.4311791611289663	2093633.720155551	0.1859154689918791	2117.3155754564445	5.115014603723466	4483025.246070455	26.163374396304327	1431.6122205988172	-1.734766720987409	2049513.5501678763	3.0094155762454067	1677.988336509976	1215.1392173830145	1.078072	21.835644	0.046631115760571	0.0227647883773344	0.1493543914	-0.2712271319	-0.1487567122	-0.047058829	0.0878395983	0.1057750174	-0.0078025057	0.1785531193	0.0836386086	-0.0312236231	0.1146495386	-0.0795361367	-0.1558130516	0.0807688057	-0.0227707035	-0.0992527714	-0.0133442538	-0.0663222959	0.1540719823	-0.1466001758	0.0750160579	-0.1957036591	0.0253052084	-0.1285471758	-0.0097676943	-0.0320470355	-0.185540062	0.1837326097	0.0486389813	0.0120235709	0.2075750786	-0.0445746586	0.0954313599	0.0392410001	0.0022876585	-0.0712552289	0.0026841648	-0.0288065615	-0.0565824844	0.147201923	-0.2034861676	0.0055185598	-0.0440500961	0.1758307058	0.1563743725	0.0113392696	-0.1249363561	0.0306413795	0.0975595766	0.0248941377	0.0976710668	-0.028257649	0.0645966806	-0.0287256219	-0.0137520751	0.0784169429	0.0975061758	0.1168909085	-0.1424182274	-0.0665515364	-0.0422340032	-0.1098766672	0.1978470487	0.060006787	0.0217425383	-0.2064489803	-0.0286683383	-0.1020805194	0.1390806178	0.0098172615	0.036785812	-0.034459867	0.1099818663	-0.0279772256	-0.0516406198	-0.1404644067	-0.0625453562	0.0646453795	-0.0628121023	-0.1728624674	-0.0596960421	0.2051152598	-0.1313472602	0.0202062368	0.1489877092	0.136024874	0.0143453008167853	0.002265970557147	0.000205787655524	5.1346225658575314e-06	0.000912447709922	-0.0168524926147455	0.00028400650733	8.325608233419023e-07	-0.0796549361809866	-0.0137629994482822	0.006344908857997	0.0001894201538134	-0.000349000055129	-7.600008576610001e-05	1.218010384800451e-07	5.776013036454557e-09	0.0001100000160634	0.0001100121671826	1.210000353394826e-08	1.2102676928217158e-08	1.9196184495353643e-08	-8.89808098592036e-05	7.917584523199744e-09	3.684934991796556e-16	0.0	0.0	0.0	0.0	0.0	0.0
1442.3179649462645	-4.621467150169565	2080281.112006734	21.3579586200964	2115.012756068192	-2.3028193882523738	4473278.9583311705	5.302977134911037	1434.6690685165925	3.056847917775258	2058275.336158267	9.34431919240693	1681.10950293344	1205.16527312728	1.160137	23.497807	0.0297810069385175	0.0193878697462882	0.0546451778	-0.1028430585	-0.2136349532	0.1094158104	0.0063733203	-0.006041784	0.2097985829	0.1219236713	0.0347960272	0.0090411658	-0.0877247135	-0.0102529067	-0.0976368263	0.162078859	0.1186647343	-0.0998684862	-0.1025000148	-0.0064986697	0.0635825671	-0.0818724305	0.062836862	-0.1038937771	0.1240032454	-0.0193177143	-0.029708123	0.1027489747	0.0293663804	-0.2118587654	-0.0343296867	0.2130042641	-0.0265631352	-0.0596673825	-0.0549193431	-0.0605973721	0.0625311249	-0.0093299371	0.0142294077	0.0306668821	-0.0477627399	0.0650629849	-0.0319577235	-0.0354353844	0.0853427621	0.2127614566	0.045132196	-0.1091518334	-0.1533439161	0.0899193154	-0.0722343459	-0.0817385101	-0.0642165699	-0.1650160201	-0.082962289	0.0699163456	0.1117507633	-0.1084340078	0.0666910004	-0.0481921427	-0.0539613006	-0.0852058775	-0.0090691693	-0.1143190521	0.0684736247	0.0198379427	0.1097528297	-0.213091354	-0.0309915766	0.0370907093	-0.0557220403	0.1080927703	0.0270348402	0.0040098232	-0.0563743594	0.0710566814	0.0320507721	-0.0118295431	-0.0956764753	0.0292046068	0.0266524219	0.0068771018	0.1452858678	-0.1190813175	0.0675876147	0.1807492248	0.1475373187	0.1304173552	0.0149646384225547	0.0006193376057694	0.0002239404031178	3.8357906992017393e-07	0.0046796443388075	0.0037671966288854	1.4191770440686272e-05	2.189907113773308e-05	-0.0599609132234206	0.0196940229575659	0.0035953111145865	0.0003878545402531	-0.0002710002311422	7.79998239868e-05	7.344112527912584e-08	6.083972541971781e-09	7.400001515645016e-05	-3.600000090694984e-05	5.476002243154853e-09	1.2960000653003895e-09	1.0026152311268416e-08	-9.170032184085228e-09	8.408949025715889e-17	1.00523730168753e-16	0.0	0.0	0.0	0.0	0.0	0.0
1443.604652632752	1.2866876864875394	2083994.3931029288	1.6555652025586565	2102.4878690950163	-12.524886973175851	4420455.239691703	156.87279369083018	1433.048436592976	-1.620631923616429	2053627.8216215728	2.626447831844687	1680.0067074177473	1191.555514810105	1.194769	24.199253	0.0453115324849597	0.0241809942638244	-0.1061916941	0.005560779	0.0101180229	-0.040540904	0.1197880582	0.0358663438	0.0879312207	0.0142830584	0.0478956778	-0.0094358818	-0.1344856422	-0.1513872277	0.2009455666	0.0186365176	-0.00107249	-0.0503370643	-0.0280433779	0.010906104	0.2363996217	0.0104062568	0.047308518	0.0777085156	-0.0502377511	-0.103497333	-0.0726701775	0.0105666163	0.097083004	0.0309401625	-0.0190910834	-0.0826281974	0.106555532	0.0068642102	-0.0567241149	-0.0636210386	0.1855234135	-0.1073570205	0.12423889	-0.0074554752	-0.1434969964	-0.0043253041	-0.055449102	-0.0278870226	0.0737337957	0.0720731078	-0.0330055851	0.0161458192	0.0864348044	-0.1478741059	-0.0222434218	0.1821935972	0.1004299115	-0.1999405141	0.0737124256	-0.0408178082	0.0820924225	-0.018899165	0.0456027088	0.1192443908	-0.1745648438	0.0404415703	-0.0194044945	-0.1120905942	-0.033447355	-0.0538826911	0.0426116727	0.0294805622	0.1285330677	0.0563039366	0.1249451293	0.0213196451	0.0158551073	-0.0557323764	-0.0973782448	-0.0993266308	-0.0349468072	0.0160952144	-0.0827775395	0.1543588197	-0.1409504927	0.0454409623	-0.0859111046	0.0725733139	0.0424358348	0.0940354092	0.1458854101	0.124097542	0.011677708677297	-0.0032869297452577	0.0001363688799518	1.0803907150259853e-05	-0.0168818476059016	-0.0215614919447091	0.0004648979348817	0.0002849967785888	-0.0638233350249493	-0.0038624218015287	0.0040734180937069	1.4918302172924229e-05	-0.0004109996552178	-0.0001399994240755	1.689207165891505e-07	1.959983874149968e-08	-2.426053824500229e-08	-7.402427569469516e-05	5.88573715937219e-16	5.479593392124237e-09	0.0001180001062513	0.0001179900800989	1.3921659001765777e-08	1.3924025075318091e-08	0.0	0.0	0.0	0.0	0.0	0.0
1443.3107760581702	-0.2938765745818728	2083145.9962856371	0.086363441087975	2117.65470578819	15.166836693173536	4484461.452946865	230.0329352773952	1433.6573270909926	0.6088904980165353	2055373.3315216887	0.3707476385748243	1680.5104627361902	1210.8276023801693	1.215386	24.616842	0.0562617248771587	0.0287710528130776	0.0565593028	-0.0644033956	0.2330516	-0.0500987735	-0.1360982885	-0.01837468	0.1662384906	-0.0582188996	-0.050881787	0.0053095973	0.1468130674	-0.0290548289	-0.0302118249	-0.0315816224	0.1772097071	0.0350339685	0.0619763807	-0.0181123419	-0.0732648855	0.0776021499	0.0781964031	0.0731950255	0.1310446163	-0.1639687245	-0.0742446204	-0.1818455308	-0.1167439012	0.0001691667	0.0102145873	-0.0194960724	0.1767012696	-0.202085095	-0.0487608118	-0.1760143856	-0.1394408176	0.0892888462	0.1330033406	0.0203815622	0.0498661572	0.0029101221	0.0003235838	-0.0080562334	-0.0326524443	-0.0984343598	0.1906890966	-0.0744642924	0.0151350837	0.141868058	-0.061165384	0.0828915472	0.0386295903	-0.0981564582	-0.0724107896	-0.0563740166	-0.0433199749	-0.1531354866	-0.1018378678	0.0123805676	-0.1850122962	-0.1512209614	0.0158625715	-0.0404546986	0.0860915727	-0.0041127126	0.0295323505	0.0927083241	0.0869826842	-0.0009957066	-0.0466998446	0.1736828249	-0.025793202	-0.1269675943	-0.0694886666	-0.0263250603	-0.0777016395	0.0915494707	-0.1086267849	-0.1040252043	-0.0323253347	-0.0672790037	0.0247064098	0.0026633533	-0.0289799676	0.0261884474	0.1440342395	0.1170999511	0.0178236559592619	0.0061459472819649	0.0003176827117541	3.777266799269174e-05	0.001547774413197	0.0184296220190986	0.0003396509677668	2.395605634147318e-06	-0.0422383740314984	0.0215849609934508	0.0017840802408247	0.0004659105410887	-0.000327000122726	8.399953249179997e-05	1.0692908026281909e-07	7.055921458840959e-09	-1.049693665322593e-11	2.4250041308349065e-08	1.10185679101838e-22	5.8806450345663615e-16	-2.868478187183915e-12	-0.0001180001091197	1.3924025752279561e-08	8.22816711034992e-24	0.0	0.0	0.0	0.0	0.0	0.0
