global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	c_comp_cor_07	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2
1376.9660274738435	n/a	1896035.4408170972	n/a	2007.7886189778649	n/a	4031215.138497042	n/a	1367.2282297430068	n/a	1869313.032206196	n/a	1616.2365238420216	1193.5660822651173	n/a	n/a	n/a	n/a	-0.0520760669	0.1736739799	-0.0855596053	0.1456987484	-0.0512301968	-0.0572478095	0.1416861207	0.0112946511	-0.1559207626	0.0096836657	-0.2142747721	0.0374317298	-0.0016850206	0.1654667055	-0.2277563826	0.0374260373	0.175903623	-0.0833062205	0.086199966	-0.092000449	0.1405137121	-0.0216915964	0.1118621912	-0.1146947594	0.0582950811	-0.002530846	0.0007226045	0.1219388519	-0.076675181	0.1961496811	-0.1042674259	-0.0595967551	0.0318654219	0.0657975306	-0.1319670368	-0.0330212261	0.0348287342	-0.0907398079	0.1630659356	0.0232485673	-0.0988219955	0.1174648176	-0.0276019866	0.0030628141	0.1554709117	-0.1455166851	0.1871288816	-0.0557300099	0.1042010631	-0.0280221177	0.0584892384	-0.0247767622	0.0440776368	-0.03675852	0.0017017478	0.1516197494	-0.0605136511	0.0199051839	-0.0238000939	0.1448678801	-0.0763088371	0.0208279681	-0.1025206878	0.0723127118	-0.1245659759	0.2240878976	0.0306486126	-0.0015174847	0.1526155287	-0.036810173	0.1084462776	-0.0101529962	0.0227545213	-0.1989203621	0.14663931	-0.0804464377	0.1957671775	-0.0861232258	0.1325185544	0.1661591845	-0.1243409231	0.0865414675	0.153366806	0.1532882396	0.0030312732671688	n/a	9.18861762025221e-06	n/a	-1.921512179592355e-06	n/a	n/a	3.692209056321763e-12	0.0483951978680181	n/a	0.0023420951766846	n/a	-0.0001090000201924	n/a	1.1881004401943608e-08	n/a	-0.0004050000713815	n/a	1.6402505781902012e-07	n/a	-2.2071973267488818e-08	n/a	n/a	4.87172003920741e-16
1378.5894110370664	1.6233835632228877	1900508.7642235253	2.6353741933422388	2007.434591246488	-0.3540277313768456	4029793.6381329545	0.1253356345838359	1369.469971816228	2.241742073221303	1875448.0037063404	5.025407522850546	1619.2251093011153	1198.1077829870846	1.172896	22.168041	0.0972477694070611	0.0556923572656792	-0.1205653914	0.0331671429	-0.0511134622	0.047222413	0.2887860781	-0.1715816269	0.06608206	0.119398051	-0.0330303568	0.0932928103	-0.0490597703	0.1433574623	-9.8894e-06	0.127831926	-0.0783975716	0.1508626463	0.0429771542	-0.0265935167	0.035591781	0.0616503148	0.0886911921	-0.3507703	-0.158452644	-0.030314174	-0.0847318854	0.0714447275	-0.1117951163	0.171293149	0.0545108834	0.0265611081	-0.0881655557	0.0305138104	-0.1279670107	-0.1823242682	0.0482960084	-0.0948404568	-0.2203282419	-0.1665916567	0.0728657425	-0.1130629773	-0.0612856541	-0.0348306777	0.0331213624	-0.0337013119	0.2598859963	0.0683175037	0.1531438753	-0.190424716	-0.0166778112	-0.0940612295	0.1993887229	-0.102814206	-0.1985427421	-0.0873092233	0.140806329	0.0094353809	-0.0053978349	-0.0523985353	-0.0753010289	0.0667522825	-0.083887143	0.0082926329	-0.0477806058	0.0624273354	0.1450027653	0.0015477489	0.1412937817	-0.0062090508	-0.0441513538	-0.0910856795	0.3068086883	0.0475310115	-0.0606362407	-0.0589169375	-0.112701445	0.0574755809	-0.0274946574	-0.1728015794	0.2329725929	0.0400958555	0.0065366273	-0.1916829346	0.1531573254	0.1524510324	0.0113678800067162	0.0083366067395474	0.000129228695847	6.949901192986713e-05	0.0364561280131425	0.036458049525322	0.0013291893751908	0.0013290492697106	0.0109934280237027	-0.0374017698443154	0.0001208554597123	0.0013988923874871	1.800002565709989e-05	0.0001270000458494	3.2400092365625425e-10	1.6129011645775075e-08	-0.0005789996073841	-0.0001739995360025	3.35240545350942e-07	3.0275838529120095e-08	5.212132157789463e-09	2.728410542527828e-08	7.444224088576998e-16	2.716632163026304e-17
1379.4326344982212	0.843223461154821	1902834.393118703	0.711025805441916	2015.365046932823	7.930455686334881	4061696.2723985394	62.892127392921246	1372.4192217331165	2.949249916888448	1883534.5201825327	8.698075072266516	1618.136407298187	1206.3789200043127	1.180104	22.304283	0.0398906105955046	0.020893571322718	-0.0737560306	-0.1372431808	-0.0563469386	-0.0780297037	0.1058806641	-0.1450526662	-0.0700833849	0.0747268946	0.1013685907	0.0189056548	0.0376739032	-0.269961939	0.0434819423	0.0698178415	0.0633323259	0.1213428114	0.0020596482	-0.0209537894	-0.1201454834	0.0072778203	-0.1007325749	-0.029439078	0.0546379545	0.0501169601	-0.0400120366	0.1073520602	0.1082878698	-0.0577024623	-0.0663697406	0.131874579	-0.0490104694	-0.1844846892	-0.1834069709	-0.0107746117	0.1334679106	0.0845735896	0.1272453116	-0.1218903997	-0.0792135645	-0.1592503822	0.0555436991	-0.0097967827	-0.0304382818	-0.0726406691	-0.0285422961	0.0893424741	0.1204471802	-0.1924566656	0.060642337	-0.1346834228	0.0917304773	-0.1078797324	0.1991826117	0.0953041878	0.0797191316	0.0319314643	-0.1126850935	-0.0703974553	-0.1383663084	-0.0629502788	-0.0441683156	-0.081851976	-0.0161258211	-0.1174979211	0.0679735678	0.175780799	0.1873519942	-0.0013758296	0.1651162133	-0.1930464252	0.0697132135	0.0165904337	0.0327067175	0.1014824348	-0.033535121	0.0906966423	-0.1393325432	-0.0892891129	0.18787156	-0.1071987627	0.0150833156	0.0869727628	0.1527386503	0.1507811905	0.0001337789048676	-0.0112341011018486	1.7896795387574373e-08	0.0001262050275665	0.0341982977340933	-0.0022578302790491	5.097797568991369e-06	0.0011695235679096	0.0260951217530092	0.0151016937293064	0.0006809553793043	0.0002280611534937	-8.196350322686396e-05	-9.996352888396384e-05	6.7180158612201395e-09	9.992707106935075e-09	-0.0005790049584339	-5.3510497999851095e-09	3.3524674189104226e-07	2.863373396192068e-17	0.0001259760419044	0.0001259708297722	1.5868649953507227e-08	1.5869963133899148e-08
1381.738690412471	2.3060559142497823	1909201.8085827704	5.317893879646399	2012.886217137387	-2.478829795436013	4051710.9231416592	6.144597154741347	1373.4163169049202	0.9970951718037212	1886272.3795406765	0.9941987816342924	1614.668219032808	1210.0829063138551	1.030774	19.481897	0.0122903752894682	0.011386128674302	0.0116353749	-0.1481156087	-0.1139674846	-0.0472850211	0.0563621839	-0.003747982	-0.1287706099	0.0324607344	0.1344912138	0.0004193484	-0.1392742478	-0.2174100956	-0.0643207455	0.0503560295	0.1655642548	0.0623198928	-0.1014662904	0.0374573761	0.0536598421	0.1281027595	-0.0705613593	-0.0311239535	0.0469181719	0.1909389066	0.2002675673	0.1892466972	0.0419645639	0.0667844576	-0.1477383382	-0.0138562311	-0.0641021415	-0.0031452805	-0.0681068437	0.078267429	-0.0569917523	0.078975247	0.1433765418	0.0231612308	-0.1042091113	-0.1736984973	0.0285543521	0.1809599584	0.0136169135	-0.1251857175	0.0082290277	0.1127978124	0.1215505796	-0.1289900837	0.0977334746	-0.185876865	-0.0439110056	0.0971033316	0.2334535898	0.158413627	0.1299859779	-0.0554001647	-0.1773413613	0.0609399029	-0.1121303774	-0.0992093187	-0.0586664978	-0.0359165202	0.0439600017	-0.0943328868	0.0409772211	0.2230332627	0.1925152857	-0.0159787514	0.203007674	-0.0955435373	0.0338065213	0.0304438007	-0.1031341521	0.0537781017	-0.0290188636	-0.0118993517	-0.2326437608	0.0879967569	0.0631790174	-0.0642472551	-0.0035299371	-0.0427527961	0.1521113526	0.148287834	0.0001786390173492	4.486011248160002e-05	3.1911898519487784e-08	2.0124296918618056e-09	0.0228278950888807	-0.0113704026452126	0.0001292860563142	0.0005211127941889	0.0255701070560405	-0.0005250146969686	0.0006538303748573	2.756404320331346e-07	-8.19615045411576e-05	1.998685706359766e-09	6.7176882266501985e-09	3.994744552806837e-18	-0.0005790050610408	-1.0260689997307336e-10	3.352468607108605e-07	1.0528175922084283e-20	0.0001329758973079	6.999855403499978e-06	4.899797566990784e-11	1.7682589264841165e-08
1385.2024666062737	3.463776193802687	1918785.8734921047	11.99774552075423	2012.404243549548	-0.4819735878388655	4049770.839456229	0.2322985393742686	1371.5096938298466	-1.9066230750736397	1881038.84026924	3.635211550403261	1613.8654535156013	1215.1172827163546	1.085855	20.522943	0.1353986227297768	0.0770047586174097	0.0537725636	-0.2102542609	-0.1795401408	-0.0578284348	-0.0145052703	0.0457009414	-0.14373302	0.0039320829	0.0694141625	0.2629860477	-0.1654239051	0.0297750508	0.1732672609	-0.0185581122	0.1646572983	0.0898708361	-0.0221642175	-0.0624848937	0.0224315895	-0.0423877218	-0.0093101291	0.0291639441	0.1506607177	0.0522728932	0.0078770794	0.0449637217	-0.0051281636	-0.1739471814	0.0948468164	-0.2956251041	0.0003026147	0.1143054954	0.0157594202	-0.0428424001	0.1319336108	-0.0488457881	0.022534791	0.0875197947	-0.1108465823	-0.1559361708	0.1306574735	0.1998159455	0.0116412017	0.0554250971	0.1425121017	-0.0660578179	-0.0757180661	0.0208211313	0.1312562424	0.006412762	0.0534186952	0.1607867026	0.1110113063	-0.0075203401	0.0777969024	-0.0328541951	0.0043431856	0.0341591249	-0.0537785881	-0.1924785333	-0.1385235455	-0.0528104672	0.1372522866	-0.031359817	0.0052632702	0.1914414744	0.1432308844	-0.0380024477	-0.1296103214	0.0120032732	-0.0441350952	-0.0339685382	0.0704327312	-0.0173182036	-0.0012146205	-0.1272496133	-0.1723926562	0.1172409104	-0.0100276959	0.0548004626	-0.0677679607	-0.156910123	0.151276289	0.1449845808	8.243065799717897e-05	-9.620835935202104e-05	6.7948133778478855e-09	9.256048409207616e-09	0.0343165790291237	0.011488683940243	0.0001319898586787	0.001177627596262	-0.0516965897218142	-0.0772666967778547	0.0026725373888655	0.0059701424309609	-0.0005869822665367	-0.0005050207619955	3.445481812285616e-07	2.550459700465583e-07	-0.0001960516263468	0.000382953434694	3.8436240193225286e-08	1.466533331439317e-07	0.0001759423736649	4.296647635700001e-05	1.8461180905366407e-09	3.0955718850839294e-08
1385.7901828068873	0.5877162006136132	1920414.430763946	0.3454103324637008	2014.8013159500924	2.397072400544402	4059424.342754224	5.745956093451705	1371.1615984606526	-0.3480953691939703	1880084.129093172	0.1211703860542865	1615.3283246283877	1220.7811684750095	1.104708	20.87928	0.0161016979892213	0.008055836153357	0.1564292413	-0.1671917774	-0.1530505156	0.1166597812	-0.0087798846	0.1479561333	-0.0528463067	-0.0291222617	0.0051300762	0.0874826096	-0.0650674488	0.0823301388	-0.0177665008	-0.1138078287	0.0236074075	0.1429166612	-0.0424558518	-0.0850618243	0.1509540947	-0.1683440077	0.1939043444	-0.0709459435	-0.0963772746	-0.07680141	-0.1527103475	0.1010700588	-0.0565770157	-0.0226238448	0.1174411011	0.1039892918	-0.01015732	0.009734731	0.3171414504	0.2277575683	-0.0848107237	-0.0726300032	-0.0550010374	0.1602259796	-0.0191596884	-0.0726911455	0.0832172081	0.1355211212	-0.026527142	0.1381095752	0.0832100679	-0.0518379372	-0.0454416304	0.0334520523	-0.224118656	0.0546073021	0.2491058551	0.0798409499	0.0478711775	-0.1382756947	-0.0756192085	-0.0190435796	0.318856383	0.1729387227	0.0312673669	-0.2237407907	-0.1541766378	0.0074099107	0.0669522853	0.0811107424	-0.0953735086	0.0719616065	0.0422463223	0.0670627618	-0.1592400989	-0.0837052044	0.0560557104	0.1413594405	-0.0040008177	0.0088047621	0.0427589467	-0.0408556935	-0.0976861574	0.1886836935	-0.138613848	-0.0723098223	0.1624941157	-0.1263528889	0.1502346003	0.1408894722	4.154159913127842e-05	-4.088905886590055e-05	1.7257044583838315e-09	1.6719151349390803e-09	0.0293759555520551	-0.0049406234770686	2.440976034216147e-05	0.0008629467645963	-0.057766623868936	-0.0060700341471218	0.0033369828332151	3.684531454722471e-05	-0.0006309853673633	-4.400310082659992e-05	3.981425338265986e-07	1.9362728823559187e-09	-0.0002120420879481	-1.5990461601299977e-05	4.4961847061389775e-08	2.5569486222264905e-10	0.0001349329099695	-4.10094636954e-05	1.6817761125843306e-09	1.8206890192837192e-08
1385.6153356472817	-0.1748471596056333	1919929.858380929	0.0305715292221578	2017.575302445261	2.7739864951686286	4070610.1010370874	7.695001075377932	1371.2220861556682	0.0604876950155812	1880250.0095611028	0.0036587612482979	1617.4830437524508	1222.6499165198195	0.985974	18.635162	0.0262161108622302	0.0146302591157109	0.1926292408	-0.1084541164	-0.1255449456	0.1202581284	0.0524451534	0.1549767995	0.0038557335	-0.0363382537	0.0852260918	0.0344692424	-0.0651961974	0.0222361655	-0.0032746956	-0.0847789155	0.0848585649	0.0342619972	0.0841145033	-0.0819502028	0.1345228879	-0.0539504682	0.1020444465	0.1790596475	-0.0201967655	0.0246369772	-0.0282490139	0.1078012944	-0.1609958213	0.1306410587	0.1884128209	0.0757205839	0.151993057	-0.0569310397	0.0075542793	0.2241441887	0.112491847	-0.1184645024	-0.1096921236	0.1466466235	0.0278228296	0.0009458908	0.0863735546	0.0327033523	-0.0757141472	0.0352388926	0.0346879222	0.0131954413	-0.0053700398	0.1020143907	-0.0838061349	0.0889740415	0.0613469731	0.0599135796	0.0658036873	0.158328372	-0.0320299117	0.1114573141	0.2297459787	-0.0343455255	0.1040031941	-0.2299289849	-0.1158505716	0.0265945096	0.0006564335	0.177899296	-0.0577393086	-0.0475973314	0.0466509146	0.102609148	-0.0551881439	-0.1813080927	-0.1169636364	0.0939151956	-0.0915934196	-0.0461397394	0.0715194107	0.0048564864	0.1729225114	-0.0954592974	-0.1662192495	-0.0197706278	-0.1688014528	-0.0711363189	0.1489877092	0.136024874	9.183567402715198e-05	5.029407489587357e-05	8.433791024021318e-09	2.5294939696317394e-09	0.0328268636645248	0.0034509081124697	1.1908766800709207e-05	0.0010776029780492	-0.0561026670119346	0.0016639568570014	0.003147509245852	2.7687524219619827e-06	-0.0005699950313143	6.099033604899996e-05	3.248943357229899e-07	3.7198210913699436e-09	-0.0004600067436213	-0.0002479646556732	2.1160620417707247e-07	6.148647046312864e-08	2.286886533443437e-05	-0.000112064044635	1.255835009996998e-08	5.22985001684494e-10
1384.2808992946857	-1.334436352595958	1916233.608152104	1.7807203791296038	2017.7573126006544	0.1820101553933	4071344.572553415	0.0331276966662932	1373.572769304177	2.3506831485087787	1886702.1525739457	5.525711264683145	1619.8539268835711	1214.5263410259788	1.10016	20.793306	0.0589414406189173	0.0315294168272513	0.2045405356	0.0252685194	-0.0655429056	-0.0042411931	0.1942897288	0.1093434514	0.0787586042	-0.0534352851	0.1153581097	-0.0657230857	0.0381662968	0.0968395414	0.1582591077	-0.1032302742	-0.0087872062	0.0509302995	0.2163619544	-0.1328525863	-0.017840483	-0.0983107781	-0.0904249103	0.0909310409	0.0943538174	0.0619517654	-0.002034819	-0.1067454543	0.0254271256	0.009792888	0.162883073	-0.0319127607	0.0755757678	-0.0388190821	-0.063778606	-0.0673146414	-0.2043963411	0.013436463	0.0812799499	0.0908830731	0.0532704556	0.0470504645	0.1238933902	-0.101764459	-0.2090197071	0.0365594348	0.0478854933	0.0507053361	-0.0608424543	0.1063809823	0.0422168443	0.2144777559	-0.0631518027	0.0356789207	0.0308220577	0.1313132025	0.0288121982	0.06244673	0.1659046412	-0.0130000823	0.1453830029	-0.1643749351	-0.0701827669	0.090963279	-0.0697138611	0.12801803	0.1574092453	-0.0949785462	0.1178530112	-0.1507732528	0.0825467712	-0.0098940537	-0.073151091	-0.0320562921	0.0840957564	0.0998361334	-0.0737193995	0.0915826824	0.1600732984	-0.0559634002	-0.2402999225	-0.0217659746	-0.1379548505	0.0328677708	0.1475373187	0.1304173552	4.160216452930854e-05	-5.023350949784344e-05	1.7307400935236574e-09	2.5234054764699275e-09	0.0433382039208822	0.0105113402563574	0.0001104882739849	0.0018781999190879	-0.0643768209746582	-0.0082741539627236	0.0041443750788031	6.846162379885467e-05	-0.0002289940385609	0.0003410009927534	5.243826969643095e-08	1.162816770588044e-07	-9.401377822859658e-05	0.0003659929653927	8.838590496815741e-09	1.339508507169446e-07	0.0001179891649951	9.512029966066564e-05	9.047871407534828e-09	1.3921443056240933e-08
1383.190949145868	-1.0899501488177066	1913217.2017990472	1.187991326907741	2019.323649945176	1.5663373445215711	4077668.0032279072	2.453412676842887	1374.3626612515436	0.789891947366641	1888872.7246424253	0.6239292885146644	1619.5194376895302	1207.516639004446	1.030581	19.47826	0.0595536893014867	0.0414339285419478	0.1651293287	0.0674829567	-0.0272940015	-0.0485260359	0.1481341893	0.0572286851	0.0747089683	-0.0229978888	0.1061607682	-0.0742834282	0.1273322283	0.1668617613	0.1834608753	-0.1158809043	-0.0728098501	0.0105888895	0.0078702043	-0.1099350086	0.0235887402	-0.0377995408	0.0070854117	0.1318744917	0.0671386112	0.0013482688	-0.0772754258	-0.1934774848	-0.1017736593	0.0118414318	-0.2228212335	0.0088547882	-0.0414957635	0.0062013512	-0.1182669364	-0.0524816366	-0.0948991391	0.0646880512	-0.1440241702	0.0738952607	0.0146795853	0.0565141389	0.1963627478	-0.1955549966	-0.0296288295	-0.0088004171	-0.0038234923	-0.0008058716	0.0409545697	0.0202140216	0.0817512988	0.1860173949	-0.1257523584	0.0783505331	0.0172548418	0.066285387	0.0260990709	0.0604065867	0.0472572209	0.1626107949	0.205439612	-0.0890651665	0.0410044378	0.1097381039	0.0422145993	0.0058784053	0.1539630192	-0.1107600064	0.1061757812	-0.0992922336	0.075488971	0.0721681087	-0.0390228961	-0.1817972142	0.1266329989	-0.1061716055	0.0889493278	-0.07741183	0.1051877393	-0.2181626343	-0.0987721073	-0.2032391506	0.1110059409	0.0073959705	0.1458854101	0.124097542	2.0104161478684542e-05	-2.1498003050624e-05	4.041773087610234e-10	4.621641351646386e-10	0.0044682530465678	-0.0388699508743144	0.0015108730809716	1.9965285288162427e-05	-0.0559655151098255	0.0084113058648327	0.0031321388815081	7.075006635176897e-05	-0.0003420019401205	-0.0001130079015595	1.1696532704618607e-07	1.277078581490424e-08	3.797980265818346e-05	0.0001319935808867	1.4424654099545594e-09	1.7422305395314945e-08	0.0001180063737345	1.7208739399988504e-08	2.961407117367167e-16	1.3925504241966491e-08
1380.3999740320332	-2.7909751138347474	1905504.088307638	7.789542086044881	2015.2191941110711	-4.104455834104783	4061108.400313675	16.846557694116793	1370.909020513749	-3.453640737794558	1879391.542525967	11.927634345754138	1617.4068253872222	1196.0161514282229	1.128288	21.324944	0.0647448485330463	0.0412286808395229	0.0758615341	0.0978870814	-0.0099955825	-0.1131547739	-0.1142834639	0.0718236054	0.1429719655	-0.0156629979	-0.1259578836	-0.0088695626	0.2174631058	-0.0844661966	0.0586880497	-0.0536212528	-0.1459265104	-0.1542578138	0.0162722512	0.1571844352	-0.0490870368	-0.0393282036	0.0462992382	-0.0239255389	-0.0374325939	0.0189113498	0.0940053687	-0.1407185148	0.2249805439	0.1317551076	0.203290896	-0.0246945418	0.0273731646	-0.1441279788	-0.0416347731	-0.1590641454	-0.0675356831	-0.1523367936	0.0035043427	0.0722614841	0.1142257076	0.0850607345	0.0328397846	-0.0887567066	0.0676347361	0.0189177711	-0.2358697741	-0.14707464	0.0720442414	0.1169765451	-0.063570383	0.1592536168	0.0719054371	0.0448542625	-0.007276732	-0.0909268959	0.1660314644	0.0073150906	0.0027324978	-0.0977013134	0.2090724283	0.0516303046	0.029532859	0.0053718824	0.1327215505	-0.160135631	-0.0792524972	-0.1061942212	0.0255777113	0.0660220293	-0.0672543913	-0.0201246886	0.0193383618	-0.0718427538	0.0509598249	0.1582206129	-0.0146645544	-0.0703399754	0.1345404252	-0.0080037989	-0.0174116936	0.031492753	0.0559548906	0.0719085054	0.1440342395	0.1170999511	5.099511831474501e-05	3.089095683606047e-05	2.600502091934841e-09	9.542512142473507e-10	-0.0010282741189087	-0.0054965271654765	3.0211810880821127e-05	1.0573476636174631e-06	-0.0322534249109409	0.0237120901988846	0.0010402834184857	0.0005622632216	-0.0007869865907471	-0.0004449846506266	6.193478940157435e-07	1.980113392932773e-07	-0.000227046631301	-0.0002650264339591	5.1550172785132246e-08	7.023901069712145e-08	0.0001179106540833	-9.571965119999213e-08	9.162251625848152e-15	1.3902922346351632e-08
