global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13
1476.8237749951588	n/a	n/a	2181008.462390952	1971.8480428535247	n/a	3888184.704105276	n/a	1477.261015293962	n/a	2182300.107307347	n/a	1608.5739966737272	1221.5861377432796	n/a	n/a	n/a	n/a	-0.1450727609	-0.1073479131	0.0124086262	-0.029699218	-0.1087811891	0.0691144377	-0.0344825539	0.0875817473	-0.1303636287	0.0622804183	-0.0803421096	0.2574120291	-0.0674001136	0.128159975	-0.0569710479	0.0221970193	-0.1237858442	0.1042084913	-0.1373255988	0.1094775109	-0.0928667652	0.2166926822	-0.1285188406	0.0782117949	-0.0979806296	0.3315132199	-0.0561505385	0.1533667936	-0.081785824	-0.1068142946	0.0422470102	-0.1797426097	0.1734527961	-0.2092479009	0.1572794684	-0.0223251375	0.0318635527	-0.2745861156	0.1638427131	-0.0781461714	0.0394848253	-0.0439542558	0.0544671808	-0.1156434369	-0.1101180356	0.0916788204	0.2817071861	0.0847559396	-0.0142453036	0.0211514192	-0.0091569083	0.292203348	-0.0226084683	0.0465080977	0.0133974617	-0.1260143259	0.0471290976	-0.0093275297	0.0489454058	-0.2344818168	0.0410755735	-0.0300534022	0.0993002425	-0.2933468634	0.0566973642	-0.023803637	0.1303723442	-0.0496691104	0.153366806	0.1532882396	-0.1013172144712228	n/a	0.0102651779482077	n/a	0.0274081864728827	n/a	n/a	0.0007512086857323	-0.2380197106616677	n/a	n/a	0.056653382663464	-0.0012971535966097	n/a	1.68260745319748e-06	n/a	0.0036802247056695	n/a	n/a	1.3544053884220158e-05	-0.0026361264651408	n/a	6.949162740215729e-06	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1472.8643223461577	-3.9594526490011503	15.677265279682226	2169329.312040206	1979.701041248357	7.852998394832184	3919216.212719829	61.66958378923686	1475.9386026230045	-1.322412670957419	2178394.758712747	1.7487752723087358	1609.5038373705368	1219.23751308311	1.145875	32.208694	0.1455830970545432	0.0685158625820758	-0.1300157118	-0.0575871726	0.0288283519	0.0490791171	-0.1380201337	0.0339120168	0.1044542672	0.093115441	-0.0679323964	-0.15178838	-0.0042280351	0.2795393476	-0.1112252688	0.1053864192	0.0336353406	0.0427927832	-0.252307544	0.0029038377	0.0443004624	0.1671677925	-0.0029571304	-0.1365853083	0.0268793861	-0.2391184733	-0.0212605808	-0.1432090455	-0.0625947431	-0.1301177173	0.0299434312	-0.0719260423	0.2359774672	-0.1109231474	0.0437294291	-0.2101781185	0.1310122799	0.1293250514	0.0199952637	0.086771228	0.1782031514	0.0040442552	-0.0382720746	-0.0204078314	0.042728716	0.0548586957	-0.1042103856	0.1092599957	0.3239567138	0.1387758779	-0.0604549188	-0.0205828154	0.0511425282	0.2430490252	-0.0114098559	0.0166114491	-0.0832516489	-0.0005787439	-0.0521396567	0.0348874907	0.1232228794	0.0439106024	-0.1189527732	0.0591502712	0.1068686999	-0.0631837112	0.1545197203	0.0612118162	0.2132263261	-0.1248332008	0.1531573254	0.1524510324	-0.1580190300436612	-0.0567018155724383	0.0249700138559395	0.0032150958892108	0.0416752112917322	0.0142670248188494	0.0002035479971816	0.0017368232362105	-0.2634152986594031	-0.0253955879977354	0.0006449358897507	0.0693876195678225	-0.0009220358804746	0.000375117716135	8.501501648825708e-07	1.407133009584134e-07	0.0033101160979331	-0.0003701086077363	1.3698038152057634e-07	1.0956868581795851e-05	-0.0023969794157019	0.0002391470494388	5.745510319298623e-06	5.7191311255331645e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1471.9795017131185	-0.8848206330392259	0.7829075526519365	2166723.6534636007	1971.548298060337	-8.15274318801994	3887002.6915846113	66.46722148980554	1472.5741379116696	-3.364464711334904	2168474.591646297	11.319622793817857	1606.1505332910958	1202.707018137765	0.946389	26.601458	0.3035187315885718	0.1559378635439865	-0.1150207665	-0.0313951387	0.0448219491	0.0629882222	-0.1218052801	0.0293298511	0.0687348681	0.0257071302	-0.1045223495	-0.0506919448	-0.0533826067	0.2047272133	-0.1675652384	0.0625879816	-0.0929641528	0.0916360059	-0.1275076799	-0.0512815502	-0.1173895584	0.0966136297	-0.0228427801	-0.0431022191	0.1141038614	0.0303436397	0.0494774727	0.1008231195	0.0407444595	-0.0216130206	-0.1837104723	-0.0792217929	0.1500780001	-0.0646055141	0.0607580491	-0.2243013746	0.1286427351	0.0140899466	0.00182973	-0.0574438226	0.0319575381	-0.0278713005	-0.0605918156	-0.0623064436	-0.0692346014	-0.069819386	-0.1042355912	0.0740416118	0.2888822813	0.0664148916	-0.055115868	-0.0007760192	0.0610250176	0.1312155607	0.1001356702	0.0019570075	-0.1445640908	-0.0392452181	0.0662543027	-0.1000012453	0.0039901182	-0.0319305574	-0.0612985432	-0.0220878956	0.0470094823	0.0400353379	0.0091190577	-0.0579857197	-0.0675371043	0.0486462891	0.1527386503	0.1507811905	-0.1344194844513282	0.0235995455923329	0.0180685978001608	0.0005569385521646	0.0082602009827041	-0.0334150103090281	0.0011165629139524	6.823092027466576e-05	-0.1378096948183724	0.1256056038410307	0.0157767677162699	0.0189915119859329	-0.0017664254100497	-0.0008443895295751	3.1202587292692507e-06	7.129936776560587e-07	0.0041945255939588	0.0008844094960256	7.821801566604322e-07	1.7594044958375423e-05	-0.0017078070043791	0.0006891724113228	2.916604764206315e-06	4.749586125284828e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1467.4162796617936	-4.5632220513248285	20.82299548969717	2153310.53781646	1963.334785104912	-8.213512955424903	3854683.4784029513	67.46179506893273	1472.9145085147738	0.3403706031042475	2169477.1493933178	0.1158521474575491	1601.7883402148325	1183.6052020524594	0.983348	27.640322	0.2209402735593182	0.146488320926528	-0.0974327561	0.0024689949	-0.0065759805	0.023661657	-0.0952005015	-0.0039259586	-0.0259916122	-0.0012776775	-0.0374387727	-0.1142478549	-0.059927359	0.1861868493	-0.1015221445	0.0289654724	-0.091866705	0.0480246848	-0.0614026102	-0.1087231233	-0.0911396475	0.108972861	0.0209949676	-0.0808158144	0.102352787	0.3135721651	-0.1742334651	-0.0812619435	-0.1326222606	0.1551373513	-0.0856068219	-0.0512155626	0.1564435824	-0.1155266862	-0.0958872653	-0.083758134	0.0844538282	0.0023284067	0.0942621647	0.1271601315	0.0533794767	0.0872425945	-0.097877308	0.0606884272	-0.1098590761	-0.1681310427	-0.0868415171	0.0439039757	0.254014836	0.0789428909	-0.0571800326	-0.0291664465	0.0807897149	0.0823057469	0.1783478285	-0.0888317372	-0.2337311551	0.0357750469	0.0979712708	-0.0333105715	0.0247352776	-0.0174788117	-0.021334033	-0.0123375715	-0.102121304	0.3134504807	-0.1554901484	-0.1928983111	-0.1556417898	0.2660501483	0.1521113526	0.148287834	-0.1558201139392565	-0.0214006294879282	0.0242799079080428	0.0004579869424795	0.016801860316761	0.0085416593340569	7.29599441790814e-05	0.0002823025101039	0.0027476031719757	0.1405572979903481	0.0197563540183475	7.549323190650929e-06	-0.0016790802329233	8.734517712640009e-05	2.819310428593763e-06	7.629179967242206e-09	0.0047467698429981	0.0005522442490392	3.049737105969803e-07	2.2531823942396205e-05	-0.0020770313131531	-0.0003692243087739	4.31405907581849e-06	1.3632659018963802e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1465.2857157658525	-2.1305638959411226	4.539302514687814	2147062.2288274467	1967.4729940111392	4.138208906227192	3870949.982163157	17.12477295157805	1476.8911817056503	3.976673190876454	2181207.5625999123	15.813929667035518	1602.8056811480456	1128.2541771249803	1.594227	44.811119	0.8646638120982051	0.5653011845703328	0.0728300959	0.0055343897	-0.0542766176	-0.1163298558	0.1806418748	-0.0207375729	-0.1094496043	-0.0181845781	0.0503287218	-0.2782561452	0.1096856983	-0.085551614	-0.0665957598	0.1482842084	0.0066067987	0.0355979435	0.2716101242	-0.3385306071	0.2515300248	0.1752477943	0.0475082514	-0.0805890487	0.2569020927	-0.0445523324	0.0892120277	-0.100328792	0.040638111	-0.0486185898	0.1449613047	0.1618688642	-0.0533298815	-0.0996640312	-0.2550729771	0.1869227014	0.1426449375	-0.0075525372	0.0263592292	0.0642775681	-0.2628684623	0.2278750235	-0.0603158441	-0.2160223482	0.1462697008	-0.1627069024	0.0765424679	-0.0888954592	0.0152098889	-0.0105001253	-0.090840959	-0.0433441423	0.1397886715	-0.0622552412	0.1946776685	-0.3550914396	0.0534084384	0.0061892379	-0.0539830451	0.0442688164	-0.1467644015	-0.050389934	0.1460628852	0.1591709955	-0.0744315106	0.0523063807	0.0087655621	-0.0054871631	-0.156420075	-0.1836219735	0.151276289	0.1449845808	-0.1700518364427949	-0.0142317225035384	0.028917627077567	0.0002025419254177	0.064226681842868	0.047424821526107	0.0022491136967831	0.0041250666605449	0.5156207553391354	0.5128731521671597	0.2630388702138785	0.2658647633365005	-0.0011949263998682	0.000484153833055	1.4278491011019773e-06	2.3440493406194562e-07	0.0001093342766607	-0.0046374355663373	2.150580863193108e-05	1.1953984052918488e-08	-0.0013959383945176	0.0006810929186354	1.9486440012883746e-06	4.638875638154236e-07	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1473.2718365528608	7.986120787008303	63.77812522468613	2170529.9043798395	1965.5141660743784	-1.9588279367608263	3863245.937039059	3.837006885834677	1477.669773055624	0.7785913499737944	2183507.95820226	0.6062044902540157	1604.2816595874483	1151.9856887462213	1.20915	33.98724	0.2723187091580046	0.1393636006710396	0.0599968232	-0.0862995128	-0.0279127207	-0.1367562127	0.1295271398	-0.06136092	-0.0744058528	0.133287751	-0.0688615272	0.1007890365	0.0224834795	-0.1608771643	-0.0554607553	0.1338804328	-0.0410781742	-0.1328709074	0.1606184785	0.1854894508	0.0347269493	0.111773528	-0.0589639477	-0.0052178274	-0.0908886422	0.1459424003	0.2547090833	0.0505820927	-0.0540847424	0.1656053371	-0.0843905234	0.0823290824	-0.0938221571	-0.0307794523	-0.0918526046	0.1290710894	0.05420333	-0.0665274594	-0.0876861316	-0.1419759728	0.0164489865	0.2057631683	-0.0471640544	0.1834504799	-0.0495828462	0.0870495202	0.073845764	-0.0720040253	-0.0666598772	-0.0583419047	-0.0674929149	-0.0573184341	0.0498037938	-0.0745704573	0.1225748406	-0.2815303828	0.1159824666	-0.0853979145	-0.0808011375	0.0190202419	0.0681209144	-0.1031223632	0.2474200823	-0.0171246036	0.0374644894	0.00688951	0.0102209381	0.0534205116	0.0765179744	-0.0087223417	0.1502346003	0.1408894722	-0.1123899418675478	0.057661894575247	0.0126314990329907	0.0033248940860069	0.1062599504932393	0.0420332686503713	0.0017667956734342	0.0112911770788256	0.4874007257529342	-0.0282200295862012	0.000796370069846	0.2375594674644869	0.0008057303975667	0.0020006567974349	6.492014735629924e-07	4.002627621122471e-06	-0.000487945265239	-0.0005972795418997	3.567428511719156e-07	2.380905818691581e-07	-0.0011058044069285	0.0002901339875891	1.2228033863824917e-06	8.417773075435207e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1468.5626539845314	-4.709182568329425	22.17640046185772	2156676.2686780905	1966.0319419932143	0.5177759188359232	3865281.59693761	0.2680919021263845	1477.895974664942	0.2262016093179681	2184176.511930839	0.0511671680580387	1605.4033858250004	1158.5613794232358	1.006956	28.303885	0.0878346025441825	0.0633177237234148	0.0766034226	-0.0260075319	0.1237038752	0.0211375214	0.0750866548	-0.0053699148	0.1179451652	-0.0353243863	0.0279548201	0.0900667477	0.0726101097	-0.2091081081	-0.0568560987	0.1120258268	0.0049471247	-0.0157134171	0.0692215924	0.2669876668	0.0396103213	0.1802876262	-0.0460528027	0.0813221061	0.0599803109	0.0336272597	-0.0559559119	-0.1625509231	0.0470833301	0.0517620603	-0.1247476378	0.0536685881	-0.1233645786	0.1067453859	0.0078577866	0.0723032582	0.1254994659	-0.037508392	-0.1650286016	-0.1302258338	-0.0073426774	0.1880658384	-0.0478313907	0.0826912215	0.1740743385	0.0213230883	0.0750409875	-0.0649639944	-0.1214257236	-0.0751283605	-0.0464721317	-0.0080703692	0.0998712064	-0.0153359155	0.1409064749	-0.1128724624	0.0790496162	-0.0755762967	-0.0881460289	-0.0332292113	0.1161495653	-0.0705533822	0.2022407085	0.0331871688	-0.05737476	-0.0815219125	0.0943708167	-0.0007398016	0.028982369	-0.0902827928	0.1489877092	0.136024874	-0.0699604198294849	0.0424295220380629	0.0048944603427177	0.0018002643403784	0.1061141244203014	-0.0001458260729379	2.1265243548491887e-08	0.0112602074014872	0.4871956448982075	-0.0002050808547267	4.2058156975434846e-08	0.2373595964077803	0.0008014407761109	-4.289621455800001e-06	6.423073176132417e-07	1.840085223405972e-11	-0.00040411752053	8.3827744709e-05	7.027090782997277e-09	1.63310970399315e-07	-0.0002928383015242	0.0008129661054042	8.575427083957829e-08	6.609138885362353e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1457.7450865599149	-10.817567424616527	117.01976498612464	2125020.737389574	1964.025893452012	-2.00604854120229	3857397.710149974	4.024230749659836	1472.79706933712	-5.098905327821967	2169131.20744801	25.998835542091243	1607.63917079442	1144.475768306468	1.108175	31.149006	0.1209894642311913	0.0587313538980547	0.0793218073	0.1724061471	0.1760384512	0.1218397309	-0.0299763135	0.0048827776	0.1758811773	-0.2174531323	0.0845316907	0.0987325477	-0.0089965312	-0.1745966758	-0.0608433532	-0.0737010124	-0.0941718476	0.037566752	-0.0459336395	0.1171719293	0.065451977	-0.05121944	0.0510596781	0.0743462453	0.0551643145	-0.0828544574	0.0548068863	-0.1313759157	-0.0359526658	0.1187560801	-0.0270598515	-0.0298927047	-0.0662560378	0.2719660404	0.0733126355	-0.0519674102	0.056679401	-0.0234844732	-0.1039323087	0.0334157649	-0.0963697903	-0.0260612455	0.0495574817	0.0069279243	0.017179436	0.0270560062	0.0392714902	-0.0708814167	-0.1563178599	-0.0590162119	-0.0216781516	0.0699828653	0.1157599524	0.0508769981	0.1448430188	0.0377981703	0.0401785595	0.0929150113	-0.0390018953	0.0418866317	0.0859108626	-0.0151193269	0.1077020078	-0.1208915461	-0.0078868399	-0.0055911333	0.0665190193	0.0281600782	0.0031185972	-0.1368305725	0.1475373187	0.1304173552	-0.0563415877337973	0.0136188320956875	0.0031743745083651	0.0001854725876505	0.0865539014876191	-0.0195602229326822	0.0003826023211762	0.0074915778627284	0.440513260952116	-0.0466823839460914	0.0021792449708902	0.194051933074667	0.0002398930896964	-0.0005615476864145	5.754869448408502e-08	3.153358041174777e-07	-0.0006060417400937	-0.0002019242195636	4.0773390446409295e-08	3.672865907357998e-07	-0.0003519269006806	-5.9088599156400005e-05	1.238525434226529e-07	3.4914625502657155e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1450.0035597627991	-7.741526797115739	59.93123715046107	2102510.3233247893	1944.8401553073777	-19.185738144634342	3782403.229696025	368.0925481544773	1467.959850689978	-4.837218647141981	2154906.123237743	23.398684240258092	1599.7925491333008	1088.5498254604072	1.085841	30.521223	0.0874308101876184	0.0452748046102063	0.0410724827	0.2869615007	-0.0451342104	0.081666688	-0.0869604293	-0.0311271727	-0.0803880003	-0.1850079873	0.2133504458	0.0792092909	-0.0577137586	-0.1836040471	-0.1386494547	-0.186031695	-0.214700989	0.0807348224	0.1000669512	-0.0383133876	-0.0319801316	0.1012181687	0.1115516228	0.0354267672	-0.111863392	0.0629375863	-0.0530828684	0.0400636075	0.1956045131	-0.0164285903	0.0918632722	-0.0645628215	-0.0167333416	0.2585805136	-0.0412314897	0.0521029859	0.0015841007	-0.2082416011	0.1296605268	0.0761914144	0.0349370344	0.1261476659	0.0308586249	-0.0012602082	0.0056775389	-0.0642139149	0.0086780295	-0.0601908256	-0.1507629045	-0.0282972319	-0.015301359	0.1295604493	0.1070190217	0.0154508578	0.099714097	0.0446518269	0.0351032563	0.1947686974	0.0510674004	-0.0223164524	-0.0259972765	0.0950024432	0.0592997501	-0.0223315189	-0.1000847543	-0.017797165	0.1056563094	0.0794892217	-0.0136080845	-0.0004672693	0.1458854101	0.124097542	-0.0434936863022841	0.0128479014315132	0.0018917007481614	0.0001650685711938	0.0605722111565683	-0.0259816903310508	0.0006750482324586	0.0036689927643958	0.4071086573943816	-0.0334046035577343	0.0011158675388494	0.165737458925456	0.0001959403192984	-4.3952770398e-05	3.839260872675895e-08	1.9318460256593044e-09	-0.0004040284624378	0.0002020132776558	4.0809364349279735e-08	1.6323899845985277e-07	-0.0002939606513881	5.796624929250001e-05	8.641286456451607e-08	3.360086057040257e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1456.0289176170058	6.025357854206732	36.30493727125075	2120020.2089369497	1932.6440422557223	-12.196113051655402	3735112.994066538	148.74517356875924	1470.5237750406704	2.563924350692332	2162440.172959864	6.573708076073097	1601.0831791335988	1084.5478040861217	0.94227	26.485672	0.171856405757486	0.0932721058456083	0.0091454699	0.2309456924	-0.1401568372	-0.0028566008	-0.0993611066	-0.0596119939	-0.1480917312	-0.1238287539	0.1846885173	0.0544529325	-0.0524049925	-0.1301194171	-0.0448953073	-0.1465032813	-0.0337651827	0.0748486365	0.0244821318	-0.0685323239	-0.0308173073	-0.15105153	0.1104807454	-0.0694342723	-0.1021667257	0.1026235694	0.0738716102	0.0346544926	-0.1047647225	-0.0390927196	0.0600883802	-0.0638384432	-0.0211605458	0.1951069699	0.0044746143	0.0885105778	-0.0265852044	-0.0614631258	0.1346954096	0.0148222008	-0.0213967893	-0.1464418253	-0.0259916238	0.0531190857	-0.0844915313	0.0344948278	-0.0301760956	-0.0354358834	-0.1489795055	-0.0071533988	0.0091059034	0.118678298	0.0530250003	-0.0129832968	0.0042461115	0.0188853715	0.020730944	0.1858418048	0.0321253724	0.0162569042	-0.0817384453	0.0611589161	0.0058473279	-0.0254530585	-0.0090446606	0.0514884474	0.0818801327	0.0988031168	0.0434016771	0.0801178933	0.1440342395	0.1170999511	-0.0364390363523341	0.0070546499499499	0.0013278033702867	4.976808591632949e-05	0.0309226838997176	-0.0296495272568507	0.0008790944665547	0.0009562123795618	0.3250961416974363	-0.0820125156969453	0.0067260527309417	0.1056875013465595	-0.0003599566552477	-0.0005558969745461	1.2956879365711154e-07	3.090214463095074e-07	-0.0004040379365863	-9.4741485000098e-09	8.975948980023792e-17	1.6324665420091497e-07	0.0002129271569921	0.0005068878083801	4.53379741847384e-08	2.569352502844823e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
