global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05
1269.4092631636977	n/a	n/a	1611399.8774058018	1673.347495122787	n/a	2800091.839433705	n/a	1266.2362003662724	n/a	1603354.1151180149	n/a	1383.9519290657931	1021.4895358061988	n/a	n/a	n/a	n/a	-0.0579160616	-0.1062519196	0.1211316048	0.0351075725	-0.1499014366	-0.0626502404	-0.025300891	0.1408312683	-0.1507557001	0.1071614135	-0.0471109543	0.222050178	-0.2090890523	-0.1438661969	0.0117391195	-0.2156549137	0.0418706983	-0.0158138047	0.0980537289	-0.0899633034	0.0047492653	-0.0266872146	0.038946653	-0.1943735798	0.0488188996	-0.140899287	0.1691102365	-0.0711073225	0.0287362096	0.0072595947	-0.0330163953	-0.0987892577	0.181781118	-0.0149120134	0.1491669834	-0.004279543	0.0763000938	-0.1671350975	0.0500886284	-0.0200110829	0.1424068116	-0.2163498032	0.0437915674	-0.1462107339	0.0766677894	-0.0432456101	0.0003185363	-0.0023047263	0.2144473858	0.0801359006	0.0969017229	-0.1304012435	0.1744906194	-0.2747435313	0.0469821202	-0.1640015181	0.0201565675	-0.1803642263	0.0334596873	0.0570799839	-0.0452699343	0.0580862837	-0.0269564287	0.0516910125	-0.0064126092	0.048906652	-0.0862259468	0.0763515847	-0.0136717241	0.0687324203	-0.0410793806	0.153366806	0.1532882396	0.0658887024601853	n/a	0.0043413211118868	n/a	0.1473992311265988	n/a	n/a	0.0217265333367124	-1.0595909762006317	n/a	n/a	1.1227330368458075	0.0019851994018636	n/a	3.941016665159596e-06	n/a	-0.001221812271787	n/a	n/a	1.4928252274893102e-06	-0.0013197897633733	n/a	1.741845019504951e-06	n/a	0.0	0.0	0.0	0.0	0.0	0.0
1267.5739474867837	-1.835315676913979	3.368383633926216	1606743.7123472276	1682.1030357430834	8.755540620296415	2829470.622856097	76.65949155366053	1265.2659220275111	-0.970278338761318	1600897.8534441278	0.9414400546694232	1386.1353861254315	997.0727304789646	0.8839789999999998	23.972036	0.0807005611709751	0.0355522734480317	0.0001810132	-0.0884033588	0.0506348359	0.0143584687	-0.1951123024	-0.1059959804	-0.066000346	0.1036896584	-0.2267515403	0.0370449754	0.1374807122	0.1094779	-0.1938498917	-0.1422677092	0.0103730872	-0.1199842323	0.0919609088	0.0089743611	0.1789023951	-0.0401133908	0.035442929	-0.0870313293	0.1219684489	-0.1816132664	0.1465736782	0.0423669416	0.0166767889	-0.1557461296	-0.0039990989	0.1013448486	-0.0544337937	-0.129056033	0.1978836674	-0.0189478632	0.0713472556	0.03838718	0.1142322866	-0.1357297522	0.131196675	-0.1010840551	-0.0034785708	-0.1612684294	-0.058541353	-0.1706606613	0.1963767831	0.0237829156	-0.0925126817	-0.0005831508	0.2179413397	0.0709210044	0.0913681101	-0.1132825087	0.2111825919	-0.2764424805	0.0302865164	-0.1249172306	0.0252347423	-0.1218100377	0.0344010402	-0.0090745072	-0.0150149919	0.0275490845	-0.0417538817	-0.0285472087	0.0542168982	-0.010263975	0.0030163882	0.0481652772	-0.0343230108	0.0194462219	0.0362556676	0.1531573254	0.1524510324	0.0602764266853199	-0.0056122757748654	0.0036332476139507	3.1497639373141034e-05	0.1614780500083554	0.0140788188817566	0.0001982131411053	0.0260751606345009	-1.0497174575267536	0.009873518673878	9.748637100341936e-05	1.1019067406364318	0.0016288592409689	-0.0003563401608947	2.6531824268897813e-06	1.269783102664607e-07	-0.0014492219677131	-0.000227409695926	5.171516980120125e-08	2.10024431170223e-06	-0.0008808206633846	0.0004389690999886	7.758450410452868e-07	1.9269387074488927e-07	0.0	0.0	0.0	0.0	0.0	0.0
1268.9265494019685	1.3526019151847777	1.8295319409615285	1610174.5877771864	1670.4377885171032	-11.665247225980238	2790362.4053059104	136.07799284323963	1268.0893740714046	2.82345204389344	1608050.6606328066	7.9718814441660415	1387.760119096623	979.8517778601528	0.897722	24.344725	0.1172152354425679	0.0801530284171139	-0.0008329322	-0.0988940726	-0.0300340717	0.0959045923	-0.1661299081	-0.0307228588	0.0507795385	0.0487451093	-0.173357308	0.0954553471	-0.0376289859	0.1020474829	-0.1704831366	-0.0943456718	0.0077523801	-0.150018996	-0.0240013959	-0.0305954739	0.1475696652	-0.0665264317	-0.0417362804	-0.1065181619	0.0423058243	-0.091221209	0.0572950388	-0.0467535235	0.0648782792	-0.0102856084	0.1262376719	0.0219821049	-0.0280422981	-0.075101826	0.1389840333	-0.014781995	0.1119214372	-0.0062115149	0.1445266472	-0.0733543147	0.0147479522	0.0718698085	0.1048515383	-0.2474537434	0.0793857408	-0.1064080518	0.0783271386	0.0472624679	-0.0389317115	0.00870364	0.2014079631	0.0394861036	0.0624559054	-0.1264741369	0.1914466675	-0.2649204603	0.026694959	-0.1653972773	0.0311839358	-0.1245573765	-0.0056361506	0.0435706589	-0.1238757707	0.0542057125	-0.022827115	0.0465516221	0.0060975278	0.0659798485	-0.0816763227	0.0183298088	-0.0280270201	0.0371273761	-0.1251002222	0.1527386503	0.1507811905	0.0650455355512633	0.0047691088659434	0.0042309216951506	2.2744399375219955e-05	0.1326644208436249	-0.0288136291647305	0.0008302252256426	0.0175998485577744	-0.9738863095661046	0.075831147960649	0.0057503630010298	0.9484545439602864	0.0017558749670409	0.0001270157260719	3.0830968998808817e-06	1.6132994669597317e-08	-0.0014207766721709	2.844529554220008e-05	8.091348384831074e-10	2.018606352185017e-06	-0.0008802546959739	5.659674107000561e-07	7.74848329784103e-07	3.20319109974526e-13	0.0	0.0	0.0	0.0	0.0	0.0
1269.597483719322	0.6709343173536126	0.4501528582027582	1611877.7706664344	1671.9333435898527	1.4955550727495392	2795361.1054075444	2.23668497562688	1271.178025560355	3.088651488950518	1615893.5726675228	9.53976802019625	1384.8379757193632	992.48001750284	1.287593	34.917377	0.3247205643804327	0.2021349618708033	-0.0930076694	-0.0606611685	-0.0629286532	0.1028664074	-0.1180600748	-0.0145440603	0.040200065	0.1383060515	0.0330906569	0.1884613398	0.4165470551	-0.0224162192	-0.0331835308	-0.0317367302	-0.0800278456	-0.067809004	-0.1507032369	0.0652058488	0.0632458577	0.0026286356	0.0046572948	-0.1505306183	0.1565186172	0.067711752	0.0154184444	0.0363610363	0.089954482	-0.1117661737	0.0941129701	0.1785270695	0.1197096142	0.0035875131	0.0330653823	0.1895869005	0.2699665893	-0.0546381858	-0.0102738225	0.1533915768	0.0408280298	-0.1693127504	0.0510556636	-0.0410373231	-0.187662778	0.0242239483	0.0029770004	0.1256047107	-0.1016003268	0.0415153152	0.0926933641	-0.0078468752	0.0317824734	-0.1201468784	0.2527154073	-0.1339903391	-0.2018405454	0.1294972679	0.1017702585	-0.0109530273	0.0062217518	-0.1177342131	0.0382839515	-0.1700317413	0.0979266351	-0.0058150262	-0.0166463513	-0.1521745536	0.2354632644	-0.2181618878	0.0444044436	-0.0231363497	0.2789481572	0.1521113526	0.148287834	0.0333473072758891	-0.0316982282753742	0.0011120429025525	0.0010047776757977	0.1190793908169638	-0.0135850300266611	0.0001845530408252	0.0141799013173392	-0.7938842328206022	0.1800020767455024	0.0324007476326937	0.630252175121156	0.0007677117289505	-0.0009881632380904	5.89381298768166e-07	9.764665851133047e-07	-0.0010470812499314	0.0003736954222394	1.3964826860275817e-07	1.096379143957903e-06	-0.0015071006223019	-0.000626845926328	2.271352285742774e-06	3.929358153540085e-07	0.0	0.0	0.0	0.0	0.0	0.0
1263.9984328025355	-5.599050916786609	31.34937116876897	1597692.038127266	1667.8144842025338	-4.118859387318935	2781605.153715764	16.965002652505312	1272.4790664788156	1.3010409184605578	1619202.9746267982	1.6927074715086918	1382.9120480204738	997.1248062732792	1.295176	35.123009	0.7709194696812401	0.3678547732537104	-0.0576063032	0.0216023376	0.0327273741	0.0860775462	-0.0292193706	-0.0648299147	-0.042874992	-0.1232068271	-0.0260258569	0.113174401	0.1479285254	-0.1774394428	0.0115446258	-0.0137242475	-0.1187268149	0.0064927104	-0.1425191296	0.0063326592	-0.2643384467	-0.0706758497	0.0828889428	0.008589764	0.3220380165	0.1456345177	0.1498197635	0.2630060985	-0.0136305487	0.0619133021	-0.0267918761	0.0680560299	-0.1007999894	0.001087569	0.0043949376	0.0747278564	0.1919495441	-0.0471490686	-0.093495961	0.032133903	-0.1133857519	-0.1329505215	0.1760964771	0.3283094792	-0.1766839024	0.0191847698	-0.0704420686	0.5446245054	-0.1088613609	-0.0371724983	0.0529207595	-0.0455501253	0.0591058187	0.0089207407	0.0186101832	0.0717968098	-0.271363129	0.3782884556	0.1671147453	0.0408190998	-0.0738771418	-0.3557778692	0.1149504984	-0.3069453802	0.0827165351	0.3433274397	0.0431218165	-0.0961964276	0.0320671056	0.0122762481	0.109581416	0.0595321983	0.0137900853	0.151276289	0.1449845808	-0.0364078173153359	-0.069755124591225	0.0013255291616668	0.0048657774067373	0.192857058864476	0.0737776680475122	0.0054431443025289	0.0371938451538559	-0.5782193934473341	0.215664839373268	0.0465113229418975	0.3343376669586029	0.0063699887627467	0.0056022770337962	4.057675683751924e-05	3.138550796340035e-05	0.0003131521844139	0.0013602334343453	1.8502349959108091e-06	9.806429060319723e-08	-0.0027790269075451	-0.0012719262852431	7.72299055285968e-06	1.6177964750925657e-06	1.0	0.0	0.0	0.0	0.0	0.0
1271.275373559184	7.276940756648401	52.9538667757706	1616141.0754180425	1698.2375737461475	30.42308954361374	2884010.8568832017	925.5643773787398	1270.829937144551	-1.6491293342646711	1615008.7291428233	2.719627561132238	1392.7671353007472	1026.0377565462727	1.748479	47.415844	1.246946549221445	0.7245593508479973	-0.1302747228	0.0648497996	0.0945279693	0.0127023668	-0.2221838907	-0.0357146987	-0.1364168916	-0.2925483931	-0.2358127198	0.0337330135	-0.2050552762	-0.0392466377	-0.0124972634	-0.0537156642	-0.0576186293	-0.1709706899	-0.0973933906	-0.1411913294	-0.173935852	-0.1119090174	0.3457493318	-0.006061757	-0.2200401697	0.0909496747	0.0957440866	-0.0201918647	0.0125812129	0.1620172723	-0.2509431867	0.180585482	0.2223662395	-0.0703149751	0.0632052285	-0.4904079291	-0.0930470114	0.1056563024	-0.0050044021	-0.0849350225	-0.0095879215	0.1412913909	-0.0343321744	0.4118378727	0.2534013387	0.0090219337	-0.0367677494	0.1381886625	0.1675097095	-0.1864540639	0.1404356632	0.1003488252	0.051935462	0.0648944307	-0.6053210007	-0.0230469322	-0.0376429345	-0.0379421353	0.1026490113	-0.0551748672	-0.1733511329	0.1376581376	-0.4050268668	-0.166160313	-0.0184037836	-0.1276729696	0.0048163057	-0.1173252485	0.068326263	-0.0421659989	0.156501957	0.2452187037	0.0298909339	0.1502346003	0.1408894722	0.0416879560542042	0.0780957733695401	0.0017378856799772	0.0060989498181865	0.352220920657615	0.159363861793139	0.0253968404456227	0.1240595769488979	-0.868213493147195	-0.2899940996998609	0.0840965778607328	0.7537946696828544	0.0175267947586419	0.0111568059958952	0.0003071885345115	0.00012447432003	-0.0011751561712296	-0.0014883083556435	2.2150617614782592e-06	1.380992026779013e-06	-0.0010342849719057	0.0017447419356394	1.0697454031099745e-06	3.04412442197872e-06	0.0	1.0	0.0	0.0	0.0	0.0
1270.153620609788	-1.121752949395841	1.258329679478268	1613290.2199481537	1687.64237626102	-10.595197485127528	2848136.790151942	112.25820974885268	1268.623585122058	-2.206352022492865	1609405.800727944	4.867989247158357	1388.8567687988282	1032.0627726279015	1.25977	34.162865	0.4255456445678916	0.2819173433475986	-0.0804149413	-0.0117690375	0.2033641465	-0.0146394969	-0.193151513	-0.0607412777	-0.1335135821	-0.0098453012	-0.1919183711	0.0442049911	-0.2154175736	0.1262816083	-0.0864017422	-0.1398437761	-0.0113799026	-0.1245318594	-0.0097746585	-0.0445588579	0.0024387961	-0.091859466	0.0226513839	0.1219641039	-0.1972765535	-0.0194741543	0.0717609165	-0.2028668596	0.0213500455	0.0426389234	-0.0359445522	-0.1319936583	-0.0591840762	-0.0993604795	0.1201617927	-0.1591558024	0.0938033387	0.0376883083	-0.0565983939	-0.1491341409	-0.0058255135	0.0235435051	-0.0397103668	0.0512877379	0.1568272597	-0.0528262644	-0.0567775173	-0.0766484303	-0.0037546054	-0.1134916281	0.1769303283	0.0991867102	0.0699991889	0.0931342395	-0.3313191837	0.0694179505	-0.0291275652	-0.0193087915	0.0313101427	-0.040863234	0.025716369	-0.0035846995	0.1465282291	0.0668386309	-0.0189031124	0.0520813619	-0.0518418151	0.1183008417	0.0594331848	-0.0462454046	0.0092263132	-0.2073571824	0.0220154835	0.1489877092	0.136024874	0.0279120245715205	-0.0137759314826837	0.0007790811156811	0.0001897762882155	0.3115364806664615	-0.0406844399911535	0.0016552236573937	0.0970549787860445	-0.9359561635421444	-0.0677426703949494	0.0045890693922387	0.8760139400725293	0.0120970663627834	-0.0054297283958585	0.0001463390145855	2.9481950452792124e-05	-0.0011366757662962	3.848040493339999e-05	1.480741563838434e-09	1.2920317976850537e-06	-0.0004356417187155	0.0005986432531902	1.8978370708539481e-07	3.583737445901459e-07	0.0	0.0	0.0	0.0	0.0	0.0
1263.5773612827154	-6.576259327072648	43.24718673691	1596627.74794619	1688.750139148957	1.1077628879370425	2851877.032475622	1.227138615890616	1266.5616304411997	-2.0619546808584346	1604178.36370587	4.251657105914009	1388.978108463731	1009.6513844702856	1.03417	28.044966	0.2133010632007589	0.1249088593468145	0.0305322606	-0.0146428346	0.2169834164	-0.0327388447	-0.1866566348	-0.1146756457	-0.050138456	0.0718425607	-0.1866622111	0.0167968029	-0.0907891927	-0.0448913471	-0.1056824037	-0.1593386785	-0.0025149903	0.0064932235	0.036935408	0.1029247969	0.0519155466	-0.0684312264	-0.0885886867	0.0438181947	-0.1842362415	0.0870968266	-0.0081028577	-0.17260817	-0.0930842765	0.0172900278	-0.0361040822	-0.1305740027	0.0749678956	-0.1456135671	0.1462371484	-0.0736252153	0.0361474927	0.0135277859	-0.039433331	-0.0582623655	0.050171663	-0.0673108259	-0.1116092746	0.081368633	0.0574171709	-0.1583757901	0.0777645513	-0.1699272146	0.0008416423	-0.0830684975	0.1969450409	0.0983488572	0.0254901597	0.1095609656	-0.2309246817	0.0985695822	0.0152073633	0.000774637	-0.0298369201	0.0063239271	0.1173591653	-0.0118207546	0.1634796067	0.0892625413	-0.0247247154	-0.0379615297	-0.0640395289	0.0403280391	-0.0103410634	0.040668913	-0.113618751	-0.2137152739	0.002060585	0.1475373187	0.1304173552	0.0205217281391725	-0.007390296432348	0.0004211413258181	5.461648135797561e-05	0.2767929500411838	-0.0347435306252776	0.0012071129203096	0.0766143371925012	-0.8952297322666212	0.0407264312755232	0.0016586422044399	0.8014362735341662	0.0101171167070322	-0.0019799496557512	0.0001023560504637	3.920200639309295e-06	-0.0007261207349953	0.0004105550313009	1.6855543372648306e-07	5.272513217901147e-07	-0.0002173303084154	0.0002183114103001	4.723246295593289e-08	4.7659871867218616e-08	0.0	0.0	0.0	0.0	0.0	0.0
1256.9683082545089	-6.609053028206517	43.679581929645735	1579969.327956202	1669.015004989204	-19.735134159752988	2785611.0868791128	389.4755203034493	1265.1421985386	-1.4194319025996265	1600584.7825230826	2.0147869261175955	1387.3933439387831	981.1520822320102	1.03465	28.057991	0.2750713931988466	0.1518696118069476	0.1540267402	-0.0046517329	0.1598525198	-0.0233084409	-0.1555881207	-0.1205704463	0.0445114994	0.162775031	-0.1785471494	-0.0218244764	-0.0610133728	-4.8288e-06	-0.1113429015	-0.1427110782	0.0261609763	0.094652815	0.096381805	0.0290316817	-0.0256639673	-0.028427404	-0.0102460663	0.0242170556	-0.0606108902	0.0620694491	-0.0885114971	-0.0457705195	-0.1210463268	0.0869309503	0.0740832935	-0.183099533	-0.0712208254	-0.1761929254	0.154524058	0.0611218528	-0.0031381966	0.0192337698	-0.0094484694	-0.0287632166	-0.0430354397	0.0130382268	-0.0808732757	-0.0094179371	0.0403971741	-0.0222441546	-0.050558347	-0.1212646712	0.0031038899	-0.0485476559	0.1806103582	0.098431299	0.0220289446	0.1572670669	-0.0778884532	0.1105829749	0.0557476647	0.0205591215	-0.086897535	0.0595164694	0.1287927096	-0.0701050442	0.2148021552	0.2011421934	-0.0200743799	0.0188867482	-0.036811285	0.108952276	-0.0257727022	-0.022900162	-0.1007642643	-0.1728343512	-0.0291899971	0.1458854101	0.124097542	0.0200228003785127	-0.0004989277606597	0.0004009125349977	2.489289103570014e-07	0.2195463348977853	-0.0572466151433985	0.0032771749453763	0.0482005931670505	-0.8359442615203179	0.0592854707463033	0.0035147670416107	0.6988028083687496	0.0081281418256871	-0.0019889748813451	6.606668953848404e-05	3.956021078621756e-06	0.0003969251442028	0.0011230458791981	1.2612320467838334e-06	1.5754957010041357e-07	-0.0002661171388419	-4.8786830426500016e-05	7.081833158539908e-08	2.3801548230640675e-09	0.0	0.0	0.0	0.0	0.0	0.0
1253.3882161351992	-3.580092119309711	12.817059582743498	1570982.0203465768	1672.446042402075	3.4310374128708645	2797075.764746363	11.772017728519597	1267.9585743478924	2.816375809292367	1607718.9462623398	7.931972699167236	1388.115996036973	940.0353498127836	1.092829	29.635695	0.4577985736895839	0.2366757035011303	0.2212884627	0.0228378813	0.0253673642	-0.0238502179	-0.1295612962	-0.0949763912	0.1246230741	0.154956248	-0.0712647758	-0.0636667796	0.1194160135	-0.0569999942	-0.113264462	-0.1311077648	0.0179607097	0.1303678492	-0.092346777	0.0412878802	-0.0134685767	0.122803774	-0.0738221356	0.2844224674	0.0727122787	0.0279409507	-0.0637155895	-0.0113037098	-0.184461094	0.0478289281	0.090870338	-0.1128983063	-0.0357541643	-0.1385493421	0.0974408016	0.1753393417	0.0279017743	0.0246141904	-0.0487755768	0.1158549161	-0.0258573114	-0.0486182512	-0.0845641068	0.0850548421	-0.0211193422	0.1440046249	-0.0800306703	-0.1190222972	-0.1003432744	-0.0147346508	0.1046664612	0.1029225695	0.0131063416	0.2338198321	0.1322640107	0.1901068365	-0.0317576732	0.1082814368	-0.1254538794	0.1590190147	0.0215051566	-0.1317557849	0.2622381432	0.1365460424	0.0519302816	-0.269549787	0.127649097	0.0111798779	-0.113870658	0.1054964771	-0.107068489	0.2567983213	-0.0715788358	0.1440342395	0.1170999511	-0.051638982161549	-0.0716617825400617	0.0026665844786807	0.005135411076819	0.1266208543414251	-0.0929254805563602	0.0086351449366304	0.0160328407541523	-0.7227434984012859	0.1132007631190319	0.0128144127707311	0.5223581644813297	0.0053246194160531	-0.002803522409634	2.8351571925809656e-05	7.859737901320032e-06	0.000207177089744	-0.0001897480544588	3.600432417089973e-08	4.2922346514793435e-08	-0.0008730576242317	-0.0006069404853898	7.622296152291002e-07	3.6837675280520603e-07	0.0	0.0	0.0	0.0	0.0	0.0
