global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	c_comp_cor_07	c_comp_cor_08	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12
1126.1565950743443	n/a	1268228.6766294406	n/a	1526.7744754566866	n/a	2331040.2989060404	n/a	1108.540370941162	n/a	1228861.7540063693	n/a	1223.24496366635	1173.5991656888402	n/a	n/a	n/a	n/a	-0.0623424111	-0.1104525551	0.1349483709	-0.0255460371	0.1565747478	0.0104045802	-0.1080065904	0.214314869	-0.0079465504	0.0216491481	-0.0203058301	0.1035777642	-0.0678645178	0.0799375027	-0.1428612296	0.1661844807	-0.0179989757	0.083988696	0.000765547	-0.0275372629	0.0866935953	-0.0594304589	0.0108032982	-0.0458862884	0.0161665091	-0.1158606819	0.056127558	-0.0128794626	0.1765660859	-0.0581892116	0.083948122	-0.0477182382	-0.0977878375	-0.0490542911	0.1502338332	-0.0950553819	0.1123593052	-0.169578078	0.1019520176	0.0861815721	-0.0308066675	0.1136945338	-0.0781002286	0.0890717449	-0.1247582305	0.0100350656	-0.0738107719	0.1050381123	-0.1073243609	0.0650348878	-0.1360929033	0.1024691755	-0.0433106402	0.1648752917	-0.0126777274	0.0609439543	-0.0570568753	-0.0220534107	0.1344170707	-0.1348840199	0.1859282937	-0.0820196995	0.0476562488	-0.0718261346	0.0586457012	-0.0524811837	0.0197664444	-0.0862220407	0.039886672	-0.0073776973	-0.0514860189	0.0444780407	0.153366806	0.1532882396	-0.0062403666375843	n/a	3.894217577147519e-05	n/a	0.0959482743047175	n/a	0.0092060713420533	n/a	0.2385018789596031	n/a	0.0568831462672611	n/a	0.0005207575904674	n/a	n/a	2.7118846802941225e-07	-0.0007518222886566	n/a	n/a	5.652367537208479e-07	0.000684696082583	n/a	n/a	4.688087255045063e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1124.459489836889	-1.6971052374553892	1264409.1442842365	2.880166186998513	1510.976107788086	-15.798367668600577	2283048.798306433	249.58842099228403	1108.7788132258825	0.2384422847203495	1229390.4566585964	0.0568547231426602	1221.8352898647297	1139.4265992580315	1.198306	24.631147	0.0900679072328109	0.0468269826350976	-0.0300937984	0.1779625397	0.1337880781	-0.0839204348	0.0109041559	-0.0066910814	-0.2330661479	-0.1048700451	0.0911131919	-0.0006227201	-0.0810324993	0.0607994436	0.0268090297	0.0185342869	-0.140495488	0.0441677212	0.0036130076	0.0797496167	-0.0510832974	0.1880196809	0.0467033043	-0.0445926557	0.0471526603	-0.081535521	-0.040466946	0.0613408375	0.0546978364	0.0294159257	0.0451019264	-0.0344296919	0.0277046684	-0.1703315742	-0.114706373	-0.1976814824	-0.080148423	-0.116455513	0.0841588785	0.0087314949	0.1007935985	-0.0782563761	-0.0266804016	0.0367423749	-0.00817655	-0.0126857678	0.0008913316	0.1622769693	0.0503720029	0.0203752722	-0.0917406565	0.0555217825	-0.1470602318	0.1238379981	-0.0017328001	-0.0045853185	0.0044837379	0.1495941701	-0.0176933404	0.1436477692	0.1081064398	0.024135152	0.0892910437	-0.0457090627	-0.00077021	0.0155737958	0.0578745932	0.0060488396	0.0694000519	0.0273043564	-0.0595301308	-0.0453021321	-0.1263024865	-0.086779354	0.1531573254	0.1524510324	-0.016783622755625	-0.0105432561180407	0.0002816899928031	0.0001111602495706	0.0708215477857976	-0.0251267265189198	0.005015691630776	0.0006313523855565	0.2206554705610628	-0.0178464083985402	0.048688836688524	0.0003184942927274	0.0011367920361822	0.0006160344457148	3.794984383071409e-07	1.2922961335272722e-06	-0.0007410518262334	1.07704624232e-05	1.1600286080956319e-10	5.491578091638573e-07	0.0007889214983912	0.0001042254158082	1.0862937300392195e-08	6.223971306238162e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1125.0099140178154	0.550424180926484	1265647.3066383724	0.3029667789485908	1520.210800709444	9.23469292135792	2311040.878593649	85.27955335177805	1111.439172744751	2.6603595188685176	1235297.0347115365	7.077512769634331	1223.5361051880257	1140.052464833156	1.190899	24.478889	0.0524418287968869	0.0263930367898006	0.1871241977	-0.0083418496	-0.0084122317	0.0628426829	-0.0075824461	0.0593085311	-0.0274405326	0.0045891467	-0.0981188734	-0.0325034517	0.0458743921	0.1023477397	0.111045086	-0.0252038402	-0.1116121701	0.0933243678	0.1745550185	0.0579431894	-0.0735183996	-0.0785222645	0.0012621967	0.1162495965	-0.1144874799	-0.0559329563	-0.1923524445	0.0785754991	-0.0758661396	-0.0304057423	-0.1946399971	-0.0071119953	0.0394597703	0.0672651182	-0.0974534293	0.1391961005	-0.03731107	-0.0239857932	0.1014541142	0.0271263692	0.103072908	-0.0077573149	0.0677409221	0.136542213	0.1599777011	-0.1269606278	-0.0059199089	0.0136358246	0.0098698825	-0.0443295465	-0.1009407836	0.0249232788	-0.1228139111	0.1118945387	0.0529737912	0.0770437289	-0.0869421223	0.1115914649	0.1132542516	-0.1114676349	-0.0368629864	0.0677638052	-0.0078229388	0.0177013336	-0.0571686897	-0.0471849287	0.0279601873	-0.004564735	0.0730039025	0.0713903438	-0.0747458257	0.0041925326	-0.0120932743	0.0604492413	0.1527386503	0.1507811905	-0.0167667757800558	1.6846975569202727e-05	0.0002811247700586	2.8382058582931353e-10	0.0607016480973356	-0.010119899688462	0.0036846900817327	0.0001024123697045	0.2352263574901485	0.0145708869290857	0.0553314392580831	0.0002123107459002	0.0012191370662672	8.234503008499997e-05	6.7807039796995505e-09	1.486295186346595e-06	-0.0006387447249858	0.0001023071012475	1.0466742965686672e-08	4.079948236971853e-07	0.0004188897256484	-0.0003700317727428	1.3692351283917917e-07	1.7546860225379186e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1125.0744963913155	0.0645823735001158	1265792.6224301725	0.0041708829669084	1521.3383081772747	1.12750746783081	2314470.2479276923	1.2712730900142453	1108.3268277304512	-3.112345014299762	1228388.3570670453	9.68669148803659	1220.1368215951716	1153.039231249567	1.073317	22.062	0.0914888474825292	0.0393863173375423	0.0388185774	-0.065754839	0.0485528428	0.0588291951	0.0147896147	0.015509612	-0.0440736142	0.113675617	-0.031026922	-0.118195757	-0.0336282097	0.1073955041	0.0558623133	-0.0313013583	-0.1252777102	0.0500818457	0.1557731481	0.0200768232	0.1038360909	0.0134893597	-0.0679198071	0.0236065253	0.0422720759	-0.0113556277	-0.0198701506	0.1026904779	-0.084354491	0.1578130177	0.0501804638	0.0578487392	-0.0572501622	0.084105035	-0.0871743138	0.0734359615	0.0700492724	-0.0093395401	0.0835808752	0.0039344636	0.1067319705	0.0185003513	0.0955062553	0.1819091367	0.1120315374	0.0629196811	-0.0559964387	0.0648976272	0.041200381	-0.0250011158	-0.0910904148	0.0508849242	-0.1243612559	0.1114782834	0.0401338119	0.1118493579	-0.1010383756	0.0590100193	0.0539867953	-0.0741295081	0.0323705823	0.0004195904	0.0028991536	-0.0292967263	0.056222068	0.0046572063	0.0318563994	-0.1161899156	0.0517398234	-0.0225329113	-0.0087709141	-0.006970587	0.0226359651	0.0958121031	0.1521113526	0.148287834	-0.0298600460644138	-0.013093270284358	0.0008916223509689	0.0001714337267392	0.0746488870140495	0.0139472389167138	0.0055724563324363	0.0001945254733998	0.2114811761589052	-0.0237451813312433	0.0447242878695538	0.0005638336364536	0.0009140155390426	-0.0003051215272246	9.309914637587233e-08	8.354244056113346e-07	-0.0004849712535515	0.0001537734714343	2.364628051695549e-08	2.351971167713133e-07	6.372158530301952e-05	-0.0003551681403453	1.261444079163959e-07	4.060440433529993e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1126.0259786091724	0.951482217856892	1267934.5045027444	0.90531841089787	1527.1695395076977	5.831231330422952	2332246.802400153	34.00325882890623	1108.2076124463763	-0.1192152840749258	1228124.1122840978	0.0142122839570652	1223.0353047315498	1163.8205143855168	1.106831	22.750877	0.1146610146984582	0.0616700209500428	-0.1020395303	-0.1051628751	0.1164029247	0.1070830077	-0.0440768363	0.0676909395	-0.0366185152	0.1224082064	-0.1110431609	-0.0899378266	-0.0635572599	-0.0514742843	-0.0472074753	0.1438273654	-0.1352613226	0.1362608119	-0.0053033424	0.011761544	0.040687171	-0.0405516967	0.1410098145	-0.0682529434	-0.0213152163	0.0312501924	-0.0444573325	-0.1410507998	-0.1014823446	0.0924841386	0.1340451082	0.0181578948	0.0727768075	-0.0411498623	-0.0984635546	-0.0153615554	0.1994658322	-0.0005080342	0.0586601993	0.0327197794	0.0256318903	-0.0585234948	-0.011087978	0.1078200607	-0.0406178415	-0.0311257312	-0.054093632	0.0167752429	-0.0324551392	0.0684313736	-0.1005189363	0.031432634	-0.1071920107	0.1160267871	-0.0814903854	0.0793786449	0.0458301787	0.0109114391	0.0127216851	-0.0440709896	0.0751555784	-0.0786126566	-0.0301945751	-0.1260351913	0.0216376114	-0.0423695979	0.0064106964	-0.0042046151	0.0502512244	-0.0234171615	-0.0749538054	0.0400405362	0.1531072577	-0.0490149368	0.151276289	0.1449845808	-0.0254519862569679	0.0044080598074458	0.0006478036044248	1.943099126601996e-05	0.0543118620660294	-0.02033702494802	0.0029497783610794	0.0004135945837363	0.2489343427353034	0.0374531665763982	0.0619683069930575	0.0014027396865994	0.0001030405656927	-0.0008109749733498	6.576804073998709e-07	1.0617358178271625e-08	-0.0003899895177781	9.49817357734e-05	9.021530130527974e-09	1.5209182397679498e-07	0.0002070201435116	0.0001432985582085	2.0534476784657924e-08	4.2857339819563454e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1127.4428021400286	1.4168235308561634	1271127.2720973596	2.007388917587726	1519.428380988626	-7.741158519071632	2308662.604953717	59.92553521739531	1111.2095568520683	3.001944405692029	1234786.6792393702	9.01167021486567	1222.134304314943	1135.9438626131362	1.174081	24.133205	0.0568054180080438	0.0255652860377633	-0.0277792005	0.1571741527	0.1419848471	0.0607849904	0.1199969991	0.174565355	-0.0500875375	-0.0145779612	0.162333524	0.0038041371	0.0077060472	-0.0315166253	0.027526384	0.0451847679	-0.1086795725	0.0671006957	0.0187195296	0.1139499583	-0.041888694	0.0151096521	0.0249241558	-0.0732010133	-0.1361551997	-0.0104550386	-0.0768026994	-0.041570129	-0.0817580905	-0.1772572333	0.127196886	-0.1487504427	-0.0602319605	0.0008511639	-0.1325455171	-0.136232385	-0.0112376962	0.0595648433	0.0395550014	0.0183645159	0.1187558523	-0.154668768	0.0983559679	0.0512591921	-0.0955614239	-0.0731353777	0.0900113804	-0.0577877691	-0.0353941272	0.0916310203	-0.1015988253	0.0130329183	-0.1130065589	0.1155811002	-0.0698940958	0.0064191871	0.0796496526	0.0536345443	0.0349748146	0.1111124042	0.0145541624	-0.0248643114	-0.0173893622	-0.0584224462	-0.045211727	-0.0031775901	-0.0041038306	0.1056142974	0.1496396358	0.0487498655	-0.1142203962	0.0836364578	0.0951908183	-0.0674208991	0.1502346003	0.1408894722	-0.0171485966658053	0.0083033895911626	0.0002940743676064	6.894627870262745e-05	0.0402149136072722	-0.0140969484587571	0.0016172392764403	0.0001987239558488	0.2336778675955244	-0.015256475139779	0.0546053458039914	0.0002327600336906	0.0002640161068675	0.0001609755411747	2.5913124856519725e-08	6.970450468547118e-08	-0.0002369820376708	0.0001530074801073	2.341128896878581e-08	5.616048617860447e-08	0.0001380310684268	-6.898907508479999e-05	4.7594924810561715e-09	1.9052575851043945e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1126.0451139922768	-1.3976881477517509	1267977.5987458795	1.95353215836572	1515.644933723001	-3.783447265625	2297179.5651202	14.31447321176529	1109.3818435668943	-1.8277132851740132	1230728.0748358811	3.3405358528015845	1221.413257377228	1129.9457181746202	1.036105	21.297117	0.1030939475985515	0.0519885186221766	0.1290223276	0.1308506752	0.0162033363	0.0773554867	0.0384093005	0.0944616463	-0.0509056282	-0.1293650691	-0.0069855429	0.0249471493	0.0711447588	0.0730580596	-0.0011944033	0.0013295964	-0.1191135524	0.0399136423	-0.020713084	0.0723588676	0.09711623	0.1357677014	0.1013696113	-0.0669627343	-0.0699308845	0.0941029976	-0.0926707137	0.0660916318	0.087293912	-0.1067936319	-0.1517220877	-0.0025964103	-0.108902743	-0.0276282458	-0.1292319733	0.0207717917	-0.1103376229	0.0819472533	0.122738703	0.105499507	-0.0317047127	0.0021508043	-0.0040464336	0.1077086983	-0.1284924505	-0.0147075065	-0.1280807167	0.0109742319	0.1074987508	0.0731146991	-0.10636642	0.0376471113	-0.125302393	0.113976445	0.0462940359	-0.0435760529	0.0090564956	0.1286751713	0.0587567469	-0.0258207182	-0.0765470013	0.0504473747	-0.0185513304	-0.0116101658	-0.0340099854	-0.0445994959	0.0903056053	0.083826233	0.0845622659	-0.0124541442	-0.1278153552	0.1613390364	0.0431018215	-0.0143986348	0.1489877092	0.136024874	-0.0169435415973282	0.000205055068477	0.0002870836018603	4.20475811081474e-08	0.0546656164536045	0.0144507028463322	0.0029883296222525	0.0002088228127529	0.2500338929332315	0.0163560253377071	0.0625169476153467	0.0002675195648477	0.0011411105923375	0.00087709448547	7.692947364418841e-07	1.3021333839448403e-06	-0.0005237627219403	-0.0002867806842694	8.224316087008262e-08	2.74327388894312e-07	0.000415799185608	0.0002777681171812	7.715512692238887e-08	1.7288896275227606e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1127.2498285844774	1.2047145922006166	1270692.1760437335	1.451337248661098	1518.473729391659	2.828795668657904	2305762.4668526133	8.002084935017717	1107.8747021811348	-1.5071413857594962	1227386.355732938	2.2714751566690543	1219.5997071339086	1141.8992390453934	1.129416	23.215115	0.1026290371221327	0.060943660450623	0.0818211842	-0.0879439239	0.0247165855	0.2151062439	0.0561597666	0.1370442075	0.0080390751	0.0603694365	-0.0349460545	-0.0133656381	-0.0092407929	0.1554636838	0.0557104963	0.0406027743	-0.1294701128	0.1293765121	0.0925699057	0.1127469761	0.0661588471	0.0007327184	-0.0551900957	-0.0754895288	-0.0687746971	-0.0036263005	-0.032602565	-0.0527452604	0.0832898753	-0.0331509389	0.0954826188	0.1253739006	-0.0249851069	0.1795734589	-0.1093623262	0.1172804203	0.0642075123	0.0829198938	0.0954240023	0.0030523771	0.0988246554	0.0328342925	0.1312531095	0.1847366352	-0.0365026332	-0.0165189129	0.0621700243	0.1273544856	0.1350919235	0.0439828289	-0.113798598	0.0547721446	-0.1213396466	0.0852089413	0.0160460645	0.1273215034	-0.0245198271	0.0269871115	0.0753523425	-0.1002417026	-0.1339895825	0.0199115377	-0.0576149781	-0.0135009299	0.0302659723	0.0376768952	0.0845351785	-0.0041094148	0.0139959873	-0.0106339719	-0.0513733787	0.0070463273	0.0524173546	0.0952261618	0.1475373187	0.1304173552	-0.0222397907403149	-0.0052962491429866	0.0004946082921729	2.8050254984587336e-05	0.0745327677131939	0.0198671512595894	0.0055551334629889	0.0003947036991714	0.2371985289695928	-0.0128353639636387	0.0562631421453387	0.000164746568079	4.606864398424223e-05	-0.0010950419483532	1.199116868653299e-06	2.122319958546857e-09	-0.0003434905563266	0.0001802721656136	3.2498053695053284e-08	1.1798576228555717e-07	0.0003985078444566	-1.7291341151399998e-05	2.98990478814099e-10	1.588085020934457e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1130.6920919788058	3.4422633943283927	1278464.6068634083	11.849177275933227	1525.2041974235983	6.730468031939381	2326247.8438385627	45.29919992895797	1111.6310999734062	3.7563977922714	1235723.702428085	14.11052437378145	1223.6769841278729	1176.755250558345	1.605184	32.994511	0.2388312915841837	0.1458640704330004	-0.208279421	0.0335926422	0.0080036397	0.2591185703	-0.04252867	0.0882413467	-0.0443118579	0.0511484623	-0.0121643962	-0.1272865428	0.0450771856	0.0456100069	0.0460905966	0.0668136185	-0.037139082	0.0917710252	-0.1325089704	0.0328138949	0.0045823546	0.0712223984	0.0994215524	-0.0968988649	-0.1422110043	0.0350760388	-0.1216377307	0.0415543848	-0.0134414668	-0.0167608116	-0.0272687809	-0.1377822893	0.0240421218	0.0267948561	-0.0652726498	-0.0860171563	0.1329713749	0.1224063559	0.0081569751	0.0039478029	-0.0128905045	-0.0763952552	-0.0154665283	0.1342322973	-0.0207274623	-0.050013889	0.049986995	0.0145699091	0.0762190818	0.0529299575	-0.0436512818	0.0543822451	-0.1122359822	0.1176899751	-0.2181425422	0.0125034322	0.1783313185	-0.0146330189	-0.2015345416	-0.0885001929	-0.1048278593	0.3137700153	-0.3180137189	-0.0345642222	0.056195174	-0.1052883874	-0.3590182285	-0.127706646	-0.359392254	0.1045678791	0.2288542976	-0.1063841202	0.1084758915	-0.0165219372	0.1458854101	0.124097542	-0.017171767428465	0.0050680233118498	0.0002948695966172	2.5684860289454007e-05	0.0404544299472604	-0.0340783377659335	0.0016365609023577	0.001161333104889	0.1041657228623904	-0.1330328061072024	0.0108504978194443	0.0176977275007565	0.000741987378869	0.0006959187348847	4.843028855636018e-07	5.50545270400889e-07	0.0001170820521636	0.0004605726084902	2.1212712769146705e-07	1.3708206938839952e-08	0.0002219566998476	-0.000176551144609	3.117030666274803e-08	4.92647766072376e-08	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1123.642593290151	-7.049498688654921	1262572.6774558155	49.69543176134746	1500.1029173009535	-25.101280122644766	2250308.762494832	630.0742637954812	1111.702041898455	0.0709419250488281	1235881.4299611943	0.0050327567296335	1219.7603894621589	1136.6134777859118	2.273043	46.722343	0.634988014581421	0.3988572868780993	0.0960186708	0.0775599668	-0.3031230541	0.0181929595	0.1039706877	-0.0764274628	0.3719714663	-0.1499409208	0.0288486108	0.3726958066	-0.2286305669	0.0848153477	-0.2111486556	-0.1367255345	0.1185946209	-0.1551434127	0.1689754161	-0.020839427	0.0482144708	-0.0959039266	0.1070502661	-0.0330302555	-0.0006044935	0.1988717625	0.030626551	0.0683914116	-0.2874997969	-0.0601408453	0.0166277606	0.2111158088	-0.0429048395	-0.0968378727	0.1615089656	0.1715861654	-0.2249452961	0.1133028099	-0.0760016214	-0.0028791353	0.0766182779	-0.0144405599	0.1572807064	-0.3289399518	-0.1767489639	-0.0625128715	0.0945540921	0.4006252536	-0.3567639313	0.2289992261	0.2087923336	0.1084729312	0.2107090063	-0.2762684305	0.3332890845	0.1067889375	0.3356003014	0.1902238508	0.2392323897	0.0464727605	-0.1123594129	-0.067258656	-0.0332104019	-0.3060785919	-0.2018000131	0.1936332546	-0.1241717058	-0.0244102444	0.0985854573	0.0025704248	0.0662179136	-0.0782846997	0.1707267192	0.0233961633	0.1440342395	0.1170999511	0.0420373811825811	0.0592091486110461	0.0017671414166896	0.0035057232792449	0.0479596567577118	0.0075052268104513	0.0023001286763175	5.6328429476318455e-05	-0.2753244384218831	-0.3794901612842735	0.0758035463923253	0.1440127825115639	-0.0015666263339311	-0.0023086137128001	5.329697274928662e-06	2.4543180701663984e-06	0.001523875161816	0.0014067931096524	1.97906685336547e-06	2.3221955087997403e-06	0.0001616939647871	-6.026273506049999e-05	3.631597236972015e-09	2.6144938248571937e-08	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
