global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14
1267.7778795018291	n/a	1607260.7517541545	n/a	1688.379355770418	n/a	2850624.848991732	n/a	1247.7026806121178	n/a	1556761.9792066645	n/a	1376.8301302070497	1294.4922421798256	n/a	n/a	n/a	n/a	-0.0304805662	-0.0286403624	-0.113949849	-0.0057304853	-0.0294512075	-0.0477855914	0.0506528208	-0.07906202	0.0897478042	-0.0227267373	0.0712614726	-0.0682044173	0.049481371	-0.1511885735	0.0832268441	-0.0953446823	0.10542506	-0.0870400249	0.0731082779	-0.0489333877	0.0383461077	-0.3057291443	0.1209321984	-0.0539725277	0.1738027908	-0.0333631729	-0.017531615	0.0545186277	-0.0292274641	0.0123781846	-0.0970181467	0.0151898958	-0.1279204586	0.0189211464	0.0104573439	-0.2059594361	0.1471968027	-0.0193371427	-0.0003910052	0.0129445404	-0.0251383062	0.0762020062	-0.1180292415	0.1084739287	-0.0584670719	0.0519158575	-0.0158589534	0.0190496706	-0.1722739772	-0.0078153598	0.0528471068	-0.0107228657	0.2223962952	-0.1301767253	0.0041379017	-0.0459365985	0.14020067	-0.0090453017	0.0298436938	-0.1512867794	0.1110813916	0.153366806	0.1532882396	0.0061034555167793	n/a	3.725216924530367e-05	n/a	0.0826640175865804	n/a	0.0068333398035544	n/a	-0.106321524071518	n/a	0.0113042664808903	n/a	0.0007980198111175	n/a	n/a	6.368356189360103e-07	0.0001238739869227	n/a	n/a	1.5344764636125248e-08	-0.000316049067361	n/a	n/a	9.988701297975793e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1264.2717105373913	-3.5061689644378475	1598382.9580651412	12.293220807187168	1689.640813717897	1.2614579474789025	2854886.079381277	1.5912761532576856	1247.2182635368183	-0.4844170752994614	1555553.3968997963	0.2346599028416841	1380.5808783209286	1307.275430870431	0.904165	19.754211	0.0605526548982421	0.0292208812351729	-0.0482499944	0.0709788517	-0.0523303959	-0.004074802	0.1097536403	-0.0185285067	-0.0311722989	-0.0877145281	0.0394267027	-0.0258616361	0.0388902433	0.0263708713	0.031268463	-0.1224900512	-0.0158787938	0.0154014385	-0.0059579544	-0.0728900983	0.1956547657	-0.2745707194	-0.0106385015	-0.1051048487	0.1568350335	0.1275244311	0.1463124427	-0.0526388119	-0.0819770668	0.095662503	0.0426219056	-0.0161970373	-0.016124194	0.0093673462	-0.1544804261	-0.0224811004	-0.0195036357	-0.1867341001	0.142833064	-0.0239304235	-0.0066155227	0.0239927411	0.0266869782	0.0970673401	-0.1637553095	0.1148105503	-0.0663106869	0.0057339831	-0.0863618779	0.057352433	-0.1495613774	0.0233731095	0.0231646595	0.0065486434	0.1998993985	-0.1009877037	0.020549641	-0.0660115964	0.1516527333	0.004512003	0.0564940226	-0.1828388883	0.0919900104	0.1531573254	0.1524510324	-0.0018958194753651	-0.0079992749921444	3.5941314831736028e-06	6.39884003999468e-05	0.0774353353881878	-0.0052286821983926	0.0059962311666811	2.733911753178774e-05	-0.0844419986275752	0.0218795254439427	0.0071304511322194	0.0004787136336521	0.0008670001955038	6.898038438630009e-05	4.758293430081713e-09	7.516893390036275e-07	-6.312061984203865e-12	-0.0001238739932347	1.5344766199925856e-08	3.9842126492431633e-23	2.931850183636453e-13	0.0003160490676541	9.988701316507965e-08	8.595745499289103e-26	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1263.8007855641708	-0.4709249732204625	1597192.4255926153	0.2217703304026934	1684.3410342863235	-5.29977943157337	2837004.719780722	28.087662023328157	1248.1994454891123	0.9811819522940368	1558001.8557193277	0.9627180235075375	1378.9485448602622	1309.687718029809	1.125531	24.590626	0.0661531620159774	0.0360580453963039	-0.0473476475	0.0948477211	0.0033689773	0.0778529887	0.0410566087	0.0483406256	-0.1030828543	0.131921057	-0.2193620999	-0.0373130799	0.0395370657	0.0496151998	0.043647278	-0.0243373606	-0.022658946	0.0381264827	0.0456871068	-0.07640581	0.0455496593	-0.0464914263	-0.0125074056	-0.2386235118	0.1407810418	0.1105337619	-0.1157214907	-0.0434212278	-0.0110894596	0.000814646	-0.0716752854	-0.1067655146	0.0274894242	0.0727934944	-0.06603492	-0.0921122999	-0.018170195	-0.1836876898	-0.1034627551	-0.0186414101	-0.0103655498	0.0169796703	0.0042712824	0.0981560888	-0.1316103276	0.1055816394	-0.0936845942	0.0889561517	-0.0093976162	0.0022227734	0.024414154	0.0052762952	0.0579231503	0.1463508121	-0.0193181278	-0.0184696403	0.1097988482	-0.1285788633	0.2172195309	-0.0942962346	0.1561677104	-0.2327347962	-0.0164688023	0.1527386503	0.1507811905	-0.0006779658658189	0.0012178536095462	4.5963771521557065e-07	1.4831674142847083e-06	0.0616233176121028	-0.0158120177760849	0.003797433273522	0.0002500199061512	-0.077871439915377	0.0065705587121982	0.0060639611544941	4.3172241790443766e-05	0.0003380001321719	-0.0005290000633319	2.798410670051542e-07	1.1424408934822185e-07	0.0003220001754271	0.0003220001817391	1.0368411704005337e-07	1.0368411297508319e-07	-5.4392998712738496e-08	-5.4393291897756866e-08	2.958630203474582e-15	2.9585983089639715e-15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1267.8072743835774	4.006488819406513	1607335.2849799157	16.051952660029396	1688.000667352786	3.659633066462448	2849346.252983451	13.392914181145336	1250.575784886137	2.3763393970245943	1563939.7937435776	5.646988929851212	1378.2343154088933	1301.2990032113603	1.297736	28.352947	0.3755102459547257	0.22860371464448	-0.0474038676	-0.0245733968	0.0095415177	0.0540835077	-0.0751056226	0.0672309782	-0.0798284495	-0.0212991705	0.0448176221	0.0136184632	0.0103120605	-0.0671932037	-0.016258497	-0.1240494116	-0.1135970019	0.2420158864	-0.0832793136	-0.0292450951	-0.0210396743	0.1444187345	-0.1883498328	-0.1223866371	-0.122906093	0.3187241567	-0.1004951874	-0.0297553403	0.0348321318	0.0217777269	0.0256817643	-0.0164563821	-0.0512615176	0.0197855381	-0.0047120888	0.1795120753	-0.1020216482	0.0180478924	-0.1322298373	-0.0293963655	-0.0140628451	-0.0343829058	0.0567993517	0.1150492312	0.0221374346	0.0154375363	-0.50174324	0.0901963961	0.0158882424	-0.0496556177	-0.0080619108	0.0629015972	0.1300722919	-0.1743201268	-0.2214853136	0.2928281825	0.0582206707	-0.0124434457	-0.0573573084	0.1338239017	-0.0376716679	-0.1878659921	0.2920907132	0.1521113526	0.148287834	0.0016548608753481	0.002332826741167	2.73856451675788e-06	5.442080604303845e-06	-0.0584207044249325	-0.1200440220370353	0.0034129787055053	0.0144105672268282	0.1137219649774721	0.1915934048928491	0.0129326853183373	0.0367080327984352	0.0007591076705873	0.0004211075384154	1.7733155891027756e-07	5.762444555444767e-07	0.0008909085642909	0.0005689083888638	3.236567549196047e-07	7.937180699268726e-07	-0.000240838311393	-0.0002407839183942	5.797689535730679e-08	5.800309223463164e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1270.7854302089888	2.978155825411477	1614895.6096314448	8.869412120432315	1692.8937248142286	4.893057461442595	2865889.163515393	23.94201132097905	1260.3110372340425	9.735252347905544	1588383.910573948	94.7751382774004	1387.267544526783	1305.7057554998191	1.765647	38.575867	0.830973414652077	0.4742538534151467	-0.0138939134	-0.0878059731	-0.0568218575	0.0337351968	-0.0388436151	-0.1071992614	0.0181700932	-0.0749198879	0.0892917794	-0.1709511217	-0.1326287872	-0.0904328671	-0.4519718855	-0.0346614508	0.1803954351	0.2376890811	0.0798612501	0.0732928817	-0.0465111106	-0.1947330366	-0.0508449848	0.0455433593	0.0906952761	-0.0457650334	-0.3830000389	-0.07556425	-0.0692485872	0.0959975645	-0.013496354	0.0944378017	-0.1965693868	-0.3440648709	0.4352354909	-0.02391338	-0.1290678931	-0.0718216102	-0.0143551268	-0.0805520126	0.2055935202	0.0454037272	0.1501888134	-0.2477820608	0.1979163582	-0.1399983508	0.0767036144	-0.0124928757	0.2411624212	-0.2358511191	-0.4479755119	0.3777272679	0.205724833	0.2064281631	-0.137797009	-0.0849315171	0.1248946857	0.2365081784	0.0320154228	0.124793648	0.1158267572	0.1372783382	-0.1606148353	0.151276289	0.1449845808	0.0277021953761931	0.026047334500845	0.0007674116286607	0.0006784636345989	0.1066780497175443	0.1650987541424768	0.0113802062915388	0.027257598619398	-0.2523346883801096	-0.3660566533575817	0.063672794959887	0.1339974734673527	0.0052460474296358	0.0044869397590485	2.013262840133021e-05	2.7521013633988388e-05	9.785572574783076e-05	-0.000793052838543	6.289328047212195e-07	9.575743061634668e-09	-0.0004362591668249	-0.0001954208554319	3.8189310737735566e-08	1.9032206063875597e-07	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1267.1408489155494	-3.644581293439387	1605645.9309904194	13.282972804488317	1696.0963499573456	3.202625143117075	2876742.8283386305	10.256807807325664	1253.260543238863	-7.050493995179522	1570661.98923937	49.7094655760625	1385.9985030983526	1345.2058064998484	1.798617	39.296207	0.1447893533319872	0.0821746676356004	-0.0172122859	0.0430240342	0.0818584448	0.0222015897	0.2849179655	-0.0895463569	0.0507546848	-0.1336114327	0.0074992811	-0.2000690847	0.025810926	-0.0027051405	-0.3535766989	0.0447331404	0.0335519443	-0.1169211282	0.0204533464	0.095480467	-0.0988277963	-0.1450602958	0.0156923459	0.1034409463	-0.070509492	-0.0531636119	0.1429149703	-0.1132183309	-0.1648966746	0.228394786	-0.0320161645	0.0558450479	-0.0003727433	-0.1789805354	0.2278582817	-0.0293124708	0.0087776598	0.065035949	0.0539072261	-0.0891665085	0.2431836298	0.0499226013	0.1889712083	-0.1153716384	0.0359999892	-0.0224320068	0.158458072	-0.227541699	-0.0100719915	0.077065352	0.0863078023	0.180426473	-0.0921312812	0.057857978	0.2663324373	0.1348056678	-0.1462514378	0.0644169082	-0.0860476353	-0.4046602489	-0.1372966144	-0.1073023376	0.2130584357	0.1502346003	0.1408894722	0.0295510887101073	0.0018488933339141	0.0008732668439526	3.4184065601923623e-06	0.1178795871112896	0.0112015373937452	0.0138955970575281	0.0001254744399834	-0.3184944987453093	-0.0661598103651996	0.1014387457310258	0.0043771205075591	0.0060110311081583	0.0007649836785224	5.852000284058153e-07	3.61324949832468e-05	-8.672465554959707e-05	-0.0001845803812974	3.406991715990384e-08	7.521165880196259e-09	-7.424098186226613e-05	0.0003620181849626	1.310571662436398e-07	5.511723387873328e-09	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1257.7339825198355	-9.406866395713903	1581894.770785206	88.48913538681151	1679.1425367333422	-16.953813224003397	2819519.658667284	287.4317828343925	1245.655911839262	-7.604631399600976	1551658.6507001033	57.830418723797095	1379.343348843066	1315.0290853354225	1.433858	31.326946	0.2511302239614193	0.1577890055265507	-0.0738560236	0.2060806543	-0.0069414821	0.087701221	0.2156078472	0.0726015654	-0.090297212	0.0812467943	-0.1813710989	-0.1712068086	0.1788559459	0.1655124878	-0.1552985376	-0.0216812231	-0.1125904321	-0.265499801	-0.0157413688	0.0606399302	-0.0776249325	0.0183332505	0.0524588265	0.2169080294	-0.0932183055	0.0811718012	0.0639387537	-0.1324955363	-0.2020603547	0.0894970452	-0.1616479612	-0.1788397584	-0.0606538431	0.0439905189	0.0518241924	-0.0836969589	0.0677528394	0.2123007886	-0.1150161462	-0.0625278645	0.1853337425	0.0379914611	0.1665017342	-0.0641601211	-0.0036459324	-0.0127201054	0.1588784407	-0.1342122429	-0.1097355715	0.0700855222	0.2724162005	0.027959097	0.0835697221	0.0113412466	0.0452380115	0.0915235179	0.0402144822	-0.0472507056	0.040954885	-0.2813794189	0.056879812	-0.0261792369	-0.0735630468	0.1489877092	0.136024874	0.0328979688263189	0.0033468801162116	0.0010822763528974	1.1201606512292592e-05	0.0960197029926774	-0.0218598841186122	0.0092197833628019	0.0004778545336791	-0.2148055592695925	0.1036889394757167	0.0461414282931224	0.0107513961695988	0.003842009619353	-0.0021690214888053	4.704654218899161e-06	1.4761037915200982e-05	4.711571727211705e-06	9.143622727680878e-05	8.360583658616231e-09	2.2198908140660688e-11	0.0001099917070732	0.0001842326889354	3.3941683672392226e-08	1.2098175624876636e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1258.8730561227655	1.1390736029300117	1584761.3714318716	1.2974886728919577	1666.1058505705034	-13.036686162838803	2775908.7053052606	169.95518610835276	1245.5447881171044	-0.111123722157572	1551381.8192056825	0.0123484816261532	1373.7606979995871	1272.7916255268929	1.315726	28.745998	0.2480411082582723	0.1338353979839559	-0.0723946728	0.1568761618	0.0126610696	0.0869408681	-0.0112132063	0.1696972345	-0.0549303972	0.092708339	0.024673665	-0.0500787393	0.1329550898	0.0995894872	0.0271164883	0.082114894	-0.08319599	-0.0423554613	0.2096867332	-0.0675884394	-0.0676001505	0.147491117	-0.0998531612	0.1728334995	0.016466338	-0.0397684688	0.0445045608	-0.0648202063	-0.0956929305	-0.0286660957	-0.0540966183	0.0218158054	0.0873982896	0.2132664769	0.0946104441	0.1515662271	0.1305204958	0.1935625555	-0.1179189012	-0.0377426861	0.1039998892	0.0105760365	0.0642049696	-0.0141172936	0.0466078225	-0.0546020604	0.101645106	-0.1065743186	-0.1252860048	0.011435338	0.2381246677	-0.0084419089	-0.1104279755	-0.16229361	-0.2611158158	0.0044977004	-0.0284013094	-0.0071704103	0.0188307495	0.0887023274	-0.0131063762	-0.0406535225	-0.0691154167	0.1475373187	0.1304173552	0.0265570653540265	-0.0063409034722924	0.000705277720218	4.020705684492984e-05	0.0346489562926564	-0.0613707467000209	0.0012005501721704	0.0037663685505181	-0.139110243570208	0.0756953156993845	0.0193516598661625	0.0057297808188294	0.002136974573989	-0.001705035045364	2.907144505919417e-06	4.566660329875467e-06	0.0003211940794847	0.0003164825077574	1.0016117771646865e-07	1.0316563669602377e-07	0.0001811570016832	7.116529461000001e-05	5.064499156928097e-09	3.281785925884693e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1266.9416385896136	8.068582466848056	1605141.1155921351	65.10202302432786	1676.6995495324848	10.593698961981318	2811321.379402437	112.22645769708404	1248.4919129716588	2.9471248545544317	1558732.0567556322	8.685544908332478	1374.8019474643263	1277.6308597047578	1.182615	25.83779	0.0311859087582427	0.017566481298973	-0.0404878731	-0.0144205544	-0.1612673773	0.0654373367	-0.1421158266	0.0535345201	-0.0876080796	0.0554991282	-0.0264328706	-0.0400606468	-0.0013011457	0.0217718489	0.0281934533	0.2043789643	-0.0690697399	0.0405432474	0.0860243807	-0.0779799664	-0.0872411972	0.1283122849	-0.0301716302	0.0815496471	0.1711328081	-0.023979085	0.0943013268	-0.0336005348	0.0603268535	-0.0615198364	-0.1237861146	-0.1015048837	-0.093393196	0.082876337	0.1526630958	0.1069036502	0.0821233771	0.0793261858	-0.1384140483	-0.0269619546	0.0761119591	-0.0109425463	-0.0042261625	-0.061687387	0.1208080915	-0.0488851813	0.072113765	-0.039434622	-0.0239617067	-0.0319549766	0.2024124131	-0.0980991437	0.1260023063	-0.0868103386	-0.1308278247	-0.0500584299	-0.0124588207	-0.0682742383	0.0406464252	0.0832409147	-0.0700453324	0.0635681981	-0.0160341997	0.1458854101	0.124097542	0.0226536645197512	-0.0039034008342752	0.0005131885161734	1.5236538073021104e-05	0.0373507127455923	0.0027017564529358	0.0013950757426037	7.2994879309807585e-06	-0.1248723546070564	0.0142378889631515	0.0155931049451104	0.000202717482127	0.0021199528079441	-1.70217660448997e-05	2.8974051928730037e-10	4.494199907910075e-06	0.0004942104077096	0.0001730163282249	2.9934649832426354e-08	2.442439270884891e-07	0.000197976157571	1.6819155887799986e-05	2.8288400477811693e-10	3.9194558966577426e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1272.048507348182	5.106868758568453	1618107.405046738	26.08010851724249	1686.5498643195492	9.850314787064464	2844450.44483629	97.0287014042608	1249.083699197972	0.591786226313161	1560210.08760209	0.3502109376539718	1374.188155117095	1316.9025232731008	1.106739	24.180044	0.0851060055351632	0.042507248682323	0.0033545923	-0.0685165499	0.1130785835	0.0141421355	-0.055654556	-0.0263205055	0.099670506	0.0178274327	0.0591322792	-0.0493593101	0.0333669919	-0.0268661242	0.0071766049	0.220478779	-0.0217478584	0.0770027599	0.04192417	-0.0435872947	-0.0479605864	0.1220819733	0.0626027544	0.1740018219	0.1105055537	-0.0287511603	-0.0167089288	-0.0130661144	0.0385114229	-0.0563353302	-0.0740300231	0.1354593832	0.1739310057	0.0338951406	0.151945034	0.1208825232	0.112566154	0.2380846233	-0.0092705779	-0.0203465648	0.0876866047	-0.0057783099	-0.0358013493	-0.0600708921	0.125933261	-0.0387083432	0.1194505555	-0.0412669957	0.0001025574	-0.0218860989	0.1008614259	-0.0590505072	-0.1388814166	-0.1195474313	-0.1420855573	-0.0578731507	-0.0837587542	0.0678280724	-0.0187964879	0.1389995319	-0.1223721695	-0.018799186	0.0974300072	0.1440342395	0.1170999511	0.0354428351200368	0.0127891706002855	0.0012561945613461	0.0001635628846432	0.0418782050261938	0.0045274922806015	0.0017537840562159	2.0498186350906185e-05	-0.1586369571321384	-0.033764602525082	0.0251656841681439	0.0011400483836767	0.0022610051290224	0.0001410523210782	1.989575728157578e-08	5.112144193465599e-06	0.0001894590716238	-0.0003047513360858	9.287337684608026e-08	3.5894739820552174e-08	-3.671498784878235e-05	-0.0002346911454197	5.507993373844943e-08	1.3479903327362355e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
