global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12
909.31956204307	n/a	826862.0659142007	n/a	1345.0222911834717	n/a	n/a	1809084.963780436	873.5162433414009	n/a	763030.6273812735	n/a	986.1111484539348	929.5601530474436	n/a	n/a	n/a	n/a	-0.0341098598	0.0718822991	-0.0472559089	0.036350983	-0.0895753837	0.0482218011	-0.0204737739	0.0934324249	-0.0238120265	-0.0049780301	-0.1066263829	0.0047547648	-0.0843794877	0.0930713495	0.0599515877	-0.0345264139	0.0830065905	-0.0377889281	0.0010745393	-0.0279052348	0.0178923419	-0.0426475835	0.0174728799	-0.0553491882	0.0350241024	-0.0760370916	-0.0730748367	0.1661297629	-0.0997407153	0.0645484265	-0.0087267185	0.0344924634	-0.0684382547	0.1154463454	-0.0509646649	0.0606740839	-0.0222589125	0.0678366763	0.0313685363	-0.0105079696	0.0460095989	-0.076015575	0.0324557748	-0.0725298718	0.0247987509	-0.0050158229	-0.01083159	0.0783810453	0.1312572281	-0.0225645972	0.0073628672	-0.0243294048	0.0330208912	-0.0276260136	0.0548233961	-0.0717808555	0.014526967	-0.0611728377	0.1024070041	-0.076417791	0.0400400695	-0.001928773	0.0563515544	-0.0423710993	0.0287505109	-0.0530258749	0.034417476	-0.0724306816	0.0224448636	-0.0142850344	0.153366806	0.1532882396	0.0183154987557969	n/a	0.0003354574946735	n/a	0.0259982739209476	n/a	n/a	0.0006759102468686	0.145205654452063	n/a	n/a	0.0210846820848519	0.0017401163235122	n/a	n/a	3.0280048193536158e-06	0.0003151408024812	n/a	n/a	9.93137253884947e-08	-0.0038627886615954	n/a	n/a	1.492113624414998e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
910.2006031301348	0.8810410870647729	828465.1379384612	0.7762333970962768	1339.9378286177111	-5.084462565760532	25.85175958262017	1795433.3845607466	875.0504788376215	1.5342354962206173	765713.3405139508	2.353878557863324	986.1305627460224	903.9487884176436	1.213234	27.376869	0.0467506600917282	0.0230698210336332	-0.0191539004	-0.0761704421	-0.0106832175	0.0302421425	-0.090662065	-0.0039504135	0.0439085781	-0.072533287	0.021267283	-0.0206536746	-0.1373757393	0.041270736	-0.0049166301	0.0177768874	0.0141764966	0.0496541652	-0.0714032269	0.0215202099	-0.0715769613	-0.0493723383	0.090946197	0.0666707028	0.1144145537	-0.0119026838	0.1145355141	-0.116988632	-0.062707186	-0.1258022934	0.0659062718	0.0644845533	0.0031344649	0.0104736451	-0.0361408745	0.1026482341	-0.0365296234	0.0929146709	-0.0324430848	-0.0936005194	0.0705504008	0.1221467581	0.0139883678	0.1087086362	0.1116160256	0.0680593598	-0.0279587209	-0.0134382009	-0.0109924024	0.0675207492	0.1145924692	-0.020147879	0.0296453068	-0.0539142641	0.0304187033	-0.0012572453	-0.0601230675	-0.0659483357	-0.027068683	-0.0281738051	-0.0232005812	-0.1780477913	0.1169554493	0.039180149	-0.1017718345	-0.046896522	0.0581923305	-0.0447439689	0.0618504883	0.0342420304	0.0124020356	-0.0064646514	0.1531573254	0.1524510324	0.0237048268524091	0.0053893280966122	0.0005619188161026	2.9044857332933675e-05	0.0180996430038078	-0.0078986309171398	6.238837036519675e-05	0.0003275970768652	0.1453587244334642	0.0001530699814012	2.3430419206168603e-08	0.0211291587689237	0.0020388374828425	0.0002987211593302	8.92343310316384e-08	4.156858281443541e-06	0.0004547956672982	0.000139654864817	1.9503481267054556e-08	2.0683909899321506e-07	-0.0036349720638112	0.0002278165977841	5.190040222596787e-08	1.3213021904687855e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
911.9799136616472	1.7793105315123512	831707.3629223055	3.165945967550765	1346.1704927259875	6.232664108276367	38.84610188659644	1812174.995486128	876.4718888650729	1.4214100274513155	768202.9719707086	2.0204064661391503	988.6572332588032	922.0700295223064	1.038683	23.438087	0.0579822986972195	0.0326196787053833	-0.0273684427	0.0999897474	-0.0058353098	-0.0300306956	-0.0862028723	-0.0847673211	-0.006239113	0.0207984626	0.065556483	0.0223522758	-0.0862939019	-0.0151024588	-0.1704106294	-0.0949296751	-0.2325329288	-0.0383949277	0.0545992433	-0.0715816161	-0.0895292663	-0.0169963168	-0.0182455495	-0.1572116368	0.0571804047	-0.0476687312	0.013582699	-0.1155150932	0.1070023617	-0.0224329392	-0.0218317705	0.1324955023	-0.0197961656	0.0652392897	-0.070530538	0.0011808468	-0.1119046247	0.0561161177	0.0006606543	0.0130516101	-0.0304529755	-0.0422167342	-0.1782164086	0.0580744904	0.0094444826	-0.0060276898	-0.0893465534	-0.1106885955	-0.0162225128	0.0699229154	0.1054379862	-0.0167904024	0.0032225644	-0.0400784939	0.0286659553	-0.0266616851	0.0106409735	-0.0891860904	0.0654593108	-0.0401081404	0.0867717578	0.0019600799	0.1271285098	0.0633818605	-0.0170610497	-0.0815266614	0.0527176978	0.0312895197	-0.0451559277	-0.05909578	0.1327972561	-0.0931728666	0.1527386503	0.1507811905	0.0265035537589852	0.0027987269065761	0.0007024383618554	7.832872297593028e-06	0.0213692702644721	0.0032696272606643	1.0690462423679133e-05	0.000456645711636	0.1264886949805301	-0.0188700294529341	0.0003560780115546	0.0159993899578775	0.0023067466340769	0.0002679091512344	7.177531331513673e-08	5.321080033825108e-06	0.0004547630368543	-3.2630443900008843e-08	1.0647458691116238e-15	2.068094196889454e-07	-0.0032420355439486	0.0003929365198626	1.5439910864173146e-07	1.0510794468226094e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
911.7486030496536	-0.2313106119935355	831285.5151629949	0.0535045992208239	1342.185379828176	-3.9851128978114048	15.881124808302811	1801461.593824505	875.608695443221	-0.8631934218518609	766690.5875357793	0.7451028835283247	987.5652453901832	934.1272087544452	1.145237	25.84251	0.0813369260822315	0.052051583916914	-0.0370597308	0.017580686	-0.0166907364	-0.0202987082	-0.0984161785	0.02549537	0.0159913961	-0.0987932853	0.002112449	0.0138638611	-0.1100441087	0.0252845473	-0.1012886646	-0.1186899621	-0.0996064508	-0.0213416493	-0.0454881933	-0.0476845231	-0.0495182296	-0.1223891482	0.1314757453	0.0142029795	-0.0031736356	-0.0884142671	-0.064804973	0.1420750425	0.0469327968	0.110339008	-0.0808797983	-0.169320788	-0.023372068	0.0499009585	-0.0385110223	0.0905347047	-0.082533778	0.0537712376	-0.0263494818	-0.093342484	0.0158677429	0.0670848617	-0.0762925138	0.104279008	0.0155727793	0.0236579034	0.067850236	-0.1039572123	-0.0206842167	0.0606782237	0.0784262054	-0.0272349504	0.034391685	-0.0573325133	-0.0021283474	0.0223149538	-0.0587536931	-0.0937488998	-0.1289016008	-0.0179831242	-0.0363375726	-0.1704959403	0.1070236558	-0.0654006187	-0.042680512	-0.0474127952	-0.0396929766	-0.0975054954	0.0268452937	-0.0564812835	0.0691966238	0.0209984082	0.1521113526	0.148287834	0.0325468644690118	0.0060433107100266	0.0010592983867642	3.6521604337922246e-05	0.0251063664267974	0.0037370961623253	1.3965887726466497e-05	0.0006303296351566	0.1403506672666097	0.0138619722860796	0.00019215427566	0.0196983098021825	0.0014191835953987	-0.0008875630386782	7.8776814762768e-07	2.014082077448781e-06	0.0004578874318403	3.1243949859999817e-06	9.761844028541824e-12	2.0966090023730533e-07	-0.0029788320391368	0.0002632035048118	6.927608494521525e-08	8.873440317387906e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
912.6648699191188	0.9162668694651755	832957.1647844821	0.8395449760795133	1351.2722750632993	9.086895235123166	82.57166501410408	1825936.761354745	875.2539364071342	-0.3547590360867616	766069.4531961838	0.1258539736852082	988.2445432813904	937.1182248356754	1.138117	25.681854	0.0983198582233895	0.0643652383435118	-0.0351123885	0.1526458546	-0.0187999261	-0.0391596653	-0.0532166882	-0.0013315927	-0.0291483601	-0.0201145731	-0.0219160324	0.0050081159	-0.1767714325	-0.0026447288	-0.1216739453	-0.0133592196	0.0355280789	-0.0511699092	-0.1295807333	0.0239322535	0.0174110718	0.0379195747	0.0453093179	-0.080596648	-0.00223786	-0.0683433453	-0.0159201663	-0.152076366	0.1635422831	0.15061995	0.0987822926	-0.0051816066	-0.0225348097	0.0610469137	-0.0498500789	0.1247523611	-0.0784921279	0.0584879031	-0.0378986319	0.0628944379	0.0113154332	-0.0307903304	0.0274195299	-0.009684079	-0.2044165733	0.047518052	-0.0280830531	0.0094282021	-0.0218926853	0.0538030434	0.0953841803	-0.0193317303	0.0460273197	-0.006398266	-0.0204107743	-0.0665942756	0.038902044	-0.0414026814	-0.0080943633	-0.036343297	0.1705913416	-0.0405387448	-0.0765658401	-0.1462042574	0.073645911	0.0954126821	0.1615460023	0.0561076083	0.0204893674	-0.0064008007	-0.0089951226	0.0866634887	0.151276289	0.1449845808	0.0420342721244679	0.009487407655456	0.0017668800330338	9.001090402080693e-05	-0.008204666082932	-0.0333110325097294	0.0011096248868642	6.731654553241471e-05	0.1442086364796537	0.003857969213044	1.488392644879546e-05	0.0207961308353209	0.0003891875853215	-0.0010299960100772	1.0608917807749514e-06	1.514669765683799e-07	0.0004609215362814	3.0341044411000403e-06	9.205789759502988e-12	2.12448662608006e-07	-0.0029785931767519	2.388623849000973e-07	5.705523892016223e-14	8.872017312592975e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
909.7459051737932	-2.9189647453256384	827637.6119804843	8.520355184453969	1350.4033467692714	-0.8689282940279099	0.7550363801622539	1823589.198965649	875.1657443309393	-0.0881920761949004	765915.0800503271	0.0077778423035671	989.0856828522952	938.72692835311	1.110443	25.057384	0.1464394593924807	0.0950327797881616	-0.0280915582	-0.0076562044	-0.013466054	0.0182088168	0.1282967674	-0.0044481009	-0.0270319994	0.0243898995	-0.0423043945	0.0188939603	-0.1341939417	0.0201857442	-0.0234489132	-0.0138145291	0.0589507184	-0.014079046	-0.0344337301	0.0332355647	0.0144910007	0.0610634355	-0.0582821282	-0.0652272646	0.0802748891	-0.0725628259	-0.0168775478	-0.1741675533	-0.0322563078	-0.056309567	0.078278703	-0.0171050433	-0.0377261232	-0.0268308337	0.0313083789	0.0935622572	-0.0090729826	0.1011163293	-0.0163232617	0.098460946	-0.0451012351	-0.0138352659	0.0470470974	0.0275705463	-0.0886459819	0.0422486699	0.0389723876	0.1112585281	-0.0191461977	0.0657194412	0.0765921431	-0.0086294368	0.0555162687	0.0008358623	0.0046848437	-0.0381360839	0.0113954997	-0.0636736049	0.0658702506	-0.0349531984	0.1011310707	-0.0474067942	0.023736443	0.015406129	0.0224881158	-0.0072597206	0.0613144616	0.0255973999	-0.0895115692	0.0177350277	-0.0037321002	-0.078999496	0.1502346003	0.1408894722	0.0329806230895144	-0.0090536490349534	0.0010877214993726	8.196856084811435e-05	0.0325342032657545	0.0407388693486865	0.0016596554758093	0.0010584743821374	0.130245849159138	-0.0139627873205157	0.0001949594297579	0.0169639812231849	0.0019747933634344	0.0015856057781129	2.514145683585015e-06	3.89980882826455e-06	0.0005285607899327	6.763925365129992e-05	4.5750686345048904e-09	2.7937650865427974e-07	-0.0029790312187542	-4.3804200230024987e-07	1.918807957792121e-13	8.874627002312134e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
908.6352260234175	-1.1106791503756313	825617.9739706271	1.233608175079134	1341.890124228693	-8.513222540578454	72.47495802541306	1800669.105502497	874.1305806317667	-1.0351636991725854	764104.2719956296	1.071563884084671	985.7057815975178	905.1891148821194	1.169554	26.391222	0.0223099485354989	0.0159071352084044	-0.0180777933	-0.1261246942	-0.0436563171	0.0647331078	-0.0270090549	-0.0503798466	0.1636021016	-0.0021471795	0.0220757222	0.0202867445	-0.113916839	0.0123452155	-0.026737677	0.0733387849	0.0831232092	-0.0357767219	0.1077137997	0.0910183029	-0.1602088507	-0.0613247952	0.0188867573	0.0346567896	-0.0985682009	0.0850626205	0.0595284133	0.112808963	-0.1404893306	-0.1104879671	0.0256375678	-0.0068736892	-0.0161442972	0.0285531525	-0.0474043481	0.0263834875	-0.024441651	0.1378534047	-0.0224888126	0.0364344092	0.0364416793	0.0317112017	0.0679678793	0.0613753708	0.1746912907	-0.0016890706	0.0373463053	-0.0990832097	-0.0138068484	0.0546287322	0.0729731665	-0.0019849538	0.0654463677	-0.0272848875	-0.050787318	-0.0140057366	-0.0765387511	-0.0556288668	0.0487069183	-0.0522679273	-0.0526290714	-0.0705573343	0.0257068643	0.0874580107	-0.0831601112	-0.0044029155	0.0995309018	-0.0207235648	0.0545000925	0.004045415	-0.0583233918	0.024158775	0.1489877092	0.136024874	0.0299541883556884	-0.003026434733826	0.000897253400048	9.159307198108482e-06	0.0325281701065733	-6.033159181198511e-06	3.6399009705679886e-11	0.0010580818504821	0.1456144716489547	0.0153686224898166	0.0002361945572344	0.0212035743536042	0.0019741827830361	-6.10580398300014e-07	3.728084227882037e-13	3.897397660836161e-06	0.0004560658530945	-7.249493683819994e-05	5.255515867174598e-09	2.0799606235881405e-07	-0.0029739595729372	5.071645817000293e-06	2.572159129309657e-11	8.844435541464812e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
910.3861850904055	1.7509590669880026	828803.0060034621	3.065857654267497	1341.7353367344026	-0.1547874942903035	0.0239591683886707	1800253.7138417808	874.0193710327148	-0.1112095990519037	763909.8609404224	0.0123675749212851	987.2694237327772	929.0660947036104	1.131379	25.529793	0.1766913568370655	0.1186070959575869	-0.0300908484	0.0816137195	-0.0156515136	0.0504200626	-0.1748722282	0.0365465093	0.0529498296	-0.0029762407	0.0111367401	0.0231319105	-0.1413797417	-0.0103583952	-0.0525044036	0.0344024975	0.0931064903	-0.0225151936	-0.0922610586	-0.0215051161	-0.050995879	-0.0215246655	-0.0275206253	-0.0119384194	-0.0582381003	0.0504066383	0.1391486258	0.014862966	-0.0695835135	0.1020937355	0.140816063	0.0362517528	-0.0127624464	0.0457246582	-0.098116262	0.1085867137	-0.0430428428	0.0682435752	-0.0223933558	-0.0306929101	0.0543851795	0.0059564684	0.0902853252	-0.0588690225	-0.0680614528	-0.0273675268	-0.157055479	-0.1623841411	-0.0110344189	0.0548476164	0.0722540076	-0.0368327685	0.0575241059	0.0313803307	-0.061629958	-0.0763387944	0.0519594392	-0.0238908619	-0.0202305268	-0.0290791932	0.15313038	-0.0656104868	-0.0869698304	-0.1512706269	0.1002545534	0.0980032198	0.1948805208	0.0624433451	-0.0030371011	-0.0315788335	-0.0358525765	0.0578746244	0.1475373187	0.1304173552	0.0290776177803735	-0.0008765705753149	0.0008455078557814	7.683759735078948e-07	0.0035604826803421	-0.0289676874262312	0.0008391269148238	1.2677036917016066e-05	0.1748329497779508	0.0292184781289961	0.0008537194641746	0.0305665603280594	-7.388165894776574e-05	-0.0020480644419838	4.194567958518684e-06	5.458499528873974e-09	0.0004625991608526	6.53330775810001e-06	4.268411026204978e-11	2.139979836215297e-07	-0.0026759849085487	0.0002979746643884	8.878890061743913e-08	7.1608952307803945e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
911.4045820227752	1.0183969323696829	830658.3121321097	1.0371323118599804	1353.7045875057097	11.969250771307088	143.26296402643533	1832516.110234004	875.1969075240488	1.1775364913339672	765969.6269396584	1.3865921884231105	988.706743152144	923.4453002156524	1.025973	23.151291	0.1664298834535752	0.1154383885408869	-0.0198987685	0.0078337396	-0.0311948979	-0.0308515456	0.0544077829	-0.0272693801	-0.027980539	0.1661513269	0.0597729148	0.0444081398	-0.1012938832	-0.0030791235	-0.0117499961	0.0078295705	-0.0836193483	-0.0541410612	0.1172429545	-0.1011959852	-0.0731411961	0.0009716687	-0.038351922	0.0621391204	0.0966713771	-0.1300852836	0.073227985	-0.0633226491	-0.060058606	-0.070088978	0.0341295704	0.0656212491	-0.033515422	0.0429592296	-0.0017183598	0.0290887855	-0.0161767962	0.0634193574	-0.0174672612	0.0784591301	-0.0554390586	-0.0066113926	-0.122590697	-0.0646135417	0.0141249284	-0.0471811614	-0.0618630382	-0.0356163005	-0.0166515206	0.0514532987	0.0542163324	-0.0197902511	0.0419700073	-0.0047077703	-0.0083976428	-0.051822596	-0.0081488262	-0.0461213734	0.0681062069	-0.0013712876	0.0468639797	0.0570336768	0.0747770583	0.0022568625	-0.0190705364	-0.0257578598	-0.0081578897	0.1043562596	-0.0775862434	-0.0390899847	0.1238709746	-0.1520410219	0.1458854101	0.124097542	0.0251212453414382	-0.0039563724389352	0.0006310769675047	1.5652882875566836e-05	0.0159821627560745	0.0124216800757323	0.0001542981359038	0.0002554295263616	0.1143733916610116	-0.0604595581169392	0.0036553581676955	0.0130812727200431	0.0016521018546601	0.0017259835136078	2.979019089246154e-06	2.7294405381713424e-06	0.0004578406193702	-4.75854148240004e-06	2.2643717039721968e-11	2.0961803274528838e-07	-0.0026148815071996	6.110340134910007e-05	3.7336256564292046e-09	6.837605296694451e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
911.5598343961444	0.1552523733691941	830941.3316843263	0.0241032994367676	1349.9363333486742	-3.768254157035472	14.199739392015111	1822328.104094863	875.9745494211753	0.7776418971265002	767331.4112336311	0.6047269201665023	990.2280750490288	936.238801889084	1.072056	24.191164	0.1088970409485788	0.079093055681588	-0.0213317005	-0.0497836045	-0.0367215733	0.0498347708	0.0697107194	0.0394289886	0.0696165672	-0.1061258386	0.0201181147	0.0315931691	-0.1100171867	0.0025294507	-0.0786034601	-0.0483373075	-0.0104754539	-0.0440760222	0.0570682595	-0.0073017448	-0.0871601797	-0.0311467365	-0.0192016928	-0.0223457339	0.0689309999	0.0101083572	-0.1385115328	0.0658575505	-0.0290682421	-0.0306255185	-0.0317276233	-0.2509343081	-0.0251097884	-0.0366015229	0.0023809756	0.0414320745	-0.0325299028	0.1382960586	0.0338183758	0.0234540724	-0.1015953607	-0.0111390777	0.0161278053	0.1686261989	0.0443762436	0.049788826	0.1162130015	-0.0179460088	-0.0130431091	0.0507569889	0.0572027134	-0.0208290896	0.0842458747	0.0057135983	-0.0427319163	0.0032272394	-0.1121030846	-0.0552859665	0.0483780785	-0.0506159118	-0.0847113671	-0.0829362971	0.0432833986	0.0629443384	-0.0801188155	-0.0510776287	0.0720685878	0.039924107	0.0040183366	-0.0309858898	-0.196002734	0.0279684051	0.1440342395	0.1170999511	0.024742431963233	-0.0003788133782052	0.0006121879394552	1.4349957550723737e-07	0.0104054597834846	-0.0055767029725898	3.1099616044493014e-05	0.0001082735933057	0.1477134315090253	0.0333400398480137	0.0011115582570671	0.0218192578481715	0.0003560819447012	-0.0012960199099589	1.6796676070098757e-06	1.2679435134218844e-07	0.0004610510362246	3.210416854400029e-06	1.0306776379015778e-11	2.1256805800377745e-07	-0.0025220821390175	9.27993681821e-05	8.611722734996955e-09	6.360898315951088e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
