global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	c_comp_cor_07	c_comp_cor_08	c_comp_cor_09	c_comp_cor_10	c_comp_cor_11	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02
1313.1556055747585	n/a	1724377.6444524108	n/a	1961.1306475174329	n/a	n/a	3846033.4166321456	1270.3462719917295	n/a	1613779.650763285	n/a	1440.231139327894	1043.0361438915388	n/a	n/a	n/a	n/a	-0.1377054239	0.0094365243	-0.1063381245	-0.042757688	0.2345336612	0.1940737238	-0.0056961528	0.0089230145	-0.1260828601	0.0077244684	-0.101604777	-0.0117920094	0.0724838886	-0.0101892288	0.0835612392	-0.1760190297	-0.0125242271	0.0146477769	-0.152292824	0.0880327234	-0.0414901661	0.1141305869	-0.0291456232	0.0012847743	-0.0675875015	0.0975316394	-0.172271101	0.0817869411	-0.0818207451	0.113379532	-0.1247437874	0.0488796054	-0.2182437308	0.1015051782	0.1398995332	-0.0684457658	-0.1727277602	0.0668826036	-0.1111470737	-0.1909069134	0.011015914	-0.025933028	0.1658140336	-0.0249560833	0.031923916	-0.0517340554	0.008221201	-0.0752351639	0.1457018775	-0.1362566681	0.0221677778	-0.0109552267	0.0410325778	-0.0968810792	0.0897502538	-0.0386424045	0.1274182808	-0.1124165597	0.1381748273	0.1328191783	-0.1170515444	0.0601193171	0.0799271875	-0.0940757968	0.1368619033	-0.0151216737	0.1116705327	-0.0609917664	0.1127559632	0.0364024227	-0.0801545377	0.0321016193	-0.029540316	0.0221812121	-0.0730438323	0.0654021263	-0.0298139393	0.0058829124	-0.0434154846	0.0450844133	-0.1905224229	0.2923686086	-0.0466004433	0.0889152051	0.153366806	0.1532882396	-0.0242531683163349	n/a	0.0005882161733804	n/a	0.0405967909024127	n/a	n/a	0.0016480994315742	0.0984051688095064	n/a	n/a	0.0096835772484274	-0.0011233363074298	n/a	n/a	1.2618844595900184e-06	0.0005698288265791	n/a	n/a	3.24704891600514e-07	-0.0005841804847214	n/a	n/a	3.412668387293299e-07	0.0	0.0	0.0
1312.8566297149196	-0.2989758598389471	1723592.5301864175	0.0893865647664377	1968.3058257300008	7.175178212567971	51.4831823821101	3874227.823602661	1269.839590549469	-0.5066814422605148	1612492.585726843	0.2567260839311954	1443.02744342209	1025.914676946178	1.073075	21.831196	0.0312961780813973	0.0169025479431527	-0.1776626681	-0.0735590235	0.0253099485	-0.2241938905	0.0119190281	-0.0193888606	-0.0815690379	-0.0230186963	-0.0750312231	0.0248086564	-0.1524058014	-0.0060693611	-0.1222818452	0.0485414729	0.0503871009	-0.12814016	0.083512063	-0.0065643144	0.1483927369	-0.0378317068	0.0812471416	0.1075673216	0.1208548716	0.0964935218	-0.0079795722	-0.0258658452	0.0239689208	-0.0494933125	0.1098408515	0.1124508696	-0.0096551826	-0.0610237318	-0.0905254434	0.0171737738	-0.0538737152	0.0538408575	0.0872484473	0.0056154463	-0.2288539714	0.0681027694	-0.0615759369	0.0103178208	-0.1045191181	-0.0423093133	-0.0049886609	0.089876242	-0.0355188927	-0.0034409811	-0.0889947361	-0.130763073	0.0373078983	-0.0456122742	-0.0671013124	0.0153680929	0.0896988184	0.013639168	-0.0796902754	-0.1040054465	-0.0125084889	0.0321511254	-0.1362574402	0.025639544	0.1419830888	-0.0065429386	-0.049791615	0.0685251483	0.0249405014	-0.0410178472	0.132678288	0.0194073599	-0.0031261944	-0.1733383489	-0.0325332788	-0.0849173066	0.0229970822	0.0302441656	0.0299211147	0.0286241485	0.0217304451	0.0105424949	-0.1384860771	0.0411172654	0.0449680161	0.0419094348	0.1531573254	0.1524510324	-0.0375096196336386	-0.0132564513173037	0.0014069715650602	0.000175733501528	0.0338144663512878	-0.0067823245511249	4.59999263167916e-05	0.0011434181346223	0.0985835631395701	0.0001783943300637	3.182453699888021e-08	0.0097187189212936	-0.0012543590312722	-0.0001310227238423	1.7166954163081764e-08	1.5734165793341318e-06	0.0005698091869317	-1.9639647399908103e-08	3.857157499927171e-16	3.246825095117651e-07	-0.0004936426905531	9.053779416829992e-05	8.197092172861445e-09	2.436831059365037e-07	0.0	0.0	0.0
1312.9933819738098	0.1367522588902829	1723951.621107023	0.0187011803115949	1964.695664082677	-3.610161647323821	13.033267119807844	3860029.052465271	1268.5570400953293	-1.2825504541397097	1609236.9639754228	1.644935667413975	1440.9535016323327	1021.4589324697292	1.146751	23.330101	0.028745767211952	0.014544745407417	-0.1817080613	-0.1353573788	0.0318960955	-0.1366591154	0.1462486503	-0.074164358	-0.0764416596	0.0193131994	-0.0710878749	0.0505821607	-0.0453362833	-0.1839512073	0.1129752007	0.0568205082	-0.1848373518	-0.1887468138	0.020123889	0.0221247835	-0.191526931	-0.0935386867	-0.0491106821	-0.0350433125	0.1313392774	0.04958226	0.0425555186	-0.0279308386	-0.0721558653	0.0165070349	-0.0788660277	0.0863742839	0.0322579045	-0.0124410591	0.1613552566	0.0318180104	0.002837383	0.1462768143	0.0426912842	0.0080766629	-0.1746997022	-0.0570910247	0.1281711666	0.0413902454	0.0395026664	0.0332892918	0.1100666592	0.0371282654	0.0188767933	-0.0663815328	0.0222856951	-0.0325648752	-0.197446221	-0.0638186492	0.0273578916	0.0690903726	0.001043873	-0.1068017318	-0.0395103	-0.1157824689	-0.0242882159	-0.079080731	-0.1323279084	0.0531526944	0.1295433803	-0.0330507138	0.0208739839	-0.2051479647	-0.0436466078	-0.004971492	-0.0235063347	0.0222785587	-0.0453804606	-0.0723802087	-0.0014987233	-0.1002081526	-0.0112674181	-0.1304410624	-0.0089980167	-0.0706460339	-0.1010708321	0.0782383241	-0.2035429153	0.1187523169	-0.0113664772	-0.0460226065	0.1527386503	0.1507811905	-0.0276590680647501	0.0098505515688885	0.0007650240462104	9.703336621133172e-05	0.030802034261157	-0.0030124320901307	9.074747097649804e-06	0.0009487653146254	0.0986113712380429	2.7808098472789644e-05	7.732903406723656e-10	0.0097242025374471	-0.0010698579951197	0.0001845010361524	3.4040632341346094e-08	1.144596129721544e-06	0.0005027993809458	-6.700980598590002e-05	4.4903140982679624e-09	2.5280721747947974e-07	-0.0005592313575039	-6.558866695079992e-05	4.301873232382954e-09	3.127397112156548e-07	0.0	0.0	0.0
1315.995896693358	3.0025147195481168	1731845.2001137552	9.015094641103106	1963.71327903054	-0.9823850521370332	0.9650803906622816	3856169.842240876	1269.7889539003372	1.2319138050079346	1612363.9874473128	1.5176116229691274	1441.3195493116775	1031.2940381167284	1.185951	24.127617	0.089162783400165	0.0482205438066925	-0.1708130707	0.0060297027	-0.0787957877	-0.0079229221	0.1563854748	0.1800826134	-0.0233807478	-0.0142547068	-0.1278158419	0.0125516726	-0.09184303	-0.0365845846	-0.0294692115	0.0794282057	0.033032481	-0.1289943784	0.0531968533	-0.0116799898	-0.1161554777	0.0213226375	-0.0703982245	-0.1699862939	0.0065428348	-0.0334030737	-0.1114989019	0.0281859316	0.0958406823	-0.0037020075	-0.0910453741	-0.0404273945	-0.1691132202	-0.0104897444	-0.0036682162	-0.207519522	-0.0439912856	-0.0473197769	0.0363430594	-0.0883932122	-0.1203019274	-0.1030488396	0.0251792719	0.0170159129	0.1435556445	0.0114462785	-0.0493217392	-0.1095201352	-0.0653908321	-0.0142982091	0.0216149305	-0.0142422579	0.0516964417	-0.0125233034	-0.0292156189	-0.2057826913	-0.0684476117	-0.0230340213	0.0765585216	-0.1230857113	-0.0123151521	0.0430745546	-0.138331236	0.0326639337	0.0943623776	-0.1170718853	0.1121545008	0.0176466593	0.0361708726	-0.0306471697	0.0164453625	0.0310878238	-0.0454657374	0.0731101023	-0.1192731321	0.0304962975	-0.0292246092	0.1403805751	-0.0065818322	0.0430019077	0.0351215115	-0.0337537495	-0.1467322387	0.0599863253	0.0040283317	0.0242892307	0.1521113526	0.148287834	-0.0289447534395748	-0.0012856853748247	0.0008377987516777	1.6529868830381311e-06	0.0068820870244934	-0.0239199472366636	0.0005721638758047	4.7363121812700416e-05	0.0750223001269461	-0.0235890711110967	0.0005564442758843	0.0056283455163375	-0.00174186316861	-0.0006720051734903	4.515909531977283e-07	3.034087298160069e-06	0.0005699284146012	6.712903365539995e-05	4.506307159507818e-09	3.248183977698373e-07	-0.000491003971098	6.822738640589992e-05	4.6549762557799775e-09	2.410848996340057e-07	0.0	0.0	0.0
1318.1390885838666	2.1431918905086604	1737490.6568527066	4.593271479542086	1977.1703672803137	13.457088249773731	181.09322416219828	3909202.661251371	1269.6278775930405	-0.1610763072967529	1611954.9475614086	0.0259455767723579	1442.371797831902	1038.7164611914052	0.960726	19.545511	0.0667858675146128	0.0370984613675978	-0.1578641407	-0.0136811039	0.0233360533	-0.1291005993	-0.069626373	0.0465123468	-0.0801433057	0.0873015241	-0.0936109061	-0.0962214186	-0.1108708488	-0.0382161085	0.1191746784	-0.0655465546	0.0364283157	-0.1875525574	0.0438113433	0.1246601883	0.0874739434	0.1381041389	-0.058342301	0.0027244591	0.1204358061	-0.1928543333	-0.1206155004	-0.0912750116	0.1453928372	-0.0080626699	0.0412565541	0.0688281271	0.0287575452	0.0280438515	0.0815976111	-0.0436949194	-0.0368106661	0.077233965	0.186436292	-0.0933842491	-0.165190899	-0.1132502239	-0.1414229753	-0.0591434637	-0.0670660013	0.0731084454	0.0335861774	0.0101208035	-0.1341564269	-0.0734700459	-0.0442851438	0.1274464568	-0.1364283407	0.0892667704	-0.1056070081	0.0574484778	-0.1038418664	0.1144710761	0.0324294789	-0.0993451929	-0.1190634063	-0.2214095031	-0.1305749969	0.0479264775	0.105691723	-0.0649476719	0.013561697	0.0842220129	-0.0427710971	0.0277258031	0.0820652702	0.0523567237	-0.0701559406	-0.0502780789	0.0899685964	-0.07367953	0.0335464707	-0.1045159109	-0.0025506373	-0.0306494588	-0.0483569171	-0.0145322751	0.0049719493	-0.0007361399	0.2229353138	0.0129360198	0.151276289	0.1449845808	-0.0207280762768249	0.0082166771627498	0.0004296531461378	6.751378359685573e-05	0.0268676627218837	0.0199855756973903	0.0003994232359561	0.0007218713001368	0.0675266244315935	-0.0074956756953526	5.618515412989972e-05	0.0045598450071254	-0.0012373574510383	0.0005045057175717	2.545260190625361e-07	1.5310534616399987e-06	0.0006452785417652	7.5350127164e-05	5.677641663630971e-09	4.163843964626229e-07	-0.0004491010366513	4.190293444670005e-05	1.7558559152444415e-09	2.016917411212723e-07	0.0	0.0	0.0
1318.4257211055462	0.2866325216796213	1738246.3820726797	0.0821582024844185	1971.569506558505	-5.600860721808658	31.369640825099005	3887086.319191347	1270.9894889593124	1.3616113662719729	1615414.281045054	1.853985512761028	1443.5540221172491	1044.5845573933052	1.012874	20.60644	0.0552515457465707	0.0261630699751756	-0.1425468086	-0.072075555	0.1225568174	-0.075579353	0.0356680617	-0.0468326414	-0.1109259545	-0.0880173649	-0.0435362696	-0.0997752748	-0.027175557	0.0813723983	0.0193617122	-0.1216682735	0.0602104451	-0.1315369083	0.0981694586	0.0006702219	0.0682182404	-0.075318168	0.0425756358	-0.0303918785	0.0231665301	0.149549045	0.0474259702	0.0939792578	0.1718002025	0.054340671	0.0955528271	0.0466749632	0.0641483353	-0.0972788992	0.1897086861	-0.0621523308	0.0358759239	-0.0433853067	0.0480992891	-0.0231087685	-0.1471649739	0.0404737686	-0.0032809085	0.1211918977	-0.04887064	0.0738842583	-0.0121658411	-0.0658301491	0.0654446728	0.1439242024	-0.0266484812	-0.1478216051	-0.0571885938	-0.0784382811	-0.0796124465	0.0359900827	-0.0209320483	-0.0082868768	-0.0365566011	0.1488715187	-0.1412997672	0.0572890101	-0.1214647151	0.0384455799	0.1079009364	0.0109018075	-0.1234976921	0.015034554	-0.0674334194	-0.1483149685	0.0366073891	-0.0791851387	0.0544573408	-0.0339000988	-0.0818336992	0.040321474	0.0276141893	0.1122277927	-0.0311078403	0.0187705176	0.0930901283	-0.1333795056	0.0036967926	-0.0450177719	0.1094826038	-0.0553675414	0.1502346003	0.1408894722	-0.0143935140106066	0.0063345622662183	0.0002071732455735	4.012667910459674e-05	0.0259683985214707	-0.0008992642004129	8.086761021444305e-07	0.0006743577217699	0.0567585630499891	-0.0107680613816044	0.000115951145918	0.0032215344794995	-0.0015869021504063	-0.000349544699368	1.221814968562656e-07	2.5182584349641398e-06	0.0003599439421695	-0.0002853345995956	8.141583372643841e-08	1.295596415045204e-07	-0.0005592148956543	-0.000110113859003	1.2125061944532573e-08	3.1272129952164965e-07	0.0	0.0	0.0
1319.3195374298857	0.8938163243394683	1740604.0418442076	0.7989076216557177	1971.614212792767	0.0447062342618664	0.0019986473818768	3887262.604086442	1272.1102669239044	1.12077796459198	1618264.5312132074	1.2561432459149415	1443.9680545040835	1046.506466048569	1.073231	21.834364	0.096123961266992	0.0441856655575818	-0.1130370145	-0.0012531872	0.0060384484	-0.0382438535	0.0748971089	-0.1000619123	-0.0351656426	0.014525732	-0.0340326466	-0.0735439196	-0.0021184934	-0.0980304447	0.1255964549	0.1701766182	-0.0735502152	-0.1073125436	-0.060629777	-0.0154734592	-0.0546824834	-0.0925474247	-0.0182007331	-0.0944995852	-0.0457428611	-0.0135166932	-0.0068755271	-0.1078515847	-0.015069852	0.0196704192	0.0111548148	0.0221688158	0.0476418151	-0.1053280797	-0.0118190292	0.0283564287	0.042552497	0.1035742989	0.0844087444	0.0742081135	-0.0899623864	-0.0251798704	0.108431284	0.0534443822	-0.0011695754	0.0410027004	-0.0046815966	0.0659304463	-0.0056630132	0.0070824975	-0.0264575702	0.1084943902	-0.0058966418	-0.0157260679	0.2006559834	0.0919899316	-0.0420363934	0.1068671463	-0.0258197021	-0.0301300123	0.0516566909	0.0575601286	-0.1174451696	0.0539895188	0.0558396584	-0.0171685695	0.0383760932	-0.1661086459	-0.0686100156	-0.0098282609	-0.0139266792	-0.0499453774	0.0053559336	-0.022911959	0.0538562457	-0.0312787385	0.0723670536	-0.1176514192	-0.0467302055	-0.1306137549	-0.0564915295	0.0230705215	0.0199428742	-0.1574569092	0.1270430037	0.0158959521	0.1489877092	0.136024874	-0.0059089607712223	0.0084845532393843	3.491581739584404e-05	7.198764367194661e-05	0.0476800847395963	0.0217116862181256	0.0004713973184343	0.002273390480775	0.0760515237640362	0.0192929607140471	0.0003722183331137	0.0057838342668317	-0.0011239807594142	0.0004629213909921	2.142962142380608e-07	1.263332747533322e-06	0.000327069040267	-3.2874901902500014e-05	1.080759175098999e-09	1.0697415710117649e-07	-0.0001223159666402	0.0004368989290141	1.9088067417366762e-07	1.4961195695126522e-08	0.0	0.0	0.0
1320.1491165139648	0.8295790840791142	1742793.689832602	0.688201456741542	1972.7515511000447	1.137338307277787	1.2935384252015016	3891748.682367632	1272.5277117490768	0.4174448251724243	1619326.7771693417	0.1742601820632359	1443.2058295853642	1056.0039705074687	1.09575	22.292511	0.0431992477850168	0.024681229834189	-0.1099272931	0.0573099805	-0.1140739904	-0.0111449445	0.0807486006	0.1938552558	0.0023531177	-0.0572559975	-0.1447968663	-0.1070721434	0.0498663268	0.1311503618	0.0816735659	-0.0161863083	-0.0581090911	-0.1314665989	0.0036184219	0.0284644987	-0.1260019672	0.1089715338	0.0304731745	-0.0943433447	0.0387481894	-0.1393529083	0.0831762695	0.0565526843	0.0256240357	0.0924104565	-0.0401239066	-0.0399289803	0.0411558535	0.1753407966	0.1448063404	-0.0803190298	0.0174165998	-0.0067718373	-0.2278137471	-0.0441326811	-0.0801972956	-0.1646520125	-0.0351952623	-0.0704524571	0.1025645715	-0.0244554526	-0.0740440515	-0.1442863535	-0.0001101097	0.0288753548	0.0425058564	0.1821209099	-0.0806958332	0.0610597299	-0.1487171767	-0.0687898494	-0.0208684021	0.0048176647	0.1092914932	0.00896058	-0.0200890762	0.1406406996	-0.1215085134	0.074977399	0.0418530684	-0.0753048915	0.0948895959	0.0319592741	0.0814176886	-0.0187628109	0.0275755683	-0.0412253972	-0.009207319	0.1546087951	0.093888576	-0.0142312963	0.0726456064	0.0071011962	-0.0366715239	-0.0561722161	0.013677095	-0.0140092525	0.0546398677	-0.096187988	0.0588547584	0.0774505483	0.1475373187	0.1304173552	-0.0200442797738844	-0.0141353190026621	0.0004017731516537	0.000199807243307	0.0547648203631325	0.0070847356235362	5.019347885540292e-05	0.0029991855494061	0.0759714740075949	-8.004975644131107e-05	6.407963506313223e-09	0.0057716648628866	-0.0007709941315793	0.0003529866278349	1.2459955943025428e-07	5.94431950929719e-07	0.0003270148705325	-5.4169734499984017e-08	2.9343601357987585e-15	1.0693872554938776e-07	-3.737389616205526e-05	8.494207047814474e-05	7.215155337114108e-09	1.3968081143320887e-09	0.0	0.0	0.0
1318.7428723280514	-1.4062441859134651	1739082.7633160392	1.9775227104154245	1975.8324258347188	3.0808747346741256	9.491789130753364	3903913.77497991	1271.4636099338531	-1.0641018152236938	1616619.7113860254	1.1323126731623605	1443.99255364872	1044.5069277961911	1.102589	22.431652	0.02424320291715	0.01233891432834	-0.1215745611	-0.1046685061	0.1591231248	-0.074738189	-0.0017460691	-0.0481919214	-0.1153184265	0.1017312563	0.1292111402	0.0573459925	0.1103895817	0.1545737785	0.1017449557	-0.0062752562	0.0676758902	-0.1126377236	-0.042648209	0.0626564836	-0.069518784	-0.0126674764	0.0981196375	-0.0487492967	0.0359425782	-0.0641240121	0.093895701	0.0623179291	-0.1868292323	0.0670404564	-0.0439407573	-0.0194843834	0.0854842848	-0.0869579984	-0.017210399	0.084577557	-0.2191107109	0.0125431319	0.0672185947	0.0496522693	-0.0950521765	-0.0227563579	0.1028006518	0.0554265335	-0.1112084296	0.0167972588	0.0472382589	-0.1169482226	0.1171238288	-0.0141827641	0.1333106681	0.0278626925	-0.1545719149	0.0544664463	0.1035930107	0.2000957844	0.0813503821	0.0547868132	0.0181490896	0.151751181	0.1116211342	-0.1394078441	-0.1098391492	0.0730628846	0.0781101661	0.0209621698	-0.1010881097	-0.1038829432	-0.0075998445	-0.133177602	-0.0644469498	-0.0981120252	0.0035495674	0.0687145806	0.0324110064	0.0524788931	0.0103959045	-0.0235373978	-0.0343074941	0.0611899712	-0.0168972367	-0.0473908653	0.1200064419	-0.0325493821	0.0542445979	-0.0468350712	0.1458854101	0.124097542	-0.0158182185824529	0.0042260611914314	0.0002502160391222	1.785959319372342e-05	0.0478783086123542	-0.0068865117507782	4.742404409360759e-05	0.0022923324355798	0.0759713203486569	-1.53658937990242e-07	2.3611069224289037e-14	0.0057716415155182	-0.0007019624289191	6.903170266019999e-05	4.765375972166262e-09	4.927512516140025e-07	0.000327081253356	6.638282349996031e-08	4.4066792558268826e-15	1.0698214629693184e-07	-0.0002308853369984	-0.0001935114408363	3.744667773455815e-08	5.3308038840864736e-08	0.0	0.0	0.0
1322.387237366179	3.6443650381277166	1748708.0055489552	13.281396531127632	1969.440279747829	-6.392146086889852	40.859531596141245	3878695.015493207	1270.690938591957	-0.7726713418960571	1614655.4614197088	0.5970210025874536	1441.57165956643	1050.418161411741	1.165272	23.7069	0.1229829415637932	0.0722829764189873	-0.1038127867	0.1158153467	-0.0884960119	0.116557668	0.1036336121	0.0603431608	-0.0229929276	-0.0611399823	-0.1058360977	-0.0131762639	0.0514746076	0.0121087853	-0.1488916102	-0.1338017107	0.1784527674	-0.1098554203	-0.0180478273	-0.0065039489	-0.0266181869	0.0852777873	-0.0242495701	-0.011368958	-0.086713714	-0.0934131897	0.0034520218	0.0552067191	-0.0304778787	0.0116955866	0.0851053493	-0.0723310261	-0.0762798017	0.0681483094	0.0843755364	-0.0825023381	-0.0271950845	-0.0777712293	0.0179616787	0.0897556447	-0.0293531909	-0.1578951713	-0.0058602385	0.0225456733	0.084642647	0.0773266899	-0.0574419933	-0.0784285941	-0.0471084235	0.0345345301	-0.0083219122	-0.0191797095	0.1541655096	0.0224471175	0.0233285517	-0.0474324214	0.1027917767	0.1289900512	-0.0249970719	0.012155879	-0.056567382	0.0703994556	-0.1159427074	0.0355263283	0.0058470017	-0.0409716902	0.0942442147	0.0269724203	0.0199476981	0.0177571817	-0.0058988119	-0.0428181584	0.0851330501	0.1057471193	-0.0724825362	0.0186286135	0.0592327283	0.1412813211	0.0119590325	0.096670262	0.0124565024	-0.0319728522	0.1058155302	-0.1360886034	-0.0428533801	0.0024984593	0.1440342395	0.1170999511	-0.0233626416555523	-0.0075444230730993	0.0005458130251257	5.691831950591459e-05	0.0158237128254796	-0.0320545957868746	0.0010274971110599	0.0002503898875832	0.0760419896793962	7.066933073929249e-05	4.99415430713951e-09	0.0057823841944013	-0.0017565337576036	-0.0010545713286845	1.1121206872833917e-06	3.0854108416010228e-06	-0.000256272489755	-0.000583353743111	3.403015896016146e-07	6.567558900522658e-08	-0.0002592253326645	-2.833999566609997e-05	8.031553543545651e-10	6.719777309502067e-08	0.0	0.0	0.0
