global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02
725.5648925788431	n/a	n/a	526444.4133429482	1042.2058051476113	n/a	1086192.940283381	n/a	694.6024966128238	n/a	482472.6283007679	n/a	746.6270468586247	790.8727553380679	n/a	n/a	n/a	n/a	-0.0731552899	-0.1361194971	0.0902311821	-0.0323180505	-0.1086509412	-0.1137559644	-0.0421602798	0.0584162739	-0.0252085816	0.0453258566	-0.1685689451	0.1478885064	-0.0226664324	0.0624430729	-0.0865840869	0.0126557955	-0.0579445551	0.0741688163	-0.1762075375	0.0629496498	-0.0836932255	0.0030104678	-0.0396190733	0.0642918061	-0.0154088697	-0.0283032356	0.1616382925	-0.1699806576	-0.1403939521	0.0262486969	0.0318236291	-0.0652096697	0.082319198	0.043108827	0.2201043202	-0.1051714839	-0.0724342918	-0.0898630045	-0.0996643023	-0.1162945175	0.1208396486	-0.0514396643	0.0435185252	-0.0996388428	0.1171003887	-0.0482857854	0.0821056125	-0.0433685021	0.0914576348	-0.0528780444	0.0211421778	-0.1641822717	0.1237006459	-0.0633833892	0.1040611932	-0.0320987231	-0.0790352973	0.1087344056	-0.2522432221	-0.0273464033	-0.0438663985	0.0732875835	0.0188253248	0.0119605982	0.0924728017	-0.0043576054	0.1564983209	-0.0007523232	0.0235700305	-0.000492894	0.0149249484	-0.0983609219	0.13806499	-0.1858611012	0.0336275627	-0.0911942248	0.0118266633	-0.0037158277	0.2207174268	-0.0476487307	0.1293695323	-0.1816297738	0.0521326322	-0.0209611017	-0.1857156167	0.1323884129	-0.1048708555	0.1383739275	0.153366806	0.1532882396	-7.74720453620148e-05	n/a	6.001917812574078e-09	n/a	0.0492884060581815	n/a	n/a	0.0024293469717561	-0.1308676261601675	n/a	0.0171263355767973	n/a	-0.000931969941974	n/a	n/a	8.68567972743021e-07	-0.0004030689558103	n/a	n/a	1.6246458313800558e-07	0.0001473121435703	n/a	n/a	2.170086764327668e-08	0.0	0.0	0.0
726.3300373026541	0.7651447238109768	0.5854464483757759	527555.3230880749	1032.0089614476913	-10.19684369992001	1065042.4965083422	103.9756214405984	695.1667779596003	0.5642813467765109	483256.8491787322	0.3184134383199129	746.6676024199695	774.8417228803243	1.331433	28.607615	0.053294350222082	0.0338369958970099	0.1133488941	0.0628657473	0.1100872342	-0.1026559307	0.0851313147	0.0792309541	-0.0798583754	0.2708756051	0.0442488374	0.0926853737	-0.1896603857	0.1572061467	-0.0991708689	-0.0020546813	-0.1769876866	-0.1152021447	-0.2592405074	-0.0045468027	-0.0034690913	-0.0998168858	-0.0748595407	0.2391035381	-0.0028574412	-0.167475225	-0.147723401	-0.1698205526	0.1103507832	0.1968334953	0.1349059513	0.0031833262	0.2902656925	0.2074406027	0.0230283646	-0.1506952057	-0.1002841555	0.2349938995	-0.0633634136	-0.0240699705	0.0146416938	0.0981802516	0.1635681203	-0.251598993	-0.0842893501	0.0397030425	0.1236000086	-0.0976417721	0.0414367163	0.0064406655	0.1161712988	0.0714514217	0.022617294	0.0727269376	-0.0976738332	-0.0422038183	-0.0930093709	0.1659363068	-0.3028802158	-0.1509844318	0.2013367851	0.1545539275	-0.1523143739	0.1373916578	-0.0127225659	-0.0540451807	-0.0038512205	0.1549718483	-0.0141438387	-0.0594371195	-0.0135539223	-0.0137161911	-0.0686870566	0.0876753976	0.2063405994	-0.0818634942	-0.0080706147	-0.0899371924	0.0216492308	-0.0580496481	0.0401311339	-0.0714084016	-0.2749160668	0.0903620289	0.0712079304	0.050198347	0.0562263721	0.0462224382	-0.0169017343	-0.3557383793	0.1531573254	0.1524510324	0.0029222297591218	0.0029997018044838	8.539426765097053e-06	8.998210915823454e-06	0.0441809461112399	-0.0051074599469416	2.6086147109612724e-05	0.0019519559992842	-0.1506826977339841	-0.0198150715738165	0.0227052753963912	0.0003926370614754	-0.0004669787118433	0.0004649912301307	2.1621684409846162e-07	2.1806911731482785e-07	-0.0004030240928143	4.486299600000784e-08	2.01268841009672e-15	1.6242841938878954e-07	0.0001049058987602	-4.24062448101e-05	1.7982895988941324e-09	1.1005247594685333e-08	0.0	0.0	0.0
727.270514389985	0.940477087330919	0.884497151794449	528922.4011010734	1036.519839086288	4.510877638596639	1074373.376819464	20.348017070391197	695.6359389296523	0.4691609700520303	483909.35953053896	0.220112015820162	746.4087751732803	793.9465767455428	1.329184	28.559286	0.0376652552753767	0.0246800325684688	-0.1381663274	-0.0536297202	0.1777959749	0.0422640056	-0.1497434054	-0.0695284823	0.1225989642	0.0903686742	-0.05487855	0.1168043022	-0.1101902189	0.1394997985	-0.0419071599	-0.0009639673	0.0119841367	0.0655775544	-0.1160731854	0.0929316566	-0.2034092162	-0.202711145	0.0118266372	-0.0467012865	-0.0163270834	-0.0005710123	-0.1861693603	0.0564053516	0.0085105959	0.0518113911	-0.096178192	0.1355714432	-0.0795734663	-0.164491958	-0.1405615345	0.0098376718	0.0499828921	-0.0391502045	0.1559190196	-0.0702248053	-0.1685202204	-0.0500839616	0.1092707935	0.0784180726	-0.025572592	-0.0425289238	0.0729362395	-0.1796566969	0.0124136243	-0.1003324392	0.0735616318	0.1527338429	-0.0783361505	-0.0124514835	0.0373331101	0.0170655083	0.044904571	-0.0077950205	-0.1878166124	-0.1764693457	-0.0281252742	0.0308457299	0.0674604728	-0.0766360676	-0.1794500912	0.0646926426	0.175468036	-0.0312218421	0.0905350143	-0.028037825	-0.0287554604	0.0351896766	0.0160885326	0.1746035	0.1222595429	-0.0966637889	0.070083821	0.0780170867	0.065963976	-0.1003877808	0.1219243949	0.0124007065	-0.0355268206	-0.1615158498	0.0800894833	0.0305377086	0.0517891146	0.1047851754	-0.0322862098	-0.0707541373	0.1527386503	0.1507811905	5.570652191977388e-06	-0.0029166591069298	3.103216584398248e-11	8.506900346036669e-06	0.0488116735224792	0.0046307274112393	2.1443636357203038e-05	0.002382579472065	-0.1573946918680917	-0.0067119941341076	0.0247730890282515	4.5050865256295e-05	-0.000931979281538	-0.0004650005696947	2.162255298163956e-07	8.685853812160867e-07	-0.0004030472747023	-2.3181887999978397e-08	5.373999312435422e-16	1.624471056449513e-07	0.0001018121578809	-3.0937408793e-06	9.571232628251935e-12	1.0365715492365309e-08	0.0	0.0	0.0
726.9505473543069	-0.3199670356781325	0.1023789039206513	528457.0982987264	1042.6638159336187	6.143976847330805	1087147.833057255	37.74845150053698	697.3313055364936	1.6953666068412758	486270.9496812305	2.874267931592501	749.2281197747951	790.4690186944727	1.174232	25.229929	0.0502069161339419	0.0226930485119998	0.0991003715	-0.0181914165	0.098064002	0.1136235845	0.0914974884	-0.0919853551	0.1531000208	-0.0687732622	0.0327049414	0.1188082835	0.2295355145	-0.0580975125	0.1026846084	-0.1050542473	-0.0005526041	-0.0143250734	0.0839693432	0.0561379373	-0.0696561131	-0.0080483691	0.0697682209	-0.1620391383	0.0255670767	0.0629813751	0.0192103404	0.0915562223	-0.0612443455	-0.0349390014	-0.105949323	-0.1707579913	0.0412316233	-0.0167489937	-0.0351310293	-0.0605117523	-0.1783228139	0.0678513741	0.1091553792	0.2142744024	0.1166912014	-0.0497114236	-0.0383532061	0.0859164445	0.2396579274	-0.0044004952	-0.0881186529	0.0085230009	0.0413345335	0.0170597614	-0.0884002416	0.0236227542	-0.0082820957	0.1295543906	0.0490264536	0.1105897672	0.100218963	0.0907840219	-0.0310865955	-0.2509691873	0.0025861127	-0.1499201469	-0.1606579566	0.016373396	-0.0460030232	0.0432854692	0.0105180292	0.157572688	0.0676076946	-0.0058629828	-0.0057032201	0.0350080492	0.1277227059	-0.0174599185	-0.0519158114	-0.0487314069	0.0708770579	-0.0294836384	0.0255579567	0.0123028149	0.0981729336	0.0137279977	-0.1278492197	-0.1174308994	0.1049050747	-0.0970312076	0.03303698	0.0380041835	-0.022341015	0.0534274288	0.1521113526	0.148287834	0.0012011139385208	0.0011955432863288	1.4426746933089485e-06	1.4293237494859213e-06	0.0543062111650414	0.0054945376425621	3.0189943905532964e-05	0.002949164571102	-0.1428739287382257	0.014520763129866	0.0204129595130955	0.0002108525618736	-0.0006089973380858	0.0003229819434522	1.0431733579616013e-07	3.708777577955902e-07	-0.0005660022534323	-0.00016295497873	2.6554325092894764e-08	3.203585508904416e-07	7.827638559401609e-06	-9.39845193214984e-05	8.833089872093104e-09	6.12719254166309e-11	0.0	0.0	0.0
725.4156500194154	-1.5348973348915251	2.3559098286571065	526227.8652930909	1032.628532448793	-10.03528348482564	1066321.686027348	100.70691462081426	697.4129912505279	0.081685714034279	486384.8803650088	0.00667255587729	748.9782150491855	787.4054629900684	1.185141	25.464342	0.0912286618510787	0.0664069299713041	-0.0526497649	0.1942444764	-0.1068005105	0.0793376319	0.0302544211	0.1999994281	-0.0806251172	-0.1229963466	-0.0686347311	0.1512819205	0.1873640058	0.0093245547	0.0748906313	-0.2073936502	-0.2152252547	-0.0718988308	-0.0716982034	-0.0963445604	-0.0596902767	-0.1262634509	0.218240233	-0.0610232796	0.0247103192	0.0888952556	-0.0074903111	0.164926106	-0.0734034921	-0.0634152589	0.0115196978	0.1962837685	-0.1212271903	-0.0759959286	0.1453558795	-0.0797585242	0.1120379227	0.1738598597	-0.0057043793	-0.045607761	0.0245512691	0.1294757041	-0.1240593812	-0.0448378924	0.112482886	-0.0635807848	0.0414105125	-0.0850245083	0.1843357205	-0.1085047441	0.2477716529	0.0625257237	0.042544076	0.0915997121	-0.0939481422	-0.0106796412	0.0548821814	-0.1502302918	-0.0827246012	0.106997352	0.0573492471	-0.0798381793	0.1043124678	-0.1237452575	-0.051077751	0.0453241092	0.1388675259	0.0697286485	-0.2111204274	-0.0801031776	0.0779076846	0.1171007278	0.2040234617	-0.0505715583	-0.1738834351	-0.0313727836	0.0609501302	-0.0390431307	0.0362161111	-0.1326016223	-0.0272469	0.2884358811	-0.0402731993	0.0063571304	-0.0951990343	0.0953276246	0.3262400575	0.0170133729	0.1589278381	-0.1254591766	0.151276289	0.1449845808	0.0001595250223687	-0.0010415889161521	2.544823276173424e-08	1.0849074702509066e-06	0.0471018210547953	-0.007204390110246	5.190323686061174e-05	0.0022185815466779	-0.1573917931154795	-0.0145178643772538	0.0247721765401058	0.0002107683860763	0.0005970020027527	0.0012059993408385	1.4544344101028964e-06	3.564113912907348e-07	-0.0004029978666679	0.0001630043867644	2.6570430104438117e-08	1.6240728053887849e-07	8.120279905035426e-06	2.926413456338169e-07	8.563895717437108e-14	6.593894573612214e-11	0.0	0.0	0.0
725.3825984293205	-0.0330515900948285	0.0010924076077965	526179.9141040728	1046.1640880095654	13.535555560772307	1094459.2990408856	183.21126433875415	695.2761562587979	-2.136834991729984	483408.9334620083	4.56606378188168	748.104537576815	794.1040840344887	1.196849	25.715895	0.1211181498929062	0.0739482243146594	-0.0345105788	-0.1597893422	-0.045679976	-0.0105868262	-0.0227067474	-0.1579794018	-0.0781336994	0.0340076897	-0.1280591148	-0.1063034759	0.1002720357	0.2215313311	0.1529839216	0.0103131107	0.0650075258	0.0041195802	0.0839953916	0.0340324941	0.0740435203	0.1036839104	0.0481062744	-0.0835568512	-0.1549207574	-0.1486878522	0.0125220882	-0.001276111	0.0529871291	-0.127206549	-0.1152347424	-0.0676429931	0.0842983284	-0.190645781	-0.0719721693	0.0214126869	-0.0820279487	0.1313161627	0.2737506818	-0.0910426287	-0.0136064698	-0.1578002548	-0.0237748711	-0.1345159203	0.1387777486	-0.0084925427	0.0848193868	0.0371768182	-0.0530990648	0.0073446782	-0.1429190194	-0.0786583281	-0.0269819218	-0.0902686966	0.013260493	0.0817845359	0.1658520159	0.0063229872	0.0742165975	-0.0943871867	-0.1586053313	0.1686516397	-0.1263163597	0.0619594439	0.0385460117	-0.1537489224	0.0954321266	0.0439896408	0.1467982766	0.0472255834	0.1007233834	0.0803341915	0.0409688646	-0.1540818332	-0.0196599157	-0.0631526645	0.0826857663	-0.1212020763	0.0229834094	0.0078181429	0.1228300077	-0.0887431156	0.0117725564	-0.0015491056	-0.0134817516	0.1533737006	-0.0767082452	-0.0224792154	0.0304771907	-0.0015946676	0.1502346003	0.1408894722	7.277799792859696e-05	-8.674702444010305e-05	5.296636982494863e-09	7.525046249211834e-09	0.037834915593919	-0.0092669054608763	8.587553682081901e-05	0.0014314808379989	-0.1087429551290029	0.0486488379864765	0.0118250302901883	0.0023667094374344	-0.0003099861471192	-0.0009069881498719	8.226275040080521e-07	9.609141140580633e-08	-0.0001890230571011	0.0002139748095667	4.578521912914832e-08	3.572971611584571e-08	0.0001494705088886	0.0001413502289835	1.9979887233706142e-08	2.2341433027417054e-08	0.0	0.0	0.0
726.1173982053717	0.7347997760512044	0.5399307108849001	527246.4759765384	1036.287914491311	-9.87617351825429	1073892.6417207508	97.53880336266734	695.3560895490217	0.0799332902238347	483520.0912729071	0.0063893308860078	747.112741059094	776.357564756315	1.300855	27.950598	0.0564061379203934	0.0314349529922668	0.1119634998	0.0840900732	-0.012828137	-0.100100703	0.0825842702	0.0873648326	-0.1634031588	0.1483075445	0.0779002111	-0.0197250969	-0.0190658639	0.1534718383	-0.1039432907	0.1182769312	0.0016318186	-0.0738347175	-0.0653203673	-0.0381066682	0.2215202558	0.1275751217	-0.1231296798	0.12626265	-0.0501531332	0.0997386402	-0.1169961293	0.1112770725	0.1532113173	0.014361705	0.3521366767	-0.0648209071	-0.0010369114	0.1100869087	-0.0939127576	-0.0262687479	0.043702304	-0.1482570348	-0.0457467347	0.0568326053	0.0166083993	0.0974925046	0.0835166527	-0.2669199946	-0.1316419267	0.092611164	-0.0264529588	-0.0140951721	-0.0331951444	-0.0055697323	-0.1673905155	0.1331621994	-0.0582818435	0.0969291655	0.0199922184	0.0105815377	-0.0985077759	0.0891931169	-0.0519920144	0.0648632649	-0.0383492678	0.1125217849	0.1037983345	0.119196522	-0.0226763527	-0.1274804006	0.0029986206	0.1474695117	-0.0649423948	-0.0440226786	0.036823564	0.0803606592	-0.1076247816	0.0258268113	0.1356477418	-0.1480833059	-0.0311625026	-0.1102034506	-0.103987122	-0.0106568108	-0.0710688268	0.0015244586	-0.1177553274	0.0620535292	-0.0080936424	0.0210516928	-0.0030703571	-0.0075515095	0.058094081	0.0013092976	0.1489877092	0.136024874	0.0001127892767129	4.001127878430304e-05	1.2721420941419126e-08	1.6009024299552183e-09	0.0340181110243662	-0.0038168045695528	1.456799712215914e-05	0.0011572318776661	-0.1358880332394392	-0.0271450781104363	0.0184655575776829	0.0007368552656216	-0.0005679766280516	-0.0002579904809323	6.655908825173104e-08	3.225974500128656e-07	-0.0004030324193784	-0.0002140093622773	4.5800007142336646e-08	1.624351310700065e-07	0.0001133854728659	-3.6085036022700005e-05	1.3021298247595567e-09	1.2856265457023745e-08	0.0	0.0	0.0
727.5452334097816	1.4278352044099163	2.038713370952308	529322.0666572937	1035.1817360902444	-1.1061784010666995	1071601.2267348124	1.2236306549864804	698.0853355064048	2.729245957383114	487323.13564908976	7.448783495892069	748.07105124869	779.7556776935107	1.262943	27.136021	0.0239860243902082	0.01407636666745	-0.0931499737	-0.1069792704	0.1552378111	-0.1586876958	-0.2066717021	-0.0222863909	0.0978417761	0.0292133351	0.1874726355	0.0668407866	-0.0133726419	-0.0126464917	0.0555295359	0.0994074043	0.0426103654	0.0761530728	0.0474439395	0.0011964757	0.1008159044	0.1007169777	-0.0723354309	-0.0590858601	0.1753046628	-0.0274480122	0.2123163897	-0.0582060185	-0.0100325671	-0.0268632489	0.0006983857	0.1081872741	0.0456160021	-0.1224929062	0.1052404137	-0.0992633214	0.1217642443	-0.0574720347	-0.1141881201	0.1548631143	-0.1412934198	-0.0967153439	0.0887039298	0.0493701626	0.0370879063	0.048097551	-0.0586900945	0.0600626876	-0.0332700363	-0.0055954816	-0.0413021835	-0.1545130065	0.0376920678	0.0238913136	-0.0404263644	-0.0330188041	0.0365599531	-0.1540098559	0.0016987467	0.2213321863	-0.0371143422	-0.0427549146	0.0243961306	-0.108715471	0.0138411054	-0.0439986719	0.1451139028	0.0352983771	0.1505432608	-0.0055371191	-0.0217130846	0.092276556	0.037485645	0.165551529	0.0577376405	-0.1001497633	-0.0277031216	-0.0898887229	-0.0602822836	0.0795886952	0.1182412223	-0.0952511163	0.0292691153	-0.1133158015	-0.1229767417	0.061720271	-0.0786348531	0.0196252336	0.0428867057	0.0775106303	0.1475373187	0.1304173552	0.0050845414034483	0.0049717521267353	2.585256128338001e-05	2.4718319209697967e-05	0.0337786210915282	-0.0002394899328379	5.7355427930748225e-08	0.001140995242845	-0.1357652908003643	0.0001227424390748	0.0184322141861074	1.5065706350054695e-08	-0.0006709853716753	-0.0001030087436237	1.0610801262933173e-08	4.502213690022406e-07	-0.0001810543329878	0.0002219780863906	4.927427083763268e-08	3.2780671493657166e-08	0.0001614394406828	4.80539678169e-05	2.3091838229476603e-09	2.60626930079753e-08	0.0	0.0	0.0
729.1113458490594	1.566112439277731	2.452708172460445	531603.3546458266	1037.1566592094223	1.9749231191779015	1075693.9357424497	3.9003213266633727	699.994453498909	1.909117992504207	489992.2349292363	3.6447315093032935	752.3380806229754	790.0488422472183	1.197347	25.726599	0.0572370299578086	0.0351984909343848	0.0936109949	0.1224043943	0.1218754041	0.0790665252	0.1208465426	0.1067606249	0.1372606461	0.0042034993	0.1014958722	0.1017201901	-0.0199796472	-0.2311659197	0.0045247456	-0.1787844849	0.0923496358	-0.0184089589	0.0503479698	0.0296140324	0.1533028886	-0.0216087497	-0.0949747639	0.1849664138	0.0812148077	0.0206928171	0.1567966834	0.1877183125	-0.0743593726	0.0510738668	0.0858990033	0.0651728345	0.0511547932	0.0008833892	-0.1018910424	-0.0824312029	0.0501850869	-0.0142894983	0.0924435592	-0.0191340413	0.1256227405	0.1304390205	0.0327934167	0.169614532	-0.028660018	0.1060529059	-0.1226404657	-0.029099671	0.069399045	0.0165132656	0.0585060372	-0.2207909581	-0.168049992	0.1682893399	0.0198668373	-0.0226963004	-0.1614672562	-0.1370254864	-0.0069329219	0.090751605	-0.0353814114	0.1062689778	-0.1102586145	-0.1246644413	0.1055944477	-0.1850995759	0.029720068	0.154102021	-0.063500417	-0.0959680383	-0.0714321447	0.0751626765	0.1245121873	0.1133862226	-0.0083927983	-0.0716431835	-0.1069024927	0.0317345507	-0.0444598678	0.0122532753	-0.1053320534	-0.0867019177	-0.1068889038	0.0594821203	-0.0299556355	-0.1261613159	-0.0448660484	-0.0121417811	0.0572460565	0.1244417066	0.1458854101	0.124097542	0.0002358406870968	-0.0048487007163515	5.562082969029073e-08	2.350989863674755e-05	0.0338541941644763	7.55730729480944e-05	5.711289354817997e-09	0.001146106462526	-0.1537571789298084	-0.017991888129444	0.0236412700724531	0.0003237080384624	-0.0001589849862544	0.0005120003854209	2.621443946711502e-07	2.5276225854311756e-08	-0.0002970080194621	-0.0001159536864742	1.3445257406980258e-08	8.821376362479916e-08	0.0001029761517967	-5.846328888609999e-05	3.417956147379583e-09	1.0604087838857e-08	0.0	0.0	0.0
727.7418159591174	-1.3695298899419868	1.8756121194445103	529608.1506954739	1044.2497259677984	7.093066758376153	1090457.490183822	50.31159603878079	697.9013790646114	-2.0930744342975918	487066.33490028646	4.380960587510182	751.5268212146294	800.9263677531726	1.276062	27.417881	0.0717876104233623	0.0503681935011832	-0.1362417807	0.0864999769	-0.0105535929	0.2027988491	-0.0300585721	0.0351296447	0.025943835	-0.2018184623	-0.2499580062	-0.0411017423	-0.0825575912	-0.0418005461	0.0184654296	-0.1527734405	0.0880755971	-0.109150221	0.0131195511	0.1451400047	-0.0860411079	0.0326305087	0.1028166478	-0.0117756144	0.0277233395	-0.1028056019	-0.0921047659	0.0263000155	-0.1281260298	0.0392510969	0.1134747164	0.0553330893	0.038652203	0.0287711384	-0.0174338048	0.0958676712	0.0493752457	-0.2047150754	0.090868304	0.1605427465	-0.0126749723	0.0500965172	-0.1844494457	0.1615966209	0.1243248097	-0.0841294829	0.0770183145	0.0700905695	0.0531829517	-0.0161325077	0.0889696344	-0.07537314	-0.1364039195	-0.0215792849	-0.0719015505	-0.0002831032	0.0210829851	0.01231218	0.0344352622	0.0076484606	0.0069930119	0.0935558517	0.0528017552	0.0121040257	0.0396158082	-0.0262215767	0.1633868719	-0.034996566	-0.1179334087	-0.0115480021	-0.0134488892	0.0733226824	0.167280039	0.0006539054	-0.1326539154	0.0304332863	-0.0434573107	0.1669542508	0.0222341834	0.0593741642	-0.0184492656	0.0087172459	0.0125699236	0.0623003692	0.0190626135	0.1048780103	0.0077564604	0.0062092178	0.0403839011	0.2976850933	0.1440342395	0.1170999511	0.0002050716999093	-3.0768987187499986e-05	4.205440210369e-08	9.467305725445384e-10	0.0451443088723806	0.0112901147079043	0.0001274666901176	0.0020380086235649	-0.1048414534713799	0.0489157254584285	0.0109917303659915	0.0023927481971243	-6.898507239926004e-05	8.999991385513995e-05	8.099984493932612e-09	4.758940213931149e-09	-0.0002010048361111	9.6003183351e-05	9.21661121352572e-09	4.040294414005017e-08	0.0001479930799874	4.501692819069999e-05	2.0265238237266395e-09	2.190195172415697e-08	0.0	0.0	0.0
