global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	t_comp_cor_05	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	c_comp_cor_07	c_comp_cor_08	c_comp_cor_09	c_comp_cor_10	c_comp_cor_11	c_comp_cor_12	c_comp_cor_13	c_comp_cor_14	c_comp_cor_15	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2
1707.5440818061925	n/a	2915706.791311353	n/a	2637.217213745117	n/a	6954914.632473558	n/a	1645.1510204429246	n/a	n/a	2706521.880064396	1920.4084567365976	1602.6294463348388	n/a	n/a	n/a	n/a	-0.1354974974	-0.0217850993	0.037305416	-0.1037739893	0.1129329772	-0.0381894286	-0.0436062133	0.1611011054	-0.0119200478	0.2127391212	-0.0885389362	0.1540747407	-0.0987071017	0.0016253284	-0.1237717268	0.0202843437	-0.1018944314	0.0782371649	-0.0571993374	0.0015088969	-0.1172030168	0.0427573214	0.0647770079	-0.1977853822	0.063859566	0.0874487792	-0.1270511871	0.0462422178	-0.2349564799	0.0842775191	-0.0956384065	0.0557286221	-0.0163364382	0.0460246391	-0.0116723313	0.2518914682	0.0318692367	-0.1992950267	0.1170528227	-0.0124256984	-0.0468004467	-0.0282828375	0.181752381	-0.1512484671	-0.1103835421	0.1407725488	-0.0466022544	0.0182983663	-0.0731178977	0.1747324824	-0.0472074689	0.2405185515	-0.0271665237	0.0435079108	-0.0001401069	0.0037517392	-0.2703281747	0.1076938476	-0.0540304335	0.0229147508	-0.0310757338	0.1199941511	-0.2236424985	0.1692694639	-0.0929492459	-0.0927388223	-0.0774561063	0.1470422121	-0.0172629135	-0.0050112939	0.0129443498	-0.2012831967	0.0360321763	-0.1307708759	0.1533066476	-0.0908432755	0.0065025337	-0.0699691792	0.0928168601	-0.0886877167	0.1088710287	-0.0830821354	0.0887001495	-0.1195765077	0.0855822514	-0.0582091336	0.0369165174	-0.1199789162	0.0451819802	-0.1188241168	0.0333708456	0.152517259	-0.0660979966	0.153366806	0.1532882396	-4.798046406051526e-05	n/a	2.3021249314623963e-09	n/a	-0.0237707749097495	n/a	0.0005650497398099	n/a	0.0768301180794139	n/a	n/a	0.0059028670440966	-0.0002110002387596	n/a	n/a	4.45211007566082e-08	-2.114773467454256e-09	n/a	n/a	4.472266818648498e-18	2.0000009499666487e-05	n/a	n/a	4.0000037998674965e-10
1708.2691208870851	0.7250390808926568	2918183.389376335	0.5256816688216686	2638.62865600586	1.4114422607431152	6962361.184295292	1.992169255411636	1648.5888432600966	3.437822817171991	11.818625722268363	2717845.1741216634	1922.460188616673	1606.2333168487548	0.917698	15.483218	0.0301725852813696	0.0188943207656684	-0.1257318363	-0.0524937728	-0.0015588771	-0.0764266256	-0.011917315	-0.1064092626	-0.0859020916	0.0981002599	-0.0506326356	0.021489524	-0.0904890568	0.1998170802	-0.029556495	0.2163925479	0.0717439152	0.0294672662	-0.0353652695	0.1656584103	0.0517943257	-0.0426702356	-0.0569090709	-0.0989856404	-0.0079634012	-0.0864839926	0.0881741531	-0.0852048936	-0.0768350237	0.0086488694	-0.0986433139	0.11644074	-0.0485309492	0.0777793075	0.2139143644	-0.2000255492	-0.1172743129	0.1008185795	0.0486817975	-0.0353367307	-0.0310381208	0.0151456601	0.1973088636	0.0879221598	-0.1608328774	-0.0466153213	0.1311734763	0.1818247479	-0.072736696	-0.0718954679	0.0115111197	0.2056290046	0.0197094625	0.0704637204	0.1578243765	0.0682529611	0.0756132856	-0.0006555051	-0.0924928802	0.0133179091	-0.0273740428	0.2184336418	-0.1155810981	0.1809510138	0.1736405466	0.027718486	-0.0319150036	-0.0384594673	-0.0879316264	0.035658705	0.0658132452	-0.0238511432	0.0529606994	-0.1943280465	0.0739155133	-0.1050311173	0.1631136514	-0.1641430894	-0.0527583174	-0.1091477171	0.0353192184	-0.0867792669	0.0063212717	-0.0783959936	-0.0583624499	-0.1085920018	-0.0522007584	-0.022263329	0.0115710788	-0.1479442328	0.1582248337	0.0262678098	0.1415568193	-0.0906703947	-0.0186010929	0.1531573254	0.1524510324	3.1778212033373165e-05	7.975867609388843e-05	1.0098547600380231e-09	6.361446412249809e-09	-0.0170924233267157	0.0066783515830338	0.0002921509351796	4.460037986661007e-05	0.094894352587076	0.0180642345076621	0.0003263165683478	0.0090049381529202	-0.0001529997543369	5.800048442269998e-05	3.364056193267863e-09	2.3408924827151757e-08	2.1805983685396764e-09	4.295371835993933e-09	1.8450219209449888e-17	4.7550092448778994e-18	-2.9000020997393698e-05	-4.900003049706018e-05	2.401002988712828e-09	8.410012178492752e-10
1708.7837233423224	0.5146024552373092	2919941.8131596507	0.2648156869362668	2635.350298461914	-3.2783575439461856	6945071.195603299	10.747628185948866	1643.7424348850186	-4.846408375077999	23.48767413802617	2701889.1922417297	1921.1494154906625	1604.8478991851807	0.875452	14.770453	0.0534708963036054	0.0291384317753919	-0.1130025257	-0.1122962596	-0.0531239105	-0.01492163	-0.0421040987	-0.194812672	-0.0684467472	0.0781165891	0.0532600315	0.1006288377	-0.0547346583	0.2543597279	-0.1001107864	0.206204763	0.107707711	0.0186627756	0.0665682331	0.0925579897	0.0744944	0.1066934682	0.141116687	-0.2322260154	0.0922024606	-0.0659822424	0.0686305121	0.1353512204	-0.0056443706	0.2042260135	-0.080371215	-0.0009633916	0.1427620715	0.0811521163	0.3021049501	-0.038136501	0.15674681	-0.0912079179	-0.1190604187	0.068155456	-0.1565621236	0.0376858638	-0.0705566076	0.1103968266	-0.1677134243	-0.0784067998	0.0447836995	0.1516907746	-0.1144857984	-0.1084443301	0.0832823589	0.1584440829	-0.0503924577	0.0315001296	0.1552908768	0.1297342833	-0.0343558528	0.098179068	-0.1586742283	-0.2320897498	0.1480686918	0.082529815	-0.036243267	0.1273640963	0.089222146	-0.0226448394	0.1256622725	0.1614911623	0.0176423591	0.0549803153	0.0200576613	-0.0288083098	0.0423221863	-0.1445064818	0.0862367398	-0.0958126983	0.1583711947	-0.1651798159	-0.1445493293	-0.1031437312	-0.0115464824	-0.0973912525	0.0352214571	-0.1478306158	0.0396294692	-0.0486159654	-0.0807896706	-0.0167249444	0.0258489331	-0.0721481565	0.1253392664	0.026051769	0.1627869835	-0.1281074009	-0.0206526131	0.1527386503	0.1507811905	5.825727119201929e-05	2.6479059158646123e-05	3.39390964674048e-09	7.011405739270811e-10	5.420822034807316e-06	0.0170978441487505	2.9385311533052534e-11	0.0002923362745349	0.0818974093089508	-0.0129969432781252	0.0001689205345748	0.0067071856515178	0.0001629997612719	0.0003159995156088	9.985569386499624e-08	2.6568922174696392e-08	-2.9903965521604903e-06	-2.99257715052903e-06	8.955518001868449e-12	8.942471539173348e-12	0.0001190004825947	0.000148000503592	2.1904149063513336e-08	1.4161114857771495e-08
1710.4944756971431	1.71075235482067	2925791.3513904447	2.926673619524468	2637.7769146728515	2.426616210937482	6957867.051581028	5.888466235184581	1647.9309317249792	4.188496839960635	17.543505778360224	2715676.355735958	1924.7397026475428	1608.847205810547	0.929098	15.675555	0.064964401505359	0.0315878211871306	-0.0674024225	-0.1563183852	-0.0930744136	0.0280180654	-0.0062602919	-0.1274984278	-0.001375297	0.0552255895	0.0747698389	-0.0306279106	-0.0185919817	0.1139221852	-0.10529526	0.2444446843	0.1485521217	-0.0159817719	0.0700274005	-0.1443960104	-0.0367441191	-0.0110979494	0.0934178582	-0.0402368651	0.1489518493	-0.0862485077	0.0222272153	0.1149695654	0.0026221891	0.0517272905	0.0173785826	-0.2338192277	-0.0148875999	0.0504510572	-0.0592187749	-0.0720267207	-0.0417434862	-0.2051502425	0.0641778359	0.0039890203	-0.0821137441	0.0578576209	-0.1322368435	-0.0024952352	0.084479621	0.002837494	0.1102194959	0.0780923746	-0.1005486466	-0.0687086971	0.019237643	0.0409675293	-0.0793589026	-0.0375574632	0.026457389	0.2337182368	-0.1865438919	-0.0760949637	0.1448803069	-0.0592266507	-0.047088716	0.0908099643	-0.1185724737	-0.0585528889	0.0589479222	-0.0593726393	-0.0062621451	0.1621832518	0.0372546492	-0.1636945423	0.060690654	-0.117393429	0.0717252302	-0.0636248826	0.0955485023	0.0106861473	0.1384169828	-0.2124172252	-0.0644014455	0.0390278142	-0.1169824382	0.003436256	-0.0818783054	-0.0287371	0.0182859625	-0.060685616	-0.0845914186	0.0447753432	0.0212290795	0.1680629975	-0.0420970046	0.1017985244	0.0633603873	-0.0162140514	-0.0830652473	0.1521113526	0.148287834	9.646766827131614e-05	3.821039707929685e-05	9.306011021704696e-09	1.4600344449575375e-09	-0.0150876248796549	-0.0150930457016897	0.0002276364245091	0.0002278000285532	0.1038801964579789	0.0219827871490281	0.0004832429308394	0.0107910952161482	0.0002609859284342	9.79861671623e-05	9.6012889551582e-09	6.811365484066138e-08	-0.0001310277705164	-0.0001280373739642	1.6393569131658522e-08	1.7168276646498384e-08	-0.00021198314143	-0.0003309836240247	1.0955015937252397e-07	4.4936852250531375e-08
1710.2577496064416	-0.2367260907014952	2924981.57008889	0.0560392420188125	2642.1361431884766	4.359228515625091	6980883.399142878	19.00287325143893	1647.127987275488	-0.8029444494911786	0.6447197889686919	2713030.6064662	1924.4248688044809	1607.961071228027	0.951677	16.056503	0.0369053422743625	0.0258908683764838	-0.0003691508	-0.1712746726	-0.0669390303	0.0667362365	0.0827701287	0.0171814832	-0.0399730012	-0.0435007922	0.0372180928	0.0119881496	-0.05052857	0.1120060737	-0.056114181	0.057433867	-0.1081449979	-0.0440954018	0.0781057665	-0.024758342	0.0093310682	-0.0534851251	0.0275054059	-0.0180158467	0.1651859856	-0.1059771611	0.116333385	-0.0394098786	-0.0909777279	-0.0182781655	0.0594432562	-0.0655777916	-0.0006509656	-0.1978862977	-0.0377345977	-0.0313129189	-0.04813685	-0.1877554617	0.0754156472	0.1688053434	0.1251086202	-0.1808673763	0.0963650979	-0.1239656953	0.0287285333	0.1378478454	-0.0087967224	0.0308858519	-0.0921168325	-0.009519196	-0.026287307	0.051544971	-0.1329874936	0.0199251584	0.0459060611	0.2423695211	-0.0989931583	-0.088071548	0.2031130585	0.0689845906	0.0868106074	-0.0871664934	-0.0932823555	-0.093408217	0.1675795419	-0.1063909244	0.12295687	-0.1888550371	0.1934227752	-0.1288333808	-0.1378764207	-0.1388354762	0.078023605	-0.0645632348	0.0390673272	0.0630275542	0.057162486	-0.1301415922	0.0074360205	0.0878701677	-0.087737204	-0.0386586254	-0.1034738632	-0.0976962448	-0.0055258331	-0.0770712325	-0.0970683131	-0.0733388131	0.0857856073	0.1002367496	-0.1108404827	-0.1484042188	0.0204077739	-0.0084967395	0.0058737907	0.151276289	0.1449845808	7.95374351270084e-05	-1.693023314430775e-05	6.3262035865830695e-09	2.8663279432061667e-10	-0.0223948816040433	-0.0073072567243884	0.0005015307220591	5.3396000836119485e-05	0.1038490253063741	-3.117115160479467e-05	9.716406923690932e-10	0.0107846200570839	-0.0002160260293079	-0.0004770119577421	2.27540407828951e-07	4.6667245338537674e-08	-0.000221974765205	-9.09469946886e-05	8.271355842888235e-09	4.9272796387814884e-08	-0.0002350238723038	-2.3040730873800008e-05	5.308752791988807e-10	5.5236220552672894e-08
1710.2572090002675	-0.0005406061741268	2924979.7209373848	2.92255035504101e-07	2640.8587902832032	-1.2773529052733466	6974135.150216064	1.631630444610259	1647.9711674788466	0.8431802033585427	0.7109528553357535	2715808.968841593	1923.856666452192	1606.2316820983888	1.054203	17.786301	0.0441721478186111	0.0205309435009873	0.0691046348	-0.1041873836	-0.0603517329	-0.0328500514	0.1418604686	0.0376529269	-0.0835095866	-0.0030068077	-0.0100962906	0.0424521424	0.0802725768	-0.1128864503	-0.0973158422	-0.0016695872	-0.2007970412	-0.1547220744	0.0830920248	-0.2691750163	0.1906337318	0.0722175763	0.0716228822	0.0258053309	0.073811864	0.0060971402	0.0361918579	-0.0179751964	-0.039404117	-0.0446356923	0.0524703299	0.0455604657	-0.0634188222	-0.0953834417	-0.0342866079	-0.055350975	-0.0711797311	-0.0584563852	0.0838315054	0.1329647548	-0.1319017819	0.1323206718	-0.1386580923	-0.1917908503	0.1024337826	-0.1967420362	-0.0440851456	-0.0468434852	-0.1048546642	-0.041852491	-0.1510810749	-0.0244584187	0.180768442	0.0768862638	-0.1706139572	0.0134768804	-0.0139269403	0.1194781573	0.0949348189	0.0389428291	0.198012081	-0.1349491939	-0.0059967879	-0.0692588927	0.1246031548	0.0710960801	0.0210562074	0.0327608737	0.0116705821	-0.1379827934	-0.2105654688	-0.1105794814	0.1174040731	-0.0753673079	0.0557447901	0.0646155593	-0.0187277188	0.0604179212	0.0281486168	0.1971173378	-0.1336333341	0.0307127305	-0.0724246542	-0.1410063967	-0.0913062132	-0.0045273303	-0.1356744835	0.0004621973	0.0870027614	0.0683937159	-0.1112699443	-0.1399324734	-0.1561545517	-0.1195766685	-0.1136462835	0.1502346003	0.1408894722	0.0001486273053501	6.90898702230916e-05	2.2090075895631865e-08	4.773410167443639e-09	-0.030285066646229	-0.0078901850421857	0.0009171852617665	6.225501999993096e-05	0.0911895139323917	-0.0126595113739823	0.0001602632282279	0.0083155274512258	-0.0002970893263657	-8.10632970578e-05	6.571258129881125e-09	8.82620678404254e-08	-0.0004329382611356	-0.0002109634959306	4.450559661526029e-08	1.87435537955117e-07	-0.0004140643099598	-0.000179040437656	3.205547831605203e-08	1.714492527824854e-07
1710.8288561838876	0.5716471836201436	2926935.3751514694	0.3267805025408421	2643.1141876220704	2.2553973388671693	6986052.608809077	5.086817156169109	1650.1685154303364	2.1973479514897463	4.828338019916185	2723056.12931756	1927.8412108022003	1613.3335553588868	1.129313	19.053549	0.0143317050573312	0.0116491573025882	0.1343528506	0.0693790165	-0.0169644605	-0.1368113278	-0.1354496528	-0.0458639123	-0.0279869782	-0.0187085609	-0.030157517	0.0610599051	0.1078536739	-0.0721264361	-0.0537000276	0.0098170322	-0.2163700419	0.1110316882	0.1291176762	0.0541444027	0.1632444321	0.1189766676	0.063411727	0.011963637	0.0470594162	0.180457144	0.1489231579	0.0598261979	-0.1255693395	-0.123674439	-0.1274335688	-0.1386428313	-0.0552129639	0.1170951795	-0.1716034873	-0.0729735104	0.2546830746	0.1172389106	-0.108620281	0.1559038475	0.2985686215	0.0175220736	-0.0547400693	-0.1205947776	-0.0989968871	-0.0062430657	-0.0085114968	-0.1042541043	-0.0364588497	0.0841368917	-0.0430583629	0.0039626863	0.1647528655	0.0225453202	-0.1084681544	0.1689473145	0.0398152093	0.2143084426	-0.0191210935	0.0126523979	0.176806204	-0.0153999384	0.0303546321	-0.2986440333	-0.1870923402	-0.0320459137	0.0478911401	-0.1962671814	-0.0771081956	0.1840752959	0.2374649966	-0.0660328854	0.156519744	-0.0617137047	-0.009664934	-0.0197755237	-0.0433361949	0.2138626393	-0.085726194	0.1694315463	0.0786716036	0.0014332378	0.0360544646	-0.0565761166	-0.0274674145	-0.0078309	-0.2901990718	-0.1075240987	-0.0351472055	-0.1030787385	0.1298038065	0.1666435085	-0.2933051198	0.0793221909	0.0517913353	0.1489877092	0.136024874	3.47603389343476e-05	-0.0001138669664157	1.2082811628307215e-09	1.2965686040726085e-08	-0.029895647430294	0.000389419215935	0.0008937497352764	1.5164732573943093e-07	0.0881150170265812	-0.0030744969058105	9.452531223838376e-06	0.0077642562255946	-0.0002970428852741	4.6441091600005295e-08	2.1567749890000818e-15	8.823447569196212e-08	-0.0004329701114311	-3.1850295499971655e-08	1.0144413234355142e-15	1.8746311739265919e-07	-0.0001990641619635	0.0002150001479963	4.622506363843092e-08	3.962654057823056e-08
1709.34115735906	-1.487698824827703	2921847.1922416105	2.2132477933937285	2646.7295056152343	3.615317993163899	7005177.075894263	13.07052419169464	1648.6489213202087	-1.5195941101276276	2.3091662595345763	2718043.265770288	1928.470017456656	1616.6674819641114	1.082565	18.264832	0.023401623208583	0.0128534539237077	0.1765389798	0.0749091422	0.1033150116	-0.077075525	-0.1086408393	0.045936356	-0.0520338801	-0.0695877882	-0.1484077522	0.0228939076	0.0422653427	-0.2228744434	-0.1531501464	-0.0605792786	0.075643103	-0.0066878621	0.1780054686	0.1497196079	-0.1208344293	0.0209366081	0.0057397026	0.0073165318	0.0642392183	0.07756549	0.0244505847	-0.0678393467	0.024889784	-0.0496456262	-0.0965980111	0.0633971529	-0.0677475695	0.0177121868	0.1246455066	0.1841681579	-0.1233867122	-0.0712049372	-0.1073638382	-0.070159155	0.1745129829	0.1441598966	-0.0846431239	0.0506823051	-0.0675246791	0.0388104122	-0.0498405707	-0.1470152849	0.0004988576	0.2210075798	-0.027738255	-0.0323594162	-0.0692970498	0.1579982562	0.0280623605	-0.0159447884	-0.0022636159	-0.0328106805	-0.0479680667	0.1421706092	0.1558605554	0.038272323	0.0064937897	-0.0434780368	-0.0190165861	0.0694419367	-0.0836311838	-0.0030000812	0.1080414149	0.0839125912	-0.0130813889	-0.0256039247	0.1012333025	-0.089239689	-0.0959947509	-0.0781460321	-0.1942858926	0.1090016312	0.0130234129	0.0611952075	-0.0168621679	0.0015219281	0.1643484053	-0.0798705313	-0.0450046919	0.0223959615	-0.0629880216	-0.2679624519	-0.0021948155	-0.0256830284	0.0046235159	-0.0460904171	0.0155880092	0.0450246078	0.2685885705	0.1475373187	0.1304173552	6.215512736673645e-05	2.739478843238885e-05	3.86325985797523e-09	7.504744332553458e-10	-0.0388983167378569	-0.0090026693075629	0.0015130790450386	8.104805466133512e-05	0.089634546016299	0.0015195289897178	2.3089683505927977e-06	0.008034351839548	-0.0002170243856343	8.001849963979997e-05	6.402960284604668e-09	4.709958395994537e-08	-0.0002849813333118	0.0001479887781193	2.1900678449243407e-08	8.121436033617124e-08	-0.0001700308372652	2.903332469829999e-05	8.429339430369163e-10	2.8910485621104932e-08
1707.439966205435	-1.90119115362495	2915351.2381956168	3.614527802621768	2643.669013671875	-3.060491943359466	6988985.853848823	9.3666109353682	1648.894635070598	0.2457137503893136	0.0603752471303819	2718853.517564601	1926.612172920716	1602.5277400360108	0.929462	15.68171	0.0173158870933138	0.0089466953349012	0.1885913441	0.0592016113	0.1354148665	-0.0295361812	-0.0096096558	0.0612537422	-0.062933907	-0.0302381279	-0.1168868324	-0.0467025667	0.0355032471	-0.0187123902	-0.0479658205	-0.1853815384	-0.0731711082	-0.0949782146	0.1738906272	0.1794996747	0.0054589031	-0.0293674465	-0.1306464133	0.0896257097	-0.0309331448	0.0637695012	-0.0270159546	0.0127144604	0.0498440175	0.0082836094	-0.1307090362	0.0840482133	0.0366295729	-0.1539925309	0.2051001844	0.1836148543	0.1427340334	0.0685944234	0.1125645718	-0.0140662694	0.0356375385	0.0972620989	0.056617112	0.0297496255	0.0736991943	0.0276153924	-0.0077460003	-0.1150644043	0.0331056459	0.1540754098	-0.1016490784	0.0261117633	0.0258364011	-0.0084129784	0.0953397944	-0.0950439756	0.0816553424	0.0945906737	-0.1552947832	0.0291994978	0.1254229514	-0.1221282928	-0.0165929434	0.0113139188	0.0185802645	-0.0034390211	-0.034606176	0.0149730141	0.1068612806	0.1424727514	-0.008320061	-0.0308367917	0.1093187815	-0.0543418802	-0.1219533187	-0.0682229468	-0.206412767	0.0245896538	-0.066666508	-0.0328003282	0.0560684414	-0.0055790699	0.2113253639	-0.0978667323	0.1252611592	0.1823295351	0.2203552274	0.0083727591	-0.0841696948	-0.0245480993	-0.0424668897	-0.1419127462	-0.0407611943	0.1141874878	0.1218969332	0.1458854101	0.124097542	-3.176407082605692e-05	-9.391919819279336e-05	1.0089561954427603e-09	8.820815789177203e-09	-0.0388565905774385	4.172616041839966e-05	0.0015098346313026	1.7410724632620224e-09	0.0815032390964063	-0.0081313069198926	6.611815222549482e-05	0.0066427779832059	-0.0002970126291518	-7.998824351749997e-05	6.398119101014876e-09	8.821650187566466e-08	-0.0002499846002781	3.499673303370001e-05	1.2247713230320694e-09	6.249230037620143e-08	-0.0001040371175202	6.599371974500001e-05	4.3551710457816046e-09	1.0823721821911906e-08
1707.7907562302737	0.3507900248387159	2916549.26706557	0.1230536415263469	2641.913237915039	-1.7557757568356465	6979705.556670726	3.082748508291787	1649.3393262692068	0.4446911986087798	0.1977502621201132	2720320.213178161	1925.716818973936	1595.4049767456054	0.901935	15.217266	0.0496413442205823	0.0239934817591152	0.2120241038	0.0058481682	0.0835286377	0.0055534912	-0.0111709378	0.0289242416	-0.052426888	-0.0864164381	-0.0191411291	-0.1487616932	-0.0513512143	-0.0735978688	0.0509835679	-0.0220990039	0.1738915056	-0.032134873	-0.1019258705	-0.0487671804	-0.1147246024	-0.1228175895	-0.2112278663	0.152718604	0.0368865308	0.1411201777	-0.0864055469	0.1162414694	0.0889334167	-0.046216536	0.0257581819	-0.0172579646	0.2136944968	-0.0438545169	0.0720058244	0.1207264528	-0.0545550016	0.0666201543	-0.0333063201	0.1137867077	0.1368354971	-0.27427914	-0.0295668345	0.0787154984	0.1339928257	-0.0602544446	-0.0389496821	-0.1384037276	-0.0177793981	0.0462398522	-0.0481636408	-0.015542014	0.0181417838	-0.127805715	0.1831171368	-0.1092285465	-0.0766561381	-0.0223285798	-0.0362441701	-0.1863768681	-0.0033563707	-0.0784022652	0.1484639166	-0.1118818727	-0.0068829582	0.1549027974	-0.0582520082	-0.0042700567	-0.0014573655	0.0476616603	0.0081281235	-0.045566233	0.1471870826	0.0188604228	-0.0868511182	-0.0066635415	-0.1886519325	-0.0840068971	-0.064770864	-0.0956110733	-0.0229283542	-0.0436931976	0.0586062774	-0.0299059453	0.1548323706	0.1757486315	0.1455129448	0.1080590345	-0.1249537496	0.0019245522	-0.0761861539	0.0764093817	-0.02097765	0.0261898614	0.0396444168	0.1440342395	0.1170999511	7.010913381577666e-05	0.0001018732046418	4.915290644398478e-09	1.0378149823996903e-08	-0.0310181060549723	0.0078384845224662	0.0009621229032375	6.14418396089422e-05	0.0714512626787353	-0.010051976417671	0.0001010422299014	0.0051052829383856	-0.0001269910494176	0.0001700215797341	2.890733757531292e-08	1.6126726632183323e-08	6.901567944006537e-05	0.0003190002797181	1.0176117846026774e-07	4.763164008573861e-09	-0.0002479954595839	-0.0001439583420637	2.0724004249729257e-08	6.150174797422978e-08
